time,IPSL-CM5A-LR,CESM1-CAM5,CCSM4,CSIRO-MK3-6-0,GISS-E2-R,GFDL-ESM2G,NORESM1-M,GFDL-CM3
2000.0,33819884000.0,33819884000.0,33819884000.0,33819884000.0,33819884000.0,33819884000.0,33819884000.0,33819884000.0
2001.0,33864160000.0,33864160000.0,33864160000.0,33864160000.0,33864160000.0,33864160000.0,33864160000.0,33864160000.0
2002.0,33840273000.0,33840273000.0,33840273000.0,33840273000.0,33840273000.0,33840273000.0,33840273000.0,33840273000.0
2003.0,33820926000.0,33820926000.0,33820926000.0,33820926000.0,33820926000.0,33820926000.0,33820926000.0,33820926000.0
2004.0,33815273000.0,33815273000.0,33815273000.0,33815273000.0,33815273000.0,33815273000.0,33815273000.0,33815273000.0
2005.0,33798212000.0,33798212000.0,33798212000.0,33798212000.0,33798212000.0,33798212000.0,33798212000.0,33798212000.0
2006.0,33791566000.0,33791566000.0,33791566000.0,33791566000.0,33791566000.0,33791566000.0,33791566000.0,33791566000.0
2007.0,33787152000.0,33787152000.0,33787152000.0,33787152000.0,33787152000.0,33787152000.0,33787152000.0,33787152000.0
2008.0,33777620000.0,33777620000.0,33777620000.0,33777620000.0,33777620000.0,33777620000.0,33777620000.0,33777620000.0
2009.0,33777641000.0,33777641000.0,33777641000.0,33777641000.0,33777641000.0,33777641000.0,33777641000.0,33777641000.0
2010.0,33770058000.0,33770058000.0,33770058000.0,33770058000.0,33770058000.0,33770058000.0,33770058000.0,33770058000.0
2011.0,33778040000.0,33778040000.0,33778040000.0,33778040000.0,33778040000.0,33778040000.0,33778040000.0,33778040000.0
2012.0,33759564000.0,33759564000.0,33759564000.0,33759564000.0,33759564000.0,33759564000.0,33759564000.0,33759564000.0
2013.0,33790654000.0,33790654000.0,33790654000.0,33790654000.0,33790654000.0,33790654000.0,33790654000.0,33790654000.0
2014.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0
2015.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0
2016.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0
2017.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0
2018.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0
2019.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0
2020.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0
2021.0,33690421000.0,33688631000.0,33689778000.0,33694669000.0,33692670000.0,33728285000.0,33686286000.0,33692484000.0
2022.0,33682682000.0,33675310000.0,33681166000.0,33682170000.0,33680746000.0,33687482000.0,33677170000.0,33682629000.0
2023.0,33657289000.0,33667176000.0,33674940000.0,33685357000.0,33669546000.0,33686215000.0,33684716000.0,33675730000.0
2024.0,33644046000.0,33643990000.0,33665757000.0,33688377000.0,33656869000.0,33672923000.0,33686049000.0,33658808000.0
2025.0,33625078000.0,33634150000.0,33647725000.0,33674123000.0,33643203000.0,33666580000.0,33671182000.0,33649950000.0
2026.0,33609705000.0,33616988000.0,33626618000.0,33664090000.0,33642848000.0,33633730000.0,33633333000.0,33630456000.0
2027.0,33588230000.0,33620093000.0,33614395000.0,33662726000.0,33614676000.0,33607776000.0,33617246000.0,33611655000.0
2028.0,33630851000.0,33607018000.0,33603914000.0,33646655000.0,33624818000.0,33592570000.0,33597820000.0,33595580000.0
2029.0,33541968000.0,33587251000.0,33592961000.0,33638924000.0,33601910000.0,33570015000.0,33578858000.0,33561868000.0
2030.0,33672130000.0,33554983000.0,33553238000.0,33614088000.0,33567214000.0,33537671000.0,33554592000.0,33531982000.0
2031.0,33529846000.0,33536147000.0,33522913000.0,33581707000.0,33546280000.0,33528700000.0,33542570000.0,33506101000.0
2032.0,33507686000.0,33521510000.0,33498600000.0,33554115000.0,33525658000.0,33515477000.0,33516773000.0,33471963000.0
2033.0,33478097000.0,33495240000.0,33469696000.0,33543690000.0,33515610000.0,33494036000.0,33482400000.0,33452855000.0
2034.0,33433643000.0,33480927000.0,33439783000.0,33573738000.0,33488441000.0,33464738000.0,33457287000.0,33419297000.0
2035.0,33411226000.0,33406732000.0,33402830000.0,33510994000.0,33470239000.0,33448833000.0,33433412000.0,33382662000.0
2036.0,33382430000.0,33360882000.0,33330405000.0,33482699000.0,33452710000.0,33424333000.0,33400637000.0,33340846000.0
2037.0,33345556000.0,33328558000.0,33312158000.0,33437352000.0,33435450000.0,33406560000.0,33371992000.0,33271390000.0
2038.0,33302968000.0,33310296000.0,33271460000.0,33410103000.0,33438255000.0,33368918000.0,33334317000.0,33239943000.0
2039.0,33266035000.0,33287535000.0,33239480000.0,33393990000.0,33400693000.0,33348694000.0,33260548000.0,33211859000.0
2040.0,33220495000.0,33202590000.0,33203577000.0,33384565000.0,33383805000.0,33325031000.0,33242340000.0,33164134000.0
2041.0,33147138000.0,33175695000.0,33155060000.0,33339015000.0,33360824000.0,33305336000.0,33195050000.0,33116172000.0
2042.0,33091740000.0,33139330000.0,33119912000.0,33306526000.0,33340570000.0,33235012000.0,33140249000.0,33033100000.0
2043.0,33027620000.0,33073550000.0,33082986000.0,33275170000.0,33323983000.0,33196128000.0,33083726000.0,32998046000.0
2044.0,32974289000.0,33004438000.0,33017480000.0,33242330000.0,33295770000.0,33156950000.0,33039215000.0,32931721000.0
2045.0,32878289000.0,32900274000.0,32927169000.0,33195553000.0,33261095000.0,33113946000.0,33002082000.0,32844083000.0
2046.0,32761820000.0,32813173000.0,32876188000.0,33166664000.0,33203292000.0,33071327000.0,32947210000.0,32765893000.0
2047.0,32562340000.0,32761390000.0,32813388000.0,33117501000.0,33179680000.0,33041363000.0,32831260000.0,32712692000.0
2048.0,32463743000.0,32746815000.0,32772428000.0,33073883000.0,33148750000.0,33002291000.0,32797995000.0,32633590000.0
2049.0,32345266000.0,32659573000.0,32721030000.0,33012600000.0,33114184000.0,32954980000.0,32719858000.0,32575005000.0
2050.0,32182950000.0,32552999000.0,32669247000.0,32921469000.0,33066041000.0,32888455000.0,32649091000.0,32461703000.0
2051.0,32049779000.0,32501211000.0,32601470000.0,32862206000.0,33032212000.0,32868262000.0,32589530000.0,32396593000.0
2052.0,31872825000.0,32410583000.0,32535020000.0,32827340000.0,33005347000.0,32763017000.0,32507116000.0,32344834000.0
2053.0,31640980000.0,32349303000.0,32423023000.0,32782832000.0,32938924000.0,32707125000.0,32354642000.0,32271903000.0
2054.0,31451462000.0,32207560000.0,32321692000.0,32722688000.0,32896303000.0,32657640000.0,32277883000.0,32216551000.0
2055.0,31202093000.0,32157553000.0,32235651000.0,32646857000.0,32857334000.0,32607764000.0,32183798000.0,32142782000.0
2056.0,30922613000.0,32097012000.0,32170840000.0,32575513000.0,32811954000.0,32530545000.0,32058298000.0,32027894000.0
2057.0,30648270000.0,32011053000.0,32047415000.0,32509256000.0,32753707000.0,32446507000.0,31981165000.0,31920372000.0
2058.0,30413945000.0,31889380000.0,31988994000.0,32411590000.0,32667880000.0,32391370000.0,31908786000.0,31770546000.0
2059.0,30001297000.0,31756407000.0,31919366000.0,32361472000.0,32635443000.0,32304249000.0,31851559000.0,31675814000.0
2060.0,29634116000.0,31652016000.0,31809399000.0,32326455000.0,32589197000.0,32163670000.0,31766643000.0,31568364000.0
2061.0,29446840000.0,31532798000.0,31685167000.0,32266197000.0,32564249000.0,32059480000.0,31599229000.0,31448416000.0
2062.0,29131923000.0,31368217000.0,31603853000.0,32161636000.0,32499704000.0,31997751000.0,31501756000.0,31257016000.0
2063.0,28721082000.0,31254172000.0,31470555000.0,32118522000.0,32435108000.0,31913578000.0,31436988000.0,31125864000.0
2064.0,28319736000.0,31088812000.0,31362253000.0,32048509000.0,32388344000.0,31825908000.0,31349768000.0,30964906000.0
2065.0,27849505000.0,30917835000.0,31275550000.0,31989703000.0,32315443000.0,31765190000.0,31258923000.0,30850170000.0
2066.0,27320210000.0,30785698000.0,31208524000.0,31897272000.0,32266360000.0,31684395000.0,31171863000.0,30743124000.0
2067.0,26806729000.0,30666613000.0,31081169000.0,31818721000.0,32181703000.0,31633863000.0,30999486000.0,30596180000.0
2068.0,26338470000.0,30504614000.0,30901580000.0,31711185000.0,32086796000.0,31519740000.0,30865058000.0,30493966000.0
2069.0,25867618000.0,30347387000.0,30741324000.0,31636425000.0,32017256000.0,31391076000.0,30681866000.0,30300346000.0
2070.0,25317040000.0,30102452000.0,30503310000.0,31562269000.0,31882228000.0,31285756000.0,30506793000.0,30143896000.0
2071.0,24560257000.0,29887201000.0,30338388000.0,31401769000.0,31824198000.0,31199950000.0,30382078000.0,29934410000.0
2072.0,24037840000.0,29654120000.0,30231077000.0,31366154000.0,31710788000.0,31090710000.0,30258741000.0,29791880000.0
2073.0,23533820000.0,29372877000.0,30101293000.0,31266263000.0,31622347000.0,30974415000.0,30123518000.0,29611237000.0
2074.0,22790724000.0,29130525000.0,29912623000.0,31201602000.0,31580574000.0,30765271000.0,29888885000.0,29391540000.0
2075.0,22218387000.0,28911920000.0,29771805000.0,31099675000.0,31523133000.0,30661923000.0,29675502000.0,29171010000.0
2076.0,21777897000.0,28636748000.0,29632866000.0,30996046000.0,31449539000.0,30576746000.0,29448143000.0,28923593000.0
