time,CESM2-WACCM,MIROC6,MPI-ESM1-2-HR,CNRM-CM6-1,KACE-1-0-G,IPSL-CM6A-LR,MRI-ESM2-0,EC-EARTH3,CANESM5,GFDL-ESM4,IITM-ESM,CNRM-ESM2-1,TAIESM1,UKESM1-0-LL
2012.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0
2013.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0
2014.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0
2015.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0
2016.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0
2017.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0
2018.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0
2019.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0
2020.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0
2021.0,2018504600.0,2033490000.0,2033765100.0,2042666800.0,2052928300.0,2039763500.0,2044724100.0,2031976800.0,2024999600.0,2040718800.0,2024267800.0,2037885400.0,2025407700.0,2020833500.0
2022.0,1943032600.0,2005332700.0,1999792500.0,2007418600.0,2006918500.0,1980541200.0,1999807700.0,1992784500.0,1973669600.0,1995985200.0,2002683900.0,1995252100.0,1982839000.0,1966220900.0
2023.0,1865712800.0,1980066400.0,1956959200.0,1959295000.0,1966213900.0,1935666800.0,1964586400.0,1925096400.0,1911047200.0,1944534800.0,1968584000.0,1943328100.0,1941256200.0,1884424600.0
2024.0,1791876000.0,1952038800.0,1920217600.0,1921423500.0,1937397900.0,1886480500.0,1931016700.0,1885579000.0,1809566800.0,1907673300.0,1926347000.0,1912979100.0,1875103200.0,1810613900.0
2025.0,1692272300.0,1912432400.0,1876575500.0,1872511600.0,1895207700.0,1839896300.0,1884159100.0,1842462200.0,1718950500.0,1863694600.0,1875553700.0,1868601700.0,1803204700.0,1722765800.0
2026.0,1524371600.0,1868815500.0,1841832100.0,1806973700.0,1833061100.0,1766305200.0,1831837300.0,1765239600.0,1623673200.0,1799628300.0,1860542600.0,1812293600.0,1735285800.0,1628959500.0
2027.0,1396859800.0,1818982900.0,1798035100.0,1733057900.0,1763044900.0,1703049000.0,1783784600.0,1692890900.0,1496460500.0,1738057100.0,1807943200.0,1753420900.0,1672386000.0,1517298700.0
2028.0,1287880200.0,1774790500.0,1757230800.0,1672133500.0,1714052100.0,1639657500.0,1722429800.0,1620004500.0,1401544400.0,1683529600.0,1770547200.0,1684811600.0,1572517100.0,1373331300.0
2029.0,1171534100.0,1716281100.0,1727791900.0,1603606800.0,1656646100.0,1549365900.0,1647991800.0,1532600400.0,1315341200.0,1615380200.0,1733700200.0,1627426800.0,1468135000.0,1274041500.0
2030.0,1099090600.0,1633505400.0,1674345900.0,1513193100.0,1586484400.0,1460286800.0,1583061600.0,1459952100.0,1241933600.0,1525982800.0,1703502500.0,1576770600.0,1379894100.0,1210101600.0
2031.0,1032412860.0,1555804400.0,1608724100.0,1437172500.0,1530080100.0,1367256800.0,1508486500.0,1426328200.0,1179086000.0,1497126800.0,1678813000.0,1487934700.0,1309838500.0,1136184600.0
2032.0,970068000.0,1508604000.0,1538422400.0,1381357800.0,1463836300.0,1303648000.0,1434442600.0,1356895000.0,1105607800.0,1432444300.0,1641826200.0,1395993200.0,1239248500.0,1055957300.0
2033.0,918322560.0,1495946100.0,1481608200.0,1288608900.0,1399266600.0,1246314900.0,1340632000.0,1286956500.0,1039808600.0,1355078900.0,1619164200.0,1336208900.0,1163320800.0,1006865600.0
2034.0,886015200.0,1492570900.0,1440449500.0,1218919000.0,1335903000.0,1197453300.0,1277116800.0,1228929800.0,963676900.0,1295650700.0,1577002400.0,1266672800.0,1066003460.0,929845800.0
2035.0,837975300.0,1445851100.0,1369171600.0,1171001000.0,1281605400.0,1136141000.0,1235290100.0,1200105300.0,907902660.0,1256087900.0,1618871200.0,1252437500.0,962645700.0,856597300.0
2036.0,797832300.0,1410891400.0,1291584500.0,1101342000.0,1237216000.0,1095017900.0,1170228200.0,1153601400.0,869826800.0,1231337500.0,1549498200.0,1184839600.0,903149500.0,802168100.0
2037.0,758854000.0,1361341600.0,1243952500.0,1032858200.0,1187346800.0,1039256450.0,1102903200.0,1077601400.0,806986500.0,1185580000.0,1617955700.0,1111185700.0,842319900.0,760295100.0
2038.0,718460350.0,1335072000.0,1204282800.0,982706100.0,1122706600.0,1000077100.0,1040974700.0,1045261800.0,753402050.0,1138023200.0,1528800900.0,1076688400.0,768300400.0,718263550.0
2039.0,700922560.0,1319093900.0,1150516400.0,923143000.0,1069773250.0,950803260.0,987968450.0,1010455360.0,727309100.0,1103242500.0,1492689700.0,1016143900.0,693221700.0,658627000.0
2040.0,679879040.0,1303108000.0,1115172100.0,850568450.0,1005609100.0,915231100.0,936116860.0,955817500.0,674514600.0,1066799360.0,1493481100.0,942375900.0,637056200.0,617698100.0
2041.0,656878300.0,1260090600.0,1110939100.0,783303800.0,959922000.0,888181700.0,878626800.0,866607360.0,627422800.0,1034311740.0,1466306400.0,886574400.0,587349600.0,567833340.0
2042.0,626681600.0,1229163500.0,1095015300.0,785792800.0,904866800.0,858399040.0,835176770.0,781173200.0,597024900.0,1004617700.0,1429227500.0,852556100.0,536295840.0,522656830.0
2043.0,580498240.0,1208326100.0,1062346800.0,733573250.0,836762200.0,828403000.0,784391300.0,769225500.0,568535940.0,981620300.0,1408245100.0,791899900.0,503375550.0,487029300.0
2044.0,558194000.0,1186643100.0,1021311940.0,683144300.0,787595800.0,785519170.0,739674300.0,727470800.0,536372380.0,947629000.0,1367024800.0,734397000.0,477005730.0,446770000.0
2045.0,538987140.0,1152784400.0,998853500.0,667207360.0,742563460.0,732866050.0,709101600.0,680219200.0,492172100.0,909470500.0,1341151700.0,676772160.0,439244900.0,416101220.0
2046.0,504417900.0,1113773700.0,975924400.0,638358400.0,680025400.0,681783040.0,682589760.0,644374340.0,463822080.0,878577000.0,1290144600.0,626446460.0,406938660.0,392932300.0
2047.0,478834980.0,1060809200.0,961806600.0,601629600.0,638916900.0,640958300.0,648896600.0,582909900.0,425642100.0,859238340.0,1212982400.0,594796700.0,382062460.0,370192860.0
2048.0,459706700.0,1032874050.0,948408900.0,584864400.0,603149300.0,585866400.0,610701950.0,535392670.0,366145000.0,831752100.0,1139695900.0,557283000.0,363686700.0,345983100.0
2049.0,432401600.0,1001869100.0,918815900.0,558411700.0,566615400.0,535815940.0,591991230.0,540022300.0,345147400.0,786519700.0,1087569300.0,534973920.0,343529020.0,324377060.0
2050.0,398152450.0,960322000.0,879235700.0,529720400.0,537276350.0,499454700.0,569986800.0,511808580.0,321094750.0,733279550.0,994339800.0,500782620.0,316500600.0,314316860.0
2051.0,384733400.0,900322000.0,842361900.0,499743580.0,523771070.0,474841600.0,540260000.0,486037300.0,299463800.0,714531140.0,919302200.0,485167260.0,301357540.0,305050800.0
2052.0,374568060.0,860025900.0,815633660.0,473908220.0,495842700.0,454843870.0,529555260.0,453762620.0,279219330.0,680516700.0,835776400.0,464133250.0,294726850.0,284418240.0
2053.0,362762620.0,836656200.0,791555500.0,429658900.0,473990850.0,426938660.0,511664160.0,414976220.0,263696300.0,642260500.0,840937700.0,450109060.0,285355070.0,265440200.0
2054.0,351317860.0,813531500.0,757017860.0,411674800.0,464032700.0,406355070.0,489530660.0,405869470.0,252648930.0,610086700.0,781575300.0,444096770.0,274705920.0,256307890.0
2055.0,340205860.0,782998500.0,700685760.0,382683800.0,445816130.0,391893760.0,477098720.0,396248500.0,242047580.0,582217200.0,772368960.0,425383300.0,261812180.0,239453090.0
2056.0,330760960.0,756227650.0,660254300.0,352963700.0,421044380.0,377133950.0,457856350.0,385091100.0,231587920.0,548959800.0,763097100.0,412854720.0,249885380.0,217568200.0
2057.0,317249120.0,727954100.0,634037300.0,340019330.0,397907040.0,357665700.0,438707070.0,358276450.0,216478100.0,532812500.0,736069760.0,398918940.0,243296660.0,200834980.0
2058.0,302486200.0,695046200.0,603346940.0,335735140.0,368622340.0,342313900.0,423595970.0,343951840.0,204875970.0,510539600.0,698572160.0,390210000.0,235749550.0,182277890.0
2059.0,295758620.0,675815600.0,580778600.0,320512900.0,343158400.0,323133800.0,412976030.0,338298020.0,194597390.0,480382400.0,688186560.0,376045730.0,224496500.0,175062720.0
2060.0,287543680.0,665253060.0,569029300.0,300625150.0,314078800.0,306543700.0,397152450.0,325345730.0,179628770.0,453819170.0,677583170.0,358925440.0,208921250.0,166853250.0
2061.0,270189300.0,649200060.0,549236540.0,288512830.0,295993470.0,288903680.0,378553120.0,304700800.0,168070020.0,437975040.0,654259900.0,353631230.0,197993010.0,151595800.0
2062.0,251969380.0,640726660.0,519192580.0,276386720.0,277959780.0,277525700.0,368316670.0,298655140.0,152754420.0,415997400.0,640928600.0,340163740.0,184787310.0,143549330.0
2063.0,234078560.0,615470300.0,502325980.0,257687300.0,265168130.0,268311680.0,353393900.0,289772060.0,141781920.0,396170050.0,632711100.0,322344060.0,169767730.0,135479740.0
2064.0,216580240.0,592993800.0,486538500.0,248428800.0,254120860.0,255967020.0,341429380.0,274769150.0,134771140.0,383461730.0,614691600.0,298710200.0,160998620.0,127032490.0
2065.0,203977490.0,573219840.0,471934560.0,228671440.0,244291230.0,245729550.0,327685060.0,259412580.0,125862330.0,358570200.0,602101400.0,292898560.0,153115740.0,115240216.0
2066.0,183361310.0,566526460.0,444200700.0,211617660.0,242077780.0,235010610.0,309528160.0,252355180.0,117634410.0,346443700.0,590403300.0,274635260.0,145900740.0,101715530.0
2067.0,165741900.0,553207400.0,413896640.0,192641860.0,232663660.0,221489660.0,302278660.0,243154690.0,110041540.0,337895580.0,574175360.0,255203180.0,139833700.0,86868360.0
2068.0,156435950.0,534517660.0,396737200.0,172686930.0,226845970.0,210436700.0,289695900.0,224848530.0,99939410.0,320032480.0,571520100.0,234273200.0,131234640.0,79083960.0
2069.0,144144770.0,519208420.0,381059620.0,160985170.0,221283600.0,193075620.0,273499170.0,215325120.0,93709830.0,309435500.0,560824770.0,221453100.0,124523850.0,73846010.0
2070.0,135592480.0,504137060.0,365545540.0,149858800.0,214174930.0,177933420.0,265352720.0,211080420.0,84657064.0,293991040.0,552878200.0,204642620.0,119344650.0,69946620.0
2071.0,125197410.0,483366000.0,344276740.0,137036300.0,210111520.0,161471740.0,253452100.0,201647250.0,72221144.0,282013860.0,536076380.0,193210740.0,113588910.0,62414060.0
2072.0,115979890.0,469922100.0,329789980.0,127333990.0,198244960.0,146214560.0,240084860.0,187370020.0,64299070.0,272150940.0,531644800.0,174751630.0,104993540.0,58313560.0
2073.0,108031260.0,455057000.0,319543780.0,114196424.0,182754340.0,139685570.0,230104620.0,183956340.0,63329876.0,267027250.0,524144030.0,159772900.0,98683200.0,52808484.0
2074.0,100719770.0,435164300.0,305639170.0,105423940.0,178885060.0,131205910.0,217879940.0,178399570.0,56907430.0,254433520.0,558759100.0,147475150.0,93746820.0,50877876.0
2075.0,97177680.0,418675650.0,293494080.0,101047490.0,165452480.0,124700380.0,205560690.0,170423730.0,52772450.0,242014420.0,541202700.0,137394270.0,85483176.0,53266132.0
2076.0,88456470.0,400995260.0,284671970.0,93138470.0,154491820.0,120775976.0,197298500.0,158485980.0,50436870.0,232170340.0,527703520.0,128373630.0,81347200.0,49072504.0
2077.0,81932760.0,387974560.0,272973120.0,86070100.0,146629870.0,115385550.0,190739020.0,152966400.0,49460580.0,222868590.0,507827680.0,122888610.0,78894264.0,43954384.0
2078.0,75734510.0,379327330.0,266571060.0,79615660.0,140467540.0,111278210.0,182124260.0,148162300.0,46475310.0,213124420.0,497858560.0,113453870.0,76704720.0,41735520.0
2079.0,72347896.0,371634700.0,264121710.0,74057100.0,133629064.0,106514040.0,175941660.0,134969020.0,43727350.0,201464640.0,481284860.0,106007010.0,71554530.0,40237556.0
2080.0,68812300.0,360148350.0,256120220.0,69044904.0,125608250.0,102547280.0,170388270.0,123380590.0,42482990.0,193228860.0,465604640.0,96258060.0,69874936.0,38676188.0
2081.0,65746300.0,337517440.0,248563090.0,65659440.0,118211620.0,93763976.0,162195580.0,123253470.0,39943764.0,187715870.0,442144640.0,91696980.0,67616584.0,34517390.0
2082.0,61749324.0,320559940.0,241641310.0,61950430.0,113477160.0,83494510.0,155110610.0,118157860.0,36459340.0,177805230.0,420613000.0,83642664.0,61724244.0,31605776.0
2083.0,63665080.0,313074800.0,235401700.0,55865960.0,106436536.0,76640460.0,145089100.0,108700060.0,34589244.0,168216640.0,399798820.0,77142664.0,57189148.0,30426016.0
2084.0,58644950.0,299548770.0,222012370.0,53279588.0,97438120.0,69320200.0,138787550.0,102068750.0,32488482.0,163533500.0,381764600.0,73574860.0,55949732.0,27497472.0
2085.0,57201332.0,286248640.0,212808670.0,50596550.0,89630470.0,60742404.0,128656750.0,100052720.0,28533846.0,155607660.0,364961180.0,68237770.0,53228910.0,25541948.0
2086.0,55076310.0,274242340.0,201816580.0,46220844.0,84105784.0,58993490.0,120060820.0,96667740.0,26187382.0,150122530.0,360628860.0,64903948.0,50004612.0,24811426.0
2087.0,53162990.0,257509010.0,189259330.0,43082890.0,78910270.0,56366736.0,113801630.0,87452616.0,24970874.0,141990610.0,346263000.0,60135104.0,47445700.0,23962680.0
2088.0,50316844.0,249910290.0,177896860.0,41203720.0,76712584.0,52367856.0,107565150.0,79135256.0,23330978.0,135520510.0,338299420.0,57599050.0,45971344.0,23049644.0
2089.0,46625444.0,242545400.0,167782910.0,38635204.0,74342744.0,50522900.0,101527110.0,79185300.0,22035422.0,130862380.0,328510700.0,54936132.0,45106250.0,21182190.0
2090.0,42942196.0,232118370.0,164390860.0,34928680.0,72385380.0,48363372.0,100466360.0,76278776.0,21729106.0,123537660.0,321734800.0,54852036.0,43720470.0,19496488.0
2091.0,41332124.0,220397310.0,157031400.0,33593610.0,71345430.0,45439230.0,95221280.0,70557880.0,20593374.0,120453730.0,315128640.0,50694160.0,41263396.0,17639124.0
2092.0,38334292.0,214665260.0,151225100.0,31618484.0,68860056.0,43407660.0,92253896.0,66248084.0,18841158.0,115120216.0,304981120.0,48502040.0,38558116.0,16155516.0
2093.0,36312276.0,205221470.0,144347100.0,30163200.0,67965064.0,40833628.0,88327570.0,69066640.0,17611610.0,112761360.0,301649440.0,44856244.0,37054720.0,15532653.0
2094.0,35139930.0,196503300.0,141932060.0,27928284.0,66825636.0,39593344.0,87470376.0,66267110.0,17169726.0,107835500.0,294818600.0,41505430.0,35957788.0,14534101.0
2095.0,32760106.0,180552660.0,138481260.0,25708040.0,65013720.0,38335816.0,84813350.0,63549492.0,16303910.0,105315040.0,287608930.0,38752110.0,34806348.0,13732916.0
2096.0,30516072.0,169448600.0,134502640.0,23530782.0,63840580.0,36154820.0,83559950.0,60350292.0,14994736.0,101658000.0,288758100.0,35217060.0,33602800.0,12115413.0
2097.0,27520154.0,168028210.0,128390840.0,20774488.0,62921720.0,33965264.0,82386700.0,58979660.0,12643219.0,96616900.0,277392670.0,30910128.0,31475186.0,11399969.0
2098.0,25058658.0,161319580.0,120144200.0,17580176.0,60224108.0,32868230.0,79169080.0,58013344.0,12394302.0,96441340.0,270855840.0,28325424.0,30677228.0,11205057.0
2099.0,23332514.0,154686110.0,104301270.0,15910998.0,56764484.0,30984112.0,77936664.0,55654130.0,12299003.0,93076850.0,263703100.0,26004488.0,28783126.0,9980675.0
2100.0,22255818.0,148411800.0,95369620.0,14277490.0,52281310.0,29078438.0,75809370.0,53903076.0,10975463.0,88463680.0,266722560.0,24285962.0,27496590.0,9405411.0
