time,CESM2-WACCM,MPI-ESM1-2-HR,MRI-ESM2-0,IPSL-CM6A-LR,KACE-1-0-G,GFDL-ESM4,UKESM1-0-LL,TAIESM1,IITM-ESM
2000.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0
2001.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0
2002.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0
2003.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0
2004.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0
2005.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0
2006.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0
2007.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0
2008.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0
2009.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0
2010.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0
2011.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0
2012.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0
2013.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0
2014.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0
2015.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0
2016.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0
2017.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0
2018.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0
2019.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0
2020.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0
2021.0,2056993800.0,2026804000.0,2048085600.0,2032607200.0,2050606100.0,2050171400.0,2020237600.0,2033028500.0,2036899500.0
2022.0,2007753900.0,1979802100.0,2021078000.0,1979364200.0,1997679700.0,2020220300.0,1985790000.0,1978615900.0,2001945200.0
2023.0,1952161200.0,1929146400.0,1973111200.0,1946783200.0,1949487700.0,1982048800.0,1934165900.0,1928849500.0,1958565500.0
2024.0,1916684000.0,1882232200.0,1930488300.0,1897240800.0,1899957800.0,1936337300.0,1848781200.0,1859807400.0,1944723100.0
2025.0,1868806000.0,1812877600.0,1897554600.0,1835663600.0,1848986100.0,1886670000.0,1772997400.0,1778276000.0,1936904400.0
2026.0,1790543500.0,1738908800.0,1858743800.0,1769565800.0,1787936300.0,1836392300.0,1667496600.0,1694055200.0,1901803600.0
2027.0,1709729000.0,1738051500.0,1805654900.0,1673973200.0,1725234600.0,1764840200.0,1571335700.0,1603831900.0,1853047700.0
2028.0,1629367600.0,1721900300.0,1737584000.0,1593891700.0,1649162500.0,1686851300.0,1475784200.0,1501237200.0,1844308000.0
2029.0,1519374100.0,1679117600.0,1666458000.0,1522309100.0,1580711600.0,1615806700.0,1373930900.0,1429147000.0,1811287200.0
2030.0,1380910600.0,1602471200.0,1573305600.0,1446118700.0,1517725600.0,1544220000.0,1275952500.0,1337904500.0,1789544000.0
2031.0,1317066200.0,1566780700.0,1525913500.0,1393572600.0,1466386600.0,1449243500.0,1168986000.0,1226646400.0,1777963800.0
2032.0,1244341900.0,1542620500.0,1469869700.0,1336186000.0,1409626800.0,1374259500.0,1066582600.0,1166228400.0,1733632600.0
2033.0,1143956200.0,1515184000.0,1403484000.0,1250960300.0,1345851400.0,1315811700.0,978489340.0,1122442100.0,1689681900.0
2034.0,1091015200.0,1488427300.0,1346506000.0,1192507100.0,1309462900.0,1277996900.0,928347500.0,1062246400.0,1667847400.0
2035.0,1041809200.0,1449037600.0,1292585900.0,1160660500.0,1287868000.0,1229178600.0,873896400.0,996137860.0,1637947600.0
2036.0,973163000.0,1420764800.0,1241009400.0,1116431200.0,1244193900.0,1191956900.0,835326340.0,946810200.0,1594607600.0
2037.0,945940030.0,1405411600.0,1196788700.0,1072506400.0,1195322500.0,1159594900.0,778185500.0,896488500.0,1651667300.0
2038.0,905415900.0,1379869700.0,1145258500.0,1019434600.0,1158090000.0,1117187500.0,728515140.0,851905700.0,1560036100.0
2039.0,849282560.0,1348821900.0,1108787300.0,994591360.0,1122985200.0,1089753300.0,692157630.0,801542800.0,1520775800.0
2040.0,825584830.0,1316988500.0,1062713300.0,959030200.0,1079816600.0,1057338100.0,668538600.0,770998000.0,1479102100.0
2041.0,786209900.0,1277388400.0,1036627800.0,900318140.0,1045197900.0,1035995800.0,637380740.0,743397950.0,1441299200.0
2042.0,794426600.0,1243093800.0,1009628300.0,864005300.0,1004831500.0,1008980160.0,611456400.0,702628860.0,1404412500.0
2043.0,794007300.0,1217444500.0,976911740.0,834920700.0,959464060.0,995840600.0,591806300.0,665693200.0,1374606600.0
2044.0,742581950.0,1224356000.0,948636500.0,803579700.0,904440800.0,966851460.0,576070900.0,644818200.0,1343170000.0
2045.0,709763460.0,1246357500.0,924706700.0,778258750.0,852391230.0,949717500.0,555601660.0,637066200.0,1413840600.0
2046.0,698148000.0,1208970600.0,898047200.0,749352900.0,822492100.0,931734900.0,533017600.0,615168260.0,1310490800.0
2047.0,671112060.0,1183086300.0,880229100.0,714944640.0,781528300.0,909223940.0,509647420.0,590473150.0,1269075000.0
2048.0,644507200.0,1147750500.0,860732100.0,688663000.0,748536060.0,886458240.0,485549340.0,560380860.0,1222480900.0
2049.0,616582500.0,1118563300.0,838528700.0,662637600.0,721644900.0,877648060.0,457555800.0,533729660.0,1205335400.0
2050.0,579028700.0,1095358000.0,824819700.0,647302850.0,703075260.0,853849400.0,448123800.0,517528580.0,1206980500.0
