time,MPI-ESM1-2-HR,GFDL-ESM4,MRI-ESM2-0,IPSL-CM6A-LR,UKESM1-0-LL
2043.0,10732416000.0,10912880000.0,9868760000.0,9078444000.0,8506973000.0
2044.0,10651492000.0,10573087000.0,9359108000.0,9211273000.0,8534996500.0
2045.0,10728122000.0,10403871000.0,8963415000.0,8812514000.0,8263008000.0
2046.0,10472239000.0,10214873000.0,8789883000.0,8529440000.0,8000026600.0
2047.0,10269980000.0,10062460000.0,8563657000.0,8735011000.0,7733445000.0
2048.0,10082354000.0,9967392000.0,8336975000.0,8345900500.0,7529218000.0
2049.0,10010509000.0,9934568000.0,8307178000.0,8284019700.0,7335488000.0
2050.0,9865031000.0,9910951000.0,8078938600.0,8127939000.0,7074585600.0
2051.0,9698303000.0,9651217000.0,7944486400.0,7745102300.0,6904815000.0
2052.0,9636195000.0,9564571000.0,7837270500.0,7557037000.0,6820790000.0
2053.0,9463269000.0,9600463000.0,7613588500.0,7460117000.0,6594546000.0
2054.0,9345567000.0,9393970000.0,7527241000.0,7301315600.0,6446464500.0
2055.0,9197113000.0,9209881000.0,7406075000.0,7374907000.0,6302842400.0
2056.0,9170235000.0,9145124000.0,7315665400.0,7416602000.0,6182464500.0
2057.0,9029882000.0,9090828000.0,7270173700.0,7195021300.0,6022822000.0
2058.0,8912582000.0,8901506000.0,7078979600.0,7019782700.0,5869339000.0
2059.0,9085323000.0,8831291000.0,7125665000.0,7124053000.0,5801746000.0
2060.0,8785185000.0,8717984000.0,6941594000.0,6748968400.0,5671887000.0
2061.0,8715567000.0,8612110000.0,6897624000.0,6611410400.0,5532660000.0
2062.0,8762595000.0,8520254500.0,7369488000.0,6560896500.0,5383238700.0
2063.0,8764526000.0,8435508700.0,6873652000.0,6664151600.0,5425775600.0
2064.0,8505986000.0,8335286300.0,6754383000.0,6350935600.0,5231145500.0
2065.0,8418807300.0,8190750000.0,6827019300.0,6374953500.0,5109110000.0
2066.0,8361975000.0,8135088000.0,6915037700.0,6184688000.0,5079365000.0
2067.0,8508557300.0,7992936400.0,6569752000.0,6196148700.0,4923841500.0
2068.0,8541956600.0,7860491300.0,6481727500.0,6309467600.0,4833227300.0
2069.0,8455287300.0,7734631000.0,7222467600.0,6850998300.0,4785448000.0
2070.0,8347815000.0,7753865000.0,6408491000.0,6883146000.0,4781526000.0
2071.0,8139623000.0,7598234000.0,6387895000.0,6307103000.0,4695114000.0
2072.0,8130735600.0,7399252000.0,6545434000.0,6040962000.0,4601618000.0
2073.0,8157457000.0,7454506000.0,6249958400.0,5941558000.0,4507008000.0
2074.0,8127513600.0,7201389600.0,6199111700.0,5915673000.0,4430792000.0
2075.0,8072392000.0,7163783000.0,6163342300.0,5816286000.0,4428581400.0
2076.0,7971097000.0,7019894300.0,6101001000.0,5797905400.0,4573069300.0
2077.0,8085928000.0,7298592000.0,6041030000.0,6115249700.0,4381549600.0
2078.0,7866839000.0,7900815400.0,6028808000.0,5702213000.0,4435673600.0
2079.0,7852600300.0,7476509700.0,6211058700.0,5683742700.0,4269528800.0
2080.0,7783585000.0,7034633700.0,6123513000.0,5647469000.0,4204774400.0
2081.0,7813746000.0,7038821400.0,6071261000.0,5634410000.0,4160751600.0
2082.0,7844022300.0,6908942300.0,6348477400.0,5508966000.0,4380416500.0
2083.0,8032657400.0,6717319700.0,6009876000.0,5446591000.0,4117338600.0
2084.0,7785773600.0,6647028000.0,6128658400.0,5471503000.0,4060045600.0
2085.0,7726176000.0,6550741000.0,6254893600.0,5373416000.0,4001146600.0
2086.0,7981839000.0,6599673300.0,6136070000.0,5390817300.0,4048647000.0
2087.0,7811428000.0,6470476300.0,5997796400.0,5463253500.0,3969454000.0
2088.0,7685841000.0,6430704000.0,6268485000.0,5260990000.0,3879390500.0
2089.0,7654011400.0,6499954700.0,6434859000.0,5206439400.0,3844683000.0
2090.0,8159218000.0,6366949000.0,6229868000.0,5177708000.0,4120674600.0
2091.0,8649535000.0,6332763000.0,6115046000.0,5186891300.0,3826713000.0
2092.0,7890161700.0,6214750700.0,6269073400.0,5523028500.0,3781473000.0
2093.0,7851354600.0,6514847000.0,6047086000.0,5078734300.0,3810626300.0
2094.0,8289693000.0,6285318700.0,6041241000.0,5385325000.0,3933478100.0
2095.0,7896765400.0,6259145000.0,5973733000.0,5571201000.0,4192697600.0
2096.0,8218034700.0,7454340000.0,6011704000.0,5503329000.0,4366569500.0
2097.0,7840950300.0,6657537000.0,6540511700.0,5614404000.0,4319231500.0
2098.0,7799805000.0,6460402000.0,5971031600.0,5795562000.0,3948319000.0
2099.0,7825431000.0,6399856600.0,5897194500.0,5671249400.0,3952953900.0
2100.0,7851865000.0,6268367400.0,7025168400.0,5420747300.0,3968457700.0
