time,MPI-ESM1-2-HR,UKESM1-0-LL,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0
2043.0,10521309000.0,8601225000.0,9758158000.0,10043408000.0,8947799000.0
2044.0,10343384000.0,8434158000.0,9597336000.0,9827941000.0,8662736000.0
2045.0,10228478000.0,8115777500.0,9344079000.0,9707757000.0,8412380000.0
2046.0,9985269000.0,7810840600.0,9155697000.0,9496918000.0,8137046500.0
2047.0,9765429000.0,7546680000.0,8930909000.0,9294211000.0,7861657600.0
2048.0,9616316000.0,7463959600.0,8671282000.0,9090033000.0,7549032400.0
2049.0,9469622000.0,7139852000.0,8439860000.0,8953947000.0,7299870000.0
2050.0,9352492000.0,6839204000.0,8162865000.0,8748111000.0,7119769000.0
2051.0,9030499000.0,6521429000.0,7923620400.0,8491696000.0,6961217000.0
2052.0,8955532000.0,6283686400.0,7666885600.0,8311203300.0,6684386000.0
2053.0,8647925000.0,5958639600.0,7334584300.0,8157477000.0,6410335000.0
2054.0,8425808400.0,5666774000.0,7071751000.0,7971581000.0,6262455000.0
2055.0,8253833000.0,5427858000.0,6925393000.0,7744556000.0,6045424000.0
2056.0,8042722300.0,5138797600.0,6612122600.0,7546677000.0,5808635000.0
2057.0,7842605600.0,4881116000.0,6380118500.0,7409633000.0,5634707500.0
2058.0,7639467000.0,4639259000.0,6087692000.0,7328766500.0,5444201000.0
2059.0,7477412400.0,4377954300.0,5920265000.0,6971782700.0,5378462000.0
2060.0,7329498000.0,4505271000.0,5599855000.0,6723137000.0,5272002000.0
2061.0,7109005000.0,4087254500.0,5412606500.0,6517072400.0,5171000000.0
2062.0,6944621000.0,4050150400.0,5221585400.0,6305986000.0,4970426000.0
2063.0,6760765400.0,3783714600.0,5011809300.0,6153798700.0,4837234700.0
2064.0,6572288000.0,3623720000.0,4743827500.0,6003756000.0,4820660000.0
2065.0,6427841000.0,3446849800.0,4506151400.0,5764599000.0,4570425300.0
2066.0,6393317400.0,3347728600.0,4263384000.0,5592131600.0,4488899000.0
2067.0,6133537000.0,3178573300.0,4021593000.0,5428620300.0,4348065300.0
2068.0,5935995400.0,3151308000.0,3762818300.0,5228371000.0,4288762600.0
2069.0,6057167400.0,2944590300.0,3567742500.0,5038105000.0,4168784000.0
2070.0,5725022700.0,2966085400.0,3380250600.0,4845164500.0,4036995300.0
2071.0,5603714600.0,2720323300.0,3206746000.0,4702490600.0,3942197800.0
2072.0,5421632500.0,2777436200.0,3028093000.0,4581529000.0,3788469500.0
2073.0,5411181600.0,2531396400.0,2832601600.0,4316633000.0,3713468400.0
2074.0,5192150000.0,2408315000.0,2718506000.0,4176106000.0,3570077700.0
2075.0,5054785500.0,2311399000.0,2566441700.0,4013194200.0,3456572700.0
2076.0,4905460700.0,2230774500.0,2434238500.0,3848231000.0,3413088300.0
2077.0,4777287700.0,2137160800.0,2270390800.0,3709182200.0,3284673800.0
2078.0,4656033300.0,2107877200.0,2162029300.0,3643110100.0,3191941600.0
2079.0,4536910000.0,1965257700.0,2039791900.0,3468414500.0,3090658600.0
2080.0,4470048300.0,1896079200.0,1900484900.0,3338419000.0,2978338300.0
2081.0,4314207000.0,1806781700.0,1792530200.0,3251060000.0,2889711900.0
2082.0,4284787000.0,1732737800.0,1683586800.0,3317918500.0,2809129000.0
2083.0,4147777300.0,1658334600.0,1568582700.0,3197506300.0,2718487800.0
2084.0,4015357700.0,1572525200.0,1478150900.0,3021711400.0,2622374400.0
2085.0,3906728000.0,1500041700.0,1393166200.0,2941924400.0,2544866600.0
2086.0,3827813400.0,1436106400.0,1312476400.0,2859495000.0,2462519000.0
2087.0,3730360800.0,1365439400.0,1219793900.0,2936481300.0,2410013200.0
2088.0,3577188900.0,1319663600.0,1135272000.0,2747130000.0,2325227800.0
2089.0,3474185500.0,1215047700.0,1083142500.0,2698011100.0,2270561300.0
2090.0,3394454500.0,1159488400.0,1021071740.0,2662366000.0,2185210000.0
2091.0,3290263000.0,1086935900.0,926009150.0,2561635300.0,2126143100.0
2092.0,3192591000.0,1029147650.0,889012900.0,2496629000.0,2075721100.0
2093.0,3070661600.0,991366850.0,851087900.0,2444355000.0,1995771400.0
2094.0,3062272300.0,950243840.0,821583300.0,2381372700.0,1942978300.0
2095.0,2911471400.0,908613000.0,794806200.0,2475818000.0,1907061200.0
2096.0,2821328600.0,874279400.0,747722900.0,2284669400.0,1895402400.0
2097.0,2736019000.0,827927600.0,716360100.0,2202584300.0,1834779000.0
2098.0,2650276600.0,780195140.0,692164400.0,2129418500.0,1784998100.0
2099.0,2647273500.0,752345500.0,654574700.0,2045449200.0,1734928500.0
2100.0,2541653200.0,730473700.0,623850800.0,2000666400.0,1683226500.0
