time,CAMS-CSM1-0,CESM2-WACCM,GFDL-ESM4,ACCESS-ESM1-5,CANESM5,EC-EARTH3-VEG,MRI-ESM2-0,IPSL-CM6A-LR,CESM2,MPI-ESM1-2-HR,BCC-CSM2-MR,FGOALS-F3-L,ACCESS-CM2,INM-CM4-8,INM-CM5-0,NORESM2-MM,EC-EARTH3
2000.0,33893410000.0,33893410000.0,33893410000.0,33893410000.0,33893410000.0,33893410000.0,33893410000.0,33893410000.0,33893410000.0,33893410000.0,33893410000.0,33893410000.0,33893410000.0,33893410000.0,33893410000.0,33893410000.0,33893410000.0
2001.0,33927487000.0,33927487000.0,33927487000.0,33927487000.0,33927487000.0,33927487000.0,33927487000.0,33927487000.0,33927487000.0,33927487000.0,33927487000.0,33927487000.0,33927487000.0,33927487000.0,33927487000.0,33927487000.0,33927487000.0
2002.0,33902645000.0,33902645000.0,33902645000.0,33902645000.0,33902645000.0,33902645000.0,33902645000.0,33902645000.0,33902645000.0,33902645000.0,33902645000.0,33902645000.0,33902645000.0,33902645000.0,33902645000.0,33902645000.0,33902645000.0
2003.0,33882184000.0,33882184000.0,33882184000.0,33882184000.0,33882184000.0,33882184000.0,33882184000.0,33882184000.0,33882184000.0,33882184000.0,33882184000.0,33882184000.0,33882184000.0,33882184000.0,33882184000.0,33882184000.0,33882184000.0
2004.0,33875892000.0,33875892000.0,33875892000.0,33875892000.0,33875892000.0,33875892000.0,33875892000.0,33875892000.0,33875892000.0,33875892000.0,33875892000.0,33875892000.0,33875892000.0,33875892000.0,33875892000.0,33875892000.0,33875892000.0
2005.0,33864671000.0,33864671000.0,33864671000.0,33864671000.0,33864671000.0,33864671000.0,33864671000.0,33864671000.0,33864671000.0,33864671000.0,33864671000.0,33864671000.0,33864671000.0,33864671000.0,33864671000.0,33864671000.0,33864671000.0
2006.0,33850233000.0,33850233000.0,33850233000.0,33850233000.0,33850233000.0,33850233000.0,33850233000.0,33850233000.0,33850233000.0,33850233000.0,33850233000.0,33850233000.0,33850233000.0,33850233000.0,33850233000.0,33850233000.0,33850233000.0
2007.0,33844380000.0,33844380000.0,33844380000.0,33844380000.0,33844380000.0,33844380000.0,33844380000.0,33844380000.0,33844380000.0,33844380000.0,33844380000.0,33844380000.0,33844380000.0,33844380000.0,33844380000.0,33844380000.0,33844380000.0
2008.0,33835747000.0,33835747000.0,33835747000.0,33835747000.0,33835747000.0,33835747000.0,33835747000.0,33835747000.0,33835747000.0,33835747000.0,33835747000.0,33835747000.0,33835747000.0,33835747000.0,33835747000.0,33835747000.0,33835747000.0
2009.0,33826460000.0,33826460000.0,33826460000.0,33826460000.0,33826460000.0,33826460000.0,33826460000.0,33826460000.0,33826460000.0,33826460000.0,33826460000.0,33826460000.0,33826460000.0,33826460000.0,33826460000.0,33826460000.0,33826460000.0
2010.0,33819498000.0,33819498000.0,33819498000.0,33819498000.0,33819498000.0,33819498000.0,33819498000.0,33819498000.0,33819498000.0,33819498000.0,33819498000.0,33819498000.0,33819498000.0,33819498000.0,33819498000.0,33819498000.0,33819498000.0
2011.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0,33791295000.0
2012.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0,33766679000.0
2013.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0,33791175000.0
2014.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0,33743743000.0
2015.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0,33746754000.0
2016.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0,33743130000.0
2017.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0,33737015000.0
2018.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0,33723025000.0
2019.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0,33755607000.0
2020.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0,33708114000.0
2021.0,33692860000.0,33700170000.0,33716484000.0,33704983000.0,33691044000.0,33683216000.0,33710678000.0,33685475000.0,33693930000.0,33699813000.0,33706338000.0,33695568000.0,33705087000.0,33697047000.0,33693004000.0,33699918000.0,33684054000.0
2022.0,33682547000.0,33695748000.0,33694032000.0,33693608000.0,33661247000.0,33656541000.0,33700352000.0,33665620000.0,33677253000.0,33689768000.0,33696130000.0,33675184000.0,33681623000.0,33688963000.0,33687347000.0,33694570000.0,33650977000.0
2023.0,33665374000.0,33689565000.0,33686077000.0,33681482000.0,33635645000.0,33627126000.0,33691625000.0,33667369000.0,33662124000.0,33726140000.0,33684922000.0,33658167000.0,33667783000.0,33705939000.0,33666046000.0,33706772000.0,33617926000.0
2024.0,33663599000.0,33676468000.0,33681105000.0,33664310000.0,33593147000.0,33601507000.0,33683812000.0,33647403000.0,33647040000.0,33668794000.0,33667030000.0,33649471000.0,33658122000.0,33678279000.0,33640145000.0,33687865000.0,33566532000.0
2025.0,33645066000.0,33666392000.0,33667312000.0,33647946000.0,33554561000.0,33554686000.0,33672569000.0,33624723000.0,33616894000.0,33643047000.0,33670722000.0,33636241000.0,33639250000.0,33669437000.0,33657743000.0,33674881000.0,33542806000.0
2026.0,33627470000.0,33659300000.0,33645443000.0,33628594000.0,33480935000.0,33519303000.0,33645883000.0,33612048000.0,33585220000.0,33618356000.0,33643303000.0,33623634000.0,33625758000.0,33653666000.0,33622182000.0,33660609000.0,33488538000.0
2027.0,33604555000.0,33651782000.0,33625905000.0,33616710000.0,33403957000.0,33463898000.0,33617842000.0,33586528000.0,33570384000.0,33600678000.0,33621318000.0,33604547000.0,33598566000.0,33635109000.0,33591900000.0,33641495000.0,33432883000.0
2028.0,33582594000.0,33700813000.0,33611624000.0,33607004000.0,33328077000.0,33407547000.0,33596530000.0,33565485000.0,33549290000.0,33578060000.0,33607823000.0,33578867000.0,33573896000.0,33628455000.0,33568948000.0,33634912000.0,33380116000.0
2029.0,33540585000.0,33649020000.0,33584386000.0,33603050000.0,33248842000.0,33364904000.0,33575600000.0,33530268000.0,33502970000.0,33561815000.0,33572063000.0,33535044000.0,33548675000.0,33613857000.0,33515300000.0,33611270000.0,33327927000.0
2030.0,33522633000.0,33636588000.0,33563597000.0,33573941000.0,33148810000.0,33318726000.0,33523167000.0,33518836000.0,33476893000.0,33536303000.0,33555765000.0,33517054000.0,33506933000.0,33593954000.0,33482010000.0,33574322000.0,33282441000.0
2031.0,33513013000.0,33611039000.0,33554360000.0,33569753000.0,33016502000.0,33230800000.0,33505190000.0,33475305000.0,33451913000.0,33526370000.0,33523860000.0,33480753000.0,33478494000.0,33595605000.0,33450512000.0,33564348000.0,33216850000.0
2032.0,33499570000.0,33595140000.0,33515764000.0,33579182000.0,32849416000.0,33170690000.0,33484294000.0,33441292000.0,33434278000.0,33503382000.0,33520150000.0,33460120000.0,33450893000.0,33580356000.0,33369326000.0,33555874000.0,33092246000.0
2033.0,33461586000.0,33581328000.0,33502403000.0,33549152000.0,32728158000.0,33129845000.0,33453285000.0,33419043000.0,33410984000.0,33475906000.0,33485568000.0,33420812000.0,33419622000.0,33557348000.0,33335073000.0,33553758000.0,33023095000.0
2034.0,33442048000.0,33567674000.0,33486787000.0,33556875000.0,32559837000.0,33086738000.0,33416606000.0,33395747000.0,33353284000.0,33477222000.0,33475508000.0,33377303000.0,33396103000.0,33537886000.0,33308530000.0,33537303000.0,32931270000.0
2035.0,33409663000.0,33549177000.0,33465020000.0,33530507000.0,32340247000.0,33040214000.0,33353193000.0,33322734000.0,33319395000.0,33485500000.0,33437542000.0,33335185000.0,33355240000.0,33564744000.0,33252358000.0,33551354000.0,32843158000.0
2036.0,33375734000.0,33533235000.0,33430866000.0,33516904000.0,32163787000.0,33006438000.0,33296036000.0,33251830000.0,33283300000.0,33419730000.0,33418342000.0,33274040000.0,33302213000.0,33525764000.0,33196567000.0,33520314000.0,32687628000.0
2037.0,33340008000.0,33525050000.0,33418355000.0,33531537000.0,31921980000.0,32937597000.0,33263122000.0,33198230000.0,33243724000.0,33401127000.0,33381722000.0,33239011000.0,33228976000.0,33519150000.0,33113653000.0,33497135000.0,32592590000.0
2038.0,33297654000.0,33492412000.0,33400295000.0,33521099000.0,31684096000.0,32875463000.0,33216180000.0,33141965000.0,33199280000.0,33350150000.0,33353556000.0,33203608000.0,33169304000.0,33498851000.0,33066164000.0,33469458000.0,32461600000.0
2039.0,33259252000.0,33470724000.0,33372473000.0,33493117000.0,31377600000.0,32831291000.0,33104574000.0,33090372000.0,33155103000.0,33331143000.0,33315480000.0,33178542000.0,33059944000.0,33485304000.0,33002103000.0,33449923000.0,32334768000.0
2040.0,33214350000.0,33426360000.0,33366983000.0,33507840000.0,31138318000.0,32799783000.0,33038717000.0,32995033000.0,33122525000.0,33301494000.0,33218860000.0,33117104000.0,32974730000.0,33461821000.0,32989673000.0,33435044000.0,32163826000.0
2041.0,33136700000.0,33389808000.0,33351987000.0,33474916000.0,30773475000.0,32753416000.0,32964254000.0,32938265000.0,33057923000.0,33289900000.0,33194050000.0,33089200000.0,32886331000.0,33454408000.0,32934154000.0,33376268000.0,32013396000.0
2042.0,33071716000.0,33371152000.0,33295143000.0,33462888000.0,30361926000.0,32699372000.0,32896735000.0,32864070000.0,32995123000.0,33261474000.0,33164005000.0,33024475000.0,32726514000.0,33435148000.0,32889414000.0,33361504000.0,31905740000.0
