time,INM-CM5-0,INM-CM4-8,EC-EARTH3,NORESM2-MM,CMCC-CM2-SR5,MPI-ESM1-2-HR,FGOALS-F3-L,BCC-CSM2-MR,MRI-ESM2-0,CESM2,GFDL-ESM4,CESM2-WACCM,CAMS-CSM1-0,EC-EARTH3-VEG
2078.0,29163639000.0,30538930000.0,22642536000.0,30665472000.0,26527908000.0,28856142000.0,27606147000.0,29597278000.0,24376578000.0,28315281000.0,29816371000.0,30034203000.0,30851244000.0,22174970000.0
2079.0,28912513000.0,30433372000.0,22302030000.0,30537329000.0,26071613000.0,28694653000.0,27392250000.0,29420390000.0,24036393000.0,28014244000.0,29731445000.0,29891246000.0,30769547000.0,21689088000.0
2080.0,28660642000.0,30274734000.0,21852318000.0,30411624000.0,25599138000.0,28521769000.0,27218352000.0,29263830000.0,23648287000.0,27895370000.0,29647340000.0,29560500000.0,30606375000.0,21261408000.0
2081.0,28403044000.0,30166202000.0,21451524000.0,30331705000.0,25279635000.0,28267710000.0,27001577000.0,29122961000.0,23349553000.0,27707930000.0,29539406000.0,29403286000.0,30531017000.0,20714093000.0
2082.0,28238023000.0,30071919000.0,21014125000.0,30147557000.0,24801253000.0,28052562000.0,26822263000.0,29007116000.0,23082031000.0,27517956000.0,29520304000.0,29212875000.0,30474654000.0,20149883000.0
2083.0,28052087000.0,29898360000.0,20590170000.0,30042077000.0,24398006000.0,27908475000.0,26677359000.0,28814486000.0,22699810000.0,27360168000.0,29381669000.0,29013864000.0,30409484000.0,19579326000.0
2084.0,27921924000.0,29812015000.0,20154556000.0,29908294000.0,23927198000.0,27712006000.0,26565038000.0,28667685000.0,22395679000.0,27192852000.0,29238088000.0,28863353000.0,30287460000.0,18975800000.0
2085.0,27761203000.0,29683515000.0,19647185000.0,29774004000.0,23406875000.0,27544270000.0,26388380000.0,28451584000.0,22079414000.0,26964312000.0,29110022000.0,28603570000.0,30183463000.0,18392500000.0
2086.0,27552694000.0,29547737000.0,19193342000.0,29609530000.0,23007902000.0,27377336000.0,26230176000.0,28333468000.0,21703401000.0,26805832000.0,28920076000.0,28464124000.0,30054685000.0,17805300000.0
2087.0,27354677000.0,29423337000.0,18725388000.0,29455030000.0,22534898000.0,27151684000.0,26041094000.0,28109773000.0,21367196000.0,26583830000.0,28813050000.0,28258691000.0,29950462000.0,17319901000.0
2088.0,27147979000.0,29331070000.0,18266325000.0,29336290000.0,22063436000.0,26975388000.0,25826292000.0,27968848000.0,21019170000.0,26358977000.0,28713600000.0,28159750000.0,29916148000.0,16749709000.0
2089.0,26984511000.0,29129083000.0,17740405000.0,29155000000.0,21628723000.0,26788930000.0,25594558000.0,27752706000.0,20646857000.0,26107058000.0,28635496000.0,28026337000.0,29817120000.0,16203618000.0
2090.0,26819990000.0,29020393000.0,17179495000.0,29000417000.0,21134584000.0,26602398000.0,25348440000.0,27536257000.0,20356897000.0,25871403000.0,28520055000.0,27834444000.0,29644196000.0,15622417000.0
2091.0,26632153000.0,28860348000.0,16637560000.0,28855665000.0,20768510000.0,26445818000.0,25203250000.0,27428299000.0,20047364000.0,25525514000.0,28333620000.0,27662297000.0,29509847000.0,15080290000.0
2092.0,26459730000.0,28763685000.0,16024990000.0,28706243000.0,20351263000.0,26212977000.0,24938172000.0,27165798000.0,19821132000.0,25573839000.0,28187700000.0,27452047000.0,29411275000.0,14565513000.0
2093.0,26248280000.0,28580356000.0,15459417000.0,28566591000.0,19799923000.0,26035798000.0,24697170000.0,27051854000.0,19507372000.0,25169460000.0,28080812000.0,27241622000.0,29235331000.0,14025997000.0
2094.0,26071153000.0,28472234000.0,14866470000.0,28449815000.0,19270525000.0,25847646000.0,24341529000.0,26859162000.0,19298122000.0,24939895000.0,27900662000.0,27096095000.0,29164999000.0,13553012000.0
2095.0,25873842000.0,28225974000.0,14405054000.0,28290462000.0,18798344000.0,25614864000.0,24038416000.0,26590986000.0,19068813000.0,24727953000.0,27723045000.0,26916407000.0,29013940000.0,13177833000.0
2096.0,25700616000.0,28045418000.0,13882123000.0,28174363000.0,18297180000.0,25473110000.0,23887073000.0,26371290000.0,18734698000.0,24493590000.0,27640496000.0,26722169000.0,28911634000.0,12640026000.0
2097.0,25462706000.0,27872258000.0,13240710000.0,27989422000.0,17854978000.0,25313675000.0,23662037000.0,26220147000.0,18522160000.0,24277350000.0,27554290000.0,26525315000.0,28784566000.0,12163603000.0
2098.0,25219283000.0,27706538000.0,12889361000.0,27828808000.0,17409882000.0,25111685000.0,23429500000.0,26051654000.0,18378648000.0,23994518000.0,27467821000.0,26311797000.0,28705325000.0,11710475000.0
2099.0,25038748000.0,27502911000.0,12305418000.0,27654177000.0,16927355000.0,24870488000.0,23199599000.0,25865912000.0,18046444000.0,23844946000.0,27310135000.0,26071173000.0,28569540000.0,11224544000.0
2100.0,24843614000.0,27244323000.0,11884239000.0,27513820000.0,16427628000.0,24683682000.0,23020222000.0,25746481000.0,17772472000.0,23560714000.0,27201161000.0,25734230000.0,28459944000.0,10762850000.0
