time,MRI-ESM2-0,UKESM1-0-LL,IPSL-CM6A-LR,GFDL-ESM4
2091.0,20529906000.0,8281648000.0,16871956000.0,36156970000.0
2092.0,20977994000.0,8392657400.0,17213667000.0,36082434000.0
2093.0,20485396000.0,8394202600.0,17597004000.0,36311073000.0
2094.0,21100085000.0,8441728500.0,17833533000.0,36482060000.0
2095.0,21254236000.0,8655410000.0,17755690000.0,36071543000.0
2096.0,22018968000.0,9136119000.0,18583960000.0,36128043000.0
2097.0,22167022000.0,8942173000.0,18556035000.0,36637970000.0
2098.0,23474287000.0,8949241000.0,18749389000.0,36638930000.0
2099.0,24198484000.0,9053230000.0,19614837000.0,36834783000.0
2100.0,24443220000.0,8902893000.0,19562136000.0,36831105000.0
