time,IPSL-CM6A-LR,UKESM1-0-LL,MRI-ESM2-0,KACE-1-0-G,TAIESM1,GFDL-ESM4,MPI-ESM1-2-HR,CESM2-WACCM,IITM-ESM
2022.0,85956610000.0,80805090000.0,81668680000.0,83681000000.0,83333920000.0,85439590000.0,81631190000.0,84666450000.0,87032300000.0
2023.0,83982030000.0,76949950000.0,77903675000.0,79844870000.0,79817840000.0,82512590000.0,79173460000.0,84422570000.0,90382746000.0
2024.0,86205850000.0,75506020000.0,74301510000.0,76987820000.0,81056330000.0,78509556000.0,80950075000.0,81251430000.0,85907960000.0
2025.0,84700130000.0,72340050000.0,70618055000.0,72376890000.0,79824700000.0,76914360000.0,79633110000.0,77432420000.0,85630510000.0
2026.0,81688125000.0,68617454000.0,65920260000.0,66860100000.0,78158210000.0,75228275000.0,73239930000.0,74711015000.0,83840110000.0
2027.0,76044124000.0,62816436000.0,64380215000.0,62591460000.0,74771620000.0,71618800000.0,70464950000.0,71800970000.0,85552280000.0
2028.0,73605005000.0,59381273000.0,61871317000.0,57450877000.0,73217450000.0,73126140000.0,68066150000.0,70809240000.0,84016595000.0
2029.0,73018620000.0,57437606000.0,58623443000.0,52660855000.0,72704520000.0,70911705000.0,66264072000.0,68681073000.0,82876800000.0
2030.0,69556806000.0,53694812000.0,55861895000.0,48372257000.0,71229990000.0,68159200000.0,64156176000.0,65954177000.0,81780040000.0
2031.0,66177690000.0,50604730000.0,53145230000.0,42479850000.0,69435010000.0,65893302000.0,63526633000.0,63020843000.0,80759500000.0
2032.0,62390145000.0,47270986000.0,52265804000.0,38451900000.0,66912264000.0,61992590000.0,62321090000.0,60924200000.0,79046860000.0
2033.0,58470187000.0,44561224000.0,49561230000.0,34597016000.0,65550287000.0,60577677000.0,57734025000.0,58286375000.0,75601360000.0
2034.0,57905730000.0,42129474000.0,47799460000.0,31336995000.0,63662920000.0,59864070000.0,56718080000.0,56901450000.0,73894350000.0
2035.0,54825013000.0,39100625000.0,46087483000.0,29953337000.0,61851914000.0,57614852000.0,55578993000.0,54543307000.0,74104150000.0
2036.0,54789698000.0,36723230000.0,44125553000.0,27112505000.0,59514946000.0,55110836000.0,55691570000.0,49821987000.0,72546990000.0
2037.0,52438643000.0,33161568000.0,41961250000.0,23870872000.0,58209964000.0,54343310000.0,55640457000.0,47306633000.0,74055385000.0
2038.0,50362196000.0,29954056000.0,40993070000.0,22206790000.0,57520562000.0,53450770000.0,56219464000.0,46249000000.0,72175620000.0
2039.0,47466557000.0,27091286000.0,39732126000.0,20366164000.0,54916330000.0,53221114000.0,53650297000.0,45248570000.0,72304010000.0
2040.0,46807204000.0,25065642000.0,38769107000.0,20359970000.0,52191416000.0,51426345000.0,52323963000.0,44248870000.0,73428800000.0
2041.0,43978715000.0,23337900000.0,36670270000.0,18145944000.0,51203555000.0,50420750000.0,49982980000.0,41768464000.0,72835590000.0
2042.0,41435644000.0,22249255000.0,34863022000.0,16847571000.0,49137144000.0,49505006000.0,49558170000.0,39869587000.0,72803960000.0
2043.0,40259473000.0,21027437000.0,33539295000.0,15853242000.0,48043205000.0,49320330000.0,46285920000.0,37609370000.0,73120650000.0
2044.0,38713010000.0,19695788000.0,32329363000.0,15265853000.0,47714554000.0,49020932000.0,46916550000.0,35302620000.0,73750176000.0
2045.0,36500990000.0,18942240000.0,32007565000.0,14173532000.0,47238734000.0,47337050000.0,44035770000.0,34661052000.0,72490590000.0
2046.0,35644252000.0,17973105000.0,30858398000.0,13576603000.0,45738545000.0,46127215000.0,43399352000.0,34120570000.0,71225246000.0
2047.0,34978443000.0,16127845000.0,29156166000.0,12591737000.0,43102503000.0,43501780000.0,42019422000.0,33054767000.0,70871210000.0
2048.0,33622219000.0,15525812000.0,28020615000.0,11722218000.0,41719970000.0,42717807000.0,42234794000.0,31556585000.0,71704450000.0
2049.0,32638710000.0,13831541000.0,27548318000.0,10658884000.0,42157564000.0,42789417000.0,41092180000.0,30349620000.0,70574050000.0
2050.0,29324993000.0,12168770000.0,26492488000.0,9212544000.0,40700527000.0,41980110000.0,39035154000.0,28549528000.0,69085520000.0
2051.0,27030733000.0,11869780000.0,24895480000.0,8756970000.0,39665640000.0,40331640000.0,37830255000.0,28403409000.0,69821420000.0
2052.0,25633059000.0,10684756000.0,24199310000.0,8107337000.0,38188550000.0,39459190000.0,37654320000.0,29032026000.0,67922866000.0
2053.0,24367157000.0,9974032000.0,23756204000.0,7247866000.0,36177800000.0,39510620000.0,35693550000.0,28590313000.0,67973660000.0
2054.0,23494742000.0,9587360000.0,22927903000.0,7018246000.0,35512970000.0,38322627000.0,35305533000.0,27851495000.0,68653543000.0
2055.0,22340704000.0,8861439000.0,21412448000.0,7042686000.0,33750675000.0,37722910000.0,35219096000.0,26147619000.0,68315220000.0
2056.0,21040878000.0,8587635700.0,20802116000.0,6658537500.0,32731857000.0,36948900000.0,35110060000.0,24627139000.0,68520346000.0
2057.0,19626996000.0,7705490000.0,20542140000.0,5749157000.0,31569293000.0,36384104000.0,33663185000.0,23741815000.0,68207337000.0
2058.0,19033520000.0,7509734000.0,20129307000.0,5529412000.0,30434828000.0,35878600000.0,32518992000.0,22955913000.0,68526547000.0
2059.0,17108811000.0,7109439500.0,19657500000.0,5496274000.0,27654707000.0,34911478000.0,31886006000.0,23484576000.0,68355207000.0
2060.0,15825561000.0,6671539700.0,18911416000.0,5106425000.0,25868296000.0,34334943000.0,31379310000.0,22838104000.0,67912507000.0
2061.0,15600819000.0,6499973000.0,17915050000.0,4946782700.0,24279415000.0,34194830000.0,30164523000.0,22348450000.0,67447300000.0
2062.0,14472647000.0,6016166400.0,18324980000.0,4879239700.0,23146326000.0,33013846000.0,29311111000.0,21044650000.0,66110040000.0
2063.0,13350114000.0,5784372000.0,18131184000.0,4818983400.0,21723722000.0,33174135000.0,28820460000.0,20175063000.0,69398820000.0
2064.0,11994864000.0,5571329500.0,17090969000.0,4550803000.0,20169558000.0,33478418000.0,27383091000.0,19350893000.0,66121250000.0
2065.0,10808767000.0,4946247000.0,16679727000.0,4526780400.0,18480980000.0,32158976000.0,25083939000.0,18529432000.0,66013516000.0
2066.0,10209689000.0,4706330600.0,16513746000.0,4251736600.0,16894521000.0,31227472000.0,23817290000.0,17228345000.0,65751480000.0
2067.0,9532273000.0,4555714600.0,15917259000.0,3845161000.0,15245895000.0,30739950000.0,23998982000.0,16674882000.0,64852410000.0
2068.0,9047925000.0,4155690000.0,15539719000.0,3694212900.0,14036613000.0,29974987000.0,22597521000.0,16630188000.0,62378140000.0
2069.0,8666706000.0,3762035500.0,14888491000.0,3357400300.0,13165976000.0,29561320000.0,21702244000.0,15979502000.0,61093495000.0
2070.0,8354060000.0,3653629700.0,15089747000.0,3059397600.0,13334517000.0,28806083000.0,19676900000.0,15041251000.0,61965030000.0
2071.0,7433034000.0,3315017700.0,14768839000.0,2962392300.0,13051463000.0,27983930000.0,19858540000.0,14487443000.0,61502620000.0
2072.0,7019951600.0,3001614300.0,14539264000.0,2638372400.0,12273390000.0,27638594000.0,19331553000.0,14489188000.0,60031832000.0
2073.0,6410995700.0,3066451200.0,13785414000.0,2662068200.0,11623837000.0,27311475000.0,18310308000.0,13961212000.0,59213365000.0
2074.0,6035516400.0,3003869400.0,13245519000.0,2634258000.0,10611879000.0,26879085000.0,18559429000.0,13276696000.0,60108450000.0
2075.0,5860484600.0,2829058600.0,13269012000.0,2485305000.0,10783115000.0,26710723000.0,18062135000.0,12600263000.0,58122265000.0
2076.0,5384905700.0,2549966600.0,13110536000.0,2471257300.0,10173452000.0,25791005000.0,18401972000.0,12195209000.0,56388387000.0
2077.0,5008487400.0,2402100000.0,12810716000.0,2414270700.0,9661023000.0,24979670000.0,18213720000.0,11192752000.0,55947776000.0
2078.0,4874049000.0,2220546000.0,13324853000.0,2425984500.0,9040851000.0,23787459000.0,18667990000.0,10564944000.0,54074376000.0
2079.0,4843900400.0,2075094500.0,12656362000.0,2347567900.0,8609186000.0,24505580000.0,17935868000.0,10172549000.0,53827973000.0
2080.0,4842202000.0,1910605300.0,12112810000.0,2512237600.0,8300226600.0,23521411000.0,17942180000.0,10217919000.0,54467437000.0
2081.0,5014766600.0,1845147400.0,12079032000.0,2626132200.0,7767249400.0,23201250000.0,17594454000.0,9598043000.0,54888964000.0
2082.0,5057757700.0,1653753600.0,12123835000.0,2602670800.0,7030167000.0,22492404000.0,17630913000.0,9311228000.0,52671275000.0
2083.0,5008446000.0,1648728200.0,11913288000.0,2514450000.0,6674055700.0,22026010000.0,17196833000.0,9642990000.0,51924124000.0
2084.0,4858112500.0,1657306600.0,11767028000.0,2407323600.0,6387793400.0,21381222000.0,16523132000.0,9331923000.0,50904048000.0
2085.0,4810642000.0,1551439000.0,11724681000.0,2426164200.0,6122187000.0,21210220000.0,16572855000.0,8911904000.0,50578137000.0
2086.0,4703761000.0,1567989500.0,11288582000.0,2333153500.0,5775622000.0,20874234000.0,15803380000.0,8620044000.0,49051886000.0
2087.0,4682710000.0,1532890800.0,10924151000.0,2328097000.0,5582184000.0,20132650000.0,14600126000.0,8300501000.0,47833424000.0
2088.0,4488786000.0,1527472600.0,10757076000.0,2213085200.0,5435958300.0,19671562000.0,14731159000.0,8089402000.0,48664265000.0
2089.0,4076814800.0,1433346200.0,10582875000.0,2186701300.0,5194854000.0,19281960000.0,14825860000.0,7648687600.0,50981300000.0
2090.0,4023033600.0,1452296800.0,10575629000.0,2160989200.0,4988365000.0,18954482000.0,14671129000.0,7371515400.0,49091360000.0
2091.0,3868620300.0,1407800300.0,10635542000.0,2111477400.0,5088901600.0,18896538000.0,14560804000.0,7279183400.0,49297080000.0
2092.0,3796769800.0,1363201000.0,10345546000.0,2099317600.0,4906599400.0,19524477000.0,14245091000.0,7371699000.0,49853153000.0
2093.0,3723742200.0,1297526300.0,10205247000.0,2204533200.0,4713086500.0,18379390000.0,14164962000.0,7158813000.0,47409738000.0
2094.0,3579287000.0,1326147800.0,10128441000.0,2200793000.0,4473914400.0,17738828000.0,13831672000.0,7050745000.0,45294846000.0
2095.0,3522486000.0,1252689000.0,10185897000.0,2144022400.0,4376777700.0,17500615000.0,14014940000.0,7296808400.0,45409220000.0
2096.0,3540419300.0,1165866400.0,10252549000.0,2092377500.0,4053678800.0,17122225000.0,12895520000.0,7047092700.0,45119110000.0
2097.0,3551852500.0,1144304500.0,10571515000.0,2051127600.0,3722845400.0,16487502000.0,12313068000.0,6936341000.0,43872973000.0
2098.0,3347340500.0,1066912450.0,10628724000.0,1986965100.0,3706238500.0,16118559000.0,12415279000.0,6819534000.0,42816963000.0
2099.0,3347009800.0,1017451400.0,10502385000.0,1981926100.0,3723213600.0,15324670000.0,12034951000.0,6505181700.0,42194403000.0
2100.0,3217469700.0,938737000.0,10114724000.0,1906353000.0,3850718500.0,15491550000.0,11566527000.0,6301790000.0,40591670000.0
