time,MIROC6,TAIESM1,KACE-1-0-G,MRI-ESM2-0,CNRM-ESM2-1,UKESM1-0-LL,IPSL-CM6A-LR,CANESM5,IITM-ESM,EC-EARTH3,CESM2-WACCM,CNRM-CM6-1,MPI-ESM1-2-HR,GFDL-ESM4
2042.0,39272202000.0,40246540000.0,18363101000.0,33957827000.0,43240354000.0,24089370000.0,43690107000.0,42344860000.0,81292580000.0,31038706000.0,45446095000.0,58665490000.0,59281002000.0,43145667000.0
2043.0,38556450000.0,37600560000.0,16300595000.0,33327798000.0,40671100000.0,22886730000.0,41797415000.0,40989876000.0,81191080000.0,30088569000.0,42917655000.0,57700758000.0,54760500000.0,42189873000.0
2044.0,37404516000.0,35710464000.0,14154815000.0,32485214000.0,38729950000.0,20085670000.0,40375357000.0,40283710000.0,80950910000.0,27498190000.0,42849850000.0,55053090000.0,50979205000.0,41916613000.0
2045.0,36643160000.0,34176620000.0,13096845000.0,30638113000.0,36277576000.0,18817446000.0,39103582000.0,38209864000.0,81471760000.0,24769196000.0,39375917000.0,54365954000.0,49109150000.0,41330676000.0
2046.0,36985580000.0,32906308000.0,12179461000.0,29540764000.0,35155480000.0,18271490000.0,37499703000.0,36947345000.0,81888100000.0,22184376000.0,38909790000.0,52728017000.0,47167090000.0,41336840000.0
2047.0,36707308000.0,32068026000.0,11459721000.0,28815830000.0,33516510000.0,16892957000.0,35128650000.0,35358556000.0,81386640000.0,21531089000.0,36922552000.0,52320813000.0,43631907000.0,40417735000.0
2048.0,35577390000.0,30855137000.0,10916919000.0,28600633000.0,32723829000.0,16214932000.0,34230634000.0,33481632000.0,80415350000.0,20316994000.0,36391453000.0,52220293000.0,43345564000.0,38956880000.0
2049.0,33599144000.0,29839147000.0,10360073000.0,27413053000.0,31963360000.0,14867818000.0,32215171000.0,31487242000.0,78381840000.0,18987745000.0,34577590000.0,50811154000.0,42249680000.0,37495280000.0
2050.0,32213563000.0,28246802000.0,9666819000.0,27060353000.0,31272335000.0,14359731000.0,30157928000.0,29784945000.0,79292030000.0,17472907000.0,33640647000.0,49212436000.0,40825876000.0,36583694000.0
2051.0,31553440000.0,26399027000.0,9413299000.0,25566136000.0,30263171000.0,13205280000.0,27135280000.0,28709124000.0,78246780000.0,16688956000.0,31897469000.0,47181505000.0,40864367000.0,36960395000.0
2052.0,30617565000.0,25094986000.0,9233510000.0,24863107000.0,29567693000.0,12587717000.0,26233078000.0,26839738000.0,80413520000.0,15584535000.0,31038007000.0,44132233000.0,41317180000.0,36441137000.0
2053.0,29336955000.0,23375751000.0,8717762000.0,24292844000.0,28817254000.0,12449393000.0,25858617000.0,26462665000.0,80198705000.0,15142171000.0,30158442000.0,43065320000.0,41171587000.0,36374370000.0
2054.0,28122220000.0,22516363000.0,7762016000.0,23004596000.0,28165149000.0,11623587000.0,23722234000.0,24988350000.0,78288550000.0,14386382000.0,30261778000.0,40871743000.0,40510370000.0,36454285000.0
2055.0,27960519000.0,21032276000.0,7535605000.0,22219035000.0,27824296000.0,11736505000.0,22630113000.0,24172351000.0,78603280000.0,13883248000.0,29535779000.0,41460662000.0,38327370000.0,37202346000.0
2056.0,27739238000.0,19463990000.0,7380297700.0,20718658000.0,27520549000.0,10803332000.0,21082403000.0,23736066000.0,77070340000.0,14107662000.0,26723897000.0,40571620000.0,37420343000.0,37122675000.0
2057.0,27248638000.0,18313499000.0,6870958600.0,19866500000.0,27442436000.0,10430885000.0,20590240000.0,23109235000.0,77260140000.0,13824424000.0,26226493000.0,38658572000.0,37180050000.0,37329590000.0
2058.0,27053283000.0,17196188000.0,5986228700.0,19438424000.0,26952610000.0,10324124000.0,20091175000.0,22624965000.0,79100650000.0,13916569000.0,24041816000.0,36904727000.0,35980190000.0,36838920000.0
2059.0,25936607000.0,16984892000.0,5757141000.0,19652682000.0,26226147000.0,9848922000.0,19762412000.0,22050982000.0,78936285000.0,13681132000.0,23366283000.0,34662270000.0,35085054000.0,36807590000.0
2060.0,26062680000.0,16721357000.0,5458933000.0,18937532000.0,25255950000.0,8922508000.0,19805088000.0,21164380000.0,79115130000.0,13498136000.0,22386926000.0,34038104000.0,35546108000.0,35478467000.0
2061.0,26104769000.0,15016621000.0,5546062000.0,18493067000.0,24248009000.0,8410113500.0,18906685000.0,19932178000.0,77846100000.0,13222648000.0,21602066000.0,32852572000.0,34134400000.0,35127530000.0
2062.0,26231955000.0,14223142000.0,5163751400.0,18084465000.0,23142740000.0,7812131000.0,17999917000.0,19910960000.0,74813915000.0,12934478000.0,20747583000.0,31445545000.0,34281527000.0,34170155000.0
2063.0,25907046000.0,14021745000.0,5185507300.0,18305403000.0,25010266000.0,7317159000.0,18061658000.0,20151333000.0,74504070000.0,12730847000.0,20987824000.0,30896945000.0,33815527000.0,32705647000.0
2064.0,25432422000.0,12792856000.0,4965480400.0,18163485000.0,24461855000.0,7184483300.0,17763203000.0,19922310000.0,74976450000.0,12465155000.0,20158726000.0,28694143000.0,33008402000.0,32743050000.0
2065.0,24900807000.0,12259739000.0,4602567000.0,17087452000.0,23663102000.0,7625825300.0,17128938000.0,19366361000.0,76304270000.0,11740247000.0,19506786000.0,28396683000.0,32665453000.0,32991154000.0
2066.0,24349452000.0,12204634000.0,4611429000.0,16430902000.0,23452527000.0,7505906000.0,17453634000.0,19142636000.0,78319730000.0,11659049000.0,18829654000.0,27154895000.0,32892492000.0,33072486000.0
2067.0,24883718000.0,11885037000.0,4574940700.0,15605703000.0,23631827000.0,7424735700.0,17316485000.0,18952102000.0,77274340000.0,11953147000.0,19004865000.0,26240471000.0,32346760000.0,32789178000.0
2068.0,25822548000.0,11553091000.0,4637617000.0,15130921000.0,23601357000.0,7313092000.0,16832447000.0,18977320000.0,77085794000.0,11543278000.0,18384738000.0,25268420000.0,31303820000.0,32280275000.0
2069.0,25957226000.0,10938170000.0,4691898400.0,14649514000.0,23998892000.0,7644175000.0,16509880000.0,18679015000.0,76963770000.0,11251549000.0,18224556000.0,24997743000.0,30145323000.0,31892480000.0
2070.0,25736915000.0,11073334000.0,4616016000.0,14411224000.0,23858053000.0,7130199600.0,16236950000.0,18987528000.0,77965290000.0,11148945000.0,17198060000.0,24294437000.0,31353391000.0,30723131000.0
2071.0,26041264000.0,10801418000.0,4633172500.0,14167220000.0,22989111000.0,7384338000.0,16014270000.0,18640847000.0,78655980000.0,10966444000.0,16448547000.0,24293415000.0,31114265000.0,29450707000.0
2072.0,25369856000.0,10636183000.0,4683315000.0,14351618000.0,22648381000.0,7674022000.0,15849743000.0,18506381000.0,79313530000.0,10723855000.0,15957375000.0,24828717000.0,31385127000.0,28657152000.0
2073.0,25855447000.0,10628722000.0,4608360400.0,14847502000.0,22775669000.0,7332465700.0,15149734000.0,18174376000.0,79632900000.0,10112320000.0,15239535000.0,25464308000.0,31977070000.0,29019038000.0
2074.0,25532336000.0,10005124000.0,4550420500.0,14862814000.0,23203293000.0,7102646300.0,14415983000.0,18576330000.0,78187730000.0,10429236000.0,15314803000.0,25325265000.0,31597693000.0,29410427000.0
2075.0,24838013000.0,9481806000.0,4202631400.0,15154704000.0,23561680000.0,7183002000.0,13414818000.0,19071875000.0,75124340000.0,10313859000.0,15105067000.0,25074125000.0,31655020000.0,28832842000.0
2076.0,24436857000.0,9715855000.0,4101576200.0,14782624000.0,23407490000.0,6668221400.0,13582322000.0,18736112000.0,72254180000.0,10080897000.0,14660165000.0,24710908000.0,31786625000.0,28773437000.0
2077.0,23337566000.0,9307701000.0,4102370300.0,14992470000.0,23318307000.0,6626647000.0,12995461000.0,18764390000.0,71517850000.0,10227213000.0,15165930000.0,24676233000.0,32632932000.0,28891976000.0
2078.0,23483613000.0,8841721000.0,4181563000.0,15018759000.0,23338699000.0,6190874600.0,12568098000.0,19054567000.0,71219210000.0,10427042000.0,15215939000.0,24087646000.0,33287033000.0,28682416000.0
2079.0,22544863000.0,8451599000.0,4524107300.0,14627174000.0,23124398000.0,6271817700.0,12212090000.0,19251345000.0,67734155000.0,10492117000.0,15149670000.0,23858051000.0,36605133000.0,28701204000.0
2080.0,21955756000.0,8398643700.0,4308713000.0,14632101000.0,22266659000.0,6525603000.0,12152372000.0,18578199000.0,66340240000.0,10378782000.0,15276046000.0,23422263000.0,37344740000.0,28022512000.0
2081.0,21445210000.0,8398738400.0,4312075000.0,14773745000.0,22672878000.0,6519106600.0,11897427000.0,17941004000.0,68181447000.0,10269085000.0,15239134000.0,23142068000.0,38866110000.0,27886154000.0
2082.0,20962535000.0,8174539000.0,4115391700.0,14908612000.0,21843702000.0,6546240000.0,12014141000.0,17401436000.0,66543174000.0,10029789000.0,14512711000.0,22253195000.0,37619757000.0,29066107000.0
2083.0,20835138000.0,7761630000.0,3997262300.0,15070078000.0,21652650000.0,6495881700.0,12378472000.0,17606545000.0,66820680000.0,10524117000.0,14754313000.0,22421651000.0,37240127000.0,28317147000.0
2084.0,20007983000.0,7720001500.0,3877384200.0,15337476000.0,21738818000.0,6428053000.0,12178467000.0,17393727000.0,66908910000.0,10927811000.0,14830192000.0,22352288000.0,37511030000.0,29576886000.0
2085.0,20292397000.0,7176512000.0,4071713800.0,15201880000.0,21463048000.0,6292249000.0,11732309000.0,17430723000.0,67531346000.0,11583660000.0,14697039000.0,22371312000.0,37865177000.0,29604350000.0
2086.0,20037614000.0,6950266400.0,3965271300.0,15159890000.0,20977764000.0,5901302300.0,11354050000.0,17654284000.0,67425726000.0,11742053000.0,15246076000.0,21881244000.0,38779113000.0,29360503000.0
2087.0,19849775000.0,7554160000.0,3974090200.0,15481795000.0,20871535000.0,5868719000.0,10978976000.0,17453246000.0,69192380000.0,11219240000.0,15377400000.0,21973220000.0,38456705000.0,29623860000.0
2088.0,20024180000.0,7886157000.0,4083110400.0,15669213000.0,21511778000.0,5945226000.0,10608171000.0,18321082000.0,69547660000.0,11375895000.0,15779510000.0,22073643000.0,39079680000.0,30337853000.0
2089.0,20477014000.0,8224589300.0,4157200100.0,15906354000.0,21379312000.0,6274358000.0,10476958000.0,17623194000.0,67038564000.0,11683131000.0,15386876000.0,22081153000.0,38912254000.0,30269370000.0
2090.0,20919680000.0,8375186000.0,4126202600.0,16171034000.0,20109953000.0,6242435000.0,10200109000.0,17382840000.0,65691283000.0,11833449000.0,15936652000.0,22033897000.0,39124820000.0,29408197000.0
2091.0,21535710000.0,8400851000.0,4204710700.0,16541580000.0,19947151000.0,6148079000.0,10523671000.0,17460350000.0,66381087000.0,11786323000.0,15736371000.0,21864190000.0,39909250000.0,29624226000.0
2092.0,19468990000.0,8226819600.0,4384577000.0,16457419000.0,20477215000.0,5969183000.0,10469868000.0,17347353000.0,62849004000.0,12044194000.0,15946844000.0,22048200000.0,41314420000.0,29695898000.0
2093.0,19890414000.0,7858609700.0,4394572300.0,16863281000.0,19870149000.0,6055476700.0,10599931000.0,17083169000.0,65602773000.0,12176115000.0,15722211000.0,22425885000.0,41063866000.0,30012800000.0
2094.0,19332133000.0,7921139000.0,4699788000.0,17168382000.0,19636089000.0,6076033500.0,10717049000.0,16771727000.0,64953260000.0,12557473000.0,16107670000.0,21624107000.0,41113616000.0,30435561000.0
2095.0,19332852000.0,8060388000.0,4597153300.0,17332457000.0,19041835000.0,5941336600.0,10950982000.0,16207991000.0,65284450000.0,12241654000.0,16393709000.0,21069967000.0,41612600000.0,30756565000.0
2096.0,20094960000.0,7812276000.0,4736489000.0,18078398000.0,19038706000.0,5827487000.0,11099783000.0,16666194000.0,65042100000.0,12331843000.0,16779770000.0,21023295000.0,41350877000.0,31437677000.0
2097.0,20477907000.0,7823651000.0,4824876500.0,17918646000.0,18510733000.0,5678853000.0,10841539000.0,17316375000.0,63828656000.0,12404368000.0,16348783000.0,20851060000.0,41329107000.0,30809120000.0
2098.0,20100549000.0,7998638000.0,4864540000.0,17497944000.0,19387793000.0,5660541000.0,10446135000.0,17147798000.0,63766120000.0,12626312000.0,15907960000.0,20657291000.0,41521213000.0,30685184000.0
2099.0,20631523000.0,7599090000.0,4879699000.0,17276510000.0,19040688000.0,5916828000.0,10724583000.0,17311367000.0,63113736000.0,13108276000.0,15500073000.0,20487830000.0,39489745000.0,31138380000.0
2100.0,20804172000.0,7706775600.0,4698105000.0,16948141000.0,18686212000.0,5789750000.0,10849735000.0,18153863000.0,63115006000.0,13473731000.0,15500839000.0,21646834000.0,39666934000.0,32500541000.0
