time,CNRM-ESM2-1,UKESM1-0-LL,IPSL-CM6A-LR,CANESM5,KACE-1-0-G,MRI-ESM2-0,MIROC6,TAIESM1,MPI-ESM1-2-HR,CNRM-CM6-1,GFDL-ESM4,EC-EARTH3,CESM2-WACCM,IITM-ESM
2042.0,52101850000.0,23378280000.0,35451810000.0,38405927000.0,19717306000.0,26193580000.0,42135982000.0,41143034000.0,56062353000.0,46403592000.0,61123973000.0,26763983000.0,36462723000.0,75395200000.0
2043.0,49587737000.0,20594864000.0,34555550000.0,34985580000.0,17012078000.0,24825540000.0,39571260000.0,37501050000.0,55442657000.0,43502264000.0,60912034000.0,24230638000.0,34799090000.0,74935165000.0
2044.0,49138740000.0,17894519000.0,30793716000.0,34964435000.0,15866575000.0,24099936000.0,36873404000.0,35314717000.0,54153753000.0,41432433000.0,59491830000.0,21487704000.0,33865191000.0,74089260000.0
2045.0,48476172000.0,15815634000.0,28093936000.0,33824918000.0,13952055000.0,22252263000.0,35834920000.0,31796560000.0,52177613000.0,40151392000.0,57225180000.0,19973806000.0,32032539000.0,74884880000.0
2046.0,45540210000.0,14359720000.0,24831656000.0,31886420000.0,12065147000.0,21330915000.0,33377982000.0,28805720000.0,51615250000.0,37712474000.0,55842673000.0,19063726000.0,30450440000.0,75113080000.0
2047.0,42599866000.0,13109477000.0,22796790000.0,29324587000.0,10879111000.0,19647000000.0,32847993000.0,27208999000.0,50703348000.0,36246780000.0,53062030000.0,17280547000.0,28122986000.0,75707050000.0
2048.0,40796885000.0,11482415000.0,21125810000.0,27812987000.0,10031360000.0,19235310000.0,32056842000.0,25696612000.0,49421443000.0,33449683000.0,51354886000.0,15079224000.0,26415088000.0,75263240000.0
2049.0,39066276000.0,10844368000.0,19627364000.0,26230479000.0,9325872000.0,18534316000.0,30295951000.0,24411992000.0,47442790000.0,31737180000.0,49285132000.0,13273288000.0,24806648000.0,74815275000.0
2050.0,36946743000.0,9153803000.0,18513520000.0,25349091000.0,8535004000.0,17429373000.0,29832563000.0,23387623000.0,46509027000.0,30583489000.0,47990630000.0,11864420000.0,22533210000.0,73962780000.0
2051.0,35877523000.0,7949163500.0,17391735000.0,23124048000.0,7931064000.0,16414587000.0,28783477000.0,22733883000.0,44924690000.0,30416515000.0,46569783000.0,10809407000.0,20909003000.0,74803590000.0
2052.0,34072836000.0,6681876500.0,16436771000.0,22205174000.0,7021135400.0,15535190000.0,27316322000.0,20872372000.0,42994630000.0,28525780000.0,43955320000.0,10046969000.0,19583970000.0,75722860000.0
2053.0,32211683000.0,6162326500.0,14869127000.0,20740956000.0,6053899300.0,15160357000.0,26265076000.0,19178914000.0,38950900000.0,27154237000.0,43624540000.0,10092410000.0,18605050000.0,75148880000.0
2054.0,29973932000.0,4834356700.0,13710561000.0,19128617000.0,5287310000.0,14494617000.0,24353313000.0,18469612000.0,35796340000.0,26055227000.0,41377157000.0,9509582000.0,16793909000.0,74050970000.0
2055.0,28795490000.0,3947043600.0,12858008000.0,17856570000.0,5001940500.0,13647737000.0,23465595000.0,17780170000.0,33608575000.0,24806924000.0,39276730000.0,9468231000.0,16178224000.0,72975300000.0
2056.0,27452434000.0,3281586400.0,11991997000.0,17280797000.0,4394680000.0,13089513000.0,23275108000.0,16072579000.0,33403560000.0,22835005000.0,37488587000.0,8331565600.0,14644351000.0,72804024000.0
2057.0,25768534000.0,2938915000.0,10586845000.0,16045722000.0,3855625000.0,12713352000.0,22601273000.0,13661425000.0,31975926000.0,21726058000.0,36255320000.0,7974094300.0,13912115000.0,72734106000.0
2058.0,24989040000.0,2783500500.0,9494204000.0,15184943000.0,3548399000.0,12820776000.0,21400027000.0,12685243000.0,30482293000.0,21737376000.0,34061986000.0,7534617600.0,13124184000.0,73593180000.0
2059.0,23009634000.0,2451906600.0,8310997000.0,13416377000.0,3155863800.0,12056073000.0,20507232000.0,11310572000.0,29205103000.0,21282240000.0,32558651000.0,7735081500.0,12248865000.0,74722296000.0
2060.0,22183965000.0,2001196700.0,7618766000.0,12284136000.0,2993997000.0,11898728000.0,19419290000.0,10597063000.0,28764801000.0,19723043000.0,30346996000.0,7530966000.0,12067865000.0,73992780000.0
2061.0,21669173000.0,1695873900.0,6853708000.0,11388801000.0,2699619000.0,11614124000.0,18947443000.0,9876014000.0,27873490000.0,18151168000.0,30086187000.0,7168611300.0,11072931000.0,75085700000.0
2062.0,20955464000.0,1404670300.0,6174046000.0,10347194000.0,2539258400.0,11279238000.0,18687490000.0,9148150000.0,27047719000.0,18256763000.0,29400269000.0,6560406500.0,10274311000.0,74137890000.0
2063.0,19784585000.0,1263390800.0,5552969700.0,9266462000.0,2312006400.0,10953399000.0,17386280000.0,8169460000.0,24904440000.0,16882021000.0,26999210000.0,6198781400.0,9645614000.0,73971980000.0
2064.0,19436941000.0,1121098500.0,5069838000.0,8512221000.0,2260667400.0,10520905000.0,16660936000.0,7529426400.0,23601424000.0,15755269000.0,26108910000.0,5907875300.0,9012977000.0,74231060000.0
2065.0,18845864000.0,1078472300.0,4700137000.0,7601345000.0,2077023000.0,9859141000.0,16192001000.0,6665261000.0,22146017000.0,14871537000.0,24581777000.0,5700722000.0,8278433000.0,71087200000.0
2066.0,17523680000.0,1009824800.0,4089696800.0,7126295000.0,1948906400.0,9189475000.0,15450148000.0,6016010000.0,20437455000.0,14757822000.0,22685760000.0,5192185300.0,7740079600.0,70362410000.0
2067.0,16060349000.0,903865340.0,3692224300.0,6485717000.0,1809834100.0,8836556000.0,14042649000.0,5250427000.0,18795530000.0,13936893000.0,21454146000.0,5076235300.0,7257179600.0,67943360000.0
2068.0,14150994000.0,815141000.0,3544762400.0,6046557000.0,1731142900.0,8244491000.0,13129849000.0,4808165400.0,17786319000.0,12435257000.0,19598676000.0,5055317500.0,6790647300.0,67220860000.0
2069.0,12668355000.0,763877500.0,3080086000.0,5330696700.0,1588784900.0,7647935000.0,12511514000.0,4323668500.0,17295626000.0,11979536000.0,18508763000.0,4788075500.0,6208332000.0,67182910000.0
2070.0,11796019000.0,699009900.0,2678396400.0,4714694700.0,1478992400.0,7353233400.0,11302503000.0,3769113000.0,16754173000.0,11504466000.0,17169904000.0,4400239600.0,5827984000.0,67308917000.0
2071.0,11374115000.0,685168960.0,2596982000.0,4494069000.0,1354635000.0,7046433000.0,10071475000.0,3342354700.0,15767984000.0,10778596000.0,16135100000.0,4378817000.0,5297971700.0,66155074000.0
2072.0,11350710000.0,612469570.0,2379906000.0,3935084800.0,1273677000.0,6873403000.0,9248763000.0,3112046000.0,15064030000.0,10953031000.0,15410164000.0,4071744500.0,4545095000.0,66841035000.0
2073.0,10609234000.0,561150200.0,2089613000.0,3439744300.0,1183009500.0,6821155300.0,8730426000.0,2760758500.0,14121042000.0,9974699000.0,14826685000.0,3842159900.0,4071528000.0,65899393000.0
2074.0,10273878000.0,519869600.0,1805539100.0,3078027300.0,1046262400.0,6500957000.0,8268276700.0,2632958500.0,13259112000.0,8840861000.0,13607691000.0,3552455000.0,3688637700.0,64050725000.0
2075.0,9780520000.0,483252320.0,1666238300.0,2898784000.0,963463800.0,6225297000.0,7428035600.0,2329032700.0,12019472000.0,8474407400.0,12884460000.0,3441885200.0,3273631500.0,62130168000.0
2076.0,8994452000.0,430906620.0,1608614000.0,2399440400.0,902123840.0,5730111000.0,6998740000.0,2265344500.0,11119138000.0,7912172000.0,12133637000.0,3321608200.0,2853382000.0,59197180000.0
2077.0,8717956000.0,364014430.0,1525177300.0,2138079900.0,779277500.0,5672257000.0,6481937000.0,1976335400.0,10758240000.0,7451690000.0,11291683000.0,3041538000.0,2625103400.0,58904826000.0
2078.0,7829707300.0,337885950.0,1337102300.0,1896568000.0,772557400.0,5356052000.0,6086759000.0,1705263600.0,10452548000.0,6933447000.0,10548162000.0,2585293600.0,2469899800.0,55884890000.0
2079.0,7900880000.0,307805700.0,1322257200.0,1764939900.0,646531300.0,5197518300.0,5849134600.0,1584285800.0,10478077000.0,6226118700.0,10007924000.0,2319252700.0,2160818700.0,56607445000.0
2080.0,7237971500.0,266503420.0,1157132200.0,1675656700.0,594283140.0,5165713000.0,5224822000.0,1386625200.0,9898354000.0,5351334400.0,9616468000.0,2088666600.0,1943706100.0,54094713000.0
2081.0,6595574000.0,247219310.0,1078799400.0,1529645000.0,581004800.0,4832211500.0,4845523000.0,1167391500.0,10025989000.0,5022903300.0,9372370000.0,1623225200.0,1577977900.0,53159334000.0
2082.0,6370215000.0,233103070.0,1017044350.0,1451223600.0,547700350.0,4240411600.0,4411753500.0,1031621800.0,9400849000.0,4831599000.0,8589898000.0,1400749600.0,1413740000.0,51509570000.0
2083.0,5460658000.0,198476590.0,971724400.0,1280882400.0,511988060.0,3770818800.0,4024422100.0,844034300.0,8971130000.0,4485441500.0,8245831000.0,1379647700.0,1249550800.0,50508730000.0
2084.0,5106429000.0,179605870.0,835499200.0,1256862300.0,486357380.0,3557433600.0,3710430200.0,779773300.0,8432361000.0,4013711000.0,7983516700.0,1150316200.0,1203162200.0,47368733000.0
2085.0,4735583000.0,170956380.0,796316350.0,1158861000.0,437708450.0,3347254800.0,3548262100.0,651461400.0,7448680400.0,3926602200.0,7159388700.0,1128645100.0,1168201000.0,44247044000.0
2086.0,4644847000.0,169845860.0,717134140.0,1095433700.0,406901000.0,3135433000.0,3364928300.0,606302300.0,6982956500.0,3499132400.0,7099401000.0,1015339460.0,1095058000.0,44390924000.0
2087.0,4120509700.0,142735490.0,664322700.0,1020669300.0,370887800.0,2845203500.0,3099789300.0,489167580.0,6232747500.0,3203755800.0,6744250000.0,945942500.0,1062065340.0,45674110000.0
2088.0,3831015000.0,135389460.0,595642700.0,932409900.0,351200600.0,2756946000.0,2952653300.0,452352130.0,5781087000.0,2928496600.0,6402009600.0,828557500.0,965638100.0,44862693000.0
2089.0,3135312100.0,134496500.0,506249020.0,861373440.0,325187940.0,2677053200.0,2729726000.0,373943460.0,5286170600.0,2619081000.0,6354355000.0,726758340.0,814038660.0,43865150000.0
2090.0,2905074700.0,127901430.0,463688860.0,721710500.0,296421660.0,2525492700.0,2574419200.0,358982700.0,4464343000.0,2336488200.0,5731410000.0,720368000.0,770139700.0,45068653000.0
2091.0,2744649500.0,121762690.0,414394750.0,641632640.0,271310430.0,2308330000.0,2321774800.0,332505730.0,4200113200.0,2166886700.0,5414124000.0,714055360.0,730110000.0,42703910000.0
2092.0,2438400300.0,103672104.0,375671200.0,604679400.0,257595170.0,2202550300.0,2086894800.0,298523400.0,3780055800.0,1952997500.0,5187485000.0,671952450.0,661160000.0,42639550000.0
2093.0,2205429500.0,88008860.0,355122400.0,554296200.0,248596600.0,2041347800.0,1902550800.0,258397460.0,3553000700.0,1771839100.0,5323524000.0,561113340.0,610509100.0,39362056000.0
2094.0,2145001700.0,89156136.0,300110100.0,515453000.0,246485310.0,2008279800.0,1790337900.0,223992670.0,3235424500.0,1466922200.0,5125965300.0,526050080.0,569552640.0,37440900000.0
2095.0,2032053400.0,82062536.0,274522430.0,479437540.0,218875700.0,1966738300.0,1630996000.0,194615820.0,2829146600.0,1407352800.0,4736492500.0,532327580.0,529073250.0,36816100000.0
2096.0,1722146200.0,76843680.0,259065710.0,456823360.0,214672030.0,1791869400.0,1496248700.0,177456180.0,2442251300.0,1182626700.0,4546225700.0,500099100.0,518194500.0,34451845000.0
2097.0,1387854300.0,68152070.0,237905940.0,388603040.0,231265200.0,1733149200.0,1456970500.0,158945780.0,2121665400.0,1046154600.0,4279536000.0,492561660.0,471886000.0,34581684000.0
2098.0,1229185000.0,59671870.0,217920750.0,365181980.0,211841250.0,1660191200.0,1338082600.0,153273820.0,2005503600.0,928298200.0,4046852600.0,422338750.0,470211500.0,33477552000.0
2099.0,1135122000.0,58385812.0,196708510.0,341644960.0,198879460.0,1599866400.0,1358779800.0,138704600.0,1844182900.0,830421000.0,3734766600.0,396834340.0,431370500.0,33298076000.0
2100.0,1161609300.0,48129960.0,177817000.0,317619330.0,188271330.0,1461887600.0,1242437800.0,129352190.0,1702212400.0,746917400.0,3540389400.0,384017920.0,428576830.0,31407016000.0
