time,GFDL-ESM4,MRI-ESM2-0,EC-EARTH3-VEG,CAMS-CSM1-0
2049.0,48135725000.0,45017470000.0,39779140000.0,45253407000.0
2050.0,47544398000.0,44697290000.0,40514613000.0,45250757000.0
2051.0,47725818000.0,44662070000.0,40472846000.0,43980345000.0
2052.0,50277134000.0,45955150000.0,39601385000.0,43297120000.0
2053.0,50300760000.0,45689660000.0,39971193000.0,44012507000.0
2054.0,49838195000.0,45822440000.0,40759402000.0,44534866000.0
2055.0,49513763000.0,46150490000.0,40699957000.0,46461120000.0
2056.0,48271260000.0,46412400000.0,39843647000.0,46658396000.0
2057.0,48434620000.0,47152800000.0,39376916000.0,46509416000.0
2058.0,49219590000.0,47467626000.0,38740430000.0,45703246000.0
2059.0,50363113000.0,48361990000.0,38764843000.0,45037044000.0
2060.0,51307266000.0,49024720000.0,37434950000.0,43825750000.0
2061.0,51805385000.0,49600037000.0,37217340000.0,43102777000.0
2062.0,52246950000.0,50841764000.0,37222973000.0,43645370000.0
2063.0,52721000000.0,52414020000.0,37973400000.0,43439010000.0
2064.0,52312410000.0,52725297000.0,38921593000.0,44011930000.0
2065.0,51689720000.0,52192903000.0,38378455000.0,45381190000.0
2066.0,52269638000.0,52298280000.0,37902130000.0,45954294000.0
2067.0,52547043000.0,51028726000.0,38076183000.0,45033193000.0
2068.0,51657300000.0,50675847000.0,38193005000.0,45225144000.0
2069.0,52036112000.0,49749770000.0,39008616000.0,45389267000.0
2070.0,52365590000.0,49985560000.0,39287490000.0,45102125000.0
2071.0,53207273000.0,49523410000.0,40231080000.0,44806300000.0
2072.0,53419876000.0,47221363000.0,40193462000.0,44604800000.0
2073.0,52876394000.0,45974480000.0,40645540000.0,44512430000.0
2074.0,52867950000.0,45411774000.0,39915835000.0,44632568000.0
2075.0,53493230000.0,44621455000.0,40033410000.0,45652890000.0
2076.0,53268280000.0,43413656000.0,39435140000.0,45779345000.0
2077.0,53261900000.0,43696923000.0,39022154000.0,45295243000.0
2078.0,53090150000.0,42931860000.0,39561638000.0,46221880000.0
2079.0,52780204000.0,42602906000.0,40866060000.0,46726865000.0
2080.0,53359722000.0,42885296000.0,41121080000.0,47433638000.0
2081.0,53448700000.0,43345350000.0,40579207000.0,48519790000.0
2082.0,53512160000.0,41841988000.0,40796025000.0,49237656000.0
2083.0,53825044000.0,41429000000.0,41580974000.0,49543670000.0
2084.0,54891147000.0,40092320000.0,42638684000.0,50440120000.0
2085.0,54209212000.0,39247356000.0,42861180000.0,50845823000.0
2086.0,55544496000.0,38616183000.0,43494950000.0,50200637000.0
2087.0,56521986000.0,38898794000.0,43581190000.0,49684197000.0
2088.0,57032962000.0,39121863000.0,44582360000.0,49628720000.0
2089.0,55951364000.0,39217046000.0,44192862000.0,51198600000.0
2090.0,56643120000.0,39373316000.0,43913474000.0,51129780000.0
2091.0,57016540000.0,39341707000.0,44894822000.0,52710003000.0
2092.0,57267814000.0,39546070000.0,43952644000.0,53931192000.0
2093.0,57494220000.0,39767806000.0,42717920000.0,53046700000.0
2094.0,56698986000.0,39719800000.0,42806956000.0,53517410000.0
2095.0,57377042000.0,39908213000.0,41372540000.0,52697096000.0
2096.0,57568702000.0,40324456000.0,42847007000.0,52412630000.0
2097.0,57349830000.0,39487308000.0,41451557000.0,53008777000.0
2098.0,55895323000.0,38054826000.0,41981497000.0,53508006000.0
2099.0,56309480000.0,36961910000.0,42215560000.0,53405430000.0
2100.0,55712190000.0,37112345000.0,42547438000.0,54203040000.0
