time,MPI-ESM1-2-HR,CAMS-CSM1-0,CESM2,IPSL-CM6A-LR,CMCC-CM2-SR5,BCC-CSM2-MR,ACCESS-CM2,FGOALS-F3-L,INM-CM4-8,EC-EARTH3,EC-EARTH3-VEG,NORESM2-MM,TAIESM1,INM-CM5-0,CESM2-WACCM,GFDL-ESM4,CANESM5,MRI-ESM2-0,ACCESS-ESM1-5
2010.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0,65109856000.0
2011.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0,63591640000.0
2012.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0,62325084000.0
2013.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0,61854302000.0
2014.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0,60450087000.0
2015.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0,59930956000.0
2016.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0,59548578000.0
2017.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0,58674102000.0
2018.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0,57557930000.0
2019.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0,55994750000.0
2020.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0,55352517000.0
2021.0,54816874000.0,55071170000.0,54442836000.0,55275540000.0,55101430000.0,54433337000.0,55332100000.0,53529862000.0,55574397000.0,54789698000.0,55141708000.0,53491896000.0,53771596000.0,54809973000.0,54974480000.0,53978870000.0,54915797000.0,52915577000.0,53315520000.0
2022.0,55514100000.0,54145745000.0,53796010000.0,55687580000.0,54470080000.0,54267306000.0,54062750000.0,52215476000.0,54518920000.0,54023610000.0,53580587000.0,53682835000.0,52501970000.0,54530707000.0,55295630000.0,52498060000.0,53963104000.0,53667574000.0,52783444000.0
2023.0,55678226000.0,52297667000.0,53448483000.0,54784524000.0,53997224000.0,53787800000.0,53197873000.0,50989752000.0,54002328000.0,53751788000.0,53110743000.0,54060868000.0,49899504000.0,52701580000.0,54707440000.0,51707916000.0,52819812000.0,52907717000.0,51862893000.0
2024.0,54578900000.0,50823078000.0,52307964000.0,53354013000.0,53053874000.0,52572380000.0,53123314000.0,50155057000.0,53349290000.0,54413370000.0,53333720000.0,54604616000.0,47558360000.0,51137606000.0,54503494000.0,52221518000.0,51194413000.0,52418140000.0,50421203000.0
2025.0,54040994000.0,51180130000.0,52022686000.0,51640220000.0,51774783000.0,51029082000.0,51562370000.0,49928098000.0,54199230000.0,53783360000.0,52413264000.0,56301890000.0,46380913000.0,50767450000.0,53834285000.0,52699587000.0,49568340000.0,53344657000.0,49231580000.0
2026.0,54214580000.0,49540200000.0,52142805000.0,50105303000.0,50008570000.0,50657340000.0,51218320000.0,49796550000.0,53459837000.0,54044164000.0,50839990000.0,55235740000.0,45157982000.0,50320265000.0,54537036000.0,52835660000.0,47236510000.0,52721650000.0,47663297000.0
2027.0,54531100000.0,48187896000.0,51327420000.0,50034135000.0,48964530000.0,50713973000.0,49866772000.0,48484147000.0,52787450000.0,53711147000.0,49873703000.0,55380492000.0,42771380000.0,49869110000.0,53959918000.0,51534213000.0,45919277000.0,51058123000.0,47000970000.0
2028.0,54678094000.0,47988160000.0,51111707000.0,49550344000.0,47895300000.0,51319530000.0,49629460000.0,47333130000.0,51971900000.0,53626724000.0,50051117000.0,53965357000.0,42019750000.0,49366376000.0,52739387000.0,51640380000.0,44109648000.0,52180386000.0,46520775000.0
2029.0,53203290000.0,46972695000.0,50514633000.0,48439964000.0,46894576000.0,50015805000.0,48749965000.0,47042320000.0,51243254000.0,52705997000.0,51875484000.0,54348210000.0,41380050000.0,48617220000.0,51956450000.0,51118096000.0,42115820000.0,52284674000.0,46017980000.0
2030.0,53767647000.0,45132726000.0,49998733000.0,48272605000.0,45736440000.0,50102325000.0,47981630000.0,45729042000.0,50305454000.0,51331813000.0,51579015000.0,53820910000.0,40028684000.0,48958520000.0,51088150000.0,50125115000.0,41036194000.0,51275022000.0,46049430000.0
2031.0,53850100000.0,43942120000.0,47987646000.0,47154600000.0,45377917000.0,49490633000.0,48527667000.0,43363238000.0,49978290000.0,49701814000.0,49875644000.0,51433656000.0,38996450000.0,47619950000.0,51061514000.0,50475442000.0,41132024000.0,50830400000.0,46569566000.0
2032.0,53475620000.0,42589100000.0,46658753000.0,46654740000.0,45790204000.0,50068353000.0,48204630000.0,41695355000.0,47717270000.0,51325050000.0,48981900000.0,51478987000.0,37065626000.0,46614807000.0,49960776000.0,49308350000.0,40607230000.0,50636538000.0,45702435000.0
2033.0,53595540000.0,43125498000.0,46505976000.0,46055190000.0,45200458000.0,50473090000.0,46777880000.0,40719680000.0,47507562000.0,51486093000.0,48001065000.0,51170505000.0,35946504000.0,46124650000.0,48930853000.0,49635200000.0,39752397000.0,51492004000.0,45448045000.0
2034.0,53230210000.0,43310470000.0,45491536000.0,45617844000.0,44198793000.0,50618020000.0,46849757000.0,39843880000.0,48304656000.0,50831640000.0,46849343000.0,49220050000.0,34688872000.0,46093996000.0,47284503000.0,49880556000.0,38846517000.0,50461884000.0,44992094000.0
2035.0,52322750000.0,42073520000.0,43524227000.0,45930040000.0,43022160000.0,49037267000.0,44717785000.0,39116382000.0,49163846000.0,49488617000.0,45794200000.0,49450980000.0,34225336000.0,44577280000.0,47118864000.0,50343220000.0,38047805000.0,49448235000.0,44306833000.0
2036.0,51838902000.0,41961923000.0,42011190000.0,44750447000.0,41940940000.0,48359756000.0,43193737000.0,38043260000.0,48638476000.0,47750038000.0,45716630000.0,50517058000.0,32819767000.0,44622934000.0,45619020000.0,50174280000.0,37624594000.0,49850250000.0,43770384000.0
2037.0,51577717000.0,40529670000.0,40352690000.0,42845164000.0,39720464000.0,47118100000.0,42453905000.0,36568355000.0,48115974000.0,48790900000.0,44891640000.0,50874016000.0,30911371000.0,43307740000.0,44284817000.0,50363335000.0,37300724000.0,50533327000.0,43011764000.0
2038.0,50682860000.0,41894290000.0,39049040000.0,41216400000.0,37709430000.0,45514772000.0,41593496000.0,35564265000.0,47339770000.0,47954160000.0,44639617000.0,51093330000.0,30471481000.0,42957193000.0,43959755000.0,50518495000.0,35947200000.0,50491527000.0,42455794000.0
2039.0,51211560000.0,41685740000.0,37682815000.0,39743898000.0,36188590000.0,43949250000.0,41319256000.0,34401110000.0,45225705000.0,47666960000.0,45009125000.0,51309460000.0,29417056000.0,42833592000.0,42999837000.0,50218780000.0,34672270000.0,49622020000.0,43001446000.0
2040.0,50672697000.0,40030100000.0,37392466000.0,38356430000.0,35554894000.0,43133247000.0,39390966000.0,32525664000.0,44556517000.0,48417464000.0,42949200000.0,51466880000.0,28287164000.0,41905918000.0,40591827000.0,50606318000.0,33510173000.0,48570233000.0,42997785000.0
2041.0,48662872000.0,40516014000.0,36439474000.0,37748298000.0,34233297000.0,41878122000.0,37982880000.0,30929662000.0,44579226000.0,47842780000.0,42356760000.0,51395760000.0,26946796000.0,41722327000.0,39426454000.0,51086455000.0,33069957000.0,49142170000.0,41998480000.0
2042.0,47594780000.0,39334195000.0,35539337000.0,36638044000.0,33112232000.0,41751093000.0,36665774000.0,30200246000.0,43719430000.0,49083260000.0,41348940000.0,51395416000.0,26589297000.0,41113215000.0,38793966000.0,50451026000.0,32026626000.0,48351183000.0,39789490000.0
2043.0,46252556000.0,38293414000.0,35486520000.0,35676762000.0,32148690000.0,41579667000.0,35606350000.0,28930083000.0,42574385000.0,47701172000.0,40363380000.0,50129730000.0,24990106000.0,39824466000.0,37770097000.0,49892065000.0,31118037000.0,48476000000.0,38596520000.0
2044.0,45301928000.0,37981925000.0,34580365000.0,35116200000.0,31891974000.0,40790954000.0,35073397000.0,28600406000.0,41825055000.0,46774338000.0,40360060000.0,49422900000.0,23781659000.0,39436530000.0,36703797000.0,49002783000.0,30939134000.0,47558726000.0,37725140000.0
2045.0,45856190000.0,38018175000.0,33978653000.0,34580690000.0,31005112000.0,39599546000.0,33958169000.0,27966812000.0,41690310000.0,46573232000.0,40939487000.0,47548695000.0,22886970000.0,37972197000.0,34791526000.0,48651223000.0,30155260000.0,45016793000.0,36888550000.0
2046.0,45931917000.0,37034975000.0,33948650000.0,34012088000.0,30431052000.0,39419937000.0,33667734000.0,27785380000.0,40587665000.0,45474350000.0,39977970000.0,47627770000.0,21590026000.0,37197414000.0,34667573000.0,48296040000.0,29211247000.0,42119574000.0,36330856000.0
2047.0,43465950000.0,36724670000.0,33397545000.0,32521554000.0,28744012000.0,38020653000.0,32592962000.0,27013183000.0,40114713000.0,45169345000.0,38471020000.0,48668893000.0,20870031000.0,35376837000.0,33443287000.0,47022760000.0,27543134000.0,41336810000.0,35807085000.0
2048.0,40448446000.0,36202267000.0,32769718000.0,31267596000.0,27868226000.0,37871493000.0,31810302000.0,26473853000.0,38872994000.0,45548745000.0,37638090000.0,47494950000.0,19483595000.0,35059620000.0,32521808000.0,45572325000.0,27136092000.0,39974064000.0,34392210000.0
2049.0,39490236000.0,35257475000.0,31696552000.0,29865796000.0,27250754000.0,37495923000.0,30799760000.0,26049878000.0,37911826000.0,45886170000.0,36191050000.0,48943700000.0,18485381000.0,33908190000.0,31364766000.0,45956047000.0,26014915000.0,37591237000.0,33312895000.0
2050.0,39014306000.0,35581755000.0,30879224000.0,28872830000.0,27252408000.0,37046174000.0,30009086000.0,25649725000.0,36982616000.0,44511420000.0,35531230000.0,48470503000.0,17978880000.0,33114528000.0,30993082000.0,44409037000.0,24829550000.0,36048736000.0,32652524000.0
2051.0,37506050000.0,34450360000.0,30158805000.0,28508697000.0,26519950000.0,35623657000.0,29253493000.0,24830648000.0,36409483000.0,42965934000.0,35798053000.0,47382356000.0,17240635000.0,32234662000.0,29758128000.0,43525670000.0,24033708000.0,35726004000.0,31526943000.0
2052.0,36692680000.0,34311866000.0,28997575000.0,28047737000.0,25757815000.0,34659316000.0,28602847000.0,24469836000.0,35493700000.0,43902956000.0,34679820000.0,45859746000.0,16854228000.0,31600677000.0,28600023000.0,43078160000.0,22842847000.0,33534953000.0,29523220000.0
2053.0,35239707000.0,33130990000.0,28546822000.0,26715617000.0,24882010000.0,33440844000.0,28038443000.0,24566580000.0,34635530000.0,43749380000.0,34289988000.0,45485605000.0,15923970000.0,30459505000.0,27962790000.0,42773303000.0,21849120000.0,31916260000.0,29043319000.0
2054.0,33985577000.0,33322950000.0,27582548000.0,25722292000.0,23219500000.0,32836358000.0,27552590000.0,24053905000.0,32854096000.0,43007130000.0,34288306000.0,44564110000.0,15525191000.0,29817735000.0,27067218000.0,42795446000.0,21092678000.0,31756184000.0,27486853000.0
2055.0,32464835000.0,31865750000.0,26783922000.0,25262868000.0,21537513000.0,31831896000.0,26410560000.0,23826550000.0,31329014000.0,41652270000.0,34138920000.0,42791154000.0,15137758000.0,28958677000.0,25937121000.0,41719726000.0,20444785000.0,30751780000.0,26619410000.0
2056.0,30827096000.0,30783207000.0,26465704000.0,24270928000.0,20790583000.0,30506996000.0,25070078000.0,23308575000.0,30287012000.0,41264345000.0,33576925000.0,42587160000.0,14602958000.0,27721091000.0,25069257000.0,41917075000.0,20100650000.0,30114705000.0,25868438000.0
2057.0,28715147000.0,29875616000.0,26010569000.0,23324606000.0,20418300000.0,29772657000.0,23220097000.0,22989672000.0,29879370000.0,41236250000.0,32858173000.0,41570296000.0,13929352000.0,27471040000.0,24778607000.0,41156600000.0,19674956000.0,29525900000.0,24296712000.0
2058.0,27474663000.0,28360920000.0,25392759000.0,22335623000.0,19877941000.0,29406681000.0,22569394000.0,22063466000.0,29790953000.0,41322060000.0,32101085000.0,40660525000.0,13136193000.0,27057041000.0,23743367000.0,39682847000.0,18843324000.0,29095827000.0,23561366000.0
2059.0,26295790000.0,26963005000.0,24566831000.0,22182472000.0,19274450000.0,28770413000.0,22107916000.0,21621264000.0,28606175000.0,39904862000.0,31283075000.0,39834886000.0,13029034000.0,26761058000.0,22456230000.0,39195976000.0,18372835000.0,28423166000.0,23257733000.0
2060.0,25415318000.0,26673380000.0,23195116000.0,20695720000.0,17932835000.0,27827028000.0,21609056000.0,20729390000.0,28117717000.0,38091330000.0,31803170000.0,38557770000.0,12581192000.0,26675490000.0,21354193000.0,39158985000.0,17628594000.0,28088380000.0,22565413000.0
2061.0,25223340000.0,26145944000.0,21899956000.0,19416740000.0,17076593000.0,26730496000.0,20682187000.0,20300827000.0,27380417000.0,38849417000.0,31129706000.0,36729610000.0,11730583000.0,26815170000.0,19989490000.0,37523270000.0,16406629000.0,27774226000.0,22590722000.0
2062.0,25054517000.0,25526833000.0,21097339000.0,18592740000.0,16783471000.0,25883355000.0,19886740000.0,19750767000.0,26598050000.0,37406290000.0,29727609000.0,35667567000.0,11217029000.0,26253664000.0,19050860000.0,37580160000.0,15033035000.0,26847855000.0,20961473000.0
2063.0,25066043000.0,25555206000.0,20432994000.0,17698089000.0,16139495000.0,25642465000.0,18826750000.0,19826256000.0,26225418000.0,36118565000.0,28739494000.0,34907464000.0,10664626000.0,25755898000.0,18210660000.0,36711883000.0,13967694000.0,26423046000.0,20492110000.0
2064.0,24291269000.0,26204477000.0,19380486000.0,17086961000.0,15402159000.0,25429176000.0,18199583000.0,19130024000.0,26042874000.0,34333325000.0,28670840000.0,34343401000.0,10207325000.0,25205750000.0,17145684000.0,35211334000.0,13047100000.0,26251852000.0,19991116000.0
2065.0,24083702000.0,25663824000.0,18415946000.0,16826824000.0,14561351000.0,24478153000.0,17163185000.0,18507618000.0,25329189000.0,33232677000.0,27386454000.0,33309372000.0,9720349000.0,24687737000.0,16476303000.0,35443732000.0,11965865000.0,24979806000.0,19284793000.0
2066.0,23915153000.0,25496482000.0,17453769000.0,16254787000.0,14063831000.0,23237320000.0,16313273000.0,17498630000.0,24450443000.0,32512320000.0,26445718000.0,31654430000.0,9142892000.0,24029026000.0,16728262000.0,34020645000.0,11620649000.0,24380731000.0,19251708000.0
2067.0,23346727000.0,24950233000.0,16798995000.0,15931019000.0,13290217000.0,22319243000.0,15614835000.0,16705021000.0,24016124000.0,31901608000.0,25052426000.0,31254356000.0,8491690500.0,23670501000.0,16516158000.0,33235517000.0,10748769000.0,23968938000.0,18958290000.0
2068.0,22617436000.0,24127030000.0,15675528000.0,15206345000.0,12773018000.0,21328249000.0,15111379000.0,15826031000.0,23657450000.0,31885992000.0,24122524000.0,31378762000.0,8266114600.0,23387152000.0,15809323000.0,32216216000.0,9951043000.0,23300980000.0,18290493000.0
2069.0,22324828000.0,23489948000.0,15156328000.0,15072281000.0,12315880000.0,20485356000.0,14541483000.0,14936901000.0,23364088000.0,30271541000.0,24096717000.0,31184953000.0,8151638500.0,22916385000.0,15370632000.0,31221850000.0,9294363000.0,23146623000.0,17951710000.0
2070.0,21692072000.0,23035892000.0,14416139000.0,14327635000.0,12277689000.0,19597603000.0,13841438000.0,14582277000.0,22637270000.0,28736860000.0,22866514000.0,29921343000.0,7540916000.0,22193062000.0,14568015000.0,30616265000.0,8858074000.0,22365299000.0,17688928000.0
2071.0,21664938000.0,22461514000.0,14021692000.0,13352803000.0,12050491000.0,19442911000.0,13125559000.0,13812952000.0,22046781000.0,28934078000.0,22254770000.0,29388446000.0,7256923600.0,21493850000.0,14207778000.0,29395933000.0,8461943000.0,21791805000.0,17433623000.0
2072.0,20908683000.0,21797902000.0,13491865000.0,12873094000.0,11366896000.0,18767850000.0,12439038000.0,13371325000.0,21937748000.0,27678691000.0,21231710000.0,28346840000.0,7109808000.0,21471918000.0,13932357000.0,28073062000.0,8097289000.0,21214444000.0,17159722000.0
2073.0,20453816000.0,21641191000.0,12924335000.0,12511511000.0,11190254000.0,17606840000.0,11976376000.0,12886897000.0,21531326000.0,26431259000.0,20795134000.0,28130142000.0,6615748000.0,21668618000.0,13491996000.0,27426572000.0,7759327000.0,20299104000.0,16774560000.0
2074.0,19958040000.0,21462663000.0,12505538000.0,11829524000.0,10939581000.0,16942194000.0,11383547000.0,12367161000.0,21196376000.0,24617520000.0,19993143000.0,27860169000.0,6299612000.0,21688883000.0,13144091000.0,25950738000.0,7504465400.0,19899202000.0,16544460000.0
2075.0,19542698000.0,21308926000.0,12247593000.0,11614643000.0,10640721000.0,16404492000.0,10884299000.0,11412283000.0,20868690000.0,23743152000.0,19266527000.0,27658017000.0,5934935600.0,21444688000.0,12805406000.0,25754122000.0,7129076700.0,19393511000.0,16240416000.0
2076.0,18977917000.0,21035770000.0,11749747000.0,11299800000.0,10250181000.0,15514218000.0,10948618000.0,10759819000.0,20615502000.0,24108530000.0,18572167000.0,26558595000.0,5643064000.0,21572463000.0,12379840000.0,25033441000.0,6710986000.0,18679822000.0,15735819000.0
2077.0,18356392000.0,20911286000.0,11001776000.0,11013546000.0,10014222000.0,15564492000.0,10490661000.0,10040643000.0,20357070000.0,22520218000.0,18740214000.0,26422931000.0,5308524000.0,21511889000.0,12239119000.0,24058835000.0,6302324000.0,18667205000.0,15685736000.0
2078.0,17645763000.0,20427237000.0,10482884000.0,10386505000.0,9778218000.0,15379704000.0,10128218000.0,9511139000.0,20128193000.0,21135049000.0,18275926000.0,25743692000.0,5023552500.0,21312307000.0,11960145000.0,23476523000.0,6139906600.0,18035472000.0,15707087000.0
2079.0,17156027000.0,20285546000.0,10130238000.0,10007421000.0,9383300000.0,14770857000.0,9631298000.0,8991024000.0,19578511000.0,20744300000.0,17871880000.0,24663138000.0,4746309600.0,20902058000.0,11169155000.0,22858287000.0,5801168400.0,17940790000.0,15149649000.0
2080.0,16732780000.0,20118413000.0,9626943000.0,9617766000.0,9325340000.0,14294354000.0,9115407000.0,8355645000.0,18945294000.0,19760654000.0,17157358000.0,23186776000.0,4501350000.0,20932884000.0,10577163000.0,21516612000.0,5484864500.0,17544466000.0,14565280000.0
2081.0,16390147000.0,19721802000.0,8830747000.0,9300989000.0,9235116000.0,14227629000.0,8604711000.0,7979552300.0,18383320000.0,18704325000.0,16656208000.0,22388978000.0,4283218700.0,21401176000.0,10237246000.0,20360274000.0,5229914000.0,17140431000.0,14094042000.0
2082.0,16067903000.0,19021265000.0,8188113400.0,9490970000.0,8968106000.0,13780132000.0,8506333000.0,7443143000.0,18171843000.0,17739610000.0,16022993000.0,21680611000.0,4090758000.0,21285681000.0,10040619000.0,19574268000.0,4971958300.0,17079220000.0,13996944000.0
2083.0,15695994000.0,18367396000.0,7539931600.0,9139574000.0,8615815000.0,13048739000.0,8179860000.0,7408845000.0,18006870000.0,17045387000.0,15611124000.0,20710510000.0,3882602000.0,20881400000.0,9390094000.0,18986772000.0,4904773600.0,16713936000.0,13697872000.0
2084.0,15203812000.0,18396778000.0,7125790700.0,8620726000.0,8469489700.0,12301707000.0,7730052000.0,7166140400.0,17811018000.0,15999566000.0,14822917000.0,19794336000.0,3578500400.0,20344280000.0,8859366000.0,18131053000.0,4845693000.0,16330349000.0,13048449000.0
2085.0,14385939000.0,17921323000.0,6606534000.0,8434399700.0,8557935000.0,11662832000.0,7434341400.0,6852842500.0,17905203000.0,15054425000.0,14397953000.0,19549467000.0,3441962500.0,19989512000.0,8369260000.0,17267874000.0,4747888600.0,16040491000.0,12618815000.0
2086.0,13935010000.0,18156972000.0,6227117000.0,7878267400.0,8203639000.0,11184078000.0,7086261000.0,6525675000.0,17854147000.0,14460282000.0,14134352000.0,18992976000.0,3253711600.0,19906005000.0,8075246000.0,16906148000.0,4650948000.0,15954057000.0,12107310000.0
2087.0,12954844000.0,17624855000.0,5918017500.0,7499462700.0,7821192700.0,10634565000.0,6563877400.0,6289979400.0,17500406000.0,14129302000.0,13503675000.0,18532127000.0,3174972700.0,19754043000.0,7637995000.0,16538505000.0,4602343400.0,15673935000.0,11562043000.0
2088.0,12168603000.0,16697061000.0,5573105000.0,7243440600.0,7584049700.0,10402232000.0,6191707600.0,5993450500.0,16842034000.0,13596841000.0,12952271000.0,18219735000.0,3116635000.0,19166108000.0,7510630000.0,15883145000.0,4625044500.0,15401416000.0,11425577000.0
2089.0,11676558000.0,16437105000.0,5409296400.0,6953520600.0,7435121700.0,9878674000.0,5980162600.0,5673238500.0,16342096000.0,13012029000.0,12815072000.0,18076348000.0,3023954400.0,18734627000.0,7160624000.0,15054899000.0,4335165000.0,15163095000.0,10713400000.0
2090.0,11147693000.0,16708735000.0,5003495000.0,6622098400.0,7240951000.0,9711225000.0,5634562600.0,5469661700.0,15706016000.0,12286898000.0,12219421000.0,17389308000.0,2854324500.0,18309132000.0,6815167500.0,14695770000.0,4094543600.0,14456075000.0,10514734000.0
2091.0,10721187000.0,16431297000.0,4821550000.0,6455775000.0,6943816700.0,9404520000.0,5543329000.0,5200909000.0,15188712000.0,12114353000.0,11557918000.0,17808292000.0,2808329200.0,17883249000.0,6482520000.0,13946604000.0,4032649500.0,13718617000.0,10444757000.0
2092.0,10384553000.0,16436228000.0,4742921700.0,6161402400.0,6647622700.0,9016021000.0,5347299300.0,5006266400.0,14514648000.0,12306161000.0,11670655000.0,17136371000.0,2733728000.0,17743233000.0,6304901600.0,13573474000.0,3862414800.0,13311556000.0,9711569000.0
2093.0,9837604000.0,16343084000.0,4475680300.0,5996053500.0,6344975400.0,8725560000.0,5230774000.0,4872903700.0,14412326000.0,11874995000.0,11220194000.0,16352144000.0,2569019600.0,17492513000.0,5969604000.0,13212678000.0,3749038000.0,13560317000.0,9306928000.0
2094.0,9416574000.0,16314114000.0,4206251800.0,5771242500.0,6240872000.0,8421221000.0,4976642600.0,4717356500.0,13675717000.0,11199123000.0,10538591000.0,15947085000.0,2440544800.0,17513284000.0,5693161500.0,13264346000.0,3589199000.0,13532676000.0,8743035000.0
2095.0,8998368000.0,16600581000.0,4036049700.0,5464262700.0,6153775000.0,8298189300.0,4973842000.0,4717758000.0,13299683000.0,10601816000.0,10472759000.0,15513660000.0,2371418400.0,17141983000.0,5488652300.0,12807983000.0,3385335300.0,13417436000.0,8367156000.0
2096.0,8986054000.0,16173568000.0,3926459100.0,5261157400.0,5905911300.0,8005643300.0,5003980000.0,4704865300.0,12780973000.0,9996517000.0,9913450000.0,14686818000.0,2247298600.0,17070921000.0,5264314000.0,12187944000.0,3295422700.0,12560626000.0,8280128000.0
2097.0,8577640400.0,15693704000.0,3913016000.0,5229076000.0,5721743000.0,7621113300.0,4901017600.0,4637166600.0,12285585000.0,9373069000.0,9462495000.0,14651754000.0,2075494700.0,16362925000.0,4988846600.0,12070985000.0,3137736200.0,12018259000.0,8076952000.0
