time,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5,CESM2-WACCM
2049.0,32089256000.0,44655000000.0,27961140000.0,34188798000.0
2050.0,32369652000.0,44057235000.0,26862885000.0,33361457000.0
2051.0,32508686000.0,44517716000.0,25982253000.0,31825555000.0
2052.0,30820702000.0,43495520000.0,24748798000.0,30704339000.0
2053.0,29630857000.0,41630966000.0,23414230000.0,29816936000.0
2054.0,28702286000.0,40985150000.0,22465946000.0,29091922000.0
2055.0,27337730000.0,40580227000.0,22317260000.0,28388430000.0
2056.0,26282630000.0,39279970000.0,22045660000.0,27825297000.0
2057.0,26215227000.0,39222903000.0,21543703000.0,27177430000.0
2058.0,25850400000.0,37963756000.0,21234526000.0,26551165000.0
2059.0,24585839000.0,37450797000.0,20744300000.0,26076041000.0
2060.0,23623645000.0,36960244000.0,20292616000.0,25603217000.0
2061.0,22811275000.0,35835163000.0,19845036000.0,25012322000.0
2062.0,22115097000.0,34541277000.0,19223134000.0,24233433000.0
2063.0,21418906000.0,33205189000.0,18628764000.0,23615672000.0
2064.0,21167307000.0,32662410000.0,18416777000.0,23225254000.0
2065.0,20925460000.0,32870214000.0,18181757000.0,22630074000.0
2066.0,20213524000.0,30979553000.0,17782747000.0,22007310000.0
2067.0,19858104000.0,30114337000.0,17398979000.0,21401295000.0
2068.0,19428549000.0,29918470000.0,17165242000.0,20858118000.0
2069.0,19047404000.0,28713646000.0,16757790000.0,20619040000.0
2070.0,18709619000.0,28543281000.0,16636368000.0,19906167000.0
2071.0,18224886000.0,28582445000.0,16412642000.0,19992938000.0
2072.0,17952193000.0,28622926000.0,15817449000.0,19513168000.0
2073.0,17965605000.0,29140130000.0,15503688000.0,19715232000.0
2074.0,17782817000.0,28951712000.0,14828940000.0,19610102000.0
2075.0,17426805000.0,28902945000.0,14805700000.0,19259951000.0
2076.0,16431342000.0,29066615000.0,14528322000.0,18761181000.0
2077.0,16782404000.0,29660797000.0,14513194000.0,18333792000.0
2078.0,16761959000.0,29521447000.0,13934677000.0,17703160000.0
2079.0,16921782000.0,29350580000.0,13899399000.0,16980938000.0
2080.0,16989004000.0,29225343000.0,14057798000.0,16722551000.0
2081.0,16816076000.0,28796100000.0,14166435000.0,16799752000.0
2082.0,17483289000.0,29633165000.0,14231547000.0,17085871000.0
2083.0,17771846000.0,29113946000.0,13907943000.0,17178577000.0
2084.0,17735866000.0,28111696000.0,13712246000.0,16786064000.0
2085.0,17293216000.0,28280513000.0,13540354000.0,16993964000.0
2086.0,17049478000.0,28041839000.0,13629411000.0,16720948000.0
2087.0,17201031000.0,27500945000.0,13217763000.0,16308893000.0
2088.0,16887817000.0,27273824000.0,13077046000.0,16173280000.0
2089.0,16891230000.0,26810740000.0,13282387000.0,16061677000.0
2090.0,16990373000.0,26182437000.0,13287875000.0,15892462000.0
2091.0,17249772000.0,26116182000.0,13072155000.0,15824497000.0
2092.0,17746889000.0,26009485000.0,12962966000.0,15477089000.0
2093.0,17916461000.0,26080539000.0,12938334000.0,15835143000.0
2094.0,17860012000.0,26045160000.0,12893359000.0,15635487000.0
2095.0,18271877000.0,25842320000.0,12743589000.0,15766700000.0
2096.0,18064493000.0,25731144000.0,12757307000.0,15747667000.0
2097.0,18715847000.0,25953931000.0,12874855000.0,15926854000.0
2098.0,18548339000.0,25663430000.0,12866984000.0,16185652000.0
2099.0,19032087000.0,25328680000.0,12916318000.0,16301293000.0
2100.0,19380517000.0,25288145000.0,12799813000.0,16067502000.0
