time,IPSL-CM5A-LR,CESM1-CAM5,CCSM4,CSIRO-MK3-6-0,GISS-E2-R,GFDL-ESM2G,NORESM1-M,GFDL-CM3
2047.0,6574872500000.0,6604675000000.0,6619106000000.0,6750687000000.0,6809745600000.0,6713792000000.0,6604860700000.0,6454022500000.0
2048.0,6523761700000.0,6596363000000.0,6601787000000.0,6728462600000.0,6791514600000.0,6698294000000.0,6585828500000.0,6414510600000.0
2049.0,6487800300000.0,6566884000000.0,6581821000000.0,6699396000000.0,6767273600000.0,6682560000000.0,6542211400000.0,6375398700000.0
2050.0,6416680000000.0,6523449000000.0,6549117000000.0,6670973400000.0,6743938000000.0,6626108500000.0,6501102500000.0,6346432300000.0
2051.0,6350921000000.0,6490456000000.0,6519407500000.0,6642761000000.0,6732474500000.0,6618011400000.0,6468928000000.0,6299630000000.0
2052.0,6278097700000.0,6455963400000.0,6492631000000.0,6624122000000.0,6717463600000.0,6588276000000.0,6421477000000.0,6273506500000.0
2053.0,6195578400000.0,6421758300000.0,6447522400000.0,6604566000000.0,6672798400000.0,6559127000000.0,6361870000000.0,6242714500000.0
2054.0,6142108400000.0,6370741000000.0,6390484600000.0,6562904500000.0,6647719700000.0,6528072000000.0,6315001000000.0,6210940600000.0
2055.0,6043484600000.0,6341696400000.0,6364470400000.0,6535279300000.0,6622244500000.0,6516245000000.0,6271459700000.0,6178883500000.0
2056.0,5931424300000.0,6317260000000.0,6338194700000.0,6495265000000.0,6602527600000.0,6479789700000.0,6227778600000.0,6138932000000.0
2057.0,5844023000000.0,6280204000000.0,6274562400000.0,6465914400000.0,6558403000000.0,6434754400000.0,6187337600000.0,6096687000000.0
2058.0,5766493000000.0,6232499300000.0,6254463300000.0,6440656300000.0,6525700500000.0,6415559000000.0,6162153500000.0,6046984000000.0
2059.0,5641496700000.0,6205509000000.0,6232615700000.0,6428427300000.0,6503536000000.0,6380696600000.0,6137991000000.0,6009224000000.0
2060.0,5538945400000.0,6151676000000.0,6209646600000.0,6415989000000.0,6491133000000.0,6343643000000.0,6112276000000.0,5976695000000.0
2061.0,5487051400000.0,6108626300000.0,6154257000000.0,6392034000000.0,6480898000000.0,6312959700000.0,6061742400000.0,5914538000000.0
2062.0,5400885700000.0,6057047400000.0,6103458400000.0,6348689000000.0,6455438600000.0,6292937000000.0,6021645000000.0,5848364500000.0
2063.0,5293578000000.0,6008325000000.0,6065392500000.0,6327010600000.0,6421866300000.0,6260618400000.0,5994294000000.0,5787439600000.0
2064.0,5200858300000.0,5955623300000.0,6020424000000.0,6308287000000.0,6399199000000.0,6220150000000.0,5962398700000.0,5731401600000.0
2065.0,5100367500000.0,5890778300000.0,5988280700000.0,6278802000000.0,6360604000000.0,6190723000000.0,5930503000000.0,5686022000000.0
2066.0,4992041000000.0,5839456300000.0,5972501000000.0,6266167500000.0,6334730000000.0,6165046000000.0,5907730000000.0,5643639000000.0
2067.0,4857863000000.0,5787340000000.0,5944374700000.0,6253886000000.0,6284309400000.0,6153636000000.0,5863352000000.0,5598462000000.0
2068.0,4740253500000.0,5739252000000.0,5871796000000.0,6210861400000.0,6247026000000.0,6111621500000.0,5821630000000.0,5552963000000.0
2069.0,4653303000000.0,5678696000000.0,5812781000000.0,6185857000000.0,6219607600000.0,6076772000000.0,5751584600000.0,5491352700000.0
2070.0,4562812400000.0,5597162000000.0,5731936400000.0,6161707300000.0,6175876700000.0,6042383500000.0,5689591700000.0,5431909000000.0
2071.0,4370324800000.0,5529861000000.0,5666957700000.0,6113918000000.0,6155311000000.0,6008471000000.0,5636520700000.0,5367167000000.0
2072.0,4239041200000.0,5455540600000.0,5624357000000.0,6101175600000.0,6115883500000.0,5968707500000.0,5585758600000.0,5309091300000.0
2073.0,4117850000000.0,5360901400000.0,5576295700000.0,6076149300000.0,6090601300000.0,5930037500000.0,5536874000000.0,5256807700000.0
2074.0,3923610400000.0,5281709000000.0,5519968300000.0,6054927700000.0,6073518000000.0,5871299000000.0,5471211000000.0,5191043000000.0
2075.0,3785422500000.0,5199718500000.0,5491578600000.0,6017664000000.0,6053870000000.0,5845041500000.0,5391974400000.0,5118223700000.0
2076.0,3661044000000.0,5115893000000.0,5448348000000.0,5988660300000.0,6032654000000.0,5816776000000.0,5319711000000.0,5044400000000.0
2077.0,3514608000000.0,5014101700000.0,5382820300000.0,5934520000000.0,5996029700000.0,5772400400000.0,5250552400000.0,4966773700000.0
2078.0,3416275800000.0,4924648700000.0,5326290000000.0,5911895600000.0,5967699000000.0,5730493500000.0,5197772000000.0,4901341000000.0
2079.0,3345816700000.0,4820358400000.0,5270409000000.0,5878211000000.0,5944340600000.0,5706675700000.0,5131854000000.0,4841863000000.0
2080.0,3250051400000.0,4707546300000.0,5175912000000.0,5852310300000.0,5902021700000.0,5666889000000.0,5071940600000.0,4763162000000.0
2081.0,3148115000000.0,4590319700000.0,5126661000000.0,5815915000000.0,5857418000000.0,5623531400000.0,4999039000000.0,4699562000000.0
2082.0,3065014600000.0,4486312000000.0,5054801600000.0,5783627500000.0,5822772400000.0,5588095300000.0,4940595000000.0,4630204000000.0
2083.0,2983380000000.0,4352826700000.0,4979148500000.0,5738151000000.0,5789815000000.0,5556987000000.0,4876931000000.0,4547527300000.0
2084.0,2894788800000.0,4204905400000.0,4922716000000.0,5706824000000.0,5751068700000.0,5524389600000.0,4803614000000.0,4465962000000.0
2085.0,2829500800000.0,4075820400000.0,4886231000000.0,5668132600000.0,5713408600000.0,5499845600000.0,4710311400000.0,4369190500000.0
2086.0,2764982700000.0,3934827300000.0,4838205700000.0,5626522500000.0,5678607000000.0,5450792700000.0,4640013300000.0,4291390900000.0
2087.0,2670254400000.0,3820721300000.0,4762559000000.0,5581158000000.0,5627196700000.0,5407260500000.0,4584115300000.0,4215453500000.0
2088.0,2616244000000.0,3712909800000.0,4693599000000.0,5556208700000.0,5564046000000.0,5336285600000.0,4494922000000.0,4137506600000.0
2089.0,2562171600000.0,3628335600000.0,4621584000000.0,5499102000000.0,5532040000000.0,5295747600000.0,4411264000000.0,4065310800000.0
2090.0,2510689000000.0,3526776800000.0,4566552000000.0,5449305300000.0,5502410400000.0,5250801000000.0,4308428700000.0,3997982300000.0
2091.0,2455549800000.0,3425859000000.0,4500659000000.0,5423290000000.0,5462064400000.0,5191469000000.0,4218873400000.0,3937033500000.0
2092.0,2411104600000.0,3306412600000.0,4440608700000.0,5413920000000.0,5440956000000.0,5145410700000.0,4145438800000.0,3876395000000.0
2093.0,2342054800000.0,3215728600000.0,4393729800000.0,5380556000000.0,5405529000000.0,5101979000000.0,4075316000000.0,3805219700000.0
2094.0,2271741200000.0,3135724600000.0,4336598600000.0,5335038300000.0,5378094400000.0,5041207000000.0,3991908600000.0,3750220300000.0
2095.0,2214845700000.0,3034007200000.0,4288124000000.0,5273074300000.0,5350756000000.0,4994823000000.0,3936410700000.0,3697440200000.0
2096.0,2148247900000.0,2926296200000.0,4223357400000.0,5241555600000.0,5320934000000.0,4958442000000.0,3852201600000.0,3637630200000.0
2097.0,2103133300000.0,2832359200000.0,4153045700000.0,5185672000000.0,5268544400000.0,4889936700000.0,3792048800000.0,3583866000000.0
2098.0,2046782600000.0,2757444000000.0,4083764200000.0,5140946000000.0,5245394000000.0,4835589000000.0,3718272800000.0,3531454000000.0
2099.0,1976045100000.0,2675123200000.0,4020244000000.0,5091204500000.0,5182204700000.0,4784076000000.0,3632655800000.0,3472140800000.0
2100.0,1932091900000.0,2610740900000.0,3944171700000.0,5055308000000.0,5152173000000.0,4748788000000.0,3546070400000.0,3418303200000.0
