time,ACCESS-CM2,CESM2-WACCM,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5,ACCESS-ESM1-5
2034.0,33467912000.0,33541830000.0,33518110000.0,33266082000.0,32250229000.0,33553267000.0
2035.0,33444356000.0,33536348000.0,33498940000.0,33175415000.0,32006265000.0,33540430000.0
2036.0,33413569000.0,33513736000.0,33471961000.0,33090220000.0,31713319000.0,33522166000.0
2037.0,33349415000.0,33491096000.0,33445575000.0,33020180000.0,31417780000.0,33514023000.0
2038.0,33292823000.0,33455544000.0,33417134000.0,32920211000.0,31022367000.0,33517572000.0
2039.0,33248358000.0,33428443000.0,33376455000.0,32777906000.0,30584965000.0,33491480000.0
2040.0,33200687000.0,33405043000.0,33297668000.0,32568134000.0,30170098000.0,33465750000.0
2041.0,33172642000.0,33373463000.0,33282003000.0,32406354000.0,29783245000.0,33442240000.0
2042.0,33141740000.0,33326442000.0,33189759000.0,32159371000.0,29287596000.0,33418707000.0
2043.0,33039229000.0,33282134000.0,33082132000.0,31987223000.0,28763590000.0,33401012000.0
2044.0,32976880000.0,33244109000.0,33018126000.0,31786764000.0,28149025000.0,33357668000.0
2045.0,32923548000.0,33185530000.0,32944214000.0,31545350000.0,27616598000.0,33317065000.0
2046.0,32821324000.0,33147540000.0,32850610000.0,31253664000.0,26978210000.0,33259821000.0
2047.0,32737434000.0,33054587000.0,32683400000.0,30980178000.0,26303566000.0,33209434000.0
2048.0,32672864000.0,33005642000.0,32575250000.0,30673926000.0,25640122000.0,33169107000.0
2049.0,32502454000.0,32918540000.0,32461390000.0,30381677000.0,25086022000.0,33117495000.0
2050.0,32412220000.0,32887517000.0,32302897000.0,30017047000.0,24584184000.0,33064776000.0
2051.0,32234396000.0,32777875000.0,32162360000.0,29763355000.0,24071625000.0,33009177000.0
2052.0,32111490000.0,32667429000.0,32023839000.0,29421892000.0,23513793000.0,32892756000.0
2053.0,31968678000.0,32610998000.0,31839814000.0,29029657000.0,22959444000.0,32778080000.0
2054.0,31699958000.0,32465738000.0,31693900000.0,28751397000.0,22393979000.0,32714306000.0
2055.0,31457454000.0,32324086000.0,31499799000.0,28390984000.0,21841201000.0,32614230000.0
2056.0,31301083000.0,32225118000.0,31281115000.0,28015751000.0,21261873000.0,32505702000.0
2057.0,31057725000.0,32127904000.0,31070740000.0,27739520000.0,20668428000.0,32431303000.0
2058.0,30865863000.0,31979260000.0,30822701000.0,27409690000.0,20028944000.0,32320268000.0
2059.0,30680682000.0,31842324000.0,30548079000.0,27196285000.0,19563553000.0,32236370000.0
2060.0,30449721000.0,31648700000.0,30345861000.0,26786003000.0,18904582000.0,32156713000.0
2061.0,30170400000.0,31430566000.0,30081960000.0,26415696000.0,18269647000.0,32058239000.0
2062.0,29869427000.0,31256893000.0,29768782000.0,25997173000.0,17676063000.0,31959495000.0
2063.0,29545892000.0,31095861000.0,29426430000.0,25607460000.0,16972982000.0,31879737000.0
2064.0,29270467000.0,30881483000.0,29161200000.0,25254392000.0,16323424000.0,31758283000.0
2065.0,28961718000.0,30658492000.0,28880376000.0,24834780000.0,15631972000.0,31626656000.0
2066.0,28564584000.0,30437384000.0,28599966000.0,24493085000.0,14962885000.0,31502848000.0
2067.0,28059951000.0,30180626000.0,28183150000.0,24095904000.0,14341904000.0,31273697000.0
2068.0,27552010000.0,29948320000.0,27795364000.0,23720552000.0,13686899000.0,31146985000.0
2069.0,27046025000.0,29697917000.0,27437586000.0,23376605000.0,13018696000.0,30968328000.0
2070.0,26470210000.0,29469848000.0,27076340000.0,22986224000.0,12252251000.0,30797052000.0
2071.0,25731850000.0,29220401000.0,26705226000.0,22547167000.0,11535885000.0,30574901000.0
2072.0,25126052000.0,28863130000.0,26283233000.0,22116495000.0,10858357000.0,30314017000.0
2073.0,24526698000.0,28608910000.0,25855030000.0,21765104000.0,10301144000.0,30103183000.0
2074.0,23869753000.0,28270367000.0,25551796000.0,21410765000.0,9681526000.0,29886005000.0
2075.0,23158649000.0,27972694000.0,25123938000.0,21005593000.0,9198368000.0,29654400000.0
2076.0,22512466000.0,27614808000.0,24652945000.0,20664148000.0,8702850000.0,29381150000.0
2077.0,21797016000.0,27191327000.0,24276457000.0,20259370000.0,8162773000.0,29048300000.0
2078.0,21249501000.0,26762136000.0,23943006000.0,19893610000.0,7659398000.0,28745736000.0
2079.0,20634343000.0,26302775000.0,23514630000.0,19475659000.0,7136389600.0,28410080000.0
2080.0,19968991000.0,25900340000.0,23164293000.0,19113597000.0,6686277000.0,28032072000.0
2081.0,19304927000.0,25404760000.0,22642362000.0,18652297000.0,6152253400.0,27650925000.0
2082.0,18554616000.0,24883593000.0,22087250000.0,18181155000.0,5723088400.0,27228776000.0
2083.0,17802813000.0,24345338000.0,21537014000.0,17749248000.0,5412918000.0,26818587000.0
2084.0,17160941000.0,23736343000.0,20950997000.0,17377694000.0,5009534000.0,26478240000.0
2085.0,16155528000.0,23068789000.0,20332374000.0,16942030000.0,4565191000.0,26050410000.0
2086.0,15031933000.0,22503180000.0,19738542000.0,16481608000.0,4214862600.0,25640485000.0
2087.0,13953281000.0,21988362000.0,19017693000.0,16068973000.0,3892167700.0,25133294000.0
2088.0,13126684000.0,21433633000.0,18406425000.0,15529374000.0,3717837800.0,24615784000.0
2089.0,12228289000.0,20964870000.0,17726685000.0,14855544000.0,3465953500.0,23961946000.0
2090.0,11102049000.0,20462432000.0,17077333000.0,14379210000.0,3309126700.0,23409656000.0
2091.0,10050861000.0,19995632000.0,16429850000.0,13875044000.0,3141570600.0,22885317000.0
2092.0,9051398000.0,19431780000.0,15878446000.0,13461828000.0,2954302200.0,22435009000.0
2093.0,8430451700.0,18740374000.0,15205434000.0,12983015000.0,2794772500.0,21812572000.0
2094.0,7654942000.0,17964036000.0,14652006000.0,12466530000.0,2651684900.0,21247574000.0
2095.0,6930854000.0,17403430000.0,14071277000.0,11987204000.0,2488319700.0,20737220000.0
2096.0,6244079600.0,16662412000.0,13534919000.0,11581976000.0,2321370600.0,20223730000.0
2097.0,5434954000.0,16094145000.0,12993930000.0,11241908000.0,2128668500.0,19597718000.0
2098.0,4843497500.0,15412018000.0,12535159000.0,10848750000.0,1988746600.0,18933697000.0
2099.0,4372334600.0,14842485000.0,12052147000.0,10400393000.0,1853722000.0,18349058000.0
2100.0,3873553200.0,14224911000.0,11570051000.0,9935852000.0,1726197800.0,17744732000.0
2101.0,3445763800.0,13488721000.0,11065890000.0,9507825000.0,1579489000.0,17196950000.0
2102.0,2843522000.0,12889902000.0,10703516000.0,9241398000.0,1421024500.0,16708659000.0
2103.0,2455492900.0,12172273000.0,10366333000.0,8893737000.0,1227169900.0,16180087000.0
2104.0,2108743700.0,11590924000.0,10025172000.0,8554767400.0,997862400.0,15787619000.0
2105.0,1761353100.0,10788166000.0,9735212000.0,8157093400.0,877463740.0,15263591000.0
2106.0,1469307300.0,10173616000.0,9379279000.0,7856686000.0,727859460.0,14583119000.0
2107.0,1282256400.0,9667668000.0,9050452000.0,7562455600.0,590083400.0,13961892000.0
2108.0,1065714800.0,9178925000.0,8692029000.0,7257241000.0,534791900.0,13276998000.0
2109.0,871237250.0,8604866000.0,8436504000.0,6938473000.0,479601900.0,12548842000.0
2110.0,730050200.0,8038394000.0,8160843300.0,6632320000.0,435068480.0,11817055000.0
2111.0,561733300.0,7417874000.0,7902322700.0,6314971600.0,370609540.0,11277760000.0
2112.0,473851100.0,6721301500.0,7706850300.0,6030123000.0,324517950.0,10639642000.0
2113.0,399164400.0,6066507300.0,7531209000.0,5797801500.0,275200480.0,10122100000.0
2114.0,272405060.0,5512546000.0,7338344400.0,5456258600.0,211521040.0,9573328000.0
2115.0,141739940.0,5057017300.0,7186739700.0,5201696300.0,169725340.0,9030255000.0
2116.0,121607430.0,4680059000.0,6991841300.0,4796844500.0,108430030.0,8579745000.0
2117.0,60371844.0,4395027000.0,6834006500.0,4519770600.0,89534740.0,8162875400.0
2118.0,3715962.0,4244621600.0,6618763000.0,4335284700.0,83963224.0,7787479600.0
2119.0,3545461.0,3992085800.0,6390170000.0,4105856500.0,77836450.0,7236744000.0
2120.0,3171016.5,3638623700.0,6220537000.0,3947926000.0,65504616.0,6746651000.0
2121.0,1719911.4,3338624800.0,5990247000.0,3805861000.0,57717770.0,6024940000.0
2122.0,1243459.1,3173543000.0,5851276000.0,3589742000.0,50393144.0,5513510000.0
2123.0,309940.34,2970060500.0,5694107600.0,3401265000.0,41497964.0,5087807000.0
2124.0,83909.13,2721062000.0,5543384600.0,3002806300.0,23937632.0,4733852000.0
2125.0,47598.79,2471152600.0,5412595000.0,2752375600.0,8384979.5,4439848000.0
2126.0,36299.61,2254747400.0,5260394000.0,2495333000.0,8276305.5,4047125200.0
2127.0,20869.516,1998539600.0,5099391000.0,2308826600.0,8038869.0,3706786000.0
2128.0,20869.516,1785734300.0,4917149000.0,2055636500.0,7923946.0,3427652900.0
2129.0,16300.148,1590683900.0,4748580000.0,1890258600.0,7776297.5,3109117700.0
2130.0,0.0,1375261000.0,4586323000.0,1682464000.0,5027612.5,2771259100.0
2131.0,0.0,1240428900.0,4441230000.0,1460866200.0,4951642.5,2572014800.0
2132.0,0.0,1148079200.0,4278040300.0,1248105300.0,4901563.0,2178267000.0
2133.0,0.0,1057222600.0,4127488500.0,1097977000.0,4699311.0,1959510300.0
2134.0,0.0,977917900.0,3961138000.0,1025924600.0,4633325.0,1717578500.0
2135.0,0.0,907082500.0,3830363000.0,951572740.0,4498960.0,1527147300.0
2136.0,0.0,833691200.0,3699354600.0,876129340.0,4378718.5,1335310300.0
2137.0,0.0,773547970.0,3577401300.0,814551550.0,3989264.8,1165270100.0
2138.0,0.0,711111900.0,3460818400.0,740317600.0,3131243.8,1013503400.0
2139.0,0.0,646592000.0,3334307300.0,672678460.0,2913770.2,838305000.0
2140.0,0.0,582395460.0,3233367300.0,598571460.0,2907972.5,731588160.0
2141.0,0.0,523477540.0,3117871600.0,537987600.0,2808749.8,608399200.0
2142.0,0.0,457665400.0,3034407400.0,485988100.0,2507568.8,452017860.0
2143.0,0.0,402045380.0,2943020300.0,452252580.0,2218193.2,387195100.0
2144.0,0.0,357390340.0,2825757400.0,392008100.0,2142789.8,344335040.0
2145.0,0.0,333729000.0,2735292400.0,359121820.0,1969026.6,301853250.0
2146.0,0.0,304706140.0,2662870000.0,335085920.0,1961413.2,250352780.0
2147.0,0.0,281325500.0,2589466600.0,305367420.0,1917895.4,173273810.0
2148.0,0.0,249643330.0,2544203000.0,278997200.0,1873290.2,105000680.0
2149.0,0.0,222627170.0,2424020700.0,250949540.0,1523709.1,97233950.0
2150.0,0.0,176284720.0,2313745200.0,220089660.0,1477786.2,89326080.0
2151.0,0.0,153266430.0,2229555500.0,185044210.0,1463720.6,81475490.0
2152.0,0.0,133492390.0,2152935400.0,130245180.0,1445100.2,73357896.0
2153.0,0.0,108661304.0,2102078100.0,95533420.0,1181327.6,65623984.0
2154.0,0.0,78972490.0,2049752600.0,90301880.0,641203.75,60432092.0
2155.0,0.0,65835416.0,1969267000.0,87371416.0,535593.25,51138316.0
2156.0,0.0,60592856.0,1906682800.0,82121580.0,381833.0,41393584.0
2157.0,0.0,55674230.0,1844913500.0,76963416.0,378450.0,23656988.0
2158.0,0.0,48760960.0,1801874600.0,71780560.0,376434.4,617007.94
2159.0,0.0,42127900.0,1737689900.0,66687104.0,373796.4,607560.56
2160.0,0.0,35674700.0,1680135700.0,61557652.0,370888.75,591234.75
2161.0,0.0,29561512.0,1601645800.0,56714628.0,361837.7,313198.9
2162.0,0.0,18303746.0,1549582100.0,52043880.0,360314.38,306104.94
2163.0,0.0,93425.86,1492019000.0,45296612.0,358839.03,85663.055
2164.0,0.0,90614.37,1441637400.0,38976976.0,340050.44,76799.8
2165.0,0.0,53388.617,1400375000.0,30339094.0,338999.3,63780.453
2166.0,0.0,51129.312,1348620700.0,15697936.0,337554.75,39631.57
2167.0,0.0,48940.95,1322745000.0,3378410.5,336112.8,39143.93
2168.0,0.0,40178.777,1294964400.0,3210202.2,334617.7,38578.367
2169.0,0.0,39515.973,1250851800.0,3203013.8,333177.5,20869.516
2170.0,0.0,38803.684,1202169200.0,3200322.8,326825.34,20869.516
2171.0,0.0,20869.516,1181753100.0,3130362.2,309071.97,20869.516
2172.0,0.0,20869.516,1170666800.0,3082837.8,0.0,20869.516
2173.0,0.0,20869.516,1151988700.0,2995189.5,0.0,20869.516
2174.0,0.0,20869.516,1125769000.0,2884524.2,0.0,16300.148
2175.0,0.0,20869.516,1106252300.0,2776414.8,0.0,0.0
2176.0,0.0,16300.148,1080483600.0,2770555.0,0.0,0.0
2177.0,0.0,0.0,1050751600.0,2682231.5,0.0,0.0
2178.0,0.0,0.0,1019031700.0,2547612.8,0.0,0.0
2179.0,0.0,0.0,987930560.0,2488714.8,0.0,0.0
2180.0,0.0,0.0,963792830.0,2489367.8,0.0,0.0
2181.0,0.0,0.0,933506940.0,2451326.5,0.0,0.0
2182.0,0.0,0.0,884594940.0,2282197.0,0.0,0.0
2183.0,0.0,0.0,871393540.0,2220955.5,0.0,0.0
2184.0,0.0,0.0,848226900.0,2112538.2,0.0,0.0
2185.0,0.0,0.0,834120600.0,1996367.8,0.0,0.0
2186.0,0.0,0.0,818159170.0,1982194.1,0.0,0.0
2187.0,0.0,0.0,797308860.0,1960222.1,0.0,0.0
2188.0,0.0,0.0,772588860.0,1794000.8,0.0,0.0
2189.0,0.0,0.0,755791000.0,1723837.1,0.0,0.0
2190.0,0.0,0.0,749358800.0,1453498.9,0.0,0.0
2191.0,0.0,0.0,736335100.0,1444718.1,0.0,0.0
2192.0,0.0,0.0,699061100.0,1438122.2,0.0,0.0
2193.0,0.0,0.0,682398300.0,1281473.6,0.0,0.0
2194.0,0.0,0.0,652931900.0,1278395.4,0.0,0.0
2195.0,0.0,0.0,643042050.0,888597.3,0.0,0.0
2196.0,0.0,0.0,627797200.0,874710.5,0.0,0.0
2197.0,0.0,0.0,615250100.0,870171.4,0.0,0.0
2198.0,0.0,0.0,613984450.0,918054.2,0.0,0.0
2199.0,0.0,0.0,597576100.0,863955.44,0.0,0.0
2200.0,0.0,0.0,567279500.0,715306.9,0.0,0.0
2201.0,0.0,0.0,556356860.0,577090.6,0.0,0.0
2202.0,0.0,0.0,545731700.0,532950.4,0.0,0.0
2203.0,0.0,0.0,524422880.0,488586.88,0.0,0.0
2204.0,0.0,0.0,505561000.0,381267.88,0.0,0.0
2205.0,0.0,0.0,493726850.0,263939.6,0.0,0.0
2206.0,0.0,0.0,493023940.0,259791.56,0.0,0.0
2207.0,0.0,0.0,470607200.0,258886.94,0.0,0.0
2208.0,0.0,0.0,470512930.0,216323.53,0.0,0.0
2209.0,0.0,0.0,458033900.0,148697.3,0.0,0.0
2210.0,0.0,0.0,457863040.0,148023.39,0.0,0.0
2211.0,0.0,0.0,435419620.0,120144.49,0.0,0.0
2212.0,0.0,0.0,416338400.0,103709.92,0.0,0.0
2213.0,0.0,0.0,397451330.0,94731.375,0.0,0.0
2214.0,0.0,0.0,397383100.0,93637.375,0.0,0.0
2215.0,0.0,0.0,397299600.0,92778.1,0.0,0.0
2216.0,0.0,0.0,397219500.0,91446.75,0.0,0.0
2217.0,0.0,0.0,380945660.0,89819.234,0.0,0.0
2218.0,0.0,0.0,374333630.0,53054.1,0.0,0.0
2219.0,0.0,0.0,364423550.0,52248.66,0.0,0.0
2220.0,0.0,0.0,364381340.0,51249.836,0.0,0.0
2221.0,0.0,0.0,359602880.0,43662.45,0.0,0.0
2222.0,0.0,0.0,343159040.0,43300.562,0.0,0.0
2223.0,0.0,0.0,336203600.0,43135.15,0.0,0.0
2224.0,0.0,0.0,336141400.0,43014.695,0.0,0.0
2225.0,0.0,0.0,323904420.0,42919.04,0.0,0.0
2226.0,0.0,0.0,323829630.0,42692.168,0.0,0.0
2227.0,0.0,0.0,319555230.0,42523.27,0.0,0.0
2228.0,0.0,0.0,294436830.0,50632.312,0.0,0.0
2229.0,0.0,0.0,294386020.0,42322.832,0.0,0.0
2230.0,0.0,0.0,282810080.0,39908.117,0.0,0.0
2231.0,0.0,0.0,282753400.0,39655.016,0.0,0.0
2232.0,0.0,0.0,282196900.0,39536.938,0.0,0.0
2233.0,0.0,0.0,277061100.0,39380.04,0.0,0.0
2234.0,0.0,0.0,276995400.0,39013.48,0.0,0.0
2235.0,0.0,0.0,253612030.0,38628.848,0.0,0.0
2236.0,0.0,0.0,253562500.0,20869.516,0.0,0.0
2237.0,0.0,0.0,253524540.0,20869.516,0.0,0.0
2238.0,0.0,0.0,247805800.0,20869.516,0.0,0.0
2239.0,0.0,0.0,247782430.0,20869.516,0.0,0.0
2240.0,0.0,0.0,247737420.0,20869.516,0.0,0.0
2241.0,0.0,0.0,243345380.0,20869.516,0.0,0.0
2242.0,0.0,0.0,243245220.0,20869.516,0.0,0.0
2243.0,0.0,0.0,243219100.0,20869.516,0.0,0.0
2244.0,0.0,0.0,224589540.0,20869.516,0.0,0.0
2245.0,0.0,0.0,224560080.0,16300.148,0.0,0.0
2246.0,0.0,0.0,216865040.0,16300.148,0.0,0.0
2247.0,0.0,0.0,213179420.0,16300.148,0.0,0.0
2248.0,0.0,0.0,213143400.0,0.0,0.0,0.0
2249.0,0.0,0.0,213117920.0,0.0,0.0,0.0
2250.0,0.0,0.0,213102140.0,2241.1921,0.0,0.0
2251.0,0.0,0.0,206875520.0,0.0,0.0,0.0
2252.0,0.0,0.0,206870560.0,0.0,0.0,0.0
2253.0,0.0,0.0,203779570.0,0.0,0.0,0.0
2254.0,0.0,0.0,203769740.0,0.0,0.0,0.0
2255.0,0.0,0.0,198923890.0,2241.1921,0.0,0.0
2256.0,0.0,0.0,179413490.0,0.0,0.0,0.0
2257.0,0.0,0.0,179398140.0,0.0,0.0,0.0
2258.0,0.0,0.0,179386640.0,0.0,0.0,0.0
2259.0,0.0,0.0,179367300.0,0.0,0.0,0.0
2260.0,0.0,0.0,176675360.0,10363.5625,0.0,0.0
2261.0,0.0,0.0,176679980.0,0.0,0.0,0.0
2262.0,0.0,0.0,176660720.0,0.0,0.0,0.0
2263.0,0.0,0.0,176626290.0,0.0,0.0,0.0
2264.0,0.0,0.0,176605360.0,0.0,0.0,0.0
2265.0,0.0,0.0,176580860.0,0.0,0.0,0.0
2266.0,0.0,0.0,176553550.0,0.0,0.0,0.0
2267.0,0.0,0.0,176208590.0,0.0,0.0,0.0
2268.0,0.0,0.0,176186200.0,0.0,0.0,0.0
2269.0,0.0,0.0,167983360.0,0.0,0.0,0.0
2270.0,0.0,0.0,167978500.0,0.0,0.0,0.0
2271.0,0.0,0.0,167979490.0,0.0,0.0,0.0
2272.0,0.0,0.0,167960220.0,0.0,0.0,0.0
2273.0,0.0,0.0,167937970.0,0.0,0.0,0.0
2274.0,0.0,0.0,162057840.0,0.0,0.0,0.0
2275.0,0.0,0.0,160808830.0,0.0,0.0,0.0
2276.0,0.0,0.0,160804400.0,0.0,0.0,0.0
2277.0,0.0,0.0,160777300.0,0.0,0.0,0.0
2278.0,0.0,0.0,142340560.0,0.0,0.0,0.0
2279.0,0.0,0.0,142323740.0,0.0,0.0,0.0
2280.0,0.0,0.0,140594910.0,0.0,0.0,0.0
2281.0,0.0,0.0,140593950.0,0.0,0.0,0.0
2282.0,0.0,0.0,140599520.0,0.0,0.0,0.0
2283.0,0.0,0.0,140595230.0,0.0,0.0,0.0
2284.0,0.0,0.0,140565000.0,0.0,0.0,0.0
2285.0,0.0,0.0,140560510.0,0.0,0.0,0.0
2286.0,0.0,0.0,140546160.0,0.0,0.0,0.0
2287.0,0.0,0.0,139170500.0,0.0,0.0,0.0
2288.0,0.0,0.0,139158510.0,0.0,0.0,0.0
2289.0,0.0,0.0,139158450.0,0.0,0.0,0.0
2290.0,0.0,0.0,139157090.0,0.0,0.0,0.0
2291.0,0.0,0.0,139149140.0,0.0,0.0,0.0
2292.0,0.0,0.0,139140320.0,0.0,0.0,0.0
2293.0,0.0,0.0,132932660.0,0.0,0.0,0.0
2294.0,0.0,0.0,132936000.0,0.0,0.0,0.0
2295.0,0.0,0.0,132922290.0,0.0,0.0,0.0
2296.0,0.0,0.0,132913410.0,0.0,0.0,0.0
2297.0,0.0,0.0,132905170.0,0.0,0.0,0.0
2298.0,0.0,0.0,132080020.0,0.0,0.0,0.0
2299.0,0.0,0.0,131752560.0,0.0,0.0,0.0
2300.0,0.0,0.0,131762430.0,0.0,0.0,0.0
