time,MRI-ESM2-0,CANESM5,CESM2-WACCM,IPSL-CM6A-LR
2077.0,22706508000.0,9924495000.0,30067931000.0,28040337000.0
2078.0,22399720000.0,9526708000.0,29896460000.0,27860924000.0
2079.0,22114664000.0,9222184000.0,29760502000.0,27632170000.0
2080.0,21823869000.0,8853407000.0,29624668000.0,27351700000.0
2081.0,21531308000.0,8532828700.0,29624252000.0,27120493000.0
2082.0,21317067000.0,8184522000.0,29416704000.0,26820686000.0
2083.0,21089268000.0,7773060600.0,29290932000.0,26560518000.0
2084.0,20880042000.0,7451582000.0,29325451000.0,26365810000.0
2085.0,20617430000.0,7186075600.0,29165525000.0,26196003000.0
2086.0,20371044000.0,6894992000.0,29020760000.0,26010790000.0
2087.0,20126005000.0,6609807000.0,28861358000.0,25737994000.0
2088.0,19885152000.0,6382794000.0,28797936000.0,25501039000.0
2089.0,19699565000.0,6091679000.0,28621965000.0,25264263000.0
2090.0,19486982000.0,5849455600.0,28536467000.0,25008386000.0
2091.0,19298134000.0,5627191300.0,28414743000.0,24808354000.0
2092.0,19024430000.0,5359876000.0,28344600000.0,24554148000.0
2093.0,18820528000.0,5115911700.0,28360038000.0,24273093000.0
2094.0,18584439000.0,4815350300.0,28184580000.0,24056848000.0
2095.0,18380159000.0,4617192400.0,28023728000.0,23850610000.0
2096.0,18271795000.0,4447955500.0,27909208000.0,23607340000.0
2097.0,18008386000.0,4323499000.0,27751760000.0,23379239000.0
2098.0,17787484000.0,4196298500.0,27667233000.0,23206506000.0
2099.0,17607959000.0,4053512700.0,27521847000.0,22954811000.0
2100.0,17371010000.0,3931841800.0,27407024000.0,22683308000.0
2101.0,17237852000.0,3835609600.0,27354573000.0,22564483000.0
2102.0,17636448000.0,3765740300.0,27237872000.0,22297022000.0
2103.0,17080503000.0,3694652700.0,27207922000.0,22084980000.0
2104.0,16887947000.0,3594219000.0,27036727000.0,21849573000.0
2105.0,17091803000.0,3507540200.0,26915420000.0,21691468000.0
2106.0,16681402000.0,3464772400.0,26772134000.0,21516319000.0
2107.0,16588435000.0,3411114500.0,26822162000.0,21335410000.0
2108.0,16530456000.0,3356851500.0,26649840000.0,21152408000.0
2109.0,17215713000.0,3303656000.0,26579530000.0,20949473000.0
2110.0,16631700000.0,3258994200.0,26546300000.0,20715039000.0
2111.0,16491509000.0,3224221200.0,26414950000.0,20518670000.0
2112.0,16224101000.0,3196735000.0,26253435000.0,20431448000.0
2113.0,18124552000.0,3149416200.0,26179578000.0,20255450000.0
2114.0,16954387000.0,3094815700.0,26072842000.0,20091324000.0
2115.0,16750888000.0,3077269800.0,26018912000.0,19927240000.0
2116.0,16580316000.0,3014183400.0,26066743000.0,19760413000.0
2117.0,17002876000.0,2987196200.0,26134090000.0,19512226000.0
2118.0,17408160000.0,2944543200.0,25868340000.0,19346514000.0
2119.0,16656303000.0,2920627500.0,26193363000.0,19145595000.0
2120.0,16894972000.0,2897608000.0,26173782000.0,18929019000.0
2121.0,16364226000.0,2874376200.0,25868214000.0,18761705000.0
2122.0,16356690000.0,2824135200.0,25636434000.0,18576304000.0
2123.0,16640094000.0,2786419500.0,25562024000.0,18441920000.0
2124.0,17900150000.0,2746601000.0,25399376000.0,18331509000.0
2125.0,16456464000.0,2722877000.0,25975394000.0,18202590000.0
2126.0,15929022000.0,2641929500.0,25571312000.0,18318307000.0
2127.0,18532024000.0,2619742700.0,25400572000.0,17982247000.0
2128.0,18182998000.0,2608389600.0,25249997000.0,17855820000.0
2129.0,17691910000.0,2578820400.0,25193032000.0,17735895000.0
2130.0,17055914000.0,2546455600.0,25116467000.0,17626526000.0
2131.0,16301370000.0,2522759400.0,24967668000.0,17392456000.0
2132.0,16479264000.0,2499916500.0,24806636000.0,17384284000.0
2133.0,17472403000.0,2481012200.0,24719309000.0,17200478000.0
2134.0,16756029000.0,2427990300.0,24790725000.0,16965197000.0
2135.0,17828893000.0,2403414300.0,24806212000.0,16833228000.0
2136.0,18060200000.0,2369607000.0,24488280000.0,16736537000.0
2137.0,19779817000.0,2377776600.0,24486849000.0,16681870000.0
2138.0,18601026000.0,2322155000.0,24512879000.0,16443766000.0
2139.0,17728370000.0,2295859700.0,24543162000.0,16340951000.0
2140.0,17299765000.0,2261218300.0,24338946000.0,16268815000.0
2141.0,17917508000.0,2239218400.0,24191668000.0,16151738000.0
2142.0,17870619000.0,2215178800.0,24866824000.0,16014629000.0
2143.0,18444770000.0,2191666000.0,24138381000.0,15985711000.0
2144.0,17072638000.0,2165537800.0,24234682000.0,15942910000.0
2145.0,16767463000.0,2128611000.0,23976559000.0,15720438000.0
2146.0,17496087000.0,2098249000.0,23849898000.0,15870049000.0
2147.0,19213427000.0,2101115800.0,23766520000.0,15762249000.0
2148.0,18898582000.0,2072388900.0,23686687000.0,15512306000.0
2149.0,17928270000.0,2065464800.0,23954403000.0,15483137000.0
2150.0,17369778000.0,2015491200.0,23696923000.0,15314580000.0
2151.0,17339265000.0,1983875000.0,23710430000.0,15241492000.0
2152.0,17033345000.0,1950101600.0,23511415000.0,15139301000.0
2153.0,16672567000.0,1929690100.0,23545293000.0,14999884000.0
2154.0,17386887000.0,1922164200.0,23472409000.0,15260268000.0
2155.0,16737092000.0,1879948400.0,23335987000.0,15007457000.0
2156.0,18483024000.0,1861059700.0,23344615000.0,14872649000.0
2157.0,18261508000.0,1856897400.0,24116797000.0,14807123000.0
2158.0,18723588000.0,1835274200.0,23385799000.0,14639882000.0
2159.0,17025098000.0,1816566500.0,23131370000.0,14490340000.0
2160.0,18325340000.0,1794498400.0,23025610000.0,14411484000.0
2161.0,17372406000.0,1790153500.0,23130378000.0,14299810000.0
2162.0,17150904000.0,1790600400.0,22912705000.0,14376482000.0
2163.0,16706909000.0,1779430100.0,22889839000.0,14232173000.0
2164.0,16623188000.0,1808249000.0,22960110000.0,14113535000.0
2165.0,18487943000.0,1787680400.0,22956810000.0,14108367000.0
2166.0,18488562000.0,1769933400.0,23648983000.0,13987497000.0
2167.0,18469507000.0,1744828700.0,22810122000.0,13913283000.0
2168.0,17961620000.0,1734260600.0,23100342000.0,13972777000.0
2169.0,18099845000.0,1723502700.0,22676765000.0,13924542000.0
2170.0,17756730000.0,1723084200.0,22596588000.0,13764956000.0
2171.0,20405238000.0,1715388500.0,23071190000.0,13701698000.0
2172.0,19595264000.0,1848812400.0,22827720000.0,13652380000.0
2173.0,18572760000.0,1706275000.0,22706676000.0,14158863000.0
2174.0,19117644000.0,1877064600.0,22487005000.0,13634288000.0
2175.0,18233696000.0,1699083600.0,22495298000.0,13616516000.0
2176.0,18235533000.0,1684636300.0,22431515000.0,13445002000.0
2177.0,18062481000.0,1710060200.0,22350550000.0,13402127000.0
2178.0,17843059000.0,1668337000.0,22513875000.0,13420119000.0
2179.0,17586520000.0,1652699400.0,22278066000.0,13294495000.0
2180.0,19528649000.0,1607847700.0,22151100000.0,13204919000.0
2181.0,19182944000.0,1606301200.0,22075760000.0,13138407000.0
2182.0,18333751000.0,1589586200.0,21952480000.0,13108709000.0
2183.0,17945800000.0,1592724000.0,21882974000.0,13073279000.0
2184.0,17372836000.0,1582006900.0,22197725000.0,13025198000.0
2185.0,17532828000.0,1562743000.0,21938768000.0,13135802000.0
2186.0,18002098000.0,1596479000.0,22269893000.0,12908501000.0
2187.0,19621474000.0,1540343900.0,22170040000.0,12849152000.0
2188.0,18180362000.0,1529018800.0,22057972000.0,12866666000.0
2189.0,17872587000.0,1521589800.0,21793102000.0,12851618000.0
2190.0,18840797000.0,1516879400.0,21583378000.0,12738108000.0
2191.0,17841267000.0,1504668900.0,21647682000.0,12671738000.0
2192.0,17631025000.0,1538588300.0,21699801000.0,12632239000.0
2193.0,17629129000.0,1528185600.0,21429481000.0,12882145000.0
2194.0,17557197000.0,1487980900.0,22017559000.0,12630164000.0
2195.0,18186598000.0,1471325600.0,21733750000.0,12589954000.0
2196.0,17739158000.0,1445044900.0,21685146000.0,12532916000.0
2197.0,17355833000.0,1601844400.0,21423563000.0,12695910000.0
2198.0,17272250000.0,1659290200.0,21272703000.0,12466503000.0
2199.0,17373480000.0,1685282300.0,21135890000.0,12552391000.0
2200.0,18547988000.0,1562714400.0,21107840000.0,12539218000.0
2201.0,17186562000.0,1572419700.0,21004622000.0,12330749000.0
2202.0,17345130000.0,1495128400.0,22007167000.0,12777425000.0
2203.0,17623100000.0,1457429500.0,21029212000.0,12606838000.0
2204.0,17673280000.0,1439133400.0,20830695000.0,12446421000.0
2205.0,17074121000.0,1444878800.0,20757120000.0,12241268000.0
2206.0,17054332000.0,1479564700.0,20680660000.0,12199025000.0
2207.0,17022242000.0,1411012400.0,20628662000.0,12447700000.0
2208.0,16863986000.0,1477264600.0,20530730000.0,12292656000.0
2209.0,16831360000.0,1488825700.0,20539394000.0,12674636000.0
2210.0,16713842000.0,1513355400.0,21090011000.0,12557556000.0
2211.0,16734830000.0,1428797300.0,20477290000.0,12454612000.0
2212.0,17076830000.0,1385483500.0,20425032000.0,12212131000.0
2213.0,16625390000.0,1371889900.0,20347613000.0,12408065000.0
2214.0,16552413000.0,1363383600.0,20303165000.0,12050958000.0
2215.0,17245778000.0,1412811000.0,20239487000.0,12101450000.0
2216.0,16797233000.0,1344702700.0,20306326000.0,12062888000.0
2217.0,16597157000.0,1393594000.0,20271718000.0,11922217000.0
2218.0,16609276000.0,1325559400.0,20201607000.0,12182259000.0
2219.0,16976302000.0,1304219100.0,20109373000.0,11993760000.0
2220.0,17792709000.0,1297332900.0,20003983000.0,11745928000.0
2221.0,17405958000.0,1338689400.0,20142471000.0,11720012000.0
2222.0,17197507000.0,1297818400.0,19906474000.0,11783708000.0
2223.0,17649238000.0,1422549100.0,19860333000.0,11762590000.0
2224.0,16868353000.0,1292313100.0,19821630000.0,11725212000.0
2225.0,16472534000.0,1270268700.0,19742804000.0,11650407000.0
2226.0,16437409000.0,1274982000.0,19772410000.0,11602006000.0
2227.0,16505991000.0,1252700900.0,19641328000.0,11936548000.0
2228.0,16845883000.0,1242516700.0,19603716000.0,11626130000.0
2229.0,16530419000.0,1236905900.0,19598442000.0,11673911000.0
2230.0,17793903000.0,1236293100.0,19519900000.0,11619493000.0
2231.0,17067871000.0,1235857400.0,19472648000.0,11469794000.0
2232.0,18265330000.0,1226577900.0,19367592000.0,11452879000.0
2233.0,16781381000.0,1214497800.0,19296313000.0,11792347000.0
2234.0,17384466000.0,1210308100.0,19238347000.0,11365770000.0
2235.0,16704522000.0,1201881300.0,19384017000.0,11352096000.0
2236.0,16582393000.0,1191969900.0,19167212000.0,11278587000.0
2237.0,16583959000.0,1190343000.0,19116466000.0,11221487000.0
2238.0,16494567000.0,1189238500.0,19160328000.0,11294238000.0
2239.0,18045730000.0,1183240100.0,19075800000.0,11405937000.0
2240.0,17839733000.0,1198213200.0,19077610000.0,11295733000.0
2241.0,18145866000.0,1185459800.0,19047076000.0,11147425000.0
2242.0,18647996000.0,1171885200.0,18931510000.0,11118639000.0
2243.0,21535461000.0,1172571900.0,18914597000.0,11315101000.0
2244.0,19542240000.0,1166246800.0,18904556000.0,11271737000.0
2245.0,18884112000.0,1157861100.0,18865314000.0,11129179000.0
2246.0,18371066000.0,1148869400.0,18854402000.0,11120243000.0
2247.0,18773393000.0,1145563400.0,18779666000.0,11180223000.0
2248.0,18981614000.0,1154170500.0,18797451000.0,11823175000.0
2249.0,18129957000.0,1136079200.0,18711593000.0,11082842000.0
2250.0,18247810000.0,1134399000.0,18833375000.0,11005979000.0
2251.0,18796425000.0,1131509800.0,18959220000.0,11676376000.0
2252.0,18442883000.0,1156914200.0,19092455000.0,11099953000.0
2253.0,18359730000.0,1238001800.0,18689655000.0,11255431000.0
2254.0,20365365000.0,1119539800.0,18549848000.0,10979381000.0
2255.0,18851690000.0,1115537900.0,18500092000.0,10950290000.0
2256.0,18200070000.0,1110847400.0,18476634000.0,10955427000.0
2257.0,19986452000.0,1107950200.0,18393262000.0,11009069000.0
2258.0,18589342000.0,1105426400.0,18329209000.0,10876041000.0
2259.0,18462860000.0,1102483500.0,18347481000.0,10852199000.0
2260.0,18372327000.0,1136068200.0,18279555000.0,10972652000.0
2261.0,18270783000.0,1116770400.0,18227704000.0,11692788000.0
2262.0,18083117000.0,1115119400.0,18234497000.0,11179500000.0
2263.0,20047950000.0,1101851300.0,18126040000.0,11214629000.0
2264.0,18173305000.0,1127715300.0,18074610000.0,10925496000.0
2265.0,18791143000.0,1098962700.0,18034285000.0,10798037000.0
2266.0,18146937000.0,1094103300.0,17970029000.0,10992810000.0
2267.0,18593153000.0,1093788400.0,18536385000.0,10880036000.0
2268.0,18129793000.0,1142158700.0,17922804000.0,10729040000.0
2269.0,18083744000.0,1109960300.0,17856834000.0,11093287000.0
2270.0,18049872000.0,1102273400.0,19032033000.0,10712143000.0
2271.0,18028544000.0,1098621000.0,17742790000.0,10691574000.0
2272.0,18180665000.0,1081757400.0,17706790000.0,10759152000.0
2273.0,18373304000.0,1070316860.0,17685613000.0,10922721000.0
2274.0,18535220000.0,1064577200.0,17625540000.0,10658499000.0
2275.0,18540476000.0,1056047040.0,17595939000.0,11027841000.0
2276.0,18911717000.0,1055548400.0,17555192000.0,10637326000.0
2277.0,18283526000.0,1046822660.0,17506510000.0,10607668000.0
2278.0,18185929000.0,1042340700.0,17480008000.0,10823486000.0
2279.0,18118320000.0,1039229440.0,17357617000.0,10604780000.0
2280.0,18039996000.0,1038982850.0,17598660000.0,10609810000.0
2281.0,18062295000.0,1041837950.0,17343707000.0,10504718000.0
2282.0,18097662000.0,1032928450.0,17283584000.0,10533891000.0
2283.0,18031716000.0,1030838340.0,17276301000.0,10486245000.0
2284.0,18038084000.0,1026734900.0,17243849000.0,10478076000.0
2285.0,17931598000.0,1021344260.0,17186484000.0,10451350000.0
2286.0,17944070000.0,1015792100.0,17107226000.0,10451925000.0
2287.0,17918847000.0,1012445800.0,17062804000.0,11244605000.0
2288.0,17868796000.0,1007932500.0,17035463000.0,10763707000.0
2289.0,17937172000.0,1007193300.0,16991714000.0,10472872000.0
2290.0,17907833000.0,1006708100.0,16898960000.0,10413671000.0
2291.0,17855700000.0,994775740.0,16864049000.0,10391827000.0
2292.0,17999480000.0,992526140.0,16782255000.0,10366925000.0
2293.0,17871630000.0,985194900.0,16803635000.0,10530510000.0
2294.0,17882378000.0,982880640.0,16733049000.0,10707155000.0
2295.0,17876531000.0,978017660.0,16698173000.0,10589930000.0
2296.0,18093180000.0,978135800.0,16870106000.0,10431774000.0
2297.0,17937721000.0,973984060.0,16610576000.0,10374817000.0
2298.0,17844287000.0,964573800.0,16562408000.0,10575264000.0
2299.0,17791121000.0,963956540.0,16486055000.0,10385473000.0
2300.0,17781220000.0,963083100.0,16464985000.0,10409958000.0
