,cmip,gcm_original,gcm,scenario,rgi_reg,end_year,bias_correction,perc_area_missing,fpath,exp,historical_future_option,oggm_version
ISIMIP3b_CMIP6:2100:CNRM-ESM2-1:ssp370:RGI15,ISIMIP3b_CMIP6,cnrm-esm2-1,CNRM-ESM2-1,ssp370,RGI15,2101,ISIMIP3b:1979-2014,0.0005063049215281668,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI15/run_hydro_w5e5_gcm_merged_cnrm-esm2-1_r1i1p1f2_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:UKESM1-0-LL:ssp370:RGI15,ISIMIP3b_CMIP6,ukesm1-0-ll,UKESM1-0-LL,ssp370,RGI15,2101,ISIMIP3b:1979-2014,0.0004913058079011259,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI15/run_hydro_w5e5_gcm_merged_ukesm1-0-ll_r1i1p1f2_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:IPSL-CM6A-LR:ssp370:RGI15,ISIMIP3b_CMIP6,ipsl-cm6a-lr,IPSL-CM6A-LR,ssp370,RGI15,2101,ISIMIP3b:1979-2014,0.00051085216412098,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI15/run_hydro_w5e5_gcm_merged_ipsl-cm6a-lr_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CNRM-CM6-1:ssp126:RGI15,ISIMIP3b_CMIP6,cnrm-cm6-1,CNRM-CM6-1,ssp126,RGI15,2101,ISIMIP3b:1979-2014,0.0005063049215281668,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI15/run_hydro_w5e5_gcm_merged_cnrm-cm6-1_r1i1p1f2_ssp126_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CANESM5:ssp126:RGI15,ISIMIP3b_CMIP6,canesm5,CANESM5,ssp126,RGI15,2101,ISIMIP3b:1979-2014,0.0005063049215281668,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI15/run_hydro_w5e5_gcm_merged_canesm5_r1i1p1f1_ssp126_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CANESM5:ssp534-over:RGI15,ISIMIP3b_CMIP6,canesm5,CANESM5,ssp534-over,RGI15,2101,ISIMIP3b:1979-2014,0.0004277801501865999,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI15/run_hydro_w5e5_gcm_merged_canesm5_r1i1p1f1_ssp534-over_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:TAIESM1:ssp585:RGI15,ISIMIP3b_CMIP6,taiesm1,TAIESM1,ssp585,RGI15,2101,ISIMIP3b:1979-2014,0.0004913058079011259,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI15/run_hydro_w5e5_gcm_merged_taiesm1_r1i1p1f1_ssp585_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CESM2-WACCM:ssp585:RGI15,ISIMIP3b_CMIP6,cesm2-waccm,CESM2-WACCM,ssp585,RGI15,2101,ISIMIP3b:1979-2014,0.0004958530504939392,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI15/run_hydro_w5e5_gcm_merged_cesm2-waccm_r1i1p1f1_ssp585_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:MRI-ESM2-0:ssp370:RGI15,ISIMIP3b_CMIP6,mri-esm2-0,MRI-ESM2-0,ssp370,RGI15,2101,ISIMIP3b:1979-2014,0.00051085216412098,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI15/run_hydro_w5e5_gcm_merged_mri-esm2-0_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:MPI-ESM1-2-HR:ssp126:RGI15,ISIMIP3b_CMIP6,mpi-esm1-2-hr,MPI-ESM1-2-HR,ssp126,RGI15,2101,ISIMIP3b:1979-2014,0.0005486553600045174,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI15/run_hydro_w5e5_gcm_merged_mpi-esm1-2-hr_r1i1p1f1_ssp126_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:GFDL-ESM4:ssp370:RGI15,ISIMIP3b_CMIP6,gfdl-esm4,GFDL-ESM4,ssp370,RGI15,2101,ISIMIP3b:1979-2014,0.0005194036949671663,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI15/run_hydro_w5e5_gcm_merged_gfdl-esm4_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:KACE-1-0-G:ssp370:RGI15,ISIMIP3b_CMIP6,kace-1-0-g,KACE-1-0-G,ssp370,RGI15,2101,ISIMIP3b:1979-2014,0.0005628400421223976,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI15/run_hydro_w5e5_gcm_merged_kace-1-0-g_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:MIROC6:ssp585:RGI15,ISIMIP3b_CMIP6,miroc6,MIROC6,ssp585,RGI15,2101,ISIMIP3b:1979-2014,0.0005251047155312903,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI15/run_hydro_w5e5_gcm_merged_miroc6_r1i1p1f1_ssp585_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:TAIESM1:ssp245:RGI15,ISIMIP3b_CMIP6,taiesm1,TAIESM1,ssp245,RGI15,2101,ISIMIP3b:1979-2014,0.00051085216412098,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI15/run_hydro_w5e5_gcm_merged_taiesm1_r1i1p1f1_ssp245_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CESM2-WACCM:ssp245:RGI15,ISIMIP3b_CMIP6,cesm2-waccm,CESM2-WACCM,ssp245,RGI15,2101,ISIMIP3b:1979-2014,0.0005063049215281668,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI15/run_hydro_w5e5_gcm_merged_cesm2-waccm_r1i1p1f1_ssp245_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CNRM-CM6-1:ssp585:RGI06,ISIMIP3b_CMIP6,cnrm-cm6-1,CNRM-CM6-1,ssp585,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_cnrm-cm6-1_r1i1p1f2_ssp585_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:MPI-ESM1-2-HR:ssp126:RGI06,ISIMIP3b_CMIP6,mpi-esm1-2-hr,MPI-ESM1-2-HR,ssp126,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_mpi-esm1-2-hr_r1i1p1f1_ssp126_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:UKESM1-0-LL:ssp126:RGI06,ISIMIP3b_CMIP6,ukesm1-0-ll,UKESM1-0-LL,ssp126,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_ukesm1-0-ll_r1i1p1f2_ssp126_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:TAIESM1:ssp370:RGI06,ISIMIP3b_CMIP6,taiesm1,TAIESM1,ssp370,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_taiesm1_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:UKESM1-0-LL:ssp534-over:RGI06,ISIMIP3b_CMIP6,ukesm1-0-ll,UKESM1-0-LL,ssp534-over,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_ukesm1-0-ll_r1i1p1f2_ssp534-over_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CNRM-ESM2-1:ssp126:RGI06,ISIMIP3b_CMIP6,cnrm-esm2-1,CNRM-ESM2-1,ssp126,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_cnrm-esm2-1_r1i1p1f2_ssp126_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:MIROC6:ssp370:RGI06,ISIMIP3b_CMIP6,miroc6,MIROC6,ssp370,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_miroc6_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:UKESM1-0-LL:ssp119:RGI06,ISIMIP3b_CMIP6,ukesm1-0-ll,UKESM1-0-LL,ssp119,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_ukesm1-0-ll_r1i1p1f2_ssp119_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:IITM-ESM:ssp126:RGI06,ISIMIP3b_CMIP6,iitm-esm,IITM-ESM,ssp126,RGI06,2100,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_iitm-esm_r1i1p1f1_ssp126_endyr2100_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:MRI-ESM2-0:ssp534-over:RGI06,ISIMIP3b_CMIP6,mri-esm2-0,MRI-ESM2-0,ssp534-over,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_mri-esm2-0_r1i1p1f1_ssp534-over_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:GFDL-ESM4:ssp245:RGI06,ISIMIP3b_CMIP6,gfdl-esm4,GFDL-ESM4,ssp245,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_gfdl-esm4_r1i1p1f1_ssp245_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:EC-EARTH3:ssp126:RGI06,ISIMIP3b_CMIP6,ec-earth3,EC-EARTH3,ssp126,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_ec-earth3_r1i1p1f1_ssp126_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CESM2-WACCM:ssp370:RGI06,ISIMIP3b_CMIP6,cesm2-waccm,CESM2-WACCM,ssp370,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_cesm2-waccm_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:GFDL-ESM4:ssp585:RGI06,ISIMIP3b_CMIP6,gfdl-esm4,GFDL-ESM4,ssp585,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_gfdl-esm4_r1i1p1f1_ssp585_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CANESM5:ssp370:RGI06,ISIMIP3b_CMIP6,canesm5,CANESM5,ssp370,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_canesm5_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:IITM-ESM:ssp585:RGI06,ISIMIP3b_CMIP6,iitm-esm,IITM-ESM,ssp585,RGI06,2100,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_iitm-esm_r1i1p1f1_ssp585_endyr2100_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:MRI-ESM2-0:ssp370:RGI06,ISIMIP3b_CMIP6,mri-esm2-0,MRI-ESM2-0,ssp370,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_mri-esm2-0_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:EC-EARTH3:ssp585:RGI06,ISIMIP3b_CMIP6,ec-earth3,EC-EARTH3,ssp585,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_ec-earth3_r1i1p1f1_ssp585_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:GFDL-ESM4:ssp119:RGI06,ISIMIP3b_CMIP6,gfdl-esm4,GFDL-ESM4,ssp119,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_gfdl-esm4_r1i1p1f1_ssp119_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:KACE-1-0-G:ssp370:RGI06,ISIMIP3b_CMIP6,kace-1-0-g,KACE-1-0-G,ssp370,RGI06,2101,ISIMIP3b:1979-2014,0.026857509697369726,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_kace-1-0-g_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:GFDL-ESM4:ssp126:RGI06,ISIMIP3b_CMIP6,gfdl-esm4,GFDL-ESM4,ssp126,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_gfdl-esm4_r1i1p1f1_ssp126_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:IITM-ESM:ssp245:RGI06,ISIMIP3b_CMIP6,iitm-esm,IITM-ESM,ssp245,RGI06,2100,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_iitm-esm_r1i1p1f1_ssp245_endyr2100_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CNRM-CM6-1:ssp126:RGI06,ISIMIP3b_CMIP6,cnrm-cm6-1,CNRM-CM6-1,ssp126,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_cnrm-cm6-1_r1i1p1f2_ssp126_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:MPI-ESM1-2-HR:ssp585:RGI06,ISIMIP3b_CMIP6,mpi-esm1-2-hr,MPI-ESM1-2-HR,ssp585,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_mpi-esm1-2-hr_r1i1p1f1_ssp585_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:UKESM1-0-LL:ssp585:RGI06,ISIMIP3b_CMIP6,ukesm1-0-ll,UKESM1-0-LL,ssp585,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_ukesm1-0-ll_r1i1p1f2_ssp585_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:IPSL-CM6A-LR:ssp534-over:RGI06,ISIMIP3b_CMIP6,ipsl-cm6a-lr,IPSL-CM6A-LR,ssp534-over,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_ipsl-cm6a-lr_r1i1p1f1_ssp534-over_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:IPSL-CM6A-LR:ssp370:RGI06,ISIMIP3b_CMIP6,ipsl-cm6a-lr,IPSL-CM6A-LR,ssp370,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_ipsl-cm6a-lr_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:UKESM1-0-LL:ssp245:RGI06,ISIMIP3b_CMIP6,ukesm1-0-ll,UKESM1-0-LL,ssp245,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_ukesm1-0-ll_r1i1p1f2_ssp245_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:MPI-ESM1-2-HR:ssp245:RGI06,ISIMIP3b_CMIP6,mpi-esm1-2-hr,MPI-ESM1-2-HR,ssp245,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_mpi-esm1-2-hr_r1i1p1f1_ssp245_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CNRM-ESM2-1:ssp585:RGI06,ISIMIP3b_CMIP6,cnrm-esm2-1,CNRM-ESM2-1,ssp585,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_cnrm-esm2-1_r1i1p1f2_ssp585_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CNRM-ESM2-1:ssp534-over:RGI06,ISIMIP3b_CMIP6,cnrm-esm2-1,CNRM-ESM2-1,ssp534-over,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_cnrm-esm2-1_r1i1p1f2_ssp534-over_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CANESM5:ssp534-over:RGI06,ISIMIP3b_CMIP6,canesm5,CANESM5,ssp534-over,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_canesm5_r1i1p1f1_ssp534-over_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:KACE-1-0-G:ssp126:RGI06,ISIMIP3b_CMIP6,kace-1-0-g,KACE-1-0-G,ssp126,RGI06,2101,ISIMIP3b:1979-2014,0.02721746521153377,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_kace-1-0-g_r1i1p1f1_ssp126_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:GFDL-ESM4:ssp370:RGI06,ISIMIP3b_CMIP6,gfdl-esm4,GFDL-ESM4,ssp370,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_gfdl-esm4_r1i1p1f1_ssp370_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:MRI-ESM2-0:ssp119:RGI06,ISIMIP3b_CMIP6,mri-esm2-0,MRI-ESM2-0,ssp119,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_mri-esm2-0_r1i1p1f1_ssp119_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
ISIMIP3b_CMIP6:2100:CESM2-WACCM:ssp585:RGI06,ISIMIP3b_CMIP6,cesm2-waccm,CESM2-WACCM,ssp585,RGI06,2101,ISIMIP3b:1979-2014,1.5732795645451506e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/w5e5/per_glacier_spinup/ISIMIP3b_CMIP6/2100/RGI06/run_hydro_w5e5_gcm_merged_cesm2-waccm_r1i1p1f1_ssp585_endyr2101_Batch_*,per_glacier_spinup,w5e5_gcm_merged,oggm_v1.6.3_2025.6
