time,CANESM5,ACCESS-ESM1-5,MRI-ESM2-0,CESM2-WACCM,IPSL-CM6A-LR,ACCESS-CM2
2143.0,4965340.5,15554511.0,47285644.0,11319013.0,3245688.0,516698.06
2144.0,4959700.0,14472562.0,45700710.0,9412081.0,2258884.0,491677.0
2145.0,4937045.5,14223037.0,45040828.0,9338511.0,2256048.5,491677.0
2146.0,4646473.5,13920203.0,43056452.0,7868849.5,1964782.5,447663.03
2147.0,4632653.5,13883575.0,42311060.0,7205752.0,1953535.9,413166.16
2148.0,4594325.5,13311733.0,41181090.0,6893186.0,1942719.0,373022.28
2149.0,3940860.5,12705833.0,38696936.0,5141226.0,1787179.0,325906.94
2150.0,3691902.8,12630355.0,37367936.0,5131193.0,1783003.2,325906.94
2151.0,2906097.5,11169891.0,35768690.0,4949078.0,1504894.8,325906.94
2152.0,2599522.0,10941503.0,33790628.0,4539260.0,1478083.2,315951.9
2153.0,2220599.0,10948339.0,32935886.0,4532284.0,1225789.0,315951.9
2154.0,2213126.8,9841568.0,32839112.0,3945262.0,1222011.9,313016.56
2155.0,2210153.8,8615765.0,32397568.0,3526343.0,1096668.5,313016.56
2156.0,2183395.5,7502096.0,31265934.0,3520890.5,1086760.6,298377.22
2157.0,2176949.5,7312622.0,29702710.0,3512068.0,1043294.1,297123.53
2158.0,1854058.5,6614407.5,28398526.0,3248868.5,856255.8,297123.53
2159.0,1549753.0,6531988.5,26675120.0,2874053.5,685595.4,297123.53
2160.0,1539138.9,5600636.0,25037742.0,1984479.4,582991.0,295319.66
2161.0,1336439.1,5496440.5,22732790.0,1979771.8,579845.6,295319.66
2162.0,1290085.8,5438046.5,20747710.0,1969934.5,577363.94,295319.66
2163.0,1232068.8,5028974.5,20608814.0,1966374.5,573554.25,296573.34
2164.0,907514.4,4991626.5,19344706.0,1953719.5,495400.28,295319.66
2165.0,899454.75,4688450.0,19189630.0,1952652.1,494676.5,295319.66
2166.0,888545.75,4677832.5,18088590.0,1951982.6,455171.03,295319.66
2167.0,636289.5,4667222.5,17107118.0,1931063.0,454158.06,295319.66
2168.0,633510.5,4649590.5,17066496.0,1660480.5,367677.0,295319.66
2169.0,535634.5,4640688.0,16272915.0,1654538.2,367527.0,295319.66
2170.0,533523.3,3994690.0,15946862.0,1400899.2,367037.0,292500.7
2171.0,531020.9,3483480.5,15623867.0,1226824.5,366699.6,292500.7
2172.0,462429.38,2674055.0,15323634.0,1221687.4,366248.62,292500.7
2173.0,395398.7,2669906.5,13277208.0,1183924.0,365326.47,273744.62
2174.0,344256.0,2657729.2,13120137.0,1177250.4,364965.94,265609.44
2175.0,343962.2,2284878.5,12660389.0,1132938.2,362960.4,265609.44
2176.0,343442.47,2276589.0,12649077.0,1070838.9,344024.78,265609.44
2177.0,343052.47,2259612.0,12515841.0,817428.7,283320.97,265609.44
2178.0,278944.2,1972476.5,12014724.0,709827.2,283320.97,265609.44
2179.0,278944.2,1970964.8,11699685.0,706564.7,283320.97,265609.44
2180.0,252277.77,1949515.8,11515781.0,702670.5,283320.97,265609.44
2181.0,241983.08,1942657.5,11205728.0,607124.5,283320.97,265609.44
2182.0,241983.08,1671553.8,10545831.0,601948.0,283320.97,265609.44
2183.0,241983.08,1653015.0,10196591.0,534944.06,279903.12,265609.44
2184.0,241983.08,1640969.5,8910623.0,533968.94,279903.12,265609.44
2185.0,241983.08,1597712.1,8621003.0,531999.1,279903.12,265609.44
2186.0,241983.08,1591118.1,8580525.0,531249.7,279903.12,265609.44
2187.0,207406.28,1411279.8,8299036.5,483580.2,279903.12,265609.44
2188.0,207406.28,1140705.5,8123095.5,479207.44,279903.12,265609.44
2189.0,207406.28,1131410.2,7875449.0,475437.88,279903.12,265609.44
2190.0,207406.28,1082419.4,7670277.5,474828.38,263150.56,265609.44
2191.0,207406.28,1079892.5,6942884.0,473878.56,263150.56,265609.44
2192.0,190653.72,1068910.0,6805522.0,469549.12,263150.56,265609.44
2193.0,190653.72,1066579.0,6594144.0,456438.97,263150.56,265609.44
2194.0,190653.72,1062763.2,6587079.5,455659.2,263150.56,265609.44
2195.0,190653.72,1056550.2,6298592.0,391656.62,262191.62,265609.44
2196.0,190653.72,1056211.8,5969768.0,391411.44,262191.62,251896.94
2197.0,189019.02,921232.44,5813497.0,391165.62,262191.62,251896.94
2198.0,178384.69,806938.44,5737305.0,390796.12,262191.62,251896.94
2199.0,167410.73,803513.1,5391709.0,390398.06,262191.62,251896.94
2200.0,167410.73,803532.94,5312065.0,390351.94,262191.62,251896.94
2201.0,159858.66,615723.7,4888419.5,390022.25,262191.62,251896.94
2202.0,159858.66,609628.06,4610215.0,389535.1,260556.94,225230.52
2203.0,159858.66,608292.25,4601789.5,328878.47,260556.94,225230.52
2204.0,159858.66,602257.44,4570971.0,328878.47,260556.94,225230.52
2205.0,159858.66,829939.94,4778895.0,328878.47,260556.94,225230.52
2206.0,159858.66,684538.06,4279639.0,328878.47,260556.94,225230.52
2207.0,159858.66,589953.7,4267152.5,328878.47,260556.94,225230.52
2208.0,159858.66,589187.94,4306413.0,328878.47,260556.94,225230.52
2209.0,159858.66,1032477.9,4246790.0,318923.44,338104.12,225230.52
2210.0,159858.66,521881.94,3840941.8,318923.44,233890.5,225230.52
2211.0,159858.66,521973.06,3813797.5,318923.44,233890.5,190653.72
2212.0,159858.66,522058.66,3802272.8,317119.56,233890.5,190653.72
2213.0,159858.66,519948.12,3782688.8,317119.56,226338.42,190653.72
2214.0,159858.66,518665.75,3711514.0,298363.5,226338.42,190653.72
2215.0,159858.66,612241.4,3678868.8,298363.5,226338.42,189019.02
2216.0,159858.66,611568.7,3683245.8,298363.5,226338.42,189019.02
2217.0,159858.66,488960.12,3564605.2,294569.84,226338.42,189019.02
2218.0,159858.66,489165.78,3799983.2,277817.28,181466.95,189019.02
2219.0,159858.66,488057.94,3260137.8,277817.28,181466.95,189019.02
2220.0,159858.66,486245.72,2856811.8,277817.28,181466.95,189019.02
2221.0,159858.66,486198.25,2836458.2,277817.28,181466.95,189019.02
2222.0,159858.66,481959.75,2811221.8,277817.28,181466.95,189019.02
2223.0,159858.66,481668.47,2853527.8,277817.28,181466.95,189019.02
2224.0,159858.66,464560.75,2753322.0,277817.28,181466.95,189019.02
2225.0,159858.66,464148.5,2767029.8,277817.28,181466.95,189019.02
2226.0,156152.44,464122.56,2578390.5,277817.28,181466.95,189019.02
2227.0,156816.67,464107.53,2528283.8,274998.3,181466.95,189019.02
2228.0,156816.67,463663.38,2522495.2,273744.62,181466.95,189019.02
2229.0,156152.44,463518.5,2518333.8,273744.62,181466.95,189019.02
2230.0,156816.67,463519.47,2510635.2,273744.62,181466.95,189019.02
2231.0,156152.44,462734.16,2358357.0,273744.62,181466.95,189019.02
2232.0,156152.44,461928.84,2241655.0,273744.62,181466.95,189019.02
2233.0,156816.67,461408.97,2245223.2,266568.4,181466.95,189019.02
2234.0,156152.44,461638.7,2222153.2,266568.4,181466.95,189019.02
2235.0,156152.44,461555.7,2217310.5,266568.4,181466.95,189019.02
2236.0,156816.67,460969.94,2213539.2,266568.4,181466.95,189019.02
2237.0,156816.67,460357.1,1923635.9,266568.4,198219.52,189019.02
2238.0,156816.67,459455.2,1921656.2,266568.4,178424.95,189019.02
2239.0,156152.44,458956.62,1921046.9,266568.4,178424.95,189019.02
2240.0,156152.44,458504.16,1919657.1,266568.4,178424.95,189019.02
2241.0,156152.44,458224.5,2820950.2,267822.06,178424.95,189019.02
2242.0,156152.44,457510.56,1934459.1,267822.06,178424.95,189019.02
2243.0,156152.44,456542.2,1916376.1,266568.4,178424.95,189019.02
2244.0,156816.67,456264.38,1917493.8,266568.4,178424.95,189019.02
2245.0,156152.44,392159.1,1915201.8,267822.06,178424.95,189019.02
2246.0,156816.67,473051.44,1872707.0,267822.06,178424.95,189019.02
2247.0,156152.44,392053.8,1865837.1,267822.06,178424.95,189019.02
2248.0,156152.44,391878.3,2169792.5,266568.4,178424.95,189019.02
2249.0,156152.44,391386.78,2046037.0,266568.4,178424.95,189019.02
2250.0,156152.44,391364.53,1667270.0,266568.4,258869.22,178384.69
2251.0,156152.44,390856.3,1628617.1,266568.4,178424.95,178384.69
2252.0,156152.44,390544.0,1623416.4,266568.4,178424.95,167410.73
2253.0,156152.44,390381.78,1639411.4,266568.4,181466.95,167410.73
2254.0,156152.44,390409.22,1616472.5,266568.4,178424.95,167410.73
2255.0,156152.44,390476.6,1615284.6,266568.4,178424.95,167410.73
2256.0,156816.67,386149.22,1610135.1,266568.4,178424.95,167410.73
2257.0,156152.44,449729.5,1607260.6,266568.4,178424.95,167410.73
2258.0,154686.94,386057.75,2828083.5,266568.4,178424.95,167410.73
2259.0,156152.44,386138.72,1940025.9,266568.4,178424.95,167410.73
2260.0,154686.94,385800.56,1604895.1,266568.4,178424.95,167410.73
2261.0,154686.94,325084.8,1850525.6,266568.4,178424.95,167410.73
2262.0,154686.94,385707.38,1599086.6,266568.4,178424.95,167410.73
2263.0,154686.94,325084.8,1615724.1,266568.4,178424.95,167410.73
2264.0,155351.17,563666.9,1597291.4,266568.4,178424.95,167410.73
2265.0,154686.94,449342.44,1971655.4,266568.4,178424.95,167410.73
2266.0,154686.94,385704.9,1616921.4,267822.06,387315.2,167410.73
2267.0,154686.94,325084.8,1600794.6,266568.4,178424.95,167410.73
2268.0,154686.94,449417.0,1611776.4,266568.4,178424.95,167410.73
2269.0,156152.44,325084.8,1649192.2,239901.98,178424.95,167410.73
2270.0,154686.94,325084.8,1597873.1,239901.98,178424.95,167410.73
2271.0,154686.94,325084.8,1609204.6,239901.98,178424.95,167410.73
2272.0,154686.94,325084.8,1732023.0,239901.98,178424.95,167410.73
2273.0,154686.94,325084.8,1614579.4,239901.98,178424.95,167410.73
2274.0,154686.94,449306.06,1630483.0,239901.98,178424.95,167410.73
2275.0,154686.94,325084.8,1591961.1,239901.98,178424.95,167410.73
2276.0,154686.94,325084.8,1693887.1,239901.98,178424.95,167410.73
2277.0,154686.94,325084.8,1627875.6,239901.98,178424.95,167410.73
2278.0,154686.94,315129.78,1695776.9,205325.19,181466.95,167410.73
2279.0,154686.94,315129.78,1592061.9,205325.19,178424.95,167410.73
2280.0,154686.94,325084.8,1588205.5,205325.19,178424.95,167410.73
2281.0,154686.94,325084.8,1576995.9,205325.19,178424.95,167410.73
2282.0,154686.94,385676.2,1603879.4,205325.19,178424.95,167410.73
2283.0,154686.94,325084.8,1576317.5,205325.19,178424.95,167410.73
2284.0,154686.94,439486.47,1574672.2,205325.19,178424.95,167410.73
2285.0,154686.94,375897.2,1573530.4,205325.19,178424.95,167410.73
2286.0,154686.94,439580.47,1573262.4,205325.19,178424.95,167410.73
2287.0,154686.94,376054.88,1570415.4,205325.19,178424.95,167410.73
2288.0,154686.94,386122.16,1336945.2,205325.19,466203.62,167410.73
2289.0,154686.94,375993.25,1333328.0,205325.19,178424.95,167410.73
2290.0,154686.94,385823.3,1331915.6,205325.19,178424.95,167410.73
2291.0,154686.94,375978.88,1197941.9,205325.19,178424.95,167410.73
2292.0,154686.94,315129.78,1218308.4,205325.19,178424.95,167410.73
2293.0,154686.94,315129.78,1168161.5,205325.19,178424.95,167410.73
2294.0,154686.94,325084.8,1237240.5,205325.19,178424.95,167410.73
2295.0,154686.94,325084.8,1346128.4,205325.19,178424.95,167410.73
2296.0,151698.8,325084.8,1163525.8,205325.19,178424.95,167410.73
2297.0,151698.8,325084.8,1160716.2,205325.19,178424.95,167410.73
2298.0,151698.8,325084.8,1158897.1,205325.19,178424.95,167410.73
2299.0,151698.8,325084.8,1804066.6,205325.19,167790.62,167410.73
2300.0,151698.8,389464.12,1158326.6,205325.19,156816.67,167410.73
