time,CANESM5,ACCESS-ESM1-5,MRI-ESM2-0,CESM2-WACCM,IPSL-CM6A-LR,ACCESS-CM2
2000.0,2504233500.0,2504233500.0,2504233500.0,2504233500.0,2504233500.0,2504233500.0
2001.0,2479431000.0,2479431000.0,2479431000.0,2479431000.0,2479431000.0,2479431000.0
2002.0,2541280500.0,2541280500.0,2541280500.0,2541280500.0,2541280500.0,2541280500.0
2003.0,2512269800.0,2512269800.0,2512269800.0,2512269800.0,2512269800.0,2512269800.0
2004.0,2454784500.0,2454784500.0,2454784500.0,2454784500.0,2454784500.0,2454784500.0
2005.0,2492032500.0,2492032500.0,2492032500.0,2492032500.0,2492032500.0,2492032500.0
2006.0,2441659600.0,2441659600.0,2441659600.0,2441659600.0,2441659600.0,2441659600.0
2007.0,2432421000.0,2432421000.0,2432421000.0,2432421000.0,2432421000.0,2432421000.0
2008.0,2410318800.0,2410318800.0,2410318800.0,2410318800.0,2410318800.0,2410318800.0
2009.0,2399686400.0,2399686400.0,2399686400.0,2399686400.0,2399686400.0,2399686400.0
2010.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0
2011.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0
2012.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0
2013.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0
2014.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0
2015.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0
2016.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0
2017.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0
2018.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0
2019.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0
2020.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0
2021.0,2244930600.0,2257505000.0,2224192500.0,2250442500.0,2277328000.0,2224958200.0
2022.0,2215113500.0,2262782000.0,2215338800.0,2288619300.0,2231105800.0,2186734600.0
2023.0,2181831200.0,2223235000.0,2175620000.0,2231764500.0,2216661200.0,2205611000.0
2024.0,2194337800.0,2224641500.0,2142635100.0,2216378400.0,2185095000.0,2190956800.0
2025.0,2152718800.0,2170107600.0,2103947600.0,2173666800.0,2164215300.0,2130702200.0
2026.0,2114299500.0,2137420900.0,2064345900.0,2151926500.0,2116522500.0,2111944100.0
2027.0,2066905100.0,2093863800.0,2024918400.0,2126500500.0,2095337900.0,2054391300.0
2028.0,2030365000.0,2044958100.0,1990623700.0,2075341000.0,2046510500.0,2015476000.0
2029.0,1989971700.0,2044560800.0,1940489300.0,2046357900.0,2025633000.0,1974901000.0
2030.0,1946579000.0,1961209700.0,1911287800.0,2055544200.0,1977331500.0,1941604700.0
2031.0,1899103000.0,1921325800.0,1865423900.0,1997951400.0,1948532900.0,1987221100.0
2032.0,1845976400.0,1873386900.0,1806147600.0,1951819500.0,1951032400.0,1845658200.0
2033.0,1790039600.0,1825631000.0,1754896600.0,1925866600.0,1904994700.0,1794988000.0
2034.0,1741204900.0,1777430700.0,1708015500.0,1880358500.0,1831209600.0,1751420500.0
2035.0,1705968400.0,1718361100.0,1659378600.0,1840187500.0,1799461800.0,1699991000.0
2036.0,1660957000.0,1666417800.0,1631080400.0,1794874100.0,1746558100.0,1646863200.0
2037.0,1587970400.0,1629806700.0,1572161800.0,1743032800.0,1755756200.0,1597284200.0
2038.0,1521161700.0,1579032700.0,1501354500.0,1716265700.0,1684076500.0,1531787900.0
2039.0,1472204300.0,1504731900.0,1425246700.0,1666644700.0,1664247200.0,1457934100.0
2040.0,1414928400.0,1423654100.0,1379444900.0,1615713900.0,1594144600.0,1404323200.0
2041.0,1346528000.0,1354986000.0,1326369800.0,1571532900.0,1526484700.0,1342354200.0
2042.0,1283256600.0,1305128100.0,1297439000.0,1513654500.0,1472327200.0,1283092600.0
2043.0,1244785500.0,1227863200.0,1229332900.0,1470218600.0,1418937100.0,1237015700.0
2044.0,1180465400.0,1182297100.0,1188117900.0,1404955300.0,1348417700.0,1178693200.0
2045.0,1125998200.0,1114799500.0,1144300000.0,1342470700.0,1303812000.0,1124682900.0
2046.0,1084742100.0,1060815000.0,1086994000.0,1280251000.0,1243798900.0,1117035300.0
2047.0,1018337540.0,1001843900.0,1035427400.0,1251883900.0,1199322000.0,1031111000.0
2048.0,942472960.0,946026700.0,988844740.0,1165256000.0,1157950800.0,980150800.0
2049.0,893826400.0,887159230.0,948157000.0,1109415800.0,1082980200.0,913639200.0
2050.0,841731800.0,831269100.0,918338560.0,1058728640.0,1025681860.0,868198700.0
2051.0,788834100.0,790342850.0,883566850.0,1007243000.0,964909000.0,814327230.0
2052.0,738639400.0,760026750.0,845864960.0,956466400.0,910053060.0,753856060.0
2053.0,686129600.0,707904060.0,828603970.0,898695360.0,874438340.0,709387900.0
2054.0,640803300.0,663758600.0,797708160.0,847063550.0,805526850.0,675155100.0
2055.0,605693250.0,630020200.0,809408400.0,796368450.0,756508600.0,638908800.0
2056.0,564133060.0,586614660.0,752896400.0,746802700.0,702344500.0,597408960.0
2057.0,525681440.0,557438500.0,715561150.0,703560450.0,649095800.0,562268700.0
2058.0,487389470.0,527169340.0,683571900.0,655349600.0,605082240.0,523806140.0
2059.0,453496130.0,499634530.0,651814660.0,614201660.0,564340400.0,491486700.0
2060.0,415520860.0,481794100.0,623474940.0,580252800.0,525581400.0,464117500.0
2061.0,392616580.0,444148400.0,601542000.0,553168100.0,486319740.0,432036320.0
2062.0,369209800.0,419068060.0,575556400.0,520729860.0,455668100.0,397228300.0
2063.0,341260830.0,393252450.0,554221630.0,486593600.0,420509900.0,367311650.0
2064.0,315378800.0,363213760.0,532217540.0,448755680.0,390502340.0,347903070.0
2065.0,282997150.0,337653800.0,527909150.0,419667260.0,365796100.0,322117280.0
2066.0,257463760.0,338680400.0,497311460.0,394711140.0,346792300.0,292702600.0
2067.0,234121660.0,301709950.0,477230530.0,369781280.0,320087870.0,264488830.0
2068.0,221333090.0,284356000.0,453919170.0,339006850.0,292883970.0,241454620.0
2069.0,206378540.0,271442400.0,435211260.0,310102050.0,264551380.0,231622980.0
2070.0,195806110.0,260158450.0,413455520.0,287578500.0,238012780.0,212220740.0
2071.0,183776080.0,242141840.0,395022300.0,269896000.0,212699940.0,196413330.0
2072.0,173737890.0,228908270.0,386837500.0,250047310.0,194284960.0,184423710.0
2073.0,161557810.0,212151700.0,370029600.0,237400770.0,181997340.0,176622240.0
2074.0,150138620.0,197669800.0,356672300.0,223167870.0,167090600.0,166256270.0
2075.0,142643800.0,188691230.0,343401380.0,202837650.0,158955410.0,155142460.0
2076.0,136134540.0,179276080.0,331943940.0,187962190.0,150646450.0,147715800.0
2077.0,129915100.0,172548770.0,319267900.0,175442050.0,139262100.0,142115840.0
2078.0,124965816.0,163372930.0,304106600.0,167020300.0,132251040.0,136061250.0
2079.0,119444120.0,156228510.0,292007260.0,158443620.0,121650300.0,128439760.0
2080.0,113915464.0,149664110.0,274290850.0,149940100.0,115502890.0,124567660.0
2081.0,109708776.0,142330180.0,261356580.0,143361310.0,109910880.0,118869140.0
2082.0,104719570.0,135397980.0,248207060.0,135334060.0,104457320.0,114898390.0
2083.0,102373870.0,129714740.0,234833380.0,128505096.0,100148050.0,110148280.0
2084.0,97890460.0,123729420.0,224913300.0,124259370.0,95129060.0,107245490.0
2085.0,95565300.0,121050904.0,212482860.0,119468456.0,90575816.0,101589230.0
2086.0,91091510.0,116908740.0,204099100.0,114544850.0,87771070.0,98263576.0
2087.0,88478730.0,112733250.0,192448620.0,109708376.0,83976980.0,95354030.0
2088.0,84811970.0,108442250.0,186014510.0,104907220.0,80359400.0,91935550.0
2089.0,82897350.0,106258220.0,182188130.0,100817260.0,77959180.0,87726980.0
2090.0,79708344.0,104543200.0,176276640.0,96728660.0,74092200.0,85252720.0
2091.0,77393740.0,101791590.0,171982980.0,94195500.0,72232376.0,82415416.0
2092.0,74077050.0,98818920.0,164275400.0,92026840.0,68918330.0,80629464.0
2093.0,71314820.0,96671890.0,159791540.0,89423350.0,66319336.0,77594180.0
2094.0,68875390.0,93367180.0,155144080.0,85894020.0,64194948.0,74607570.0
2095.0,66019148.0,91596184.0,151082400.0,83099790.0,62538336.0,73399864.0
2096.0,64879770.0,88973190.0,144592110.0,80465140.0,61015824.0,70949710.0
2097.0,63108412.0,87387580.0,138999460.0,78209030.0,57858188.0,68363700.0
2098.0,61444788.0,85706480.0,134978530.0,75687850.0,55652748.0,66380290.0
2099.0,58056216.0,83546230.0,130613550.0,72872420.0,54237270.0,63470616.0
2100.0,55662356.0,80849180.0,128849496.0,70683480.0,51487536.0,60430970.0
2101.0,54386092.0,78208490.0,124360050.0,68725090.0,49325068.0,55938100.0
2102.0,51811016.0,76058390.0,119943260.0,66377516.0,45124820.0,52574020.0
2103.0,49151828.0,74095560.0,116345630.0,63551690.0,43389508.0,50782310.0
2104.0,45684500.0,71942890.0,113697460.0,62191424.0,41849000.0,47635520.0
2105.0,44455852.0,69222390.0,111407016.0,60105984.0,40874930.0,43948140.0
2106.0,42662012.0,66767690.0,109294940.0,58549936.0,38288468.0,39726196.0
2107.0,40308770.0,65812900.0,106964560.0,57125372.0,37610548.0,38596170.0
2108.0,39504930.0,63499176.0,103964820.0,54193196.0,36422940.0,36909310.0
2109.0,38446810.0,62228376.0,103243130.0,52530484.0,35170790.0,35749544.0
2110.0,37526104.0,59662876.0,98822090.0,51304600.0,34018868.0,33865384.0
2111.0,35404268.0,57685470.0,97091336.0,50345680.0,33009158.0,31368196.0
2112.0,34039920.0,56232172.0,94003544.0,49366504.0,31765200.0,29706148.0
2113.0,33107000.0,55181284.0,91582400.0,47385076.0,29595974.0,28360148.0
2114.0,31616648.0,54054064.0,89419540.0,45672484.0,26542054.0,26211426.0
2115.0,30164390.0,52850200.0,85719180.0,44167570.0,25516596.0,24269438.0
2116.0,28413270.0,51258668.0,83881030.0,43107820.0,24835958.0,22091294.0
2117.0,25819114.0,48658668.0,81698960.0,41754572.0,23966746.0,19795052.0
2118.0,24161750.0,47484250.0,79775700.0,39681616.0,22444818.0,18350042.0
2119.0,22661850.0,45780380.0,78238570.0,38756310.0,20209642.0,16961494.0
2120.0,20741030.0,44759700.0,76117576.0,37539560.0,19312616.0,15977931.0
2121.0,20414442.0,43032860.0,73770590.0,36020292.0,18713638.0,14889113.0
2122.0,19558902.0,41725450.0,71369660.0,35060704.0,17140634.0,13253756.0
2123.0,18113192.0,40639532.0,69186790.0,34486560.0,16798858.0,12255323.0
2124.0,17584290.0,39339396.0,68010344.0,32190432.0,16455111.0,12035431.0
2125.0,17348266.0,38714480.0,66403996.0,31495608.0,16250673.0,11424370.0
2126.0,16537887.0,36649930.0,64808932.0,29108754.0,14785537.0,10359521.0
2127.0,16187221.0,35244420.0,63989372.0,26267778.0,13978654.0,9442496.0
2128.0,15818429.0,34229756.0,62075836.0,22983430.0,12545583.0,7612111.0
2129.0,14099661.0,33474306.0,61362532.0,22395322.0,11880285.0,6627262.5
2130.0,12890000.0,30259052.0,60570332.0,22042294.0,10845497.0,6307225.5
2131.0,11974327.0,27941172.0,59398132.0,20562762.0,9469572.0,5506944.0
2132.0,11598446.0,27066256.0,58013400.0,19387824.0,8920641.0,4691956.5
2133.0,11502955.0,25625758.0,56907440.0,18540202.0,7500405.5,4649217.5
2134.0,11047333.0,24177316.0,55677750.0,17596334.0,7430507.0,4270612.0
2135.0,10635923.0,23111160.0,54495410.0,16788450.0,6862808.0,3778086.0
2136.0,9670838.0,22356842.0,54051556.0,16219394.0,6823676.0,2735819.0
2137.0,8818129.0,21539844.0,53614180.0,15841381.0,6800891.0,1151785.5
2138.0,8201451.0,21204392.0,52867480.0,14314127.0,5214391.5,744000.5
2139.0,7302461.5,20020274.0,53060380.0,12466752.0,4518096.5,738400.3
2140.0,6108841.5,19279916.0,51321504.0,11604049.0,4229157.5,638258.94
2141.0,5453403.5,18374080.0,50013010.0,11561625.0,3803819.8,604566.44
2142.0,5423928.5,17048710.0,49449800.0,11443145.0,3496715.2,539478.8
