time,CNRM-CM6-1,UKESM1-0-LL,IPSL-CM6A-LR,CNRM-ESM2-1,MIROC6,CANESM5,EC-EARTH3,CESM2-WACCM,TAIESM1,MPI-ESM1-2-HR,KACE-1-0-G,GFDL-ESM4,IITM-ESM,MRI-ESM2-0
2015.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0
2016.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0
2017.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0
2018.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0
2019.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0
2020.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0
2021.0,26704720000000.0,26735767000000.0,26743602000000.0,26803635000000.0,26757497000000.0,26713562000000.0,26696997000000.0,26686340000000.0,26642013000000.0,26714082000000.0,26703267000000.0,26730536000000.0,26708800000000.0,26791146000000.0
2022.0,26571033000000.0,26682290000000.0,26655846000000.0,26702078000000.0,26771156000000.0,26666837000000.0,26663843000000.0,26682805000000.0,26566388000000.0,26713386000000.0,26711550000000.0,26697668000000.0,26679032000000.0,26806667000000.0
2023.0,26506827000000.0,26648336000000.0,26589518000000.0,26664484000000.0,26777798000000.0,26613184000000.0,26618477000000.0,26653604000000.0,26507039000000.0,26674423000000.0,26674033000000.0,26661563000000.0,26639912000000.0,26764158000000.0
2024.0,26513720000000.0,26604334000000.0,26595983000000.0,26617790000000.0,26783714000000.0,26590463000000.0,26502001000000.0,26644538000000.0,26381031000000.0,26647837000000.0,26657890000000.0,26638023000000.0,26629175000000.0,26756709000000.0
2025.0,26456023000000.0,26524360000000.0,26525120000000.0,26604720000000.0,26761302000000.0,26467314000000.0,26322238000000.0,26594096000000.0,26344688000000.0,26639593000000.0,26584709000000.0,26613301000000.0,26600026000000.0,26816358000000.0
2026.0,26399096000000.0,26497719000000.0,26460924000000.0,26652778000000.0,26718243000000.0,26457570000000.0,26273747000000.0,26570211000000.0,26255460000000.0,26588536000000.0,26559245000000.0,26614516000000.0,26563655000000.0,26850695000000.0
2027.0,26398895000000.0,26442526000000.0,26436293000000.0,26559442000000.0,26701837000000.0,26455330000000.0,26233044000000.0,26582154000000.0,26197788000000.0,26618620000000.0,26538917000000.0,26617278000000.0,26546583000000.0,26831577000000.0
2028.0,26330700000000.0,26377804000000.0,26399646000000.0,26589440000000.0,26637695000000.0,26345340000000.0,26184048000000.0,26631366000000.0,26105226000000.0,26603726000000.0,26454532000000.0,26593573000000.0,26560128000000.0,26772742000000.0
2029.0,26325471000000.0,26323957000000.0,26379163000000.0,26496542000000.0,26542837000000.0,26245834000000.0,26083240000000.0,26571786000000.0,25997785000000.0,26624056000000.0,26450254000000.0,26561886000000.0,26528163000000.0,26774218000000.0
2030.0,26384900000000.0,26252394000000.0,26377502000000.0,26437790000000.0,26516184000000.0,26253080000000.0,25977697000000.0,26569152000000.0,25868842000000.0,26583186000000.0,26455904000000.0,26558320000000.0,26468657000000.0,26699165000000.0
2031.0,26346531000000.0,26144322000000.0,26328993000000.0,26319455000000.0,26488745000000.0,26196421000000.0,25774174000000.0,26568246000000.0,25736482000000.0,26583149000000.0,26422458000000.0,26479935000000.0,26378597000000.0,26721324000000.0
2032.0,26343838000000.0,26105830000000.0,26284227000000.0,26177471000000.0,26499009000000.0,26133142000000.0,25631499000000.0,26537328000000.0,25559717000000.0,26577524000000.0,26336540000000.0,26378024000000.0,26339770000000.0,26692951000000.0
2033.0,26349920000000.0,25974270000000.0,26272170000000.0,26087063000000.0,26480864000000.0,26075097000000.0,25385380000000.0,26475663000000.0,25436099000000.0,26542428000000.0,26295918000000.0,26327208000000.0,26265958000000.0,26751187000000.0
2034.0,26282901000000.0,25883510000000.0,26205357000000.0,25972804000000.0,26425824000000.0,25979647000000.0,25214110000000.0,26427990000000.0,25293517000000.0,26530338000000.0,26277002000000.0,26320554000000.0,26128364000000.0,26705874000000.0
2035.0,26232664000000.0,25776406000000.0,26193950000000.0,25846725000000.0,26314713000000.0,25880993000000.0,25054383000000.0,26402575000000.0,25070720000000.0,26542216000000.0,26269765000000.0,26299790000000.0,26069806000000.0,26684942000000.0
2036.0,26111338000000.0,25636119000000.0,26165239000000.0,25703693000000.0,26292825000000.0,25787627000000.0,24934999000000.0,26374230000000.0,24932150000000.0,26541120000000.0,26306327000000.0,26286490000000.0,26020829000000.0,26701910000000.0
2037.0,25930888000000.0,25526683000000.0,26128268000000.0,25592871000000.0,26228230000000.0,25760226000000.0,24792060000000.0,26364353000000.0,24736000000000.0,26546985000000.0,26307908000000.0,26272061000000.0,25988063000000.0,26634516000000.0
2038.0,25848015000000.0,25416734000000.0,26071456000000.0,25486632000000.0,26203528000000.0,25656449000000.0,24633141000000.0,26305366000000.0,24501230000000.0,26480602000000.0,26334350000000.0,26221073000000.0,25961781000000.0,26692635000000.0
2039.0,25800520000000.0,25302632000000.0,26070485000000.0,25474410000000.0,26204378000000.0,25543244000000.0,24579183000000.0,26221522000000.0,24403587000000.0,26461512000000.0,26305127000000.0,26214314000000.0,25931521000000.0,26667574000000.0
2040.0,25735490000000.0,25168871000000.0,26032262000000.0,25369818000000.0,26162317000000.0,25489148000000.0,24420390000000.0,26147782000000.0,24261230000000.0,26398937000000.0,26276505000000.0,26143919000000.0,25899290000000.0,26684756000000.0
2041.0,25697716000000.0,25053278000000.0,25970076000000.0,25233698000000.0,26148623000000.0,25436787000000.0,24302299000000.0,26139855000000.0,24039469000000.0,26365668000000.0,26219823000000.0,26108504000000.0,25810138000000.0,26599007000000.0
2042.0,25618691000000.0,24919526000000.0,25945981000000.0,25119649000000.0,26118617000000.0,25393187000000.0,24120402000000.0,26016650000000.0,23764268000000.0,26330450000000.0,26108777000000.0,26046007000000.0,25768220000000.0,26532016000000.0
2043.0,25588731000000.0,24867716000000.0,25898282000000.0,24921191000000.0,26139637000000.0,25327180000000.0,23973048000000.0,25977191000000.0,23575100000000.0,26369744000000.0,26032736000000.0,26035723000000.0,25676111000000.0,26474975000000.0
2044.0,25537326000000.0,24742360000000.0,25862366000000.0,24816071000000.0,26116773000000.0,25202390000000.0,23833931000000.0,25845243000000.0,23342826000000.0,26354785000000.0,25890742000000.0,25966360000000.0,25580469000000.0,26316806000000.0
2045.0,25505768000000.0,24564973000000.0,25818282000000.0,24735568000000.0,26055407000000.0,25116252000000.0,23738265000000.0,25826846000000.0,23193746000000.0,26309982000000.0,25861992000000.0,25887207000000.0,25469922000000.0,26242040000000.0
2046.0,25553665000000.0,24421486000000.0,25715567000000.0,24607208000000.0,25960215000000.0,25064460000000.0,23371210000000.0,25752420000000.0,22934184000000.0,26322506000000.0,25784905000000.0,25804229000000.0,25396393000000.0,26155342000000.0
2047.0,25457090000000.0,24298377000000.0,25651023000000.0,24475146000000.0,25898913000000.0,24941260000000.0,22997270000000.0,25700428000000.0,22685910000000.0,26357904000000.0,25654257000000.0,25743885000000.0,25305030000000.0,25995143000000.0
2048.0,25397643000000.0,24080156000000.0,25595684000000.0,24258525000000.0,25797580000000.0,24863136000000.0,22783063000000.0,25696741000000.0,22491934000000.0,26282629000000.0,25560143000000.0,25693916000000.0,25193521000000.0,25776722000000.0
2049.0,25361207000000.0,23831293000000.0,25428627000000.0,24171464000000.0,25739343000000.0,24760816000000.0,22522035000000.0,25638670000000.0,22203836000000.0,26272290000000.0,25441803000000.0,25665710000000.0,25025822000000.0,25756973000000.0
2050.0,25269463000000.0,23677494000000.0,25330708000000.0,23994053000000.0,25674918000000.0,24690345000000.0,22265440000000.0,25516841000000.0,21914520000000.0,26321556000000.0,25387696000000.0,25580722000000.0,24871453000000.0,25644834000000.0
2051.0,25073272000000.0,23505419000000.0,25244601000000.0,23801532000000.0,25641217000000.0,24576579000000.0,22005240000000.0,25346582000000.0,21629320000000.0,26241525000000.0,25301378000000.0,25558381000000.0,24782846000000.0,25451750000000.0
2052.0,24982620000000.0,23348887000000.0,25160099000000.0,23723789000000.0,25599966000000.0,24506496000000.0,21696845000000.0,25287210000000.0,21400622000000.0,26254860000000.0,25156204000000.0,25489964000000.0,24715765000000.0,25450400000000.0
2053.0,24906635000000.0,23197626000000.0,25094103000000.0,23623593000000.0,25522663000000.0,24396380000000.0,21447700000000.0,25182064000000.0,21142660000000.0,26214373000000.0,25116765000000.0,25460501000000.0,24586419000000.0,25432542000000.0
2054.0,24861242000000.0,23015940000000.0,25014737000000.0,23496904000000.0,25477119000000.0,24298132000000.0,21114707000000.0,25124400000000.0,20807548000000.0,26181645000000.0,25019500000000.0,25436092000000.0,24451565000000.0,25301151000000.0
2055.0,24839551000000.0,22820580000000.0,24953234000000.0,23391174000000.0,25452490000000.0,24177710000000.0,20781070000000.0,24998620000000.0,20489390000000.0,26159681000000.0,24912457000000.0,25359429000000.0,24349497000000.0,25180508000000.0
2056.0,24688846000000.0,22567493000000.0,24839063000000.0,23223184000000.0,25314042000000.0,24098460000000.0,20547847000000.0,24963937000000.0,20235392000000.0,26111484000000.0,24780399000000.0,25315464000000.0,24261200000000.0,25061547000000.0
2057.0,24539910000000.0,22363236000000.0,24667885000000.0,23169792000000.0,25250505000000.0,24036432000000.0,20357325000000.0,24898284000000.0,19869198000000.0,26100320000000.0,24651334000000.0,25258566000000.0,24158512000000.0,24874532000000.0
2058.0,24441000000000.0,22107805000000.0,24597726000000.0,22949084000000.0,25181391000000.0,23988005000000.0,20080144000000.0,24802050000000.0,19701783000000.0,26055488000000.0,24548701000000.0,25154870000000.0,24069840000000.0,24837307000000.0
2059.0,24352809000000.0,21811190000000.0,24487584000000.0,22780337000000.0,25081682000000.0,23886335000000.0,19766494000000.0,24609208000000.0,19472800000000.0,26011770000000.0,24443236000000.0,25109230000000.0,23898066000000.0,24783446000000.0
2060.0,24191676000000.0,21588502000000.0,24360868000000.0,22560425000000.0,25055596000000.0,23788385000000.0,19520467000000.0,24489436000000.0,19272198000000.0,25992951000000.0,24308110000000.0,25059920000000.0,23809942000000.0,24668833000000.0
2061.0,24104010000000.0,21420757000000.0,24313191000000.0,22365850000000.0,25019065000000.0,23758734000000.0,19285129000000.0,24361200000000.0,18999843000000.0,25854277000000.0,24172336000000.0,25012128000000.0,23707576000000.0,24560790000000.0
2062.0,23931530000000.0,21220825000000.0,24164017000000.0,22259807000000.0,25032909000000.0,23639448000000.0,19040379000000.0,24212505000000.0,18737210000000.0,25811468000000.0,24012262000000.0,24916617000000.0,23615379000000.0,24498422000000.0
2063.0,23868224000000.0,20981582000000.0,24067755000000.0,22129160000000.0,24959385000000.0,23439704000000.0,18896619000000.0,24052966000000.0,18466294000000.0,25721156000000.0,23910672000000.0,24868060000000.0,23554656000000.0,24535468000000.0
2064.0,23771587000000.0,20683210000000.0,23894912000000.0,21984551000000.0,24901614000000.0,23340798000000.0,18479400000000.0,23953664000000.0,18120454000000.0,25705272000000.0,23806570000000.0,24903386000000.0,23523232000000.0,24549553000000.0
2065.0,23675840000000.0,20452326000000.0,23764893000000.0,21827236000000.0,24874557000000.0,23183569000000.0,18141124000000.0,23881924000000.0,17786808000000.0,25638533000000.0,23658640000000.0,24797082000000.0,23464933000000.0,24584158000000.0
2066.0,23529725000000.0,20273240000000.0,23598943000000.0,21731327000000.0,24752590000000.0,23081102000000.0,17926623000000.0,23770654000000.0,17472110000000.0,25552738000000.0,23429084000000.0,24772015000000.0,23378579000000.0,24514717000000.0
2067.0,23314494000000.0,20066087000000.0,23409430000000.0,21580527000000.0,24608623000000.0,22945469000000.0,17671430000000.0,23629400000000.0,17262711000000.0,25478153000000.0,23303110000000.0,24702131000000.0,23238132000000.0,24491378000000.0
2068.0,23132826000000.0,19861580000000.0,23282177000000.0,21403231000000.0,24465746000000.0,22782845000000.0,17400472000000.0,23507602000000.0,16974913000000.0,25449790000000.0,23137094000000.0,24626380000000.0,23112626000000.0,24423317000000.0
2069.0,22976418000000.0,19579758000000.0,23179368000000.0,21233438000000.0,24434126000000.0,22614697000000.0,17002167000000.0,23320827000000.0,16640979000000.0,25346219000000.0,22972310000000.0,24550380000000.0,23063624000000.0,24387598000000.0
2070.0,22773389000000.0,19340466000000.0,23117710000000.0,21022193000000.0,24315131000000.0,22541467000000.0,16613337000000.0,23096868000000.0,16398487000000.0,25287813000000.0,22772533000000.0,24507930000000.0,22942816000000.0,24329890000000.0
2071.0,22548385000000.0,19056818000000.0,22868428000000.0,20919293000000.0,24302385000000.0,22433375000000.0,16268093000000.0,23015040000000.0,16164747000000.0,25270340000000.0,22599671000000.0,24430734000000.0,22791653000000.0,24185286000000.0
2072.0,22313300000000.0,18767930000000.0,22616713000000.0,20730706000000.0,24153638000000.0,22267940000000.0,16085965000000.0,22808382000000.0,15846739000000.0,25276670000000.0,22447441000000.0,24355545000000.0,22719232000000.0,24077740000000.0
2073.0,22220575000000.0,18441973000000.0,22449914000000.0,20511835000000.0,24013277000000.0,22233282000000.0,15813728000000.0,22556283000000.0,15563068000000.0,25200540000000.0,22331154000000.0,24302613000000.0,22592985000000.0,24010935000000.0
2074.0,22049741000000.0,18175850000000.0,22276210000000.0,20357461000000.0,23781330000000.0,21954904000000.0,15507517000000.0,22334300000000.0,15222994000000.0,25177212000000.0,22145128000000.0,24293160000000.0,22492846000000.0,23847202000000.0
2075.0,21780329000000.0,17871050000000.0,22083604000000.0,20190245000000.0,23624296000000.0,21811566000000.0,15091959000000.0,22053040000000.0,14857907000000.0,25170251000000.0,21919068000000.0,24195189000000.0,22319297000000.0,23841309000000.0
2076.0,21555415000000.0,17572454000000.0,21991189000000.0,19931056000000.0,23522307000000.0,21649531000000.0,14720271000000.0,21795665000000.0,14590742000000.0,25128646000000.0,21738073000000.0,24109370000000.0,22209150000000.0,23824130000000.0
2077.0,21432620000000.0,17197962000000.0,21712080000000.0,19758636000000.0,23348214000000.0,21519323000000.0,14326637000000.0,21580726000000.0,14220532000000.0,25035268000000.0,21551747000000.0,24076679000000.0,22083606000000.0,23582854000000.0
2078.0,21226408000000.0,16882638000000.0,21425140000000.0,19540734000000.0,23212790000000.0,21390453000000.0,14019739000000.0,21401568000000.0,13922964000000.0,24932440000000.0,21374083000000.0,24038164000000.0,21879706000000.0,23473645000000.0
2079.0,20943326000000.0,16498059000000.0,21273155000000.0,19300673000000.0,23081444000000.0,21219519000000.0,13715867000000.0,21184647000000.0,13592577000000.0,24853103000000.0,21165790000000.0,23929628000000.0,21729517000000.0,23350047000000.0
2080.0,20799879000000.0,16182501000000.0,21075030000000.0,19036782000000.0,22865790000000.0,21081224000000.0,13323424000000.0,20920354000000.0,13309200000000.0,24835577000000.0,20926706000000.0,23839388000000.0,21584847000000.0,23219248000000.0
2081.0,20639941000000.0,15897457000000.0,20826632000000.0,18722457000000.0,22731284000000.0,20870093000000.0,13002126000000.0,20670170000000.0,12961175000000.0,24747123000000.0,20657680000000.0,23751712000000.0,21426183000000.0,22970437000000.0
2082.0,20492128000000.0,15560155000000.0,20535147000000.0,18514482000000.0,22537572000000.0,20633440000000.0,12676691000000.0,20290940000000.0,12641244000000.0,24688710000000.0,20352495000000.0,23691337000000.0,21308285000000.0,22827960000000.0
2083.0,20227283000000.0,15284912000000.0,20292613000000.0,18219044000000.0,22417133000000.0,20463904000000.0,12370172000000.0,19986450000000.0,12361575000000.0,24626990000000.0,20077194000000.0,23643344000000.0,21177430000000.0,22793000000000.0
2084.0,20005178000000.0,14963985000000.0,20051493000000.0,18041421000000.0,22232963000000.0,20232144000000.0,11995048000000.0,19685905000000.0,12055975000000.0,24556138000000.0,19788942000000.0,23522393000000.0,21038702000000.0,22622948000000.0
2085.0,19894083000000.0,14644604000000.0,19835755000000.0,17842530000000.0,21998881000000.0,20140100000000.0,11588447000000.0,19486445000000.0,11818134000000.0,24560355000000.0,19479474000000.0,23392384000000.0,20893605000000.0,22508225000000.0
2086.0,19658569000000.0,14310564000000.0,19631280000000.0,17521345000000.0,21939928000000.0,19931691000000.0,11201980000000.0,19142933000000.0,11508608000000.0,24507174000000.0,19295745000000.0,23344752000000.0,20810228000000.0,22456564000000.0
2087.0,19444986000000.0,13983441000000.0,19344117000000.0,17298995000000.0,21857200000000.0,19701999000000.0,10689749000000.0,18960852000000.0,11132748000000.0,24423952000000.0,18994493000000.0,23239477000000.0,20667785000000.0,22402816000000.0
2088.0,19240686000000.0,13663191000000.0,19079830000000.0,16988288000000.0,21706748000000.0,19497715000000.0,10284551000000.0,18677416000000.0,10841777000000.0,24311136000000.0,18777972000000.0,23132633000000.0,20536715000000.0,22233978000000.0
2089.0,18993658000000.0,13324525000000.0,18822422000000.0,16710750000000.0,21571664000000.0,19316745000000.0,9951533000000.0,18433664000000.0,10475311000000.0,24285490000000.0,18465420000000.0,23064522000000.0,20401000000000.0,22190475000000.0
2090.0,18701267000000.0,12955596000000.0,18576847000000.0,16382962000000.0,21404660000000.0,19141648000000.0,9564152000000.0,18191110000000.0,10198054000000.0,24174584000000.0,18249901000000.0,22971849000000.0,20258680000000.0,22017510000000.0
2091.0,18455114000000.0,12646760000000.0,18292794000000.0,16069742000000.0,21246171000000.0,18945269000000.0,9180602000000.0,17974033000000.0,9848642000000.0,24125708000000.0,17984083000000.0,22923125000000.0,20155266000000.0,21837830000000.0
2092.0,18208851000000.0,12271276000000.0,17957166000000.0,15756053000000.0,21115968000000.0,18758423000000.0,8799779000000.0,17673308000000.0,9514036000000.0,24059302000000.0,17608830000000.0,22836433000000.0,19977789000000.0,21635150000000.0
2093.0,17922028000000.0,11899464000000.0,17704826000000.0,15354167000000.0,20867925000000.0,18554418000000.0,8443574000000.0,17444194000000.0,9281900000000.0,24035774000000.0,17400157000000.0,22744675000000.0,19808087000000.0,21429907000000.0
2094.0,17644047000000.0,11572756000000.0,17461420000000.0,15101359000000.0,20738518000000.0,18286205000000.0,8042747300000.0,17069922000000.0,9051499000000.0,24046968000000.0,17075343000000.0,22690853000000.0,19638526000000.0,21239775000000.0
2095.0,17479549000000.0,11235658000000.0,17177563000000.0,14756187000000.0,20667690000000.0,18074030000000.0,7643220400000.0,16737887000000.0,8803622000000.0,23936094000000.0,16745307000000.0,22667606000000.0,19527692000000.0,21165481000000.0
2096.0,17183454000000.0,10923960000000.0,16901370000000.0,14463690000000.0,20480352000000.0,17807480000000.0,7246852000000.0,16316539000000.0,8559462000000.0,23876015000000.0,16444244000000.0,22617365000000.0,19382367000000.0,20968974000000.0
2097.0,16956423000000.0,10574455000000.0,16606870000000.0,14148597000000.0,20239251000000.0,17586809000000.0,6890843500000.0,16090762000000.0,8236670000000.0,23815854000000.0,16122333000000.0,22528131000000.0,19258998000000.0,20759565000000.0
2098.0,16725185000000.0,10271035000000.0,16289339000000.0,13837085000000.0,20066897000000.0,17355529000000.0,6618856600000.0,15750132000000.0,7961065000000.0,23788664000000.0,15847988000000.0,22437131000000.0,19106833000000.0,20591919000000.0
2099.0,16532419000000.0,9990565000000.0,15987479000000.0,13555473000000.0,19803547000000.0,17060696000000.0,6260736400000.0,15391751000000.0,7686412000000.0,23744922000000.0,15586512000000.0,22331310000000.0,18913120000000.0,20461560000000.0
2100.0,16167968000000.0,9686331000000.0,15717193000000.0,13293102000000.0,19606217000000.0,16833362000000.0,5894120700000.0,15007706000000.0,7354539000000.0,23658140000000.0,15331735000000.0,22274533000000.0,18705533000000.0,20349077000000.0
