time,IPSL-CM6A-LR,UKESM1-0-LL,MRI-ESM2-0,GFDL-ESM4
2000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0
2001.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0
2002.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0
2003.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0
2004.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0
2005.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0
2006.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0
2007.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0
2008.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0
2009.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0
2010.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0
2011.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0
2012.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0
2013.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0
2014.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0
2015.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0
2016.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0
2017.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0
2018.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0
2019.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0
2020.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0
2021.0,26676073000000.0,26684902000000.0,26744290000000.0,26707851000000.0
2022.0,26633342000000.0,26585845000000.0,26729119000000.0,26633275000000.0
2023.0,26614216000000.0,26506057000000.0,26735060000000.0,26686110000000.0
2024.0,26567095000000.0,26474430000000.0,26671472000000.0,26663532000000.0
2025.0,26527035000000.0,26350820000000.0,26563580000000.0,26653841000000.0
2026.0,26526238000000.0,26327898000000.0,26560036000000.0,26663740000000.0
2027.0,26449908000000.0,26240210000000.0,26532295000000.0,26645478000000.0
2028.0,26334644000000.0,26184845000000.0,26611647000000.0,26601771000000.0
2029.0,26349901000000.0,26157414000000.0,26599060000000.0,26614920000000.0
2030.0,26340034000000.0,26036205000000.0,26500953000000.0,26586812000000.0
2031.0,26305536000000.0,25921399000000.0,26433336000000.0,26549491000000.0
2032.0,26258710000000.0,25789723000000.0,26401973000000.0,26531020000000.0
2033.0,26236531000000.0,25670030000000.0,26355530000000.0,26508890000000.0
2034.0,26163708000000.0,25637205000000.0,26251685000000.0,26425206000000.0
2035.0,26125970000000.0,25538440000000.0,26146654000000.0,26292022000000.0
2036.0,26020615000000.0,25451880000000.0,26047773000000.0,26210240000000.0
2037.0,26012323000000.0,25387705000000.0,25917260000000.0,26183838000000.0
2038.0,25969721000000.0,25286790000000.0,25808467000000.0,26098432000000.0
2039.0,25880785000000.0,25193005000000.0,25702707000000.0,26040716000000.0
2040.0,25792893000000.0,25171126000000.0,25668723000000.0,26008965000000.0
2041.0,25712216000000.0,25070571000000.0,25581687000000.0,25990040000000.0
2042.0,25605903000000.0,24952986000000.0,25592515000000.0,25906800000000.0
2043.0,25485040000000.0,24764108000000.0,25562448000000.0,25875125000000.0
2044.0,25459086000000.0,24636664000000.0,25515063000000.0,25843844000000.0
2045.0,25387617000000.0,24549080000000.0,25537217000000.0,25834239000000.0
2046.0,25338673000000.0,24425886000000.0,25448904000000.0,25820680000000.0
2047.0,25276812000000.0,24260470000000.0,25408158000000.0,25752570000000.0
2048.0,25212679000000.0,24153984000000.0,25436378000000.0,25715687000000.0
2049.0,25200146000000.0,24030543000000.0,25280064000000.0,25645422000000.0
2050.0,25104048000000.0,23912576000000.0,25165893000000.0,25607650000000.0
2051.0,25012875000000.0,23756188000000.0,25053486000000.0,25542355000000.0
2052.0,24947970000000.0,23628926000000.0,24915372000000.0,25525874000000.0
2053.0,24931167000000.0,23550201000000.0,24770029000000.0,25546044000000.0
2054.0,24883946000000.0,23419758000000.0,24768147000000.0,25515872000000.0
2055.0,24835430000000.0,23287558000000.0,24730110000000.0,25430330000000.0
2056.0,24746190000000.0,23156341000000.0,24677028000000.0,25335532000000.0
2057.0,24663755000000.0,23015430000000.0,24591672000000.0,25358647000000.0
2058.0,24638778000000.0,22916844000000.0,24489652000000.0,25389481000000.0
2059.0,24586987000000.0,22805458000000.0,24437454000000.0,25423228000000.0
2060.0,24601686000000.0,22736427000000.0,24372410000000.0,25402364000000.0
2061.0,24548580000000.0,22674881000000.0,24329906000000.0,25398027000000.0
2062.0,24491147000000.0,22530354000000.0,24372290000000.0,25378635000000.0
2063.0,24410891000000.0,22386483000000.0,24269480000000.0,25327256000000.0
2064.0,24290600000000.0,22242640000000.0,24181033000000.0,25344917000000.0
2065.0,24236261000000.0,22098045000000.0,24193157000000.0,25324002000000.0
2066.0,24141833000000.0,21926580000000.0,24227930000000.0,25320638000000.0
2067.0,24034950000000.0,21803310000000.0,24239418000000.0,25289694000000.0
2068.0,23957562000000.0,21672304000000.0,24200375000000.0,25252902000000.0
2069.0,23895296000000.0,21481566000000.0,24184544000000.0,25172734000000.0
2070.0,23825337000000.0,21438761000000.0,24191342000000.0,25118976000000.0
2071.0,23800890000000.0,21333895000000.0,24263201000000.0,25082586000000.0
2072.0,23759585000000.0,21167233000000.0,24228915000000.0,25047809000000.0
2073.0,23723710000000.0,21033933000000.0,24171294000000.0,24981440000000.0
2074.0,23678417000000.0,20951532000000.0,24133006000000.0,24941873000000.0
2075.0,23645401000000.0,20858773000000.0,24148313000000.0,24900905000000.0
2076.0,23627393000000.0,20791970000000.0,24089303000000.0,24877587000000.0
2077.0,23582451000000.0,20702770000000.0,24017877000000.0,24904473000000.0
2078.0,23523809000000.0,20547476000000.0,23933957000000.0,24901375000000.0
2079.0,23397810000000.0,20425518000000.0,23889495000000.0,24811790000000.0
2080.0,23409575000000.0,20325268000000.0,23877097000000.0,24820396000000.0
2081.0,23350393000000.0,20204904000000.0,23795507000000.0,24824563000000.0
2082.0,23307955000000.0,20103650000000.0,23740157000000.0,24874953000000.0
2083.0,23295060000000.0,19945576000000.0,23769337000000.0,24843213000000.0
2084.0,23286440000000.0,19872023000000.0,23697354000000.0,24867620000000.0
2085.0,23187358000000.0,19796888000000.0,23650162000000.0,24848082000000.0
2086.0,23132117000000.0,19696284000000.0,23655640000000.0,24824756000000.0
2087.0,23116657000000.0,19538737000000.0,23708834000000.0,24781154000000.0
2088.0,23089664000000.0,19454944000000.0,23661161000000.0,24782813000000.0
2089.0,23026148000000.0,19377055000000.0,23722772000000.0,24826046000000.0
2090.0,22972086000000.0,19286691000000.0,23728460000000.0,24725732000000.0
2091.0,22887540000000.0,19209734000000.0,23695163000000.0,24726960000000.0
2092.0,22840126000000.0,19099399000000.0,23699174000000.0,24676697000000.0
2093.0,22861442000000.0,19039270000000.0,23645376000000.0,24589820000000.0
2094.0,22769991000000.0,18976826000000.0,23611409000000.0,24581550000000.0
2095.0,22691810000000.0,18902980000000.0,23635698000000.0,24573873000000.0
2096.0,22649422000000.0,18755342000000.0,23622950000000.0,24482900000000.0
2097.0,22557170000000.0,18650325000000.0,23590911000000.0,24433157000000.0
2098.0,22553419000000.0,18491355000000.0,23653226000000.0,24440080000000.0
2099.0,22510588000000.0,18400502000000.0,23592197000000.0,24419964000000.0
2100.0,22502009000000.0,18290018000000.0,23539204000000.0,24414310000000.0
