time,IPSL-CM6A-LR,UKESM1-0-LL,MRI-ESM2-0,CNRM-ESM2-1,CANESM5
2000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0,27426394000000.0
2001.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0,27414529000000.0
2002.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0,27397385000000.0
2003.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0,27385393000000.0
2004.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0,27338381000000.0
2005.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0,27372881000000.0
2006.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0,27339312000000.0
2007.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0,27349395000000.0
2008.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0,27262108000000.0
2009.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0,27194917000000.0
2010.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0,27087155000000.0
2011.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0,27019763000000.0
2012.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0,26938935000000.0
2013.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0,26814278000000.0
2014.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0,26874065000000.0
2015.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0,26835367000000.0
2016.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0,26746141000000.0
2017.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0,26736853000000.0
2018.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0,26719212000000.0
2019.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0,26728198000000.0
2020.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0,26745030000000.0
2021.0,26743602000000.0,26735767000000.0,26791146000000.0,26803635000000.0,26713562000000.0
2022.0,26655846000000.0,26682290000000.0,26806667000000.0,26702078000000.0,26666837000000.0
2023.0,26589518000000.0,26648336000000.0,26764158000000.0,26664484000000.0,26613184000000.0
2024.0,26595983000000.0,26604334000000.0,26756709000000.0,26617790000000.0,26590463000000.0
2025.0,26525120000000.0,26524360000000.0,26816358000000.0,26604720000000.0,26467314000000.0
2026.0,26460924000000.0,26497719000000.0,26850695000000.0,26652778000000.0,26457570000000.0
2027.0,26436293000000.0,26442526000000.0,26831577000000.0,26559442000000.0,26455330000000.0
2028.0,26399646000000.0,26377804000000.0,26772742000000.0,26589440000000.0,26345340000000.0
2029.0,26379163000000.0,26323957000000.0,26774218000000.0,26496542000000.0,26245834000000.0
2030.0,26377502000000.0,26252394000000.0,26699165000000.0,26437790000000.0,26253080000000.0
2031.0,26328993000000.0,26144322000000.0,26721324000000.0,26319455000000.0,26196421000000.0
2032.0,26284227000000.0,26105830000000.0,26692951000000.0,26177471000000.0,26133142000000.0
2033.0,26272170000000.0,25974270000000.0,26751187000000.0,26087063000000.0,26075097000000.0
2034.0,26205357000000.0,25883510000000.0,26705874000000.0,25972804000000.0,25979647000000.0
2035.0,26193950000000.0,25776406000000.0,26684942000000.0,25846725000000.0,25880993000000.0
2036.0,26165239000000.0,25636119000000.0,26701910000000.0,25703693000000.0,25787627000000.0
2037.0,26128268000000.0,25526683000000.0,26634516000000.0,25592871000000.0,25760226000000.0
2038.0,26071456000000.0,25416734000000.0,26692635000000.0,25486632000000.0,25656449000000.0
2039.0,26070485000000.0,25302632000000.0,26667574000000.0,25474410000000.0,25543244000000.0
2040.0,26032262000000.0,25168871000000.0,26684756000000.0,25369818000000.0,25489148000000.0
2041.0,25970076000000.0,25053278000000.0,26599007000000.0,25233698000000.0,25436787000000.0
2042.0,25966690000000.0,24889812000000.0,26604395000000.0,25148663000000.0,25332204000000.0
2043.0,25886869000000.0,24771890000000.0,26599318000000.0,25078120000000.0,25293966000000.0
2044.0,25801974000000.0,24552862000000.0,26568485000000.0,24936272000000.0,25149154000000.0
2045.0,25764934000000.0,24412292000000.0,26439611000000.0,24737764000000.0,25093537000000.0
2046.0,25706703000000.0,24286044000000.0,26391080000000.0,24701884000000.0,25069647000000.0
2047.0,25669560000000.0,24119960000000.0,26340714000000.0,24693376000000.0,25049447000000.0
2048.0,25566177000000.0,23872743000000.0,26364315000000.0,24673830000000.0,24954420000000.0
2049.0,25414626000000.0,23748590000000.0,26273726000000.0,24569510000000.0,24836571000000.0
2050.0,25361906000000.0,23646098000000.0,26199140000000.0,24476200000000.0,24718970000000.0
2051.0,25325604000000.0,23527703000000.0,26152295000000.0,24307097000000.0,24671934000000.0
2052.0,25278483000000.0,23353260000000.0,26074440000000.0,24190970000000.0,24570292000000.0
2053.0,25230592000000.0,23193240000000.0,25880735000000.0,24168820000000.0,24461105000000.0
2054.0,25164224000000.0,23010526000000.0,25701317000000.0,24215700000000.0,24326678000000.0
2055.0,25098833000000.0,22796920000000.0,25698834000000.0,24144964000000.0,24227342000000.0
2056.0,25000956000000.0,22646413000000.0,25684892000000.0,24065673000000.0,24130647000000.0
2057.0,24921940000000.0,22472863000000.0,25687845000000.0,24025827000000.0,23984467000000.0
2058.0,24795777000000.0,22251194000000.0,25562804000000.0,23914967000000.0,23898310000000.0
2059.0,24699073000000.0,22119543000000.0,25408899000000.0,23756190000000.0,23768026000000.0
2060.0,24559920000000.0,21940820000000.0,25402446000000.0,23728465000000.0,23638440000000.0
2061.0,24394066000000.0,21722180000000.0,25243633000000.0,23636670000000.0,23526390000000.0
2062.0,24332267000000.0,21491920000000.0,25162900000000.0,23554860000000.0,23372910000000.0
2063.0,24219293000000.0,21328281000000.0,25122430000000.0,23413096000000.0,23298220000000.0
2064.0,24204097000000.0,21239538000000.0,24999583000000.0,23213493000000.0,23187943000000.0
2065.0,24163090000000.0,21020040000000.0,24951294000000.0,22940260000000.0,23140111000000.0
2066.0,24040308000000.0,20815870000000.0,24849943000000.0,22952964000000.0,23052900000000.0
2067.0,23904970000000.0,20556234000000.0,24868813000000.0,22825300000000.0,23052155000000.0
2068.0,23733180000000.0,20308300000000.0,24921288000000.0,22683245000000.0,22977983000000.0
2069.0,23593954000000.0,20144657000000.0,24908835000000.0,22590326000000.0,22847385000000.0
2070.0,23475775000000.0,19987423000000.0,24762349000000.0,22399613000000.0,22807070000000.0
2071.0,23343175000000.0,19776670000000.0,24688570000000.0,22356282000000.0,22734453000000.0
2072.0,23315520000000.0,19586135000000.0,24656160000000.0,22282752000000.0,22633924000000.0
2073.0,23252685000000.0,19303490000000.0,24579097000000.0,22182753000000.0,22531998000000.0
2074.0,23165462000000.0,19105789000000.0,24458062000000.0,22118297000000.0,22506350000000.0
2075.0,23084510000000.0,18985990000000.0,24385203000000.0,22042187000000.0,22331932000000.0
2076.0,22870340000000.0,18815182000000.0,24337415000000.0,21980600000000.0,22167490000000.0
2077.0,22842660000000.0,18574987000000.0,24239193000000.0,21973288000000.0,22028380000000.0
2078.0,22782040000000.0,18435392000000.0,24186934000000.0,21760135000000.0,21959713000000.0
2079.0,22741920000000.0,18224524000000.0,24153078000000.0,21641522000000.0,21936113000000.0
2080.0,22679575000000.0,18085694000000.0,24026557000000.0,21554860000000.0,21854295000000.0
2081.0,22613260000000.0,17891173000000.0,23867809000000.0,21426008000000.0,21772546000000.0
2082.0,22568680000000.0,17734306000000.0,23814837000000.0,21287685000000.0,21657383000000.0
2083.0,22505720000000.0,17552949000000.0,23693843000000.0,21235398000000.0,21530981000000.0
2084.0,22449895000000.0,17364916000000.0,23612780000000.0,21142890000000.0,21390904000000.0
2085.0,22340648000000.0,17127138000000.0,23561350000000.0,21097838000000.0,21296063000000.0
2086.0,22241996000000.0,16935570000000.0,23545724000000.0,21010823000000.0,21243590000000.0
2087.0,22120392000000.0,16776934000000.0,23562778000000.0,20945018000000.0,21143528000000.0
2088.0,22089736000000.0,16535970000000.0,23575556000000.0,20832840000000.0,21103000000000.0
2089.0,22088088000000.0,16345162000000.0,23572639000000.0,20834120000000.0,20978529000000.0
2090.0,21957632000000.0,16205432000000.0,23580146000000.0,20722338000000.0,20876242000000.0
2091.0,21873380000000.0,16009713000000.0,23470054000000.0,20607373000000.0,20781761000000.0
2092.0,21822794000000.0,15921214000000.0,23362090000000.0,20545840000000.0,20746300000000.0
2093.0,21766703000000.0,15775587000000.0,23335805000000.0,20345650000000.0,20723907000000.0
2094.0,21685959000000.0,15614851000000.0,23235520000000.0,20199850000000.0,20619387000000.0
2095.0,21658020000000.0,15471379000000.0,23227932000000.0,20172381000000.0,20603912000000.0
2096.0,21645016000000.0,15310369000000.0,23239705000000.0,20030708000000.0,20427896000000.0
2097.0,21619390000000.0,15215398000000.0,23302853000000.0,19868244000000.0,20349815000000.0
2098.0,21521198000000.0,15069870000000.0,23259802000000.0,19768164000000.0,20243638000000.0
2099.0,21492207000000.0,14920648000000.0,23213130000000.0,19636393000000.0,20154681000000.0
2100.0,21410350000000.0,14732826000000.0,23191053000000.0,19548747000000.0,20020636000000.0
