time,MPI-ESM1-2-HR,MRI-ESM2-0,EC-EARTH3,INM-CM4-8,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG,CAMS-CSM1-0,GFDL-ESM4,NORESM2-MM,CESM2-WACCM,INM-CM5-0,CESM2
2058.0,830054500.0,573343500.0,352972500.0,780709060.0,687503740.0,529271260.0,714419700.0,1139912200.0,841429570.0,521751200.0,712886700.0,594815740.0,566483840.0
2059.0,807691900.0,562488500.0,338387070.0,749417800.0,662267970.0,510257440.0,686770940.0,1118420700.0,819280060.0,475909900.0,703106800.0,570174500.0,522344030.0
2060.0,789810900.0,532190530.0,324248000.0,726670140.0,651501300.0,482285340.0,662084500.0,1098624900.0,795140800.0,464229400.0,666947800.0,538641800.0,500569340.0
2061.0,887433600.0,514803170.0,305289440.0,683059600.0,634575500.0,442404500.0,645694900.0,1077296100.0,779197400.0,442007230.0,651548540.0,510054900.0,475884030.0
2062.0,755308300.0,497459740.0,309386880.0,659999500.0,616604350.0,419747780.0,606159800.0,1050584900.0,755535740.0,414849570.0,617887600.0,501370430.0,454337250.0
2063.0,710861760.0,500137700.0,276381060.0,630433660.0,584391740.0,394771550.0,574250240.0,1040417150.0,724796000.0,392719940.0,586541900.0,466936160.0,422257730.0
2064.0,674654300.0,472803400.0,265304850.0,605380100.0,564653200.0,367392600.0,530019040.0,1008113600.0,704246800.0,379672220.0,556469570.0,454810300.0,416145180.0
2065.0,651697100.0,459736000.0,251537280.0,656182400.0,539154000.0,353455940.0,501645470.0,976009500.0,675352300.0,353541700.0,532653150.0,437265570.0,387974050.0
2066.0,712148700.0,446567170.0,266087890.0,578777800.0,525620640.0,340602500.0,475522700.0,940908000.0,678621500.0,334877570.0,519468060.0,438117060.0,359872400.0
2067.0,602721500.0,433809570.0,237983870.0,549499650.0,510821500.0,339323260.0,453023970.0,987787700.0,637122400.0,319496100.0,491846370.0,415083650.0,344217200.0
2068.0,582731140.0,423406850.0,227816560.0,522504130.0,482365700.0,316077250.0,418540300.0,919870660.0,613090560.0,304377380.0,464333470.0,404295870.0,402514080.0
2069.0,568306800.0,413093500.0,207673090.0,495656320.0,459160160.0,299960000.0,382079500.0,915358460.0,588424200.0,291751970.0,451388500.0,387725540.0,332686620.0
2070.0,555024960.0,395342370.0,192374780.0,465701150.0,440972450.0,288209760.0,360604030.0,884254140.0,553089600.0,279541600.0,425306940.0,366289500.0,319619780.0
2071.0,546404800.0,385485120.0,177953940.0,449229000.0,425509060.0,279766100.0,334250270.0,854144500.0,523698240.0,254428420.0,408544100.0,353362750.0,343135550.0
2072.0,525105120.0,375204130.0,171283000.0,428730100.0,411212300.0,266776800.0,321738430.0,837161200.0,561895400.0,236411680.0,403643650.0,344413500.0,301715170.0
2073.0,520039780.0,360660300.0,164193920.0,398434100.0,398097280.0,254112820.0,300951870.0,793663800.0,501361380.0,233109060.0,385379800.0,330529280.0,284906100.0
2074.0,470229400.0,358679420.0,156276700.0,393932830.0,382230460.0,240734750.0,291070620.0,803762940.0,464890340.0,214939920.0,367318400.0,319991970.0,261269200.0
2075.0,452402560.0,347017000.0,147533870.0,362880420.0,372656580.0,223067520.0,282919650.0,778842560.0,443239360.0,205750000.0,351310400.0,321402000.0,256488350.0
2076.0,435110000.0,338100200.0,136717260.0,361011650.0,361132830.0,209828140.0,266241060.0,750649300.0,427077820.0,193118980.0,336902300.0,301522560.0,424098340.0
2077.0,418923870.0,334560200.0,130260810.0,334374300.0,337875500.0,199700180.0,250962860.0,723071500.0,421758270.0,186990110.0,327933820.0,314815100.0,257075550.0
2078.0,409945900.0,313726800.0,125988730.0,330816960.0,327015740.0,189610690.0,223334990.0,696416900.0,406637600.0,178160460.0,315286700.0,292481760.0,238691730.0
2079.0,468119460.0,306845200.0,118567470.0,325948060.0,312464830.0,180865400.0,213751520.0,660082370.0,397475200.0,176230350.0,301263780.0,273768700.0,229555400.0
2080.0,387241120.0,303034140.0,108755496.0,312097060.0,301640860.0,174073550.0,199466860.0,645933000.0,376284400.0,171178640.0,282610500.0,267320600.0,227375310.0
2081.0,383180930.0,308613630.0,100897630.0,290130720.0,298717820.0,165428100.0,189958320.0,629880400.0,362708030.0,165664980.0,271207740.0,258252600.0,218732500.0
2082.0,377360300.0,309434100.0,90055350.0,293114000.0,287546940.0,146611860.0,183143360.0,608848700.0,355521100.0,154395490.0,253483600.0,246742080.0,211416020.0
2083.0,360480770.0,291252480.0,85615620.0,277343360.0,289322430.0,137415940.0,165804500.0,589389600.0,337476640.0,146258640.0,233065810.0,240004600.0,199141140.0
2084.0,344951500.0,274661250.0,98435070.0,270143140.0,274736640.0,131077250.0,161254740.0,571968800.0,328822460.0,141068660.0,222724780.0,232437680.0,190213970.0
2085.0,348314080.0,264090670.0,82949020.0,257658380.0,259255260.0,121582440.0,157539650.0,564818800.0,314472350.0,131878104.0,215296900.0,213441900.0,188171730.0
2086.0,320264350.0,256640720.0,70864850.0,250139700.0,249204830.0,106326360.0,138836690.0,539977800.0,302676500.0,126103144.0,209269500.0,208468110.0,181202620.0
2087.0,306490050.0,239541710.0,69301576.0,241404270.0,240072430.0,96204800.0,131927570.0,517987000.0,296350700.0,122200480.0,196607710.0,205237200.0,175462190.0
2088.0,290365900.0,227063660.0,65763756.0,235979680.0,232459260.0,94770330.0,126236536.0,483146180.0,291196300.0,105841990.0,188191620.0,189985140.0,170149220.0
2089.0,281732220.0,216264960.0,95295520.0,217422800.0,229427100.0,83736410.0,120538380.0,473890780.0,284134720.0,103812370.0,176897280.0,177500980.0,160004180.0
2090.0,274263360.0,209973000.0,61933730.0,210519760.0,223173600.0,83084500.0,107033400.0,456520860.0,272741500.0,99944664.0,173580980.0,170967300.0,157539400.0
2091.0,265967940.0,204572910.0,60937348.0,204314370.0,212857330.0,77853080.0,102853780.0,439533950.0,263370700.0,94393730.0,162239060.0,161615710.0,154258540.0
2092.0,265809600.0,199602660.0,59388696.0,199717250.0,202481540.0,76554180.0,93413120.0,426549440.0,249680420.0,95905250.0,153704880.0,151421260.0,149049460.0
2093.0,249455490.0,194040340.0,65431504.0,188011600.0,201489920.0,70319470.0,88172330.0,413409800.0,245546800.0,86185260.0,142912720.0,142202220.0,142011980.0
2094.0,228464450.0,258324210.0,57098012.0,176965040.0,193882860.0,66392588.0,79349970.0,396718370.0,232843820.0,80991150.0,126207840.0,136192660.0,127643960.0
2095.0,215024200.0,181509140.0,49198380.0,168677540.0,188027000.0,57470804.0,70761190.0,389464220.0,224679650.0,79859096.0,120762240.0,123599790.0,123811650.0
2096.0,207540510.0,177703730.0,46146188.0,165620480.0,183943070.0,48517836.0,65683760.0,379671460.0,218795060.0,78181360.0,104654070.0,114488584.0,114406536.0
2097.0,196145700.0,170901060.0,42735380.0,156255420.0,172220210.0,45502000.0,60906092.0,359605600.0,206994430.0,72876850.0,100303890.0,112252456.0,107561624.0
2098.0,199823970.0,163521840.0,39843590.0,149393040.0,174388980.0,44727570.0,55959310.0,344781000.0,197889700.0,69629900.0,90959490.0,109494520.0,105279500.0
2099.0,203812530.0,157219460.0,37439668.0,143068320.0,166768420.0,41368416.0,50394770.0,340559230.0,190641890.0,68672056.0,79349170.0,97476140.0,98700590.0
2100.0,189284020.0,151204480.0,36695350.0,135765230.0,158468660.0,40497156.0,41395096.0,341502530.0,182325000.0,64373308.0,70664170.0,89606890.0,83699120.0
