time,INM-CM4-8,FGOALS-F3-L,MRI-ESM2-0,MPI-ESM1-2-HR,EC-EARTH3,EC-EARTH3-VEG,CAMS-CSM1-0,BCC-CSM2-MR,GFDL-ESM4,CANESM5,NORESM2-MM,IPSL-CM6A-LR,ACCESS-CM2,INM-CM5-0,ACCESS-ESM1-5,CESM2,CESM2-WACCM
2000.0,2126520700.0,2126520700.0,2126520700.0,2126520700.0,2126520700.0,2126520700.0,2126520700.0,2126520700.0,2126520700.0,2126520700.0,2126520700.0,2126520700.0,2126520700.0,2126520700.0,2126520700.0,2126520700.0,2126520700.0
2001.0,2141004800.0,2141004800.0,2141004800.0,2141004800.0,2141004800.0,2141004800.0,2141004800.0,2141004800.0,2141004800.0,2141004800.0,2141004800.0,2141004800.0,2141004800.0,2141004800.0,2141004800.0,2141004800.0,2141004800.0
2002.0,2131452500.0,2131452500.0,2131452500.0,2131452500.0,2131452500.0,2131452500.0,2131452500.0,2131452500.0,2131452500.0,2131452500.0,2131452500.0,2131452500.0,2131452500.0,2131452500.0,2131452500.0,2131452500.0,2131452500.0
2003.0,2194573300.0,2194573300.0,2194573300.0,2194573300.0,2194573300.0,2194573300.0,2194573300.0,2194573300.0,2194573300.0,2194573300.0,2194573300.0,2194573300.0,2194573300.0,2194573300.0,2194573300.0,2194573300.0,2194573300.0
2004.0,2105318500.0,2105318500.0,2105318500.0,2105318500.0,2105318500.0,2105318500.0,2105318500.0,2105318500.0,2105318500.0,2105318500.0,2105318500.0,2105318500.0,2105318500.0,2105318500.0,2105318500.0,2105318500.0,2105318500.0
2005.0,2099516400.0,2099516400.0,2099516400.0,2099516400.0,2099516400.0,2099516400.0,2099516400.0,2099516400.0,2099516400.0,2099516400.0,2099516400.0,2099516400.0,2099516400.0,2099516400.0,2099516400.0,2099516400.0,2099516400.0
2006.0,2086269300.0,2086269300.0,2086269300.0,2086269300.0,2086269300.0,2086269300.0,2086269300.0,2086269300.0,2086269300.0,2086269300.0,2086269300.0,2086269300.0,2086269300.0,2086269300.0,2086269300.0,2086269300.0,2086269300.0
2007.0,2072913500.0,2072913500.0,2072913500.0,2072913500.0,2072913500.0,2072913500.0,2072913500.0,2072913500.0,2072913500.0,2072913500.0,2072913500.0,2072913500.0,2072913500.0,2072913500.0,2072913500.0,2072913500.0,2072913500.0
2008.0,2075369900.0,2075369900.0,2075369900.0,2075369900.0,2075369900.0,2075369900.0,2075369900.0,2075369900.0,2075369900.0,2075369900.0,2075369900.0,2075369900.0,2075369900.0,2075369900.0,2075369900.0,2075369900.0,2075369900.0
2009.0,2105645200.0,2105645200.0,2105645200.0,2105645200.0,2105645200.0,2105645200.0,2105645200.0,2105645200.0,2105645200.0,2105645200.0,2105645200.0,2105645200.0,2105645200.0,2105645200.0,2105645200.0,2105645200.0,2105645200.0
2010.0,2066847500.0,2066847500.0,2066847500.0,2066847500.0,2066847500.0,2066847500.0,2066847500.0,2066847500.0,2066847500.0,2066847500.0,2066847500.0,2066847500.0,2066847500.0,2066847500.0,2066847500.0,2066847500.0,2066847500.0
2011.0,2082860900.0,2082860900.0,2082860900.0,2082860900.0,2082860900.0,2082860900.0,2082860900.0,2082860900.0,2082860900.0,2082860900.0,2082860900.0,2082860900.0,2082860900.0,2082860900.0,2082860900.0,2082860900.0,2082860900.0
2012.0,2045792500.0,2045792500.0,2045792500.0,2045792500.0,2045792500.0,2045792500.0,2045792500.0,2045792500.0,2045792500.0,2045792500.0,2045792500.0,2045792500.0,2045792500.0,2045792500.0,2045792500.0,2045792500.0,2045792500.0
2013.0,2036584000.0,2036584000.0,2036584000.0,2036584000.0,2036584000.0,2036584000.0,2036584000.0,2036584000.0,2036584000.0,2036584000.0,2036584000.0,2036584000.0,2036584000.0,2036584000.0,2036584000.0,2036584000.0,2036584000.0
2014.0,2039751800.0,2039751800.0,2039751800.0,2039751800.0,2039751800.0,2039751800.0,2039751800.0,2039751800.0,2039751800.0,2039751800.0,2039751800.0,2039751800.0,2039751800.0,2039751800.0,2039751800.0,2039751800.0,2039751800.0
2015.0,2055320400.0,2055320400.0,2055320400.0,2055320400.0,2055320400.0,2055320400.0,2055320400.0,2055320400.0,2055320400.0,2055320400.0,2055320400.0,2055320400.0,2055320400.0,2055320400.0,2055320400.0,2055320400.0,2055320400.0
2016.0,2006293200.0,2006293200.0,2006293200.0,2006293200.0,2006293200.0,2006293200.0,2006293200.0,2006293200.0,2006293200.0,2006293200.0,2006293200.0,2006293200.0,2006293200.0,2006293200.0,2006293200.0,2006293200.0,2006293200.0
2017.0,1995090200.0,1995090200.0,1995090200.0,1995090200.0,1995090200.0,1995090200.0,1995090200.0,1995090200.0,1995090200.0,1995090200.0,1995090200.0,1995090200.0,1995090200.0,1995090200.0,1995090200.0,1995090200.0,1995090200.0
2018.0,1974807400.0,1974807400.0,1974807400.0,1974807400.0,1974807400.0,1974807400.0,1974807400.0,1974807400.0,1974807400.0,1974807400.0,1974807400.0,1974807400.0,1974807400.0,1974807400.0,1974807400.0,1974807400.0,1974807400.0
2019.0,1947963600.0,1947963600.0,1947963600.0,1947963600.0,1947963600.0,1947963600.0,1947963600.0,1947963600.0,1947963600.0,1947963600.0,1947963600.0,1947963600.0,1947963600.0,1947963600.0,1947963600.0,1947963600.0,1947963600.0
2020.0,1932318300.0,1932318300.0,1932318300.0,1932318300.0,1932318300.0,1932318300.0,1932318300.0,1932318300.0,1932318300.0,1932318300.0,1932318300.0,1932318300.0,1932318300.0,1932318300.0,1932318300.0,1932318300.0,1932318300.0
2021.0,1909752000.0,1907462100.0,1917173200.0,1890607600.0,1902038900.0,1911025800.0,1998639200.0,1915219600.0,1925807600.0,1941850500.0,1879405700.0,1915222700.0,1916428900.0,1917154700.0,1900389800.0,1913556200.0,1904530600.0
2022.0,1885898100.0,1868686000.0,1879679200.0,1861858800.0,1879383300.0,1868004500.0,1904224500.0,1894594200.0,1894153500.0,1883548700.0,1840903800.0,1878131500.0,1893649000.0,1962957000.0,1878856800.0,1958691000.0,1981924900.0
2023.0,1863884300.0,1895538800.0,1844906900.0,1830334500.0,1846903900.0,1906124300.0,1874218500.0,1883055500.0,1866550000.0,1879315700.0,1776443800.0,1840456400.0,1854927200.0,1882317300.0,1824126600.0,1854231000.0,1898171500.0
2024.0,1822724100.0,1820363900.0,1791395500.0,1792018400.0,1799697300.0,1843059200.0,1844663700.0,1840836900.0,1822274200.0,1821874400.0,1744447200.0,1814336500.0,1817157000.0,1854211700.0,1800650100.0,1823026000.0,1864836500.0
2025.0,1815747100.0,1776321400.0,1747536100.0,1770817300.0,1754306400.0,1881804700.0,1821683800.0,1845767800.0,1759022000.0,1800093000.0,1713847200.0,1787906600.0,1754037400.0,1820440300.0,1969484400.0,1851539500.0,1860485500.0
2026.0,1864421000.0,1724741900.0,1713005700.0,1717694600.0,1742394000.0,1767492600.0,1781171800.0,1782395100.0,1721392100.0,1751743700.0,1666448500.0,1794699100.0,1700336400.0,1777398900.0,1835805000.0,1797565600.0,1828944400.0
2027.0,1850288400.0,1677957800.0,1660900600.0,1677651800.0,1650912500.0,1743577500.0,1792200000.0,1756297600.0,1692878200.0,1719022100.0,1636296700.0,1752915700.0,1654878700.0,1726569300.0,1838948600.0,1756455300.0,1802775800.0
2028.0,1752413300.0,1651024100.0,1624641800.0,1670795000.0,1649419300.0,1677425700.0,1757859500.0,1705328000.0,1646716500.0,1667922800.0,1621759900.0,1714870100.0,1618049800.0,1704096500.0,1780556800.0,1726433200.0,1889253200.0
2029.0,1717708800.0,1612574100.0,1553276200.0,1683823400.0,1625059800.0,1651968500.0,1826056400.0,1678381000.0,1607286500.0,1623030900.0,1580590500.0,1660555400.0,1577281800.0,1701338100.0,1762476500.0,1973251000.0,1813890000.0
2030.0,1710928000.0,1549423500.0,1503735700.0,1606151800.0,1739929200.0,1623067500.0,2362409500.0,1640544800.0,1558851700.0,1569434100.0,1559260500.0,1660014700.0,1498616400.0,1641182300.0,1691619600.0,1669120800.0,1855414700.0
2031.0,1639752800.0,1709393900.0,1427908900.0,1725286800.0,1625440400.0,1566104800.0,1811907800.0,1600957300.0,1504776800.0,1521020200.0,1600334100.0,1605848300.0,1419845500.0,1595088100.0,1649930400.0,1625586800.0,1728133900.0
2032.0,1617314800.0,1613708700.0,1368803800.0,1669142400.0,1532855000.0,1534402800.0,1744097000.0,1577492600.0,1465493200.0,1603599100.0,1491497700.0,1582005900.0,1372690800.0,1548260100.0,1610154800.0,1583158800.0,1708074200.0
2033.0,1630045600.0,1526563500.0,1331397100.0,1630801500.0,1492329600.0,1471172900.0,1712650600.0,1560070700.0,1427886700.0,1492215300.0,1437419100.0,1552708700.0,1333349200.0,1494800000.0,1606397300.0,1547722100.0,1675231200.0
2034.0,1564907400.0,1460065000.0,1282217900.0,1631048100.0,1444260500.0,1469449200.0,1688484900.0,1499928800.0,1403536100.0,1419572400.0,1429603300.0,1501627900.0,1287100500.0,1456262500.0,1538007700.0,1510998300.0,1635006800.0
2035.0,1528965900.0,1453163900.0,1247648100.0,1573899000.0,1419405800.0,1607434100.0,1657630200.0,1453287700.0,1396559600.0,1396562600.0,1384288900.0,1434583400.0,1231198200.0,1427434600.0,1478956200.0,1442753400.0,1584346900.0
2036.0,1472976600.0,1908192300.0,1194982800.0,1523545700.0,1375431800.0,1428408200.0,1614979100.0,1402366600.0,1306433200.0,1368311300.0,1532668500.0,1369466100.0,1158771100.0,1384524800.0,1477657300.0,1406742000.0,1548578700.0
2037.0,1559653000.0,1486464100.0,1148540800.0,1471032000.0,1338751400.0,1393681000.0,1601865200.0,1379530500.0,1260128100.0,1300224300.0,1334980400.0,1338373200.0,1125414300.0,1310859500.0,1404809000.0,1344632200.0,1528461700.0
2038.0,1426790500.0,1396360700.0,1108058600.0,1431589800.0,1285843700.0,1345202200.0,1547246800.0,1431750800.0,1228153700.0,1252438500.0,1294238000.0,1304595500.0,1082372600.0,1250538500.0,1363708800.0,1309336600.0,1515518100.0
