time,INM-CM5-0,CESM2-WACCM,CESM2,CANESM5,GFDL-ESM4,MRI-ESM2-0,ACCESS-ESM1-5,TAIESM1,MPI-ESM1-2-HR,BCC-CSM2-MR,CAMS-CSM1-0,INM-CM4-8,NORESM2-MM,EC-EARTH3-VEG,CMCC-CM2-SR5,ACCESS-CM2,IPSL-CM6A-LR,FGOALS-F3-L,EC-EARTH3
2000.0,306328930000.0,306328930000.0,306328930000.0,306328930000.0,306328930000.0,306328930000.0,306328930000.0,306328930000.0,306328930000.0,306328930000.0,306328930000.0,306328930000.0,306328930000.0,306328930000.0,306328930000.0,306328930000.0,306328930000.0,306328930000.0,306328930000.0
2001.0,307506680000.0,307506680000.0,307506680000.0,307506680000.0,307506680000.0,307506680000.0,307506680000.0,307506680000.0,307506680000.0,307506680000.0,307506680000.0,307506680000.0,307506680000.0,307506680000.0,307506680000.0,307506680000.0,307506680000.0,307506680000.0,307506680000.0
2002.0,305881580000.0,305881580000.0,305881580000.0,305881580000.0,305881580000.0,305881580000.0,305881580000.0,305881580000.0,305881580000.0,305881580000.0,305881580000.0,305881580000.0,305881580000.0,305881580000.0,305881580000.0,305881580000.0,305881580000.0,305881580000.0,305881580000.0
2003.0,300428260000.0,300428260000.0,300428260000.0,300428260000.0,300428260000.0,300428260000.0,300428260000.0,300428260000.0,300428260000.0,300428260000.0,300428260000.0,300428260000.0,300428260000.0,300428260000.0,300428260000.0,300428260000.0,300428260000.0,300428260000.0,300428260000.0
2004.0,297830840000.0,297830840000.0,297830840000.0,297830840000.0,297830840000.0,297830840000.0,297830840000.0,297830840000.0,297830840000.0,297830840000.0,297830840000.0,297830840000.0,297830840000.0,297830840000.0,297830840000.0,297830840000.0,297830840000.0,297830840000.0,297830840000.0
2005.0,296095220000.0,296095220000.0,296095220000.0,296095220000.0,296095220000.0,296095220000.0,296095220000.0,296095220000.0,296095220000.0,296095220000.0,296095220000.0,296095220000.0,296095220000.0,296095220000.0,296095220000.0,296095220000.0,296095220000.0,296095220000.0,296095220000.0
2006.0,296015430000.0,296015430000.0,296015430000.0,296015430000.0,296015430000.0,296015430000.0,296015430000.0,296015430000.0,296015430000.0,296015430000.0,296015430000.0,296015430000.0,296015430000.0,296015430000.0,296015430000.0,296015430000.0,296015430000.0,296015430000.0,296015430000.0
2007.0,291898520000.0,291898520000.0,291898520000.0,291898520000.0,291898520000.0,291898520000.0,291898520000.0,291898520000.0,291898520000.0,291898520000.0,291898520000.0,291898520000.0,291898520000.0,291898520000.0,291898520000.0,291898520000.0,291898520000.0,291898520000.0,291898520000.0
2008.0,292775850000.0,292775850000.0,292775850000.0,292775850000.0,292775850000.0,292775850000.0,292775850000.0,292775850000.0,292775850000.0,292775850000.0,292775850000.0,292775850000.0,292775850000.0,292775850000.0,292775850000.0,292775850000.0,292775850000.0,292775850000.0,292775850000.0
2009.0,291812600000.0,291812600000.0,291812600000.0,291812600000.0,291812600000.0,291812600000.0,291812600000.0,291812600000.0,291812600000.0,291812600000.0,291812600000.0,291812600000.0,291812600000.0,291812600000.0,291812600000.0,291812600000.0,291812600000.0,291812600000.0,291812600000.0
2010.0,287543600000.0,287543600000.0,287543600000.0,287543600000.0,287543600000.0,287543600000.0,287543600000.0,287543600000.0,287543600000.0,287543600000.0,287543600000.0,287543600000.0,287543600000.0,287543600000.0,287543600000.0,287543600000.0,287543600000.0,287543600000.0,287543600000.0
2011.0,285188230000.0,285188230000.0,285188230000.0,285188230000.0,285188230000.0,285188230000.0,285188230000.0,285188230000.0,285188230000.0,285188230000.0,285188230000.0,285188230000.0,285188230000.0,285188230000.0,285188230000.0,285188230000.0,285188230000.0,285188230000.0,285188230000.0
2012.0,284529400000.0,284529400000.0,284529400000.0,284529400000.0,284529400000.0,284529400000.0,284529400000.0,284529400000.0,284529400000.0,284529400000.0,284529400000.0,284529400000.0,284529400000.0,284529400000.0,284529400000.0,284529400000.0,284529400000.0,284529400000.0,284529400000.0
2013.0,285088970000.0,285088970000.0,285088970000.0,285088970000.0,285088970000.0,285088970000.0,285088970000.0,285088970000.0,285088970000.0,285088970000.0,285088970000.0,285088970000.0,285088970000.0,285088970000.0,285088970000.0,285088970000.0,285088970000.0,285088970000.0,285088970000.0
2014.0,282159220000.0,282159220000.0,282159220000.0,282159220000.0,282159220000.0,282159220000.0,282159220000.0,282159220000.0,282159220000.0,282159220000.0,282159220000.0,282159220000.0,282159220000.0,282159220000.0,282159220000.0,282159220000.0,282159220000.0,282159220000.0,282159220000.0
2015.0,278154970000.0,278154970000.0,278154970000.0,278154970000.0,278154970000.0,278154970000.0,278154970000.0,278154970000.0,278154970000.0,278154970000.0,278154970000.0,278154970000.0,278154970000.0,278154970000.0,278154970000.0,278154970000.0,278154970000.0,278154970000.0,278154970000.0
2016.0,280165580000.0,280165580000.0,280165580000.0,280165580000.0,280165580000.0,280165580000.0,280165580000.0,280165580000.0,280165580000.0,280165580000.0,280165580000.0,280165580000.0,280165580000.0,280165580000.0,280165580000.0,280165580000.0,280165580000.0,280165580000.0,280165580000.0
2017.0,276606840000.0,276606840000.0,276606840000.0,276606840000.0,276606840000.0,276606840000.0,276606840000.0,276606840000.0,276606840000.0,276606840000.0,276606840000.0,276606840000.0,276606840000.0,276606840000.0,276606840000.0,276606840000.0,276606840000.0,276606840000.0,276606840000.0
2018.0,276399820000.0,276399820000.0,276399820000.0,276399820000.0,276399820000.0,276399820000.0,276399820000.0,276399820000.0,276399820000.0,276399820000.0,276399820000.0,276399820000.0,276399820000.0,276399820000.0,276399820000.0,276399820000.0,276399820000.0,276399820000.0,276399820000.0
2019.0,271140130000.0,271140130000.0,271140130000.0,271140130000.0,271140130000.0,271140130000.0,271140130000.0,271140130000.0,271140130000.0,271140130000.0,271140130000.0,271140130000.0,271140130000.0,271140130000.0,271140130000.0,271140130000.0,271140130000.0,271140130000.0,271140130000.0
2020.0,269031820000.0,269031820000.0,269031820000.0,269031820000.0,269031820000.0,269031820000.0,269031820000.0,269031820000.0,269031820000.0,269031820000.0,269031820000.0,269031820000.0,269031820000.0,269031820000.0,269031820000.0,269031820000.0,269031820000.0,269031820000.0,269031820000.0
2021.0,265874390000.0,266003550000.0,268450630000.0,261930270000.0,262525060000.0,268451840000.0,264493970000.0,265699890000.0,264892840000.0,264804860000.0,263305050000.0,268046070000.0,262660440000.0,267007310000.0,270657270000.0,261937630000.0,266154740000.0,263434100000.0,267178740000.0
2022.0,260762170000.0,262253850000.0,264402390000.0,257812550000.0,259018870000.0,267810210000.0,262262110000.0,260501470000.0,262027980000.0,266049400000.0,259384380000.0,266916630000.0,260227610000.0,264383220000.0,268151440000.0,259212850000.0,265856170000.0,261646500000.0,262074830000.0
2023.0,258600440000.0,259692560000.0,260469720000.0,249319280000.0,256523420000.0,266119730000.0,260336070000.0,257298960000.0,259535500000.0,265570290000.0,253337650000.0,265090990000.0,256174520000.0,263124580000.0,263593970000.0,253204630000.0,261569130000.0,257663940000.0,263500320000.0
2024.0,256653740000.0,255981170000.0,258827400000.0,243227380000.0,253962720000.0,260203300000.0,258520650000.0,255329400000.0,257528070000.0,261505340000.0,249864010000.0,262607470000.0,254044420000.0,256382750000.0,263570520000.0,249477780000.0,258559210000.0,258720700000.0,259946230000.0
2025.0,251263200000.0,251996180000.0,255358420000.0,238018850000.0,251275120000.0,256213470000.0,257068120000.0,252428440000.0,255925260000.0,257703990000.0,246283900000.0,263149600000.0,250552320000.0,255226840000.0,260413180000.0,246740240000.0,253511480000.0,258289430000.0,254972130000.0
2026.0,250759740000.0,250341330000.0,251729990000.0,234202640000.0,248234150000.0,249927660000.0,252126600000.0,245665270000.0,252930690000.0,258578970000.0,243342540000.0,263941440000.0,244106540000.0,251331480000.0,259838790000.0,241037070000.0,250758280000.0,257240240000.0,252579700000.0
2027.0,246755840000.0,248826760000.0,250594330000.0,230036680000.0,243340120000.0,244590560000.0,250457750000.0,244945290000.0,249664030000.0,255482640000.0,238744520000.0,265198490000.0,239964700000.0,247330570000.0,256780090000.0,238887620000.0,245006970000.0,254716050000.0,247821500000.0
2028.0,244384190000.0,248360680000.0,252097610000.0,220647400000.0,237988400000.0,242444960000.0,249695170000.0,237456380000.0,245615170000.0,250614370000.0,234784240000.0,266358830000.0,240636480000.0,239044000000.0,252869790000.0,233413890000.0,238767130000.0,250612250000.0,248405970000.0
2029.0,243019240000.0,242027450000.0,247545120000.0,213439700000.0,237314030000.0,239905640000.0,247680140000.0,231349390000.0,245375340000.0,249146770000.0,231065110000.0,264484550000.0,241718800000.0,238833480000.0,249580680000.0,229833520000.0,233831070000.0,247640010000.0,243753960000.0
2030.0,240872620000.0,237654790000.0,244238550000.0,207534050000.0,235131340000.0,233685170000.0,243518640000.0,224340300000.0,244001100000.0,242074450000.0,226888910000.0,262244200000.0,237421540000.0,236452530000.0,243113900000.0,225374910000.0,230207240000.0,246462400000.0,238883300000.0
2031.0,235199100000.0,235327750000.0,240631140000.0,198245320000.0,229774930000.0,231507150000.0,240792760000.0,219997300000.0,239087960000.0,238591590000.0,220516580000.0,258734700000.0,234767350000.0,232691840000.0,239228960000.0,219429060000.0,225984180000.0,243488520000.0,228724400000.0
2032.0,232118760000.0,231201260000.0,234221420000.0,192390410000.0,226868250000.0,227469150000.0,239831100000.0,213411120000.0,236228080000.0,236411000000.0,216361600000.0,257578610000.0,231966500000.0,232565520000.0,237318980000.0,214637510000.0,219016000000.0,242030540000.0,222194840000.0
2033.0,227471410000.0,226324280000.0,227568400000.0,189082680000.0,220284680000.0,223451760000.0,237816250000.0,208543920000.0,233166720000.0,233442850000.0,209359300000.0,253878550000.0,228201680000.0,231484210000.0,234699720000.0,211061260000.0,215601630000.0,240982110000.0,217452510000.0
2034.0,222400070000.0,221401830000.0,224119400000.0,185547820000.0,215209530000.0,218936460000.0,234748610000.0,201673650000.0,230609490000.0,228540840000.0,205904480000.0,249389800000.0,222045490000.0,227350770000.0,232752050000.0,205493260000.0,213369950000.0,239444840000.0,210880480000.0
2035.0,215416830000.0,219437600000.0,222492210000.0,180168870000.0,210987200000.0,213319900000.0,228870900000.0,196135490000.0,224281230000.0,227095500000.0,197732300000.0,247649000000.0,220475400000.0,223223760000.0,227584800000.0,201719800000.0,207184120000.0,236762730000.0,202615080000.0
2036.0,209508750000.0,214807330000.0,220576760000.0,173822350000.0,208563630000.0,210964380000.0,224274780000.0,187119450000.0,219285720000.0,225267730000.0,194087700000.0,244654950000.0,214116560000.0,220809800000.0,223138800000.0,198334840000.0,203927420000.0,233687450000.0,197470670000.0
2037.0,205275790000.0,210466500000.0,218595790000.0,168249950000.0,204934820000.0,210529170000.0,223239600000.0,182996930000.0,217025920000.0,223028000000.0,190340040000.0,241817900000.0,210269590000.0,219612730000.0,218272000000.0,191454120000.0,200271600000.0,229901660000.0,188838760000.0
2038.0,201284290000.0,207301400000.0,213993490000.0,162014040000.0,202158950000.0,204652510000.0,219033420000.0,175489560000.0,212024790000.0,217866600000.0,182568220000.0,239195830000.0,204623070000.0,217152600000.0,214775430000.0,189414830000.0,197502780000.0,228057450000.0,184073780000.0
2039.0,197705070000.0,205317950000.0,211243220000.0,156820130000.0,197360580000.0,202069520000.0,219354860000.0,170785440000.0,208139500000.0,215043540000.0,177046780000.0,237924880000.0,204560660000.0,215286990000.0,209437500000.0,184680450000.0,191083120000.0,224487460000.0,180551120000.0
2040.0,191272480000.0,202266900000.0,205950940000.0,153469500000.0,193406240000.0,198796570000.0,214251440000.0,163867230000.0,202402940000.0,211602880000.0,174924730000.0,235645520000.0,200368490000.0,211054900000.0,204949650000.0,180766240000.0,184613060000.0,224047530000.0,175838000000.0
2041.0,188707240000.0,198719900000.0,203905650000.0,148260080000.0,186938830000.0,194892890000.0,212805980000.0,160010750000.0,198577230000.0,208015570000.0,171944890000.0,233604530000.0,194176830000.0,207460340000.0,201516090000.0,175643330000.0,179648950000.0,219992180000.0,169315020000.0
2042.0,185697060000.0,193386450000.0,202926800000.0,142750200000.0,184608060000.0,189734880000.0,210914300000.0,155830750000.0,195666590000.0,204316540000.0,168820650000.0,229508150000.0,189645000000.0,202099930000.0,196751360000.0,170283600000.0,174118290000.0,218068680000.0,164332030000.0
2043.0,181035380000.0,188061100000.0,199594980000.0,139582720000.0,179202620000.0,186735540000.0,210246730000.0,151148540000.0,190671320000.0,197860820000.0,167065600000.0,230819040000.0,188008920000.0,198881840000.0,190299670000.0,167936660000.0,169087010000.0,216695130000.0,156365900000.0
2044.0,177181100000.0,182725250000.0,197508890000.0,132567660000.0,173817900000.0,180119160000.0,206147520000.0,145495570000.0,186230620000.0,195670770000.0,163659350000.0,229147050000.0,182815650000.0,194043070000.0,183389320000.0,165142400000.0,164139240000.0,212416040000.0,149221880000.0
2045.0,173681890000.0,180311410000.0,193864680000.0,127217800000.0,171770430000.0,174134530000.0,205525120000.0,137074980000.0,182497300000.0,190158050000.0,164005230000.0,225538490000.0,180253380000.0,190623560000.0,175750140000.0,160512380000.0,159143050000.0,208132390000.0,142788690000.0
2046.0,171530190000.0,175576510000.0,189324720000.0,122468230000.0,168909470000.0,169458520000.0,202641920000.0,134311250000.0,178241680000.0,186509030000.0,161023840000.0,220840560000.0,176509000000.0,185535090000.0,171244190000.0,158109840000.0,152154870000.0,206446660000.0,138998320000.0
2047.0,166921800000.0,172422530000.0,183810900000.0,118674180000.0,165482170000.0,164417320000.0,199935330000.0,129222975000.0,174367830000.0,183457860000.0,157356110000.0,218767020000.0,173146500000.0,181472600000.0,164777250000.0,152464300000.0,145110350000.0,201840740000.0,132201420000.0
2048.0,164778100000.0,168431000000.0,180519370000.0,114027870000.0,163378430000.0,158670420000.0,196292870000.0,123376570000.0,171374100000.0,178163060000.0,154287130000.0,214899930000.0,168095450000.0,176903450000.0,161167650000.0,148284670000.0,139104800000.0,197856020000.0,128073100000.0
2049.0,164474850000.0,163516070000.0,176811050000.0,109489560000.0,160013760000.0,153546620000.0,191628500000.0,117853190000.0,168781090000.0,175126700000.0,147549950000.0,211558650000.0,162789410000.0,174302690000.0,155014170000.0,144656190000.0,134097100000.0,194285100000.0,121435210000.0
2050.0,162861320000.0,159616240000.0,171088970000.0,103533470000.0,155678300000.0,148943630000.0,183828450000.0,113090980000.0,166147700000.0,171374530000.0,143426360000.0,207343550000.0,156121900000.0,168407330000.0,151918920000.0,139403950000.0,129034130000.0,190104010000.0,116438520000.0
2051.0,159695600000.0,156024750000.0,166444020000.0,98853370000.0,152983620000.0,144464990000.0,182315060000.0,107486626000.0,164356500000.0,166023020000.0,140904900000.0,203881800000.0,152162040000.0,162665630000.0,149147650000.0,134220330000.0,123582030000.0,187706470000.0,110856640000.0
