time,EC-EARTH3-VEG,CAMS-CSM1-0,MRI-ESM2-0,GFDL-ESM4
2000.0,306328930000.0,306328930000.0,306328930000.0,306328930000.0
2001.0,307506680000.0,307506680000.0,307506680000.0,307506680000.0
2002.0,305881580000.0,305881580000.0,305881580000.0,305881580000.0
2003.0,300428260000.0,300428260000.0,300428260000.0,300428260000.0
2004.0,297830840000.0,297830840000.0,297830840000.0,297830840000.0
2005.0,296095220000.0,296095220000.0,296095220000.0,296095220000.0
2006.0,296015430000.0,296015430000.0,296015430000.0,296015430000.0
2007.0,291898520000.0,291898520000.0,291898520000.0,291898520000.0
2008.0,292775850000.0,292775850000.0,292775850000.0,292775850000.0
2009.0,291812600000.0,291812600000.0,291812600000.0,291812600000.0
2010.0,287543600000.0,287543600000.0,287543600000.0,287543600000.0
2011.0,285188230000.0,285188230000.0,285188230000.0,285188230000.0
2012.0,284529400000.0,284529400000.0,284529400000.0,284529400000.0
2013.0,285088970000.0,285088970000.0,285088970000.0,285088970000.0
2014.0,282159220000.0,282159220000.0,282159220000.0,282159220000.0
2015.0,278154970000.0,278154970000.0,278154970000.0,278154970000.0
2016.0,280165580000.0,280165580000.0,280165580000.0,280165580000.0
2017.0,276606840000.0,276606840000.0,276606840000.0,276606840000.0
2018.0,276399820000.0,276399820000.0,276399820000.0,276399820000.0
2019.0,271140130000.0,271140130000.0,271140130000.0,271140130000.0
2020.0,269031820000.0,269031820000.0,269031820000.0,269031820000.0
2021.0,267039150000.0,266958400000.0,264499580000.0,266153590000.0
2022.0,268184300000.0,262907310000.0,260173460000.0,261676970000.0
2023.0,266687150000.0,261285970000.0,256949290000.0,259705160000.0
2024.0,265823540000.0,257395920000.0,256919570000.0,259574170000.0
2025.0,265456420000.0,255121560000.0,253273420000.0,255897320000.0
2026.0,259833070000.0,251982790000.0,249550360000.0,250126650000.0
2027.0,256137850000.0,248227710000.0,246657470000.0,244647970000.0
2028.0,249030180000.0,241288560000.0,242195320000.0,241845300000.0
2029.0,240374170000.0,234269620000.0,237306700000.0,235940800000.0
2030.0,236996100000.0,230706500000.0,231165480000.0,231390020000.0
2031.0,231208400000.0,222694230000.0,227300150000.0,230563660000.0
2032.0,227967550000.0,220473720000.0,223552980000.0,227347960000.0
2033.0,226958380000.0,218962720000.0,222080530000.0,222846220000.0
2034.0,224895390000.0,212962280000.0,219284800000.0,217535550000.0
2035.0,220786820000.0,210151570000.0,215972380000.0,216571530000.0
2036.0,219804090000.0,206410420000.0,212752240000.0,213865500000.0
2037.0,217465270000.0,200377220000.0,210850610000.0,208335060000.0
2038.0,210561610000.0,192880640000.0,206949710000.0,204775460000.0
2039.0,206030590000.0,189563170000.0,204817700000.0,200257680000.0
2040.0,205420450000.0,184362660000.0,202368400000.0,197069620000.0
2041.0,204966170000.0,180496090000.0,202015540000.0,194660120000.0
2042.0,202918670000.0,175803660000.0,201308650000.0,193328150000.0
2043.0,200364720000.0,170524230000.0,196357000000.0,189777330000.0
2044.0,198718180000.0,166139800000.0,192694900000.0,187203140000.0
2045.0,194606120000.0,164563200000.0,190787170000.0,185385630000.0
2046.0,192811760000.0,160208140000.0,187264250000.0,182059430000.0
2047.0,192972820000.0,154798080000.0,184375600000.0,180658400000.0
2048.0,188950800000.0,153061930000.0,179857850000.0,178232590000.0
2049.0,185851640000.0,148234730000.0,177859170000.0,175694760000.0
2050.0,183033150000.0,144716890000.0,176777330000.0,172227940000.0
2051.0,181379150000.0,141903100000.0,174163230000.0,171120620000.0
2052.0,176567730000.0,138882560000.0,170637520000.0,169935700000.0
2053.0,174086050000.0,135056060000.0,166623690000.0,166837700000.0
2054.0,171783260000.0,131611360000.0,164344990000.0,164057330000.0
2055.0,168182530000.0,127798130000.0,162060440000.0,162640040000.0
2056.0,167261540000.0,126537060000.0,161537840000.0,160105370000.0
2057.0,163159560000.0,125415970000.0,161037470000.0,157300200000.0
2058.0,159022280000.0,123041090000.0,159150330000.0,154620670000.0
2059.0,154850950000.0,118703880000.0,160755350000.0,153342360000.0
2060.0,151243640000.0,113821850000.0,157687800000.0,152834440000.0
2061.0,148796870000.0,111666270000.0,155615800000.0,150458610000.0
2062.0,146064000000.0,107919900000.0,153659930000.0,147961250000.0
2063.0,142829140000.0,104937865000.0,152834000000.0,145332040000.0
2064.0,140544410000.0,102938630000.0,154282750000.0,143232140000.0
2065.0,136664210000.0,99490170000.0,153315600000.0,140226640000.0
2066.0,133486076000.0,96846250000.0,150927930000.0,138683330000.0
2067.0,129677990000.0,94305170000.0,151075730000.0,136179040000.0
2068.0,127837540000.0,91295425000.0,148607060000.0,135002440000.0
2069.0,124475950000.0,90385730000.0,146549150000.0,131044680000.0
2070.0,121591910000.0,88932810000.0,144948870000.0,130728830000.0
2071.0,117335550000.0,86845390000.0,144024680000.0,130376204000.0
2072.0,114354086000.0,85192310000.0,143939040000.0,128370970000.0
2073.0,112929730000.0,84257420000.0,140550080000.0,127596400000.0
2074.0,110564160000.0,82979520000.0,141344740000.0,125729750000.0
2075.0,108900010000.0,81048880000.0,139477730000.0,125580860000.0
2076.0,106538795000.0,79267185000.0,139223940000.0,125772450000.0
2077.0,106506030000.0,78795010000.0,137545480000.0,124708170000.0
2078.0,104247300000.0,78139510000.0,135656100000.0,124318876000.0
2079.0,102169660000.0,77161824000.0,137419400000.0,123268390000.0
2080.0,101909250000.0,75609510000.0,136165020000.0,122523750000.0
2081.0,100770740000.0,74842415000.0,136792040000.0,123821330000.0
2082.0,98894370000.0,73955434000.0,135376410000.0,122015980000.0
2083.0,96322770000.0,73662590000.0,135672020000.0,122181080000.0
2084.0,94252786000.0,71836890000.0,133897190000.0,120317670000.0
2085.0,92971420000.0,70134370000.0,135624100000.0,120438590000.0
2086.0,91130180000.0,69510970000.0,134937080000.0,120601050000.0
2087.0,88654240000.0,68219900000.0,134409400000.0,120494910000.0
2088.0,85995080000.0,66189677000.0,136791750000.0,120528770000.0
2089.0,85133935000.0,64467440000.0,136907480000.0,118565900000.0
2090.0,84462340000.0,63945208000.0,134898100000.0,119053620000.0
2091.0,82682210000.0,62066983000.0,136793390000.0,118702260000.0
2092.0,81240280000.0,62342476000.0,137327700000.0,117424410000.0
2093.0,79360320000.0,61946745000.0,138595500000.0,118689120000.0
2094.0,76257300000.0,60899570000.0,138326740000.0,117673250000.0
2095.0,74020570000.0,59709657000.0,137936470000.0,117922955000.0
2096.0,71979710000.0,58600570000.0,137084630000.0,115753730000.0
2097.0,70610150000.0,57737683000.0,137400370000.0,114908780000.0
2098.0,68756920000.0,57519910000.0,136224590000.0,115034776000.0
2099.0,68837750000.0,57242720000.0,138462610000.0,114724676000.0
2100.0,67710490000.0,56756445000.0,138528930000.0,113489600000.0
