time,MPI-ESM1-2-HR,BCC-CSM2-MR,CAMS-CSM1-0,INM-CM4-8,NORESM2-MM,EC-EARTH3-VEG,EC-EARTH3,FGOALS-F3-L,INM-CM5-0,CESM2,CESM2-WACCM,GFDL-ESM4,MRI-ESM2-0
2040.0,192924960000.0,199171380000.0,178258660000.0,222569530000.0,222195920000.0,206779330000.0,197917310000.0,220777170000.0,178310840000.0,212090360000.0,232588530000.0,202043200000.0,195622800000.0
2041.0,191424500000.0,195594520000.0,174606800000.0,220851110000.0,219985610000.0,207816790000.0,191232150000.0,218467160000.0,172887280000.0,209141240000.0,227540800000.0,200168240000.0,192469320000.0
2042.0,190068740000.0,191860410000.0,171787730000.0,218919800000.0,217262490000.0,199991600000.0,184777900000.0,214569940000.0,168848560000.0,203354300000.0,221610590000.0,194310800000.0,187427000000.0
2043.0,186607850000.0,187758200000.0,169826400000.0,217087570000.0,210849450000.0,195273560000.0,180084600000.0,208444200000.0,165210930000.0,201938810000.0,218229440000.0,192040570000.0,182220140000.0
2044.0,184556100000.0,185852670000.0,163865640000.0,216566920000.0,209016000000.0,190667360000.0,174331790000.0,202780700000.0,160831140000.0,198845190000.0,213164880000.0,189161390000.0,177840110000.0
2045.0,179486400000.0,182198980000.0,160340260000.0,213623300000.0,207070600000.0,188134110000.0,171005890000.0,196559800000.0,157784260000.0,193096190000.0,208558180000.0,186131480000.0,174699350000.0
2046.0,178203570000.0,180104940000.0,158079840000.0,210456640000.0,201518550000.0,184377880000.0,167971830000.0,191735890000.0,151265460000.0,191131220000.0,204184420000.0,183549620000.0,173027100000.0
2047.0,172919320000.0,175150120000.0,154658960000.0,206952200000.0,198480560000.0,178609010000.0,161900050000.0,188167590000.0,146669390000.0,187181320000.0,198137100000.0,176355070000.0,167859810000.0
2048.0,168673080000.0,171564630000.0,151094300000.0,205842870000.0,192420530000.0,175812350000.0,157982930000.0,183755670000.0,143946730000.0,186553860000.0,191172210000.0,173778980000.0,164463350000.0
2049.0,165888640000.0,169641750000.0,149540040000.0,201789770000.0,185769460000.0,170184640000.0,153607400000.0,177965580000.0,140539050000.0,183601740000.0,186066520000.0,170070000000.0,160971740000.0
2050.0,164744610000.0,165821660000.0,146585730000.0,199479750000.0,181174810000.0,162870980000.0,146212010000.0,174192180000.0,135881390000.0,178694000000.0,181989260000.0,166474920000.0,155172230000.0
2051.0,160081360000.0,162776480000.0,143926500000.0,196219160000.0,177553740000.0,158470900000.0,140513120000.0,169473100000.0,132579760000.0,176535650000.0,178250240000.0,163873520000.0,151579720000.0
2052.0,158778180000.0,158708470000.0,140102700000.0,192643000000.0,173205450000.0,156070890000.0,136633540000.0,165487700000.0,127840420000.0,170349720000.0,174611100000.0,162456540000.0,148879700000.0
2053.0,157923230000.0,155677850000.0,136558130000.0,187669000000.0,171323280000.0,153322060000.0,132754620000.0,162418980000.0,125221590000.0,166153520000.0,169763340000.0,159517660000.0,146331250000.0
2054.0,155360280000.0,150487020000.0,132472610000.0,183588200000.0,168878230000.0,147743340000.0,131009680000.0,157809890000.0,122812650000.0,161481740000.0,167420610000.0,157227710000.0,142934330000.0
2055.0,152350650000.0,144915050000.0,128849300000.0,181645030000.0,165830930000.0,142857620000.0,126365760000.0,152242730000.0,119687630000.0,158867100000.0,166636700000.0,152220610000.0,137715660000.0
2056.0,149845500000.0,140893830000.0,127253020000.0,177794600000.0,161543470000.0,138449320000.0,121923560000.0,148743200000.0,116197310000.0,153555370000.0,165833560000.0,148751300000.0,133657560000.0
2057.0,145857400000.0,137487320000.0,125127050000.0,175574350000.0,158993580000.0,137086360000.0,116341694000.0,144976760000.0,114748540000.0,150750740000.0,161962570000.0,143797040000.0,131452340000.0
2058.0,142439600000.0,131054250000.0,123538770000.0,169797030000.0,154696940000.0,134387820000.0,110655455000.0,140873060000.0,112985040000.0,147896000000.0,159524730000.0,140523980000.0,128397820000.0
2059.0,138337090000.0,127616660000.0,121333340000.0,167296190000.0,149610630000.0,130531934000.0,108326430000.0,136101980000.0,110497320000.0,144494920000.0,154316420000.0,137499210000.0,125017915000.0
2060.0,133802640000.0,125961180000.0,118200850000.0,164016570000.0,146955160000.0,125393140000.0,104539180000.0,133654720000.0,108092970000.0,140514840000.0,152895360000.0,133831115000.0,123074265000.0
2061.0,129172200000.0,122672550000.0,115536880000.0,161736740000.0,144684380000.0,122099530000.0,101178220000.0,131109085000.0,104279250000.0,137556500000.0,150460990000.0,130528410000.0,119193810000.0
2062.0,127365020000.0,120632820000.0,113231490000.0,160229930000.0,141409680000.0,117586354000.0,96739840000.0,128250590000.0,101206360000.0,133181740000.0,148693300000.0,126814310000.0,115861230000.0
2063.0,124217450000.0,115414690000.0,109926170000.0,158942970000.0,136115610000.0,115104645000.0,92920990000.0,124717790000.0,98925460000.0,129710910000.0,144481190000.0,122138200000.0,112207180000.0
2064.0,120977555000.0,112319996000.0,107483850000.0,156166400000.0,133987836000.0,110635070000.0,90887480000.0,119701490000.0,96086820000.0,128635390000.0,141156610000.0,117295490000.0,108650680000.0
2065.0,117552650000.0,109735840000.0,106144645000.0,151784690000.0,132551560000.0,105582140000.0,87627590000.0,115796980000.0,91525850000.0,126730900000.0,137192360000.0,113546630000.0,106493846000.0
2066.0,114157990000.0,106753910000.0,106359930000.0,147769840000.0,130963020000.0,99832100000.0,82715450000.0,112821540000.0,88336600000.0,124724855000.0,132827275000.0,109739570000.0,104511940000.0
2067.0,114196290000.0,103516190000.0,103975360000.0,144392100000.0,125917120000.0,95445700000.0,80510810000.0,111700530000.0,86208970000.0,122534830000.0,129050880000.0,106985030000.0,100732000000.0
2068.0,111497320000.0,100192040000.0,100419250000.0,141505600000.0,122844990000.0,91350530000.0,77226950000.0,108913560000.0,84048495000.0,119748040000.0,126698000000.0,103142920000.0,98310030000.0
2069.0,108483280000.0,97293020000.0,98452490000.0,140800950000.0,119535430000.0,88450040000.0,73510250000.0,107708230000.0,82220650000.0,116528325000.0,124962250000.0,99773320000.0,95749300000.0
2070.0,105989520000.0,95501960000.0,96174390000.0,139018260000.0,116020540000.0,85076886000.0,70453210000.0,103701420000.0,80617620000.0,113443420000.0,121075474000.0,97415310000.0,94010990000.0
2071.0,102375210000.0,90936380000.0,94211920000.0,135278985000.0,113129415000.0,81821560000.0,67476537000.0,100678000000.0,78697275000.0,109685870000.0,118795130000.0,95255945000.0,91603010000.0
2072.0,98426460000.0,89692180000.0,91452110000.0,132486100000.0,111955850000.0,77999915000.0,64285925000.0,97515300000.0,75492024000.0,108001130000.0,114049000000.0,92078370000.0,88095630000.0
2073.0,96452444000.0,86816560000.0,90223670000.0,130882250000.0,110106930000.0,74347490000.0,61374075000.0,94510100000.0,72534890000.0,105725810000.0,111607310000.0,89314550000.0,87070220000.0
2074.0,93550780000.0,83070330000.0,86914840000.0,126657220000.0,107205526000.0,70357400000.0,58860438000.0,91469865000.0,70235020000.0,103759690000.0,108498444000.0,86308060000.0,84256720000.0
2075.0,90258170000.0,80860610000.0,84484800000.0,123942160000.0,104483210000.0,65739450000.0,56942506000.0,88751780000.0,68292477000.0,100051160000.0,105292900000.0,83438300000.0,81805880000.0
2076.0,88131100000.0,78188010000.0,82679100000.0,119539080000.0,101505516000.0,62810534000.0,54263970000.0,85581590000.0,65471610000.0,96630780000.0,102851650000.0,80323970000.0,78834385000.0
2077.0,84735390000.0,75342170000.0,80958400000.0,117703570000.0,97099650000.0,59811308000.0,52187165000.0,82738720000.0,63357825000.0,93558850000.0,100718756000.0,76883440000.0,76207900000.0
2078.0,82933826000.0,72641230000.0,80063440000.0,115274910000.0,96692494000.0,56777314000.0,49161454000.0,80258015000.0,61656970000.0,91697740000.0,96232620000.0,73385290000.0,73940040000.0
2079.0,80627360000.0,70747710000.0,79802294000.0,112361390000.0,93860990000.0,54377808000.0,46472266000.0,78303120000.0,59688600000.0,88736915000.0,93228350000.0,71340830000.0,72009850000.0
2080.0,77310490000.0,66818510000.0,77541990000.0,110531410000.0,90552656000.0,52490870000.0,43979923000.0,74528240000.0,57404965000.0,85968060000.0,91639200000.0,69870770000.0,69752690000.0
2081.0,73822260000.0,64806300000.0,75212600000.0,109349550000.0,86474646000.0,48681464000.0,41724270000.0,71475700000.0,55686996000.0,82905750000.0,87902490000.0,67538640000.0,67404950000.0
2082.0,71980474000.0,62983377000.0,73198340000.0,107726050000.0,84177450000.0,46814910000.0,38870614000.0,69935860000.0,54406470000.0,80492960000.0,85290670000.0,65201373000.0,64308204000.0
2083.0,70398290000.0,61037530000.0,71540570000.0,105977570000.0,80926695000.0,44105290000.0,36565963000.0,66967910000.0,52963560000.0,78448574000.0,82471910000.0,63083080000.0,62322876000.0
2084.0,67849605000.0,58786845000.0,69302110000.0,103425880000.0,78989296000.0,42443150000.0,34229518000.0,65460940000.0,51617726000.0,77008100000.0,79473990000.0,60923490000.0,60900434000.0
2085.0,64968405000.0,56490488000.0,67934330000.0,101171140000.0,76180890000.0,40234738000.0,32229093000.0,64453825000.0,50718810000.0,73999640000.0,76911215000.0,58657620000.0,58607464000.0
2086.0,62549987000.0,54266130000.0,66116170000.0,99116890000.0,73553535000.0,37992640000.0,30618550000.0,63388148000.0,49318430000.0,72235660000.0,73116500000.0,57232806000.0,56941404000.0
2087.0,59714404000.0,52803236000.0,64946106000.0,95793510000.0,70757420000.0,35736790000.0,28412842000.0,60459536000.0,48055587000.0,70294110000.0,70055590000.0,55382737000.0,55279440000.0
2088.0,56302535000.0,50541310000.0,63820694000.0,93122470000.0,68148314000.0,33283555000.0,26832850000.0,57945540000.0,46387327000.0,66621608000.0,66424685000.0,52689380000.0,54100510000.0
2089.0,54418174000.0,48861237000.0,62505930000.0,91948300000.0,65882653000.0,30677709000.0,24438368000.0,55519855000.0,44814164000.0,64542233000.0,64288293000.0,50548350000.0,52504620000.0
2090.0,51300758000.0,47426410000.0,60315787000.0,89868800000.0,63900885000.0,28789090000.0,22212160000.0,53170190000.0,43433198000.0,61626700000.0,61426730000.0,47593080000.0,51333018000.0
2091.0,49659370000.0,46700237000.0,58250390000.0,87447930000.0,61796794000.0,26514143000.0,20227535000.0,50265076000.0,42392973000.0,59587820000.0,58457120000.0,45446713000.0,50306230000.0
2092.0,47275630000.0,44708622000.0,56706683000.0,84341350000.0,58891000000.0,24586346000.0,18563834000.0,48590905000.0,41433416000.0,57789022000.0,56304130000.0,43255767000.0,49133326000.0
2093.0,45666280000.0,43312470000.0,53810606000.0,81903000000.0,56859240000.0,22200746000.0,17028630000.0,45924020000.0,40168227000.0,55740834000.0,55468860000.0,41541030000.0,48071650000.0
2094.0,44738224000.0,42002768000.0,51669205000.0,79283410000.0,55445390000.0,20376332000.0,15899313000.0,43543896000.0,38481687000.0,54400970000.0,53395743000.0,39559774000.0,46497970000.0
2095.0,43415368000.0,40267133000.0,49760362000.0,76843130000.0,53490344000.0,18746485000.0,14505544000.0,41577590000.0,36744380000.0,51606410000.0,52039630000.0,37877210000.0,44843516000.0
2096.0,40777690000.0,39058120000.0,48234074000.0,75728500000.0,51171344000.0,17416045000.0,13465284000.0,40401580000.0,35448300000.0,49436602000.0,50549477000.0,36376340000.0,43566875000.0
2097.0,38483784000.0,37803780000.0,46754810000.0,74226010000.0,49846150000.0,16013731000.0,12482259000.0,38185697000.0,34392850000.0,48020795000.0,48416854000.0,34848907000.0,42853073000.0
2098.0,36518080000.0,36120908000.0,45099700000.0,71601906000.0,47989084000.0,14527652000.0,11002582000.0,36493185000.0,32796400000.0,45810930000.0,45926064000.0,33286128000.0,41134110000.0
2099.0,34205932000.0,34577613000.0,43604783000.0,68710527000.0,45682962000.0,13163099000.0,9719600000.0,35233660000.0,31119122000.0,43978270000.0,44759230000.0,31757280000.0,40046748000.0
2100.0,32739992000.0,33975669000.0,41981485000.0,66721640000.0,44010836000.0,11964261000.0,8646019000.0,33942882000.0,30018021000.0,42669800000.0,42687720000.0,30222813000.0,38869280000.0
