time,IPSL-CM6A-LR,CANESM5,CESM2-WACCM,MRI-ESM2-0
2000.0,306328930000.0,306328930000.0,306328930000.0,306328930000.0
2001.0,307506680000.0,307506680000.0,307506680000.0,307506680000.0
2002.0,305881580000.0,305881580000.0,305881580000.0,305881580000.0
2003.0,300428260000.0,300428260000.0,300428260000.0,300428260000.0
2004.0,297830840000.0,297830840000.0,297830840000.0,297830840000.0
2005.0,296095220000.0,296095220000.0,296095220000.0,296095220000.0
2006.0,296015430000.0,296015430000.0,296015430000.0,296015430000.0
2007.0,291898520000.0,291898520000.0,291898520000.0,291898520000.0
2008.0,292775850000.0,292775850000.0,292775850000.0,292775850000.0
2009.0,291812600000.0,291812600000.0,291812600000.0,291812600000.0
2010.0,287543600000.0,287543600000.0,287543600000.0,287543600000.0
2011.0,285188230000.0,285188230000.0,285188230000.0,285188230000.0
2012.0,284529400000.0,284529400000.0,284529400000.0,284529400000.0
2013.0,285088970000.0,285088970000.0,285088970000.0,285088970000.0
2014.0,282159220000.0,282159220000.0,282159220000.0,282159220000.0
2015.0,278154970000.0,278154970000.0,278154970000.0,278154970000.0
2016.0,280165580000.0,280165580000.0,280165580000.0,280165580000.0
2017.0,276606840000.0,276606840000.0,276606840000.0,276606840000.0
2018.0,276399820000.0,276399820000.0,276399820000.0,276399820000.0
2019.0,271140130000.0,271140130000.0,271140130000.0,271140130000.0
2020.0,269031820000.0,269031820000.0,269031820000.0,269031820000.0
2021.0,266154740000.0,261930270000.0,266003550000.0,268451840000.0
2022.0,265856170000.0,257812550000.0,262253850000.0,267810210000.0
2023.0,261569130000.0,249319280000.0,259692560000.0,266119730000.0
2024.0,258559210000.0,243227380000.0,255981170000.0,260203300000.0
2025.0,253511480000.0,238018850000.0,251996180000.0,256213470000.0
2026.0,250758280000.0,234202640000.0,250341330000.0,249927660000.0
2027.0,245006970000.0,230036680000.0,248826760000.0,244590560000.0
2028.0,238767130000.0,220647400000.0,248360680000.0,242444960000.0
2029.0,233831070000.0,213439700000.0,242027450000.0,239905640000.0
2030.0,230207240000.0,207534050000.0,237654790000.0,233685170000.0
2031.0,225957100000.0,198225850000.0,235369100000.0,231509820000.0
2032.0,218985050000.0,192347770000.0,231324250000.0,227497120000.0
2033.0,215595500000.0,189037660000.0,226549810000.0,223492850000.0
2034.0,213427290000.0,185527400000.0,221708600000.0,219007450000.0
2035.0,207353700000.0,180227670000.0,219797910000.0,213473980000.0
2036.0,204227800000.0,173945730000.0,215261070000.0,211188800000.0
2037.0,200710210000.0,168423690000.0,211040390000.0,210872290000.0
2038.0,198056540000.0,162241150000.0,207971660000.0,205082000000.0
2039.0,191775670000.0,157071770000.0,206125660000.0,202689040000.0
2040.0,185480530000.0,153755780000.0,203161530000.0,199563720000.0
2041.0,177564660000.0,147383450000.0,201640480000.0,194064880000.0
2042.0,173435630000.0,142468000000.0,196796580000.0,191465910000.0
2043.0,168854540000.0,139007600000.0,192331250000.0,185565950000.0
2044.0,164407930000.0,135360510000.0,187420100000.0,181933360000.0
2045.0,159379390000.0,131083640000.0,183212740000.0,176675390000.0
2046.0,152558110000.0,126054260000.0,179695190000.0,171572500000.0
2047.0,149096640000.0,121163240000.0,176316100000.0,166057000000.0
2048.0,144072500000.0,117073850000.0,171491900000.0,162434450000.0
2049.0,141435470000.0,111436670000.0,169474720000.0,160391870000.0
2050.0,137949500000.0,107315010000.0,162943830000.0,156387890000.0
2051.0,130229576000.0,102784610000.0,158483810000.0,152712050000.0
2052.0,125620370000.0,98716920000.0,152383570000.0,147373600000.0
2053.0,121189560000.0,95412600000.0,148885960000.0,144371600000.0
2054.0,118032650000.0,92110135000.0,142874350000.0,140605650000.0
2055.0,112877340000.0,87800380000.0,140207960000.0,137355540000.0
2056.0,107876835000.0,83559880000.0,136199635000.0,134717560000.0
2057.0,103899090000.0,80553490000.0,133228290000.0,131541710000.0
2058.0,100402560000.0,75923890000.0,130216470000.0,128113566000.0
2059.0,97682670000.0,71664380000.0,127846340000.0,125499440000.0
2060.0,94081320000.0,68170220000.0,123846960000.0,122828120000.0
2061.0,91285660000.0,65286873000.0,120744436000.0,119874030000.0
2062.0,86853970000.0,62191636000.0,117462650000.0,117800830000.0
2063.0,84280870000.0,58646090000.0,113633270000.0,113996580000.0
2064.0,81514720000.0,56501735000.0,111560580000.0,112774660000.0
2065.0,79361170000.0,52836823000.0,109165085000.0,111844480000.0
2066.0,76698100000.0,50578500000.0,105851020000.0,109246890000.0
2067.0,73092840000.0,46736860000.0,104298480000.0,106171370000.0
2068.0,70533320000.0,43715400000.0,103643030000.0,103780890000.0
2069.0,67445928000.0,41893400000.0,101841625000.0,104937470000.0
2070.0,64003547000.0,39672600000.0,101502030000.0,103054690000.0
2071.0,61078640000.0,37246770000.0,98462270000.0,102016640000.0
2072.0,58319024000.0,35023060000.0,97439720000.0,98721186000.0
2073.0,56583524000.0,32493615000.0,95882070000.0,96489840000.0
2074.0,54150914000.0,30503060000.0,94710440000.0,95458116000.0
2075.0,51920800000.0,29079940000.0,94233910000.0,94328900000.0
2076.0,50331623000.0,27375590000.0,92267725000.0,93384270000.0
2077.0,48893186000.0,25197296000.0,91661040000.0,92121700000.0
2078.0,47168913000.0,23447394000.0,89767120000.0,91218810000.0
2079.0,45076656000.0,22268750000.0,87459570000.0,90271700000.0
2080.0,43021246000.0,21435128000.0,84936606000.0,88619460000.0
2081.0,41192133000.0,20106291000.0,83900150000.0,87506920000.0
2082.0,39415000000.0,19245068000.0,82356800000.0,86419920000.0
2083.0,37674900000.0,18062150000.0,83172860000.0,85532670000.0
2084.0,36177850000.0,16926645000.0,83050890000.0,85815510000.0
2085.0,35161494000.0,15495675000.0,82900600000.0,85901410000.0
2086.0,34097756000.0,14703327000.0,82180640000.0,85803710000.0
2087.0,32525472000.0,13560588000.0,81106354000.0,85062480000.0
2088.0,31224869000.0,12519989000.0,80666820000.0,85216040000.0
2089.0,30011930000.0,11544732000.0,79804860000.0,84065100000.0
2090.0,28595161000.0,10714754000.0,78769690000.0,83455934000.0
2091.0,26597839000.0,9975924000.0,79337790000.0,82373030000.0
2092.0,25473888000.0,9323257000.0,80439240000.0,82277740000.0
2093.0,23899236000.0,8695860000.0,79762670000.0,81364935000.0
2094.0,22504477000.0,7986239000.0,79163605000.0,81377480000.0
2095.0,21750830000.0,7273008000.0,77928450000.0,80666640000.0
2096.0,20862640000.0,6713983000.0,76393230000.0,80679260000.0
2097.0,19501840000.0,6356847000.0,77525620000.0,79857920000.0
2098.0,18656532000.0,5800738300.0,76142000000.0,79282000000.0
2099.0,17666839000.0,5424887000.0,76125060000.0,79125050000.0
2100.0,16673662000.0,5086695400.0,76371790000.0,77932320000.0
