time,CESM2-WACCM,TAIESM1,NORESM2-MM,ACCESS-CM2,EC-EARTH3,INM-CM4-8,ACCESS-ESM1-5,BCC-CSM2-MR,CESM2,MPI-ESM1-2-HR,INM-CM5-0,IPSL-CM6A-LR,MRI-ESM2-0,CMCC-CM2-SR5,CAMS-CSM1-0,CANESM5,FGOALS-F3-L,GFDL-ESM4,EC-EARTH3-VEG
2010.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0
2011.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0
2012.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0
2013.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0
2014.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0
2015.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0
2016.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0
2017.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0
2018.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0
2019.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0
2020.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0
2021.0,8107772000000.0,8064369400000.0,8098147700000.0,8093295400000.0,8095459700000.0,8093113000000.0,8091720500000.0,8101209600000.0,8100297000000.0,8103645000000.0,8092178700000.0,8110845000000.0,8100658500000.0,8115425600000.0,8107244700000.0,8087366000000.0,8094956000000.0,8096365700000.0,8100578300000.0
2022.0,8081970300000.0,8022867000000.0,8064591000000.0,8030643600000.0,8053609500000.0,8052499500000.0,8058636000000.0,8073130000000.0,8068899000000.0,8095383000000.0,8058149300000.0,8060445700000.0,8073654000000.0,8080216600000.0,8083960500000.0,8040835000000.0,8057960000000.0,8049505300000.0,8042471000000.0
2023.0,8048968500000.0,7976078300000.0,8028799000000.0,7991205600000.0,8015340000000.0,8026368000000.0,8023228500000.0,8023679400000.0,8022149000000.0,8069152000000.0,8022505600000.0,8011857300000.0,8026882000000.0,8047666000000.0,8060114000000.0,7988312500000.0,8026938400000.0,8016706000000.0,7987833300000.0
2024.0,8016997400000.0,7914755000000.0,7998942000000.0,7960104000000.0,7960162500000.0,7995328000000.0,7986263600000.0,7992251000000.0,7975936700000.0,8030801400000.0,7978088000000.0,7986292500000.0,7986307000000.0,8006161400000.0,8037393000000.0,7935076300000.0,7989667300000.0,7964248000000.0,7932136000000.0
2025.0,7970357000000.0,7861708500000.0,7964960000000.0,7921958000000.0,7907208300000.0,7949974000000.0,7938640400000.0,7962114400000.0,7924586000000.0,7989690400000.0,7940412500000.0,7942167300000.0,7944773000000.0,7966337500000.0,8009429300000.0,7858608000000.0,7958051000000.0,7924348000000.0,7884082000000.0
2026.0,7931666000000.0,7809452700000.0,7938962000000.0,7894277300000.0,7870960600000.0,7898357000000.0,7907506000000.0,7915530400000.0,7889431000000.0,7948263000000.0,7901415500000.0,7889481600000.0,7901284000000.0,7937145000000.0,7966254700000.0,7825264000000.0,7935884300000.0,7883819000000.0,7837634300000.0
2027.0,7893279000000.0,7735206000000.0,7893575300000.0,7845186000000.0,7826202000000.0,7852250400000.0,7868978300000.0,7893350400000.0,7844361000000.0,7919397500000.0,7857734400000.0,7850368700000.0,7858584000000.0,7887222000000.0,7930716000000.0,7778583000000.0,7898541300000.0,7836201000000.0,7787603600000.0
2028.0,7863918400000.0,7668628500000.0,7845766500000.0,7798727400000.0,7780360500000.0,7814030000000.0,7833141000000.0,7850435300000.0,7782848300000.0,7881380000000.0,7840824000000.0,7808973500000.0,7817194000000.0,7841805000000.0,7874591000000.0,7707683700000.0,7850922000000.0,7792643500000.0,7756237500000.0
2029.0,7838432000000.0,7600346000000.0,7797539300000.0,7752272300000.0,7728115000000.0,7768295600000.0,7797185400000.0,7793346600000.0,7722872300000.0,7850568000000.0,7796735000000.0,7759586000000.0,7780148700000.0,7788415700000.0,7813256000000.0,7643590600000.0,7813575000000.0,7755374000000.0,7706995300000.0
2030.0,7797560300000.0,7522129300000.0,7729631500000.0,7698701000000.0,7672485000000.0,7718986000000.0,7769164300000.0,7749229000000.0,7662095000000.0,7810072400000.0,7752716000000.0,7713086000000.0,7746831000000.0,7749057400000.0,7759303500000.0,7594761500000.0,7787565300000.0,7726645000000.0,7664082000000.0
2031.0,7767531700000.0,7432854000000.0,7676307700000.0,7664068700000.0,7622705000000.0,7684669000000.0,7737144000000.0,7703293000000.0,7589101300000.0,7769967600000.0,7701902000000.0,7676890000000.0,7723995000000.0,7716683600000.0,7717747000000.0,7543875000000.0,7760919000000.0,7681995000000.0,7624364400000.0
2032.0,7734342000000.0,7341314400000.0,7638017000000.0,7610586000000.0,7570564600000.0,7656934000000.0,7688765300000.0,7677371000000.0,7549606700000.0,7726652000000.0,7660633000000.0,7618495000000.0,7686199400000.0,7661976300000.0,7687951000000.0,7503011600000.0,7724335000000.0,7632706300000.0,7585792000000.0
2033.0,7672878300000.0,7264740600000.0,7602139000000.0,7558091000000.0,7507895400000.0,7605800400000.0,7638470000000.0,7635388600000.0,7486496000000.0,7686911400000.0,7616796000000.0,7585318000000.0,7646935500000.0,7604229600000.0,7640547600000.0,7422759000000.0,7676318000000.0,7603497000000.0,7528512500000.0
2034.0,7614810000000.0,7153953000000.0,7557826000000.0,7513435500000.0,7445813000000.0,7574409000000.0,7584877000000.0,7608668000000.0,7420631300000.0,7648874300000.0,7577629000000.0,7534897300000.0,7596588700000.0,7553176600000.0,7591139700000.0,7359969000000.0,7634360000000.0,7561617000000.0,7495394300000.0
2035.0,7550612300000.0,7059297300000.0,7516225000000.0,7456010000000.0,7383999000000.0,7529340300000.0,7542101000000.0,7556195000000.0,7364484300000.0,7605888000000.0,7534862000000.0,7490295000000.0,7550851000000.0,7497888300000.0,7540535500000.0,7308608300000.0,7592344600000.0,7522191700000.0,7437538000000.0
2036.0,7471061500000.0,6971727000000.0,7476974500000.0,7386332400000.0,7329214000000.0,7490222000000.0,7498857700000.0,7521451400000.0,7301132000000.0,7568852000000.0,7506608000000.0,7444786300000.0,7512129000000.0,7434012700000.0,7505999000000.0,7236526000000.0,7549059000000.0,7480088000000.0,7401509500000.0
2037.0,7416661400000.0,6853637000000.0,7445252000000.0,7331806000000.0,7273301700000.0,7442008600000.0,7453202000000.0,7492938500000.0,7238589000000.0,7526549600000.0,7460490300000.0,7402067000000.0,7457585000000.0,7376188500000.0,7473097000000.0,7177521000000.0,7501246000000.0,7447321000000.0,7363291000000.0
2038.0,7349481000000.0,6731934000000.0,7410384600000.0,7277559400000.0,7218292300000.0,7400618000000.0,7415597000000.0,7451101000000.0,7174985600000.0,7478678000000.0,7420221300000.0,7343649000000.0,7402807600000.0,7305978400000.0,7419293300000.0,7103492700000.0,7450851000000.0,7410628000000.0,7318214000000.0
2039.0,7275310000000.0,6656645000000.0,7368955400000.0,7233547000000.0,7160577700000.0,7348992600000.0,7364534600000.0,7406507000000.0,7120881000000.0,7434761400000.0,7384191700000.0,7310585400000.0,7348066000000.0,7252405600000.0,7380381000000.0,7032595300000.0,7406096000000.0,7377701600000.0,7249387000000.0
2040.0,7187773500000.0,6560953000000.0,7319321000000.0,7182719000000.0,7085059000000.0,7301993300000.0,7323527000000.0,7363013600000.0,7036446000000.0,7395098500000.0,7341506000000.0,7264137600000.0,7307851000000.0,7185302000000.0,7345513400000.0,6973505400000.0,7369719000000.0,7326197600000.0,7196552000000.0
2041.0,7112974400000.0,6430721000000.0,7282339000000.0,7140851000000.0,7015667600000.0,7255038600000.0,7280369600000.0,7327127000000.0,6980559700000.0,7342416500000.0,7295871000000.0,7206505000000.0,7244954500000.0,7141193700000.0,7295691000000.0,6911244600000.0,7316488000000.0,7280206500000.0,7144736300000.0
2042.0,7020747000000.0,6306637000000.0,7238445400000.0,7075442700000.0,6927036000000.0,7212218400000.0,7225985700000.0,7274644400000.0,6912651000000.0,7301049000000.0,7251191000000.0,7143073000000.0,7196751000000.0,7075283300000.0,7260116000000.0,6849862600000.0,7278168600000.0,7229122000000.0,7090422000000.0
2043.0,6940804000000.0,6213214000000.0,7203092000000.0,7014013000000.0,6856590000000.0,7157512700000.0,7185583000000.0,7213323000000.0,6835371000000.0,7266432500000.0,7217817300000.0,7082187700000.0,7129525000000.0,7008930000000.0,7221940300000.0,6765516000000.0,7223661000000.0,7194354000000.0,7035809700000.0
2044.0,6832758700000.0,6103307000000.0,7147884600000.0,6948907400000.0,6788467000000.0,7104308400000.0,7145333000000.0,7177907000000.0,6743963000000.0,7237673700000.0,7175850700000.0,7020946700000.0,7048619000000.0,6932353500000.0,7194779600000.0,6675830000000.0,7166881700000.0,7146954600000.0,6977791000000.0
2045.0,6748526600000.0,5989549500000.0,7083089000000.0,6890818000000.0,6711114000000.0,7039052000000.0,7100027600000.0,7137486000000.0,6643267400000.0,7205509700000.0,7134317600000.0,6950838300000.0,6977175000000.0,6863862000000.0,7168215000000.0,6602787000000.0,7127774000000.0,7092341600000.0,6925754300000.0
2046.0,6664144600000.0,5872868000000.0,7023080000000.0,6830924000000.0,6599836000000.0,6992109000000.0,7050777600000.0,7086596000000.0,6561898400000.0,7159915500000.0,7093464000000.0,6880647700000.0,6874018000000.0,6781762000000.0,7133386500000.0,6532542500000.0,7071221700000.0,7038950000000.0,6868833000000.0
2047.0,6589557000000.0,5736287400000.0,6969945500000.0,6765212600000.0,6491081000000.0,6933770700000.0,6989873000000.0,7017645000000.0,6484374600000.0,7130903000000.0,7043925700000.0,6812174000000.0,6795224400000.0,6706736700000.0,7103756000000.0,6447858500000.0,7025177700000.0,6985593400000.0,6793462000000.0
2048.0,6513638000000.0,5617486400000.0,6900802000000.0,6697019500000.0,6384644000000.0,6875431000000.0,6929749000000.0,6959712000000.0,6385109600000.0,7075671300000.0,6995139600000.0,6730376300000.0,6688201000000.0,6626086500000.0,7066050600000.0,6357606500000.0,6974948000000.0,6917370400000.0,6737962700000.0
2049.0,6421127000000.0,5499345400000.0,6833024500000.0,6643001000000.0,6289010700000.0,6814031000000.0,6892172600000.0,6909593600000.0,6326081600000.0,7039220000000.0,6946692300000.0,6641160300000.0,6596832000000.0,6529516300000.0,7039911000000.0,6266648000000.0,6934681000000.0,6874547000000.0,6661140400000.0
2050.0,6323305000000.0,5359495000000.0,6796005000000.0,6570080500000.0,6188840000000.0,6742293000000.0,6842773700000.0,6851803500000.0,6246452700000.0,6988735400000.0,6907701000000.0,6543292500000.0,6499753500000.0,6438710700000.0,7005001500000.0,6176861300000.0,6883537000000.0,6823533000000.0,6599270000000.0
2051.0,6216927000000.0,5250458000000.0,6734689600000.0,6496423000000.0,6089147400000.0,6681385000000.0,6785194300000.0,6781532600000.0,6153534000000.0,6950038000000.0,6860959000000.0,6456230300000.0,6398013000000.0,6376724600000.0,6968539000000.0,6080553300000.0,6836785000000.0,6777477300000.0,6524524000000.0
2052.0,6134447000000.0,5140046000000.0,6679367000000.0,6425129500000.0,5977367600000.0,6611309000000.0,6735494400000.0,6718549000000.0,6059300000000.0,6920809000000.0,6819400400000.0,6376699500000.0,6325859000000.0,6283939000000.0,6937774700000.0,5975853000000.0,6779687700000.0,6716629000000.0,6462528600000.0
2053.0,6037966400000.0,5009298000000.0,6626809000000.0,6353913400000.0,5886924000000.0,6546261000000.0,6680905500000.0,6649995600000.0,5968584000000.0,6875583000000.0,6767924000000.0,6276747600000.0,6239050000000.0,6208669000000.0,6900269000000.0,5885880400000.0,6736206400000.0,6664107300000.0,6395750500000.0
2054.0,5948039000000.0,4866144000000.0,6562812000000.0,6282630000000.0,5787233000000.0,6480818000000.0,6642759000000.0,6598003000000.0,5898092000000.0,6822923000000.0,6715379000000.0,6181845000000.0,6130558000000.0,6105550000000.0,6864625500000.0,5799745000000.0,6696461000000.0,6605578400000.0,6305106000000.0
2055.0,5859219300000.0,4734570700000.0,6501610600000.0,6220313000000.0,5671142000000.0,6420323000000.0,6586844600000.0,6539292700000.0,5791557400000.0,6781246000000.0,6659490400000.0,6086480400000.0,6018521000000.0,6007250500000.0,6830435000000.0,5722616000000.0,6665024300000.0,6543131500000.0,6236388000000.0
2056.0,5772153000000.0,4607148300000.0,6441833300000.0,6140717400000.0,5566666600000.0,6352802400000.0,6534577000000.0,6505034700000.0,5697787000000.0,6744800000000.0,6609219000000.0,5962963000000.0,5929968000000.0,5917215600000.0,6779793600000.0,5636934000000.0,6613398700000.0,6477628600000.0,6139485400000.0
2057.0,5671096400000.0,4475166700000.0,6372284000000.0,6062871000000.0,5460101000000.0,6294961000000.0,6477342300000.0,6436768000000.0,5594471700000.0,6706812000000.0,6556634600000.0,5842779000000.0,5839434300000.0,5831113300000.0,6753906300000.0,5542720000000.0,6560353400000.0,6417292500000.0,6073339600000.0
2058.0,5579407000000.0,4371640700000.0,6316492000000.0,5983385000000.0,5358658000000.0,6224253300000.0,6411972500000.0,6375824400000.0,5522229600000.0,6656058000000.0,6503226000000.0,5748508000000.0,5757715600000.0,5729882000000.0,6717587300000.0,5440129700000.0,6495625000000.0,6364828000000.0,5989267000000.0
2059.0,5470662700000.0,4243566400000.0,6241868000000.0,5885805500000.0,5241037700000.0,6150038000000.0,6351923000000.0,6311056500000.0,5421178000000.0,6603310000000.0,6439623000000.0,5626133000000.0,5665854000000.0,5632781000000.0,6663990400000.0,5354438500000.0,6436394000000.0,6316014000000.0,5894338000000.0
2060.0,5378630000000.0,4140545900000.0,6189486000000.0,5810995000000.0,5130403400000.0,6079219000000.0,6291256000000.0,6256482000000.0,5323702700000.0,6560813000000.0,6385802700000.0,5512654000000.0,5586362600000.0,5540100400000.0,6634786000000.0,5270424500000.0,6387404000000.0,6267872000000.0,5793785000000.0
2061.0,5273871700000.0,4026764400000.0,6110913000000.0,5737397000000.0,5023670000000.0,6013164000000.0,6225662600000.0,6173688300000.0,5252226000000.0,6503032400000.0,6320429700000.0,5397574300000.0,5489411000000.0,5455857300000.0,6602921000000.0,5166125000000.0,6332842000000.0,6221391000000.0,5681793500000.0
2062.0,5185538600000.0,3899039700000.0,6043781300000.0,5669015000000.0,4922699400000.0,5947911000000.0,6153479700000.0,6103118000000.0,5150066000000.0,6446007000000.0,6258312000000.0,5252735600000.0,5388918000000.0,5358368600000.0,6561766000000.0,5057145000000.0,6288480700000.0,6161459300000.0,5589915700000.0
2063.0,5083993500000.0,3789097000000.0,5974260000000.0,5598495000000.0,4826880000000.0,5879146500000.0,6088663000000.0,6059633700000.0,5069026000000.0,6395110400000.0,6202476500000.0,5106410000000.0,5322894700000.0,5257610400000.0,6529727000000.0,4936041500000.0,6234401400000.0,6104332400000.0,5490570400000.0
2064.0,4991494400000.0,3668195000000.0,5891944000000.0,5517302300000.0,4711426600000.0,5813906700000.0,6034650300000.0,6007489000000.0,4974580300000.0,6343103000000.0,6152450500000.0,4977396300000.0,5247851000000.0,5149058000000.0,6491198000000.0,4832282000000.0,6184415000000.0,6058551000000.0,5396626400000.0
2065.0,4899460300000.0,3548828000000.0,5841302000000.0,5428234000000.0,4611200500000.0,5738898400000.0,5978917400000.0,5943823700000.0,4876834700000.0,6284584000000.0,6089378000000.0,4843489000000.0,5181346400000.0,5028821000000.0,6470316000000.0,4732268600000.0,6129064600000.0,5985191600000.0,5302542000000.0
2066.0,4801077700000.0,3445649800000.0,5754444600000.0,5345801400000.0,4500331400000.0,5676678000000.0,5921507000000.0,5866355400000.0,4787852000000.0,6233205500000.0,6038065000000.0,4681863500000.0,5104644700000.0,4917188600000.0,6434306700000.0,4624501700000.0,6051643500000.0,5919698000000.0,5193115000000.0
2067.0,4700622600000.0,3349952300000.0,5667578000000.0,5257912000000.0,4396048700000.0,5609874000000.0,5871394000000.0,5800367500000.0,4686434000000.0,6169730500000.0,5980042000000.0,4537405000000.0,5013282000000.0,4807871000000.0,6403618500000.0,4523129000000.0,5988399000000.0,5854278000000.0,5085045700000.0
2068.0,4602495000000.0,3243503300000.0,5585873000000.0,5165298500000.0,4279694800000.0,5530444600000.0,5815252000000.0,5741834400000.0,4596098400000.0,6111030000000.0,5911423000000.0,4408064600000.0,4929278000000.0,4680860600000.0,6370163000000.0,4409184000000.0,5916675500000.0,5791292000000.0,4973167000000.0
2069.0,4495722000000.0,3128770200000.0,5503559700000.0,5075806700000.0,4163557700000.0,5468815600000.0,5758259300000.0,5694920000000.0,4476932000000.0,6042416000000.0,5858269000000.0,4289710000000.0,4841569000000.0,4558164000000.0,6343609000000.0,4284361500000.0,5848965300000.0,5728834000000.0,4846224000000.0
2070.0,4393157000000.0,3022663200000.0,5419441300000.0,4989489500000.0,4042376300000.0,5402378000000.0,5694582400000.0,5638979000000.0,4381770300000.0,5996655000000.0,5797987000000.0,4166059000000.0,4743040600000.0,4437091000000.0,6305360000000.0,4195084100000.0,5794055000000.0,5660937000000.0,4734057400000.0
2071.0,4317668400000.0,2913234000000.0,5326908700000.0,4916309400000.0,3933890700000.0,5331507000000.0,5631423500000.0,5545976700000.0,4292223700000.0,5945518700000.0,5739209300000.0,4031382600000.0,4659382000000.0,4342835600000.0,6270091000000.0,4100823400000.0,5725470000000.0,5584718000000.0,4616854000000.0
2072.0,4221138600000.0,2800286200000.0,5239700000000.0,4818797000000.0,3832356000000.0,5256519400000.0,5572662000000.0,5474228000000.0,4211540200000.0,5890348400000.0,5666258000000.0,3866763500000.0,4574921400000.0,4232551000000.0,6202316000000.0,3983451000000.0,5679656500000.0,5518824300000.0,4496481000000.0
2073.0,4112176000000.0,2697999200000.0,5147263500000.0,4740812400000.0,3728994000000.0,5181653600000.0,5489594000000.0,5408826000000.0,4087972400000.0,5830613000000.0,5603722300000.0,3724965000000.0,4493251000000.0,4107005000000.0,6170694600000.0,3861919300000.0,5626722000000.0,5450545000000.0,4385157200000.0
2074.0,3990407600000.0,2594491600000.0,5052630000000.0,4662001000000.0,3614088000000.0,5110851000000.0,5428434400000.0,5283703700000.0,3983835700000.0,5789922000000.0,5553991000000.0,3583940000000.0,4410919400000.0,3989716600000.0,6128030700000.0,3733641000000.0,5568910600000.0,5387456000000.0,4273536500000.0
2075.0,3887135500000.0,2486636400000.0,4977463400000.0,4573494000000.0,3498828600000.0,5020797000000.0,5355941000000.0,5192987000000.0,3890645800000.0,5730383000000.0,5504714700000.0,3452831000000.0,4323295000000.0,3882546400000.0,6090861000000.0,3626679700000.0,5513346500000.0,5293968700000.0,4170082400000.0
2076.0,3771667000000.0,2387025300000.0,4913148000000.0,4490652000000.0,3390725200000.0,4948195500000.0,5284088500000.0,5137910000000.0,3783709000000.0,5670575300000.0,5441611000000.0,3334434000000.0,4242680600000.0,3766131400000.0,6039442300000.0,3482948500000.0,5439416700000.0,5229548000000.0,4036337900000.0
2077.0,3659766000000.0,2293027000000.0,4818785500000.0,4397743200000.0,3281186700000.0,4878042000000.0,5228725300000.0,5074507500000.0,3676641700000.0,5613656000000.0,5380843000000.0,3201293000000.0,4153158400000.0,3655043400000.0,6002190600000.0,3363917000000.0,5363030600000.0,5152108000000.0,3915958200000.0
2078.0,3549034700000.0,2194780700000.0,4743441700000.0,4294676000000.0,3157375600000.0,4811021400000.0,5143240600000.0,4995438600000.0,3562923600000.0,5568103000000.0,5324857000000.0,3048922400000.0,4074131200000.0,3527722400000.0,5958214400000.0,3272669100000.0,5279725400000.0,5085050400000.0,3802726400000.0
2079.0,3443197200000.0,2099167900000.0,4650993500000.0,4213682000000.0,3058174800000.0,4745329600000.0,5072002000000.0,4902436000000.0,3450552000000.0,5505923700000.0,5276103600000.0,2925424800000.0,3972494800000.0,3415957300000.0,5905958600000.0,3161496700000.0,5207060600000.0,5012852300000.0,3681459400000.0
2080.0,3325892000000.0,2015098300000.0,4587380000000.0,4117523000000.0,2945037400000.0,4671754000000.0,5001675500000.0,4819865600000.0,3343461600000.0,5468124000000.0,5216012300000.0,2787275700000.0,3882188500000.0,3289199000000.0,5863106000000.0,3072821800000.0,5127540000000.0,4947270700000.0,3562106300000.0
2081.0,3222908700000.0,1932191900000.0,4500595000000.0,4024014200000.0,2836823000000.0,4596610000000.0,4936254000000.0,4741590400000.0,3223055800000.0,5413751000000.0,5139621000000.0,2657205400000.0,3776023600000.0,3184025700000.0,5818726000000.0,2975652400000.0,5038801000000.0,4883813500000.0,3442170000000.0
2082.0,3090793000000.0,1843234500000.0,4406686000000.0,3930265200000.0,2733526500000.0,4539915700000.0,4870868000000.0,4666560600000.0,3110930000000.0,5363537000000.0,5069338000000.0,2529689000000.0,3688454200000.0,3071395000000.0,5770564000000.0,2850871800000.0,4953877000000.0,4817715500000.0,3327400000000.0
2083.0,2974441000000.0,1758246600000.0,4329185500000.0,3841667400000.0,2628357500000.0,4458952000000.0,4785447000000.0,4571821000000.0,3000864600000.0,5310401500000.0,5010212000000.0,2423261000000.0,3589517600000.0,2961748800000.0,5718556000000.0,2749644400000.0,4859470000000.0,4759455500000.0,3227052700000.0
2084.0,2855792300000.0,1669266400000.0,4239354800000.0,3754650800000.0,2512402000000.0,4374011300000.0,4700017000000.0,4476547600000.0,2895667000000.0,5269994000000.0,4951118000000.0,2312217800000.0,3491915000000.0,2848188000000.0,5687209000000.0,2648861600000.0,4745751700000.0,4671487000000.0,3115537100000.0
2085.0,2762456000000.0,1592916000000.0,4165316400000.0,3666668400000.0,2404495000000.0,4300054200000.0,4640349400000.0,4395350400000.0,2776744300000.0,5224027700000.0,4887124400000.0,2206215700000.0,3408723200000.0,2735341600000.0,5635261000000.0,2556688000000.0,4670775000000.0,4603311600000.0,2995460000000.0
