time,BCC-CSM2-MR,CESM2,MPI-ESM1-2-HR,MRI-ESM2-0,INM-CM5-0,CAMS-CSM1-0,GFDL-ESM4,FGOALS-F3-L,EC-EARTH3-VEG,CESM2-WACCM,NORESM2-MM,EC-EARTH3,INM-CM4-8
2012.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0
2013.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0
2014.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0
2015.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0
2016.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0
2017.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0
2018.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0
2019.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0
2020.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0
2021.0,8104217000000.0,8083459300000.0,8091864000000.0,8106881000000.0,8122885700000.0,8101289300000.0,8119256600000.0,8092345400000.0,8108771400000.0,8106834700000.0,8090254000000.0,8085194700000.0,8101114700000.0
2022.0,8064490500000.0,8051354500000.0,8051226000000.0,8069739700000.0,8083086000000.0,8084235000000.0,8079562000000.0,8048138000000.0,8084445000000.0,8079824000000.0,8065862600000.0,8050135500000.0,8067284500000.0
2023.0,8047612000000.0,7998766000000.0,8023593500000.0,8019203000000.0,8056462600000.0,8054913400000.0,8050673000000.0,8010182000000.0,8037087600000.0,8050986500000.0,8039371000000.0,8012373000000.0,8036902500000.0
2024.0,8031129000000.0,7948821000000.0,7970090400000.0,7990678000000.0,8016886000000.0,8031495500000.0,8012974500000.0,7987935000000.0,7991494000000.0,8011424000000.0,8012205400000.0,7978287000000.0,8012805700000.0
2025.0,8003088000000.0,7900521000000.0,7921405000000.0,7956723000000.0,7984340500000.0,7996806000000.0,7983149000000.0,7953404000000.0,7961203700000.0,7959769000000.0,7978266000000.0,7930419000000.0,7969650500000.0
2026.0,7970577000000.0,7852033300000.0,7885850400000.0,7928191400000.0,7956906600000.0,7966291400000.0,7948823000000.0,7910724700000.0,7931600300000.0,7942596000000.0,7941711000000.0,7875587000000.0,7938022000000.0
2027.0,7935117000000.0,7817974500000.0,7846746400000.0,7876402000000.0,7922518600000.0,7923176000000.0,7911255000000.0,7864430000000.0,7888068000000.0,7910634600000.0,7894594500000.0,7819496000000.0,7911525000000.0
2028.0,7901753600000.0,7735655500000.0,7799905000000.0,7832139700000.0,7892438600000.0,7893468300000.0,7887679000000.0,7838933000000.0,7850705300000.0,7881270000000.0,7874335000000.0,7769321600000.0,7873571600000.0
2029.0,7873204000000.0,7657713300000.0,7752012300000.0,7798145400000.0,7847406000000.0,7856726000000.0,7861609400000.0,7815891000000.0,7801011700000.0,7850959000000.0,7830421000000.0,7710611300000.0,7832822000000.0
2030.0,7835894700000.0,7604588000000.0,7731342000000.0,7754953500000.0,7808788000000.0,7831118000000.0,7837394700000.0,7779747600000.0,7751924700000.0,7822817400000.0,7783632000000.0,7649602000000.0,7782608700000.0
2031.0,7803701300000.0,7555565000000.0,7683867000000.0,7701419500000.0,7775364600000.0,7808064000000.0,7806881600000.0,7743392400000.0,7695926000000.0,7780116000000.0,7743459600000.0,7597305000000.0,7743475300000.0
2032.0,7760352000000.0,7506809600000.0,7640865300000.0,7650627000000.0,7745002000000.0,7776595600000.0,7778765000000.0,7710891300000.0,7667901300000.0,7742126000000.0,7708727600000.0,7530262600000.0,7709848500000.0
2033.0,7713819000000.0,7437782400000.0,7602172000000.0,7600707000000.0,7714490000000.0,7745286700000.0,7738319000000.0,7684066000000.0,7603706000000.0,7684615000000.0,7655646600000.0,7482690000000.0,7674319000000.0
2034.0,7649499300000.0,7406228600000.0,7571702000000.0,7544542000000.0,7661244000000.0,7709161000000.0,7705232000000.0,7645077400000.0,7561466000000.0,7630341000000.0,7623801000000.0,7424967700000.0,7634412000000.0
2035.0,7586028500000.0,7349419400000.0,7531916700000.0,7505328000000.0,7626798700000.0,7657536600000.0,7685782600000.0,7606101000000.0,7506390700000.0,7587739700000.0,7578592000000.0,7356120000000.0,7603137000000.0
2036.0,7542016000000.0,7298761600000.0,7491619400000.0,7462221500000.0,7586379700000.0,7631487400000.0,7647749700000.0,7565731700000.0,7451185000000.0,7540363500000.0,7533765300000.0,7270537600000.0,7566993700000.0
2037.0,7480387600000.0,7240154600000.0,7449533000000.0,7400976300000.0,7545588000000.0,7576763000000.0,7622163000000.0,7525607000000.0,7394885000000.0,7477012700000.0,7504861000000.0,7196114000000.0,7530276000000.0
2038.0,7449831500000.0,7171075500000.0,7402200000000.0,7367360000000.0,7489940600000.0,7523849000000.0,7582427600000.0,7492861000000.0,7328707400000.0,7432790000000.0,7480332500000.0,7139857300000.0,7495197000000.0
2039.0,7421588000000.0,7085830400000.0,7362695400000.0,7314073500000.0,7438760000000.0,7487003000000.0,7554542000000.0,7444998700000.0,7270662400000.0,7371291600000.0,7431978500000.0,7079866000000.0,7460665400000.0
2040.0,7390395000000.0,7038376600000.0,7326648000000.0,7279434300000.0,7400869300000.0,7453898400000.0,7510117300000.0,7411945400000.0,7222901300000.0,7314503000000.0,7391815400000.0,7008947000000.0,7426726700000.0
2041.0,7353116000000.0,6957767000000.0,7284016000000.0,7223432400000.0,7357099700000.0,7434332000000.0,7471285000000.0,7343667400000.0,7163269300000.0,7231648000000.0,7331206700000.0,6934788000000.0,7389207600000.0
2042.0,7294219000000.0,6904569400000.0,7242973700000.0,7176452000000.0,7309169000000.0,7408286400000.0,7422053700000.0,7299556000000.0,7106189000000.0,7171276000000.0,7264070500000.0,6871786700000.0,7352400000000.0
2043.0,7250401000000.0,6841650000000.0,7208435000000.0,7120534600000.0,7259093000000.0,7370643600000.0,7378695600000.0,7263545700000.0,7065527000000.0,7107745700000.0,7217811000000.0,6811795600000.0,7299499300000.0
2044.0,7214845700000.0,6776743000000.0,7154676000000.0,7059088600000.0,7209675700000.0,7333839600000.0,7327675600000.0,7208283000000.0,7026813400000.0,7041207000000.0,7166287700000.0,6734755000000.0,7266056500000.0
2045.0,7186848000000.0,6713385700000.0,7125078600000.0,7016001600000.0,7147953000000.0,7305174000000.0,7298045000000.0,7164475700000.0,6971707600000.0,6990647000000.0,7120925000000.0,6670515700000.0,7234215500000.0
2046.0,7148928000000.0,6635055000000.0,7081172000000.0,6970492300000.0,7101960000000.0,7268485600000.0,7256053600000.0,7128857000000.0,6912765000000.0,6917866400000.0,7073482400000.0,6628540700000.0,7200853000000.0
2047.0,7089840700000.0,6558552400000.0,7036040400000.0,6908412000000.0,7038725000000.0,7221669300000.0,7213343000000.0,7091727600000.0,6828140000000.0,6862717600000.0,7032201000000.0,6549378400000.0,7153070000000.0
2048.0,7036304600000.0,6501015000000.0,6989454000000.0,6820727400000.0,7001943300000.0,7188722000000.0,7165072000000.0,7027623500000.0,6749460000000.0,6791789000000.0,6986639300000.0,6463705600000.0,7114423500000.0
2049.0,6974366300000.0,6417401000000.0,6944325600000.0,6751099000000.0,6958277500000.0,7148028000000.0,7123368400000.0,6990907000000.0,6682945500000.0,6723249000000.0,6931215000000.0,6372597400000.0,7075208400000.0
2050.0,6910371000000.0,6332891000000.0,6909598400000.0,6708214600000.0,6914246700000.0,7099997000000.0,7083537000000.0,6950581400000.0,6610424400000.0,6639758300000.0,6879555600000.0,6306613000000.0,7035115500000.0
2051.0,6837394000000.0,6261460400000.0,6869560600000.0,6645900000000.0,6861993000000.0,7082486500000.0,7043202700000.0,6906049000000.0,6538700000000.0,6561753700000.0,6829441000000.0,6220299000000.0,6996288000000.0
2052.0,6810406000000.0,6214328500000.0,6830680000000.0,6601340600000.0,6803238000000.0,7028554600000.0,6998648700000.0,6832293700000.0,6455755300000.0,6488773400000.0,6759827600000.0,6134556000000.0,6946362500000.0
2053.0,6747549000000.0,6150204400000.0,6760386000000.0,6535672000000.0,6749032000000.0,6985746000000.0,6970347600000.0,6776143000000.0,6381317000000.0,6427285000000.0,6688343600000.0,6046134300000.0,6904142000000.0
2054.0,6689061000000.0,6061297000000.0,6706855700000.0,6480134000000.0,6699579000000.0,6928187000000.0,6914507000000.0,6730633700000.0,6297808000000.0,6369378000000.0,6619051600000.0,5943205000000.0,6858202400000.0
2055.0,6627636000000.0,5996891000000.0,6669816300000.0,6412817700000.0,6657783400000.0,6882134600000.0,6864657000000.0,6675858700000.0,6220185000000.0,6309736300000.0,6554780000000.0,5848212000000.0,6808214700000.0
2056.0,6559807000000.0,5949764400000.0,6630510000000.0,6342906000000.0,6607235700000.0,6847560400000.0,6827383000000.0,6616407600000.0,6132523300000.0,6235319000000.0,6506878000000.0,5745589400000.0,6757690000000.0
2057.0,6520018000000.0,5884200000000.0,6577129000000.0,6267594600000.0,6565024000000.0,6799747400000.0,6772082000000.0,6576804500000.0,6046826400000.0,6156077500000.0,6462818000000.0,5651275000000.0,6705622000000.0
2058.0,6478556600000.0,5815785000000.0,6532356000000.0,6209108700000.0,6505392000000.0,6764058000000.0,6713039700000.0,6537180300000.0,5959428600000.0,6074163000000.0,6398741600000.0,5568967000000.0,6645669000000.0
2059.0,6418610000000.0,5740993000000.0,6481631500000.0,6147552600000.0,6456774000000.0,6719123000000.0,6660128500000.0,6494538000000.0,5882493500000.0,6021491000000.0,6353425300000.0,5479531500000.0,6586668400000.0
2060.0,6355945500000.0,5673435000000.0,6433083500000.0,6083468000000.0,6379559500000.0,6687456000000.0,6616451000000.0,6440914000000.0,5809045500000.0,5957109700000.0,6299162000000.0,5372424000000.0,6544250000000.0
2061.0,6313264000000.0,5598512400000.0,6379130000000.0,5993503700000.0,6310293000000.0,6633128700000.0,6571821600000.0,6381479000000.0,5727000000000.0,5892428300000.0,6234246000000.0,5286786500000.0,6486104700000.0
2062.0,6267472000000.0,5542007000000.0,6340953500000.0,5914373000000.0,6257850700000.0,6590977500000.0,6512814000000.0,6317650000000.0,5633954300000.0,5825678500000.0,6179783700000.0,5195366400000.0,6432414000000.0
2063.0,6199285000000.0,5462609000000.0,6308499600000.0,5837384000000.0,6201439400000.0,6547061600000.0,6446835000000.0,6251521500000.0,5548308000000.0,5753813000000.0,6120631400000.0,5078916000000.0,6375318000000.0
2064.0,6112949000000.0,5398503400000.0,6254275600000.0,5759468000000.0,6139744400000.0,6504843300000.0,6388540000000.0,6194028600000.0,5447157300000.0,5678370000000.0,6060883600000.0,5002262000000.0,6321052000000.0
2065.0,6050419000000.0,5337172000000.0,6194388300000.0,5676830000000.0,6087357000000.0,6480100600000.0,6347978400000.0,6132848000000.0,5348975000000.0,5617793000000.0,5997562700000.0,4918600500000.0,6274648400000.0
2066.0,5990825600000.0,5278349700000.0,6135654000000.0,5620158700000.0,6031802000000.0,6438397000000.0,6295148000000.0,6084331300000.0,5254720500000.0,5553103300000.0,5907810400000.0,4826292000000.0,6223740000000.0
2067.0,5928404000000.0,5202689700000.0,6077836000000.0,5548586600000.0,5974652000000.0,6385589000000.0,6221773400000.0,6018813000000.0,5173696000000.0,5488345400000.0,5842511000000.0,4734928000000.0,6162371600000.0
2068.0,5856846400000.0,5123975700000.0,6041822000000.0,5463743700000.0,5917071000000.0,6339762000000.0,6159941500000.0,5933858000000.0,5103364300000.0,5411719000000.0,5770824400000.0,4630489000000.0,6092121700000.0
2069.0,5790739500000.0,5051107000000.0,5994005400000.0,5381281000000.0,5867911000000.0,6304014300000.0,6089301000000.0,5848290000000.0,5013094000000.0,5348985400000.0,5700631700000.0,4528662400000.0,6031431700000.0
2070.0,5719326000000.0,4967020600000.0,5934034000000.0,5302333000000.0,5821859600000.0,6247317000000.0,6030668000000.0,5784508300000.0,4922425700000.0,5258875500000.0,5618042000000.0,4442923000000.0,5973728000000.0
2071.0,5649540300000.0,4892338000000.0,5875511000000.0,5222265500000.0,5763548000000.0,6224351300000.0,5971152700000.0,5722958500000.0,4816534000000.0,5174870000000.0,5529672000000.0,4342673300000.0,5913880600000.0
2072.0,5583506000000.0,4815943000000.0,5820328000000.0,5141157600000.0,5708044600000.0,6179656000000.0,5919331600000.0,5662947000000.0,4703715300000.0,5100255300000.0,5449690000000.0,4259372900000.0,5852301400000.0
2073.0,5515554300000.0,4736256300000.0,5755391400000.0,5062968000000.0,5644480000000.0,6143136500000.0,5858259400000.0,5591623300000.0,4606665000000.0,5025548000000.0,5358961600000.0,4154121000000.0,5781968000000.0
2074.0,5465608000000.0,4646283000000.0,5696127500000.0,4968432500000.0,5576840400000.0,6093495300000.0,5794851500000.0,5536001000000.0,4512060300000.0,4959020500000.0,5283661000000.0,4060313800000.0,5706849700000.0
2075.0,5382165500000.0,4573194400000.0,5641535500000.0,4890463000000.0,5530964700000.0,6029632300000.0,5727902500000.0,5445305000000.0,4410998500000.0,4864264000000.0,5195954700000.0,3969845600000.0,5638980000000.0
2076.0,5310454400000.0,4498765400000.0,5593915000000.0,4820192700000.0,5472500000000.0,5991556400000.0,5667168000000.0,5359529000000.0,4292386000000.0,4759028000000.0,5102096000000.0,3859558400000.0,5581742000000.0
2077.0,5239581700000.0,4415748000000.0,5547960600000.0,4738820600000.0,5414058000000.0,5950150000000.0,5601791300000.0,5290574000000.0,4180321200000.0,4672990500000.0,5019790000000.0,3754988700000.0,5512190500000.0
2078.0,5174077000000.0,4341714000000.0,5513630700000.0,4645466400000.0,5350694000000.0,5912549400000.0,5535235600000.0,5203877000000.0,4085174000000.0,4589233000000.0,4941672300000.0,3647035100000.0,5433525000000.0
2079.0,5106803700000.0,4250788400000.0,5452624600000.0,4561153600000.0,5290848000000.0,5878070000000.0,5491756000000.0,5129704600000.0,3981319900000.0,4509392700000.0,4848199000000.0,3536852000000.0,5371435400000.0
2080.0,5031998000000.0,4154530200000.0,5400896700000.0,4476147000000.0,5229126000000.0,5807909400000.0,5412055000000.0,5077923300000.0,3888307000000.0,4419580000000.0,4774115000000.0,3421372700000.0,5300153000000.0
2081.0,4973071000000.0,4072824000000.0,5356733300000.0,4405844000000.0,5183539500000.0,5763676000000.0,5349630000000.0,5013943400000.0,3777470000000.0,4332272500000.0,4702152000000.0,3308076400000.0,5233452000000.0
2082.0,4916548000000.0,3991731000000.0,5313280300000.0,4341606000000.0,5122156000000.0,5737981000000.0,5292565000000.0,4954626000000.0,3654577300000.0,4248171000000.0,4620202500000.0,3196862000000.0,5158798400000.0
2083.0,4852926000000.0,3905755800000.0,5269810600000.0,4272336400000.0,5060014000000.0,5710722600000.0,5235715600000.0,4893504000000.0,3550648200000.0,4161985300000.0,4531146000000.0,3095938200000.0,5089343000000.0
2084.0,4786823400000.0,3815953000000.0,5235387400000.0,4202811600000.0,4998684000000.0,5665896500000.0,5170781500000.0,4848533000000.0,3440389700000.0,4081110000000.0,4464237300000.0,2999748400000.0,5016334000000.0
2085.0,4731974500000.0,3729938000000.0,5193289000000.0,4109472600000.0,4949567000000.0,5622645400000.0,5100096000000.0,4786089000000.0,3338657000000.0,4005998600000.0,4379542800000.0,2903556800000.0,4952843400000.0
2086.0,4653279000000.0,3645828800000.0,5156250000000.0,4028933600000.0,4888433500000.0,5580553000000.0,5043616500000.0,4733714000000.0,3232985500000.0,3914496500000.0,4299129400000.0,2797642700000.0,4890099700000.0
2087.0,4599058500000.0,3561109300000.0,5119277000000.0,3939449400000.0,4828431000000.0,5554331000000.0,4971681500000.0,4677775000000.0,3137338600000.0,3813144000000.0,4215382000000.0,2700414600000.0,4815610000000.0
2088.0,4523506000000.0,3455541800000.0,5082222400000.0,3858144700000.0,4764880000000.0,5506471000000.0,4899679000000.0,4602928000000.0,3022385600000.0,3728673000000.0,4151789000000.0,2603560700000.0,4754135600000.0
2089.0,4440649600000.0,3379593700000.0,5042534000000.0,3783576300000.0,4702090600000.0,5469881500000.0,4839566000000.0,4543852000000.0,2909007800000.0,3628445000000.0,4073038300000.0,2511605000000.0,4688584400000.0
2090.0,4351080800000.0,3294001600000.0,4997668400000.0,3707595400000.0,4651287600000.0,5424761300000.0,4788983400000.0,4486346000000.0,2810377400000.0,3550714800000.0,3987487000000.0,2406751700000.0,4624408000000.0
2091.0,4288849600000.0,3216114000000.0,4967977000000.0,3645923700000.0,4593338000000.0,5382954000000.0,4723841000000.0,4426395000000.0,2711876500000.0,3471409700000.0,3902305000000.0,2309197700000.0,4564852000000.0
2092.0,4212700500000.0,3131662000000.0,4930030500000.0,3575903200000.0,4535938000000.0,5340774500000.0,4660442000000.0,4350501500000.0,2621387600000.0,3379222000000.0,3814109500000.0,2213395000000.0,4493533500000.0
2093.0,4148530200000.0,3052914900000.0,4874733000000.0,3483558500000.0,4473153400000.0,5288315000000.0,4595150500000.0,4286859000000.0,2528759800000.0,3290511200000.0,3743804300000.0,2126859900000.0,4428661000000.0
2094.0,4054482700000.0,2973067000000.0,4835437000000.0,3404490300000.0,4411589000000.0,5233541000000.0,4537296400000.0,4222056700000.0,2431874500000.0,3212582600000.0,3664553200000.0,2051862300000.0,4359190700000.0
2095.0,3947429400000.0,2895853000000.0,4801030000000.0,3329323400000.0,4359916000000.0,5184849000000.0,4465340400000.0,4152045000000.0,2329769400000.0,3134830000000.0,3581327000000.0,1987350500000.0,4290938400000.0
2096.0,3833376000000.0,2810775900000.0,4761901000000.0,3232276400000.0,4306741500000.0,5144605400000.0,4414974000000.0,4092081200000.0,2230254600000.0,3048182400000.0,3491404000000.0,1921328100000.0,4231605500000.0
2097.0,3771151000000.0,2738065500000.0,4721515400000.0,3152707600000.0,4254662000000.0,5080532000000.0,4349999700000.0,4030640400000.0,2135704200000.0,2961601700000.0,3384511000000.0,1835803200000.0,4169682600000.0
2098.0,3680794300000.0,2640958200000.0,4666505000000.0,3076574000000.0,4187286400000.0,5021077300000.0,4287236400000.0,3971198000000.0,2041025300000.0,2870818400000.0,3304306000000.0,1763901200000.0,4107812700000.0
2099.0,3612036000000.0,2559891200000.0,4617008000000.0,3005276000000.0,4138189200000.0,4969606000000.0,4226287100000.0,3910177400000.0,1953912300000.0,2790424300000.0,3219619300000.0,1685686700000.0,4045973200000.0
2100.0,3531615200000.0,2467884400000.0,4565362500000.0,2933462100000.0,4077491300000.0,4900348000000.0,4152906000000.0,3853740100000.0,1875158900000.0,2725320600000.0,3137134100000.0,1613786000000.0,3981263500000.0
