time,CCSM4,CESM1-CAM5
2000.0,34404925000.0,34404925000.0
2001.0,34003677000.0,34003677000.0
2002.0,33861126000.0,33861126000.0
2003.0,33831154000.0,33831154000.0
2004.0,34238032000.0,34238032000.0
2005.0,34221998000.0,34221998000.0
2006.0,34368803000.0,34368803000.0
2007.0,34094338000.0,34094338000.0
2008.0,33877320000.0,33877320000.0
2009.0,33916482000.0,33916482000.0
2010.0,34059723000.0,34059723000.0
2011.0,34391646000.0,34391646000.0
2012.0,33925440000.0,33925440000.0
2013.0,33831766000.0,33831766000.0
2014.0,33800829000.0,33800829000.0
2015.0,33834640000.0,33834640000.0
2016.0,34797175000.0,34797175000.0
2017.0,33815650000.0,33815650000.0
2018.0,33812302000.0,33812302000.0
2019.0,33778313000.0,33778313000.0
2020.0,33945980000.0,33945980000.0
2021.0,33608894000.0,33871500000.0
2022.0,33568264000.0,33585703000.0
2023.0,33764467000.0,33480354000.0
2024.0,33495622000.0,33408730000.0
2025.0,33425965000.0,33547866000.0
2026.0,33439578000.0,33390762000.0
2027.0,33639450000.0,33329240000.0
2028.0,33350870000.0,33362258000.0
2029.0,33316745000.0,33183515000.0
2030.0,33403849000.0,33083957000.0
2031.0,34549297000.0,33024608000.0
2032.0,33789067000.0,32964088000.0
2033.0,33367013000.0,33383428000.0
2034.0,33190638000.0,32831377000.0
2035.0,33156395000.0,32661897000.0
2036.0,33051578000.0,32558078000.0
2037.0,32996534000.0,32388050000.0
2038.0,32832442000.0,32361294000.0
2039.0,32705968000.0,32317690000.0
2040.0,32711720000.0,32788294000.0
2041.0,32503513000.0,32172014000.0
2042.0,32423450000.0,31896605000.0
2043.0,32293282000.0,31764472000.0
2044.0,32609122000.0,31566420000.0
2045.0,32038253000.0,31400319000.0
2046.0,31894630000.0,31348541000.0
2047.0,31844786000.0,31054500000.0
2048.0,31721234000.0,30887506000.0
2049.0,31544838000.0,30640300000.0
2050.0,31313826000.0,30415024000.0
2051.0,31088972000.0,30346725000.0
2052.0,30974380000.0,30176276000.0
2053.0,30767913000.0,29905224000.0
2054.0,30525280000.0,29683855000.0
2055.0,30345517000.0,29552644000.0
2056.0,30325220000.0,31169745000.0
2057.0,30089253000.0,29521508000.0
2058.0,29918804000.0,29088926000.0
2059.0,29646887000.0,29566466000.0
2060.0,29356147000.0,28890360000.0
2061.0,29090632000.0,28663101000.0
2062.0,28878582000.0,28328028000.0
2063.0,28673298000.0,28097456000.0
2064.0,28470860000.0,28004057000.0
2065.0,28218233000.0,27768938000.0
2066.0,27943786000.0,27542166000.0
2067.0,27695581000.0,27351777000.0
2068.0,27380836000.0,27068561000.0
2069.0,27090098000.0,26808996000.0
2070.0,26860669000.0,26597057000.0
2071.0,26614450000.0,26342623000.0
2072.0,26318592000.0,26080825000.0
2073.0,25989933000.0,25908822000.0
2074.0,25835135000.0,25672796000.0
2075.0,25576659000.0,25362233000.0
