time,CESM1-CAM5,MPI-ESM-LR,CANESM2
2000.0,34404925000.0,34388370000.0,34369704000.0
2001.0,34003677000.0,33988270000.0,33969885000.0
2002.0,33861126000.0,33846250000.0,33828035000.0
2003.0,33831154000.0,33816062000.0,33798360000.0
2004.0,34238032000.0,34215920000.0,34201250000.0
2005.0,34221998000.0,34204273000.0,34188667000.0
2006.0,34368803000.0,34351251000.0,34335132000.0
2007.0,34094338000.0,34077740000.0,34061162000.0
2008.0,33877320000.0,33861646000.0,33844570000.0
2009.0,33916482000.0,33900601000.0,33883752000.0
2010.0,34059723000.0,34043613000.0,34027008000.0
2011.0,34391646000.0,34374880000.0,34359410000.0
2012.0,33925440000.0,33909901000.0,33893420000.0
2013.0,33831766000.0,33816050000.0,33799944000.0
2014.0,33800829000.0,33785362000.0,33769093000.0
2015.0,33834640000.0,33818989000.0,33802752000.0
2016.0,34797175000.0,34771685000.0,34757130000.0
2017.0,33815650000.0,33799574000.0,33784148000.0
2018.0,33812302000.0,33796854000.0,33780842000.0
2019.0,33778313000.0,33763336000.0,33747343000.0
2020.0,33945980000.0,33925186000.0,33912252000.0
2021.0,33829018000.0,33830023000.0,34945520000.0
2022.0,33706287000.0,33807993000.0,33760322000.0
2023.0,33597516000.0,33559056000.0,33598380000.0
2024.0,33590860000.0,33717709000.0,33902076000.0
2025.0,33668411000.0,33531286000.0,33621754000.0
2026.0,33641880000.0,33425062000.0,33605532000.0
2027.0,33330100000.0,33366809000.0,33418211000.0
2028.0,33170460000.0,33292628000.0,33288796000.0
2029.0,33171266000.0,33188618000.0,33141328000.0
2030.0,33367660000.0,33100180000.0,33293800000.0
2031.0,32949550000.0,33044238000.0,33014905000.0
2032.0,32766108000.0,32943739000.0,32815250000.0
2033.0,32738605000.0,32805330000.0,32645263000.0
2034.0,32571386000.0,32708129000.0,32823534000.0
2035.0,32460930000.0,32649527000.0,32405620000.0
2036.0,32293714000.0,32530524000.0,32208812000.0
2037.0,32038530000.0,32420557000.0,32150456000.0
2038.0,31820653000.0,32343940000.0,31973177000.0
2039.0,31862493000.0,32201888000.0,31750180000.0
2040.0,31861510000.0,32021221000.0,31541512000.0
2041.0,31429165000.0,31846451000.0,31312374000.0
2042.0,31152214000.0,31641162000.0,31072210000.0
2043.0,30841233000.0,32294842000.0,30903710000.0
