time,CANESM5,IPSL-CM6A-LR,IITM-ESM,MPI-ESM1-2-HR,KACE-1-0-G,TAIESM1,MIROC6,MRI-ESM2-0,CESM2-WACCM,UKESM1-0-LL,GFDL-ESM4,CNRM-ESM2-1,CNRM-CM6-1,EC-EARTH3
2044.0,11382891000000.0,12723827000000.0,13190706000000.0,13309587000000.0,12326981000000.0,10590336000000.0,12556556000000.0,12537461000000.0,12245270000000.0,11019186000000.0,12572562000000.0,12370769000000.0,12798436000000.0,10499296000000.0
2045.0,11245221000000.0,12636509000000.0,13112756000000.0,13256266000000.0,12247906000000.0,10436414000000.0,12507453000000.0,12425962000000.0,12104428000000.0,10833709000000.0,12512157000000.0,12270183000000.0,12728019000000.0,10308079000000.0
2046.0,11076315000000.0,12522809000000.0,13009056000000.0,13214419000000.0,12125994000000.0,10258195000000.0,12314684000000.0,12300075000000.0,11942110000000.0,10651380000000.0,12423361000000.0,12218551000000.0,12703970000000.0,10091415000000.0
2047.0,10860191000000.0,12441693000000.0,12934010000000.0,13142662000000.0,12004356000000.0,10000958000000.0,12310502000000.0,12155182000000.0,11810984000000.0,10461258000000.0,12350770000000.0,12071054000000.0,12666679000000.0,9856611000000.0
2048.0,10712824000000.0,12359066000000.0,12871997000000.0,13063039000000.0,11870190000000.0,9800929000000.0,12207928000000.0,11943457000000.0,11745238000000.0,10228593000000.0,12278865000000.0,11952805000000.0,12587412000000.0,9669609000000.0
2049.0,10510334000000.0,12202586000000.0,12770962000000.0,12988532000000.0,11752758000000.0,9572453000000.0,12128473000000.0,11767778000000.0,11626034000000.0,9999157000000.0,12180023000000.0,11819218000000.0,12533063000000.0,9487481000000.0
2050.0,10347593000000.0,12083043000000.0,12674770000000.0,12907870000000.0,11643299000000.0,9284288000000.0,12038876000000.0,11643337000000.0,11467948000000.0,9814993000000.0,12106020000000.0,11686459000000.0,12387549000000.0,9304874000000.0
2051.0,10160577000000.0,12018678000000.0,12579217000000.0,12805228000000.0,11519828000000.0,9015665000000.0,11901170000000.0,11529523000000.0,11333792000000.0,9652685000000.0,12058892000000.0,11505680000000.0,12242935000000.0,9091305000000.0
2052.0,9939066000000.0,11919345000000.0,12456620000000.0,12735134000000.0,11366678000000.0,8761715000000.0,11792378000000.0,11422464000000.0,11206686000000.0,9496065000000.0,11939925000000.0,11400266000000.0,12122933000000.0,8881032000000.0
2053.0,9752169000000.0,11808007000000.0,12358660000000.0,12708727000000.0,11230752000000.0,8518237700000.0,11697723000000.0,11308355000000.0,11090617000000.0,9308020000000.0,11808619000000.0,11334250000000.0,12061835000000.0,8680325000000.0
2054.0,9582059000000.0,11688008000000.0,12255144000000.0,12615608000000.0,11092131000000.0,8282923600000.0,11598615000000.0,11128592000000.0,10976068000000.0,9139994000000.0,11728370000000.0,11220974000000.0,11933658000000.0,8494776300000.0
2055.0,9384907000000.0,11518288000000.0,12139272000000.0,12530450000000.0,10980462000000.0,7990953000000.0,11479965000000.0,10950357000000.0,10817223000000.0,8964797000000.0,11629921000000.0,11117885000000.0,11853452000000.0,8247106300000.0
2056.0,9192744000000.0,11367431000000.0,12060754000000.0,12448801000000.0,10835862000000.0,7751838700000.0,11332856000000.0,10834901000000.0,10749268000000.0,8788329400000.0,11561787000000.0,11003671000000.0,11748848000000.0,8069324500000.0
2057.0,8987141000000.0,11194582000000.0,11979812000000.0,12383335000000.0,10695119000000.0,7549842000000.0,11254139000000.0,10712600000000.0,10621367000000.0,8620688300000.0,11435411000000.0,10858335000000.0,11638543000000.0,7881904600000.0
2058.0,8818317000000.0,11074086000000.0,11887166000000.0,12330766000000.0,10570827000000.0,7360876000000.0,11169502000000.0,10551766000000.0,10519587000000.0,8412151700000.0,11374465000000.0,10684962000000.0,11572688000000.0,7657028000000.0
2059.0,8663997000000.0,10973271000000.0,11758448000000.0,12260225000000.0,10463150000000.0,7154768000000.0,11045155000000.0,10433558000000.0,10382531000000.0,8173676000000.0,11258891000000.0,10494087000000.0,11416425000000.0,7452170400000.0
2060.0,8470161000000.0,10851394000000.0,11649383000000.0,12170260000000.0,10360750000000.0,6926024300000.0,10982209000000.0,10298668000000.0,10228717000000.0,7975142400000.0,11132951000000.0,10283323000000.0,11261825000000.0,7289800500000.0
2061.0,8303743000000.0,10713778000000.0,11537082000000.0,12084082000000.0,10229255000000.0,6702422300000.0,10871028000000.0,10103181000000.0,10078753000000.0,7812867000000.0,11045238000000.0,10103078000000.0,11129173000000.0,7106777000000.0
2062.0,8109102000000.0,10596775000000.0,11455756000000.0,12015154000000.0,10119558000000.0,6474395000000.0,10782545000000.0,9963569000000.0,9964439000000.0,7628843400000.0,10957031000000.0,9973191000000.0,10972946000000.0,6927358600000.0
2063.0,7910418500000.0,10450540000000.0,11354181000000.0,11896423000000.0,9976109000000.0,6317541000000.0,10712907000000.0,9843957000000.0,9810993000000.0,7452873500000.0,10846782000000.0,9858751000000.0,10790838000000.0,6758377500000.0
2064.0,7746523500000.0,10263645000000.0,11288017000000.0,11826298000000.0,9789833000000.0,6117924000000.0,10600529000000.0,9678609000000.0,9678356000000.0,7229831400000.0,10777505000000.0,9753760000000.0,10622439000000.0,6564895000000.0
2065.0,7588309600000.0,10132577000000.0,11192550000000.0,11720665000000.0,9621306000000.0,5919322700000.0,10501689000000.0,9662001000000.0,9546668000000.0,7032306000000.0,10702736000000.0,9657221000000.0,10475938000000.0,6386850000000.0
2066.0,7389345000000.0,10009553000000.0,11123735000000.0,11649454000000.0,9459123000000.0,5731878700000.0,10392441000000.0,9602575000000.0,9401399000000.0,6869042000000.0,10579082000000.0,9552252000000.0,10306962000000.0,6241137500000.0
2067.0,7288686400000.0,9873445000000.0,11025257000000.0,11545264000000.0,9328720000000.0,5539629600000.0,10268992000000.0,9452698000000.0,9277854000000.0,6659996000000.0,10512971000000.0,9416770000000.0,10146528000000.0,6048739000000.0
2068.0,7154094000000.0,9713018000000.0,10897281000000.0,11434630000000.0,9157604000000.0,5380630400000.0,10166869000000.0,9298788000000.0,9200345000000.0,6450392000000.0,10390681000000.0,9192291000000.0,9989724000000.0,5835843000000.0
2069.0,6993282600000.0,9566249000000.0,10813262000000.0,11335541000000.0,9039488000000.0,5191199400000.0,10033356000000.0,9189012000000.0,9037786000000.0,6244133000000.0,10288207000000.0,9006048000000.0,9781917000000.0,5660036600000.0
2070.0,6849204600000.0,9407813000000.0,10717482000000.0,11280715000000.0,8866760000000.0,5041007600000.0,9956431000000.0,9071737000000.0,8887780000000.0,6047007000000.0,10185272000000.0,8815734000000.0,9622673000000.0,5457983300000.0
2071.0,6681692500000.0,9274251000000.0,10640748000000.0,11218982000000.0,8722843700000.0,4868073300000.0,9847185000000.0,8932271000000.0,8746531000000.0,5824616000000.0,10106717000000.0,8704788300000.0,9462935000000.0,5282054000000.0
2072.0,6465360000000.0,9089697000000.0,10536063000000.0,11130385000000.0,8588020400000.0,4701754000000.0,9743180000000.0,8771455000000.0,8622699000000.0,5611184000000.0,10012050000000.0,8506837000000.0,9304327000000.0,5138327500000.0
2073.0,6331360600000.0,8997273000000.0,10450701000000.0,11076648000000.0,8477019000000.0,4568612000000.0,9580064000000.0,8631596600000.0,8481492400000.0,5401334500000.0,9944699000000.0,8403516000000.0,9167773000000.0,4971362000000.0
2074.0,6135732500000.0,8842903000000.0,10353284000000.0,11024244000000.0,8358777000000.0,4402956000000.0,9432020000000.0,8480417600000.0,8345334300000.0,5222640000000.0,9874737000000.0,8202134500000.0,8989324000000.0,4803282000000.0
2075.0,5983264000000.0,8703490000000.0,10221127000000.0,10915983000000.0,8230075000000.0,4236008200000.0,9296157000000.0,8344397400000.0,8177086600000.0,4987915600000.0,9782103000000.0,8078439000000.0,8817246000000.0,4622186400000.0
2076.0,5776277500000.0,8567107600000.0,10110443000000.0,10811336000000.0,8086716700000.0,4093015800000.0,9229394000000.0,8209902300000.0,8026219600000.0,4813938000000.0,9715862000000.0,7872988000000.0,8565640700000.0,4462364600000.0
2077.0,5579825000000.0,8413245000000.0,9983012000000.0,10700678000000.0,7945130600000.0,3937622300000.0,9096030000000.0,8017132700000.0,7901414000000.0,4619557700000.0,9636342000000.0,7722247000000.0,8361767600000.0,4276841300000.0
2078.0,5431903000000.0,8274857400000.0,9851250000000.0,10610284000000.0,7828445000000.0,3801258000000.0,8968385000000.0,7929526000000.0,7711608500000.0,4439959000000.0,9581469000000.0,7615190400000.0,8146627600000.0,4121490400000.0
2079.0,5254402300000.0,8115681000000.0,9727503000000.0,10541919000000.0,7713169000000.0,3654207700000.0,8878004000000.0,7752284000000.0,7545552000000.0,4237035800000.0,9487998000000.0,7425682000000.0,7952607000000.0,3986483000000.0
2080.0,5115260400000.0,7982046000000.0,9622726000000.0,10466983000000.0,7551584000000.0,3497803000000.0,8738309700000.0,7587507500000.0,7380935400000.0,4078649200000.0,9407466000000.0,7239397000000.0,7759327000000.0,3819322200000.0
2081.0,4938520300000.0,7818360000000.0,9520578000000.0,10349206000000.0,7355066000000.0,3353484700000.0,8598015000000.0,7433634700000.0,7258008700000.0,3881876800000.0,9304340000000.0,7071538000000.0,7566075000000.0,3662856600000.0
2082.0,4766999500000.0,7653183500000.0,9390084000000.0,10267650000000.0,7201487000000.0,3199114400000.0,8424923300000.0,7277747600000.0,7088991000000.0,3697725000000.0,9202362000000.0,6907457000000.0,7394822700000.0,3504159900000.0
2083.0,4622921500000.0,7493053000000.0,9293033000000.0,10146137000000.0,7047679600000.0,3049211800000.0,8317233500000.0,7206614000000.0,6924688000000.0,3553335200000.0,9102920000000.0,6723106500000.0,7196852000000.0,3349640000000.0
2084.0,4450154400000.0,7367415000000.0,9225915000000.0,10026329000000.0,6897635000000.0,2904576200000.0,8205921000000.0,7090350300000.0,6771807000000.0,3383494400000.0,8955010000000.0,6545461000000.0,6983490500000.0,3161957000000.0
2085.0,4304057000000.0,7242077000000.0,9123537000000.0,9971861000000.0,6773235000000.0,2792714100000.0,8091644500000.0,6967654400000.0,6643394000000.0,3228969000000.0,8859930000000.0,6335617300000.0,6768680000000.0,3027331400000.0
2086.0,4154663000000.0,7114597600000.0,9012323000000.0,9858530000000.0,6632286700000.0,2662830000000.0,7997471000000.0,6825782500000.0,6478542400000.0,3051137300000.0,8749717000000.0,6139967000000.0,6526273600000.0,2889894900000.0
2087.0,3985774700000.0,6923643000000.0,8890553000000.0,9826600000000.0,6505197700000.0,2533579600000.0,7935456400000.0,6668995000000.0,6367378700000.0,2862180200000.0,8677078600000.0,5978058000000.0,6322643000000.0,2710143200000.0
2088.0,3804582600000.0,6757489000000.0,8786894000000.0,9713507000000.0,6396811000000.0,2413055400000.0,7799373000000.0,6529293000000.0,6225875000000.0,2687694300000.0,8591547300000.0,5771366500000.0,6142181000000.0,2549719800000.0
2089.0,3643380600000.0,6612915300000.0,8689735400000.0,9646349000000.0,6271215000000.0,2296924600000.0,7675116500000.0,6348159000000.0,6122251500000.0,2509370600000.0,8536228600000.0,5565575600000.0,6000254000000.0,2383914700000.0
2090.0,3479932200000.0,6421739000000.0,8587786000000.0,9604979000000.0,6182307000000.0,2190909000000.0,7499237300000.0,6189762500000.0,6011285000000.0,2322034900000.0,8441265000000.0,5420086700000.0,5791359700000.0,2238131500000.0
2091.0,3325741800000.0,6210331000000.0,8464495500000.0,9516129000000.0,6078222300000.0,2069266000000.0,7376189500000.0,6028893000000.0,5897982000000.0,2163856000000.0,8376330000000.0,5206664300000.0,5634769000000.0,2065761000000.0
2092.0,3164361000000.0,5983944300000.0,8343431000000.0,9410073000000.0,5925520300000.0,1960679300000.0,7197673000000.0,5904450700000.0,5761810300000.0,1996533700000.0,8286790000000.0,4969859600000.0,5432301000000.0,1915226700000.0
2093.0,3018403600000.0,5779414300000.0,8247355000000.0,9328692000000.0,5843420400000.0,1867444300000.0,7051844000000.0,5769874000000.0,5645323500000.0,1822911400000.0,8146733500000.0,4773049300000.0,5236114000000.0,1788594900000.0
2094.0,2872554600000.0,5621064700000.0,8158256000000.0,9239153000000.0,5733306300000.0,1776857900000.0,6938718400000.0,5692796700000.0,5487822000000.0,1662357600000.0,8019686500000.0,4563536400000.0,5044901500000.0,1651383100000.0
2095.0,2739972900000.0,5454475300000.0,8059428000000.0,9197387000000.0,5625822000000.0,1684622900000.0,6798232000000.0,5582154000000.0,5358046000000.0,1510071900000.0,7938361000000.0,4359442400000.0,4815278600000.0,1518967800000.0
2096.0,2571144800000.0,5246580000000.0,7961793000000.0,9155210000000.0,5500223600000.0,1596987900000.0,6686329000000.0,5450487000000.0,5196293000000.0,1343633100000.0,7838005000000.0,4167960000000.0,4579414500000.0,1385303600000.0
2097.0,2439903000000.0,5066997000000.0,7876378600000.0,9116734000000.0,5375025000000.0,1492174200000.0,6562251300000.0,5310110000000.0,5068743500000.0,1203333500000.0,7729636000000.0,3997417000000.0,4386682800000.0,1257289300000.0
2098.0,2303876000000.0,4885085400000.0,7788118400000.0,9073983000000.0,5213508000000.0,1407195200000.0,6426386000000.0,5173427000000.0,4917015600000.0,1094194300000.0,7612033000000.0,3822487300000.0,4161848000000.0,1155822500000.0
2099.0,2171737700000.0,4676671500000.0,7677465000000.0,9012057000000.0,5063466000000.0,1312929100000.0,6264262000000.0,5024155000000.0,4786921400000.0,974335050000.0,7530653700000.0,3661139500000.0,3960450600000.0,1046618440000.0
2100.0,2026775200000.0,4417443600000.0,7550347000000.0,8937830000000.0,4949048600000.0,1213086200000.0,6117871000000.0,4912576500000.0,4643781000000.0,868214500000.0,7426760000000.0,3431642200000.0,3762221700000.0,936232500000.0
