time,CNRM-CM6-1,CNRM-ESM2-1,GFDL-ESM4,UKESM1-0-LL,EC-EARTH3,MPI-ESM1-2-HR,IPSL-CM6A-LR,CANESM5,CESM2-WACCM,MRI-ESM2-0,MIROC6,TAIESM1,KACE-1-0-G
2029.0,13932948000000.0,13572271000000.0,14024018000000.0,13583582000000.0,13122334000000.0,13992677000000.0,14165460000000.0,13401793000000.0,14008661000000.0,13703901000000.0,13852140000000.0,13504557000000.0,13867176000000.0
2030.0,13881546000000.0,13413365000000.0,13977835000000.0,13503517000000.0,12919011000000.0,13972060000000.0,14111562000000.0,13273397000000.0,13971675000000.0,13614609000000.0,13793030000000.0,13403617000000.0,13743167000000.0
2031.0,13842388000000.0,13314961000000.0,13886292000000.0,13350722000000.0,12727232000000.0,13901090000000.0,14046740000000.0,13116661000000.0,13857650000000.0,13516318000000.0,13794302000000.0,13298069000000.0,13664622000000.0
2032.0,13767841000000.0,13222911000000.0,13798026000000.0,13198203000000.0,12534752000000.0,13854007000000.0,13988240000000.0,12924561000000.0,13777124000000.0,13453459000000.0,13729000000000.0,13178411000000.0,13611329000000.0
2033.0,13704833000000.0,13130835000000.0,13736373000000.0,13049287000000.0,12441822000000.0,13775784000000.0,13918671000000.0,12742102000000.0,13694001000000.0,13383740000000.0,13658460000000.0,13039597000000.0,13507890000000.0
2034.0,13663172000000.0,13042635000000.0,13649497000000.0,12908968000000.0,12276923000000.0,13760939000000.0,13856194000000.0,12605451000000.0,13547505000000.0,13330291000000.0,13577114000000.0,12899571000000.0,13405972000000.0
2035.0,13605023000000.0,12945438000000.0,13566087000000.0,12744585000000.0,12109985000000.0,13676989000000.0,13816957000000.0,12390449000000.0,13502662000000.0,13241971000000.0,13500876000000.0,12767889000000.0,13262497000000.0
2036.0,13550324000000.0,12860356000000.0,13507408000000.0,12563626000000.0,11946567000000.0,13608069000000.0,13744063000000.0,12300750000000.0,13390370000000.0,13132343000000.0,13413143000000.0,12671628000000.0,13117554000000.0
2037.0,13430343000000.0,12804202000000.0,13444356000000.0,12407002000000.0,11782129000000.0,13534283000000.0,13694226000000.0,12144421000000.0,13311823000000.0,12955878000000.0,13357497000000.0,12511015000000.0,13034890000000.0
2038.0,13369868000000.0,12685363000000.0,13347734000000.0,12261547000000.0,11678159000000.0,13452857000000.0,13622743000000.0,11973319000000.0,13264307000000.0,12921804000000.0,13339838000000.0,12339745000000.0,12965965000000.0
2039.0,13325013000000.0,12606860000000.0,13248632000000.0,12049139000000.0,11485261000000.0,13362460000000.0,13588081000000.0,11821651000000.0,13177875000000.0,12875884000000.0,13295250000000.0,12197921000000.0,12802933000000.0
2040.0,13237739000000.0,12473861000000.0,13183083000000.0,11891223000000.0,11260626000000.0,13300050000000.0,13522707000000.0,11670610000000.0,13126330000000.0,12767380000000.0,13191305000000.0,12036666000000.0,12713712000000.0
2041.0,13212904000000.0,12469943000000.0,13093923000000.0,11744106000000.0,11073233000000.0,13253558000000.0,13392391000000.0,11550615000000.0,13014530000000.0,12743799000000.0,13104871000000.0,11898753000000.0,12639507000000.0
2042.0,13131586000000.0,12364175000000.0,13022641000000.0,11549605000000.0,10955008000000.0,13197236000000.0,13308733000000.0,11428598000000.0,12864509000000.0,12716825000000.0,12991557000000.0,11726005000000.0,12498820000000.0
2043.0,13074072000000.0,12295297000000.0,12985999000000.0,11351719000000.0,10733804000000.0,13134070000000.0,13229098000000.0,11292253000000.0,12721692000000.0,12611127000000.0,12913973000000.0,11585677000000.0,12426513000000.0
2044.0,13060505000000.0,12207897000000.0,12924769000000.0,11199552000000.0,10547756000000.0,13069948000000.0,13140499000000.0,11189023000000.0,12652337000000.0,12457854000000.0,12829087000000.0,11392753000000.0,12359022000000.0
2045.0,12971978000000.0,12082321000000.0,12874611000000.0,11043954000000.0,10423754000000.0,13010364000000.0,13029724000000.0,11039750000000.0,12588936000000.0,12407484000000.0,12730959000000.0,11177112000000.0,12224146000000.0
2046.0,12895703000000.0,11983389000000.0,12769806000000.0,10873049000000.0,10285732000000.0,12952360000000.0,12914131000000.0,10902061000000.0,12471333000000.0,12327071000000.0,12647813000000.0,11003405000000.0,12153349000000.0
2047.0,12829885000000.0,11902460000000.0,12694069000000.0,10627505000000.0,10112093000000.0,12897537000000.0,12801903000000.0,10747331000000.0,12351911000000.0,12242034000000.0,12597777000000.0,10841666000000.0,12067909000000.0
2048.0,12765353000000.0,11805633000000.0,12588422000000.0,10409762000000.0,9946914000000.0,12820129000000.0,12688687000000.0,10615168000000.0,12258125000000.0,12082679000000.0,12531411000000.0,10704717000000.0,11933730000000.0
2049.0,12691719000000.0,11730524000000.0,12542081000000.0,10251913000000.0,9791338000000.0,12740177000000.0,12593921000000.0,10525185000000.0,12167748000000.0,11946838000000.0,12431262000000.0,10541921000000.0,11828606000000.0
2050.0,12589017000000.0,11640430000000.0,12460073000000.0,10094163000000.0,9568024000000.0,12658277000000.0,12492751000000.0,10378647000000.0,12011225000000.0,11911758000000.0,12368523000000.0,10370139000000.0,11729384000000.0
2051.0,12465646000000.0,11578867000000.0,12413950000000.0,9902045000000.0,9431773000000.0,12589883000000.0,12391519000000.0,10198205000000.0,11847765000000.0,11845514000000.0,12279311000000.0,10167158000000.0,11623340000000.0
2052.0,12342820000000.0,11500645000000.0,12346787000000.0,9695879000000.0,9260583000000.0,12506015000000.0,12281232000000.0,10033348000000.0,11752220000000.0,11777224000000.0,12204417000000.0,10006359000000.0,11479815000000.0
2053.0,12215366000000.0,11481119000000.0,12279882000000.0,9498789000000.0,9074480000000.0,12414773000000.0,12222471000000.0,9916431000000.0,11661045000000.0,11680318000000.0,12082915000000.0,9826798000000.0,11373293000000.0
2054.0,12146293000000.0,11393729000000.0,12184896000000.0,9293015000000.0,8885678000000.0,12332596000000.0,12081507000000.0,9830571000000.0,11573874000000.0,11555929000000.0,12010459000000.0,9608150000000.0,11285625000000.0
2055.0,11981214000000.0,11248901000000.0,12103407000000.0,9073501000000.0,8652889000000.0,12277663000000.0,11992555000000.0,9685252000000.0,11487897000000.0,11348028000000.0,11934134000000.0,9433200000000.0,11182401000000.0
2056.0,11878853000000.0,11071766000000.0,12060592000000.0,8891650000000.0,8467981500000.0,12193014000000.0,11899712000000.0,9584635000000.0,11370879000000.0,11179864000000.0,11794623000000.0,9238252000000.0,11070610000000.0
2057.0,11770035000000.0,10939192000000.0,12009980000000.0,8746251000000.0,8239789000000.0,12105410000000.0,11841420000000.0,9393041000000.0,11272422000000.0,11040262000000.0,11698328000000.0,9030060000000.0,10896511000000.0
2058.0,11741201000000.0,10784534000000.0,11898484000000.0,8565443000000.0,8014020000000.0,11994528000000.0,11750529000000.0,9265213000000.0,11106350000000.0,10985192000000.0,11670652000000.0,8869252000000.0,10741174000000.0
2059.0,11622291000000.0,10660261000000.0,11791877000000.0,8352024000000.0,7798588400000.0,11929933000000.0,11640793000000.0,9113015000000.0,11053311000000.0,10866934000000.0,11547515000000.0,8641794000000.0,10638566000000.0
2060.0,11548613000000.0,10523658000000.0,11665712000000.0,8169394000000.0,7583067300000.0,11830217000000.0,11493351000000.0,8962436000000.0,10966256000000.0,10832343000000.0,11481910000000.0,8418381000000.0,10531292000000.0
2061.0,11443380000000.0,10382446000000.0,11579977000000.0,7984494000000.0,7426876600000.0,11758124000000.0,11378672000000.0,8841796000000.0,10856370000000.0,10735679000000.0,11385383000000.0,8229501000000.0,10421023000000.0
2062.0,11290414000000.0,10266089000000.0,11521723000000.0,7760702000000.0,7222253000000.0,11696381000000.0,11256317000000.0,8662613000000.0,10737463000000.0,10647048000000.0,11328489000000.0,8079917000000.0,10292530000000.0
2063.0,11157229000000.0,10189687000000.0,11394935000000.0,7580316300000.0,7015348300000.0,11615963000000.0,11111640000000.0,8568688300000.0,10620371000000.0,10507929000000.0,11209170000000.0,7858642000000.0,10157699000000.0
2064.0,11022732000000.0,10068459000000.0,11307921000000.0,7432597700000.0,6880053700000.0,11538193000000.0,10945965000000.0,8443864000000.0,10548161000000.0,10383164000000.0,11100239000000.0,7652942300000.0,9995887000000.0
2065.0,10842377000000.0,9981158000000.0,11157675000000.0,7245487700000.0,6755726700000.0,11438156000000.0,10790641000000.0,8310064400000.0,10455697000000.0,10309485000000.0,10980929000000.0,7459154400000.0,9892849000000.0
2066.0,10766064000000.0,9833916000000.0,11068249000000.0,7090113300000.0,6563213000000.0,11372093000000.0,10721750000000.0,8169068700000.0,10366159000000.0,10203266000000.0,10877369000000.0,7334960600000.0,9785182000000.0
2067.0,10641227000000.0,9681957000000.0,10922211000000.0,6952432700000.0,6362142600000.0,11309545000000.0,10591503000000.0,8026605500000.0,10220343000000.0,10139492000000.0,10787877000000.0,7212334000000.0,9653906000000.0
2068.0,10496780000000.0,9558049000000.0,10814750000000.0,6816659400000.0,6241915000000.0,11232174000000.0,10502063000000.0,7880688300000.0,10065228000000.0,9951205000000.0,10718480000000.0,7043568600000.0,9532137000000.0
2069.0,10418680000000.0,9458508000000.0,10708050000000.0,6655318700000.0,6083484000000.0,11143949000000.0,10350016000000.0,7689283000000.0,9977019000000.0,9840465000000.0,10668820000000.0,6862096000000.0,9421052000000.0
2070.0,10302156000000.0,9363726000000.0,10609792000000.0,6493421700000.0,5904771000000.0,11066902000000.0,10229997000000.0,7537925000000.0,9832471000000.0,9740365000000.0,10544049000000.0,6690823500000.0,9244641000000.0
2071.0,10129412000000.0,9253863000000.0,10540476000000.0,6304240000000.0,5745174600000.0,10973775000000.0,10071814000000.0,7419440700000.0,9704694000000.0,9613418000000.0,10467863000000.0,6546251600000.0,9154038000000.0
2072.0,9913975000000.0,9100495000000.0,10448926000000.0,6122294500000.0,5615778300000.0,10908660000000.0,9943181000000.0,7272061700000.0,9577600000000.0,9444989000000.0,10402113000000.0,6323904700000.0,9060576000000.0
2073.0,9802736000000.0,8944304000000.0,10421239000000.0,5932121000000.0,5480171700000.0,10827202000000.0,9862713000000.0,7148988000000.0,9447803000000.0,9362825000000.0,10344650000000.0,6212652400000.0,8953164000000.0
2074.0,9682691000000.0,8817070000000.0,10319706000000.0,5782540000000.0,5321992400000.0,10765095000000.0,9731677000000.0,7017572300000.0,9334864000000.0,9250235000000.0,10238440000000.0,6018800000000.0,8797332000000.0
2075.0,9499635000000.0,8657423600000.0,10235562000000.0,5614172000000.0,5179584300000.0,10674495000000.0,9608140000000.0,6864539000000.0,9206317000000.0,9159993000000.0,10128822000000.0,5866441000000.0,8695785000000.0
2076.0,9353793000000.0,8495406000000.0,10201518000000.0,5428254600000.0,5034257400000.0,10598402000000.0,9461158000000.0,6733961000000.0,9019154000000.0,8992672000000.0,9997506000000.0,5711940600000.0,8609997000000.0
2077.0,9175368000000.0,8304654300000.0,10095325000000.0,5293121500000.0,4891686700000.0,10524269000000.0,9336450000000.0,6627231000000.0,8909932000000.0,8851380000000.0,9851597000000.0,5490115000000.0,8498695400000.0
2078.0,9033595000000.0,8152291000000.0,10041126000000.0,5118107000000.0,4756130500000.0,10427774000000.0,9216741000000.0,6545343500000.0,8765500300000.0,8693928700000.0,9741141000000.0,5298699000000.0,8348792000000.0
2079.0,8966107000000.0,7967827000000.0,9964179000000.0,4956358700000.0,4550501600000.0,10329438000000.0,9111120000000.0,6461281300000.0,8644424000000.0,8564791000000.0,9612014000000.0,5116997000000.0,8233553500000.0
2080.0,8770506000000.0,7796100700000.0,9870714000000.0,4821339300000.0,4387389800000.0,10241927000000.0,8974157000000.0,6303872000000.0,8533959000000.0,8475444000000.0,9492567000000.0,4947342000000.0,8130012400000.0
2081.0,8617992000000.0,7617702000000.0,9744657000000.0,4691140300000.0,4226762100000.0,10150962000000.0,8791513000000.0,6162360600000.0,8388210600000.0,8362951000000.0,9356780000000.0,4812582000000.0,8046044000000.0
2082.0,8422802600000.0,7465133000000.0,9646583000000.0,4542467400000.0,4094349000000.0,10118625000000.0,8625917500000.0,6013997500000.0,8255337000000.0,8205632500000.0,9249287000000.0,4646035000000.0,7902126000000.0
2083.0,8288554000000.0,7325020600000.0,9564387000000.0,4394021000000.0,3982236300000.0,10057819000000.0,8464561000000.0,5878650000000.0,8134822700000.0,8051413000000.0,9138778000000.0,4491808600000.0,7774322300000.0
2084.0,8143330300000.0,7182574700000.0,9493974000000.0,4255135000000.0,3843287200000.0,9983433000000.0,8339073000000.0,5743046000000.0,8011100700000.0,7928500000000.0,8968493000000.0,4319105500000.0,7642887500000.0
2085.0,7905869300000.0,7031567000000.0,9361100000000.0,4109077000000.0,3718615100000.0,9955643000000.0,8225677600000.0,5622971500000.0,7884203000000.0,7752863000000.0,8829869000000.0,4191428300000.0,7497781300000.0
2086.0,7697469500000.0,6886227000000.0,9300917000000.0,3980603200000.0,3576363000000.0,9890881000000.0,8091155300000.0,5458674000000.0,7714859600000.0,7621749000000.0,8701047500000.0,4081698500000.0,7401884400000.0
2087.0,7478384000000.0,6709455600000.0,9197863000000.0,3839114000000.0,3451016000000.0,9819411000000.0,7973067300000.0,5315689000000.0,7555272000000.0,7460701600000.0,8559099000000.0,3937200800000.0,7296201000000.0
2088.0,7295436600000.0,6534563600000.0,9092144000000.0,3670373000000.0,3332571000000.0,9763432000000.0,7857301000000.0,5157630000000.0,7426038000000.0,7309776400000.0,8453305000000.0,3794903500000.0,7166313400000.0
2089.0,7093564000000.0,6367904500000.0,9030580000000.0,3538211800000.0,3209439500000.0,9661271000000.0,7674445400000.0,5011283600000.0,7309070000000.0,7178388000000.0,8382474400000.0,3686446400000.0,7050324600000.0
2090.0,6906514500000.0,6190508500000.0,8923497000000.0,3376351000000.0,3068240600000.0,9590304000000.0,7538199000000.0,4852453000000.0,7168212300000.0,7052758400000.0,8309675000000.0,3553068300000.0,6898862000000.0
2091.0,6708923500000.0,5999611600000.0,8825386000000.0,3249801300000.0,2938576800000.0,9529181000000.0,7413502600000.0,4665662500000.0,7051399400000.0,6919793700000.0,8200318400000.0,3445254000000.0,6787731300000.0
2092.0,6515815000000.0,5915703000000.0,8755511000000.0,3105232800000.0,2853763500000.0,9434998000000.0,7268521000000.0,4530010300000.0,6945631600000.0,6824122000000.0,8077242300000.0,3326125000000.0,6673743000000.0
2093.0,6374390000000.0,5790863700000.0,8639412000000.0,2962424900000.0,2732857200000.0,9367805000000.0,7141434300000.0,4376811800000.0,6870171000000.0,6654614000000.0,7999119000000.0,3214819200000.0,6525708000000.0
2094.0,6225577000000.0,5594821400000.0,8566409300000.0,2819077400000.0,2599029000000.0,9307690000000.0,7023693400000.0,4204766400000.0,6743628000000.0,6542047300000.0,7909565500000.0,3091189000000.0,6443534600000.0
2095.0,6043460000000.0,5399308700000.0,8449414400000.0,2680957700000.0,2485995200000.0,9259548000000.0,6872489300000.0,4059653500000.0,6659225700000.0,6437812600000.0,7843388300000.0,3019918000000.0,6328774000000.0
2096.0,5862531000000.0,5239657700000.0,8383003000000.0,2534444600000.0,2390565800000.0,9178261000000.0,6718537000000.0,3939817200000.0,6560958000000.0,6319353400000.0,7712091400000.0,2928815600000.0,6177137000000.0
2097.0,5663268300000.0,5091353000000.0,8286605700000.0,2382710000000.0,2289982000000.0,9124281000000.0,6558642000000.0,3812377200000.0,6451401600000.0,6215519000000.0,7666460000000.0,2823635000000.0,6038054500000.0
2098.0,5498459000000.0,4905535000000.0,8187772700000.0,2238050500000.0,2202776400000.0,9041460000000.0,6382661700000.0,3695651000000.0,6344397000000.0,6074216000000.0,7536115700000.0,2737076000000.0,5927416000000.0
2099.0,5315872400000.0,4759271500000.0,8082902500000.0,2082569000000.0,2095365900000.0,8967117000000.0,6232276500000.0,3572060700000.0,6247602000000.0,5936854000000.0,7447226000000.0,2647857800000.0,5816025000000.0
2100.0,5147555500000.0,4603503400000.0,7984499400000.0,1945421300000.0,1995733200000.0,8915798000000.0,6084566700000.0,3435613700000.0,6188338500000.0,5856153000000.0,7377290000000.0,2552767200000.0,5727867400000.0
