time,CESM2-WACCM,KACE-1-0-G,TAIESM1,MIROC6,MRI-ESM2-0,MPI-ESM1-2-HR,CANESM5,IPSL-CM6A-LR,IITM-ESM,EC-EARTH3,CNRM-CM6-1,UKESM1-0-LL,GFDL-ESM4,CNRM-ESM2-1
2044.0,11908787000000.0,12655608000000.0,11107074000000.0,13027171000000.0,12210708000000.0,13347825000000.0,11694840000000.0,13022371000000.0,13078236000000.0,10238589000000.0,13111020000000.0,11131721000000.0,12994517000000.0,12719377000000.0
2045.0,11801303000000.0,12555524000000.0,10901045000000.0,12972072000000.0,12134993000000.0,13321404000000.0,11539445000000.0,12972708000000.0,13006519000000.0,10107994000000.0,13044372000000.0,10964454000000.0,12919963000000.0,12636468000000.0
2046.0,11677933000000.0,12493550000000.0,10697916000000.0,12868152000000.0,12025252000000.0,13285964000000.0,11393352000000.0,12945518000000.0,12887856000000.0,9897066000000.0,12962795000000.0,10798722000000.0,12821070000000.0,12544005000000.0
2047.0,11583513000000.0,12395930000000.0,10504146000000.0,12849943000000.0,11903427000000.0,13211870000000.0,11285360000000.0,12889055000000.0,12769672000000.0,9686572000000.0,12942744000000.0,10615695000000.0,12777741000000.0,12496701000000.0
2048.0,11460314000000.0,12264624000000.0,10262926000000.0,12802826000000.0,11867814000000.0,13157896000000.0,11182255000000.0,12796561000000.0,12669291000000.0,9441694000000.0,12852604000000.0,10480739000000.0,12687855000000.0,12458594000000.0
2049.0,11328209000000.0,12176842000000.0,10109917000000.0,12722624000000.0,11804850000000.0,13146254000000.0,11060375000000.0,12719914000000.0,12569335000000.0,9278851000000.0,12839866000000.0,10307373000000.0,12611131000000.0,12385437000000.0
2050.0,11194621000000.0,12077537000000.0,9933971000000.0,12651042000000.0,11739594000000.0,13103780000000.0,10969695000000.0,12616706000000.0,12453611000000.0,9135827000000.0,12781153000000.0,10172586000000.0,12550729000000.0,12299415000000.0
2051.0,11083377000000.0,11926393000000.0,9743832000000.0,12595748000000.0,11694211000000.0,13021476000000.0,10885733000000.0,12555204000000.0,12348383000000.0,8979166000000.0,12702080000000.0,9974118000000.0,12482306000000.0,12250078000000.0
2052.0,11050266000000.0,11840579000000.0,9545838000000.0,12516242000000.0,11626323000000.0,12965159000000.0,10808559000000.0,12446949000000.0,12224887000000.0,8830655000000.0,12643455000000.0,9804374000000.0,12419041000000.0,12121344000000.0
2053.0,10981078000000.0,11682360000000.0,9327112000000.0,12448930000000.0,11536609000000.0,12905714000000.0,10700475000000.0,12361817000000.0,12123244000000.0,8658603700000.0,12692837000000.0,9669025000000.0,12367030000000.0,12059950000000.0
2054.0,10944769000000.0,11606161000000.0,9120143000000.0,12383355000000.0,11434506000000.0,12811058000000.0,10567486000000.0,12302256000000.0,12024947000000.0,8454040000000.0,12608286000000.0,9510358000000.0,12279007000000.0,11958888000000.0
2055.0,10863281000000.0,11471225000000.0,8992934000000.0,12263329000000.0,11339816000000.0,12824198000000.0,10441667000000.0,12240000000000.0,11895769000000.0,8333997600000.0,12546963000000.0,9329557000000.0,12239937000000.0,11892309000000.0
2056.0,10752629000000.0,11335240000000.0,8812076000000.0,12197842000000.0,11301867000000.0,12759597000000.0,10346632000000.0,12174421000000.0,11792947000000.0,8233773700000.0,12504039000000.0,9221819000000.0,12209710000000.0,11734917000000.0
2057.0,10700397000000.0,11264722000000.0,8629005000000.0,12125980000000.0,11199175000000.0,12694678000000.0,10235584000000.0,12117068000000.0,11711288000000.0,8114998000000.0,12426468000000.0,9063382000000.0,12095507000000.0,11679781000000.0
2058.0,10644259000000.0,11146665000000.0,8439249000000.0,12058023000000.0,11105415000000.0,12636372000000.0,10115756000000.0,12057271000000.0,11634763000000.0,7957288000000.0,12377932000000.0,8916381000000.0,12028258000000.0,11569260000000.0
2059.0,10558623000000.0,11039935000000.0,8288420000000.0,11960312000000.0,11024599000000.0,12609961000000.0,10008938000000.0,11980776000000.0,11568121000000.0,7828941000000.0,12305703000000.0,8758901000000.0,11971651000000.0,11483208000000.0
2060.0,10445984000000.0,10908358000000.0,8144822500000.0,11847470000000.0,10926735000000.0,12556848000000.0,9817922000000.0,11899124000000.0,11480736000000.0,7713128000000.0,12239451000000.0,8628917000000.0,11964143000000.0,11431839000000.0
2061.0,10384132000000.0,10798429000000.0,8004853000000.0,11794890000000.0,10859935000000.0,12492279000000.0,9727139000000.0,11790870000000.0,11386145000000.0,7600232000000.0,12187422000000.0,8501128600000.0,11909320000000.0,11390167000000.0
2062.0,10299682000000.0,10736082000000.0,7880250500000.0,11768954000000.0,10800793000000.0,12421282000000.0,9618241000000.0,11705722000000.0,11304667000000.0,7508659300000.0,12123078000000.0,8379090000000.0,11837778000000.0,11352032000000.0
2063.0,10178647000000.0,10678292000000.0,7719154000000.0,11677770000000.0,10720107000000.0,12389328000000.0,9513820000000.0,11618975000000.0,11214788000000.0,7358053400000.0,12045695000000.0,8285118300000.0,11790677000000.0,11276313000000.0
2064.0,10096190000000.0,10575702000000.0,7551730600000.0,11606489000000.0,10709439000000.0,12366979000000.0,9425582000000.0,11509296000000.0,11128845000000.0,7220545000000.0,11969061000000.0,8151522000000.0,11745182000000.0,11186806000000.0
2065.0,10024170000000.0,10493141000000.0,7399928000000.0,11554393000000.0,10686162000000.0,12339048000000.0,9336475000000.0,11440634000000.0,11047995000000.0,7097322000000.0,11874287000000.0,8007870000000.0,11668196000000.0,11115592000000.0
2066.0,9922478000000.0,10393795000000.0,7232334300000.0,11493776000000.0,10672848000000.0,12288434000000.0,9177104000000.0,11340391000000.0,10961547000000.0,7004882000000.0,11766334000000.0,7898654000000.0,11619787000000.0,11054929000000.0
2067.0,9841214000000.0,10321641000000.0,7086157000000.0,11368277000000.0,10624861000000.0,12250225000000.0,9091162000000.0,11226649000000.0,10891803000000.0,6884147000000.0,11684455000000.0,7746485000000.0,11568501000000.0,10949200000000.0
2068.0,9757253000000.0,10254533000000.0,6903484600000.0,11295431000000.0,10539572000000.0,12208927000000.0,9002686000000.0,11153433000000.0,10834350000000.0,6787586600000.0,11637790000000.0,7616283000000.0,11504507000000.0,10896015000000.0
2069.0,9702854000000.0,10146328000000.0,6772849000000.0,11205565000000.0,10475179000000.0,12155824000000.0,8919471000000.0,11071838000000.0,10735156000000.0,6672107000000.0,11580106000000.0,7442473700000.0,11460061000000.0,10836515000000.0
2070.0,9643944000000.0,10036556000000.0,6585345000000.0,11107222000000.0,10411528000000.0,12094791000000.0,8802695000000.0,10978882000000.0,10674489000000.0,6542238000000.0,11472797000000.0,7304396000000.0,11427207000000.0,10751783000000.0
2071.0,9574530000000.0,9904370000000.0,6463355400000.0,11036104000000.0,10331216000000.0,12056826000000.0,8703203300000.0,10885061000000.0,10620262000000.0,6394634300000.0,11369784000000.0,7161382400000.0,11384200000000.0,10665405000000.0
2072.0,9511463000000.0,9782360000000.0,6375718500000.0,10945295000000.0,10282811000000.0,11969409000000.0,8610496600000.0,10748501000000.0,10531298000000.0,6237447000000.0,11304462000000.0,7031103000000.0,11324448000000.0,10587993000000.0
2073.0,9446345000000.0,9712602000000.0,6257486000000.0,10892999000000.0,10226191000000.0,11929283000000.0,8546611000000.0,10625315000000.0,10467144000000.0,6125066400000.0,11193152000000.0,6939960400000.0,11297305000000.0,10497262000000.0
2074.0,9360344000000.0,9626851000000.0,6132101000000.0,10805181000000.0,10138810000000.0,11880071000000.0,8435189400000.0,10591377000000.0,10390738000000.0,6019576500000.0,11107415000000.0,6821302000000.0,11249544000000.0,10368573000000.0
2075.0,9280582000000.0,9586490000000.0,6015115000000.0,10765851000000.0,10069201000000.0,11821699000000.0,8310890700000.0,10503225000000.0,10331894000000.0,5911742500000.0,11067328000000.0,6708799700000.0,11203120000000.0,10295129000000.0
2076.0,9224889000000.0,9539987000000.0,5898094000000.0,10682706000000.0,10054766000000.0,11751522000000.0,8218426700000.0,10408509000000.0,10244651000000.0,5759113400000.0,10968945000000.0,6573040000000.0,11142328000000.0,10221960000000.0
2077.0,9163787000000.0,9439676000000.0,5774249600000.0,10617521000000.0,10015976000000.0,11750890000000.0,8137644000000.0,10320704000000.0,10171133000000.0,5669174400000.0,10893017000000.0,6474594000000.0,11087897000000.0,10139887000000.0
2078.0,9087579000000.0,9319458000000.0,5656389600000.0,10577713000000.0,10036975000000.0,11728327000000.0,8040079700000.0,10245977000000.0,10123547000000.0,5589238000000.0,10816511000000.0,6373704000000.0,11039445000000.0,10104148000000.0
2079.0,8990896000000.0,9178047000000.0,5519880000000.0,10502232000000.0,9966819000000.0,11675987000000.0,7953086700000.0,10181239000000.0,10054873000000.0,5491728600000.0,10733071000000.0,6273844600000.0,11013580000000.0,10062474000000.0
2080.0,8924451000000.0,9074391000000.0,5424526400000.0,10446841000000.0,9934014000000.0,11607183000000.0,7889840000000.0,10139259000000.0,9973423000000.0,5414030700000.0,10666311000000.0,6151245700000.0,10958221000000.0,9984823000000.0
2081.0,8814827000000.0,8951444000000.0,5299785700000.0,10414443000000.0,9886655000000.0,11578052000000.0,7818749400000.0,10064114000000.0,9918968000000.0,5309586700000.0,10577270000000.0,6024040300000.0,10938596000000.0,9862532000000.0
2082.0,8756375600000.0,8888288000000.0,5149246000000.0,10329897000000.0,9836432000000.0,11559917000000.0,7743645000000.0,10021995000000.0,9895891000000.0,5223918600000.0,10490258000000.0,5912595000000.0,10871013000000.0,9774010000000.0
2083.0,8703362000000.0,8780846700000.0,5049025000000.0,10264950000000.0,9741798000000.0,11489865000000.0,7677531400000.0,9927219000000.0,9803761000000.0,5143931700000.0,10406115000000.0,5791985000000.0,10792653000000.0,9652252000000.0
2084.0,8610305300000.0,8706229500000.0,4956875700000.0,10168458000000.0,9709446000000.0,11451210000000.0,7600972000000.0,9841478000000.0,9712230000000.0,5037345000000.0,10370525000000.0,5702079000000.0,10738234000000.0,9582730000000.0
2085.0,8525427000000.0,8629225000000.0,4863505000000.0,10091156000000.0,9688161000000.0,11376500000000.0,7533068600000.0,9747960000000.0,9669607000000.0,4969571300000.0,10304873000000.0,5604971000000.0,10700975000000.0,9481011000000.0
2086.0,8444466000000.0,8582560000000.0,4785775000000.0,10044642000000.0,9671007000000.0,11326033000000.0,7431579000000.0,9652524000000.0,9589467000000.0,4860252000000.0,10251265000000.0,5522878600000.0,10631332000000.0,9416691000000.0
2087.0,8338310000000.0,8479844000000.0,4696553600000.0,9961120000000.0,9609184000000.0,11291386000000.0,7369413600000.0,9595038000000.0,9513507000000.0,4782634300000.0,10201269000000.0,5389396500000.0,10593193000000.0,9325392000000.0
2088.0,8271953400000.0,8400528000000.0,4625544500000.0,9894398000000.0,9523316000000.0,11230114000000.0,7300328000000.0,9526761000000.0,9442519000000.0,4699393000000.0,10152512000000.0,5280806500000.0,10531628000000.0,9204033000000.0
2089.0,8187211700000.0,8311526000000.0,4539305000000.0,9826660000000.0,9492663000000.0,11163924000000.0,7241943000000.0,9434810000000.0,9389783000000.0,4625346000000.0,10069929000000.0,5183552000000.0,10521534000000.0,9086699000000.0
2090.0,8102421700000.0,8246648600000.0,4456726400000.0,9768807000000.0,9423455000000.0,11125536000000.0,7204947600000.0,9332499000000.0,9323011000000.0,4557829000000.0,10007356000000.0,5078260400000.0,10460657000000.0,9047340000000.0
2091.0,8054570500000.0,8162644000000.0,4362251300000.0,9725367000000.0,9384950000000.0,11085491000000.0,7149242000000.0,9287195000000.0,9232684000000.0,4483513000000.0,9933094000000.0,4998908000000.0,10402888000000.0,8947998000000.0
2092.0,8019063600000.0,8075102000000.0,4255245000000.0,9649987000000.0,9359626000000.0,11032289000000.0,7090126000000.0,9271291000000.0,9146134000000.0,4422027400000.0,9878664000000.0,4931783000000.0,10320779000000.0,8847023000000.0
2093.0,7985708400000.0,8034210300000.0,4187152700000.0,9624884000000.0,9354244000000.0,10941542000000.0,7067503000000.0,9217202000000.0,9098130000000.0,4382355600000.0,9801562000000.0,4848713500000.0,10279441000000.0,8735022000000.0
2094.0,7948227000000.0,7950118000000.0,4093901300000.0,9561771000000.0,9326909000000.0,10923853000000.0,7023634000000.0,9190381000000.0,9015234000000.0,4305234200000.0,9708882000000.0,4781266400000.0,10237227000000.0,8656284000000.0
2095.0,7886108000000.0,7857107000000.0,3997314800000.0,9526148000000.0,9324133000000.0,10870576000000.0,6973519000000.0,9131759000000.0,8912733000000.0,4251238300000.0,9614864000000.0,4708325000000.0,10192290000000.0,8596286000000.0
2096.0,7807757700000.0,7789557000000.0,3920302700000.0,9479187000000.0,9284145000000.0,10839349000000.0,6901683700000.0,9028130000000.0,8854276000000.0,4203552400000.0,9545571000000.0,4630119000000.0,10139717000000.0,8523979000000.0
2097.0,7771269000000.0,7722703500000.0,3839133700000.0,9438722000000.0,9261214000000.0,10786997000000.0,6836041300000.0,8930914000000.0,8785666500000.0,4151790300000.0,9451163000000.0,4553203000000.0,10107992000000.0,8446502500000.0
2098.0,7708890600000.0,7656127300000.0,3748518000000.0,9405947000000.0,9221304000000.0,10757795000000.0,6813334000000.0,8872009000000.0,8722682000000.0,4090445200000.0,9374670000000.0,4477362000000.0,10053234000000.0,8308639400000.0
2099.0,7657386700000.0,7579873300000.0,3676282300000.0,9350128000000.0,9148180000000.0,10706118000000.0,6786820000000.0,8834795000000.0,8634003000000.0,4041877200000.0,9299155000000.0,4392266500000.0,10010481000000.0,8188952300000.0
2100.0,7584002000000.0,7495504400000.0,3595298000000.0,9287723000000.0,9078303000000.0,10678426000000.0,6717047000000.0,8773790000000.0,8583755000000.0,3981126400000.0,9215922000000.0,4332559500000.0,9942968000000.0,8139679000000.0
