time,IITM-ESM,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,TAIESM1,KACE-1-0-G,CESM2-WACCM,GFDL-ESM4,UKESM1-0-LL
2042.0,13078541000000.0,12896117000000.0,13167411000000.0,12483800000000.0,11592282000000.0,12452312000000.0,12577532000000.0,12965744000000.0,11793969000000.0
2043.0,12988032000000.0,12750841000000.0,13148422000000.0,12328906000000.0,11422846000000.0,12352092000000.0,12532492000000.0,12854498000000.0,11629090000000.0
2044.0,12910105000000.0,12644583000000.0,13064198000000.0,12251784000000.0,11235621000000.0,12246232000000.0,12491016000000.0,12759709000000.0,11444371000000.0
2045.0,12826458000000.0,12530560000000.0,13006499000000.0,12161979000000.0,11098376000000.0,12168698000000.0,12461693000000.0,12693199000000.0,11283037000000.0
2046.0,12759804000000.0,12442899000000.0,12970015000000.0,12080856000000.0,10932844000000.0,12090403000000.0,12334250000000.0,12639477000000.0,11091965000000.0
2047.0,12693544000000.0,12334112000000.0,12903812000000.0,11933613000000.0,10751122000000.0,11967260000000.0,12265729000000.0,12583394000000.0,10961955000000.0
2048.0,12606356000000.0,12279630000000.0,12828390000000.0,11840689000000.0,10578747000000.0,11829057000000.0,12179694000000.0,12470232000000.0,10811640000000.0
2049.0,12458895000000.0,12195529000000.0,12764621000000.0,11774346000000.0,10413430000000.0,11717140000000.0,12055720000000.0,12416404000000.0,10647414000000.0
2050.0,12361895000000.0,12134737000000.0,12730355000000.0,11674275000000.0,10217813000000.0,11627443000000.0,11954772000000.0,12391741000000.0,10478268000000.0
2051.0,12287551000000.0,11982007000000.0,12680705000000.0,11549980000000.0,10062774000000.0,11483819000000.0,11827159000000.0,12325108000000.0,10292417000000.0
2052.0,12179803000000.0,11878006000000.0,12609355000000.0,11438474000000.0,9881846000000.0,11328588000000.0,11662047000000.0,12222402000000.0,10090448000000.0
2053.0,12054826000000.0,11780640000000.0,12535654000000.0,11386752000000.0,9742750000000.0,11187623000000.0,11536588000000.0,12155177000000.0,9938389000000.0
2054.0,11942455000000.0,11653573000000.0,12502974000000.0,11312399000000.0,9501890000000.0,11056931000000.0,11389109000000.0,12083096000000.0,9737854000000.0
2055.0,11841580000000.0,11534726000000.0,12445694000000.0,11246777000000.0,9341599000000.0,10914003000000.0,11313683000000.0,11996557000000.0,9517807000000.0
2056.0,11724137000000.0,11450093000000.0,12374744000000.0,11177572000000.0,9202691000000.0,10787562000000.0,11227537000000.0,11928022000000.0,9343217000000.0
2057.0,11625952000000.0,11336503000000.0,12346838000000.0,11120242000000.0,8969080000000.0,10654630000000.0,11101738000000.0,11872562000000.0,9237854000000.0
2058.0,11499665000000.0,11220204000000.0,12278933000000.0,10984748000000.0,8723900000000.0,10579925000000.0,10992256000000.0,11839894000000.0,9059774000000.0
2059.0,11396996000000.0,11167473000000.0,12196321000000.0,10891948000000.0,8576408500000.0,10466985000000.0,10835849000000.0,11770306000000.0,8873063000000.0
2060.0,11314989000000.0,11090094000000.0,12141471000000.0,10773706000000.0,8332755600000.0,10339142000000.0,10661748000000.0,11707202000000.0,8678904700000.0
2061.0,11173886000000.0,10954769000000.0,12081443000000.0,10717027000000.0,8131897700000.0,10162053000000.0,10524484000000.0,11631012000000.0,8525552500000.0
2062.0,11065922000000.0,10826494000000.0,12021606000000.0,10600824000000.0,7911228600000.0,10035752000000.0,10364917000000.0,11568038000000.0,8373195500000.0
2063.0,10971162000000.0,10642080000000.0,11956324000000.0,10487553000000.0,7710983600000.0,9910498000000.0,10256086000000.0,11495660000000.0,8200137000000.0
2064.0,10881883000000.0,10585507000000.0,11900204000000.0,10401957000000.0,7515698400000.0,9779105000000.0,10121405000000.0,11394717000000.0,8037786500000.0
2065.0,10806726000000.0,10473050000000.0,11881555000000.0,10314487000000.0,7384884000000.0,9637692000000.0,10020513000000.0,11294304000000.0,7900131500000.0
2066.0,10725064000000.0,10371351000000.0,11809031000000.0,10219796000000.0,7216799000000.0,9544663000000.0,9956527000000.0,11234305000000.0,7737488000000.0
2067.0,10630613000000.0,10303875000000.0,11768265000000.0,10133175000000.0,7050310000000.0,9421387000000.0,9930065000000.0,11162111000000.0,7580501000000.0
2068.0,10551748000000.0,10162572000000.0,11722665000000.0,10092466000000.0,6922020000000.0,9314447000000.0,9839295000000.0,11101701000000.0,7454000000000.0
2069.0,10456277000000.0,10081170000000.0,11679520000000.0,10075517000000.0,6769863000000.0,9216795000000.0,9730077000000.0,10991116000000.0,7291832000000.0
2070.0,10391130000000.0,9954135000000.0,11628964000000.0,9961643000000.0,6623249600000.0,9133570000000.0,9642541000000.0,10937435000000.0,7128100600000.0
2071.0,10283597000000.0,9882240000000.0,11567027000000.0,9886755000000.0,6467537000000.0,9015853000000.0,9514400000000.0,10887031000000.0,6982528000000.0
2072.0,10210446000000.0,9773464000000.0,11505902000000.0,9757201000000.0,6250003000000.0,8931846000000.0,9364294000000.0,10839368000000.0,6830566000000.0
2073.0,10129481000000.0,9671718000000.0,11453554000000.0,9718056000000.0,6080946500000.0,8779697000000.0,9293109000000.0,10767923000000.0,6706187700000.0
2074.0,10064506000000.0,9583401000000.0,11368462000000.0,9612260000000.0,5945004400000.0,8672601000000.0,9165692000000.0,10700093000000.0,6562439500000.0
2075.0,9983085000000.0,9466303000000.0,11313427000000.0,9529669000000.0,5757729000000.0,8564650000000.0,9086873000000.0,10635220000000.0,6393816400000.0
2076.0,9881872000000.0,9378951000000.0,11265683000000.0,9481291000000.0,5608608000000.0,8445095300000.0,8960291000000.0,10581504000000.0,6273979400000.0
2077.0,9810793000000.0,9284540000000.0,11225881000000.0,9332746000000.0,5479512000000.0,8364263000000.0,8880026000000.0,10522391000000.0,6128792500000.0
2078.0,9733378000000.0,9211292000000.0,11169547000000.0,9210374000000.0,5293092000000.0,8232502300000.0,8777172500000.0,10503178000000.0,5966767000000.0
2079.0,9634315000000.0,9058731000000.0,11103301000000.0,9112357000000.0,5110234000000.0,8131651000000.0,8680686000000.0,10410801000000.0,5842557500000.0
2080.0,9540067000000.0,8939257000000.0,11078418000000.0,9011208000000.0,4961584000000.0,8033766000000.0,8591881300000.0,10346608000000.0,5744121300000.0
2081.0,9433081000000.0,8817639000000.0,10985073000000.0,8894642000000.0,4805209000000.0,7925947400000.0,8494567000000.0,10238963000000.0,5612040000000.0
2082.0,9362841000000.0,8717829400000.0,10908544000000.0,8770583300000.0,4675879000000.0,7819190300000.0,8385737000000.0,10194805000000.0,5468329000000.0
2083.0,9268124000000.0,8606588600000.0,10849751000000.0,8675243600000.0,4522623600000.0,7753677000000.0,8309261000000.0,10139745000000.0,5318651700000.0
2084.0,9177387000000.0,8530365000000.0,10800148000000.0,8584405000000.0,4407465300000.0,7667222300000.0,8201766400000.0,10054711000000.0,5186573000000.0
2085.0,9108135000000.0,8404821600000.0,10755069000000.0,8480620500000.0,4285524000000.0,7547918500000.0,8117146400000.0,9966960000000.0,5083331300000.0
2086.0,9023239000000.0,8301310400000.0,10721085000000.0,8518471500000.0,4178408000000.0,7434967000000.0,8035738600000.0,9923480000000.0,4936017400000.0
2087.0,8935420000000.0,8222775000000.0,10691263000000.0,8428483000000.0,4071760000000.0,7337797500000.0,7975878000000.0,9851194000000.0,4785945000000.0
2088.0,8834693000000.0,8109672600000.0,10635117000000.0,8375775500000.0,3945295800000.0,7261902000000.0,7882173600000.0,9782388000000.0,4645116000000.0
2089.0,8737089700000.0,8028228000000.0,10556900000000.0,8278822000000.0,3860073500000.0,7192811400000.0,7758827000000.0,9720627000000.0,4511821700000.0
2090.0,8679177000000.0,7988640000000.0,10498264000000.0,8239465000000.0,3750427600000.0,7080361600000.0,7654006000000.0,9638520000000.0,4380874500000.0
2091.0,8593604000000.0,7933539600000.0,10438658000000.0,8100173600000.0,3647928500000.0,6984160000000.0,7544423000000.0,9562357000000.0,4258999600000.0
2092.0,8477597000000.0,7827670000000.0,10376481000000.0,7980344000000.0,3553472300000.0,6898557000000.0,7458742000000.0,9487274000000.0,4124598600000.0
2093.0,8391606400000.0,7728018000000.0,10373305000000.0,7896784400000.0,3482715700000.0,6826598000000.0,7376070000000.0,9410932000000.0,4020006300000.0
2094.0,8299886000000.0,7651211000000.0,10292272000000.0,7880975600000.0,3384589400000.0,6747335000000.0,7257689000000.0,9326837000000.0,3911393500000.0
2095.0,8197498000000.0,7571794600000.0,10204365000000.0,7730635000000.0,3300230700000.0,6684879000000.0,7220399400000.0,9260056000000.0,3794482800000.0
2096.0,8115997600000.0,7449240000000.0,10173375000000.0,7705724000000.0,3239861300000.0,6611750400000.0,7154562500000.0,9186263000000.0,3677575400000.0
2097.0,8033527000000.0,7343668500000.0,10147856000000.0,7614799000000.0,3163959600000.0,6516789000000.0,7094232700000.0,9107385000000.0,3575493000000.0
2098.0,7941230000000.0,7251780000000.0,10090960000000.0,7482924600000.0,3081529700000.0,6450214000000.0,6998128600000.0,9036544000000.0,3461017500000.0
2099.0,7868243000000.0,7147208300000.0,10086542000000.0,7457977400000.0,2978635300000.0,6362982500000.0,6935552000000.0,8990043000000.0,3352799000000.0
2100.0,7787450000000.0,7075117700000.0,10034124000000.0,7412757600000.0,2904921200000.0,6311303400000.0,6860428000000.0,8945722000000.0,3253016000000.0
