time,MRI-ESM2-0,IPSL-CM6A-LR,UKESM1-0-LL,GFDL-ESM4
2053.0,11674689000000.0,12388417000000.0,10023592000000.0,12211331000000.0
2054.0,11579190000000.0,12281511000000.0,9890128000000.0,12128929000000.0
2055.0,11468284000000.0,12201109000000.0,9733859000000.0,12024998000000.0
2056.0,11408966000000.0,12098538000000.0,9585382000000.0,11960494000000.0
2057.0,11326553000000.0,12007828000000.0,9443387000000.0,11880810000000.0
2058.0,11216100000000.0,11895038000000.0,9313137000000.0,11825347000000.0
2059.0,11193820000000.0,11805862000000.0,9189012000000.0,11752990000000.0
2060.0,11119008000000.0,11766833000000.0,9067359000000.0,11682572000000.0
2061.0,11133864000000.0,11714642000000.0,8975629000000.0,11652124000000.0
2062.0,11133715000000.0,11632470000000.0,8830073000000.0,11579274000000.0
2063.0,11002190000000.0,11585167000000.0,8698608500000.0,11484167000000.0
2064.0,10989753000000.0,11500409000000.0,8574236400000.0,11425063000000.0
2065.0,10948544000000.0,11457073000000.0,8467321500000.0,11352358000000.0
2066.0,10965568000000.0,11398426000000.0,8311042000000.0,11263245000000.0
2067.0,10963485000000.0,11302500000000.0,8197406000000.0,11238401000000.0
2068.0,10932226000000.0,11221024000000.0,8063753000000.0,11208548000000.0
2069.0,10946844000000.0,11114010000000.0,7903339600000.0,11148472000000.0
2070.0,10869906000000.0,11026977000000.0,7796160000000.0,11124311000000.0
2071.0,10863053000000.0,10955016000000.0,7688169000000.0,11088443000000.0
2072.0,10788377000000.0,10925738000000.0,7572218700000.0,11051095000000.0
2073.0,10725591000000.0,10889438000000.0,7486266000000.0,10969300000000.0
2074.0,10687817000000.0,10851625000000.0,7399318000000.0,10889697000000.0
2075.0,10626715000000.0,10817947000000.0,7314601000000.0,10858560000000.0
2076.0,10576104000000.0,10761976000000.0,7219282000000.0,10807021000000.0
2077.0,10551333000000.0,10705529000000.0,7106227000000.0,10736777000000.0
2078.0,10530917000000.0,10654547000000.0,7004097000000.0,10694018000000.0
2079.0,10513905000000.0,10569387000000.0,6896901000000.0,10628268000000.0
2080.0,10462254000000.0,10524857000000.0,6848503000000.0,10574065000000.0
2081.0,10367479000000.0,10472714000000.0,6758808400000.0,10525454000000.0
2082.0,10299305000000.0,10440225000000.0,6645650300000.0,10520017000000.0
2083.0,10283501000000.0,10391731000000.0,6532291400000.0,10507038000000.0
2084.0,10209276000000.0,10355194000000.0,6453706000000.0,10470636000000.0
2085.0,10167543000000.0,10294361000000.0,6395993000000.0,10460654000000.0
2086.0,10109385000000.0,10217418000000.0,6285690000000.0,10421016000000.0
2087.0,10047745000000.0,10147256000000.0,6185570300000.0,10437002000000.0
2088.0,10022863000000.0,10113787000000.0,6132350300000.0,10448732000000.0
2089.0,10017945000000.0,10052131000000.0,6070160300000.0,10405111000000.0
2090.0,9987829000000.0,9976726000000.0,5988294300000.0,10354308000000.0
2091.0,9963835000000.0,9917247000000.0,5887448600000.0,10315864000000.0
2092.0,9945576000000.0,9878063000000.0,5824228000000.0,10292443000000.0
2093.0,9902716000000.0,9854079000000.0,5741661000000.0,10207189000000.0
2094.0,9832980000000.0,9801550000000.0,5655221500000.0,10170038000000.0
2095.0,9828051000000.0,9734884000000.0,5583440700000.0,10125972000000.0
2096.0,9799142000000.0,9706760000000.0,5494294000000.0,10098363000000.0
2097.0,9764563000000.0,9648959000000.0,5426649000000.0,10044454000000.0
2098.0,9750768000000.0,9641569000000.0,5355059000000.0,10039401000000.0
2099.0,9733557000000.0,9604264000000.0,5308647000000.0,10027849000000.0
2100.0,9720872000000.0,9609230000000.0,5255729000000.0,9973471000000.0
