time,IPSL-CM6A-LR,CESM2-WACCM,ACCESS-CM2,CANESM5,MRI-ESM2-0,ACCESS-ESM1-5
2288.0,15366506000.0,8516008000.0,10012385000.0,14859058000.0,12463602000.0,16616053000.0
2289.0,15463354000.0,8760814000.0,10042460000.0,15074896000.0,12469660000.0,16546281000.0
2290.0,15753264000.0,8718115000.0,9967663000.0,14948825000.0,12554391000.0,16265219000.0
2291.0,15717492000.0,8485752000.0,10018700000.0,14778372000.0,12415540000.0,16249520000.0
2292.0,16064867000.0,8497014000.0,10024565000.0,15019348000.0,12391764000.0,16754104000.0
2293.0,16130058000.0,8450015000.0,10002977000.0,15195684000.0,12380996000.0,16231633000.0
2294.0,15608405000.0,8487602700.0,9935404000.0,14714118000.0,12307275000.0,16342120000.0
2295.0,16806523000.0,8409552400.0,9901295000.0,14683170000.0,12999637000.0,16204387000.0
2296.0,15557229000.0,8389276000.0,9921327000.0,15791510000.0,12538789000.0,16306085000.0
2297.0,15455215000.0,8370685000.0,9974149000.0,15069494000.0,12305470000.0,16212020000.0
2298.0,15584410000.0,8345562000.0,9871234000.0,15307699000.0,12224755000.0,16042009000.0
2299.0,15953908000.0,8399616000.0,9927825000.0,15306750000.0,12578335000.0,16192075000.0
2300.0,15551861000.0,8325878300.0,10091126000.0,15103221000.0,12225987000.0,16010022000.0
