time,CCSM4,CESM1-CAM5
2000.0,10069818000.0,10069818000.0
2001.0,10066885000.0,10066885000.0
2002.0,10064774000.0,10064774000.0
2003.0,10064067000.0,10064067000.0
2004.0,10060607000.0,10060607000.0
2005.0,10057382000.0,10057382000.0
2006.0,10053780000.0,10053780000.0
2007.0,10051875000.0,10051875000.0
2008.0,10049721000.0,10049721000.0
2009.0,10045488000.0,10045488000.0
2010.0,10044064000.0,10044064000.0
2011.0,10038074000.0,10038074000.0
2012.0,10038556000.0,10038556000.0
2013.0,10036000000.0,10036000000.0
2014.0,10034335000.0,10034335000.0
2015.0,10030509000.0,10030509000.0
2016.0,10029952000.0,10029952000.0
2017.0,10023407000.0,10023407000.0
2018.0,10018842000.0,10018842000.0
2019.0,10017142000.0,10017142000.0
2020.0,10011598000.0,10011598000.0
2021.0,10006748000.0,10006611000.0
2022.0,9997856000.0,9996412000.0
2023.0,9995700000.0,9988964000.0
2024.0,9990494000.0,9982476000.0
2025.0,9983697000.0,9974602000.0
2026.0,9978525000.0,9967845000.0
2027.0,9970708000.0,9949718000.0
2028.0,9957349000.0,9931720000.0
2029.0,9942938000.0,9903361000.0
2030.0,9914946000.0,9888713000.0
2031.0,9906607000.0,9863417000.0
2032.0,9884916000.0,9833122000.0
2033.0,9873059000.0,9821292000.0
2034.0,9864500000.0,9802769000.0
2035.0,9837975000.0,9757592000.0
2036.0,9815954000.0,9739613000.0
2037.0,9783544000.0,9696870000.0
2038.0,9737218000.0,9659497000.0
2039.0,9710853000.0,9622786000.0
2040.0,9669209000.0,9593976000.0
2041.0,9647426000.0,9566369000.0
2042.0,9632279000.0,9535632000.0
2043.0,9590428000.0,9489872000.0
2044.0,9564012000.0,9473073000.0
2045.0,9527788000.0,9422407000.0
2046.0,9495139000.0,9362117000.0
2047.0,9446512000.0,9299641000.0
2048.0,9396591000.0,9232375000.0
2049.0,9365654000.0,9173889000.0
2050.0,9308772000.0,9112247000.0
2051.0,9266255000.0,9018778000.0
2052.0,9224593000.0,8955162000.0
2053.0,9161492000.0,8870474000.0
2054.0,9076556000.0,8777494000.0
2055.0,9004150000.0,8717273000.0
2056.0,8950351000.0,8663997000.0
2057.0,8866637000.0,8585902600.0
2058.0,8802889000.0,8536125400.0
2059.0,8740438000.0,8466293000.0
2060.0,8697634000.0,8408169000.0
2061.0,8636552000.0,8355468000.0
2062.0,8576140000.0,8328169000.0
2063.0,8525245400.0,8254808000.0
2064.0,8490092000.0,8212775400.0
2065.0,8431432700.0,8124521000.0
2066.0,8367348000.0,8038864000.0
2067.0,8311489000.0,7954593000.0
2068.0,8265753000.0,7896037400.0
2069.0,8220873700.0,7835211300.0
2070.0,8171971000.0,7741917000.0
2071.0,8114036700.0,7637863000.0
2072.0,8032078300.0,7574590500.0
2073.0,7927181000.0,7484697000.0
2074.0,7813451000.0,7425229300.0
2075.0,7754953700.0,7356422700.0
2076.0,7684528600.0,7257591000.0
2077.0,7627703000.0,7193995300.0
2078.0,7569677000.0,7109963300.0
2079.0,7507029500.0,7023971300.0
2080.0,7459968500.0,6953526000.0
2081.0,7351494700.0,6887575600.0
2082.0,7293709000.0,6774435300.0
2083.0,7262470700.0,6667771000.0
2084.0,7173920000.0,6631545000.0
2085.0,7096862000.0,6505391600.0
2086.0,7052062700.0,6390632000.0
2087.0,6948616700.0,6303536000.0
2088.0,6883894000.0,6224407000.0
2089.0,6806783500.0,6149019600.0
2090.0,6754002400.0,6056387000.0
2091.0,6705108500.0,5982920700.0
2092.0,6626142700.0,5906500600.0
2093.0,6584036400.0,5779759600.0
2094.0,6514835000.0,5674060300.0
2095.0,6456454700.0,5585702000.0
2096.0,6370593300.0,5504136700.0
2097.0,6316992500.0,5419225000.0
2098.0,6219370500.0,5371087000.0
2099.0,6179564000.0,5315050000.0
2100.0,6089253000.0,5216712000.0
2101.0,6030491000.0,5152618000.0
2102.0,5924481000.0,5088636000.0
2103.0,5846902300.0,5002777000.0
2104.0,5758478300.0,4953820700.0
2105.0,5698005000.0,4894301000.0
