time,CESM2-WACCM,CANESM5,MRI-ESM2-0,IPSL-CM6A-LR
2050.0,28239194000.0,23248482000.0,26830977000.0,28408037000.0
2051.0,27846167000.0,23282391000.0,26489068000.0,28110764000.0
2052.0,27552336000.0,22816670000.0,25999200000.0,27824351000.0
2053.0,27206152000.0,22303386000.0,25544740000.0,27472781000.0
2054.0,26936370000.0,22152866000.0,25273844000.0,27197831000.0
2055.0,26587482000.0,21454790000.0,24795711000.0,26868531000.0
2056.0,26508920000.0,20826022000.0,24498400000.0,26621993000.0
2057.0,26101828000.0,20327256000.0,24090393000.0,26273073000.0
2058.0,25823883000.0,19963767000.0,23788427000.0,25950233000.0
2059.0,25729726000.0,19556215000.0,23415880000.0,25611293000.0
2060.0,25231800000.0,19206017000.0,23062960000.0,25257912000.0
2061.0,24898687000.0,18876924000.0,22657220000.0,24953754000.0
2062.0,24574839000.0,18563566000.0,22491193000.0,24587524000.0
2063.0,24479370000.0,18202540000.0,22267513000.0,24284940000.0
2064.0,24172868000.0,17995770000.0,22138251000.0,24049236000.0
2065.0,23841976000.0,17606822000.0,21798859000.0,23835308000.0
2066.0,23518427000.0,17829640000.0,21601530000.0,23599653000.0
2067.0,23205016000.0,17276746000.0,21382658000.0,23317873000.0
2068.0,22955973000.0,16788023000.0,21154148000.0,23199537000.0
2069.0,22715146000.0,16347534000.0,20954040000.0,22953726000.0
2070.0,22471004000.0,16055033000.0,20746465000.0,22743253000.0
2071.0,22260744000.0,16403655000.0,20549910000.0,22500430000.0
2072.0,21930136000.0,16280300000.0,20404525000.0,22271510000.0
2073.0,21753540000.0,15651071000.0,20196753000.0,22110593000.0
2074.0,21590150000.0,15321636000.0,20088046000.0,21853843000.0
2075.0,22296467000.0,14979642000.0,19867013000.0,21743686000.0
2076.0,21282070000.0,15030217000.0,19694086000.0,21467540000.0
2077.0,21003764000.0,14663159000.0,19761461000.0,21270393000.0
2078.0,20856365000.0,15278626000.0,19481537000.0,21096310000.0
2079.0,20685212000.0,14370479000.0,19371635000.0,20928612000.0
2080.0,20496042000.0,14436164000.0,19195693000.0,20879118000.0
2081.0,20713388000.0,14026678000.0,19020931000.0,20553939000.0
2082.0,20834003000.0,13861370000.0,18875185000.0,20420608000.0
2083.0,20358752000.0,14276252000.0,18767356000.0,20174107000.0
2084.0,20020277000.0,16815328000.0,18587760000.0,20019403000.0
2085.0,19925676000.0,15268083000.0,18518071000.0,19809976000.0
2086.0,19752212000.0,14678541000.0,18451284000.0,19753542000.0
2087.0,20153831000.0,14303008000.0,18244575000.0,19650214000.0
2088.0,19839298000.0,18177460000.0,19199100000.0,19432604000.0
2089.0,19480009000.0,15431532000.0,18408253000.0,19307670000.0
2090.0,19458628000.0,14072064000.0,18155651000.0,19363342000.0
2091.0,19271178000.0,13706364000.0,18242611000.0,19548969000.0
2092.0,19164383000.0,13597824000.0,18465425000.0,19090700000.0
2093.0,19067690000.0,13536431000.0,17975237000.0,18870830000.0
2094.0,19027771000.0,13351784000.0,17919412000.0,18725028000.0
2095.0,18964335000.0,13230693000.0,18034805000.0,18619427000.0
2096.0,18983640000.0,13625470000.0,18111349000.0,18484062000.0
2097.0,18832876000.0,13123355000.0,17608436000.0,18371885000.0
2098.0,18592784000.0,13173836000.0,17611547000.0,18436284000.0
2099.0,18510210000.0,13029582000.0,17882374000.0,18365704000.0
2100.0,18454227000.0,13157914000.0,18238069000.0,18225107000.0
2101.0,20348020000.0,12897759000.0,18378988000.0,18094354000.0
2102.0,18749150000.0,14391855000.0,17954822000.0,18106018000.0
2103.0,18252818000.0,13847682000.0,18258414000.0,17902623000.0
2104.0,18096980000.0,17104318000.0,19580647000.0,17867495000.0
2105.0,17991731000.0,14249909000.0,18172768000.0,17754497000.0
2106.0,17977162000.0,13473056000.0,17964618000.0,18295532000.0
2107.0,17805576000.0,13308203000.0,18737727000.0,17802760000.0
2108.0,18100044000.0,13376604000.0,18891119000.0,17624388000.0
2109.0,17927600000.0,12971040000.0,19452576000.0,17503085000.0
2110.0,18641752000.0,12721990000.0,22944740000.0,17742055000.0
2111.0,19477180000.0,12646947000.0,21623216000.0,17398366000.0
2112.0,19224347000.0,12521894000.0,19738034000.0,17348989000.0
2113.0,18933864000.0,12478053000.0,19975948000.0,17262393000.0
2114.0,18361336000.0,12476910000.0,21122277000.0,17406080000.0
2115.0,18038438000.0,12653610000.0,19458107000.0,17191764000.0
2116.0,18294667000.0,12401112000.0,20312031000.0,17931432000.0
2117.0,19482980000.0,13154998000.0,19621820000.0,17512763000.0
2118.0,18415897000.0,12774584000.0,19859900000.0,17314974000.0
2119.0,20711576000.0,12945236000.0,19874486000.0,17586570000.0
2120.0,18814249000.0,13897708000.0,20609330000.0,17399093000.0
2121.0,18430636000.0,14536435000.0,19874330000.0,17339697000.0
2122.0,19173011000.0,13233622000.0,20453145000.0,17255043000.0
2123.0,18210191000.0,12822961000.0,21320399000.0,17450123000.0
2124.0,18340321000.0,12742865000.0,20743426000.0,17606630000.0
2125.0,19255590000.0,12728767000.0,20682760000.0,19143690000.0
2126.0,18279400000.0,12808830000.0,21041500000.0,18666013000.0
2127.0,18101477000.0,18059323000.0,22991665000.0,17476098000.0
2128.0,19236940000.0,16562803000.0,21828730000.0,17359122000.0
2129.0,19024916000.0,15169357000.0,21184485000.0,17188035000.0
2130.0,18404278000.0,14223100000.0,21613468000.0,17182906000.0
2131.0,18278520000.0,14268768000.0,21188538000.0,17736665000.0
2132.0,19177650000.0,13759568000.0,20968772000.0,17436502000.0
2133.0,19464590000.0,14370699000.0,27118811000.0,17774287000.0
2134.0,19985117000.0,15219343000.0,22330659000.0,17835448000.0
2135.0,19661441000.0,14807206000.0,22811791000.0,17626490000.0
2136.0,19852829000.0,14065915000.0,22079240000.0,17285929000.0
2137.0,18929144000.0,16023726000.0,27725720000.0,17091948000.0
2138.0,19741241000.0,15268668000.0,25277116000.0,17031548000.0
2139.0,19134487000.0,16025069000.0,24164108000.0,16975051000.0
2140.0,18746390000.0,15310193000.0,22996498000.0,16921406000.0
2141.0,20657562000.0,16247771000.0,23909566000.0,16985042000.0
2142.0,20769374000.0,16164086000.0,24322724000.0,18728841000.0
2143.0,19740470000.0,16033766000.0,26042001000.0,17826271000.0
2144.0,20414767000.0,19009143000.0,24315720000.0,17227655000.0
2145.0,19560310000.0,17987023000.0,24781765000.0,17229689000.0
2146.0,19294206000.0,18458456000.0,26458960000.0,16967579000.0
2147.0,19150256000.0,17082338000.0,24973222000.0,17063533000.0
2148.0,19956730000.0,16357320000.0,25572307000.0,17645484000.0
2149.0,19505646000.0,18737113000.0,24938480000.0,18283750000.0
2150.0,19990696000.0,18469155000.0,24452477000.0,18046206000.0
2151.0,20346150000.0,23359420000.0,24276926000.0,17621359000.0
2152.0,19352232000.0,19064550000.0,24643338000.0,17261541000.0
2153.0,19102048000.0,22340637000.0,24253620000.0,17017718000.0
2154.0,20653462000.0,20301066000.0,24141595000.0,17070724000.0
2155.0,19795059000.0,18178116000.0,24273699000.0,17258160000.0
2156.0,19731853000.0,18588380000.0,25732518000.0,16981813000.0
2157.0,20374743000.0,17285628000.0,25287743000.0,17152795000.0
2158.0,21207001000.0,19136455000.0,25056616000.0,17035609000.0
2159.0,19952210000.0,19143533000.0,24825985000.0,17112935000.0
2160.0,19594406000.0,21622260000.0,25151410000.0,17156187000.0
2161.0,19497900000.0,20355074000.0,24359029000.0,17565680000.0
2162.0,22265125000.0,21431230000.0,29340973000.0,18304720000.0
2163.0,20935895000.0,19965213000.0,26108076000.0,17376664000.0
2164.0,19955722000.0,17973234000.0,25524732000.0,17339390000.0
2165.0,21332754000.0,18317101000.0,29297631000.0,17380276000.0
2166.0,21988973000.0,17882042000.0,28819534000.0,17261394000.0
2167.0,20680727000.0,19481750000.0,27566496000.0,17188057000.0
2168.0,21050851000.0,19378500000.0,26889499000.0,17378398000.0
2169.0,20203772000.0,18537100000.0,29748490000.0,17104545000.0
2170.0,24934316000.0,23813930000.0,27344703000.0,17366680000.0
2171.0,24265394000.0,18518667000.0,28059955000.0,17413558000.0
2172.0,21189900000.0,17778018000.0,27668260000.0,17642185000.0
2173.0,21687603000.0,17493252000.0,27610053000.0,19012446000.0
2174.0,21317788000.0,18564598000.0,30202835000.0,17525844000.0
2175.0,21078587000.0,17663230000.0,28089580000.0,17779098000.0
2176.0,23450930000.0,17345470000.0,28793539000.0,17592631000.0
2177.0,20914960000.0,17612585000.0,28274792000.0,17312920000.0
2178.0,20859430000.0,20180457000.0,27981310000.0,17685144000.0
2179.0,21032692000.0,22116807000.0,28970637000.0,17530767000.0
2180.0,20924359000.0,17978331000.0,31086432000.0,17317108000.0
2181.0,20899985000.0,17793294000.0,31665950000.0,17754954000.0
2182.0,20583692000.0,17348502000.0,29109629000.0,17247986000.0
2183.0,21195430000.0,20390756000.0,28205800000.0,17299524000.0
2184.0,23637832000.0,17883828000.0,28550120000.0,17908250000.0
2185.0,21848928000.0,17425807000.0,28314410000.0,19124492000.0
2186.0,21510423000.0,20423344000.0,27920060000.0,17703709000.0
2187.0,21731068000.0,18351198000.0,28141617000.0,18631064000.0
2188.0,21266606000.0,18810696000.0,28144097000.0,17635195000.0
2189.0,21974913000.0,19390687000.0,29017487000.0,17456828000.0
2190.0,21224323000.0,18767292000.0,30054609000.0,17730010000.0
2191.0,20919884000.0,26056393000.0,30549266000.0,18090584000.0
2192.0,20796733000.0,22311848000.0,28645317000.0,17578320000.0
2193.0,21287390000.0,20693311000.0,28353240000.0,17633503000.0
2194.0,20805243000.0,20516477000.0,29752928000.0,17541052000.0
2195.0,20697910000.0,22230444000.0,28416172000.0,18081753000.0
2196.0,23057770000.0,20327737000.0,28808890000.0,17471652000.0
2197.0,20815866000.0,20337318000.0,28978442000.0,17671557000.0
2198.0,20718303000.0,20049514000.0,28646400000.0,17805177000.0
2199.0,23595330000.0,19867415000.0,29817367000.0,17678426000.0
2200.0,24107497000.0,22611860000.0,28935825000.0,17646137000.0
2201.0,23159945000.0,21078071000.0,28827212000.0,18645815000.0
2202.0,21920040000.0,19689763000.0,28734992000.0,17869017000.0
2203.0,21530950000.0,19985402000.0,29530194000.0,17622620000.0
2204.0,20999922000.0,20411195000.0,28821826000.0,17564004000.0
2205.0,21181436000.0,19588910000.0,30152006000.0,17502505000.0
2206.0,20893452000.0,19403770000.0,29916568000.0,17500367000.0
2207.0,20910504000.0,19320623000.0,29245028000.0,18265188000.0
2208.0,21140244000.0,20077244000.0,30071757000.0,18646690000.0
2209.0,21163078000.0,21981204000.0,29886497000.0,17938194000.0
2210.0,21238990000.0,20371360000.0,31044102000.0,17947992000.0
2211.0,21079882000.0,19667530000.0,29424544000.0,18109536000.0
2212.0,21742290000.0,19366540000.0,29490911000.0,18552027000.0
2213.0,20958003000.0,24519127000.0,31621085000.0,18022244000.0
2214.0,20885963000.0,19596329000.0,30404604000.0,19515460000.0
2215.0,20968083000.0,20142746000.0,29971358000.0,18400317000.0
2216.0,20893485000.0,20867820000.0,31387267000.0,18040750000.0
2217.0,21205240000.0,21327403000.0,30088008000.0,17887613000.0
2218.0,21008640000.0,20241189000.0,29835106000.0,18821990000.0
2219.0,20897315000.0,19946189000.0,30036519000.0,18526003000.0
2220.0,20834677000.0,19732140000.0,31187460000.0,18622190000.0
2221.0,21670054000.0,19247610000.0,30245080000.0,18454750000.0
2222.0,20866542000.0,19242596000.0,30722032000.0,18140377000.0
2223.0,20825383000.0,24025956000.0,30777432000.0,18277759000.0
2224.0,20828790000.0,22720210000.0,31068752000.0,18809772000.0
2225.0,20763435000.0,21210575000.0,30473765000.0,18637996000.0
2226.0,20766788000.0,21391473000.0,30659314000.0,18392543000.0
2227.0,20733331000.0,21860448000.0,30602932000.0,19619576000.0
2228.0,21237842000.0,20830330000.0,30512574000.0,18560130000.0
2229.0,21570249000.0,20276150000.0,31179049000.0,18445705000.0
2230.0,20836469000.0,20441377000.0,31353625000.0,18440860000.0
2231.0,20695556000.0,23477942000.0,31224460000.0,18257360000.0
2232.0,21400891000.0,22500274000.0,30984876000.0,18409500000.0
2233.0,20923453000.0,21048304000.0,32864664000.0,18427343000.0
2234.0,20705712000.0,20236485000.0,31558640000.0,18272492000.0
2235.0,20687260000.0,21169443000.0,31454728000.0,18319337000.0
2236.0,20949221000.0,20419353000.0,31304309000.0,18632796000.0
2237.0,22399767000.0,21820238000.0,31293400000.0,18229875000.0
2238.0,20966865000.0,20418190000.0,32183160000.0,18305493000.0
2239.0,20599077000.0,20251224000.0,31794547000.0,18219692000.0
2240.0,21415514000.0,20555166000.0,31605254000.0,18220930000.0
2241.0,21240881000.0,26277153000.0,34231579000.0,18219162000.0
2242.0,20731415000.0,23193380000.0,32801868000.0,18295032000.0
2243.0,20760744000.0,22632500000.0,31715547000.0,18550110000.0
2244.0,20532206000.0,21987404000.0,32377436000.0,18306793000.0
2245.0,20498115000.0,28043422000.0,31868983000.0,18596231000.0
2246.0,20700290000.0,25409657000.0,31717657000.0,18288374000.0
2247.0,21531177000.0,23085093000.0,33104990000.0,19569246000.0
2248.0,20505604000.0,22660549000.0,32959242000.0,18506326000.0
2249.0,20421399000.0,22621565000.0,32117432000.0,18756057000.0
2250.0,20360030000.0,21900245000.0,32368267000.0,18590968000.0
2251.0,21668470000.0,21995390000.0,33796235000.0,18533380000.0
2252.0,21127651000.0,21699287000.0,32261890000.0,18825863000.0
2253.0,20353931000.0,24662223000.0,33098105000.0,18376935000.0
2254.0,20309928000.0,28121197000.0,33215883000.0,18379485000.0
2255.0,20250710000.0,25097148000.0,32642927000.0,18585457000.0
2256.0,20459575000.0,22906814000.0,32839166000.0,18893610000.0
2257.0,20210401000.0,22133211000.0,33857628000.0,18515442000.0
2258.0,20181658000.0,26021734000.0,32784933000.0,18487446000.0
2259.0,20176181000.0,24633800000.0,33122509000.0,19118279000.0
2260.0,20104747000.0,23544904000.0,35629953000.0,18714511000.0
2261.0,20061473000.0,24749457000.0,33352497000.0,18348470000.0
2262.0,20748250000.0,22940099000.0,34617373000.0,18703798000.0
2263.0,20012997000.0,22392994000.0,33541400000.0,20005114000.0
2264.0,19965581000.0,22284304000.0,33155533000.0,18878747000.0
2265.0,20065563000.0,23758895000.0,33708230000.0,18938907000.0
2266.0,19930560000.0,24564933000.0,33802780000.0,18603889000.0
2267.0,19868383000.0,26842360000.0,33467791000.0,18477095000.0
2268.0,19809487000.0,24026235000.0,35780090000.0,18405050000.0
2269.0,19809913000.0,23541045000.0,34238278000.0,18503651000.0
2270.0,19758289000.0,23649747000.0,33571953000.0,18421848000.0
2271.0,19746372000.0,23827583000.0,34954584000.0,19191056000.0
2272.0,19713550000.0,26461125000.0,33960600000.0,19157402000.0
2273.0,19624815000.0,26313888000.0,33762521000.0,18900302000.0
2274.0,19710167000.0,25770275000.0,36125800000.0,18669132000.0
2275.0,19814302000.0,25762114000.0,34392230000.0,18616044000.0
2276.0,19521108000.0,25336844000.0,34550720000.0,18511690000.0
2277.0,19730920000.0,24655053000.0,35982983000.0,18488844000.0
2278.0,19710333000.0,24306418000.0,35035406000.0,18758234000.0
2279.0,19620040000.0,24146164000.0,34964677000.0,18494706000.0
2280.0,19417235000.0,24354550000.0,34466796000.0,19251771000.0
2281.0,19399150000.0,24068604000.0,34528248000.0,19135662000.0
2282.0,19819938000.0,25377372000.0,34529137000.0,18719767000.0
2283.0,19321143000.0,25784984000.0,34426010000.0,18584697000.0
2284.0,19317580000.0,26959500000.0,34968015000.0,18529667000.0
2285.0,19245986000.0,27471718000.0,34585270000.0,18759715000.0
2286.0,19251100000.0,26005746000.0,34477896000.0,18577320000.0
2287.0,19200803000.0,24814260000.0,34691154000.0,18602609000.0
2288.0,19112405000.0,24393644000.0,34444010000.0,18478397000.0
2289.0,19204477000.0,26220095000.0,34688926000.0,18851916000.0
2290.0,19033285000.0,24708798000.0,34571650000.0,18714415000.0
2291.0,18960548000.0,27999210000.0,34635383000.0,18581887000.0
2292.0,18935738000.0,27995760000.0,34792300000.0,19518106000.0
2293.0,18990750000.0,26986140000.0,34657170000.0,18853540000.0
2294.0,19696368000.0,25195317000.0,34593760000.0,19852268000.0
2295.0,18873907000.0,26420464000.0,34590850000.0,19601152000.0
2296.0,18781260000.0,25293363000.0,34553840000.0,19625124000.0
2297.0,18779750000.0,24696922000.0,34562490000.0,19397274000.0
2298.0,18714186000.0,24581919000.0,34514113000.0,19211334000.0
2299.0,18705687000.0,26568288000.0,34723783000.0,19128863000.0
2300.0,18633667000.0,26098264000.0,34567676000.0,19111220000.0
