time,MRI-ESM2-0,CANESM5,IPSL-CM6A-LR,ACCESS-ESM1-5,CESM2-WACCM,ACCESS-CM2
2069.0,19577340000.0,14636760000.0,20998830000.0,21246425000.0,21121940000.0,21843988000.0
2070.0,19256904000.0,14314580000.0,20544446000.0,20825776000.0,20666073000.0,21390442000.0
2071.0,18822443000.0,13926815000.0,20175559000.0,20344748000.0,20264225000.0,21002748000.0
2072.0,18449023000.0,13579711000.0,19812413000.0,19921385000.0,19855548000.0,20603800000.0
2073.0,18220180000.0,13217161000.0,19372597000.0,19530672000.0,19432190000.0,20179354000.0
2074.0,17946171000.0,13011990000.0,19011252000.0,19071418000.0,18994440000.0,19707763000.0
2075.0,17584329000.0,12768650000.0,18668435000.0,18583476000.0,18596674000.0,19280000000.0
2076.0,17212410000.0,12429096000.0,18260636000.0,17948074000.0,18322866000.0,18719965000.0
2077.0,16910396000.0,12148616000.0,17829829000.0,17434161000.0,17880103000.0,18258890000.0
2078.0,16571768000.0,11946490000.0,17477894000.0,17106430000.0,17427745000.0,17757047000.0
2079.0,16223656000.0,11749710000.0,17079185000.0,16657567000.0,17010655000.0,17317478000.0
2080.0,15910157000.0,11530294000.0,16598767000.0,16168585000.0,16679966000.0,16920104000.0
2081.0,15655828000.0,11399757000.0,16233909000.0,15757065000.0,16424387000.0,16389555000.0
2082.0,15352605000.0,11443717000.0,15826023000.0,15430255000.0,15965031000.0,15978301000.0
2083.0,15210104000.0,10937221000.0,15419761000.0,15013841000.0,15501155000.0,15475414000.0
2084.0,14813662000.0,10700439000.0,15021557000.0,14583032000.0,15182842000.0,15081420000.0
2085.0,14539545000.0,10527370000.0,14626781000.0,14224143000.0,14826806000.0,14785548000.0
2086.0,14264034000.0,10331268000.0,14150428000.0,13845097000.0,14529788000.0,14258809000.0
2087.0,14001718000.0,10112034000.0,13758518000.0,13586395000.0,14224472000.0,13934192000.0
2088.0,13771322000.0,9983862000.0,13212937000.0,13250147000.0,13918594000.0,13773532000.0
2089.0,13506694000.0,9745362000.0,12828233000.0,12840662000.0,13646865000.0,13352636000.0
2090.0,13260160000.0,9450984000.0,12430958000.0,12496238000.0,13382320000.0,13048092000.0
2091.0,12988973000.0,9262381000.0,11980844000.0,12148421000.0,12998726000.0,12680510000.0
2092.0,12748984000.0,9097686000.0,11466513000.0,11883854000.0,12614522000.0,12326913000.0
2093.0,12481839000.0,8890714000.0,10942750000.0,11540638000.0,12262566000.0,11878716000.0
2094.0,12204490000.0,8714623000.0,10475376000.0,11205572000.0,11976045000.0,11642040000.0
2095.0,11935856000.0,8553627600.0,10057322000.0,10896842000.0,11769430000.0,11331228000.0
2096.0,11693531000.0,8338363000.0,9517635000.0,10647463000.0,11487530000.0,11030733000.0
2097.0,11463216000.0,8173630500.0,9126097000.0,10365374000.0,11284840000.0,10817327000.0
2098.0,11203201000.0,8004057000.0,8790801000.0,10065832000.0,10998294000.0,10515892000.0
2099.0,10959493000.0,7874045400.0,8448327700.0,9815384000.0,10733951000.0,10238864000.0
2100.0,10735527000.0,7654493000.0,8205306000.0,9592815000.0,10428044000.0,9957532000.0
2101.0,10504841000.0,7505233400.0,7926205400.0,9351879000.0,10235899000.0,9788484000.0
2102.0,10322438000.0,7363820500.0,7663836000.0,9074748000.0,9991388000.0,9534266000.0
2103.0,10123988000.0,7201286700.0,7229204000.0,8811539000.0,9791021000.0,9352664000.0
2104.0,9912395000.0,7088259600.0,6977971700.0,8585524000.0,9568362000.0,9122597000.0
2105.0,9703528000.0,6951700500.0,6616689700.0,8338875400.0,9313036000.0,8921356000.0
2106.0,9539034000.0,6782779400.0,6358475300.0,8136768500.0,9088658000.0,8725805000.0
2107.0,9308593000.0,6608897000.0,6002125000.0,7873184300.0,8917339000.0,8507014700.0
2108.0,9095740000.0,6461524000.0,5667950600.0,7700194000.0,8717802000.0,8202107400.0
2109.0,8916615000.0,6238785500.0,5413799400.0,7539613700.0,8513141000.0,7949477000.0
2110.0,8769362000.0,6087748600.0,5149107000.0,7404466000.0,8348108000.0,7711782000.0
2111.0,8574006000.0,5925479400.0,4807699000.0,7266832000.0,8207401000.0,7500226600.0
2112.0,8403536400.0,5814575000.0,4533258000.0,7115855000.0,7970458600.0,7152492500.0
2113.0,8255580700.0,5740984300.0,4300536300.0,6962374700.0,7800858000.0,6929020400.0
2114.0,8133618700.0,5701929500.0,4097892400.0,6816840000.0,7610148000.0,6673821700.0
2115.0,7958191600.0,5520492000.0,3993357800.0,6704048600.0,7465070600.0,6517385000.0
2116.0,7798272000.0,5416656000.0,3798162400.0,6423089000.0,7342933500.0,6127403500.0
2117.0,7599945000.0,5235034600.0,3613616400.0,6296322000.0,7200132600.0,5940388000.0
2118.0,7439696400.0,5173365000.0,3407243800.0,6130828000.0,7033302500.0,5745219000.0
2119.0,7171964000.0,5048894500.0,3225998300.0,5883322000.0,6675976000.0,5547409000.0
2120.0,7043549000.0,4945199000.0,3041552000.0,5666919000.0,6517242400.0,5346882000.0
2121.0,6937793500.0,4862612000.0,2922700800.0,5459598300.0,6315674600.0,5206216700.0
2122.0,6792228400.0,4709469000.0,2794534100.0,5308553700.0,6151631000.0,5008106500.0
2123.0,6649694000.0,4641961000.0,2678978300.0,5184015400.0,5926159400.0,4850871000.0
2124.0,6491336000.0,4585913300.0,2591155700.0,5025230000.0,5759482000.0,4587890700.0
2125.0,6348408300.0,4477637000.0,2465300500.0,4829500000.0,5673830400.0,4299484700.0
2126.0,6156350000.0,4342345700.0,2369158000.0,4717442600.0,5558317000.0,4095854300.0
2127.0,6046769700.0,4224026400.0,2170680600.0,4602046500.0,5365963000.0,3935091000.0
2128.0,5976334000.0,4176260000.0,2060013400.0,4555121700.0,5272206300.0,3642723800.0
2129.0,5881025000.0,4143090200.0,1962593900.0,4515593700.0,5164377600.0,3552815600.0
2130.0,5759304700.0,3996363000.0,1872410000.0,4435992000.0,5087305700.0,3448674300.0
2131.0,5622631000.0,3914494500.0,1774516100.0,4349837000.0,4934659000.0,3274972200.0
2132.0,5548841000.0,4047999500.0,1634673700.0,4228810500.0,4683002000.0,3126810400.0
2133.0,5371432000.0,4010415000.0,1534301200.0,4119291000.0,4493786000.0,2997492500.0
2134.0,5342122000.0,3860672800.0,1419920000.0,4004781300.0,4357595000.0,2858436900.0
2135.0,5149177000.0,3744347600.0,1339330300.0,3908374300.0,4270911700.0,2796384300.0
2136.0,5019599000.0,3657468400.0,1233019900.0,3771050800.0,4202113300.0,2682297300.0
2137.0,4898818000.0,3584812800.0,1156910100.0,3727768300.0,4164964000.0,2508286000.0
2138.0,4778922000.0,3551493400.0,1105248400.0,3635441400.0,4078489900.0,2359646700.0
2139.0,4704064000.0,3479110000.0,1060490240.0,3565608000.0,3900711400.0,2277084000.0
2140.0,4577730000.0,3453268000.0,994692030.0,3485475000.0,3839453200.0,2170848800.0
2141.0,4504173600.0,3414763500.0,894054600.0,3385258800.0,3770553300.0,2094825200.0
2142.0,4430888000.0,3392898300.0,851466000.0,3351696400.0,3654601200.0,2021645400.0
2143.0,4385133600.0,3354008800.0,814305500.0,3236885000.0,3647121200.0,1976518000.0
2144.0,4265349600.0,3314897400.0,791118340.0,3159481900.0,3606150700.0,1928569500.0
2145.0,4199179300.0,3276184300.0,782210500.0,3060909600.0,3568468200.0,1867528600.0
2146.0,4015929600.0,3257386200.0,766366140.0,3033076700.0,3500690700.0,1821343700.0
2147.0,3971596300.0,3211304700.0,754409800.0,2964962600.0,3330372000.0,1751726500.0
2148.0,3921733400.0,3191121400.0,740214300.0,2930068500.0,3173402600.0,1703911600.0
2149.0,3843793200.0,3168220700.0,704645600.0,2845262000.0,3132565800.0,1594979200.0
2150.0,3795424300.0,3146396000.0,686181950.0,2762657000.0,3054669000.0,1520866700.0
2151.0,3766977300.0,3139459800.0,680175400.0,2707433200.0,3021595400.0,1488715000.0
2152.0,3726999600.0,3063670300.0,662126100.0,2564546000.0,2971443500.0,1484821000.0
2153.0,3671228200.0,3002260500.0,622932740.0,2520182500.0,2840891600.0,1439816400.0
2154.0,3625564700.0,2969503000.0,616384960.0,2437198300.0,2737583900.0,1385632600.0
2155.0,3514166500.0,2936423200.0,606972350.0,2298721000.0,2686690300.0,1356778000.0
2156.0,3333615900.0,2918535400.0,605678660.0,2252539100.0,2654210300.0,1311561100.0
2157.0,3256611800.0,2896932400.0,594810940.0,2221837800.0,2605992200.0,1286210400.0
2158.0,3171128600.0,2871489000.0,588026500.0,2186241500.0,2588910600.0,1247875300.0
2159.0,3116379100.0,2859849700.0,581163300.0,2155096000.0,2511011800.0,1229416200.0
2160.0,3060516600.0,2836247800.0,578814500.0,2125368700.0,2389228300.0,1190559000.0
2161.0,2956976600.0,2818796500.0,575841600.0,2092996000.0,2331075600.0,1191178100.0
2162.0,2915957800.0,2817833000.0,571240200.0,2048076400.0,2300728300.0,1157950800.0
2163.0,2833473000.0,2761489700.0,567324400.0,1955675100.0,2230403000.0,1137517200.0
2164.0,2733203700.0,2715047700.0,565795460.0,1872093400.0,2240504000.0,1131270700.0
2165.0,2678347300.0,2705726000.0,551722800.0,1851135900.0,2192008000.0,1078648800.0
2166.0,2665785600.0,2695934700.0,543777000.0,1811419000.0,2165301800.0,1070506100.0
2167.0,2605933800.0,2737580500.0,515685440.0,1781996700.0,2087842700.0,1007798100.0
2168.0,2579220000.0,2687082200.0,460095140.0,1696966900.0,2065330300.0,983808060.0
2169.0,2534282800.0,2676649500.0,454881440.0,1662000400.0,2044045800.0,959647170.0
2170.0,2464282600.0,2671418600.0,455292930.0,1554506100.0,2027543400.0,948746050.0
2171.0,2411726300.0,2657125400.0,455198240.0,1518392600.0,1981420700.0,932010600.0
2172.0,2387456000.0,2616216600.0,454815870.0,1501706000.0,1969208700.0,919918800.0
2173.0,2328596200.0,2606594300.0,434983200.0,1406619500.0,1951320000.0,932924350.0
2174.0,2232521500.0,2572699000.0,430673300.0,1394694100.0,1934130600.0,898741500.0
2175.0,2197100300.0,2564218000.0,392232540.0,1367441900.0,1932260700.0,863707970.0
2176.0,2143953000.0,2558554000.0,391453220.0,1342548700.0,1906493800.0,852866050.0
2177.0,2083231600.0,2550861600.0,390804500.0,1326895200.0,1890215600.0,844008500.0
2178.0,2062848800.0,2550520600.0,372138270.0,1297150500.0,1859249000.0,835251200.0
2179.0,2025429500.0,2525305300.0,371876350.0,1282922500.0,1848197500.0,814447360.0
2180.0,1997856600.0,2517453000.0,370085280.0,1256254800.0,1710373100.0,803989570.0
2181.0,1983968400.0,2498429200.0,366011460.0,1240834200.0,1692626400.0,800943940.0
2182.0,1970313000.0,2501927700.0,365520200.0,1227452000.0,1682558600.0,788271170.0
2183.0,1957493000.0,2458972700.0,366411940.0,1215697000.0,1674540200.0,777677500.0
2184.0,1934059400.0,2447085800.0,365371970.0,1187119900.0,1664986400.0,767884160.0
2185.0,1913995100.0,2446379500.0,364312860.0,1177479300.0,1636163800.0,752447170.0
2186.0,1894842900.0,2395766800.0,363462200.0,1089313700.0,1628237300.0,735002300.0
2187.0,1843506600.0,2393298700.0,362488160.0,1065124100.0,1588825000.0,724660030.0
2188.0,1779608800.0,2383745300.0,325922180.0,1056030460.0,1584685700.0,718872600.0
2189.0,1780356500.0,2375401200.0,323857180.0,1047343500.0,1576428800.0,716523100.0
2190.0,1693862900.0,2380768000.0,271927650.0,1038212600.0,1570561200.0,686771260.0
2191.0,1671052000.0,2369126400.0,271474000.0,1033478900.0,1566979000.0,670461250.0
2192.0,1663560600.0,2370605800.0,271238600.0,1029042300.0,1528259600.0,663494660.0
2193.0,1654383100.0,2348256800.0,269208600.0,1023089600.0,1529174100.0,643559700.0
2194.0,1625734000.0,2345075700.0,262757490.0,1017855100.0,1511233400.0,637766600.0
2195.0,1611624200.0,2338706700.0,258819180.0,1005941950.0,1506751100.0,621197800.0
2196.0,1601554800.0,2286699500.0,252674530.0,1002318800.0,1476151200.0,570144700.0
2197.0,1587775200.0,2282710000.0,245084620.0,993983900.0,1459938200.0,545477100.0
2198.0,1584859500.0,2282636800.0,238932160.0,981853900.0,1439807600.0,534198900.0
2199.0,1534519700.0,2277560600.0,221032560.0,978328300.0,1434849800.0,525463100.0
2200.0,1523400400.0,2272773600.0,198614220.0,977039600.0,1427942800.0,522502600.0
2201.0,1485393300.0,2267038700.0,196322190.0,963658940.0,1416828000.0,519054200.0
2202.0,1474766200.0,2269643500.0,181369550.0,954701300.0,1403817300.0,517828960.0
2203.0,1440152000.0,2256622300.0,103830824.0,953153000.0,1394972000.0,516590240.0
2204.0,1437920000.0,2246344400.0,99281330.0,929115260.0,1383444100.0,532210430.0
2205.0,1424204200.0,2244102400.0,82417490.0,920241900.0,1378135600.0,510749300.0
2206.0,1420403700.0,2243327700.0,60727710.0,894845760.0,1377393800.0,505319680.0
2207.0,1409257300.0,2239452000.0,58745720.0,889371840.0,1359990900.0,516760350.0
2208.0,1420034600.0,2235571700.0,52482710.0,885030140.0,1350058500.0,503531620.0
2209.0,1405059600.0,2292405200.0,51092510.0,883753100.0,1347226100.0,488316640.0
2210.0,1402510100.0,2237977300.0,49726936.0,877029440.0,1327253600.0,488318620.0
2211.0,1403750800.0,2227127000.0,35359070.0,870190200.0,1323405200.0,486304130.0
2212.0,1390808600.0,2218983200.0,32390626.0,865044200.0,1282191400.0,478371170.0
2213.0,1329678700.0,2191804400.0,31665082.0,862897150.0,1255119600.0,457167400.0
2214.0,1328221200.0,2199711000.0,30962224.0,858373500.0,1238921900.0,419877600.0
2215.0,1329861900.0,2209034500.0,27971666.0,845549900.0,1231476900.0,394406400.0
2216.0,1303569300.0,2219266600.0,28713638.0,838416300.0,1207206300.0,394200160.0
2217.0,1301468400.0,2226208800.0,19390160.0,831809900.0,1206179000.0,391311230.0
2218.0,1291154700.0,2335609600.0,17186232.0,816199000.0,1203680100.0,391597280.0
2219.0,1285719700.0,2339901400.0,9816308.0,770754600.0,1203544400.0,390790900.0
2220.0,1279498500.0,2292361200.0,9283725.0,764091300.0,1148587500.0,377324900.0
2221.0,1258780200.0,2292988000.0,9277064.0,764494500.0,1131887500.0,377342660.0
2222.0,1201496700.0,2299565600.0,3726916.5,762649700.0,1110846000.0,375044830.0
2223.0,1200261100.0,2270882800.0,3721806.8,761937500.0,1057328200.0,375500800.0
2224.0,1184568200.0,2261450000.0,3716540.2,760664900.0,1056820900.0,375117500.0
2225.0,1183843100.0,2313622800.0,3714358.8,759334000.0,1051708300.0,374469400.0
2226.0,1180079500.0,2273056500.0,3717013.0,753890750.0,1032247360.0,372620030.0
2227.0,1169377500.0,2250725000.0,3713935.8,744721540.0,1012027970.0,363699260.0
2228.0,1159791400.0,2261188400.0,2995288.0,745852100.0,1011982300.0,363837200.0
2229.0,1155811100.0,2262999800.0,8133105.0,750103550.0,1005459650.0,363798980.0
2230.0,1136448600.0,2281798100.0,2999277.5,735949400.0,993108500.0,360241060.0
2231.0,1131002200.0,2261109800.0,2997298.2,735489540.0,975091600.0,358771650.0
2232.0,1131923600.0,2281273000.0,2998158.8,723199700.0,994982660.0,358635420.0
2233.0,1127826800.0,2254242600.0,2406460.2,721153340.0,965630200.0,350865630.0
2234.0,1087181000.0,2298128100.0,2405312.2,715238800.0,919273000.0,341051620.0
2235.0,1084439400.0,2261816600.0,2402773.8,697407800.0,912826000.0,342639940.0
2236.0,1077092200.0,2242583000.0,2396335.5,677350400.0,910885570.0,348636640.0
2237.0,1069285800.0,2310185700.0,2394279.0,672675260.0,915530900.0,336020900.0
2238.0,1061510700.0,2243595000.0,2391426.5,668345400.0,893421700.0,333896350.0
2239.0,1053974100.0,2318156800.0,2391157.8,665279400.0,891671360.0,331431400.0
2240.0,1054817540.0,2267214000.0,2293566.2,664151100.0,878881860.0,331702980.0
2241.0,1048575500.0,2231325400.0,2293186.8,661311400.0,873765760.0,466113760.0
2242.0,1051312450.0,2249777000.0,2291551.0,662495550.0,873713900.0,403264350.0
2243.0,1048490940.0,2247882800.0,2287798.0,659874240.0,867904600.0,336969570.0
2244.0,1043260900.0,2235435300.0,2002999.0,659296000.0,867677200.0,330320160.0
2245.0,1033849660.0,2290227000.0,2000233.8,657534100.0,855353500.0,348936600.0
2246.0,1031143500.0,2354193200.0,1995427.9,642238100.0,851513700.0,347779460.0
2247.0,1024830400.0,2300693000.0,1990551.5,641728830.0,839345900.0,327301900.0
2248.0,1018538300.0,2229964500.0,1513793.4,619134300.0,841328060.0,327486530.0
2249.0,1007204030.0,2246514400.0,1513178.0,617154000.0,831205440.0,397482750.0
2250.0,1006966460.0,2244819000.0,1508235.6,608726200.0,831587600.0,329539800.0
2251.0,1003362750.0,2227185000.0,1505625.1,607041150.0,836961800.0,329291400.0
2252.0,1003829500.0,2240125400.0,1454754.5,599207740.0,831651500.0,327261400.0
2253.0,1006565300.0,2215405000.0,1831322.2,590950800.0,822329800.0,323721570.0
2254.0,997948100.0,2329013500.0,1454528.1,590287740.0,824046000.0,325623400.0
2255.0,997392300.0,2212418600.0,1452030.0,587943600.0,807786100.0,365318660.0
2256.0,997283700.0,2208682200.0,838437.7,586750000.0,821886600.0,352015970.0
2257.0,996975040.0,2203582200.0,838040.7,583446200.0,806992450.0,325696350.0
2258.0,995692860.0,2204450000.0,836792.8,579515200.0,799922940.0,360561570.0
2259.0,995317570.0,2203485000.0,838709.7,572131100.0,784477700.0,336740580.0
2260.0,989814800.0,2200687400.0,837962.2,580865150.0,789795600.0,347410530.0
2261.0,986674560.0,2201122800.0,836735.2,570800800.0,781931100.0,330086240.0
2262.0,985863700.0,2207204900.0,836476.7,574894660.0,780087500.0,323403680.0
2263.0,984959360.0,2216835800.0,880863.3,567250100.0,773400060.0,322740220.0
2264.0,992141760.0,2204936400.0,837089.56,565043700.0,776931260.0,339931700.0
2265.0,988435500.0,2203269600.0,836528.56,528755200.0,769629800.0,320342200.0
2266.0,985455170.0,2203436000.0,1025145.56,528387000.0,747181500.0,402725950.0
2267.0,979000800.0,2197884400.0,837047.2,521214300.0,762091140.0,348654340.0
2268.0,978426240.0,2195463000.0,836509.06,521267740.0,751645060.0,318861660.0
2269.0,979723260.0,2191452400.0,836110.8,518823140.0,746511170.0,318532400.0
2270.0,980435900.0,2191852000.0,836009.8,517961950.0,745403200.0,317380300.0
2271.0,978486460.0,2174469000.0,837938.8,517840540.0,745048100.0,317110050.0
2272.0,982124300.0,2167736000.0,837584.7,514492740.0,736652350.0,329801340.0
2273.0,982005800.0,2261241300.0,836051.3,512142980.0,736495800.0,316710600.0
2274.0,961308860.0,2185854500.0,835488.94,512199700.0,729894000.0,323471420.0
2275.0,1020320260.0,2165506800.0,835403.94,511872400.0,730031100.0,316816300.0
2276.0,962294900.0,2158706000.0,1024080.94,511766980.0,729255100.0,317016480.0
2277.0,1028932000.0,2166626300.0,879295.7,553757700.0,725263550.0,326239500.0
2278.0,967042700.0,2164969200.0,8511510.0,500647300.0,725040900.0,317190750.0
2279.0,1028018200.0,2164283600.0,2938496.8,498093980.0,724809700.0,393859400.0
2280.0,1010006660.0,2157478400.0,1027643.44,529103070.0,724263100.0,319251260.0
2281.0,986226700.0,2158722300.0,1029498.3,503829730.0,721925600.0,351403200.0
2282.0,997451700.0,2185221600.0,884060.7,499622370.0,721202750.0,396463400.0
2283.0,1004968500.0,2153493800.0,882347.3,493124800.0,721155200.0,316832400.0
2284.0,958189600.0,2141499400.0,839030.8,492522000.0,722347900.0,319067200.0
2285.0,958788030.0,2163931100.0,882299.2,489917730.0,721409000.0,316881120.0
2286.0,957255550.0,2112154500.0,839320.44,491645120.0,720616200.0,393269000.0
2287.0,957357700.0,2111371500.0,839281.06,485935040.0,717875600.0,421816480.0
2288.0,1007123200.0,2306527700.0,839568.44,473780030.0,716492800.0,322108900.0
2289.0,1089556400.0,2301984800.0,1028334.7,464055200.0,716340540.0,395941950.0
2290.0,1025476350.0,2304072400.0,840096.3,456159550.0,717076700.0,321911330.0
2291.0,991725760.0,2312168000.0,840378.56,446732830.0,714526100.0,359595400.0
2292.0,1068843900.0,2305816000.0,839839.94,446125760.0,719569600.0,317108380.0
2293.0,1058893800.0,2311437800.0,838722.44,446333120.0,710371200.0,316314370.0
2294.0,1035996600.0,2295947800.0,837955.06,445644900.0,709625400.0,316309200.0
2295.0,1037620900.0,2294272800.0,836877.94,445252130.0,707313000.0,315210340.0
2296.0,1012684300.0,2278005000.0,836197.56,445703170.0,706531650.0,317226880.0
2297.0,1015327100.0,2275369700.0,836598.56,445153500.0,705684030.0,315193300.0
2298.0,1030936960.0,2255589400.0,836392.56,444940640.0,700470400.0,315949760.0
2299.0,1026798200.0,2242219800.0,834860.94,444081400.0,684241400.0,314286980.0
2300.0,1069681860.0,2300482600.0,832736.7,444125470.0,683748350.0,313756350.0
