time,TAIESM1,CESM2-WACCM,NORESM2-MM,ACCESS-ESM1-5,ACCESS-CM2,IPSL-CM6A-LR,EC-EARTH3,CESM2,CMCC-CM2-SR5,INM-CM4-8,EC-EARTH3-VEG,BCC-CSM2-MR,INM-CM5-0,CANESM5,CAMS-CSM1-0,MRI-ESM2-0,GFDL-ESM4,FGOALS-F3-L,MPI-ESM1-2-HR
2054.0,122608304000.0,127530844000.0,130616490000.0,130336790000.0,128013525000.0,127741755000.0,128793750000.0,128775905000.0,129272250000.0,130325774000.0,128916500000.0,126751990000.0,131990530000.0,129490370000.0,131071090000.0,128673700000.0,129502660000.0,127489720000.0,130685460000.0
2055.0,122008125000.0,126918660000.0,130358480000.0,130153670000.0,127537410000.0,127399840000.0,128463470000.0,128391455000.0,128792270000.0,130320654000.0,128655440000.0,126357070000.0,131853370000.0,129198880000.0,131355370000.0,128456060000.0,129407650000.0,127180734000.0,130539170000.0
2056.0,121125134000.0,126424736000.0,130146900000.0,130298085000.0,126990470000.0,126921090000.0,128133460000.0,127980675000.0,128426900000.0,129965680000.0,128411960000.0,125707400000.0,131757930000.0,128972710000.0,131207670000.0,128157970000.0,129076700000.0,126944890000.0,130432156000.0
2057.0,120200240000.0,125899540000.0,130078270000.0,129923100000.0,126235690000.0,126787700000.0,128017210000.0,127432606000.0,128134040000.0,129726400000.0,128034130000.0,125440510000.0,131663390000.0,129000400000.0,132002620000.0,127846330000.0,128787330000.0,126461460000.0,130273860000.0
2058.0,119367290000.0,125520585000.0,130266680000.0,130006090000.0,125810920000.0,125957210000.0,127663890000.0,127106540000.0,127869290000.0,129631510000.0,127452180000.0,125100300000.0,131571420000.0,128794845000.0,131559610000.0,127265650000.0,128645010000.0,126236680000.0,130079190000.0
2059.0,118744310000.0,124626240000.0,129661895000.0,129360730000.0,125290226000.0,125670920000.0,126999640000.0,126636510000.0,127607415000.0,129311960000.0,127196590000.0,124814180000.0,131149760000.0,128293770000.0,131186030000.0,127108530000.0,128281380000.0,125613360000.0,129887805000.0
2060.0,117150030000.0,124215490000.0,129549345000.0,128922570000.0,125100390000.0,125048960000.0,126386930000.0,125980600000.0,126927270000.0,129269424000.0,126806190000.0,124056490000.0,131046560000.0,127689170000.0,130486540000.0,126780150000.0,128047600000.0,125332040000.0,129644540000.0
2061.0,116308230000.0,123437900000.0,129304216000.0,128531400000.0,124446550000.0,124634980000.0,125951520000.0,125269330000.0,126509120000.0,129059940000.0,126349510000.0,123581730000.0,131292540000.0,127318000000.0,130778580000.0,126405796000.0,127917340000.0,124791080000.0,129447460000.0
2062.0,115416840000.0,122596820000.0,129058510000.0,128094940000.0,123911800000.0,124162360000.0,125426290000.0,124763775000.0,126126740000.0,128809990000.0,125901410000.0,123012430000.0,130912264000.0,126978830000.0,130019300000.0,125676870000.0,127608240000.0,124341740000.0,129140060000.0
2063.0,114187450000.0,121857155000.0,128857055000.0,127625800000.0,123567370000.0,123923235000.0,124909760000.0,124190720000.0,125348230000.0,128582400000.0,125489710000.0,122104110000.0,130961514000.0,126189260000.0,130124910000.0,125244330000.0,127308450000.0,124132710000.0,129078500000.0
2064.0,113352460000.0,121041570000.0,128711610000.0,127086486000.0,122962100000.0,123110220000.0,124351730000.0,123357430000.0,124979080000.0,128417390000.0,125019960000.0,121277415000.0,130629165000.0,125535216000.0,129570530000.0,124672000000.0,127052000000.0,123758500000.0,128855390000.0
2065.0,112176540000.0,120403550000.0,128535160000.0,126804820000.0,122400470000.0,122592000000.0,123598610000.0,122677715000.0,124681810000.0,128108040000.0,124512750000.0,120645170000.0,130548730000.0,125030760000.0,129633410000.0,124291105000.0,126307430000.0,123310890000.0,128758980000.0
2066.0,110717936000.0,119548480000.0,128974680000.0,126092550000.0,122005740000.0,122348440000.0,123108360000.0,122340930000.0,124599710000.0,127905150000.0,124272910000.0,120083366000.0,130314150000.0,124705866000.0,129399790000.0,123732580000.0,125884780000.0,122666380000.0,128768836000.0
2067.0,109667934000.0,118633710000.0,128369460000.0,125478806000.0,121491240000.0,121863225000.0,122534945000.0,121585980000.0,124115490000.0,127669590000.0,123520926000.0,119625605000.0,130174750000.0,124304190000.0,129611210000.0,122857500000.0,125592810000.0,122287240000.0,128430020000.0
2068.0,108763840000.0,117733210000.0,127905374000.0,124719964000.0,120747880000.0,120673180000.0,122492140000.0,120926724000.0,123606335000.0,127524086000.0,123152515000.0,119053810000.0,130027630000.0,123544180000.0,129003550000.0,122203110000.0,125218250000.0,121586650000.0,128312140000.0
2069.0,107476574000.0,116732360000.0,127185175000.0,124094325000.0,120066870000.0,119836290000.0,121597985000.0,120227045000.0,123211150000.0,127044370000.0,122506535000.0,118459120000.0,129770200000.0,122928910000.0,128612760000.0,121832006000.0,124827750000.0,120926060000.0,127605310000.0
2070.0,106145900000.0,115719160000.0,127336055000.0,123679450000.0,119258186000.0,119265160000.0,121124660000.0,119650320000.0,122888130000.0,126705070000.0,121903190000.0,117828010000.0,129644610000.0,122108715000.0,128649660000.0,120867135000.0,124459410000.0,120424680000.0,127414250000.0
2071.0,104758040000.0,114435110000.0,126875390000.0,122874585000.0,118701980000.0,118315110000.0,120653370000.0,118830040000.0,122388510000.0,126502700000.0,121151726000.0,117103520000.0,129880930000.0,121324150000.0,128403100000.0,120204510000.0,124059050000.0,119584450000.0,127387950000.0
2072.0,103472870000.0,113700690000.0,126630280000.0,122231050000.0,118105250000.0,117736050000.0,120016750000.0,117967030000.0,121823070000.0,126135830000.0,120578610000.0,116293616000.0,129484360000.0,120624950000.0,128849260000.0,119616380000.0,123804510000.0,118912270000.0,127099994000.0
2073.0,102131300000.0,112455500000.0,126080614000.0,121695930000.0,117198635000.0,116962410000.0,119255770000.0,116825104000.0,121279730000.0,125899506000.0,119800594000.0,115636570000.0,129565350000.0,119765440000.0,128398780000.0,118894930000.0,123352900000.0,118224660000.0,126973470000.0
2074.0,100569710000.0,111330090000.0,125780660000.0,120845844000.0,116463170000.0,115732810000.0,118466945000.0,116002260000.0,120650514000.0,126631010000.0,118321770000.0,115011490000.0,129265080000.0,118888505000.0,128047055000.0,118279650000.0,123671810000.0,117618745000.0,126689165000.0
2075.0,98843976000.0,110065940000.0,125565130000.0,120350196000.0,116053170000.0,115067806000.0,117934870000.0,114747570000.0,120090970000.0,125458750000.0,117685666000.0,114285715000.0,129246170000.0,118124250000.0,127848050000.0,117455260000.0,122753230000.0,117163885000.0,126552490000.0
2076.0,97366830000.0,109254440000.0,125044570000.0,119960160000.0,115328246000.0,114318344000.0,117145600000.0,114015410000.0,119617765000.0,125000450000.0,117066100000.0,113678270000.0,128739620000.0,117170590000.0,127021560000.0,116851210000.0,122088960000.0,116331310000.0,126325130000.0
2077.0,95929660000.0,107658130000.0,124856890000.0,119220720000.0,114308660000.0,113171470000.0,115796750000.0,112943130000.0,119138420000.0,124892635000.0,115948140000.0,112774270000.0,128366150000.0,116380560000.0,126847090000.0,116027380000.0,121733000000.0,115483230000.0,125925425000.0
2078.0,94149580000.0,106596500000.0,124465780000.0,118596060000.0,113288900000.0,112317670000.0,115009765000.0,111686255000.0,118598470000.0,125063330000.0,115253960000.0,111967980000.0,127997080000.0,115388424000.0,126687880000.0,115339530000.0,121320910000.0,114800810000.0,125398410000.0
2079.0,92165505000.0,105149540000.0,124291790000.0,118259900000.0,112041380000.0,111261245000.0,114376720000.0,110246110000.0,117829620000.0,124664136000.0,114257170000.0,110918860000.0,127769270000.0,114424210000.0,126463640000.0,114467045000.0,120826405000.0,113636065000.0,125151720000.0
2080.0,90301620000.0,103400800000.0,123958534000.0,117070260000.0,111344060000.0,110534210000.0,113440930000.0,109469200000.0,117072230000.0,123933140000.0,113598810000.0,110414365000.0,127657886000.0,113299790000.0,126210695000.0,113578120000.0,120372960000.0,112987220000.0,124968845000.0
2081.0,88859250000.0,101842030000.0,123911970000.0,116403134000.0,110452750000.0,109418510000.0,112361185000.0,108382340000.0,116170000000.0,123640470000.0,112550550000.0,109602090000.0,127305180000.0,112260980000.0,126192260000.0,112739050000.0,119717360000.0,112308625000.0,124620825000.0
2082.0,87296565000.0,100530990000.0,123269610000.0,115544695000.0,109507430000.0,108731980000.0,111361450000.0,107263000000.0,115175300000.0,123082860000.0,111646780000.0,108689350000.0,126927266000.0,111093920000.0,125655110000.0,112066810000.0,119217200000.0,111401860000.0,124215240000.0
2083.0,85248705000.0,99095405000.0,122903940000.0,114975830000.0,108441666000.0,107717610000.0,110135410000.0,105820340000.0,114386460000.0,123001364000.0,110356420000.0,108146655000.0,126814265000.0,109853500000.0,125702090000.0,110941420000.0,118716160000.0,110468960000.0,123805820000.0
2084.0,83028190000.0,97336580000.0,122482450000.0,114115520000.0,107168650000.0,106662050000.0,108305000000.0,104729620000.0,113756110000.0,122434036000.0,109255430000.0,107266760000.0,126584504000.0,108664020000.0,125462766000.0,110338990000.0,118397330000.0,109564770000.0,123105210000.0
2085.0,81256090000.0,95880620000.0,121970210000.0,113318300000.0,106235360000.0,105457470000.0,107245190000.0,103785100000.0,112859740000.0,122484270000.0,108213360000.0,106592230000.0,126231200000.0,106846224000.0,125334070000.0,109374060000.0,117537390000.0,108721470000.0,122734440000.0
2086.0,79742040000.0,93907730000.0,121962730000.0,112478060000.0,104955265000.0,104586900000.0,106198565000.0,102081860000.0,112221060000.0,121616065000.0,106746790000.0,105653830000.0,126153550000.0,105699530000.0,124991900000.0,108548020000.0,116997170000.0,107908410000.0,122106356000.0
2087.0,77916300000.0,92137480000.0,121427280000.0,111817530000.0,103929480000.0,103359510000.0,104820290000.0,100524780000.0,111397945000.0,121136480000.0,105838440000.0,105003560000.0,125895490000.0,104402300000.0,124398576000.0,107668890000.0,116597190000.0,107083440000.0,121738100000.0
2088.0,76040240000.0,89885350000.0,120746220000.0,110864390000.0,102350450000.0,102267780000.0,103733190000.0,99045110000.0,110574860000.0,120536056000.0,104883400000.0,104210950000.0,125887940000.0,103193010000.0,124195390000.0,106683770000.0,115891085000.0,106072520000.0,121284060000.0
2089.0,74514030000.0,88104760000.0,120505080000.0,110122530000.0,101325040000.0,100929820000.0,102372720000.0,97696510000.0,109545140000.0,120273600000.0,103434050000.0,103188240000.0,125247300000.0,102067910000.0,124752590000.0,105683345000.0,115122315000.0,105228220000.0,120747610000.0
2090.0,72626520000.0,85810390000.0,119943240000.0,109203810000.0,100111745000.0,99999540000.0,101136900000.0,96026640000.0,108825280000.0,119691480000.0,102173510000.0,102459830000.0,124687420000.0,101146860000.0,123769860000.0,104671770000.0,114652740000.0,104417970000.0,120236080000.0
2091.0,70834860000.0,84123670000.0,119619650000.0,108356110000.0,98837640000.0,98688740000.0,99763610000.0,94291640000.0,107980670000.0,119334494000.0,101110900000.0,101525520000.0,124343030000.0,99804594000.0,123268990000.0,103529950000.0,114066970000.0,103389750000.0,119979040000.0
2092.0,69170225000.0,82089560000.0,118990100000.0,107591885000.0,97660200000.0,96896770000.0,97950920000.0,92413090000.0,107332485000.0,118837250000.0,99697020000.0,100504800000.0,124031435000.0,98370830000.0,123475180000.0,102723910000.0,113542324000.0,102320680000.0,119491450000.0
2093.0,67327970000.0,80046860000.0,118448850000.0,106827340000.0,96654090000.0,95342370000.0,96562410000.0,89945080000.0,106419085000.0,118208730000.0,98062080000.0,99554770000.0,123804480000.0,96684460000.0,123331576000.0,101485900000.0,112747670000.0,101237720000.0,118991560000.0
2094.0,65176820000.0,77441700000.0,117863340000.0,105883550000.0,95066930000.0,93715590000.0,95286650000.0,87858630000.0,105208710000.0,117516500000.0,96414425000.0,98657395000.0,123567480000.0,95224545000.0,122429620000.0,100140490000.0,112012394000.0,100159720000.0,118408320000.0
2095.0,63232262000.0,75112140000.0,117264780000.0,105119890000.0,93913915000.0,92196100000.0,93508920000.0,86240160000.0,103982030000.0,116982820000.0,95305790000.0,97969080000.0,123087190000.0,93305470000.0,122276580000.0,98471410000.0,110978530000.0,98798680000.0,117901795000.0
2096.0,61751927000.0,73145210000.0,116934540000.0,104096120000.0,92285166000.0,90817490000.0,92185440000.0,83962720000.0,102907210000.0,116415530000.0,93828160000.0,96873320000.0,122653024000.0,91342880000.0,121850870000.0,97025370000.0,110260080000.0,97246570000.0,117039670000.0
2097.0,60008040000.0,70858590000.0,116525880000.0,102538200000.0,90970930000.0,89601080000.0,90313245000.0,81679475000.0,101757140000.0,115665084000.0,92028770000.0,95783520000.0,122248980000.0,89105870000.0,121583670000.0,95805250000.0,109367610000.0,96494840000.0,116554630000.0
