time,GFDL-ESM4,MPI-ESM1-2-HR,FGOALS-F3-L,CAMS-CSM1-0,INM-CM5-0,MRI-ESM2-0,EC-EARTH3-VEG,BCC-CSM2-MR,INM-CM4-8,CMCC-CM2-SR5,CESM2,EC-EARTH3,CESM2-WACCM,NORESM2-MM
2049.0,131081675000.0,131490420000.0,130576390000.0,132505125000.0,132633420000.0,131278406000.0,130923330000.0,129095100000.0,131285210000.0,130804965000.0,130995044000.0,130660070000.0,129991705000.0,131243120000.0
2050.0,130925950000.0,131223224000.0,130412390000.0,132536520000.0,132841540000.0,131061640000.0,130663990000.0,128752480000.0,131026750000.0,130653480000.0,130890400000.0,130412080000.0,129597020000.0,131059196000.0
2051.0,130470470000.0,130969470000.0,130077450000.0,132089350000.0,132971250000.0,130794050000.0,130639675000.0,128623530000.0,131374090000.0,130485390000.0,130447606000.0,129904910000.0,129263750000.0,130924134000.0
2052.0,130230820000.0,130899610000.0,129748660000.0,132929960000.0,132687830000.0,130659190000.0,130511880000.0,128556440000.0,131451390000.0,130348790000.0,130271050000.0,129711710000.0,129068710000.0,130714305000.0
2053.0,130721060000.0,130675910000.0,129613910000.0,132012280000.0,132380500000.0,130407604000.0,130116650000.0,128203140000.0,130641760000.0,129962970000.0,129941510000.0,129560400000.0,128765575000.0,130401140000.0
2054.0,130503690000.0,130420020000.0,129337940000.0,132204085000.0,132613080000.0,130260590000.0,129850060000.0,127643790000.0,130824560000.0,129666080000.0,129809980000.0,129411736000.0,128362050000.0,130534130000.0
2055.0,130089080000.0,130580850000.0,129196620000.0,131792560000.0,132277920000.0,130067470000.0,129711390000.0,127451900000.0,130168530000.0,129215440000.0,129426020000.0,129203190000.0,128107440000.0,130238900000.0
2056.0,130016090000.0,130158390000.0,129113270000.0,132240900000.0,132203310000.0,129909780000.0,129527990000.0,127063880000.0,130033360000.0,129019560000.0,129226520000.0,128832870000.0,127728390000.0,130224400000.0
2057.0,129904650000.0,129861490000.0,128879240000.0,133412070000.0,132170840000.0,129734510000.0,129380270000.0,126877204000.0,130227090000.0,129052530000.0,128900680000.0,128597410000.0,127203410000.0,130112995000.0
2058.0,129629960000.0,129809250000.0,128483164000.0,131780660000.0,132016730000.0,129733755000.0,129271060000.0,126235380000.0,129939100000.0,129057380000.0,128495460000.0,128218150000.0,126670440000.0,129847430000.0
2059.0,129371750000.0,129769760000.0,128196360000.0,132858520000.0,132113030000.0,129252420000.0,128976855000.0,125928180000.0,129903470000.0,128423700000.0,128459760000.0,128070330000.0,126236460000.0,129999670000.0
2060.0,129188420000.0,129442640000.0,128050630000.0,131836130000.0,132054650000.0,128796870000.0,129034050000.0,125684830000.0,129561330000.0,128118710000.0,128015690000.0,128026730000.0,126037080000.0,129555370000.0
2061.0,128861970000.0,129132470000.0,127951260000.0,131758400000.0,131906920000.0,128598920000.0,128579450000.0,125221160000.0,129234080000.0,128198760000.0,127745310000.0,127447850000.0,125619710000.0,129285145000.0
2062.0,129296550000.0,128702490000.0,127563430000.0,131185010000.0,131986170000.0,128416730000.0,128096530000.0,124522815000.0,129421345000.0,127644940000.0,127124220000.0,126947830000.0,125285570000.0,129369980000.0
2063.0,128741474000.0,128864610000.0,127281730000.0,130820740000.0,131678720000.0,128097575000.0,127787720000.0,123921540000.0,129085970000.0,127204990000.0,126674120000.0,126376540000.0,124561320000.0,128955300000.0
2064.0,128573055000.0,128656920000.0,126929450000.0,130634830000.0,131632390000.0,127798060000.0,127439810000.0,123679605000.0,128912065000.0,126930200000.0,126310030000.0,126063620000.0,123953350000.0,128246825000.0
2065.0,128197220000.0,128369840000.0,126514440000.0,130459550000.0,132092480000.0,127937500000.0,126916910000.0,123482644000.0,128730560000.0,126586700000.0,125775880000.0,125600740000.0,123297590000.0,128280590000.0
2066.0,128082900000.0,128142246000.0,125910200000.0,130289730000.0,131545014000.0,127742060000.0,126658440000.0,122853490000.0,128442340000.0,126248660000.0,125594320000.0,125393750000.0,122811370000.0,128129620000.0
2067.0,128041615000.0,128073730000.0,125640450000.0,130219030000.0,131455960000.0,127337110000.0,126227370000.0,122743325000.0,128705330000.0,126089070000.0,125232775000.0,125117060000.0,122216680000.0,128042090000.0
2068.0,127890900000.0,127983170000.0,125313890000.0,130053790000.0,131624436000.0,127145260000.0,125829276000.0,122119740000.0,128163950000.0,125572740000.0,124650290000.0,124682530000.0,121821040000.0,127985280000.0
2069.0,127453300000.0,127759330000.0,124916440000.0,130074590000.0,131646415000.0,126772590000.0,125622980000.0,121602380000.0,128182880000.0,125432226000.0,124101650000.0,123910160000.0,121092330000.0,127787210000.0
2070.0,127088290000.0,127318540000.0,124819950000.0,129749156000.0,131129160000.0,126231650000.0,125123660000.0,121346410000.0,128353120000.0,125483510000.0,123679890000.0,123736015000.0,120430650000.0,127449140000.0
2071.0,126786945000.0,126998900000.0,124381820000.0,129588870000.0,130898520000.0,125992450000.0,124584170000.0,121222595000.0,127883130000.0,124960920000.0,123281015000.0,123187360000.0,119989150000.0,127257530000.0
2072.0,126837970000.0,126662780000.0,124127190000.0,129681950000.0,130716690000.0,125653640000.0,124232350000.0,120608410000.0,127724190000.0,124722690000.0,122751750000.0,122666820000.0,119325050000.0,126792270000.0
2073.0,126523870000.0,126378844000.0,123731804000.0,129397604000.0,130531470000.0,125174250000.0,123897990000.0,120266400000.0,127341640000.0,124474240000.0,122326420000.0,122274270000.0,118618580000.0,126727030000.0
2074.0,126462630000.0,126203810000.0,123353874000.0,128965750000.0,130462340000.0,124941386000.0,123216780000.0,119939900000.0,127133835000.0,124184960000.0,121664905000.0,121968360000.0,117971260000.0,126556100000.0
2075.0,126280270000.0,126121026000.0,123255320000.0,128934310000.0,130359435000.0,124464190000.0,122875850000.0,119499910000.0,126859960000.0,124279950000.0,121033610000.0,121384700000.0,117211340000.0,126423106000.0
2076.0,125837165000.0,125994070000.0,122829140000.0,129134420000.0,130315160000.0,123983350000.0,122509700000.0,119156000000.0,126423654000.0,123834300000.0,120620390000.0,120976250000.0,116570580000.0,125983965000.0
2077.0,125533380000.0,125616580000.0,122404340000.0,128567796000.0,130203886000.0,123968140000.0,122226835000.0,118432550000.0,126483680000.0,123401130000.0,120123340000.0,120521900000.0,115749380000.0,126687040000.0
2078.0,125182650000.0,125618170000.0,122215105000.0,128470230000.0,130632120000.0,123560900000.0,121847900000.0,118033850000.0,126256720000.0,123849660000.0,119130710000.0,120184710000.0,114614710000.0,126036270000.0
2079.0,125136380000.0,125856604000.0,122106330000.0,129570234000.0,130099830000.0,123100570000.0,121458720000.0,117842166000.0,125921840000.0,123153930000.0,118569250000.0,120008460000.0,114153200000.0,125206940000.0
2080.0,124777290000.0,124962570000.0,121654380000.0,128339190000.0,130375740000.0,122844594000.0,121035645000.0,117464780000.0,126054180000.0,122586325000.0,118115680000.0,119685360000.0,113279360000.0,125033595000.0
2081.0,124561420000.0,124642886000.0,121327610000.0,128572350000.0,130034660000.0,122672070000.0,120635800000.0,116796960000.0,125646100000.0,122404420000.0,117649570000.0,119004850000.0,112356210000.0,124951260000.0
2082.0,124404670000.0,124407650000.0,121016260000.0,128490840000.0,129642660000.0,122197840000.0,119963886000.0,116527690000.0,125433905000.0,121623310000.0,116702340000.0,118521770000.0,111247890000.0,124652490000.0
2083.0,124139170000.0,124415460000.0,120640270000.0,128255860000.0,129776360000.0,121641410000.0,119232230000.0,116244200000.0,125051360000.0,121302660000.0,115745800000.0,118095660000.0,110539190000.0,124597720000.0
2084.0,123948020000.0,124085880000.0,120237646000.0,127666950000.0,129419560000.0,121301885000.0,118138250000.0,115885720000.0,124931465000.0,121040495000.0,115002420000.0,117844520000.0,109542960000.0,124151450000.0
2085.0,123808100000.0,123930440000.0,120264590000.0,127202840000.0,129181794000.0,120689840000.0,117919720000.0,115253210000.0,124523450000.0,120331936000.0,114194250000.0,117452770000.0,108817770000.0,123901460000.0
2086.0,123575160000.0,123751970000.0,119800490000.0,126959804000.0,129643460000.0,120329660000.0,117060330000.0,114845590000.0,124212030000.0,119631910000.0,113385440000.0,116842600000.0,107830550000.0,123635600000.0
2087.0,123269276000.0,123443730000.0,119670440000.0,126820975000.0,128855020000.0,120071530000.0,116446450000.0,114841160000.0,123868400000.0,119236805000.0,112400100000.0,116590040000.0,106948980000.0,123371580000.0
2088.0,122957900000.0,123335836000.0,119118190000.0,126572356000.0,128736450000.0,119517200000.0,115941380000.0,114125620000.0,123156120000.0,119058915000.0,111712690000.0,116279116000.0,106215620000.0,123248830000.0
2089.0,122561600000.0,123079270000.0,118847320000.0,126301780000.0,128820900000.0,119137180000.0,115439480000.0,113997200000.0,123045950000.0,118628250000.0,110864900000.0,116013330000.0,105298936000.0,123073520000.0
2090.0,122382050000.0,122791650000.0,118526430000.0,126216820000.0,128654480000.0,118688740000.0,114956590000.0,113171350000.0,122719270000.0,118364550000.0,110088135000.0,115618110000.0,104205000000.0,122804950000.0
2091.0,122141880000.0,122750260000.0,118087510000.0,126137246000.0,128669860000.0,118168805000.0,114410970000.0,112912030000.0,122560670000.0,117942034000.0,109264980000.0,114878030000.0,103226745000.0,122358510000.0
2092.0,121876220000.0,122544400000.0,117619696000.0,126246360000.0,128335170000.0,117840260000.0,113809410000.0,112311550000.0,122541870000.0,117337104000.0,108483930000.0,114436520000.0,102522460000.0,122044100000.0
2093.0,121543730000.0,122399030000.0,117167520000.0,125769780000.0,128345300000.0,117198970000.0,113212910000.0,111732830000.0,122213390000.0,116873060000.0,107399210000.0,113987920000.0,101222610000.0,121805780000.0
2094.0,121182850000.0,121862880000.0,116942650000.0,125531880000.0,128345530000.0,116811055000.0,112737940000.0,111359810000.0,121883910000.0,116519120000.0,106542970000.0,113286275000.0,100529070000.0,121500220000.0
2095.0,120978235000.0,121950580000.0,116358880000.0,125475290000.0,128070110000.0,116343790000.0,111974380000.0,110999070000.0,121735850000.0,116150360000.0,105796900000.0,112941290000.0,99472605000.0,121671600000.0
2096.0,120569210000.0,121487160000.0,115930464000.0,125372720000.0,128083485000.0,115975045000.0,111151970000.0,110564024000.0,121258450000.0,115855320000.0,104873490000.0,112562495000.0,98810940000.0,121161015000.0
2097.0,120340970000.0,121373620000.0,115638990000.0,125225150000.0,127609496000.0,115516350000.0,110586280000.0,110084160000.0,120970020000.0,115287130000.0,104014710000.0,111726535000.0,97848310000.0,120844970000.0
2098.0,120118730000.0,121045490000.0,115101870000.0,125015605000.0,127506430000.0,114948770000.0,110328226000.0,109450130000.0,120687150000.0,115047540000.0,103314710000.0,110947970000.0,96581030000.0,120628120000.0
2099.0,119598320000.0,120878630000.0,114767170000.0,124803195000.0,127298940000.0,114635010000.0,109594100000.0,108637500000.0,120657510000.0,114200035000.0,102086130000.0,110417240000.0,95485010000.0,120188250000.0
2100.0,119119460000.0,120509145000.0,114219160000.0,125662180000.0,127029270000.0,113662060000.0,108988280000.0,108329590000.0,120107910000.0,113639800000.0,101497250000.0,109794860000.0,94299600000.0,119998630000.0
