time,CAMS-CSM1-0,INM-CM5-0,CANESM5,MRI-ESM2-0,BCC-CSM2-MR,EC-EARTH3-VEG,GFDL-ESM4,MPI-ESM1-2-HR,FGOALS-F3-L,ACCESS-CM2,ACCESS-ESM1-5,CESM2-WACCM,NORESM2-MM,INM-CM4-8,IPSL-CM6A-LR,CESM2,EC-EARTH3
2026.0,134394315000.0,134587820000.0,133867430000.0,133929570000.0,133341946000.0,133853200000.0,134843630000.0,133846880000.0,134316830000.0,133983240000.0,133981110000.0,133656370000.0,134030190000.0,133895230000.0,133683690000.0,133810220000.0,134019850000.0
2027.0,134293230000.0,134539700000.0,134081350000.0,133338910000.0,133213590000.0,134493680000.0,134100730000.0,133763170000.0,133849230000.0,133813830000.0,134029460000.0,133385100000.0,133734160000.0,134363590000.0,133817510000.0,133408110000.0,133751110000.0
2028.0,134657190000.0,134234820000.0,133630165000.0,133487600000.0,133241120000.0,134030240000.0,133737310000.0,133786616000.0,133653135000.0,133349120000.0,133584626000.0,133459100000.0,133672250000.0,133769270000.0,133550820000.0,133578880000.0,134130920000.0
2029.0,134474146000.0,133733564000.0,133334290000.0,133164610000.0,133260320000.0,133594505000.0,133548930000.0,133343910000.0,133802205000.0,133213910000.0,133464600000.0,133271040000.0,133615755000.0,133443610000.0,134122430000.0,133287625000.0,133984670000.0
2030.0,134330820000.0,133766090000.0,133324650000.0,132987250000.0,133081300000.0,133429174000.0,133306970000.0,133304770000.0,133576070000.0,133120130000.0,133824094000.0,133397180000.0,133643460000.0,133291790000.0,133811905000.0,133087910000.0,133696650000.0
2031.0,133996904000.0,133539680000.0,134101630000.0,132812870000.0,132796360000.0,133325130000.0,133649410000.0,133156960000.0,133334280000.0,132877650000.0,133387920000.0,133156450000.0,133309506000.0,133186880000.0,133193480000.0,132957450000.0,133525920000.0
2032.0,133507540000.0,133749555000.0,133625135000.0,132655555000.0,132473710000.0,133526460000.0,133385765000.0,133450520000.0,133209500000.0,132767334000.0,133416080000.0,132880740000.0,133373300000.0,133058404000.0,133047820000.0,132825470000.0,133808410000.0
2033.0,133533530000.0,133237430000.0,133123220000.0,132388860000.0,132330360000.0,133299930000.0,132974530000.0,133083760000.0,133017630000.0,132853735000.0,133120730000.0,132590840000.0,133105490000.0,132839820000.0,132949600000.0,132831770000.0,133755260000.0
2034.0,133753240000.0,133207570000.0,132658230000.0,132366975000.0,132289410000.0,133200170000.0,133546630000.0,132741240000.0,132937600000.0,132668590000.0,133238730000.0,132511646000.0,133933770000.0,132759180000.0,132765330000.0,132630950000.0,133427910000.0
2035.0,133521465000.0,133029855000.0,132487550000.0,132137330000.0,132089240000.0,133286430000.0,132743905000.0,132614020000.0,133476614000.0,132493100000.0,132929905000.0,132398470000.0,133306220000.0,133024400000.0,132897096000.0,132362720000.0,133242640000.0
2036.0,133541760000.0,133815130000.0,132434990000.0,132029440000.0,131827200000.0,132978835000.0,132671430000.0,132907090000.0,133401640000.0,132469070000.0,132797690000.0,132179910000.0,133804065000.0,132831090000.0,132613830000.0,132241560000.0,133045354000.0
2037.0,133266400000.0,133077434000.0,132239970000.0,132269556000.0,131490546000.0,132778615000.0,132582700000.0,133321230000.0,133674640000.0,132409200000.0,132677450000.0,131969430000.0,133158855000.0,132771080000.0,132680360000.0,132414930000.0,133062500000.0
2038.0,133619550000.0,132717340000.0,132470820000.0,131643430000.0,131579660000.0,132668410000.0,132611236000.0,132523050000.0,133172060000.0,132421580000.0,132639695000.0,131851270000.0,132941780000.0,132700865000.0,132492870000.0,132062880000.0,133069000000.0
2039.0,133113680000.0,132759590000.0,131889865000.0,131745960000.0,131155340000.0,132664730000.0,132378340000.0,132549950000.0,132714800000.0,132104540000.0,132876440000.0,131617860000.0,132792720000.0,132453490000.0,132445780000.0,131861750000.0,132890760000.0
2040.0,132989040000.0,132740964000.0,132114860000.0,131627720000.0,130939230000.0,132488995000.0,132053450000.0,132325130000.0,132335240000.0,131835330000.0,132578750000.0,131661290000.0,134292500000.0,132138150000.0,132082770000.0,131605725000.0,132895210000.0
2041.0,132714440000.0,132940840000.0,131778265000.0,131414065000.0,130876970000.0,132409655000.0,131982640000.0,132238434000.0,132424240000.0,131536660000.0,132482910000.0,131485090000.0,132602330000.0,131954794000.0,132057104000.0,131463240000.0,132707890000.0
2042.0,132519076000.0,133031110000.0,131819300000.0,131339760000.0,130638230000.0,132219355000.0,131903770000.0,132212010000.0,132078305000.0,131583090000.0,132510820000.0,131392280000.0,133016450000.0,131812680000.0,131864940000.0,131736400000.0,132530220000.0
2043.0,132684366000.0,132745430000.0,131636110000.0,131418110000.0,130289476000.0,132143930000.0,132001160000.0,131890510000.0,131941564000.0,131655320000.0,132289044000.0,131073580000.0,132665200000.0,131730150000.0,131549810000.0,131141990000.0,132778750000.0
2044.0,133176770000.0,132588110000.0,131774820000.0,131133160000.0,129935720000.0,132007870000.0,131665250000.0,131792945000.0,131801160000.0,131353470000.0,132139990000.0,130923690000.0,132773000000.0,131877600000.0,131460375000.0,130914420000.0,132844160000.0
2045.0,132655440000.0,132397720000.0,131726050000.0,131228050000.0,129822695000.0,131935500000.0,131518580000.0,131858040000.0,131540250000.0,130977910000.0,131935900000.0,130681550000.0,132369080000.0,131598990000.0,131372655000.0,130659090000.0,133290170000.0
2046.0,132313375000.0,132385760000.0,132287730000.0,130872170000.0,129565650000.0,131814840000.0,131839000000.0,131557750000.0,131404940000.0,130807390000.0,132352900000.0,130364880000.0,132512960000.0,131288350000.0,131514110000.0,130330485000.0,132502610000.0
2047.0,132402610000.0,132342690000.0,131304710000.0,130833980000.0,129267580000.0,131760170000.0,131560480000.0,131819495000.0,131386490000.0,130562070000.0,131865666000.0,130105940000.0,132186400000.0,131170615000.0,131760505000.0,130238775000.0,132214520000.0
2048.0,132646870000.0,132219036000.0,130886460000.0,130743435000.0,128713180000.0,131468304000.0,131440820000.0,131892170000.0,131291990000.0,130257130000.0,131676410000.0,129816300000.0,132153704000.0,130813270000.0,131303850000.0,129583870000.0,132070670000.0
2049.0,132727930000.0,132708130000.0,131003070000.0,130223870000.0,128451510000.0,131305130000.0,132025390000.0,131326910000.0,131294650000.0,130030870000.0,131629950000.0,129640580000.0,132114410000.0,130820250000.0,130707595000.0,129522794000.0,131985650000.0
2050.0,132241100000.0,132357930000.0,131020460000.0,130333426000.0,128258050000.0,131149670000.0,131685220000.0,131330780000.0,130921560000.0,129804750000.0,131431014000.0,129347750000.0,132141875000.0,130827540000.0,130218600000.0,129253540000.0,131813680000.0
2051.0,132073630000.0,132277486000.0,130408595000.0,130049400000.0,128133850000.0,130846770000.0,131800650000.0,131100115000.0,130728800000.0,130024530000.0,131335250000.0,128978110000.0,131602500000.0,130580030000.0,130015920000.0,129191290000.0,131608270000.0
2052.0,131911230000.0,131931470000.0,129847760000.0,129922870000.0,127761330000.0,130607290000.0,130951980000.0,130834110000.0,130418220000.0,129696236000.0,131072460000.0,128675330000.0,131800990000.0,130930150000.0,130021740000.0,129048750000.0,131781950000.0
2053.0,131700425000.0,132295565000.0,129970690000.0,129797080000.0,127270030000.0,130430116000.0,130401340000.0,130900690000.0,130744810000.0,129249160000.0,131020670000.0,128357110000.0,131410210000.0,130833605000.0,129930306000.0,128426280000.0,131712110000.0
2054.0,131411880000.0,132403790000.0,129943870000.0,129545810000.0,127032940000.0,130108200000.0,130150620000.0,130447500000.0,130308040000.0,128946725000.0,131580370000.0,128145244000.0,131249140000.0,130321470000.0,129527870000.0,128343660000.0,131615605000.0
2055.0,131424230000.0,131899154000.0,130104570000.0,130306350000.0,126869860000.0,130092230000.0,130195790000.0,131071380000.0,129915230000.0,128906000000.0,130977220000.0,127847650000.0,131057520000.0,130249110000.0,129532210000.0,127852920000.0,131165280000.0
2056.0,131597420000.0,131762180000.0,129812560000.0,129491890000.0,126345850000.0,129768300000.0,130674926000.0,131471925000.0,129609340000.0,128632200000.0,130887880000.0,127439640000.0,131109400000.0,130134120000.0,129565330000.0,127468940000.0,131035110000.0
2057.0,130793770000.0,131478100000.0,129418110000.0,129160620000.0,126240326000.0,129585600000.0,130000920000.0,130619240000.0,129484956000.0,128638660000.0,130936680000.0,126998650000.0,130816975000.0,130835450000.0,128983876000.0,127327750000.0,130565180000.0
2058.0,130656320000.0,131410330000.0,129236440000.0,128813060000.0,125667520000.0,129437270000.0,129925150000.0,131133964000.0,129174650000.0,128280674000.0,130721390000.0,126817600000.0,130656630000.0,130162980000.0,128771330000.0,127120640000.0,130321460000.0
2059.0,130607055000.0,131997720000.0,128966570000.0,128579930000.0,125457375000.0,129248650000.0,129625360000.0,130132760000.0,128877060000.0,127684170000.0,130362650000.0,126527020000.0,130582070000.0,129791476000.0,129483860000.0,126929900000.0,130129010000.0
2060.0,130667370000.0,131402510000.0,128807700000.0,128792750000.0,125286240000.0,129129280000.0,129295340000.0,130040430000.0,128759950000.0,127180840000.0,130243240000.0,126117920000.0,130394500000.0,129569190000.0,128311950000.0,126464010000.0,130180290000.0
2061.0,131121100000.0,131265740000.0,128763800000.0,129312950000.0,124973490000.0,128799750000.0,128972005000.0,129873355000.0,128317160000.0,126883635000.0,130065730000.0,125645160000.0,130350790000.0,129410620000.0,127847980000.0,125902300000.0,129940546000.0
2062.0,131251710000.0,130995620000.0,128639220000.0,129916490000.0,123975790000.0,128741950000.0,128893250000.0,129906840000.0,128562610000.0,126474410000.0,130093380000.0,125372540000.0,130215830000.0,129133494000.0,127741360000.0,125620355000.0,129882020000.0
2063.0,130351540000.0,130948820000.0,128247540000.0,128374640000.0,123486040000.0,128214120000.0,128817420000.0,129391210000.0,127704154000.0,126094370000.0,129830040000.0,124731015000.0,130377870000.0,129885010000.0,127905390000.0,125157490000.0,129682506000.0
2064.0,130303600000.0,130893700000.0,128061964000.0,127925810000.0,122972120000.0,128118370000.0,128839120000.0,129105945000.0,127409520000.0,125841990000.0,129641670000.0,124682500000.0,130089650000.0,129182570000.0,127456300000.0,124824540000.0,129494780000.0
2065.0,129940546000.0,131509480000.0,128140470000.0,127715950000.0,122493560000.0,127871844000.0,128763830000.0,129223540000.0,126993180000.0,125694616000.0,129416310000.0,124093280000.0,130230350000.0,130485800000.0,127217660000.0,124761104000.0,129472900000.0
2066.0,130203220000.0,131464315000.0,128173500000.0,127489360000.0,122094445000.0,127723454000.0,128538840000.0,129044275000.0,126980510000.0,125471400000.0,129477940000.0,123517590000.0,129727594000.0,130334110000.0,126667550000.0,124237840000.0,129585320000.0
2067.0,129877470000.0,131184206000.0,127578440000.0,127369945000.0,121586565000.0,127349090000.0,128597910000.0,129215560000.0,126538690000.0,124787740000.0,129378630000.0,122868425000.0,129758750000.0,128921800000.0,126633400000.0,123747980000.0,129505550000.0
2068.0,129860280000.0,130954810000.0,127360980000.0,127158040000.0,120806060000.0,127121610000.0,128307360000.0,129001930000.0,126104320000.0,124458900000.0,129166170000.0,122946790000.0,129660260000.0,128840655000.0,126831080000.0,123666285000.0,128658720000.0
2069.0,129557440000.0,131322950000.0,127014400000.0,126607010000.0,120299490000.0,127110400000.0,128171320000.0,128901660000.0,126072150000.0,124429840000.0,128620765000.0,122449710000.0,129842400000.0,128585155000.0,126525006000.0,123267990000.0,128467075000.0
2070.0,129738230000.0,131391090000.0,126508630000.0,126363770000.0,120015634000.0,126878110000.0,128017820000.0,128879750000.0,125829360000.0,124039864000.0,128469580000.0,121982706000.0,129426880000.0,128370320000.0,126016360000.0,122821190000.0,128572000000.0
2071.0,129299090000.0,130490720000.0,126920000000.0,126616674000.0,119573900000.0,126782700000.0,127629340000.0,128402645000.0,125392270000.0,123984230000.0,128173834000.0,121830650000.0,129477750000.0,128531630000.0,125944460000.0,122678870000.0,128489650000.0
2072.0,128875760000.0,130355760000.0,126388670000.0,126155430000.0,119131530000.0,126460960000.0,127528200000.0,128788330000.0,125227704000.0,123468650000.0,127892050000.0,121423634000.0,128921680000.0,128000810000.0,125998440000.0,122038660000.0,128181210000.0
2073.0,128629190000.0,130364650000.0,125645120000.0,125874360000.0,118645100000.0,125875010000.0,127305370000.0,128244556000.0,124776360000.0,123586250000.0,127837150000.0,120565960000.0,128680980000.0,127719330000.0,125574230000.0,121612130000.0,127841780000.0
2074.0,128715530000.0,130257220000.0,125531440000.0,125580460000.0,117903200000.0,125763100000.0,127739010000.0,127989550000.0,124561240000.0,122896800000.0,127705055000.0,120055360000.0,128670280000.0,127865530000.0,125218160000.0,121338490000.0,127881380000.0
2075.0,128962820000.0,130170814000.0,125160350000.0,125431170000.0,117760240000.0,125382935000.0,127292260000.0,128357430000.0,124864905000.0,122287645000.0,127663250000.0,119688760000.0,128420170000.0,127850990000.0,125025580000.0,120962790000.0,127642060000.0
2076.0,128688210000.0,129920820000.0,124994350000.0,125420315000.0,117378170000.0,125753260000.0,127718930000.0,128168830000.0,124217290000.0,122128820000.0,127079105000.0,119285580000.0,128785770000.0,127515615000.0,124948310000.0,120663800000.0,127767590000.0
2077.0,128412560000.0,129841910000.0,124885030000.0,124987060000.0,117308530000.0,126066630000.0,127428370000.0,127758885000.0,124611710000.0,122021000000.0,126773390000.0,118865840000.0,127956920000.0,127468356000.0,125084380000.0,120377655000.0,126911340000.0
2078.0,128452980000.0,130838260000.0,124702860000.0,124660310000.0,116582330000.0,125068255000.0,127159070000.0,127388460000.0,123898710000.0,121686940000.0,127210540000.0,118391650000.0,127865480000.0,127179450000.0,124618400000.0,120038610000.0,126427880000.0
2079.0,128311410000.0,130045200000.0,124232800000.0,124430926000.0,115917130000.0,124706130000.0,126466460000.0,127460050000.0,123178350000.0,121304965000.0,126283650000.0,117820916000.0,127789240000.0,128157020000.0,124564400000.0,119424980000.0,126220370000.0
2080.0,127737170000.0,129778720000.0,124128510000.0,124241674000.0,115530540000.0,124309010000.0,126283770000.0,127131980000.0,123150025000.0,120787436000.0,126333890000.0,117521410000.0,127959630000.0,127153660000.0,124128300000.0,119075110000.0,125950540000.0
2081.0,127706450000.0,129681850000.0,123764850000.0,123962690000.0,115324690000.0,124007970000.0,126235410000.0,127003530000.0,122694795000.0,120963690000.0,126017815000.0,116628710000.0,127421360000.0,127203750000.0,123712400000.0,118886960000.0,125572270000.0
2082.0,127486730000.0,129692070000.0,123614820000.0,123571700000.0,115210650000.0,123630590000.0,126346035000.0,126587560000.0,122434445000.0,120272904000.0,126310790000.0,116019945000.0,129004060000.0,128246200000.0,122855170000.0,118536675000.0,125317200000.0
2083.0,127234380000.0,129749730000.0,123315580000.0,123053430000.0,114958450000.0,123358530000.0,125854140000.0,126351860000.0,122240980000.0,119690084000.0,125717820000.0,115650250000.0,127828886000.0,127422900000.0,122652390000.0,118293100000.0,125612140000.0
2084.0,127118300000.0,129430770000.0,123147370000.0,122847310000.0,114455495000.0,123332980000.0,125766260000.0,126190620000.0,121962630000.0,119599320000.0,124935990000.0,115249340000.0,127403210000.0,126978080000.0,122511335000.0,117842750000.0,124617920000.0
2085.0,126800230000.0,129335886000.0,122649790000.0,122646520000.0,113737335000.0,123019560000.0,125492220000.0,125972400000.0,121619150000.0,119321070000.0,124893400000.0,114474890000.0,126979800000.0,127264550000.0,122336900000.0,117337430000.0,124347680000.0
2086.0,126711970000.0,129292090000.0,123157760000.0,122341110000.0,113317490000.0,122750570000.0,125334100000.0,126006720000.0,121204670000.0,119426950000.0,124953760000.0,114127530000.0,127093900000.0,127688000000.0,122239300000.0,116909605000.0,124152330000.0
2087.0,126421470000.0,129076760000.0,122177910000.0,122047780000.0,113244130000.0,122387040000.0,124942975000.0,125765980000.0,121044540000.0,118764650000.0,124349055000.0,113358225000.0,127162430000.0,127298940000.0,122148030000.0,116229620000.0,123901720000.0
2088.0,126082515000.0,129661850000.0,121517050000.0,121818830000.0,113077320000.0,122105090000.0,124768240000.0,126276220000.0,121293610000.0,118062110000.0,124117254000.0,112708070000.0,126747740000.0,126884150000.0,121796256000.0,115814060000.0,123802900000.0
2089.0,125864870000.0,129126710000.0,121259065000.0,121310240000.0,112688590000.0,121732784000.0,124744360000.0,125160530000.0,120794460000.0,117628854000.0,124082620000.0,112302540000.0,126508640000.0,126516170000.0,121811870000.0,115691430000.0,123437480000.0
2090.0,126548720000.0,128979870000.0,121499440000.0,120851380000.0,111940680000.0,121608170000.0,124911010000.0,124949740000.0,120556780000.0,117333295000.0,123895095000.0,111754940000.0,126430660000.0,126598170000.0,122144330000.0,115173786000.0,123092490000.0
2091.0,126092700000.0,129130316000.0,121242120000.0,120550105000.0,111427660000.0,121057050000.0,124502810000.0,124621310000.0,120391530000.0,116702480000.0,123563500000.0,111365410000.0,126564370000.0,126260535000.0,121380676000.0,114624630000.0,123102090000.0
2092.0,126360355000.0,128663355000.0,120722180000.0,120368990000.0,110985620000.0,120700920000.0,124313470000.0,124701024000.0,120205270000.0,116298930000.0,123416625000.0,110964760000.0,126173470000.0,126322730000.0,120397230000.0,114258570000.0,122748985000.0
2093.0,125825890000.0,128716270000.0,119971320000.0,120124200000.0,110596750000.0,120261700000.0,124176980000.0,124482310000.0,119782060000.0,115904790000.0,123784585000.0,110143430000.0,125969920000.0,125934900000.0,120163950000.0,113794930000.0,122428160000.0
2094.0,125875480000.0,128903850000.0,119579630000.0,119504820000.0,110346180000.0,119802830000.0,123944480000.0,124362000000.0,119456236000.0,115585870000.0,123088445000.0,109675470000.0,125726580000.0,125664215000.0,120033960000.0,113170290000.0,122298890000.0
2095.0,125475226000.0,128981630000.0,119270530000.0,119361150000.0,109710110000.0,119369440000.0,123559680000.0,124071200000.0,119100040000.0,114905620000.0,122919540000.0,109110900000.0,125414140000.0,125297550000.0,119546570000.0,112794310000.0,121845420000.0
2096.0,124800230000.0,128699460000.0,119028154000.0,119182520000.0,109788710000.0,119216040000.0,123744550000.0,123945345000.0,118935440000.0,114795590000.0,123268310000.0,108379685000.0,125093020000.0,125334856000.0,119738650000.0,112121960000.0,121485220000.0
2097.0,124599116000.0,129396170000.0,119084925000.0,118829780000.0,109895420000.0,119103060000.0,124527760000.0,123340770000.0,118546416000.0,114268830000.0,123476296000.0,107372634000.0,125164460000.0,125122626000.0,118808540000.0,111728670000.0,121349350000.0
2098.0,124527660000.0,128546160000.0,118487280000.0,118394724000.0,109145430000.0,118268340000.0,123597380000.0,123163390000.0,118159150000.0,114225455000.0,123006520000.0,106924990000.0,124958820000.0,125134870000.0,118570115000.0,111262430000.0,121268120000.0
2099.0,124657050000.0,128299524000.0,117959980000.0,118157705000.0,108721410000.0,117905350000.0,123284930000.0,123485230000.0,117716600000.0,114245280000.0,121841490000.0,106373380000.0,124753000000.0,125310030000.0,118260090000.0,110651620000.0,121107720000.0
2100.0,125118770000.0,128161350000.0,118225700000.0,117871830000.0,108824780000.0,117729985000.0,123204190000.0,123796890000.0,117477240000.0,113665190000.0,121662890000.0,105713330000.0,124453640000.0,124877160000.0,117946780000.0,110285480000.0,121017200000.0
