time,MPI-ESM-LR,CCSM4,CSIRO-MK3-6-0
2051.0,8398221000.0,8062653000.0,9560253000.0
2052.0,8276157400.0,7937805000.0,9446761000.0
2053.0,8005513000.0,7691739000.0,9334324000.0
2054.0,7761936400.0,7480549400.0,9164381000.0
2055.0,7546031000.0,7320872400.0,9033845000.0
2056.0,7264017000.0,7109188000.0,8847372000.0
2057.0,7006672400.0,6905625600.0,8680011000.0
2058.0,6891797500.0,6721659000.0,8409348000.0
2059.0,6572578000.0,6559431000.0,8211050500.0
2060.0,6437246000.0,6336330000.0,8173548000.0
2061.0,6164847000.0,6154769000.0,7894642000.0
2062.0,5982025000.0,5954849300.0,7637323000.0
2063.0,5768955000.0,5746913000.0,7374635500.0
2064.0,5499752000.0,5550641700.0,7148720000.0
2065.0,5259796000.0,5367741400.0,6888591400.0
2066.0,5086483000.0,5218054700.0,6697062400.0
2067.0,4885969000.0,5008291000.0,6521920500.0
2068.0,4718569500.0,4845045000.0,6277874700.0
2069.0,4587699000.0,4639973400.0,6008403500.0
2070.0,4421709000.0,4464100000.0,5846189600.0
2071.0,4231681300.0,4329233400.0,5718513000.0
2072.0,4046777000.0,4166313000.0,5478372400.0
2073.0,3907786800.0,4019093500.0,5436745700.0
2074.0,3727572000.0,3896766000.0,5072851500.0
2075.0,3565032200.0,3774454300.0,4851778600.0
2076.0,3449359600.0,3643941400.0,4712865300.0
2077.0,3324818000.0,3529529300.0,4539041300.0
2078.0,3185960400.0,3397115100.0,4349763000.0
2079.0,3092527000.0,3291366100.0,4212216800.0
2080.0,2944953300.0,3194627600.0,4052449500.0
2081.0,2853616000.0,3089157400.0,3885585000.0
2082.0,2732468700.0,2999337000.0,3705961200.0
2083.0,2616714800.0,2896972300.0,4020729300.0
2084.0,2499770000.0,2814952000.0,3753933300.0
2085.0,2407496700.0,2734359800.0,3633403100.0
2086.0,2323917800.0,2637183700.0,3321479200.0
2087.0,2239375400.0,2561282300.0,3157723600.0
2088.0,2141668400.0,2504080000.0,3047648000.0
2089.0,2046911200.0,2426514700.0,2944066800.0
2090.0,1935392000.0,2355511600.0,2836887300.0
2091.0,1871008100.0,2288378400.0,2734570200.0
2092.0,1812500200.0,2237461000.0,2636009200.0
2093.0,1750411500.0,2171227100.0,2617902800.0
2094.0,1680320300.0,2146672900.0,2510591500.0
2095.0,1623324400.0,2070315600.0,2377068300.0
2096.0,1604866400.0,2019464400.0,2293662700.0
2097.0,1557146500.0,1944821200.0,2208784600.0
2098.0,1517343200.0,1902819700.0,2166804700.0
2099.0,1465615000.0,1862990800.0,2301256200.0
2100.0,1424477700.0,1853974100.0,2109757200.0
2101.0,1382196700.0,1770789600.0,2053011800.0
2102.0,1336346800.0,1734789500.0,1996006300.0
2103.0,1285340300.0,1711639300.0,1927639400.0
2104.0,1240240400.0,1693466400.0,1886814700.0
2105.0,1191973500.0,1667199600.0,1879690900.0
2106.0,1156214700.0,1646420400.0,1860346500.0
2107.0,1177232300.0,1614957000.0,1776000000.0
2108.0,1086599400.0,1613046300.0,1684880400.0
2109.0,1050986750.0,1579713400.0,1656230500.0
2110.0,1030860300.0,1552344600.0,1617413200.0
2111.0,1020781800.0,1515984800.0,1590818700.0
2112.0,995391360.0,1496504700.0,1560581900.0
2113.0,958384100.0,1482801200.0,1499595300.0
2114.0,935650600.0,1441774500.0,1465102100.0
2115.0,909387700.0,1411089000.0,1433726300.0
2116.0,863306600.0,1386126600.0,1391548300.0
2117.0,840331700.0,1378111900.0,1357893400.0
2118.0,830175040.0,1349854500.0,1323973200.0
2119.0,808374400.0,1324782200.0,1290550900.0
2120.0,790824300.0,1305974800.0,1259947800.0
2121.0,772523300.0,1276638700.0,1272205300.0
2122.0,740569900.0,1254272000.0,1173023100.0
2123.0,721981100.0,1233712100.0,1133011200.0
2124.0,693992400.0,1251816700.0,1093098400.0
2125.0,669146200.0,1209895300.0,1060088100.0
2126.0,655901100.0,1222451700.0,1025399360.0
2127.0,649254850.0,1189765800.0,983279800.0
2128.0,621850900.0,1165588700.0,966243460.0
2129.0,606130900.0,1150257000.0,1000456000.0
2130.0,590375500.0,1134250100.0,910000000.0
2131.0,577954000.0,1109647400.0,879768960.0
2132.0,565402700.0,1093978600.0,875616400.0
2133.0,539409150.0,1078775800.0,872759230.0
2134.0,528377820.0,1055145200.0,844632600.0
2135.0,521749700.0,1030915700.0,832183100.0
2136.0,512104700.0,1018975300.0,826017900.0
2137.0,506807330.0,994738600.0,807940860.0
2138.0,487634020.0,970674050.0,776728960.0
2139.0,472224960.0,953496700.0,766864960.0
2140.0,446153820.0,923160060.0,766738000.0
2141.0,422313200.0,908069950.0,774776000.0
2142.0,413234600.0,900156700.0,775952500.0
2143.0,401865280.0,868746300.0,764485570.0
2144.0,394143600.0,855196740.0,746743700.0
2145.0,379736030.0,844409000.0,758398850.0
2146.0,377394050.0,830653950.0,729747400.0
2147.0,367230850.0,816943800.0,708425660.0
2148.0,353767970.0,829723000.0,677487800.0
2149.0,340401700.0,813183200.0,647249340.0
2150.0,331794140.0,787939260.0,619670700.0
2151.0,323741500.0,784502700.0,612129600.0
2152.0,311758270.0,767952500.0,597790200.0
2153.0,292846000.0,752436540.0,552969340.0
2154.0,290077470.0,736914000.0,544667100.0
2155.0,294410720.0,729466300.0,512880350.0
2156.0,273294500.0,720679100.0,501026800.0
2157.0,262772220.0,711889660.0,486699200.0
2158.0,255159790.0,696722200.0,470556900.0
2159.0,248162300.0,692636700.0,463555300.0
2160.0,243149360.0,676565400.0,444980700.0
2161.0,230602720.0,659649100.0,457083070.0
2162.0,231917550.0,657126500.0,429506530.0
2163.0,221448750.0,645757100.0,433860480.0
2164.0,219823420.0,634058050.0,442346370.0
2165.0,220235280.0,622301760.0,418476100.0
2166.0,212314700.0,619472800.0,434894660.0
2167.0,211411380.0,610860700.0,407177630.0
2168.0,202752110.0,602728200.0,428129920.0
2169.0,198795000.0,586804860.0,416944740.0
2170.0,195918030.0,563231100.0,400549730.0
2171.0,192136600.0,552158100.0,371488540.0
2172.0,190207120.0,542128060.0,356464200.0
2173.0,197561570.0,533188540.0,343109950.0
2174.0,189965900.0,535766560.0,330923000.0
2175.0,184532580.0,524728670.0,300539330.0
2176.0,184994370.0,515819140.0,365481060.0
2177.0,181272740.0,511724830.0,329328900.0
2178.0,177113460.0,505708400.0,302739500.0
2179.0,173661390.0,499825630.0,283163520.0
2180.0,172899970.0,499863200.0,289081600.0
2181.0,169445010.0,489757500.0,264260880.0
2182.0,166333520.0,481398400.0,250602260.0
2183.0,165640860.0,476203260.0,265573980.0
2184.0,164748240.0,478618240.0,254890980.0
2185.0,161971250.0,470901860.0,256480940.0
2186.0,158362080.0,467627700.0,265452050.0
2187.0,156322350.0,461179840.0,247501810.0
2188.0,148529570.0,459453630.0,253531090.0
2189.0,141472030.0,463937200.0,244445920.0
2190.0,151276200.0,460970180.0,235850540.0
2191.0,136721620.0,449409860.0,220451460.0
2192.0,135336420.0,445811400.0,197284620.0
2193.0,129631440.0,447688220.0,185822400.0
2194.0,137456180.0,442818600.0,182795870.0
2195.0,134318030.0,436314800.0,190988000.0
2196.0,128180730.0,434261220.0,173568160.0
2197.0,135265360.0,436236640.0,166364450.0
2198.0,126764010.0,426849700.0,165958180.0
2199.0,122782920.0,428432800.0,164320400.0
2200.0,123022640.0,419218700.0,156650540.0
2201.0,119183464.0,425191200.0,156674600.0
2202.0,116335810.0,432554300.0,152137740.0
2203.0,116427500.0,416650080.0,148993200.0
2204.0,134216680.0,414289570.0,143572960.0
2205.0,119475920.0,413825860.0,137422400.0
2206.0,113761800.0,409303840.0,130363920.0
2207.0,116874800.0,418679580.0,127865730.0
2208.0,111817030.0,404226620.0,124205064.0
2209.0,121159830.0,400713700.0,117934790.0
2210.0,114586170.0,392288740.0,114571760.0
2211.0,111449784.0,393612000.0,125766390.0
2212.0,110366750.0,391859620.0,116603430.0
2213.0,114803256.0,389048260.0,115285896.0
2214.0,108514180.0,386018340.0,114311890.0
2215.0,106981030.0,379263230.0,113117780.0
2216.0,120737864.0,377309920.0,120151656.0
2217.0,110673380.0,383400540.0,112845540.0
2218.0,108836480.0,375038800.0,108295800.0
2219.0,108446090.0,369485950.0,109915970.0
2220.0,108313544.0,369832600.0,102601640.0
2221.0,105044590.0,366705470.0,98683870.0
2222.0,104173950.0,359195870.0,100182950.0
2223.0,104410024.0,354383780.0,94326770.0
2224.0,103819990.0,356113200.0,93589736.0
2225.0,105563976.0,353162460.0,107990104.0
2226.0,98370850.0,349141700.0,107335050.0
2227.0,97408750.0,347786000.0,106328420.0
2228.0,93777540.0,345692700.0,108214120.0
2229.0,92274420.0,340574300.0,135662290.0
2230.0,86442344.0,338559360.0,133669510.0
2231.0,85049480.0,337246700.0,120702130.0
2232.0,82146500.0,336025280.0,114090744.0
2233.0,81935510.0,335054820.0,107366750.0
2234.0,80108184.0,327691230.0,101805336.0
2235.0,80156180.0,319888300.0,110194880.0
2236.0,76805896.0,316274000.0,105990960.0
2237.0,73453224.0,311112800.0,107445704.0
2238.0,74870824.0,313548260.0,112442890.0
2239.0,72534990.0,317352400.0,114877384.0
2240.0,70867880.0,314008900.0,135287170.0
2241.0,69855976.0,308935400.0,123235336.0
2242.0,69784520.0,307277700.0,116059990.0
2243.0,75884690.0,300945250.0,110734720.0
2244.0,68949260.0,307964000.0,112998300.0
2245.0,69826200.0,298538750.0,118893720.0
2246.0,76362136.0,304923870.0,116313250.0
2247.0,79210880.0,299440580.0,108842820.0
2248.0,79090700.0,294599100.0,104915470.0
2249.0,78001950.0,292822820.0,100446470.0
2250.0,75837304.0,319556200.0,100191680.0
2251.0,75996130.0,311070900.0,96630696.0
2252.0,75123250.0,304661000.0,94382130.0
2253.0,75101150.0,295511000.0,92692250.0
2254.0,71764110.0,302526180.0,92483320.0
2255.0,73524420.0,299695780.0,90619390.0
2256.0,70787640.0,291376060.0,86511830.0
2257.0,69933260.0,292389860.0,83631704.0
2258.0,72568470.0,287362850.0,80844420.0
2259.0,69661310.0,282791230.0,77941450.0
2260.0,68595980.0,281212400.0,73081610.0
2261.0,67402850.0,278087580.0,72505890.0
2262.0,67343144.0,288890560.0,72530680.0
2263.0,67323990.0,284285440.0,88136136.0
2264.0,67488180.0,278211620.0,83839384.0
2265.0,66978652.0,274508200.0,85601630.0
2266.0,67577400.0,274351970.0,81267730.0
2267.0,66864136.0,275363650.0,81750550.0
2268.0,66458524.0,272240830.0,77661630.0
2269.0,66262056.0,270406050.0,75595930.0
2270.0,66304584.0,265843710.0,76742936.0
2271.0,67817330.0,269260700.0,76446680.0
2272.0,66279696.0,291538600.0,81898430.0
2273.0,62988996.0,282881820.0,73991250.0
2274.0,63166460.0,276647700.0,74904390.0
2275.0,63192620.0,272941730.0,73082920.0
2276.0,63154590.0,271090050.0,70422080.0
2277.0,63015660.0,266784980.0,71683980.0
2278.0,62998224.0,264946460.0,67763340.0
2279.0,64063456.0,266905540.0,66481700.0
2280.0,62709708.0,260216140.0,75880360.0
2281.0,63313490.0,263637070.0,71549670.0
2282.0,63000804.0,263749940.0,67879390.0
2283.0,62635744.0,263104830.0,66450320.0
2284.0,62532596.0,263612880.0,65140136.0
2285.0,63234324.0,263489680.0,60922936.0
2286.0,61835210.0,254830620.0,58649810.0
2287.0,61868252.0,257183140.0,58716480.0
2288.0,61947290.0,254271380.0,56391416.0
2289.0,61213132.0,254492130.0,56145876.0
2290.0,60166892.0,274532960.0,51720770.0
2291.0,60379972.0,261905920.0,51714092.0
2292.0,60864024.0,255241860.0,50058452.0
2293.0,59699690.0,257530580.0,50348324.0
2294.0,60508604.0,263057570.0,56440650.0
2295.0,62330896.0,258996750.0,62634996.0
2296.0,59840972.0,258374990.0,94864560.0
2297.0,59886188.0,255442460.0,78758410.0
2298.0,59156052.0,249171020.0,70688900.0
2299.0,58605870.0,283586880.0,68522616.0
2300.0,58549040.0,251303020.0,65640984.0
