time,MPI-ESM-LR,NORESM1-M,CSIRO-MK3-6-0,CESM1-CAM5
2000.0,14919741000.0,14917538000.0,14901045000.0,14919741000.0
2001.0,14949329000.0,14947131000.0,14930533000.0,14949329000.0
2002.0,14959975000.0,14957782000.0,14941160000.0,14959975000.0
2003.0,14985912000.0,14983663000.0,14967087000.0,14985912000.0
2004.0,14973322000.0,14971139000.0,14954491000.0,14973322000.0
2005.0,14978955000.0,14976779000.0,14960132000.0,14978955000.0
2006.0,14958559000.0,14956388000.0,14939732000.0,14958559000.0
2007.0,14913043000.0,14910880000.0,14894214000.0,14913043000.0
2008.0,14866310000.0,14864154000.0,14847501000.0,14866310000.0
2009.0,14860156000.0,14858006000.0,14841353000.0,14860156000.0
2010.0,14777998000.0,14775863000.0,14759271000.0,14777998000.0
2011.0,14736210000.0,14734099000.0,14717493000.0,14736210000.0
2012.0,14669479000.0,14667379000.0,14650766000.0,14669479000.0
2013.0,14583341000.0,14581250000.0,14564643000.0,14583341000.0
2014.0,14552294000.0,14550148000.0,14533598000.0,14552294000.0
2015.0,14462127000.0,14460122000.0,14443442000.0,14462127000.0
2016.0,14406241000.0,14404241000.0,14387561000.0,14406241000.0
2017.0,14314560000.0,14312622000.0,14295919000.0,14314560000.0
2018.0,14230169000.0,14228237000.0,14211556000.0,14230169000.0
2019.0,14116851000.0,14114935000.0,14098306000.0,14116851000.0
2020.0,14066936000.0,14065058000.0,14048394000.0,14066936000.0
2021.0,13907896000.0,13940960000.0,13947873000.0,13907603000.0
2022.0,13822744000.0,13786579000.0,13869194000.0,13784983000.0
2023.0,13966000000.0,13647047000.0,13687697000.0,13670515000.0
2024.0,13736930000.0,13498248000.0,13804492000.0,13565325000.0
2025.0,13562510000.0,13278369000.0,13563182000.0,13686752000.0
2026.0,13626566000.0,13476335000.0,13314192000.0,13458249000.0
2027.0,13396795000.0,13114748000.0,13173540000.0,13216509000.0
2028.0,13252528000.0,12940125000.0,12963246000.0,13060376000.0
2029.0,13069640000.0,12691864000.0,12892552000.0,12932292000.0
2030.0,12895238000.0,12558006000.0,12859910000.0,12743072000.0
2031.0,12856480000.0,12344358000.0,12714257000.0,12762024000.0
2032.0,12632794000.0,12184272000.0,12486387000.0,12484303000.0
2033.0,12625612000.0,11979847000.0,12333736000.0,12338334000.0
2034.0,12927013000.0,11776327000.0,12081330000.0,12116427000.0
2035.0,12364157000.0,11570007000.0,11872264000.0,11855153000.0
2036.0,12438019000.0,11327248000.0,11649768000.0,11805029000.0
2037.0,12073768000.0,11324324000.0,11486690000.0,11545345000.0
2038.0,11828729000.0,11037068000.0,11380556000.0,11353998000.0
2039.0,11661750000.0,10802766000.0,11192730000.0,11160086000.0
2040.0,11450931000.0,10989588000.0,11124514000.0,11036030000.0
2041.0,11218031000.0,10500419000.0,10934172000.0,10762313000.0
2042.0,11092677000.0,10344169000.0,10671438000.0,10556418000.0
2043.0,10892189000.0,10134759000.0,10501707000.0,10345671000.0
2044.0,10662211000.0,9928457000.0,10281385000.0,10095100000.0
2045.0,10405006000.0,9681361000.0,10043814000.0,9892443000.0
2046.0,10250634000.0,9491403000.0,9883349000.0,9715529000.0
2047.0,10076603000.0,9779273000.0,9615224000.0,9488645000.0
2048.0,9908211000.0,9379500000.0,9390959000.0,9482856000.0
2049.0,9649406000.0,9155571000.0,9218469000.0,9277960000.0
2050.0,9449312000.0,8881963000.0,9072084000.0,9087009000.0
2051.0,9259490000.0,8728707000.0,9032798000.0,8888354000.0
2052.0,9016068000.0,9127045000.0,8762535000.0,8682990000.0
2053.0,8804905000.0,8644047000.0,8568991000.0,8504957000.0
2054.0,8602644000.0,8663940000.0,8358135000.0,8339622000.0
2055.0,8389574000.0,8363081000.0,8187737600.0,8144661500.0
2056.0,8167792000.0,8301831700.0,7995991600.0,7984193000.0
2057.0,7977334300.0,8188558300.0,7792084500.0,7854849500.0
2058.0,7798587000.0,7998699500.0,7820621000.0,7708690400.0
2059.0,7639999500.0,7970638300.0,7480676400.0,7695787000.0
2060.0,7417140000.0,7754293000.0,7357829600.0,7531459000.0
2061.0,7243754500.0,7694687000.0,7174517000.0,7344444400.0
2062.0,7334796300.0,7585474600.0,7037029000.0,7300291000.0
2063.0,7033900500.0,7451555000.0,6821742000.0,7051201000.0
2064.0,6895464000.0,7338337300.0,6954060000.0,6911659000.0
2065.0,6734333000.0,7226322400.0,6566996500.0,6778621400.0
2066.0,6542753000.0,8532141000.0,6561263000.0,6636516000.0
2067.0,6406347000.0,7579792400.0,6401119700.0,6515459600.0
2068.0,6283923500.0,7328943000.0,6344230400.0,6376664600.0
2069.0,6189211000.0,7231195000.0,6578265600.0,6356942300.0
2070.0,7218214000.0,7047876600.0,6240219000.0,6186452000.0
2071.0,6215828000.0,6890177000.0,6632441300.0,6048152600.0
2072.0,6278873600.0,6787867600.0,6161955300.0,5928748500.0
2073.0,5952492500.0,6736762000.0,6061622300.0,5863792000.0
2074.0,5905771000.0,6642760000.0,6023676400.0,5703480300.0
2075.0,5763128000.0,6564359700.0,5921961000.0,5610375700.0
2076.0,5665732000.0,6490959400.0,5904095000.0,5602094000.0
2077.0,5602919400.0,6398415400.0,5711383600.0,5426494500.0
2078.0,5526473000.0,6337730600.0,5691469000.0,5431465500.0
2079.0,5557180000.0,6415729000.0,5537253400.0,5280048000.0
2080.0,5781145600.0,6273240000.0,5440150500.0,5283563000.0
2081.0,5468309500.0,6177807400.0,5309383000.0,5150879000.0
2082.0,5523533300.0,6134100500.0,5216580600.0,5072634000.0
2083.0,5494560000.0,6037010000.0,5147775000.0,5001432000.0
2084.0,5328691000.0,5994512400.0,5046736000.0,4932465000.0
2085.0,5216594000.0,5975088000.0,5023866400.0,4842106400.0
2086.0,5160255500.0,5877904000.0,4873901000.0,4763541500.0
2087.0,5163554300.0,6001927000.0,4790595600.0,4719481000.0
2088.0,5079001600.0,5809264000.0,4811785000.0,4637398500.0
2089.0,5010979000.0,5768822000.0,4582146000.0,4567188000.0
2090.0,5035193000.0,5691152000.0,4443934700.0,4535150600.0
2091.0,5041999000.0,5633880600.0,4401471500.0,4445338000.0
2092.0,5003684400.0,5567498000.0,4260341000.0,4367776000.0
2093.0,6004881000.0,5581227000.0,4231819000.0,4279376000.0
2094.0,5506996700.0,5457218600.0,4089758200.0,4289490400.0
2095.0,5183427000.0,5491421000.0,3999073300.0,4182301400.0
2096.0,5004044300.0,5377520600.0,4269919500.0,4183436500.0
2097.0,4863992000.0,5289063400.0,4798833000.0,4122125000.0
2098.0,4766778400.0,5223589400.0,4147456800.0,4024624000.0
2099.0,4722677000.0,5133343000.0,4123540700.0,3987439400.0
2100.0,4682759700.0,5101376000.0,4222244000.0,3937230800.0
2101.0,4666871000.0,5054659000.0,4104485600.0,3938279400.0
2102.0,4595666400.0,4996035600.0,4031635200.0,3835717000.0
2103.0,4561260000.0,5086020600.0,4140255200.0,3851518500.0
2104.0,4505949700.0,5018919000.0,4392026000.0,3794281200.0
2105.0,4526277000.0,4876299300.0,4336646000.0,3738265000.0
2106.0,4409355000.0,4819271700.0,4349142000.0,3714111500.0
2107.0,4350190600.0,4771435500.0,4332534000.0,3698423000.0
2108.0,4415024000.0,4800417000.0,4264257500.0,3648800800.0
2109.0,4313349000.0,4707501600.0,5550251000.0,3635377000.0
2110.0,4199826000.0,4704412700.0,4700419000.0,3584619800.0
2111.0,4148456000.0,4755249000.0,4491739600.0,3712168700.0
2112.0,4113581000.0,4753067500.0,4288105500.0,3558110500.0
2113.0,4039497700.0,4632143000.0,4208293600.0,3522818000.0
2114.0,3982713000.0,4620734500.0,4809228000.0,3543635000.0
2115.0,3916065800.0,4567182300.0,4352119000.0,3589555000.0
2116.0,3841613600.0,4637758500.0,4178480400.0,3537481200.0
2117.0,3834785300.0,4770133000.0,4135428400.0,3513303300.0
2118.0,3787909400.0,4629297700.0,4127413800.0,3461768700.0
2119.0,3732299500.0,4518366000.0,4076151000.0,3641505800.0
2120.0,3693633800.0,4494790000.0,4084004000.0,3445818600.0
