time,TAIESM1,CESM2-WACCM,MPI-ESM1-2-HR,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0,KACE-1-0-G,IITM-ESM,UKESM1-0-LL
2060.0,3113172300000.0,3090981000000.0,3799531400000.0,3388132300000.0,3674005000000.0,3765078600000.0,3444914500000.0,2733963000000.0,3044722300000.0
2061.0,3060772600000.0,3036248300000.0,3790046500000.0,3365432200000.0,3657592000000.0,3751794400000.0,3423716800000.0,2694492200000.0,3002739000000.0
2062.0,3022797000000.0,2986961800000.0,3773672200000.0,3326932700000.0,3640893000000.0,3737973200000.0,3404819600000.0,2660671400000.0,2975323400000.0
2063.0,2998112600000.0,2957473500000.0,3753245400000.0,3300924000000.0,3621714100000.0,3703387700000.0,3361094800000.0,2617298000000.0,2910548100000.0
2064.0,2956777200000.0,2909429300000.0,3735270200000.0,3283524000000.0,3595769500000.0,3659120500000.0,3308981600000.0,2574699500000.0,2880844000000.0
2065.0,2916786400000.0,2874605800000.0,3706262700000.0,3269872800000.0,3569722900000.0,3655187600000.0,3280815300000.0,2529894900000.0,2851973000000.0
2066.0,2881143700000.0,2836804700000.0,3667516200000.0,3257258000000.0,3565993300000.0,3620067000000.0,3240456400000.0,2490730500000.0,2839041300000.0
2067.0,2836726000000.0,2817776000000.0,3648045700000.0,3235764000000.0,3541086800000.0,3628157600000.0,3222549300000.0,2454438300000.0,2815926200000.0
2068.0,2787528100000.0,2777927600000.0,3631289000000.0,3194838300000.0,3516430500000.0,3607866400000.0,3181257200000.0,2412118500000.0,2782064800000.0
2069.0,2748947600000.0,2737774800000.0,3611233000000.0,3166013000000.0,3488033800000.0,3589027400000.0,3145436000000.0,2384379200000.0,2756947500000.0
2070.0,2711545200000.0,2716397700000.0,3585619800000.0,3137254500000.0,3466931700000.0,3559074600000.0,3114488800000.0,2359396700000.0,2739318600000.0
2071.0,2678978500000.0,2685083300000.0,3591413400000.0,3117888600000.0,3445778800000.0,3529238400000.0,3072132400000.0,2324055000000.0,2696062700000.0
2072.0,2634348500000.0,2646732200000.0,3557526000000.0,3087209600000.0,3444885400000.0,3504988200000.0,3034849000000.0,2292490200000.0,2670046000000.0
2073.0,2611678800000.0,2619168800000.0,3524489000000.0,3056858600000.0,3419668200000.0,3484013600000.0,3005220700000.0,2265994500000.0,2631511800000.0
2074.0,2585375500000.0,2592146200000.0,3497626000000.0,3031700300000.0,3408646600000.0,3468113700000.0,2944173600000.0,2221009500000.0,2602189500000.0
2075.0,2533117400000.0,2540964400000.0,3465377500000.0,3010943800000.0,3398547000000.0,3439869000000.0,2920577800000.0,2199277000000.0,2574214000000.0
2076.0,2484728200000.0,2493215000000.0,3438559600000.0,2997760300000.0,3368987700000.0,3387796200000.0,2897423000000.0,2168824900000.0,2541680300000.0
2077.0,2462156800000.0,2465903700000.0,3426521700000.0,2974211400000.0,3342460500000.0,3341367000000.0,2858490500000.0,2141095500000.0,2487710600000.0
2078.0,2423084300000.0,2451936600000.0,3419193200000.0,2955979500000.0,3303673000000.0,3317846000000.0,2825019700000.0,2108953100000.0,2444618600000.0
2079.0,2399733000000.0,2415610000000.0,3385707700000.0,2939619400000.0,3282063600000.0,3309767200000.0,2808930400000.0,2075641000000.0,2408770700000.0
2080.0,2356381000000.0,2369021000000.0,3371644200000.0,2914073400000.0,3276526000000.0,3290793000000.0,2781633300000.0,2039216200000.0,2370819600000.0
2081.0,2313102800000.0,2328415000000.0,3352595800000.0,2897277400000.0,3264225000000.0,3258171500000.0,2753787900000.0,2005555600000.0,2340628200000.0
2082.0,2281778000000.0,2286671000000.0,3316918300000.0,2881983300000.0,3233286200000.0,3221729800000.0,2720273500000.0,1976650800000.0,2305485400000.0
2083.0,2246518500000.0,2258830000000.0,3310031200000.0,2859365800000.0,3209937000000.0,3203568800000.0,2672748100000.0,1950816700000.0,2282926600000.0
2084.0,2204526700000.0,2223795300000.0,3297035400000.0,2841191600000.0,3191357300000.0,3188886600000.0,2637169700000.0,1929004700000.0,2239439000000.0
2085.0,2170710800000.0,2193386900000.0,3286618900000.0,2805817400000.0,3192892700000.0,3162290500000.0,2621939400000.0,1893881200000.0,2206205500000.0
2086.0,2144421500000.0,2157335300000.0,3273589500000.0,2770267500000.0,3171851400000.0,3131313800000.0,2599783200000.0,1865737600000.0,2170277200000.0
2087.0,2118334700000.0,2123453000000.0,3269985800000.0,2750659000000.0,3148573800000.0,3097909000000.0,2568531700000.0,1831772700000.0,2147773400000.0
2088.0,2095744500000.0,2095243000000.0,3257408000000.0,2730224800000.0,3132175000000.0,3071822800000.0,2533491700000.0,1799771900000.0,2118218300000.0
2089.0,2065061800000.0,2068727100000.0,3238506500000.0,2706193000000.0,3118288600000.0,3061977200000.0,2508543800000.0,1771336600000.0,2087776400000.0
2090.0,2035048100000.0,2046687000000.0,3232486000000.0,2683810300000.0,3115741000000.0,3037237300000.0,2482923600000.0,1740626000000.0,2050984600000.0
2091.0,2005126500000.0,2031234000000.0,3219581800000.0,2655010400000.0,3095417600000.0,3018428800000.0,2467242200000.0,1718971100000.0,2015508400000.0
2092.0,1972945300000.0,1998576700000.0,3201684500000.0,2642535800000.0,3070243600000.0,2982749400000.0,2447884700000.0,1704063500000.0,1985489800000.0
2093.0,1942769500000.0,1965118600000.0,3186963300000.0,2612361700000.0,3057050000000.0,2960958700000.0,2426750400000.0,1685369100000.0,1948473500000.0
2094.0,1897735500000.0,1934626700000.0,3181410500000.0,2596957300000.0,3030183000000.0,2931283500000.0,2381688600000.0,1659243600000.0,1919284400000.0
2095.0,1865700600000.0,1918257500000.0,3165117500000.0,2573065300000.0,3013524600000.0,2911428400000.0,2369433600000.0,1639025200000.0,1904170100000.0
2096.0,1841248000000.0,1877203500000.0,3145780200000.0,2550295000000.0,3000709400000.0,2908920700000.0,2340279000000.0,1622513200000.0,1887072700000.0
2097.0,1806122700000.0,1843225700000.0,3146692000000.0,2529375600000.0,2995967800000.0,2885495000000.0,2319146500000.0,1602568700000.0,1860611300000.0
2098.0,1776204100000.0,1821685700000.0,3118347600000.0,2502428200000.0,2969862400000.0,2873582000000.0,2304538000000.0,1589853600000.0,1846777300000.0
2099.0,1750027900000.0,1797055300000.0,3095842500000.0,2489558200000.0,2941177000000.0,2855878800000.0,2284737500000.0,1568848200000.0,1833753800000.0
2100.0,1731422300000.0,1760004800000.0,3071394000000.0,2470392400000.0,2916952300000.0,2836928400000.0,2259519300000.0,1548823300000.0,1816925000000.0
