time,UKESM1-0-LL,MRI-ESM2-0,GFDL-ESM4,IPSL-CM6A-LR
2072.0,3061430400000.0,3683695200000.0,3685292200000.0,3462783800000.0
2073.0,3036485500000.0,3677978400000.0,3674831600000.0,3463338000000.0
2074.0,3027876200000.0,3653278400000.0,3656372500000.0,3463277200000.0
2075.0,3010544500000.0,3630989800000.0,3667986200000.0,3453421000000.0
2076.0,2996382500000.0,3626664700000.0,3659893600000.0,3427800000000.0
2077.0,2968360800000.0,3608847000000.0,3658227000000.0,3404483500000.0
2078.0,2962595300000.0,3603231400000.0,3657954500000.0,3392119000000.0
2079.0,2946959400000.0,3592639500000.0,3657025700000.0,3387821000000.0
2080.0,2906975400000.0,3574356800000.0,3652625000000.0,3367258800000.0
2081.0,2884566800000.0,3550821700000.0,3623198400000.0,3363642000000.0
2082.0,2864498300000.0,3545775000000.0,3617655400000.0,3359582700000.0
2083.0,2856229300000.0,3545283400000.0,3598814000000.0,3345061200000.0
2084.0,2857480500000.0,3539099200000.0,3600063000000.0,3324648000000.0
2085.0,2838367600000.0,3537681800000.0,3592337500000.0,3292844800000.0
2086.0,2825775000000.0,3539345900000.0,3582637000000.0,3277333200000.0
2087.0,2816496400000.0,3531364000000.0,3571474800000.0,3261010800000.0
2088.0,2817182100000.0,3522886400000.0,3555009500000.0,3254660400000.0
2089.0,2801562300000.0,3517335500000.0,3545396400000.0,3231968400000.0
2090.0,2799559200000.0,3516860700000.0,3545997800000.0,3222273000000.0
2091.0,2787438200000.0,3509655400000.0,3546743300000.0,3204335500000.0
2092.0,2770426100000.0,3494495000000.0,3536681000000.0,3193990000000.0
2093.0,2759765000000.0,3491233800000.0,3543919200000.0,3182083000000.0
2094.0,2755787200000.0,3478996000000.0,3549221000000.0,3161717500000.0
2095.0,2744412500000.0,3478591400000.0,3570749400000.0,3143144800000.0
2096.0,2725169300000.0,3468649600000.0,3591205800000.0,3127386600000.0
2097.0,2728499000000.0,3452035700000.0,3590537300000.0,3137821000000.0
2098.0,2723342000000.0,3450962400000.0,3579697200000.0,3136877500000.0
2099.0,2724078800000.0,3448292800000.0,3588308000000.0,3123660200000.0
2100.0,2721435400000.0,3443156600000.0,3593236600000.0,3118287600000.0
