time,IPSL-CM6A-LR,EC-EARTH3,MPI-ESM1-2-HR,CNRM-ESM2-1,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0,KACE-1-0-G,CNRM-CM6-1,TAIESM1,CESM2-WACCM,MIROC6,CANESM5
2010.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0
2011.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0
2012.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0
2013.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0
2014.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0
2015.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0
2016.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0
2017.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0
2018.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0
2019.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0
2020.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0
2021.0,4626738300000.0,4648917300000.0,4667603400000.0,4686697500000.0,4664331300000.0,4659684600000.0,4695266400000.0,4665935700000.0,4640270700000.0,4640314000000.0,4647724000000.0,4649595000000.0,4669545000000.0
2022.0,4596369500000.0,4620607300000.0,4658393000000.0,4675323000000.0,4650452000000.0,4647149400000.0,4688050700000.0,4627661000000.0,4596313400000.0,4631871000000.0,4600743000000.0,4599222000000.0,4655917000000.0
2023.0,4576830000000.0,4591185300000.0,4649970000000.0,4631184300000.0,4626492400000.0,4624344400000.0,4651473700000.0,4618019400000.0,4536810300000.0,4589038000000.0,4554910300000.0,4546336000000.0,4613724000000.0
2024.0,4530717600000.0,4555224400000.0,4622807000000.0,4613693500000.0,4567505000000.0,4596862300000.0,4605054300000.0,4596190700000.0,4487342700000.0,4552461400000.0,4510499000000.0,4543811700000.0,4558177000000.0
2025.0,4468528000000.0,4514459400000.0,4598357600000.0,4599410300000.0,4530495000000.0,4565401300000.0,4596944000000.0,4574610000000.0,4455155000000.0,4516233600000.0,4452034500000.0,4512096500000.0,4516079500000.0
2026.0,4451346700000.0,4480652000000.0,4567087000000.0,4550998600000.0,4455717700000.0,4531437000000.0,4587709300000.0,4530345300000.0,4421013500000.0,4473794000000.0,4426219000000.0,4506179300000.0,4467568700000.0
2027.0,4438513700000.0,4442855000000.0,4554586000000.0,4515464000000.0,4415641000000.0,4491228000000.0,4578303000000.0,4489357000000.0,4379298200000.0,4436838600000.0,4374318300000.0,4475528400000.0,4428116000000.0
2028.0,4417203500000.0,4412593400000.0,4528307000000.0,4488714000000.0,4380705400000.0,4465340000000.0,4575471300000.0,4481819000000.0,4333006000000.0,4395674000000.0,4355925700000.0,4441049700000.0,4378676400000.0
2029.0,4378181000000.0,4366383000000.0,4509245400000.0,4424327500000.0,4337633600000.0,4435192000000.0,4548193000000.0,4457624500000.0,4316085000000.0,4374285000000.0,4319481700000.0,4426870000000.0,4329665200000.0
2030.0,4332581000000.0,4330399700000.0,4497222000000.0,4395180200000.0,4320503000000.0,4415062000000.0,4512953700000.0,4440260000000.0,4272434200000.0,4333091200000.0,4271720600000.0,4409355400000.0,4290210400000.0
2031.0,4290177100000.0,4289766400000.0,4477016000000.0,4374439100000.0,4306758800000.0,4395392000000.0,4450056000000.0,4408998400000.0,4238430700000.0,4295463500000.0,4243266700000.0,4401075300000.0,4243301600000.0
2032.0,4277386600000.0,4240075400000.0,4459198400000.0,4365413500000.0,4269218500000.0,4381045700000.0,4424306000000.0,4395809400000.0,4220980300000.0,4260010000000.0,4202789900000.0,4376372400000.0,4207851600000.0
2033.0,4253799400000.0,4196840500000.0,4450960000000.0,4330841000000.0,4233290600000.0,4348216600000.0,4411454700000.0,4369088200000.0,4200727300000.0,4242751600000.0,4137363700000.0,4357099000000.0,4170935000000.0
2034.0,4210611200000.0,4154416700000.0,4410025000000.0,4312093700000.0,4175748100000.0,4317539700000.0,4384892600000.0,4336023000000.0,4150821700000.0,4194028000000.0,4124855000000.0,4331801100000.0,4140327200000.0
2035.0,4177043400000.0,4103663800000.0,4397014500000.0,4286671000000.0,4152200300000.0,4286121200000.0,4343172700000.0,4312474600000.0,4103222000000.0,4149426500000.0,4121283800000.0,4313495400000.0,4104451300000.0
2036.0,4144798600000.0,4084501300000.0,4374298400000.0,4256301300000.0,4133772000000.0,4261662400000.0,4322581500000.0,4273313400000.0,4070835200000.0,4092670800000.0,4104833200000.0,4292976800000.0,4069804200000.0
2037.0,4114980800000.0,4064096000000.0,4344125300000.0,4229262200000.0,4103645000000.0,4224365000000.0,4289701600000.0,4248228900000.0,4033756500000.0,4040927500000.0,4094030000000.0,4269000400000.0,4030780000000.0
2038.0,4070335600000.0,4039417000000.0,4322694300000.0,4210641600000.0,4060145000000.0,4184228000000.0,4256203000000.0,4210943000000.0,4004265000000.0,4016352000000.0,4072212800000.0,4245100700000.0,3986296100000.0
2039.0,4007201300000.0,4010451000000.0,4299926800000.0,4154659400000.0,4033267600000.0,4147113600000.0,4220773700000.0,4169214200000.0,3951999600000.0,3973430600000.0,4045965600000.0,4202824700000.0,3958222000000.0
2040.0,3975283700000.0,3973186000000.0,4264073600000.0,4131140400000.0,3976378000000.0,4125381000000.0,4196119300000.0,4142800300000.0,3925561600000.0,3908034400000.0,4025211700000.0,4174717000000.0,3917040300000.0
2041.0,3934516000000.0,3950858500000.0,4245434700000.0,4081495000000.0,3923915000000.0,4087199000000.0,4202603000000.0,4119556800000.0,3898578300000.0,3853600700000.0,3967554400000.0,4144768200000.0,3893244000000.0
2042.0,3903964800000.0,3927448000000.0,4211352500000.0,4033561000000.0,3870258400000.0,4071694300000.0,4173743300000.0,4084355000000.0,3869203000000.0,3811902200000.0,3929542500000.0,4109995300000.0,3869626000000.0
2043.0,3871194700000.0,3897482500000.0,4178760200000.0,3999827800000.0,3831137300000.0,4043613100000.0,4175242700000.0,4065928400000.0,3823938600000.0,3778396000000.0,3876677500000.0,4084496300000.0,3826319400000.0
2044.0,3845000000000.0,3848117700000.0,4156436500000.0,3944241200000.0,3791512700000.0,4019522400000.0,4151982000000.0,4042963300000.0,3788476000000.0,3745930000000.0,3847961200000.0,4064194000000.0,3788332900000.0
2045.0,3808298000000.0,3819945900000.0,4123501300000.0,3907903800000.0,3759321000000.0,3993038500000.0,4150569000000.0,4033200300000.0,3756878200000.0,3700698600000.0,3812044600000.0,4031900300000.0,3732820200000.0
2046.0,3782236400000.0,3775142800000.0,4112516400000.0,3877664500000.0,3719015700000.0,3958041200000.0,4128139000000.0,3989551700000.0,3710593800000.0,3654977300000.0,3770217100000.0,3986357500000.0,3680683000000.0
2047.0,3744704200000.0,3712057600000.0,4084494500000.0,3829300000000.0,3653046600000.0,3924596000000.0,4088034500000.0,3953783700000.0,3667821000000.0,3610191900000.0,3721475400000.0,3941413700000.0,3642406200000.0
2048.0,3696433800000.0,3666571700000.0,4063928800000.0,3795329500000.0,3607161000000.0,3903490000000.0,4055632200000.0,3905269000000.0,3626111000000.0,3557450800000.0,3678823300000.0,3916062000000.0,3610765200000.0
2049.0,3662131200000.0,3623619100000.0,4014172000000.0,3773695800000.0,3560663400000.0,3872380700000.0,4042767200000.0,3861540000000.0,3568781200000.0,3525822000000.0,3651057500000.0,3884019000000.0,3568658500000.0
2050.0,3634535600000.0,3576114200000.0,3994949500000.0,3748768800000.0,3510087200000.0,3830137700000.0,4019214000000.0,3825086200000.0,3529726800000.0,3496042300000.0,3597696500000.0,3834570300000.0,3533635800000.0
2051.0,3601587200000.0,3548603000000.0,3975616000000.0,3701061500000.0,3465826800000.0,3805820000000.0,3999136500000.0,3808671800000.0,3510486000000.0,3480017200000.0,3562756600000.0,3809616600000.0,3483340600000.0
2052.0,3562507000000.0,3523494000000.0,3940569000000.0,3645201400000.0,3410993300000.0,3782925400000.0,3974502000000.0,3776286800000.0,3500341000000.0,3435054800000.0,3515879800000.0,3784778200000.0,3443300200000.0
2053.0,3525454000000.0,3489266400000.0,3910439300000.0,3615971600000.0,3365133600000.0,3770397200000.0,3966794000000.0,3736150500000.0,3458939000000.0,3364256000000.0,3452145200000.0,3727395000000.0,3414415600000.0
2054.0,3497410200000.0,3436129300000.0,3863237000000.0,3594732700000.0,3304548200000.0,3741892200000.0,3926370800000.0,3709243200000.0,3419563000000.0,3318343300000.0,3428344100000.0,3698340100000.0,3393840700000.0
2055.0,3456940600000.0,3384070000000.0,3831288600000.0,3565297000000.0,3269028500000.0,3721326200000.0,3897396800000.0,3676304600000.0,3385738700000.0,3265012200000.0,3387641800000.0,3685367700000.0,3339380600000.0
2056.0,3415242400000.0,3372317400000.0,3800192300000.0,3542543000000.0,3211019700000.0,3712654500000.0,3861877400000.0,3619752800000.0,3353789000000.0,3235859000000.0,3337604800000.0,3659714300000.0,3293083300000.0
2057.0,3378430000000.0,3337281600000.0,3762659300000.0,3511773000000.0,3174084400000.0,3688162700000.0,3836116200000.0,3579123600000.0,3304084200000.0,3191229400000.0,3286437200000.0,3626379200000.0,3271193300000.0
2058.0,3338360300000.0,3308649200000.0,3745706000000.0,3494762000000.0,3108575400000.0,3667461400000.0,3776008000000.0,3533153000000.0,3269486700000.0,3143882800000.0,3248935100000.0,3599996000000.0,3233967200000.0
2059.0,3314002700000.0,3263555200000.0,3716629700000.0,3480378700000.0,3064628000000.0,3646980400000.0,3738561000000.0,3496783600000.0,3222674300000.0,3117804400000.0,3196571400000.0,3580812600000.0,3172491300000.0
2060.0,3293974400000.0,3236971000000.0,3688675000000.0,3459855200000.0,3022711700000.0,3613757500000.0,3697124800000.0,3459959800000.0,3197552600000.0,3072419400000.0,3140165300000.0,3570831000000.0,3134297700000.0
2061.0,3276179800000.0,3197168300000.0,3662617000000.0,3424492700000.0,2985702500000.0,3588361600000.0,3682294300000.0,3413071600000.0,3169007000000.0,3030108000000.0,3109370000000.0,3541027300000.0,3094613300000.0
2062.0,3240708000000.0,3160435000000.0,3634340300000.0,3398816000000.0,2951291600000.0,3558145300000.0,3645784500000.0,3356937400000.0,3121561200000.0,3008898500000.0,3065699000000.0,3506793600000.0,3060490800000.0
2063.0,3210854500000.0,3124845600000.0,3617806400000.0,3372265200000.0,2909810000000.0,3542884300000.0,3599140700000.0,3305909500000.0,3089446500000.0,2973131000000.0,3006311200000.0,3487228800000.0,3031411200000.0
2064.0,3177018000000.0,3075113000000.0,3606836000000.0,3326655600000.0,2856403600000.0,3523939100000.0,3562019500000.0,3280386700000.0,3051730200000.0,2913834400000.0,2973347300000.0,3473465400000.0,3009260600000.0
2065.0,3153646000000.0,3051735000000.0,3582478800000.0,3297998800000.0,2814111600000.0,3504837200000.0,3526105000000.0,3227023800000.0,3023235400000.0,2882031300000.0,2944293100000.0,3443691000000.0,2969455000000.0
2066.0,3124867400000.0,3002683000000.0,3561428000000.0,3264442500000.0,2772092300000.0,3467892800000.0,3519548200000.0,3197644800000.0,2992261300000.0,2845455400000.0,2913274200000.0,3402502800000.0,2922480400000.0
2067.0,3102928500000.0,2968806800000.0,3547306100000.0,3236722600000.0,2721155400000.0,3444274600000.0,3466817400000.0,3170384200000.0,2950395000000.0,2806488800000.0,2863709800000.0,3398637000000.0,2876061300000.0
2068.0,3068482300000.0,2930529500000.0,3540164500000.0,3193656800000.0,2673667500000.0,3445480000000.0,3419002000000.0,3135061400000.0,2926142300000.0,2749427000000.0,2823814000000.0,3363305400000.0,2849842700000.0
2069.0,3043890000000.0,2906420200000.0,3511286500000.0,3149416600000.0,2630579400000.0,3411450300000.0,3381543300000.0,3104124400000.0,2901242800000.0,2705044800000.0,2794406300000.0,3339397600000.0,2798596000000.0
2070.0,3016731700000.0,2881939300000.0,3479857300000.0,3088974000000.0,2582923000000.0,3389170000000.0,3325813300000.0,3070183900000.0,2861123800000.0,2650725200000.0,2747025900000.0,3320313300000.0,2762352400000.0
2071.0,2987334300000.0,2848034700000.0,3461343600000.0,3063022400000.0,2539771100000.0,3370351900000.0,3266532000000.0,3040620000000.0,2838897600000.0,2605802000000.0,2708222200000.0,3287575000000.0,2734245300000.0
2072.0,2951899800000.0,2809144000000.0,3428271800000.0,3033643600000.0,2495882000000.0,3354201400000.0,3220345000000.0,2995284300000.0,2802178000000.0,2569149600000.0,2659278000000.0,3266132000000.0,2695137300000.0
2073.0,2923156700000.0,2771270500000.0,3406404000000.0,2996076800000.0,2456959600000.0,3330678000000.0,3180268400000.0,2949540000000.0,2773774500000.0,2534959000000.0,2620807200000.0,3259651900000.0,2655318200000.0
2074.0,2895974800000.0,2749786800000.0,3372957600000.0,2972115000000.0,2409630500000.0,3289057600000.0,3167135700000.0,2917492900000.0,2760944600000.0,2507718800000.0,2574884000000.0,3232634800000.0,2614713000000.0
2075.0,2878801400000.0,2710167000000.0,3339411800000.0,2942491700000.0,2369577800000.0,3242580000000.0,3115097300000.0,2885138800000.0,2728046600000.0,2464611800000.0,2529450300000.0,3221607200000.0,2568983700000.0
2076.0,2845352000000.0,2679222800000.0,3300335300000.0,2890641000000.0,2336945300000.0,3211057700000.0,3080757200000.0,2859452300000.0,2687916800000.0,2429934600000.0,2471174900000.0,3181537400000.0,2517200500000.0
2077.0,2828793000000.0,2640132400000.0,3259807300000.0,2854150700000.0,2289398700000.0,3186354000000.0,3064228200000.0,2818677400000.0,2655871800000.0,2393231600000.0,2426500500000.0,3158691300000.0,2484472000000.0
2078.0,2788545800000.0,2601965300000.0,3230151500000.0,2819975500000.0,2243850100000.0,3163656800000.0,3047337200000.0,2767737000000.0,2627406400000.0,2354219000000.0,2386219200000.0,3145749800000.0,2451291200000.0
2079.0,2750586300000.0,2540641000000.0,3205350600000.0,2789071700000.0,2208979500000.0,3133997300000.0,3026554700000.0,2742497000000.0,2598721300000.0,2310041800000.0,2353057500000.0,3126417400000.0,2400155300000.0
2080.0,2712159400000.0,2502167600000.0,3186997000000.0,2748934800000.0,2165836200000.0,3110241800000.0,3010994000000.0,2693874000000.0,2570194500000.0,2260626800000.0,2323894500000.0,3098935300000.0,2354695600000.0
2081.0,2670078500000.0,2454807600000.0,3176210000000.0,2714416700000.0,2127080200000.0,3078193200000.0,2981121000000.0,2655396000000.0,2540660000000.0,2225818300000.0,2294358700000.0,3065047400000.0,2308560000000.0
2082.0,2640500200000.0,2431005000000.0,3156334600000.0,2670312600000.0,2089813900000.0,3037539000000.0,2939123400000.0,2623187000000.0,2516460800000.0,2179155400000.0,2244385700000.0,3034364200000.0,2270306500000.0
2083.0,2604228000000.0,2397360000000.0,3126222700000.0,2644226000000.0,2051249100000.0,3005475000000.0,2911845200000.0,2597313300000.0,2501247000000.0,2146521400000.0,2211866000000.0,3006311000000.0,2223527200000.0
2084.0,2564774200000.0,2348507700000.0,3098606600000.0,2608832200000.0,2015023900000.0,2986892600000.0,2885189600000.0,2558850000000.0,2480393200000.0,2112225400000.0,2164675700000.0,2988860800000.0,2182081400000.0
2085.0,2531537200000.0,2304725200000.0,3068978000000.0,2579595500000.0,1963438600000.0,2971911800000.0,2857832000000.0,2547743700000.0,2445304400000.0,2073461800000.0,2125416000000.0,2966068100000.0,2140879600000.0
2086.0,2495561300000.0,2274103100000.0,3042672000000.0,2554455700000.0,1912549900000.0,2945940000000.0,2811262400000.0,2508290000000.0,2406491000000.0,2032833000000.0,2075755200000.0,2934095200000.0,2106339100000.0
2087.0,2462309000000.0,2246900400000.0,3012529000000.0,2520019000000.0,1864447300000.0,2925783000000.0,2781271000000.0,2458953400000.0,2355468700000.0,1984534000000.0,2035339200000.0,2899230900000.0,2069485000000.0
2088.0,2444158300000.0,2208437600000.0,2978034000000.0,2484133000000.0,1825232800000.0,2887805000000.0,2764736800000.0,2436426600000.0,2311336500000.0,1946079200000.0,1982838900000.0,2876524700000.0,2023361700000.0
2089.0,2416972100000.0,2171598500000.0,2967594000000.0,2455120400000.0,1794402400000.0,2854386700000.0,2735013600000.0,2387627200000.0,2277313600000.0,1918007000000.0,1933114500000.0,2832943500000.0,1987221100000.0
2090.0,2393094200000.0,2104219900000.0,2949113000000.0,2420897500000.0,1751461100000.0,2831695700000.0,2710634200000.0,2355632800000.0,2244533800000.0,1874905400000.0,1901432500000.0,2805203700000.0,1956799200000.0
2091.0,2355561800000.0,2063750700000.0,2931923400000.0,2397820400000.0,1700183700000.0,2787667600000.0,2685517000000.0,2316407400000.0,2219416500000.0,1827972000000.0,1862887900000.0,2784919800000.0,1915221600000.0
2092.0,2334771000000.0,2032130700000.0,2908770000000.0,2376712000000.0,1668565600000.0,2765738000000.0,2658685400000.0,2282776700000.0,2201343500000.0,1776831000000.0,1814475000000.0,2752798000000.0,1874339600000.0
2093.0,2302137600000.0,2001541800000.0,2873652700000.0,2343684000000.0,1626499200000.0,2740236800000.0,2627901600000.0,2254598600000.0,2167275400000.0,1750424400000.0,1779215400000.0,2715894700000.0,1832203800000.0
2094.0,2250385000000.0,1957385000000.0,2839181000000.0,2320600000000.0,1587561900000.0,2716115700000.0,2604542200000.0,2204413200000.0,2141028700000.0,1723229500000.0,1742707500000.0,2683030000000.0,1788923200000.0
2095.0,2218842000000.0,1928902700000.0,2803354000000.0,2301631100000.0,1545401900000.0,2689870600000.0,2588207000000.0,2170457300000.0,2106498400000.0,1689669200000.0,1710345300000.0,2662590000000.0,1755166700000.0
2096.0,2187477100000.0,1892232900000.0,2775357600000.0,2277355000000.0,1510373900000.0,2665627000000.0,2548590200000.0,2138224100000.0,2089642500000.0,1653827000000.0,1668888800000.0,2642661000000.0,1729452000000.0
2097.0,2153612200000.0,1856015000000.0,2736012400000.0,2250052700000.0,1474967100000.0,2643024200000.0,2512776900000.0,2111338800000.0,2049683000000.0,1623229600000.0,1621418200000.0,2616099300000.0,1695183400000.0
2098.0,2116940600000.0,1815505100000.0,2714763500000.0,2223612000000.0,1448164300000.0,2623902800000.0,2482784700000.0,2069694300000.0,2025963900000.0,1586829200000.0,1590826600000.0,2596552300000.0,1664725400000.0
2099.0,2091340500000.0,1776264300000.0,2678090400000.0,2202233000000.0,1406232700000.0,2585443200000.0,2461323800000.0,2028523900000.0,1998830000000.0,1551884900000.0,1551523300000.0,2574236800000.0,1634582800000.0
2100.0,2067742700000.0,1751301100000.0,2651991800000.0,2176139400000.0,1372812100000.0,2556051600000.0,2412223700000.0,1985897800000.0,1958180300000.0,1503714600000.0,1528605800000.0,2552001200000.0,1603594900000.0
