time,MRI-ESM2-0,IPSL-CM6A-LR
2000.0,5147027000000.0,5147027000000.0
2001.0,5147161000000.0,5147161000000.0
2002.0,5144388000000.0,5144388000000.0
2003.0,5152044000000.0,5152044000000.0
2004.0,5150880600000.0,5150880600000.0
2005.0,5105513000000.0,5105513000000.0
2006.0,5085508700000.0,5085508700000.0
2007.0,5066046000000.0,5066046000000.0
2008.0,5048645500000.0,5048645500000.0
2009.0,5003455500000.0,5003455500000.0
2010.0,4982503000000.0,4982503000000.0
2011.0,4969600600000.0,4969600600000.0
2012.0,4929508300000.0,4929508300000.0
2013.0,4905386400000.0,4905386400000.0
2014.0,4871476000000.0,4871476000000.0
2015.0,4870035000000.0,4870035000000.0
2016.0,4846093600000.0,4846093600000.0
2017.0,4792803000000.0,4792803000000.0
2018.0,4765307600000.0,4765307600000.0
2019.0,4723266000000.0,4723266000000.0
2020.0,4693323400000.0,4693323400000.0
2021.0,4674513500000.0,4653074400000.0
2022.0,4657390000000.0,4635908000000.0
2023.0,4609249600000.0,4616655700000.0
2024.0,4567541000000.0,4588995000000.0
2025.0,4516568000000.0,4548495000000.0
2026.0,4481919500000.0,4511251300000.0
2027.0,4471890000000.0,4476056400000.0
2028.0,4453948000000.0,4473237000000.0
2029.0,4399079400000.0,4448904000000.0
2030.0,4357921400000.0,4417689000000.0
2031.0,4337136000000.0,4387232000000.0
2032.0,4312916800000.0,4362528400000.0
2033.0,4293245000000.0,4337037700000.0
2034.0,4281107500000.0,4296938000000.0
2035.0,4252064300000.0,4264439800000.0
2036.0,4207075700000.0,4245854600000.0
2037.0,4197412800000.0,4212029700000.0
2038.0,4193791000000.0,4166545000000.0
2039.0,4167195400000.0,4134624300000.0
2040.0,4142775700000.0,4098824900000.0
2041.0,4129120800000.0,4034311500000.0
2042.0,4106359000000.0,3994935400000.0
2043.0,4050382200000.0,3950596300000.0
2044.0,4029816500000.0,3907403600000.0
2045.0,4007501500000.0,3874008900000.0
2046.0,3954360700000.0,3841429000000.0
2047.0,3950439000000.0,3811143800000.0
2048.0,3944718000000.0,3801337600000.0
2049.0,3931269500000.0,3767988000000.0
2050.0,3890270000000.0,3724849700000.0
2051.0,3869366000000.0,3693960200000.0
2052.0,3858548700000.0,3677855700000.0
2053.0,3821916000000.0,3653385800000.0
2054.0,3758567200000.0,3621231000000.0
2055.0,3725997600000.0,3592549800000.0
2056.0,3704171000000.0,3550400500000.0
2057.0,3680915700000.0,3520034500000.0
2058.0,3619192800000.0,3484138900000.0
2059.0,3597333000000.0,3446550600000.0
2060.0,3592009000000.0,3415516400000.0
2061.0,3581928500000.0,3389561200000.0
2062.0,3557175000000.0,3353201900000.0
2063.0,3525054300000.0,3322313700000.0
2064.0,3493132000000.0,3286883400000.0
2065.0,3479165500000.0,3274559200000.0
2066.0,3460475400000.0,3260685500000.0
2067.0,3421909500000.0,3232177000000.0
2068.0,3394967000000.0,3197060300000.0
2069.0,3373424700000.0,3169859000000.0
2070.0,3341615000000.0,3138738000000.0
2071.0,3300942000000.0,3114438500000.0
2072.0,3296032200000.0,3067455700000.0
2073.0,3273826500000.0,3038040600000.0
2074.0,3241887400000.0,2996754400000.0
2075.0,3210846100000.0,2957220000000.0
2076.0,3167386600000.0,2945849200000.0
2077.0,3141906500000.0,2915158200000.0
2078.0,3102621800000.0,2887774400000.0
2079.0,3078768000000.0,2855924700000.0
2080.0,3049183800000.0,2816354500000.0
2081.0,3023616900000.0,2772738800000.0
2082.0,2976762800000.0,2739152600000.0
2083.0,2942951500000.0,2706171500000.0
2084.0,2918998900000.0,2683161000000.0
2085.0,2884287600000.0,2656175400000.0
2086.0,2858604600000.0,2624272200000.0
2087.0,2840034300000.0,2599198400000.0
2088.0,2825313000000.0,2583882400000.0
2089.0,2800449200000.0,2575066200000.0
2090.0,2759304200000.0,2561805400000.0
2091.0,2727055500000.0,2537218600000.0
2092.0,2707384000000.0,2522109400000.0
2093.0,2701238700000.0,2500027700000.0
2094.0,2685741000000.0,2485335400000.0
2095.0,2666621300000.0,2450896000000.0
2096.0,2645181000000.0,2421647500000.0
2097.0,2627107300000.0,2386048300000.0
2098.0,2590113000000.0,2365476300000.0
2099.0,2577786200000.0,2339019200000.0
2100.0,2566327400000.0,2306820500000.0
