time,CESM2-WACCM,TAIESM1,CNRM-CM6-1,CANESM5,MIROC6,MPI-ESM1-2-HR,EC-EARTH3,IPSL-CM6A-LR,KACE-1-0-G,MRI-ESM2-0,GFDL-ESM4,UKESM1-0-LL,IITM-ESM,CNRM-ESM2-1
2012.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0
2013.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0
2014.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0
2015.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0
2016.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0
2017.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0
2018.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0
2019.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0
2020.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0
2021.0,4639354000000.0,4648869000000.0,4662905000000.0,4678829500000.0,4661963700000.0,4689867000000.0,4653465000000.0,4656247300000.0,4668613700000.0,4670164000000.0,4656315000000.0,4633303000000.0,4623796500000.0,4676054400000.0
2022.0,4578746600000.0,4625442000000.0,4612527000000.0,4636332000000.0,4631215700000.0,4672505000000.0,4625814500000.0,4619308600000.0,4644456000000.0,4641344000000.0,4633759600000.0,4577461500000.0,4570763000000.0,4656167600000.0
2023.0,4531164000000.0,4572654300000.0,4572920000000.0,4609509000000.0,4618957000000.0,4646963000000.0,4591817600000.0,4597276500000.0,4596735400000.0,4625557000000.0,4610580300000.0,4529697000000.0,4509568300000.0,4636534600000.0
2024.0,4484806000000.0,4519116000000.0,4527913000000.0,4564694600000.0,4611778000000.0,4626500000000.0,4554453700000.0,4591337300000.0,4578231700000.0,4614282300000.0,4577596300000.0,4496887000000.0,4466873500000.0,4598786400000.0
2025.0,4435009000000.0,4468721600000.0,4494115000000.0,4534114500000.0,4579671400000.0,4594651400000.0,4537328000000.0,4560753000000.0,4576252500000.0,4589935400000.0,4543428000000.0,4456699000000.0,4395732600000.0,4581742300000.0
2026.0,4368552000000.0,4423459300000.0,4439981700000.0,4509000500000.0,4545165000000.0,4587427700000.0,4481894000000.0,4508196300000.0,4555438300000.0,4568491000000.0,4494433700000.0,4407416600000.0,4333033000000.0,4563654400000.0
2027.0,4344099000000.0,4397279700000.0,4375039700000.0,4458460000000.0,4511694300000.0,4553121000000.0,4433964400000.0,4475893300000.0,4513779000000.0,4544393000000.0,4450453000000.0,4369941800000.0,4285131000000.0,4524312000000.0
2028.0,4316712400000.0,4351888200000.0,4342210000000.0,4406560400000.0,4473827000000.0,4525444000000.0,4382972200000.0,4448103400000.0,4482654000000.0,4493015000000.0,4414099700000.0,4349915600000.0,4232223000000.0,4484180000000.0
2029.0,4271155000000.0,4302071000000.0,4268753400000.0,4376151500000.0,4415836000000.0,4498572000000.0,4355310200000.0,4406680500000.0,4454312000000.0,4472386000000.0,4378972400000.0,4313698000000.0,4160516500000.0,4451255500000.0
2030.0,4239476700000.0,4260173400000.0,4236226000000.0,4364525600000.0,4363298300000.0,4472483300000.0,4307845600000.0,4343244800000.0,4405111000000.0,4436774600000.0,4339787600000.0,4287339400000.0,4077540600000.0,4440758700000.0
2031.0,4216439400000.0,4220659000000.0,4197952800000.0,4334945600000.0,4294906700000.0,4449688400000.0,4271523800000.0,4303603400000.0,4374857800000.0,4415143000000.0,4303109500000.0,4248340500000.0,4036171000000.0,4393778800000.0
2032.0,4174438000000.0,4180602300000.0,4169316400000.0,4287995000000.0,4282818800000.0,4410455400000.0,4239837600000.0,4257084000000.0,4345255000000.0,4387841000000.0,4263286100000.0,4213722800000.0,3992388600000.0,4362769300000.0
2033.0,4147283200000.0,4138804200000.0,4124281700000.0,4255802700000.0,4258829000000.0,4383141000000.0,4189291500000.0,4213610600000.0,4288747000000.0,4374110700000.0,4226358000000.0,4188759000000.0,3941994300000.0,4342209800000.0
2034.0,4101029500000.0,4050266400000.0,4111363000000.0,4226185700000.0,4243316300000.0,4358931000000.0,4136767800000.0,4194570900000.0,4283328600000.0,4352430000000.0,4177014000000.0,4156718300000.0,3877674400000.0,4303994500000.0
2035.0,4073541600000.0,3978575500000.0,4074597300000.0,4194495000000.0,4197100800000.0,4342024800000.0,4120260600000.0,4158320800000.0,4262460700000.0,4333698300000.0,4159944500000.0,4095617300000.0,3819884800000.0,4264761500000.0
2036.0,4024713300000.0,3947964700000.0,4034859600000.0,4167774800000.0,4159073200000.0,4332268000000.0,4077778600000.0,4123063500000.0,4238164000000.0,4312382800000.0,4147163400000.0,4032594200000.0,3753327700000.0,4238318800000.0
2037.0,3977681600000.0,3908424400000.0,4000968300000.0,4141051000000.0,4119462200000.0,4325429500000.0,4044786200000.0,4094475000000.0,4201358800000.0,4285648900000.0,4107567400000.0,3991291600000.0,3697235700000.0,4216388300000.0
2038.0,3916404400000.0,3854842500000.0,3972343000000.0,4095156700000.0,4108502000000.0,4288729000000.0,4030679500000.0,4050917000000.0,4162339000000.0,4250479000000.0,4083638300000.0,3952997300000.0,3649933400000.0,4200197800000.0
2039.0,3890984000000.0,3811262300000.0,3915363400000.0,4054561600000.0,4091653700000.0,4278649000000.0,4003518500000.0,4023323000000.0,4121282500000.0,4210186000000.0,4045552000000.0,3907053400000.0,3597056000000.0,4182382000000.0
2040.0,3854098200000.0,3762164600000.0,3873468600000.0,4016644000000.0,4059742000000.0,4253420000000.0,3980868700000.0,4005708000000.0,4085367200000.0,4175493300000.0,4016102000000.0,3857590000000.0,3550519500000.0,4156944300000.0
2041.0,3819299000000.0,3720736700000.0,3843752000000.0,3983147500000.0,4038444700000.0,4217443200000.0,3944007600000.0,3983931300000.0,4039845000000.0,4139222600000.0,3984260600000.0,3800216600000.0,3500698000000.0,4105211000000.0
2042.0,3769247200000.0,3697553200000.0,3818085000000.0,3953327600000.0,4004493000000.0,4204157000000.0,3886727800000.0,3945272000000.0,4008550600000.0,4072383000000.0,3954529000000.0,3744753500000.0,3437045700000.0,4063085200000.0
2043.0,3718953800000.0,3649610200000.0,3776243000000.0,3907966200000.0,3967136800000.0,4180416700000.0,3844185800000.0,3898751800000.0,3979153000000.0,4025855000000.0,3925339000000.0,3697642800000.0,3388329000000.0,4028357400000.0
2044.0,3682999500000.0,3613894600000.0,3740967600000.0,3863513000000.0,3936908500000.0,4156324300000.0,3819304400000.0,3856431300000.0,3939073500000.0,3981875000000.0,3890037000000.0,3658436600000.0,3334600700000.0,4020300200000.0
2045.0,3639560400000.0,3572496000000.0,3713046700000.0,3797296300000.0,3917695700000.0,4138187600000.0,3795087800000.0,3793415800000.0,3909039700000.0,3954832800000.0,3858628300000.0,3630555000000.0,3265528300000.0,3990180000000.0
2046.0,3596676000000.0,3541151800000.0,3690047700000.0,3740618000000.0,3888513000000.0,4113788300000.0,3758573500000.0,3755812800000.0,3879079200000.0,3915081800000.0,3815313000000.0,3602405000000.0,3189478500000.0,3941814800000.0
2047.0,3568461400000.0,3483925000000.0,3649081000000.0,3694520000000.0,3841976000000.0,4079458500000.0,3706386000000.0,3722497800000.0,3848858200000.0,3884522700000.0,3795006000000.0,3566750000000.0,3125376200000.0,3903731300000.0
2048.0,3530778200000.0,3447537300000.0,3615718000000.0,3643015700000.0,3826106800000.0,4034166000000.0,3640464200000.0,3689888400000.0,3828151000000.0,3845048500000.0,3764240800000.0,3527224000000.0,3064360600000.0,3865563600000.0
2049.0,3480947300000.0,3395704000000.0,3582062200000.0,3605926500000.0,3812334200000.0,4004955000000.0,3617204500000.0,3653762300000.0,3805053700000.0,3804585300000.0,3726789800000.0,3489888200000.0,2994288200000.0,3832022300000.0
2050.0,3421980300000.0,3332844300000.0,3539483500000.0,3565641800000.0,3811818000000.0,3967246000000.0,3598208000000.0,3638221000000.0,3776285500000.0,3759710700000.0,3698839000000.0,3439486600000.0,2919893800000.0,3799783000000.0
2051.0,3403541000000.0,3284554700000.0,3498325800000.0,3527837700000.0,3782764000000.0,3919988700000.0,3554735800000.0,3621194600000.0,3749204700000.0,3716512500000.0,3692222500000.0,3380479500000.0,2865057000000.0,3740192500000.0
2052.0,3383791200000.0,3260766200000.0,3461758600000.0,3498436200000.0,3763544300000.0,3897666300000.0,3503012700000.0,3585715700000.0,3716280000000.0,3703293300000.0,3658712600000.0,3295596000000.0,2804193400000.0,3720379400000.0
2053.0,3345772000000.0,3216286200000.0,3426873800000.0,3454423000000.0,3742674500000.0,3866658300000.0,3451932000000.0,3539784400000.0,3663782500000.0,3680855700000.0,3619646600000.0,3235669600000.0,2751360100000.0,3681150800000.0
2054.0,3318780800000.0,3186498200000.0,3385723000000.0,3427580000000.0,3704764800000.0,3846948000000.0,3423961400000.0,3496598000000.0,3633326300000.0,3642540400000.0,3599337000000.0,3199379200000.0,2684495600000.0,3650341300000.0
2055.0,3259552000000.0,3134649500000.0,3354988000000.0,3382265500000.0,3695516600000.0,3816277400000.0,3392153300000.0,3464655300000.0,3604124300000.0,3627348400000.0,3562163700000.0,3134851600000.0,2633676000000.0,3632000400000.0
2056.0,3230412000000.0,3084011000000.0,3307697600000.0,3321206100000.0,3672100000000.0,3781847200000.0,3367129600000.0,3437021000000.0,3559403000000.0,3599540700000.0,3552529600000.0,3084780300000.0,2589731000000.0,3580031400000.0
2057.0,3179664600000.0,3044789200000.0,3281085300000.0,3269059700000.0,3629883300000.0,3737202200000.0,3329519800000.0,3404589200000.0,3508035600000.0,3570185800000.0,3521446200000.0,3023705000000.0,2535232000000.0,3548371200000.0
2058.0,3133544300000.0,3006153600000.0,3251468000000.0,3220394000000.0,3599200000000.0,3718724500000.0,3295309200000.0,3349714800000.0,3435356200000.0,3546816400000.0,3498376400000.0,2969805000000.0,2471952600000.0,3512298400000.0
2059.0,3114418300000.0,2970789000000.0,3219870200000.0,3195051200000.0,3585064000000.0,3691969800000.0,3258897100000.0,3327114000000.0,3385673600000.0,3523964800000.0,3471239500000.0,2934400400000.0,2418308500000.0,3456127500000.0
2060.0,3082742700000.0,2911472700000.0,3189396700000.0,3152761800000.0,3576912000000.0,3674645500000.0,3218608800000.0,3297221500000.0,3325035300000.0,3488974400000.0,3447707000000.0,2904664000000.0,2374673000000.0,3412199500000.0
2061.0,3028608400000.0,2867123700000.0,3165391700000.0,3111557800000.0,3552521700000.0,3663615000000.0,3178116000000.0,3239971400000.0,3293451000000.0,3455964000000.0,3424443400000.0,2859679600000.0,2324748300000.0,3378141200000.0
2062.0,2974777900000.0,2814258700000.0,3139245000000.0,3071779000000.0,3533001200000.0,3633787700000.0,3137217800000.0,3220693800000.0,3258587500000.0,3442575100000.0,3403128500000.0,2808444600000.0,2274031800000.0,3350857800000.0
2063.0,2920508000000.0,2776623000000.0,3103801000000.0,3025512400000.0,3504224900000.0,3590504800000.0,3104192900000.0,3182994000000.0,3231681000000.0,3415129700000.0,3385301000000.0,2755217300000.0,2220933300000.0,3330295000000.0
2064.0,2858932200000.0,2742845700000.0,3065047400000.0,2990574000000.0,3445420200000.0,3566549300000.0,3049299400000.0,3153370800000.0,3186477500000.0,3395580600000.0,3364261200000.0,2710632100000.0,2165551000000.0,3303973300000.0
2065.0,2815903000000.0,2697603600000.0,3016871000000.0,2949103000000.0,3425624000000.0,3551598700000.0,3002511400000.0,3115953200000.0,3154474000000.0,3361201200000.0,3334098000000.0,2662271500000.0,2110447700000.0,3279206700000.0
2066.0,2740976400000.0,2650618200000.0,2985946500000.0,2911938500000.0,3419274000000.0,3521939800000.0,2979896200000.0,3085033500000.0,3112783600000.0,3301770000000.0,3307164000000.0,2605783200000.0,2057464700000.0,3248543500000.0
2067.0,2691709800000.0,2598895400000.0,2956057600000.0,2856909300000.0,3376064000000.0,3493751400000.0,2943345000000.0,3041708200000.0,3057752500000.0,3258408000000.0,3273846000000.0,2543344200000.0,2005763200000.0,3228157600000.0
2068.0,2652803200000.0,2549400200000.0,2888829000000.0,2800615400000.0,3347149200000.0,3458554700000.0,2897767300000.0,2993973000000.0,3005822300000.0,3219135000000.0,3250452400000.0,2490650600000.0,1953837100000.0,3198682400000.0
2069.0,2596814500000.0,2493784800000.0,2851557000000.0,2752490000000.0,3309334700000.0,3426513300000.0,2845993600000.0,2963584600000.0,2967610900000.0,3173448000000.0,3231264000000.0,2420884600000.0,1904944900000.0,3172877200000.0
2070.0,2546254700000.0,2454217000000.0,2810307000000.0,2716710500000.0,3271757000000.0,3403655200000.0,2810692800000.0,2933681300000.0,2924007400000.0,3147392000000.0,3206239000000.0,2376728600000.0,1860080100000.0,3140373400000.0
2071.0,2483291200000.0,2399247800000.0,2771234000000.0,2665484600000.0,3194023800000.0,3370312000000.0,2784604700000.0,2893706000000.0,2873671500000.0,3122088400000.0,3179973000000.0,2329161800000.0,1805994700000.0,3096521700000.0
2072.0,2427436400000.0,2334642400000.0,2740388400000.0,2621400000000.0,3164427500000.0,3337700500000.0,2736722800000.0,2852814300000.0,2810077800000.0,3092851700000.0,3149082700000.0,2283852000000.0,1757223000000.0,3064205400000.0
2073.0,2350923000000.0,2290348700000.0,2673719000000.0,2571431800000.0,3123563500000.0,3313814700000.0,2686898100000.0,2818900200000.0,2739115700000.0,3058660000000.0,3141575400000.0,2237070600000.0,1707952800000.0,3027467200000.0
2074.0,2300050700000.0,2249275500000.0,2640866700000.0,2525762700000.0,3093067000000.0,3272675000000.0,2654743000000.0,2766030000000.0,2702335000000.0,3045029800000.0,3135619500000.0,2182951300000.0,1647560100000.0,2980331400000.0
2075.0,2257811400000.0,2191567200000.0,2600169600000.0,2473512000000.0,3064229300000.0,3237023600000.0,2605793100000.0,2733849000000.0,2650955300000.0,3012530000000.0,3106715500000.0,2135184600000.0,1595163000000.0,2944282000000.0
2076.0,2190251700000.0,2153121000000.0,2537960000000.0,2410696100000.0,3026579600000.0,3219281400000.0,2562233500000.0,2695308200000.0,2610694700000.0,2957996500000.0,3078331600000.0,2089531700000.0,1550575000000.0,2896806000000.0
2077.0,2135380000000.0,2109852500000.0,2482339000000.0,2356452300000.0,2990635000000.0,3190631400000.0,2512409600000.0,2653980700000.0,2581210600000.0,2929101600000.0,3052216000000.0,2029771800000.0,1500747100000.0,2846352000000.0
2078.0,2071946900000.0,2056047700000.0,2451153400000.0,2303853000000.0,2975164000000.0,3163975600000.0,2462679300000.0,2613633400000.0,2539493300000.0,2900808700000.0,3044665200000.0,1980935000000.0,1455856300000.0,2815864300000.0
2079.0,2036670300000.0,1996999500000.0,2414078300000.0,2251280400000.0,2948801800000.0,3150405400000.0,2419785700000.0,2578661500000.0,2503025600000.0,2886181300000.0,3017960300000.0,1936548700000.0,1409847700000.0,2783635600000.0
2080.0,1984338600000.0,1953575000000.0,2376021300000.0,2206359400000.0,2905037300000.0,3118673700000.0,2362924000000.0,2541948200000.0,2462652000000.0,2849561000000.0,2988308400000.0,1876045900000.0,1364397100000.0,2756072200000.0
2081.0,1953463800000.0,1914254300000.0,2340605100000.0,2155766900000.0,2853652700000.0,3083813800000.0,2326963000000.0,2495959800000.0,2421893600000.0,2812656500000.0,2952119200000.0,1823382200000.0,1325313200000.0,2702076000000.0
2082.0,1893796800000.0,1880493700000.0,2305572700000.0,2111181800000.0,2791873700000.0,3065790900000.0,2291105300000.0,2460366000000.0,2396218200000.0,2776322000000.0,2918902100000.0,1775605600000.0,1281609600000.0,2651417500000.0
2083.0,1859874200000.0,1840292400000.0,2255086200000.0,2062037700000.0,2753062000000.0,3031237700000.0,2231502600000.0,2425181700000.0,2344147000000.0,2740576800000.0,2884387200000.0,1725718700000.0,1238060600000.0,2602837200000.0
2084.0,1822739400000.0,1794380500000.0,2219230600000.0,2014068300000.0,2737542500000.0,2977631000000.0,2161534600000.0,2384767200000.0,2299896000000.0,2719101200000.0,2859592300000.0,1677580400000.0,1194906000000.0,2564755300000.0
2085.0,1762419400000.0,1755351900000.0,2169939700000.0,1953260600000.0,2703395700000.0,2952242100000.0,2136587100000.0,2345863000000.0,2260474500000.0,2690666200000.0,2830808000000.0,1615440000000.0,1153587100000.0,2527669000000.0
2086.0,1706469200000.0,1701604000000.0,2143133600000.0,1903158900000.0,2671399100000.0,2939119200000.0,2106217300000.0,2313208500000.0,2213602000000.0,2645271200000.0,2801327700000.0,1578579100000.0,1110650900000.0,2486053600000.0
2087.0,1663190400000.0,1658584000000.0,2101369400000.0,1862245500000.0,2630277700000.0,2896830000000.0,2066758600000.0,2281018000000.0,2172496900000.0,2613617400000.0,2775376500000.0,1529599800000.0,1070701300000.0,2450352500000.0
2088.0,1608379900000.0,1626595700000.0,2064897000000.0,1815967400000.0,2603408200000.0,2870391900000.0,2019123700000.0,2243712500000.0,2128712600000.0,2590677700000.0,2750339000000.0,1477527500000.0,1031121900000.0,2409258500000.0
2089.0,1567421800000.0,1582807800000.0,2034750800000.0,1777724000000.0,2582351200000.0,2830871600000.0,1984413200000.0,2207574700000.0,2071860000000.0,2555693500000.0,2719357900000.0,1418248300000.0,989675600000.0,2375707000000.0
2090.0,1519295300000.0,1546041200000.0,1985338400000.0,1729899100000.0,2544178300000.0,2801668700000.0,1956202300000.0,2158410900000.0,2043472200000.0,2532518000000.0,2677303100000.0,1365621700000.0,949337000000.0,2337914200000.0
2091.0,1473842000000.0,1496102100000.0,1945942600000.0,1680251700000.0,2474167800000.0,2765122000000.0,1908371500000.0,2114508400000.0,2003603700000.0,2487758000000.0,2645754000000.0,1324211100000.0,913244550000.0,2288335200000.0
2092.0,1425459800000.0,1455189100000.0,1907489000000.0,1635735400000.0,2448748200000.0,2734774000000.0,1857380000000.0,2077820700000.0,1940781500000.0,2452519400000.0,2620643300000.0,1292353700000.0,872123700000.0,2248588700000.0
2093.0,1372994000000.0,1419859700000.0,1870112800000.0,1591365000000.0,2422058800000.0,2690546700000.0,1826184000000.0,2035474200000.0,1895236000000.0,2411715000000.0,2586979000000.0,1251545200000.0,839015800000.0,2208778000000.0
2094.0,1340173600000.0,1387027900000.0,1821585600000.0,1552419100000.0,2388275200000.0,2668046800000.0,1794727900000.0,1996175200000.0,1848382000000.0,2373653000000.0,2564575700000.0,1211726700000.0,806208800000.0,2161021300000.0
2095.0,1295256600000.0,1353564700000.0,1773355300000.0,1514856100000.0,2343478500000.0,2633978300000.0,1749683700000.0,1960415900000.0,1794692000000.0,2319827000000.0,2539595000000.0,1179153600000.0,773575340000.0,2126541500000.0
2096.0,1260371400000.0,1315018100000.0,1736792900000.0,1478572000000.0,2309695200000.0,2611557200000.0,1706119900000.0,1925774200000.0,1759542000000.0,2282521600000.0,2509650300000.0,1130171300000.0,744091350000.0,2090287000000.0
2097.0,1219139100000.0,1266688500000.0,1710771300000.0,1443505000000.0,2281981600000.0,2576770700000.0,1669972400000.0,1884085400000.0,1717681000000.0,2254889500000.0,2485226800000.0,1096310300000.0,712034550000.0,2064562900000.0
2098.0,1189024100000.0,1236485100000.0,1673844900000.0,1417645800000.0,2261506000000.0,2529634500000.0,1632705600000.0,1853738700000.0,1676191600000.0,2201348000000.0,2460227200000.0,1053496400000.0,684683500000.0,2032863300000.0
2099.0,1150248400000.0,1208549800000.0,1635726400000.0,1384755100000.0,2217743700000.0,2482605700000.0,1604995400000.0,1820520600000.0,1630499900000.0,2167752800000.0,2444034000000.0,1014524350000.0,658729500000.0,1998584800000.0
2100.0,1119286000000.0,1168435700000.0,1586110300000.0,1345324000000.0,2181471700000.0,2432167600000.0,1561437900000.0,1785520300000.0,1595111400000.0,2154555000000.0,2405970000000.0,974195300000.0,635171800000.0,1961918000000.0
