time,MPI-ESM1-2-HR,MRI-ESM2-0,INM-CM5-0,IPSL-CM6A-LR,CMCC-CM2-SR5,CESM2-WACCM,TAIESM1,GFDL-ESM4,EC-EARTH3-VEG,CESM2,ACCESS-CM2,FGOALS-F3-L,NORESM2-MM,BCC-CSM2-MR,INM-CM4-8,EC-EARTH3,ACCESS-ESM1-5,CANESM5,CAMS-CSM1-0
2044.0,30575505000.0,29678720000.0,29867446000.0,30222963000.0,31429712000.0,30137922000.0,29548874000.0,31220867000.0,30167065000.0,29873953000.0,30707000000.0,31170154000.0,30822134000.0,30387245000.0,31613397000.0,26265629000.0,30038813000.0,26520700000.0,32051410000.0
2045.0,30322823000.0,29302555000.0,29625340000.0,29911923000.0,30893877000.0,29814467000.0,29155890000.0,31103371000.0,29862744000.0,29631170000.0,30427340000.0,30818308000.0,30596936000.0,30068658000.0,31502776000.0,25768024000.0,29783712000.0,27472194000.0,31857877000.0
2046.0,30056888000.0,28902062000.0,29624019000.0,29648097000.0,30518944000.0,29558310000.0,28861985000.0,30899628000.0,29356904000.0,29454584000.0,30136607000.0,30519345000.0,30410723000.0,29851654000.0,31554435000.0,25455428000.0,29608227000.0,26714126000.0,31720182000.0
2047.0,29794892000.0,28500756000.0,29223807000.0,29327491000.0,30228679000.0,29205140000.0,28384432000.0,30703250000.0,28913183000.0,29125272000.0,29660584000.0,30281325000.0,30152767000.0,29424540000.0,31216410000.0,24901462000.0,29305545000.0,25440090000.0,31657402000.0
2048.0,29485367000.0,28107800000.0,28904841000.0,28992236000.0,30000656000.0,28935070000.0,27923048000.0,30545170000.0,28530460000.0,28831070000.0,29270129000.0,29933906000.0,29850749000.0,28996330000.0,31011730000.0,24506665000.0,28859615000.0,24951833000.0,31444010000.0
2049.0,29222201000.0,27665820000.0,28716409000.0,28703724000.0,29641163000.0,28649239000.0,27548981000.0,30378648000.0,28074109000.0,28256414000.0,28992973000.0,29657370000.0,29601796000.0,28649726000.0,31046883000.0,24006810000.0,28469228000.0,24312240000.0,31243932000.0
2050.0,28908415000.0,27291170000.0,28521163000.0,28371878000.0,29663427000.0,28388995000.0,27604690000.0,30123650000.0,27613434000.0,27968694000.0,28656945000.0,29364013000.0,29317968000.0,28276883000.0,30722132000.0,23438430000.0,28165372000.0,23923810000.0,31080670000.0
2051.0,28535753000.0,26914680000.0,28143366000.0,27972407000.0,29080832000.0,28031042000.0,26839884000.0,29836048000.0,27171185000.0,27576914000.0,28183376000.0,28983538000.0,28982055000.0,27844493000.0,30507586000.0,22996255000.0,27798180000.0,23425220000.0,30855400000.0
2052.0,28218540000.0,26545072000.0,27716565000.0,27647775000.0,28818004000.0,27550888000.0,26416052000.0,29552622000.0,26502760000.0,27063896000.0,27770170000.0,28503603000.0,28600994000.0,27401670000.0,30291063000.0,22422178000.0,27461607000.0,22878345000.0,30677160000.0
2053.0,27853607000.0,25964730000.0,27424147000.0,27260084000.0,28317604000.0,27081486000.0,26002278000.0,29263014000.0,25896913000.0,26725345000.0,27579200000.0,28213830000.0,28521521000.0,26950928000.0,30073692000.0,21996296000.0,27115866000.0,22384196000.0,30485635000.0
2054.0,27516090000.0,25679380000.0,27276610000.0,26852372000.0,27897113000.0,26844025000.0,25480092000.0,29068454000.0,25330127000.0,26343850000.0,27283671000.0,28035688000.0,28131090000.0,26414776000.0,30047244000.0,21506906000.0,26824133000.0,21762267000.0,30338912000.0
2055.0,27252206000.0,25188522000.0,26981448000.0,26471176000.0,27480603000.0,26445430000.0,25073142000.0,28755646000.0,24804456000.0,26066895000.0,26830280000.0,27569641000.0,27774833000.0,25948426000.0,29796403000.0,20922538000.0,26528840000.0,21226097000.0,30156524000.0
2056.0,26835937000.0,24764810000.0,26669933000.0,26089892000.0,27266144000.0,25976838000.0,24865833000.0,28487938000.0,24312790000.0,25689065000.0,26460174000.0,27259036000.0,27394802000.0,25364290000.0,29525445000.0,20379937000.0,26258300000.0,20694393000.0,29875167000.0
2057.0,26509689000.0,24433318000.0,26450012000.0,25752089000.0,26858045000.0,25884838000.0,24181900000.0,28227054000.0,23647103000.0,25247136000.0,26183262000.0,26842362000.0,27052790000.0,24822493000.0,29341133000.0,20081947000.0,25889137000.0,20198111000.0,29740366000.0
2058.0,26231583000.0,24012190000.0,26106982000.0,25302233000.0,26320603000.0,25378767000.0,23649212000.0,27980284000.0,23049011000.0,24721877000.0,25854419000.0,26442430000.0,26655830000.0,24289106000.0,29067612000.0,19491774000.0,25518178000.0,19840475000.0,29385464000.0
2059.0,25952051000.0,23580514000.0,25796809000.0,24842690000.0,25881303000.0,24933802000.0,23129383000.0,27494195000.0,22582995000.0,24194361000.0,25545673000.0,26091145000.0,26288683000.0,23614020000.0,28988660000.0,19056957000.0,25103356000.0,19302138000.0,29188305000.0
2060.0,25735336000.0,23204720000.0,25465717000.0,24361693000.0,25441208000.0,24533088000.0,22610018000.0,27099918000.0,21980068000.0,23702772000.0,25213160000.0,25732530000.0,25991322000.0,23059140000.0,28622707000.0,18556545000.0,25019850000.0,18819027000.0,28913290000.0
2061.0,25456417000.0,22806640000.0,25227074000.0,24049072000.0,25049660000.0,24114020000.0,22142320000.0,26652164000.0,21364470000.0,23477017000.0,24862253000.0,25376725000.0,25645056000.0,22428465000.0,28342372000.0,18021626000.0,24414988000.0,18458505000.0,28656607000.0
2062.0,25088109000.0,22355825000.0,24914256000.0,23654937000.0,24617134000.0,23783420000.0,21715294000.0,26336700000.0,20791560000.0,23138456000.0,24495624000.0,24976250000.0,25298475000.0,21796123000.0,28183654000.0,17426852000.0,23992766000.0,17921225000.0,28361929000.0
2063.0,24726580000.0,21921092000.0,24570157000.0,23299906000.0,24192918000.0,23584516000.0,21279760000.0,26064940000.0,20284064000.0,22742444000.0,24104178000.0,24752732000.0,24873695000.0,21186576000.0,27891542000.0,16896042000.0,23660034000.0,17571520000.0,28098610000.0
2064.0,24412774000.0,21373237000.0,24298179000.0,22922758000.0,23727320000.0,23099054000.0,20757017000.0,25724822000.0,19810420000.0,22233348000.0,23816042000.0,24458460000.0,24515103000.0,20603720000.0,27640166000.0,16448569000.0,23316455000.0,17068087000.0,27759008000.0
2065.0,24025668000.0,21065054000.0,23906130000.0,22516816000.0,23240788000.0,22728186000.0,20196712000.0,25416129000.0,19166927000.0,21687560000.0,23384463000.0,24112835000.0,24157331000.0,20066470000.0,27398564000.0,15923361000.0,22961248000.0,16628958000.0,27574520000.0
2066.0,23875787000.0,20766517000.0,23609725000.0,22092876000.0,22747580000.0,22382277000.0,19741426000.0,25083496000.0,18562148000.0,21301053000.0,22947396000.0,23789715000.0,23847932000.0,19496598000.0,27144624000.0,15423142000.0,22579059000.0,16012079000.0,27284079000.0
2067.0,23484764000.0,20379226000.0,23290554000.0,21748333000.0,22245050000.0,21996663000.0,19247378000.0,24747410000.0,18133488000.0,20845515000.0,22601032000.0,23351767000.0,23432940000.0,18818808000.0,26851873000.0,14917627000.0,22091610000.0,15588984000.0,26920192000.0
2068.0,23148370000.0,19950268000.0,23008991000.0,21347777000.0,21842119000.0,21498862000.0,18626650000.0,24335292000.0,17487325000.0,20410943000.0,22136252000.0,22824137000.0,23090336000.0,18201455000.0,26627095000.0,14592777000.0,21688529000.0,15201767000.0,26617550000.0
2069.0,22946888000.0,19649407000.0,22761918000.0,21014925000.0,21570654000.0,21164659000.0,18168297000.0,23902417000.0,17043410000.0,19936348000.0,21868012000.0,22512280000.0,22622765000.0,17605239000.0,26337655000.0,14121285000.0,21277180000.0,14716441000.0,26347220000.0
2070.0,22620780000.0,19327525000.0,22432496000.0,20582988000.0,21063995000.0,20715463000.0,17697663000.0,23573826000.0,16585168000.0,19532319000.0,21431310000.0,22150826000.0,22311629000.0,17098315000.0,25887492000.0,13738393000.0,20873193000.0,14412338000.0,26028296000.0
2071.0,22417732000.0,18907210000.0,22107888000.0,20199635000.0,20609143000.0,20330775000.0,17251551000.0,23244677000.0,15997770000.0,19055542000.0,21042805000.0,21757798000.0,21913230000.0,16425685000.0,25645752000.0,13250452000.0,20402133000.0,14028891000.0,25789805000.0
2072.0,21953522000.0,18539788000.0,21805513000.0,19834526000.0,20129583000.0,19924726000.0,16874149000.0,23058084000.0,15396116000.0,18592023000.0,20656243000.0,21333152000.0,21565966000.0,15912055000.0,25538482000.0,12883961000.0,19986348000.0,13672598000.0,25466479000.0
2073.0,21613498000.0,18318535000.0,21775624000.0,19411735000.0,19623743000.0,19495504000.0,16339490000.0,22605339000.0,14917775000.0,18252190000.0,20234566000.0,20965530000.0,21238860000.0,15240753000.0,25304963000.0,12485167000.0,19614181000.0,13332774000.0,25141662000.0
2074.0,21315020000.0,18008410000.0,21329603000.0,19055176000.0,19267363000.0,19086860000.0,15929338000.0,22300772000.0,14591377000.0,17826767000.0,19764365000.0,20541678000.0,20953412000.0,14826255000.0,24845100000.0,12085265000.0,19157393000.0,13080580000.0,24927492000.0
2075.0,20899064000.0,17652961000.0,21052620000.0,18711108000.0,18666310000.0,18684290000.0,15580073000.0,22030494000.0,13974349000.0,17368697000.0,19346586000.0,20042674000.0,20534745000.0,14212207000.0,24588710000.0,11701203000.0,18659637000.0,12824868000.0,24883431000.0
2076.0,20496816000.0,17298776000.0,20727986000.0,18317271000.0,18180403000.0,18410224000.0,15150032000.0,21619395000.0,13458301000.0,17017640000.0,18804701000.0,19625940000.0,20104534000.0,13759160000.0,24305179000.0,11372601000.0,18017112000.0,12495843000.0,24535728000.0
2077.0,20116830000.0,16995152000.0,20378954000.0,17916752000.0,17628613000.0,17954110000.0,14693905000.0,21281466000.0,13045702000.0,16538765000.0,18349580000.0,19271635000.0,19754236000.0,13187921000.0,24023536000.0,11067960000.0,17527822000.0,12251364000.0,24159670000.0
2078.0,19791268000.0,16664261000.0,20099560000.0,17537812000.0,17032496000.0,17524200000.0,14298710000.0,20938690000.0,12658053000.0,16143299000.0,17833740000.0,18839920000.0,19420938000.0,12750110000.0,23783154000.0,10715119000.0,17193638000.0,12047227000.0,23774495000.0
2079.0,19413293000.0,16303991000.0,19758103000.0,17127737000.0,16603419000.0,17104623000.0,13970288000.0,20525062000.0,12187683000.0,15711236000.0,17408526000.0,18438447000.0,19063294000.0,12378903000.0,23500026000.0,10310694000.0,16743618000.0,11825927000.0,23477190000.0
2080.0,18968947000.0,16012917000.0,19448793000.0,16655123000.0,16177867000.0,16761440000.0,13626217000.0,20134238000.0,11758897000.0,15366259000.0,16990627000.0,17862492000.0,18610751000.0,11965233000.0,23098868000.0,9924228000.0,16252370000.0,11594115000.0,23291300000.0
2081.0,18611800000.0,15769495000.0,19174203000.0,16306974000.0,15582116000.0,16504021000.0,13287318000.0,19704605000.0,11277121000.0,15007904000.0,16496051000.0,17292354000.0,18255712000.0,11542533000.0,22831360000.0,9596268000.0,15860684000.0,11443410000.0,22974183000.0
2082.0,18364152000.0,15450150000.0,18896103000.0,15886325000.0,15084852000.0,16052761000.0,13005829000.0,19343512000.0,10809003000.0,14680064000.0,16070344000.0,16839366000.0,17904904000.0,11185752000.0,22495670000.0,9096928000.0,15501286000.0,11490452000.0,22689145000.0
2083.0,17978126000.0,15296959000.0,18593950000.0,15445866000.0,14615042000.0,15599914000.0,12658480000.0,18971020000.0,10440286000.0,14348360000.0,15548098000.0,16433666000.0,17560347000.0,10823986000.0,22189564000.0,8855100000.0,15123978000.0,11004064000.0,22379852000.0
2084.0,17541478000.0,14921538000.0,18289074000.0,15075726000.0,14260326000.0,15270513000.0,12268737000.0,18554124000.0,9955717000.0,14040285000.0,15172035000.0,15934021000.0,17170926000.0,10469875000.0,21882737000.0,8533355500.0,14660622000.0,10772188000.0,21984115000.0
2085.0,17216750000.0,14628094000.0,18086248000.0,14699941000.0,13896509000.0,14951604000.0,11912942000.0,18188300000.0,9585461000.0,13707484000.0,14887742000.0,15545797000.0,16891493000.0,10153514000.0,21938528000.0,8139473400.0,14315807000.0,10584760000.0,21593575000.0
2086.0,16802553000.0,14335346000.0,17757438000.0,14236041000.0,13527931000.0,14628878000.0,11650377000.0,17832650000.0,9162387000.0,13351165000.0,14365864000.0,15149029000.0,16536818000.0,9974803000.0,21317610000.0,7792286000.0,13928807000.0,10420311000.0,21245526000.0
2087.0,16502779000.0,14079913000.0,17483000000.0,13848998000.0,13085581000.0,14293112000.0,11338096000.0,17493650000.0,8698947000.0,13016617000.0,13995799000.0,14796207000.0,16239660000.0,9688944000.0,21037572000.0,7463405600.0,13661010000.0,10185403000.0,20885789000.0
2088.0,16071117000.0,13838095000.0,17163417000.0,13310071000.0,12759986000.0,13986547000.0,11072496000.0,17088888000.0,8314378000.0,12718018000.0,13832703000.0,14393513000.0,15861960000.0,9377089000.0,20854766000.0,7069576700.0,13346259000.0,10050768000.0,20537932000.0
2089.0,15657805000.0,13573700000.0,16854070000.0,12962489000.0,12411878000.0,13732093000.0,10698835000.0,16699162000.0,7952020500.0,12395981000.0,13425935000.0,14000985000.0,15562942000.0,9086547000.0,20634526000.0,6711391700.0,12933126000.0,9815897000.0,20365433000.0
2090.0,15301096000.0,13318738000.0,16648582000.0,12591837000.0,12120071000.0,13466380000.0,10418194000.0,16374551000.0,7646061600.0,12142868000.0,13119208000.0,13581641000.0,15265046000.0,8821374000.0,20317524000.0,6399845400.0,12566906000.0,9586135000.0,20357562000.0
2091.0,14967135000.0,13083757000.0,16352264000.0,12134330000.0,11810522000.0,13058512000.0,10091050000.0,16006740000.0,7319417000.0,11829448000.0,12699317000.0,13147743000.0,14926828000.0,8633061000.0,20069962000.0,5977096700.0,12260701000.0,9372418000.0,19936848000.0
2092.0,14671887000.0,12884700000.0,16192397000.0,11655895000.0,11511908000.0,12723953000.0,9797698000.0,15688934000.0,6967632400.0,11598278000.0,12375556000.0,12810978000.0,14635726000.0,8364483600.0,19770112000.0,5829559000.0,11991549000.0,9184991000.0,19580721000.0
2093.0,14309561000.0,12588687000.0,16032282000.0,11110210000.0,11259445000.0,12333047000.0,9519166000.0,15333900000.0,6604335600.0,11269156000.0,11950603000.0,12435801000.0,14328146000.0,8075138600.0,19502377000.0,5466660400.0,11627956000.0,9013520000.0,19282936000.0
2094.0,13969637000.0,12349010000.0,15769417000.0,10614849000.0,11117995000.0,12068293000.0,9235472000.0,14922279000.0,6174368300.0,11045186000.0,11687702000.0,12071121000.0,14096855000.0,7794911000.0,19241791000.0,5284723700.0,11272721000.0,8829615000.0,18967920000.0
2095.0,13642636000.0,12069807000.0,15541310000.0,10210848000.0,10735239000.0,11876529000.0,9011172000.0,14768176000.0,5777892400.0,10807228000.0,11450984000.0,11725945000.0,13799805000.0,7601906000.0,18946136000.0,4912067000.0,10955440000.0,8648476000.0,18599672000.0
2096.0,13409231000.0,11817896000.0,15271170000.0,9676986000.0,10432625000.0,11587918000.0,8735502000.0,14434286000.0,5551214600.0,10482485000.0,11124654000.0,11457679000.0,13527070000.0,7467875000.0,18628549000.0,4743252500.0,10750166000.0,8464749600.0,18359650000.0
2097.0,13112872000.0,11571033000.0,14980670000.0,9293900000.0,10099140000.0,11381667000.0,8484656000.0,14098132000.0,5224260000.0,10178743000.0,10917662000.0,11202641000.0,13279928000.0,7273663500.0,18413967000.0,4493351000.0,10479171000.0,8268518400.0,17989270000.0
