time,EC-EARTH3,CAMS-CSM1-0,BCC-CSM2-MR,INM-CM4-8,FGOALS-F3-L,NORESM2-MM,CESM2,EC-EARTH3-VEG,CESM2-WACCM,GFDL-ESM4,CMCC-CM2-SR5,MPI-ESM1-2-HR,MRI-ESM2-0,INM-CM5-0
2027.0,32646234000.0,33415588000.0,33112867000.0,33359722000.0,33371867000.0,33453275000.0,33360450000.0,33175433000.0,33277310000.0,33108257000.0,33325451000.0,33245848000.0,33210059000.0,33464371000.0
2028.0,32440699000.0,33284864000.0,33025315000.0,33194480000.0,33111865000.0,33276455000.0,33561324000.0,33488718000.0,33171421000.0,33058537000.0,33627122000.0,33248170000.0,33025794000.0,33160194000.0
2029.0,32161587000.0,33671807000.0,32911915000.0,33118878000.0,33034340000.0,33182435000.0,33259809000.0,33023195000.0,33569513000.0,33154642000.0,33376793000.0,33239583000.0,32901720000.0,33048010000.0
2030.0,32153213000.0,33264402000.0,32798904000.0,33039653000.0,32965802000.0,33167260000.0,33075569000.0,33005036000.0,33204306000.0,32932049000.0,33239190000.0,33163194000.0,33183947000.0,32935285000.0
2031.0,31818945000.0,33236644000.0,32722820000.0,32930748000.0,32824123000.0,33372850000.0,32937300000.0,32927207000.0,33039628000.0,33526997000.0,33153331000.0,33034932000.0,32761407000.0,32859605000.0
2032.0,31608440000.0,33313284000.0,32557312000.0,32802552000.0,32695220000.0,33400970000.0,32984072000.0,32829526000.0,32969013000.0,33181980000.0,33045852000.0,33008538000.0,32631818000.0,32750795000.0
2033.0,31393673000.0,33238139000.0,32439132000.0,32741042000.0,32646885000.0,32993448000.0,32844173000.0,32695376000.0,32881640000.0,33016267000.0,32942813000.0,33039944000.0,32542052000.0,32575529000.0
2034.0,31079225000.0,33185634000.0,32350110000.0,32607300000.0,32489710000.0,32913828000.0,32837421000.0,32689963000.0,32702670000.0,32807391000.0,32890452000.0,32996217000.0,32347170000.0,32461933000.0
2035.0,30979197000.0,33106840000.0,32148392000.0,32467247000.0,32370313000.0,32804671000.0,32706417000.0,32427776000.0,32698595000.0,33181653000.0,33116582000.0,33143912000.0,32352623000.0,32371364000.0
2036.0,30738336000.0,33063560000.0,31936449000.0,32347210000.0,32261423000.0,32647123000.0,32672213000.0,32226564000.0,32566680000.0,33058220000.0,32816886000.0,32810120000.0,32136262000.0,32332556000.0
2037.0,30273160000.0,33072919000.0,31782210000.0,32410448000.0,32356942000.0,32522992000.0,32507270000.0,32327264000.0,32351558000.0,32729436000.0,32750760000.0,32629764000.0,31900406000.0,32140532000.0
2038.0,29920264000.0,32891270000.0,31566862000.0,32157784000.0,31976188000.0,32568044000.0,32334512000.0,31947639000.0,32170248000.0,32668822000.0,32658766000.0,32464183000.0,31714916000.0,32035934000.0
2039.0,29648536000.0,32926462000.0,31417303000.0,31981380000.0,31800756000.0,32459520000.0,32203796000.0,31773884000.0,32334620000.0,32566192000.0,32551205000.0,32315318000.0,31554068000.0,31839807000.0
2040.0,29380311000.0,33010786000.0,31184840000.0,31859960000.0,31707265000.0,32177850000.0,32123124000.0,31879277000.0,31922317000.0,32413178000.0,32423188000.0,32393863000.0,31364145000.0,31686488000.0
2041.0,29084699000.0,32874648000.0,30983043000.0,31743710000.0,31501855000.0,31986985000.0,31997300000.0,31682122000.0,31895760000.0,32282190000.0,32259040000.0,32247296000.0,31081861000.0,31490340000.0
2042.0,29049117000.0,32666872000.0,30741746000.0,31576150000.0,31268660000.0,31856740000.0,31904430000.0,31290044000.0,31697373000.0,32163680000.0,32941101000.0,32324070000.0,30782340000.0,31340014000.0
2043.0,28850130000.0,32581456000.0,30539690000.0,31511960000.0,31507118000.0,31676127000.0,31720045000.0,31025246000.0,31491607000.0,32210358000.0,32555991000.0,32070291000.0,30600583000.0,31189348000.0
2044.0,28286693000.0,32510474000.0,30248690000.0,31874533000.0,31178553000.0,31479103000.0,31602135000.0,30794887000.0,31340499000.0,31987268000.0,32878985000.0,31778824000.0,30377700000.0,31011043000.0
2045.0,27904063000.0,32389600000.0,30059230000.0,31370447000.0,30859030000.0,31302525000.0,31487533000.0,30829486000.0,31205016000.0,31871453000.0,33171397000.0,31524334000.0,30102002000.0,30824310000.0
2046.0,27565543000.0,32461496000.0,29716169000.0,31081167000.0,30573814000.0,31052055000.0,31252976000.0,30509283000.0,30935660000.0,31729940000.0,32154122000.0,31359504000.0,29844224000.0,30692602000.0
2047.0,27421698000.0,32196645000.0,29357763000.0,30956978000.0,30550043000.0,30933731000.0,31310227000.0,30285937000.0,30717737000.0,31509725000.0,31877284000.0,31534326000.0,29576776000.0,30466170000.0
2048.0,27106263000.0,32046694000.0,29050161000.0,30745113000.0,30183370000.0,30680945000.0,31201462000.0,30231239000.0,30487116000.0,31431199000.0,31755321000.0,31299822000.0,29251770000.0,30659062000.0
2049.0,26864613000.0,31961823000.0,28762817000.0,30582268000.0,29866295000.0,30431950000.0,30867810000.0,30055709000.0,30299660000.0,31361626000.0,31740369000.0,30917400000.0,29044177000.0,30285353000.0
2050.0,26495838000.0,31791815000.0,28440541000.0,30478076000.0,29422686000.0,30340096000.0,30722447000.0,29760061000.0,30065377000.0,31250047000.0,31689196000.0,31058457000.0,28747400000.0,29958535000.0
2051.0,26226862000.0,31642358000.0,28047378000.0,30311952000.0,29130195000.0,29987977000.0,30554876000.0,29437923000.0,29852530000.0,31028087000.0,31243640000.0,30638150000.0,28380553000.0,29750660000.0
2052.0,25904720000.0,31549092000.0,27733970000.0,30088270000.0,28887431000.0,29695250000.0,30378197000.0,29122628000.0,29745183000.0,30840180000.0,31044198000.0,30686138000.0,28082821000.0,29481939000.0
2053.0,25598542000.0,31387871000.0,27396094000.0,29999063000.0,28594774000.0,29607168000.0,30188724000.0,29001177000.0,29462040000.0,30713786000.0,30820747000.0,30371963000.0,27720987000.0,29205584000.0
2054.0,25279162000.0,31191032000.0,27080829000.0,29766537000.0,28345550000.0,29245170000.0,30063327000.0,28682541000.0,29154234000.0,30562632000.0,30702864000.0,30138331000.0,27379770000.0,28972134000.0
2055.0,24926790000.0,30967260000.0,27038500000.0,29867108000.0,28044159000.0,28911206000.0,30220655000.0,28359576000.0,28812660000.0,30341597000.0,30436694000.0,29899985000.0,27056490000.0,28732609000.0
2056.0,24605467000.0,30803186000.0,26419175000.0,29470083000.0,27799718000.0,28629512000.0,29795690000.0,28117066000.0,28604449000.0,30230670000.0,30163063000.0,29691770000.0,26798412000.0,28413440000.0
2057.0,24285305000.0,30584600000.0,26087436000.0,29303550000.0,27443550000.0,28382740000.0,29582547000.0,27786316000.0,28513680000.0,30044836000.0,30062926000.0,29448282000.0,26610813000.0,28150854000.0
2058.0,23909153000.0,30485365000.0,25558577000.0,29117508000.0,27464446000.0,28080458000.0,29541155000.0,27517676000.0,28185422000.0,29779300000.0,29755263000.0,29263053000.0,26410338000.0,27904815000.0
2059.0,23647550000.0,30621230000.0,25055365000.0,28950150000.0,27032960000.0,27806800000.0,29214818000.0,27267790000.0,27860124000.0,29550637000.0,30287151000.0,29055244000.0,25996392000.0,27697535000.0
2060.0,23381310000.0,30164648000.0,24666500000.0,28741474000.0,26827368000.0,27573120000.0,29020977000.0,26943265000.0,27619918000.0,29318742000.0,29620933000.0,29001290000.0,25630038000.0,27465564000.0
2061.0,23071465000.0,29895913000.0,24174760000.0,28602898000.0,26744877000.0,27381651000.0,28915069000.0,26680257000.0,27411350000.0,29058470000.0,29219750000.0,28673830000.0,25309743000.0,27210566000.0
2062.0,22787346000.0,29741646000.0,23809124000.0,28393206000.0,26469155000.0,27112677000.0,28581170000.0,26369520000.0,27166478000.0,28734482000.0,28923190000.0,28379197000.0,25037910000.0,27069549000.0
2063.0,22487773000.0,29658526000.0,23277195000.0,28213692000.0,26241968000.0,26878601000.0,28329857000.0,26012758000.0,26896896000.0,28435306000.0,28791548000.0,28040886000.0,24736408000.0,26786679000.0
2064.0,22312184000.0,29359114000.0,22754861000.0,28059585000.0,26034366000.0,26575130000.0,28032635000.0,25734216000.0,26586251000.0,28154040000.0,28420719000.0,27829869000.0,24337353000.0,26427482000.0
2065.0,21995311000.0,29181313000.0,22866545000.0,27870884000.0,25814366000.0,26313554000.0,27818920000.0,25382674000.0,26384648000.0,27857256000.0,28186673000.0,27608540000.0,23979043000.0,26299288000.0
2066.0,21689647000.0,28932274000.0,22283975000.0,27622770000.0,25654768000.0,26001461000.0,27575810000.0,25325486000.0,26161254000.0,27571570000.0,27967797000.0,28320053000.0,23622795000.0,26234022000.0
2067.0,21518045000.0,28782316000.0,21780780000.0,27493274000.0,25562984000.0,25756720000.0,27311250000.0,24962892000.0,25741533000.0,27330304000.0,27636025000.0,27529224000.0,23319945000.0,25872675000.0
2068.0,21147103000.0,28426033000.0,21320333000.0,27380015000.0,25186339000.0,25436486000.0,27057816000.0,24793995000.0,25569573000.0,26955180000.0,27327226000.0,27095208000.0,22972381000.0,25597047000.0
2069.0,20863162000.0,28187003000.0,20963576000.0,27177595000.0,25020787000.0,25274276000.0,26733312000.0,24417130000.0,25370040000.0,26659342000.0,27081220000.0,26785882000.0,22726701000.0,25402472000.0
2070.0,20566374000.0,27939090000.0,20572010000.0,26940887000.0,24871490000.0,25372107000.0,26537527000.0,24076820000.0,25063336000.0,26310710000.0,26771137000.0,26493037000.0,22418700000.0,25168566000.0
2071.0,20333605000.0,27772010000.0,20239852000.0,26801355000.0,24545714000.0,24955451000.0,26235027000.0,23825682000.0,24873240000.0,26015883000.0,26917186000.0,26191122000.0,22067585000.0,25025178000.0
2072.0,20073363000.0,27595278000.0,19931904000.0,26629130000.0,24302578000.0,24680028000.0,26040166000.0,23510338000.0,25247062000.0,25728230000.0,26296836000.0,26592344000.0,21786907000.0,24810131000.0
2073.0,19766505000.0,27297253000.0,19553450000.0,26516630000.0,24017873000.0,24340445000.0,25825390000.0,23183553000.0,24415785000.0,25433764000.0,25934910000.0,25935600000.0,21513900000.0,25355692000.0
2074.0,19462883000.0,26993010000.0,19165500000.0,26825010000.0,23737020000.0,24044556000.0,25598808000.0,22819664000.0,24185979000.0,25156035000.0,25572661000.0,25753620000.0,21301717000.0,24550790000.0
2075.0,20046580000.0,26868118000.0,18840027000.0,26657440000.0,23544386000.0,23700441000.0,25246794000.0,22428563000.0,24040806000.0,24824685000.0,25386357000.0,25438503000.0,21051746000.0,24256730000.0
2076.0,19018390000.0,26633335000.0,18556641000.0,26164089000.0,23422048000.0,23488408000.0,24958550000.0,21907210000.0,23793250000.0,24568347000.0,25050092000.0,25171940000.0,20883585000.0,24075715000.0
2077.0,18670488000.0,26374887000.0,18271689000.0,25910130000.0,23181623000.0,23280871000.0,24724875000.0,21382350000.0,23618089000.0,24286405000.0,24701331000.0,24855590000.0,20635894000.0,23889807000.0
2078.0,18362155000.0,26125945000.0,17966020000.0,25687857000.0,23007255000.0,23074845000.0,24556225000.0,21633274000.0,23394533000.0,24020347000.0,24378237000.0,24484577000.0,20321282000.0,23672392000.0
2079.0,18067950000.0,26108998000.0,17696710000.0,25591722000.0,22801828000.0,22817874000.0,24231473000.0,20812562000.0,23175784000.0,23721566000.0,24015618000.0,24199963000.0,20063173000.0,23419271000.0
2080.0,17809210000.0,25930815000.0,17395427000.0,25436127000.0,22595148000.0,23017355000.0,23913652000.0,20500312000.0,22979162000.0,23519350000.0,23731542000.0,23921308000.0,19920046000.0,23206586000.0
2081.0,17556894000.0,25624078000.0,17070831000.0,25244807000.0,22255747000.0,22592900000.0,23654150000.0,20099031000.0,22768560000.0,23235617000.0,23806964000.0,23630838000.0,19664820000.0,22988116000.0
2082.0,17346226000.0,25462774000.0,17096430000.0,25408539000.0,22071116000.0,22283024000.0,23462500000.0,19615222000.0,22729128000.0,22946410000.0,23305415000.0,23421350000.0,19477142000.0,22817507000.0
2083.0,17040103000.0,25329926000.0,16633327000.0,25980017000.0,21766556000.0,22060659000.0,23297114000.0,19231769000.0,22424519000.0,22613135000.0,22963933000.0,23212755000.0,19234310000.0,22573586000.0
2084.0,16729832000.0,25598396000.0,16280206000.0,24991134000.0,21515469000.0,21818032000.0,23006601000.0,18884270000.0,22490720000.0,22309749000.0,22582129000.0,22888223000.0,19046130000.0,22407199000.0
2085.0,16433280000.0,25181106000.0,15993546000.0,24708730000.0,21430737000.0,21661899000.0,22820870000.0,18537746000.0,22031708000.0,21991617000.0,22281812000.0,22679489000.0,18856708000.0,22285818000.0
2086.0,16162796000.0,25052440000.0,15768247000.0,24999442000.0,21214472000.0,21615750000.0,22541644000.0,18157238000.0,21751890000.0,21730110000.0,22026666000.0,22421363000.0,18679433000.0,22037998000.0
2087.0,15884136000.0,24742881000.0,15422549000.0,24620214000.0,21034414000.0,21580444000.0,22362161000.0,17740593000.0,21602214000.0,21407844000.0,21565702000.0,22340310000.0,18477738000.0,22441790000.0
2088.0,15512099000.0,24516106000.0,15147066000.0,24445110000.0,20819600000.0,21157898000.0,22144416000.0,17419303000.0,21498317000.0,21132653000.0,21219416000.0,22101522000.0,18342214000.0,21737116000.0
2089.0,15198107000.0,25528041000.0,14985381000.0,24248087000.0,20605241000.0,21387760000.0,21898904000.0,17374605000.0,21308561000.0,20885563000.0,20777073000.0,21729233000.0,18098481000.0,21512114000.0
2090.0,14971055000.0,24744235000.0,14704841000.0,24085715000.0,20404531000.0,20852860000.0,21657678000.0,17082970000.0,21131637000.0,20601264000.0,20406594000.0,21687130000.0,17951144000.0,21447043000.0
2091.0,14727230000.0,24417714000.0,14441317000.0,24002722000.0,20151476000.0,20594702000.0,21437413000.0,16726647000.0,20904675000.0,20377434000.0,20065812000.0,21447567000.0,17730320000.0,21331945000.0
2092.0,14453527000.0,24043110000.0,14182186000.0,23831697000.0,19957826000.0,20357278000.0,21284268000.0,16430766000.0,20623288000.0,20222202000.0,19617940000.0,21215777000.0,17501837000.0,21154222000.0
2093.0,14227388000.0,23874966000.0,13941156000.0,23772387000.0,19723817000.0,20206893000.0,21137453000.0,16164301000.0,20575435000.0,19996631000.0,19246120000.0,20991390000.0,17314630000.0,20875796000.0
2094.0,13949864000.0,23843934000.0,13595734000.0,23627977000.0,19500580000.0,20029250000.0,21506333000.0,15840870000.0,20318951000.0,19708492000.0,18906913000.0,20776990000.0,17233254000.0,20804444000.0
2095.0,13628595000.0,23732976000.0,13461433000.0,23434349000.0,19304696000.0,19788489000.0,20663204000.0,15649349000.0,20076837000.0,19420183000.0,18603526000.0,20542964000.0,17022947000.0,20607728000.0
2096.0,13411884000.0,23540871000.0,13113013000.0,23380873000.0,19136039000.0,19587858000.0,20368163000.0,15302598000.0,20038967000.0,19186082000.0,18256083000.0,20353505000.0,16829996000.0,21095756000.0
2097.0,13218196000.0,23532843000.0,12916950000.0,23164172000.0,18952460000.0,19414213000.0,20180773000.0,15042451000.0,19729412000.0,18963800000.0,17937156000.0,20142684000.0,16744044000.0,20447349000.0
2098.0,12895871000.0,23252087000.0,12661580000.0,23061375000.0,18792753000.0,19178246000.0,20020290000.0,14731743000.0,19518480000.0,18729091000.0,17649883000.0,20051180000.0,16643647000.0,20162998000.0
2099.0,12574164000.0,23228572000.0,12483361000.0,22874356000.0,18578684000.0,18986756000.0,19763024000.0,14473831000.0,19311274000.0,18490917000.0,17386473000.0,19840244000.0,16503511000.0,20310325000.0
2100.0,12350979000.0,23672520000.0,12239327000.0,22759223000.0,18529739000.0,19274256000.0,19585300000.0,14264647000.0,19306810000.0,18232453000.0,17161233000.0,19755586000.0,16383725000.0,19983663000.0
