time,CESM2,FGOALS-F3-L,NORESM2-MM,BCC-CSM2-MR,INM-CM4-8,EC-EARTH3,CAMS-CSM1-0,MRI-ESM2-0,MPI-ESM1-2-HR,INM-CM5-0,CESM2-WACCM,GFDL-ESM4,EC-EARTH3-VEG
2072.0,23592385000.0,20258658000.0,23993380000.0,19431684000.0,25867549000.0,15312479000.0,26016713000.0,21672083000.0,24430189000.0,23051090000.0,23189623000.0,23496692000.0,23480046000.0
2073.0,23285494000.0,19972784000.0,23898612000.0,18889101000.0,25944592000.0,14875414000.0,26388017000.0,21331364000.0,24150082000.0,22810282000.0,22846802000.0,23113642000.0,23067736000.0
2074.0,22973890000.0,19619770000.0,23454840000.0,18347280000.0,25474875000.0,14549674000.0,25786872000.0,21025390000.0,23942668000.0,22572012000.0,22487257000.0,22723258000.0,22651877000.0
2075.0,22663692000.0,19330800000.0,23073067000.0,17911468000.0,25163610000.0,14284347000.0,25663584000.0,20785938000.0,23687406000.0,22343948000.0,22248495000.0,22469670000.0,22262300000.0
2076.0,22379913000.0,19025328000.0,22849944000.0,17393742000.0,25030762000.0,13983009000.0,25331356000.0,20294023000.0,23311180000.0,21962494000.0,21983078000.0,22123753000.0,21796700000.0
2077.0,22019828000.0,18717733000.0,22434361000.0,16890999000.0,24740570000.0,13631000000.0,25094943000.0,19955370000.0,23062618000.0,21681394000.0,21621084000.0,21472550000.0,21339249000.0
2078.0,21678580000.0,18394319000.0,22074610000.0,16431208000.0,24532668000.0,13261465000.0,24897325000.0,19654918000.0,22690877000.0,21472166000.0,21445822000.0,21133679000.0,20726380000.0
2079.0,21346500000.0,18117032000.0,21697602000.0,16015460000.0,24293513000.0,12966898000.0,24655514000.0,19353137000.0,22315153000.0,21336359000.0,21082740000.0,20859365000.0,20206250000.0
2080.0,20943686000.0,17800972000.0,21477399000.0,15602075000.0,24010377000.0,12628230000.0,24427030000.0,19105188000.0,21990957000.0,21085039000.0,20680108000.0,20481841000.0,19859483000.0
2081.0,20559899000.0,17545390000.0,21982312000.0,15152565000.0,23758170000.0,12239365000.0,24101925000.0,18778070000.0,21661063000.0,20857958000.0,20406098000.0,20166672000.0,19316595000.0
2082.0,20235151000.0,17230017000.0,21029224000.0,14621043000.0,23569930000.0,11892542000.0,23840315000.0,18550065000.0,21357165000.0,20692134000.0,20146192000.0,19949310000.0,18734647000.0
2083.0,19861107000.0,16972066000.0,20753179000.0,14118449000.0,23312065000.0,11729862000.0,23966544000.0,18244805000.0,21236980000.0,20457710000.0,19777323000.0,19683572000.0,18083510000.0
2084.0,19496133000.0,16559368000.0,20512854000.0,13706544000.0,23118740000.0,11453834000.0,23478657000.0,17991516000.0,20893600000.0,20118989000.0,19472992000.0,19255484000.0,17584101000.0
2085.0,19118373000.0,16303201000.0,20124800000.0,13251768000.0,22862653000.0,11060463000.0,23189869000.0,17705554000.0,20523990000.0,19908045000.0,19177282000.0,18960310000.0,17096072000.0
2086.0,18823619000.0,16011046000.0,19776985000.0,12832723000.0,22681810000.0,10674388000.0,22953607000.0,17430888000.0,20205906000.0,19705010000.0,18904429000.0,18659283000.0,16580896000.0
2087.0,18483352000.0,15703923000.0,19417186000.0,12376993000.0,22485137000.0,10383141000.0,22758207000.0,17100746000.0,19920294000.0,19436417000.0,18599174000.0,18376820000.0,16008349000.0
2088.0,18172924000.0,15446876000.0,19128424000.0,12017912000.0,22256267000.0,10088020000.0,22416308000.0,16847557000.0,19515257000.0,19289426000.0,18330515000.0,18035395000.0,15731622000.0
2089.0,17789750000.0,15157988000.0,18916547000.0,11670779000.0,22126967000.0,9796924000.0,22221502000.0,16572613000.0,19228844000.0,19015092000.0,18045932000.0,17760733000.0,15189072000.0
2090.0,17463603000.0,14746834000.0,18556664000.0,11313283000.0,21825155000.0,9554713000.0,22060827000.0,16402683000.0,19219331000.0,18891911000.0,17723855000.0,17420230000.0,14829247000.0
2091.0,17198486000.0,14520022000.0,18166577000.0,11008615000.0,21607356000.0,9179034000.0,21722518000.0,16161610000.0,18649395000.0,18597566000.0,17580880000.0,17129453000.0,14311247000.0
2092.0,16896901000.0,14236714000.0,17782354000.0,10756830000.0,21404980000.0,8915972000.0,21491268000.0,15989566000.0,18310540000.0,18338520000.0,17176418000.0,16948666000.0,13657025000.0
2093.0,16593989000.0,13959813000.0,17460175000.0,10485041000.0,21180908000.0,8649345000.0,21215726000.0,15733289000.0,18027002000.0,18096010000.0,16856815000.0,16581857000.0,13299453000.0
2094.0,16230601000.0,13726711000.0,17533878000.0,10267817000.0,20861436000.0,8431624700.0,20962437000.0,15531232000.0,17694290000.0,17770695000.0,16722674000.0,16318019000.0,12888648000.0
2095.0,15951155000.0,13493873000.0,17075862000.0,10009957000.0,20626702000.0,8072603000.0,20703338000.0,15245223000.0,17435927000.0,17452927000.0,16405259000.0,16088536000.0,12503658000.0
2096.0,15633997000.0,13269254000.0,16982093000.0,9788871000.0,20356813000.0,7755772400.0,20447816000.0,15089504000.0,17125557000.0,17210313000.0,16180808000.0,15876264000.0,12059778000.0
2097.0,15294681000.0,12969522000.0,16359354000.0,9490672000.0,20148939000.0,7478225000.0,20243577000.0,14846973000.0,17032351000.0,16995568000.0,15858180000.0,15633799000.0,11669613000.0
2098.0,15002308000.0,12741010000.0,16005164000.0,9295281000.0,19890237000.0,7224325000.0,19982840000.0,14741617000.0,16486206000.0,16766298000.0,15605492000.0,15370150000.0,11286588000.0
2099.0,14696495000.0,12510849000.0,15778203000.0,9149253000.0,19663340000.0,6992404500.0,19575200000.0,14483565000.0,16172271000.0,16503818000.0,15343520000.0,15144720000.0,10863722000.0
2100.0,14430552000.0,12313203000.0,15517628000.0,8904523000.0,19385290000.0,6797500000.0,19357864000.0,14227503000.0,15970607000.0,16299127000.0,15046192000.0,14896069000.0,10439486000.0
