time,FGOALS-F3-L,NORESM2-MM,CESM2,ACCESS-CM2,EC-EARTH3,CANESM5,ACCESS-ESM1-5,CAMS-CSM1-0,BCC-CSM2-MR,INM-CM4-8,IPSL-CM6A-LR,MRI-ESM2-0,MPI-ESM1-2-HR,INM-CM5-0,EC-EARTH3-VEG,CESM2-WACCM,GFDL-ESM4
2014.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0,33702970000.0
2015.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0,33745750000.0
2016.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0,34770596000.0
2017.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0,33738908000.0
2018.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0
2019.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0
2020.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0
2021.0,33652260000.0,34516234000.0,33676620000.0,33496068000.0,33449267000.0,33630790000.0,33774995000.0,33822100000.0,33705284000.0,33479990000.0,33865038000.0,33550020000.0,33602294000.0,33529457000.0,33777863000.0,33549912000.0,33868487000.0
2022.0,33499068000.0,33856096000.0,33567676000.0,33444035000.0,33447401000.0,34967560000.0,33589434000.0,33958285000.0,33640400000.0,33398706000.0,33547162000.0,33504400000.0,33555565000.0,33475750000.0,33552855000.0,33694202000.0,33535380000.0
2023.0,33475693000.0,33716419000.0,33553031000.0,33427855000.0,33269998000.0,33444315000.0,33506503000.0,33679931000.0,33591892000.0,33392100000.0,33479782000.0,33391043000.0,33873297000.0,33391626000.0,33670834000.0,33630288000.0,33550703000.0
2024.0,33363587000.0,33566888000.0,33451917000.0,33297267000.0,33138815000.0,33301050000.0,33391610000.0,33945778000.0,33446762000.0,33275585000.0,33395298000.0,33290605000.0,33654931000.0,33275173000.0,33499350000.0,33436967000.0,33452261000.0
2025.0,33293697000.0,33426962000.0,33326709000.0,33232493000.0,33040364000.0,33144982000.0,33322058000.0,33554120000.0,33525604000.0,33326215000.0,33354955000.0,33221222000.0,33600854000.0,33196206000.0,33775120000.0,33387614000.0,33400984000.0
2026.0,33225595000.0,33759803000.0,33316295000.0,33137437000.0,32876458000.0,33062390000.0,33221073000.0,33465864000.0,33437227000.0,33175980000.0,33430256000.0,33181944000.0,33437360000.0,33114647000.0,33481966000.0,33288962000.0,33331624000.0
2027.0,33251269000.0,33709625000.0,33311050000.0,32993108000.0,32707205000.0,32953537000.0,33138518000.0,33925558000.0,33397393000.0,33080920000.0,33221126000.0,33073120000.0,33377548000.0,33006012000.0,33447926000.0,33138720000.0,33211810000.0
2028.0,33131480000.0,33525680000.0,33132646000.0,32855423000.0,32458895000.0,32840843000.0,33054760000.0,33484700000.0,33284575000.0,32941500000.0,33095614000.0,32931293000.0,33303556000.0,33027742000.0,33307783000.0,33025952000.0,33144290000.0
2029.0,33032020000.0,33395005000.0,33016832000.0,32744330000.0,32240306000.0,32780780000.0,32994216000.0,33840523000.0,33256413000.0,32870078000.0,32970398000.0,32804303000.0,33214798000.0,32834480000.0,33200853000.0,32961470000.0,33075567000.0
2030.0,32963727000.0,33217233000.0,32968765000.0,32857317000.0,31992486000.0,32573895000.0,32932043000.0,33871393000.0,33185898000.0,32968438000.0,32872167000.0,32753668000.0,33145836000.0,32672825000.0,33093022000.0,32876552000.0,33031301000.0
2031.0,32933822000.0,33149592000.0,32862206000.0,32593928000.0,31702231000.0,32707550000.0,32829864000.0,33487114000.0,33076308000.0,32926790000.0,32735859000.0,32627876000.0,33051850000.0,32555903000.0,33361043000.0,32790649000.0,33056553000.0
2032.0,32815990000.0,33247144000.0,32787472000.0,32446282000.0,31380478000.0,33373710000.0,32694321000.0,33388366000.0,32984740000.0,32686023000.0,32581794000.0,32502200000.0,32989694000.0,32413956000.0,32958966000.0,32636142000.0,32883472000.0
2033.0,32696080000.0,33181470000.0,32680108000.0,32283873000.0,31065940000.0,32815632000.0,32566493000.0,33258697000.0,33082812000.0,33284315000.0,32490166000.0,32335740000.0,32910473000.0,32314685000.0,32795900000.0,32729061000.0,32928637000.0
2034.0,32596062000.0,32979497000.0,32543744000.0,32054043000.0,30833842000.0,32510870000.0,32424575000.0,33245936000.0,33092764000.0,32679442000.0,32367751000.0,32269787000.0,32813152000.0,32338740000.0,32721988000.0,32471091000.0,32895470000.0
2035.0,32418605000.0,32910330000.0,32379300000.0,31956894000.0,30414483000.0,32149959000.0,32294021000.0,33098457000.0,32900230000.0,32931811000.0,32109304000.0,32091634000.0,32813460000.0,32250518000.0,32598040000.0,32397402000.0,32768872000.0
2036.0,32225298000.0,32788447000.0,32205412000.0,31773243000.0,30034770000.0,31880268000.0,32176080000.0,33052836000.0,32866554000.0,32466014000.0,31831847000.0,31842376000.0,33526680000.0,32121887000.0,32462370000.0,32246383000.0,32619651000.0
2037.0,32069583000.0,32714727000.0,32028324000.0,31923770000.0,29692355000.0,31711988000.0,32017650000.0,33133770000.0,32850270000.0,32426908000.0,31768949000.0,31676334000.0,32817672000.0,31945350000.0,32554146000.0,32437893000.0,32672030000.0
2038.0,31850867000.0,32611576000.0,31963870000.0,31526124000.0,29340789000.0,31334930000.0,31839672000.0,32951960000.0,32684030000.0,32406407000.0,31531846000.0,31479146000.0,32585300000.0,32091679000.0,32291346000.0,32026008000.0,32607600000.0
2039.0,31753423000.0,32580706000.0,31749171000.0,31361376000.0,28861129000.0,31325082000.0,31764322000.0,32933263000.0,32570575000.0,32275573000.0,31609766000.0,31447820000.0,32444470000.0,31760196000.0,32124518000.0,31954990000.0,32433394000.0
2040.0,31501998000.0,32389520000.0,31544580000.0,31236022000.0,28348185000.0,30861584000.0,31579660000.0,32915038000.0,32436000000.0,32723116000.0,31192480000.0,31039785000.0,32434608000.0,31539229000.0,31894649000.0,31753695000.0,32293800000.0
2041.0,31270658000.0,33200583000.0,31365660000.0,30949872000.0,27915860000.0,30538398000.0,31353090000.0,32775338000.0,32316086000.0,32186587000.0,31061375000.0,30759000000.0,32530575000.0,31372802000.0,32124060000.0,31542213000.0,32276670000.0
2042.0,31033135000.0,32351610000.0,31210945000.0,30754564000.0,27405457000.0,30227526000.0,31196103000.0,32761387000.0,32222540000.0,31963077000.0,30972355000.0,30511722000.0,32268780000.0,31073102000.0,32094304000.0,31488460000.0,33092560000.0
2043.0,30850646000.0,32189503000.0,30927833000.0,30731030000.0,26873565000.0,29850474000.0,30910188000.0,32996530000.0,32149055000.0,31809675000.0,30630961000.0,31229954000.0,32090333000.0,31001055000.0,31744480000.0,31151360000.0,32669307000.0
2044.0,30597894000.0,32184795000.0,30728220000.0,30433133000.0,26535490000.0,29545430000.0,30723699000.0,32713610000.0,32247726000.0,31719102000.0,30505134000.0,30663651000.0,31992998000.0,30709100000.0,31419312000.0,30983676000.0,32238445000.0
2045.0,30468730000.0,31903710000.0,30446522000.0,30237936000.0,26085782000.0,29029165000.0,30452859000.0,32851927000.0,32164717000.0,31554450000.0,30267240000.0,30178142000.0,32044431000.0,30741774000.0,31216615000.0,30876285000.0,32174991000.0
2046.0,30452083000.0,31700867000.0,30271950000.0,29913887000.0,25575207000.0,28684722000.0,30285850000.0,32469869000.0,31831880000.0,31386390000.0,30202014000.0,29921956000.0,31867430000.0,30416706000.0,31179820000.0,30573404000.0,31937382000.0
2047.0,30045032000.0,31537762000.0,30177366000.0,29571103000.0,25143210000.0,28602750000.0,30116506000.0,32368990000.0,31686875000.0,31242922000.0,30061562000.0,29632061000.0,31800592000.0,30223833000.0,30985454000.0,30468424000.0,31699120000.0
2048.0,29792897000.0,31431635000.0,29765908000.0,29321503000.0,24666067000.0,28017510000.0,29830795000.0,33046573000.0,31466660000.0,31138408000.0,29879691000.0,29398282000.0,31533690000.0,30042423000.0,30816922000.0,30213454000.0,31582753000.0
2049.0,29595324000.0,31386026000.0,29583104000.0,29087832000.0,24126355000.0,27718332000.0,29592506000.0,32520454000.0,31301478000.0,30888786000.0,29649132000.0,29188037000.0,31376185000.0,29884733000.0,30588936000.0,30039075000.0,31613491000.0
2050.0,29180500000.0,31179282000.0,29320440000.0,28689203000.0,23814314000.0,27894490000.0,29376582000.0,32573655000.0,31079050000.0,30659758000.0,29374499000.0,28898314000.0,31261387000.0,29682825000.0,30405851000.0,29885750000.0,31548744000.0
2051.0,29225691000.0,31009745000.0,29170230000.0,28313000000.0,23489800000.0,27237920000.0,29119263000.0,32143124000.0,30906315000.0,31315590000.0,29108888000.0,28645570000.0,31095443000.0,29490807000.0,30216802000.0,29875542000.0,31216839000.0
2052.0,29055870000.0,30817920000.0,28894170000.0,28116300000.0,23202927000.0,26905954000.0,28858049000.0,32037427000.0,30783187000.0,30558840000.0,29011670000.0,28377741000.0,31076751000.0,29338798000.0,29893640000.0,29551718000.0,31077440000.0
2053.0,28666118000.0,30612953000.0,28617322000.0,27870070000.0,22782376000.0,26759252000.0,28549566000.0,31929901000.0,30547337000.0,30361575000.0,28736210000.0,28089567000.0,30827547000.0,29011644000.0,29708022000.0,29315561000.0,31101606000.0
2054.0,28432910000.0,30445003000.0,28465424000.0,27599591000.0,22328140000.0,26340990000.0,28414355000.0,31950922000.0,30455706000.0,30940830000.0,28615922000.0,27896357000.0,30818695000.0,28725656000.0,29511324000.0,29083610000.0,30736794000.0
2055.0,28344150000.0,30241675000.0,28089550000.0,27329923000.0,21985880000.0,25924727000.0,28074801000.0,31958233000.0,30225990000.0,30222864000.0,28375306000.0,27591522000.0,30484267000.0,28565584000.0,29285237000.0,28901718000.0,30521063000.0
2056.0,28055630000.0,30135150000.0,27843810000.0,27029123000.0,21592486000.0,25732868000.0,27833810000.0,31721263000.0,30072175000.0,30196230000.0,28856260000.0,27421604000.0,30383600000.0,28382972000.0,29334137000.0,28827754000.0,30387857000.0
2057.0,27847231000.0,29878039000.0,27569863000.0,26909161000.0,21219025000.0,25441542000.0,27655240000.0,32469443000.0,29821876000.0,30008168000.0,28063748000.0,27213580000.0,30251057000.0,28203629000.0,29591972000.0,28431057000.0,30253335000.0
2058.0,27618306000.0,29823711000.0,27334183000.0,26630610000.0,21009256000.0,26543421000.0,27449985000.0,31823560000.0,29563759000.0,29805533000.0,27695616000.0,26926030000.0,30071159000.0,28265050000.0,29131650000.0,28292172000.0,30024217000.0
2059.0,27465073000.0,29559163000.0,27089488000.0,26412450000.0,20637696000.0,25150028000.0,27616307000.0,31582427000.0,29266848000.0,29562626000.0,28082596000.0,26802233000.0,29832735000.0,27885636000.0,28737057000.0,28010072000.0,29826212000.0
2060.0,27204338000.0,29414353000.0,26930352000.0,25975175000.0,20364542000.0,24613026000.0,27101223000.0,31429280000.0,29207022000.0,29583436000.0,27498772000.0,26541873000.0,30146003000.0,28005822000.0,28452108000.0,27639861000.0,29735811000.0
2061.0,27131156000.0,29330803000.0,26679640000.0,25686049000.0,20012761000.0,26050474000.0,26857320000.0,31290210000.0,28966554000.0,29333934000.0,27154490000.0,26301868000.0,29634296000.0,27607680000.0,28662331000.0,27446997000.0,29417742000.0
2062.0,26874670000.0,29170897000.0,26365917000.0,25445940000.0,19684938000.0,24699400000.0,26817581000.0,31057523000.0,28729866000.0,29300824000.0,26967884000.0,26927997000.0,29389695000.0,27395890000.0,28037554000.0,27240501000.0,29265490000.0
2063.0,26705996000.0,28940136000.0,26312950000.0,25266516000.0,19315282000.0,24085280000.0,26660344000.0,30907658000.0,28804750000.0,29285894000.0,26781200000.0,26051740000.0,29218290000.0,27221789000.0,27749618000.0,26999370000.0,28989934000.0
2064.0,26568493000.0,28776070000.0,26007830000.0,25040663000.0,19064070000.0,23788046000.0,26373032000.0,30865190000.0,28379933000.0,28935078000.0,26514555000.0,25835639000.0,29130492000.0,27084186000.0,27543730000.0,27137840000.0,28822340000.0
2065.0,26311369000.0,28500339000.0,25767012000.0,24773659000.0,19753042000.0,23456616000.0,26113147000.0,30742100000.0,28284370000.0,28738525000.0,26552236000.0,25710322000.0,29014710000.0,26919983000.0,27359822000.0,26731448000.0,28589880000.0
2066.0,26115994000.0,28273603000.0,25637579000.0,24467182000.0,18964283000.0,23283663000.0,26414858000.0,30598530000.0,28030114000.0,28656558000.0,26156515000.0,25454012000.0,28891384000.0,26804257000.0,29007354000.0,26610887000.0,28308816000.0
2067.0,25991764000.0,28037825000.0,25380913000.0,24203637000.0,18588027000.0,23123184000.0,26018939000.0,31477643000.0,27695978000.0,28591325000.0,25924493000.0,25207000000.0,28948476000.0,26892680000.0,27479388000.0,26303902000.0,28129438000.0
2068.0,25769159000.0,27824640000.0,25137465000.0,24091060000.0,18419436000.0,22844735000.0,25854310000.0,30483225000.0,27425740000.0,28371170000.0,25768479000.0,25138026000.0,28623813000.0,26560400000.0,26931636000.0,26163302000.0,27960148000.0
2069.0,25661395000.0,27484328000.0,24971090000.0,23725603000.0,18073074000.0,22652269000.0,25567752000.0,30300774000.0,27122266000.0,28307806000.0,25636033000.0,25316508000.0,29146458000.0,26520406000.0,26886093000.0,26054593000.0,27787470000.0
2070.0,25582713000.0,27258941000.0,24870267000.0,23458525000.0,17813834000.0,22661022000.0,25324124000.0,30346627000.0,26920086000.0,28025684000.0,25608410000.0,24850459000.0,28527645000.0,26255330000.0,26527242000.0,25867225000.0,27517723000.0
2071.0,25624617000.0,27178043000.0,24691526000.0,23256486000.0,17726499000.0,23800620000.0,25133007000.0,30134442000.0,26726070000.0,28359363000.0,25394400000.0,24664010000.0,28303219000.0,26097453000.0,26307787000.0,25575610000.0,27314356000.0
2072.0,25319549000.0,26978705000.0,24514916000.0,23056245000.0,17379086000.0,22384237000.0,24860035000.0,30022996000.0,26535102000.0,28038894000.0,25195970000.0,24684823000.0,28281106000.0,26303090000.0,26478064000.0,25374652000.0,27053335000.0
2073.0,25158277000.0,26740896000.0,24366725000.0,22709617000.0,17085927000.0,22129140000.0,24677614000.0,29916305000.0,26284579000.0,27868236000.0,25032014000.0,24456915000.0,28411365000.0,26560709000.0,26961930000.0,25763953000.0,26916307000.0
2074.0,24897260000.0,26571037000.0,24069216000.0,22495834000.0,16930235000.0,22138634000.0,24479672000.0,30033730000.0,26052000000.0,28351762000.0,24883140000.0,24363317000.0,28093045000.0,25874686000.0,25994180000.0,25071393000.0,26588228000.0
2075.0,24937169000.0,26336662000.0,24288555000.0,22613539000.0,17092269000.0,23790438000.0,24345764000.0,29762316000.0,26231425000.0,27671288000.0,24706787000.0,24124193000.0,28226302000.0,25663156000.0,25690458000.0,24875090000.0,26535092000.0
2076.0,25437831000.0,26378904000.0,24783860000.0,22213507000.0,16754130000.0,22185430000.0,24118673000.0,29594755000.0,25643910000.0,27425985000.0,24515953000.0,23887528000.0,27805170000.0,25885776000.0,25570515000.0,24696652000.0,26199194000.0
2077.0,24958114000.0,26333940000.0,23820470000.0,22099538000.0,16485164000.0,21881324000.0,23927760000.0,29466053000.0,25409534000.0,27398370000.0,24384660000.0,23750394000.0,27710440000.0,25571178000.0,25920637000.0,24546722000.0,26427134000.0
2078.0,26033242000.0,25964370000.0,23560614000.0,21783394000.0,16174471000.0,21335773000.0,23749532000.0,29396222000.0,25169103000.0,27451515000.0,24194190000.0,23577928000.0,27536335000.0,25328906000.0,25290590000.0,24464360000.0,26962756000.0
2079.0,25015882000.0,25833750000.0,23277857000.0,21609351000.0,16164473000.0,21100055000.0,23596802000.0,29268607000.0,24974445000.0,27083397000.0,24041226000.0,23605450000.0,27613260000.0,25165625000.0,24990437000.0,24199700000.0,26755320000.0
2080.0,24561357000.0,25590050000.0,23061754000.0,21484620000.0,16237464000.0,20929024000.0,23411472000.0,29290033000.0,24822585000.0,26967163000.0,23955245000.0,23341588000.0,27354900000.0,25022083000.0,24739686000.0,24192598000.0,26024080000.0
2081.0,24900073000.0,25406206000.0,22961570000.0,21225632000.0,15796805000.0,20779379000.0,23319493000.0,29124465000.0,24874170000.0,26802920000.0,23805921000.0,23354480000.0,27198208000.0,24874928000.0,24649170000.0,23916409000.0,27535819000.0
2082.0,24346903000.0,25205723000.0,22817071000.0,20970836000.0,15553125000.0,20970179000.0,23154727000.0,29003346000.0,24471824000.0,26653410000.0,23628898000.0,23032314000.0,27067025000.0,24726624000.0,24689197000.0,23699245000.0,26059008000.0
2083.0,24231113000.0,25100546000.0,22613398000.0,20769305000.0,16467394000.0,20565660000.0,23051796000.0,28873790000.0,24322880000.0,27570463000.0,23466740000.0,22868531000.0,26930805000.0,24576733000.0,24471427000.0,23501953000.0,25788926000.0
2084.0,24063740000.0,24861018000.0,22459970000.0,20585804000.0,16121198000.0,20320301000.0,22884743000.0,29465647000.0,24317088000.0,26981267000.0,23566500000.0,22797777000.0,26794170000.0,24459524000.0,24091462000.0,23916544000.0,25471537000.0
2085.0,24200570000.0,25594251000.0,22518460000.0,20357548000.0,15198975000.0,21645758000.0,22756350000.0,28724345000.0,23965985000.0,26672706000.0,23247147000.0,23001242000.0,26701177000.0,25719947000.0,23856520000.0,23611193000.0,25102770000.0
2086.0,24488241000.0,24990233000.0,22148360000.0,20123703000.0,14995078000.0,22019959000.0,22825503000.0,29164362000.0,23790662000.0,26424082000.0,23099748000.0,22813153000.0,26931128000.0,24556366000.0,23654185000.0,23408840000.0,24953692000.0
2087.0,23812540000.0,24487238000.0,22164881000.0,19915720000.0,14877109000.0,23320330000.0,22508165000.0,28639943000.0,23662232000.0,26266230000.0,22920178000.0,22605445000.0,26626361000.0,24270936000.0,23416302000.0,23214256000.0,24828056000.0
2088.0,23660840000.0,24274160000.0,21908783000.0,19746345000.0,14856656000.0,20881240000.0,22331666000.0,28492478000.0,23444644000.0,26135853000.0,22820598000.0,22401378000.0,26544622000.0,24192700000.0,23159610000.0,23043455000.0,25093192000.0
2089.0,23769170000.0,24140083000.0,21798894000.0,19613694000.0,15710886000.0,20516649000.0,22105575000.0,28432656000.0,23601506000.0,26118916000.0,22711273000.0,22295972000.0,26372012000.0,23996248000.0,23150696000.0,22808742000.0,24962595000.0
2090.0,23727880000.0,24013960000.0,21663474000.0,19481174000.0,15310447000.0,20433218000.0,21938348000.0,28287998000.0,23161370000.0,26027926000.0,22583181000.0,22867362000.0,26713230000.0,25287383000.0,22819097000.0,23271662000.0,25066375000.0
2091.0,23404750000.0,23811928000.0,21659548000.0,19203918000.0,14778601000.0,20044999000.0,21769578000.0,28218505000.0,22916491000.0,26085962000.0,22677295000.0,22526810000.0,26935687000.0,24348418000.0,22648953000.0,22545596000.0,24604530000.0
2092.0,23311120000.0,23972454000.0,21690229000.0,19062176000.0,14733452000.0,19878003000.0,21642811000.0,28210303000.0,23206083000.0,25805672000.0,22298910000.0,22710325000.0,26214707000.0,23786463000.0,22486903000.0,22788700000.0,24262197000.0
2093.0,24078254000.0,23582415000.0,21271546000.0,18928419000.0,14458426000.0,19654314000.0,21487172000.0,28077152000.0,22956282000.0,25700415000.0,22193433000.0,22093230000.0,26124919000.0,23747807000.0,22394223000.0,22553336000.0,24184615000.0
2094.0,23349567000.0,23382888000.0,21138495000.0,19118221000.0,14337938000.0,20443550000.0,21321820000.0,28488458000.0,22715020000.0,25903327000.0,22240772000.0,22146224000.0,26044187000.0,24138680000.0,22012432000.0,22255970000.0,24066570000.0
2095.0,23153908000.0,23279428000.0,21604198000.0,18653612000.0,14200189000.0,19662553000.0,21177311000.0,28551834000.0,22417037000.0,25551686000.0,22050306000.0,21883950000.0,26670393000.0,23540873000.0,21745543000.0,22893324000.0,23824785000.0
2096.0,23670560000.0,23068240000.0,21061330000.0,18591037000.0,15010893000.0,20192653000.0,21950214000.0,28840374000.0,22299150000.0,25584417000.0,21883314000.0,22136887000.0,26117732000.0,23393536000.0,21770433000.0,22027164000.0,23774294000.0
2097.0,23109681000.0,22900270000.0,20834617000.0,18386543000.0,14262912000.0,21855867000.0,21234823000.0,27953492000.0,22299783000.0,25364425000.0,21752205000.0,22360902000.0,25942591000.0,23258954000.0,21612347000.0,21847771000.0,24168174000.0
2098.0,23075062000.0,25226002000.0,20733893000.0,19021860000.0,14146402000.0,19796068000.0,20901528000.0,27802601000.0,22211920000.0,25272950000.0,21953659000.0,22062040000.0,25737118000.0,23205542000.0,21185670000.0,22781997000.0,23578909000.0
2099.0,23574400000.0,22880236000.0,21033345000.0,18700970000.0,13913995000.0,19435379000.0,20707607000.0,27677479000.0,21971028000.0,26026408000.0,22039000000.0,21773892000.0,25637749000.0,23116972000.0,20910110000.0,21626663000.0,23408167000.0
2100.0,23753236000.0,22583333000.0,20764488000.0,17995764000.0,14894939000.0,20327332000.0,20720724000.0,27787377000.0,22090666000.0,25838223000.0,21622186000.0,23637373000.0,25564463000.0,23138200000.0,20708230000.0,21547356000.0,23385553000.0
