time,CESM2-WACCM,INM-CM4-8,EC-EARTH3,CMCC-CM2-SR5,MRI-ESM2-0,BCC-CSM2-MR,GFDL-ESM4,MPI-ESM1-2-HR,CESM2,CAMS-CSM1-0,EC-EARTH3-VEG,INM-CM5-0,FGOALS-F3-L,NORESM2-MM
2037.0,2644007200000.0,2586652000000.0,2401405800000.0,2709653000000.0,2453580800000.0,2585701000000.0,2658685400000.0,2714613300000.0,2490141800000.0,2751449500000.0,2748544200000.0,2498348200000.0,2544220200000.0,2578951400000.0
2038.0,2630990000000.0,2570923500000.0,2368809000000.0,2696273700000.0,2420388100000.0,2553220700000.0,2630935600000.0,2677104000000.0,2452769500000.0,2728023300000.0,2721503200000.0,2464581000000.0,2506191000000.0,2562256800000.0
2039.0,2610823000000.0,2547135300000.0,2331859700000.0,2679475800000.0,2382933300000.0,2531695300000.0,2595460700000.0,2647617400000.0,2426076400000.0,2708732000000.0,2702933800000.0,2427714300000.0,2476738600000.0,2532684300000.0
2040.0,2579547600000.0,2504939300000.0,2300263500000.0,2651822000000.0,2350910500000.0,2495173400000.0,2574948800000.0,2620006300000.0,2391999300000.0,2693496300000.0,2687958000000.0,2402765000000.0,2449773200000.0,2495532800000.0
2041.0,2552704000000.0,2467246400000.0,2263604500000.0,2612007300000.0,2306695800000.0,2461291800000.0,2551638700000.0,2590394300000.0,2369373300000.0,2665340200000.0,2669491300000.0,2365676000000.0,2407164300000.0,2451204500000.0
2042.0,2517423400000.0,2435632000000.0,2237688400000.0,2603280500000.0,2261899500000.0,2417447700000.0,2524523000000.0,2558996000000.0,2332159600000.0,2635913500000.0,2630493000000.0,2333151900000.0,2364184500000.0,2417485000000.0
2043.0,2490546000000.0,2400186800000.0,2204566600000.0,2578760000000.0,2229749000000.0,2384211500000.0,2513686200000.0,2530524800000.0,2296378300000.0,2605241000000.0,2584807200000.0,2307727000000.0,2339802200000.0,2385814500000.0
2044.0,2460770400000.0,2381410500000.0,2157328100000.0,2560988300000.0,2197912200000.0,2352426800000.0,2511103000000.0,2501664300000.0,2273241700000.0,2588204600000.0,2557073200000.0,2288027400000.0,2316284200000.0,2355277900000.0
2045.0,2430407300000.0,2360516500000.0,2120616600000.0,2557494000000.0,2164242300000.0,2314091400000.0,2491135000000.0,2442528000000.0,2242590800000.0,2569212800000.0,2544450700000.0,2262808100000.0,2267591200000.0,2322698900000.0
2046.0,2412915500000.0,2326756600000.0,2096163200000.0,2515727800000.0,2126024900000.0,2273918000000.0,2467987500000.0,2415672700000.0,2210482600000.0,2532897200000.0,2528018000000.0,2238471200000.0,2236868200000.0,2284635000000.0
2047.0,2382983300000.0,2302925000000.0,2080226800000.0,2491550800000.0,2097833400000.0,2229301400000.0,2439423500000.0,2400988000000.0,2196593700000.0,2507907300000.0,2498614300000.0,2201773100000.0,2226361500000.0,2257031800000.0
2048.0,2353280300000.0,2266855600000.0,2050678000000.0,2473510600000.0,2062516100000.0,2190223500000.0,2415514400000.0,2402108600000.0,2163839300000.0,2474463000000.0,2477267600000.0,2169790100000.0,2187242500000.0,2207486000000.0
2049.0,2311633800000.0,2236751000000.0,2025307800000.0,2452421600000.0,2029854000000.0,2155910700000.0,2409909500000.0,2363666700000.0,2133083800000.0,2452259600000.0,2452513000000.0,2131369900000.0,2148285300000.0,2183906200000.0
2050.0,2267426800000.0,2217371200000.0,1985643400000.0,2418721700000.0,1990157700000.0,2118323000000.0,2382672000000.0,2332964400000.0,2106707400000.0,2429971000000.0,2428251400000.0,2098201400000.0,2101301300000.0,2143283400000.0
2051.0,2232483800000.0,2193598300000.0,1953545300000.0,2376687400000.0,1944326100000.0,2084446700000.0,2347881200000.0,2298747000000.0,2082937500000.0,2400240500000.0,2390081000000.0,2058798100000.0,2056866100000.0,2103854000000.0
2052.0,2191138000000.0,2154685500000.0,1921116000000.0,2332653000000.0,1907988400000.0,2054238900000.0,2321737600000.0,2282643500000.0,2059546800000.0,2370054000000.0,2361790800000.0,2023838000000.0,2026249700000.0,2066165300000.0
2053.0,2152509700000.0,2129352200000.0,1887864800000.0,2293104000000.0,1875698100000.0,2018285800000.0,2295922700000.0,2252390300000.0,2026625600000.0,2339439600000.0,2334619600000.0,1981149200000.0,1989125100000.0,2033280600000.0
2054.0,2116092200000.0,2098680300000.0,1864610100000.0,2271352500000.0,1831811700000.0,1981510000000.0,2279660600000.0,2223840400000.0,2004864700000.0,2295642500000.0,2297397200000.0,1946110400000.0,1957404600000.0,1988899800000.0
2055.0,2082940300000.0,2081756400000.0,1830068700000.0,2239657700000.0,1798067600000.0,1935253000000.0,2246721400000.0,2183498800000.0,1983828700000.0,2255575000000.0,2256985700000.0,1917413000000.0,1921977200000.0,1948940500000.0
2056.0,2059036000000.0,2053310600000.0,1794033300000.0,2193759100000.0,1773526300000.0,1894173200000.0,2236628600000.0,2151939800000.0,1947385000000.0,2220377200000.0,2232775300000.0,1871235800000.0,1890674300000.0,1916965700000.0
2057.0,2038909100000.0,2026432900000.0,1763474300000.0,2162136800000.0,1741612800000.0,1852973300000.0,2218567000000.0,2112155300000.0,1910234300000.0,2183115200000.0,2193978300000.0,1838179700000.0,1843687600000.0,1879251500000.0
2058.0,2002423900000.0,1982648200000.0,1724564100000.0,2109664000000.0,1708577900000.0,1802361900000.0,2175625200000.0,2093403300000.0,1884027000000.0,2151951900000.0,2158604200000.0,1813914200000.0,1820506200000.0,1845656200000.0
2059.0,1966015300000.0,1944823800000.0,1693161400000.0,2074022500000.0,1675675600000.0,1753533000000.0,2150368800000.0,2070260900000.0,1851843400000.0,2128548200000.0,2121107100000.0,1796341600000.0,1792642000000.0,1817357200000.0
2060.0,1931520600000.0,1918960100000.0,1668889400000.0,2033611700000.0,1641563600000.0,1717777000000.0,2112793100000.0,2052563500000.0,1834631000000.0,2078374100000.0,2097257000000.0,1774636400000.0,1774492600000.0,1790683900000.0
2061.0,1913356800000.0,1900285800000.0,1637418000000.0,2003063300000.0,1607513800000.0,1670726800000.0,2076180000000.0,2006498800000.0,1815259000000.0,2037623000000.0,2070452100000.0,1743485700000.0,1757163700000.0,1759466100000.0
2062.0,1886181700000.0,1881301300000.0,1610476000000.0,1980734100000.0,1574745700000.0,1633348000000.0,2036989700000.0,1971247600000.0,1785195400000.0,2014120000000.0,2040016000000.0,1728293500000.0,1733521300000.0,1734971000000.0
2063.0,1856210200000.0,1852515700000.0,1582662500000.0,1958728300000.0,1544740300000.0,1590499000000.0,2007103400000.0,1929870000000.0,1750290400000.0,1990932000000.0,2005877100000.0,1699178100000.0,1713192000000.0,1713408700000.0
2064.0,1825217200000.0,1835452200000.0,1550887200000.0,1912625000000.0,1509628800000.0,1546171300000.0,1971100000000.0,1913693000000.0,1712003200000.0,1966747400000.0,1977590500000.0,1664793600000.0,1699326600000.0,1681776300000.0
2065.0,1795112700000.0,1805070500000.0,1525633900000.0,1867745000000.0,1480736600000.0,1507687100000.0,1946258000000.0,1878890900000.0,1686693700000.0,1943629900000.0,1930571200000.0,1642098300000.0,1676955900000.0,1653297400000.0
2066.0,1765747600000.0,1774351200000.0,1497056500000.0,1836933800000.0,1455015600000.0,1479681000000.0,1923426800000.0,1857342800000.0,1658551800000.0,1912052600000.0,1898329700000.0,1614038300000.0,1654926300000.0,1626553800000.0
2067.0,1726850300000.0,1755235600000.0,1479650400000.0,1801626200000.0,1429489600000.0,1438808500000.0,1905236200000.0,1829597900000.0,1634398200000.0,1887129200000.0,1871487800000.0,1591210000000.0,1631967000000.0,1597957500000.0
2068.0,1708637600000.0,1750349000000.0,1450683700000.0,1760182100000.0,1400430400000.0,1391582600000.0,1871236800000.0,1814525800000.0,1603301100000.0,1846196300000.0,1844916500000.0,1566054700000.0,1604253900000.0,1573566500000.0
2069.0,1687143000000.0,1719280200000.0,1426077000000.0,1731631300000.0,1374187000000.0,1359125300000.0,1847493100000.0,1783943400000.0,1572145500000.0,1808940400000.0,1812428800000.0,1543002100000.0,1591023200000.0,1549236300000.0
2070.0,1661209300000.0,1686882100000.0,1400050500000.0,1689777700000.0,1350965000000.0,1332482300000.0,1819797900000.0,1747325200000.0,1546426600000.0,1783051000000.0,1786883900000.0,1516568800000.0,1581438200000.0,1531531400000.0
2071.0,1638846600000.0,1662369400000.0,1383860500000.0,1656595000000.0,1321856500000.0,1301581800000.0,1797537400000.0,1711680400000.0,1520072300000.0,1762497500000.0,1754079400000.0,1501772100000.0,1546422700000.0,1507028100000.0
2072.0,1615156500000.0,1636308500000.0,1356805600000.0,1615550200000.0,1303515400000.0,1273219400000.0,1768157300000.0,1694673800000.0,1491814800000.0,1741753300000.0,1729332900000.0,1485931300000.0,1521988700000.0,1479154700000.0
2073.0,1576843700000.0,1622803600000.0,1334706300000.0,1577188700000.0,1281114600000.0,1237883600000.0,1747617300000.0,1668585000000.0,1466077700000.0,1710958400000.0,1701286500000.0,1478990000000.0,1497606000000.0,1452117200000.0
2074.0,1550859400000.0,1601416000000.0,1306981800000.0,1534871900000.0,1265869400000.0,1198311200000.0,1714905000000.0,1655324900000.0,1446441000000.0,1685042600000.0,1679285800000.0,1459292700000.0,1470421400000.0,1428114100000.0
2075.0,1528969200000.0,1580888600000.0,1286546400000.0,1500461500000.0,1246267700000.0,1170429600000.0,1688526400000.0,1629361400000.0,1413355000000.0,1660927100000.0,1653183200000.0,1435729700000.0,1449415100000.0,1397548300000.0
2076.0,1507534600000.0,1562595700000.0,1267058700000.0,1471372200000.0,1234248800000.0,1150104800000.0,1659671500000.0,1598426300000.0,1392027400000.0,1634548000000.0,1615206200000.0,1420906300000.0,1437256800000.0,1375728200000.0
2077.0,1486466700000.0,1537956900000.0,1241441600000.0,1433336400000.0,1215519800000.0,1125482500000.0,1633315300000.0,1560719700000.0,1371915200000.0,1616389000000.0,1561207800000.0,1394944200000.0,1414611600000.0,1364184000000.0
2078.0,1460954700000.0,1519126200000.0,1216676500000.0,1400624100000.0,1190030900000.0,1103236000000.0,1611668000000.0,1516334100000.0,1359483900000.0,1589234000000.0,1535066000000.0,1372324000000.0,1394776000000.0,1342910800000.0
2079.0,1438793900000.0,1505300700000.0,1199662600000.0,1360346000000.0,1167352300000.0,1083944670000.0,1593118400000.0,1476329500000.0,1330370200000.0,1561884200000.0,1511700600000.0,1344471200000.0,1367482700000.0,1318057800000.0
2080.0,1418874600000.0,1488421000000.0,1176952800000.0,1324745900000.0,1152939500000.0,1064798700000.0,1585113200000.0,1453044900000.0,1303875600000.0,1550049100000.0,1487047100000.0,1331580000000.0,1349804500000.0,1306786000000.0
2081.0,1396406500000.0,1463356400000.0,1158768500000.0,1308475300000.0,1138543000000.0,1042004700000.0,1564118900000.0,1423228100000.0,1285803100000.0,1524297200000.0,1451386900000.0,1305620300000.0,1323239000000.0,1285504500000.0
2082.0,1383765800000.0,1448716100000.0,1138874100000.0,1280095300000.0,1127580000000.0,1021799800000.0,1546768000000.0,1404032000000.0,1267063300000.0,1504132100000.0,1412703500000.0,1288163600000.0,1304919800000.0,1259882500000.0
2083.0,1371522000000.0,1434345400000.0,1117851600000.0,1257379500000.0,1114277000000.0,1002521700000.0,1523313700000.0,1379087800000.0,1255189500000.0,1488520300000.0,1382642400000.0,1266547000000.0,1270874000000.0,1244235000000.0
2084.0,1365040200000.0,1409819500000.0,1093790470000.0,1226273700000.0,1101572900000.0,982055260000.0,1503450200000.0,1349287700000.0,1239781200000.0,1484252400000.0,1359530700000.0,1254547500000.0,1244166500000.0,1220061200000.0
2085.0,1339413000000.0,1387864400000.0,1073557900000.0,1201740300000.0,1088772640000.0,966975700000.0,1487840500000.0,1326791300000.0,1225046800000.0,1485023700000.0,1334498200000.0,1239295200000.0,1230715100000.0,1205073300000.0
2086.0,1315100800000.0,1381866100000.0,1053638000000.0,1173421600000.0,1076420740000.0,953071300000.0,1469300700000.0,1305025400000.0,1205943900000.0,1466843700000.0,1304157700000.0,1218287400000.0,1211749600000.0,1189789200000.0
2087.0,1298645100000.0,1375675600000.0,1035246400000.0,1149165100000.0,1062132600000.0,934499200000.0,1444374900000.0,1279247400000.0,1190467500000.0,1444344500000.0,1270711200000.0,1209554800000.0,1196656400000.0,1173526500000.0
2088.0,1287671500000.0,1357832700000.0,1011309300000.0,1127209400000.0,1047761400000.0,912821850000.0,1424876100000.0,1262823700000.0,1174679600000.0,1427080500000.0,1246265100000.0,1183666900000.0,1181028200000.0,1153347400000.0
2089.0,1267996600000.0,1347929000000.0,992678900000.0,1096258800000.0,1031481260000.0,899335650000.0,1407827200000.0,1237195800000.0,1157897500000.0,1426051000000.0,1224606100000.0,1165774300000.0,1157690700000.0,1142472000000.0
2090.0,1250278100000.0,1334474200000.0,972742700000.0,1069475800000.0,1018549300000.0,883705000000.0,1383968000000.0,1222138700000.0,1138806800000.0,1427443200000.0,1206732000000.0,1162409300000.0,1140742200000.0,1129331200000.0
2091.0,1227883300000.0,1326065600000.0,958272000000.0,1038996800000.0,1002201000000.0,860935800000.0,1371435300000.0,1204315000000.0,1125158000000.0,1409920300000.0,1192730800000.0,1150391300000.0,1123259000000.0,1118745800000.0
2092.0,1206493500000.0,1315930100000.0,940204360000.0,1015849200000.0,989461000000.0,845459000000.0,1359279000000.0,1191243300000.0,1115310300000.0,1389342900000.0,1172945500000.0,1130975900000.0,1110696900000.0,1103304000000.0
2093.0,1181117400000.0,1303820400000.0,928351900000.0,990203200000.0,975844900000.0,831806960000.0,1342815100000.0,1172118700000.0,1106101400000.0,1375886900000.0,1152292700000.0,1115740200000.0,1088762000000.0,1093965500000.0
2094.0,1171100000000.0,1290738900000.0,915055840000.0,966732400000.0,972407960000.0,810251800000.0,1322131100000.0,1151173100000.0,1099745200000.0,1373044300000.0,1132559500000.0,1106574800000.0,1072183600000.0,1076833400000.0
2095.0,1150431800000.0,1277519100000.0,889781100000.0,943913240000.0,957637460000.0,801675740000.0,1303515600000.0,1134128800000.0,1078155300000.0,1366361900000.0,1115959000000.0,1096284300000.0,1054667830000.0,1060828400000.0
2096.0,1147656700000.0,1264213600000.0,876047600000.0,919429050000.0,941800000000.0,781066600000.0,1290303400000.0,1115906900000.0,1057426000000.0,1356299000000.0,1101014500000.0,1083680500000.0,1043107740000.0,1046409500000.0
2097.0,1125442400000.0,1245875800000.0,856118900000.0,896324200000.0,934178500000.0,767282640000.0,1274329300000.0,1099224060000.0,1045736260000.0,1340214500000.0,1080435500000.0,1072553660000.0,1031421100000.0,1031986540000.0
2098.0,1112876600000.0,1236582900000.0,832204400000.0,875971600000.0,923432300000.0,751889600000.0,1263242200000.0,1093533200000.0,1031537700000.0,1324843700000.0,1056918200000.0,1056597740000.0,1014922700000.0,1015058000000.0
2099.0,1102088800000.0,1221926300000.0,814059200000.0,858746650000.0,915376300000.0,737102100000.0,1243803500000.0,1080266800000.0,1011134500000.0,1312165700000.0,1035822500000.0,1044671800000.0,1000242740000.0,1004507040000.0
2100.0,1093131700000.0,1214607100000.0,803789540000.0,841679600000.0,910418900000.0,721484000000.0,1231807800000.0,1060655600000.0,999489300000.0,1311358000000.0,1023349300000.0,1035095970000.0,992849800000.0,999637200000.0
