time,MRI-ESM2-0,EC-EARTH3,CESM2-WACCM,INM-CM4-8,FGOALS-F3-L,NORESM2-MM,EC-EARTH3-VEG,INM-CM5-0,CESM2,MPI-ESM1-2-HR,CAMS-CSM1-0,BCC-CSM2-MR,GFDL-ESM4
2025.0,2905990500000.0,2878275000000.0,2950404000000.0,2977985200000.0,2929567200000.0,2919046300000.0,2968801200000.0,2943498600000.0,2895252600000.0,2872298200000.0,2952705300000.0,2949183400000.0,2941257000000.0
2026.0,2871808200000.0,2840769600000.0,2918173400000.0,2950889000000.0,2891515200000.0,2895381500000.0,2966124200000.0,2924726000000.0,2874690500000.0,2859121200000.0,2919439300000.0,2937819800000.0,2910928000000.0
2027.0,2843375000000.0,2801597000000.0,2889134400000.0,2929930500000.0,2858328000000.0,2872931500000.0,2951374000000.0,2904497300000.0,2841193700000.0,2831065500000.0,2884737700000.0,2932137000000.0,2894447800000.0
2028.0,2815105700000.0,2766507300000.0,2864300700000.0,2921912900000.0,2825903100000.0,2860839000000.0,2923155000000.0,2878086300000.0,2803327600000.0,2806955600000.0,2857933200000.0,2897542600000.0,2857441000000.0
2029.0,2772409000000.0,2722456700000.0,2843036000000.0,2901949500000.0,2785196400000.0,2822649400000.0,2907090200000.0,2830556500000.0,2772436000000.0,2784020000000.0,2840124000000.0,2870382000000.0,2837076500000.0
2030.0,2739195000000.0,2672474700000.0,2813529200000.0,2880846700000.0,2753416000000.0,2787047000000.0,2882721300000.0,2784153000000.0,2752068700000.0,2745504000000.0,2842620300000.0,2842887500000.0,2812204800000.0
2031.0,2699422300000.0,2619727200000.0,2776133500000.0,2852964000000.0,2720229800000.0,2762056100000.0,2858770800000.0,2760477200000.0,2718044800000.0,2718361500000.0,2802543500000.0,2806022100000.0,2778225000000.0
2032.0,2671982000000.0,2572820400000.0,2767188400000.0,2813260000000.0,2683947000000.0,2735615500000.0,2838423400000.0,2738413600000.0,2678097200000.0,2712646700000.0,2781775100000.0,2776742000000.0,2738013300000.0
2033.0,2652903800000.0,2544828700000.0,2738180000000.0,2787121000000.0,2643511000000.0,2716185700000.0,2836636400000.0,2708309500000.0,2652458500000.0,2680818800000.0,2748863000000.0,2744244800000.0,2718228800000.0
2034.0,2613031200000.0,2495595200000.0,2703792800000.0,2762453000000.0,2609399000000.0,2676171700000.0,2794799000000.0,2684175300000.0,2623646500000.0,2674158200000.0,2720342500000.0,2713488000000.0,2691013500000.0
2035.0,2575544000000.0,2469540100000.0,2660800700000.0,2741391900000.0,2545013200000.0,2644391000000.0,2769676100000.0,2637950600000.0,2594827700000.0,2655646000000.0,2702384000000.0,2684738000000.0,2655669700000.0
2036.0,2533144700000.0,2420487700000.0,2638486400000.0,2713252500000.0,2521113800000.0,2608454200000.0,2762182200000.0,2588143500000.0,2562795200000.0,2635566200000.0,2671793400000.0,2639259800000.0,2638972700000.0
2037.0,2492393600000.0,2364233500000.0,2612976000000.0,2685385800000.0,2500418300000.0,2588267000000.0,2751708500000.0,2566662700000.0,2523465300000.0,2598081400000.0,2638378700000.0,2614700300000.0,2613808700000.0
2038.0,2458235400000.0,2324366000000.0,2596516100000.0,2671234000000.0,2454061600000.0,2552068600000.0,2714201800000.0,2527413400000.0,2496384200000.0,2563433600000.0,2611804000000.0,2584721800000.0,2577477700000.0
2039.0,2410624800000.0,2287376800000.0,2569537600000.0,2650629200000.0,2419024500000.0,2516043000000.0,2686129000000.0,2500286200000.0,2454649800000.0,2546023000000.0,2599200200000.0,2554192000000.0,2542739700000.0
2040.0,2372013700000.0,2255307700000.0,2534463200000.0,2619222800000.0,2395287300000.0,2478520700000.0,2671047900000.0,2460990000000.0,2410475000000.0,2546731800000.0,2582889000000.0,2515636600000.0,2516617300000.0
2041.0,2335667400000.0,2209802000000.0,2514233900000.0,2574480600000.0,2336402400000.0,2446100800000.0,2660983600000.0,2420971000000.0,2373706800000.0,2525478300000.0,2569211200000.0,2475359500000.0,2489661000000.0
2042.0,2292778800000.0,2178267000000.0,2467946300000.0,2529131000000.0,2291586000000.0,2414846100000.0,2638705300000.0,2368049800000.0,2319150000000.0,2475237800000.0,2544155000000.0,2444745800000.0,2459498200000.0
2043.0,2253958200000.0,2137084700000.0,2436028400000.0,2500014000000.0,2260265600000.0,2390449500000.0,2622199000000.0,2330170500000.0,2275284600000.0,2438257200000.0,2517322400000.0,2392161300000.0,2431673200000.0
2044.0,2222004400000.0,2094948400000.0,2401285400000.0,2475126000000.0,2222550400000.0,2369096500000.0,2586837000000.0,2286144200000.0,2241398800000.0,2428315400000.0,2482819000000.0,2354058600000.0,2407254200000.0
2045.0,2181901300000.0,2050068400000.0,2346442000000.0,2448097300000.0,2181418200000.0,2333129600000.0,2544024000000.0,2254475600000.0,2206034800000.0,2391391000000.0,2470608600000.0,2313548500000.0,2379342400000.0
2046.0,2138210400000.0,2002252000000.0,2315123400000.0,2420099000000.0,2154270000000.0,2300208700000.0,2519705300000.0,2196474800000.0,2168789800000.0,2353657800000.0,2441351300000.0,2284528300000.0,2345940300000.0
2047.0,2111902000000.0,1956539300000.0,2289585000000.0,2389715000000.0,2122488700000.0,2268023000000.0,2492749000000.0,2154677700000.0,2122748800000.0,2320742500000.0,2405677100000.0,2250302600000.0,2309554400000.0
2048.0,2075710300000.0,1922729400000.0,2250616000000.0,2373917900000.0,2073930400000.0,2238592600000.0,2467262600000.0,2121677300000.0,2076122800000.0,2313894000000.0,2368139200000.0,2214602200000.0,2278388400000.0
2049.0,2034118000000.0,1882793000000.0,2214175400000.0,2336868000000.0,2046233500000.0,2209818000000.0,2423225000000.0,2084726500000.0,2040435400000.0,2257147000000.0,2326437600000.0,2170082700000.0,2242578000000.0
2050.0,2005512100000.0,1846683400000.0,2169915200000.0,2324244000000.0,2019900400000.0,2165626600000.0,2408645700000.0,2043478900000.0,2008612500000.0,2217853000000.0,2288600200000.0,2131649800000.0,2189345700000.0
2051.0,1959052200000.0,1791358000000.0,2131425500000.0,2290664300000.0,1981582300000.0,2140282800000.0,2385929800000.0,2003055800000.0,1972202400000.0,2209359900000.0,2236129000000.0,2102232200000.0,2144519500000.0
2052.0,1917678500000.0,1740192400000.0,2110435900000.0,2257709400000.0,1935206600000.0,2107250300000.0,2343386700000.0,1973748400000.0,1942251200000.0,2169794900000.0,2197619100000.0,2051215500000.0,2112502600000.0
2053.0,1886199200000.0,1706354800000.0,2075705100000.0,2212843700000.0,1895590300000.0,2071269500000.0,2307878300000.0,1947860300000.0,1903021900000.0,2139117700000.0,2162696800000.0,2010647400000.0,2070201100000.0
2054.0,1851661700000.0,1673996300000.0,2034954000000.0,2160922100000.0,1845207600000.0,2022938000000.0,2278797600000.0,1908361800000.0,1866220000000.0,2098914100000.0,2156979400000.0,1964986000000.0,2051210200000.0
2055.0,1818682000000.0,1632927700000.0,1985653500000.0,2127937100000.0,1810616700000.0,1975163300000.0,2231010300000.0,1875055100000.0,1838197000000.0,2049564700000.0,2159358900000.0,1929176700000.0,2003816700000.0
2056.0,1776838200000.0,1589495100000.0,1952539000000.0,2111855000000.0,1765969200000.0,1931518500000.0,2192689900000.0,1844450700000.0,1806233600000.0,2017644900000.0,2121915700000.0,1869792100000.0,1965855100000.0
2057.0,1734307900000.0,1538779000000.0,1901560000000.0,2078184800000.0,1713295300000.0,1904407100000.0,2168016600000.0,1807905800000.0,1771824000000.0,1983332900000.0,2085679400000.0,1836973300000.0,1941782800000.0
2058.0,1699532100000.0,1501232500000.0,1848936400000.0,2033825900000.0,1669337200000.0,1869118700000.0,2120173700000.0,1782335800000.0,1738541800000.0,1956663400000.0,2051228800000.0,1791507600000.0,1907303100000.0
2059.0,1659379100000.0,1474532300000.0,1810332500000.0,1990014000000.0,1629650200000.0,1820607800000.0,2094384200000.0,1746930500000.0,1720767000000.0,1913665400000.0,2023137700000.0,1747330700000.0,1863201600000.0
2060.0,1627571000000.0,1428270200000.0,1781871700000.0,1948409700000.0,1586976100000.0,1770896200000.0,2077000900000.0,1705740700000.0,1684415700000.0,1860882700000.0,1993574200000.0,1689049100000.0,1824693300000.0
2061.0,1587357200000.0,1394461800000.0,1740964500000.0,1904905200000.0,1548151300000.0,1755103400000.0,2044183400000.0,1654176700000.0,1653634600000.0,1826113300000.0,1961036600000.0,1651464900000.0,1774549000000.0
2062.0,1560114500000.0,1365089600000.0,1711254000000.0,1860147900000.0,1518202700000.0,1714845300000.0,1995015800000.0,1626281300000.0,1614187500000.0,1780484900000.0,1938881400000.0,1605794100000.0,1739624500000.0
2063.0,1532899000000.0,1325837800000.0,1668768200000.0,1819637600000.0,1468781700000.0,1668137000000.0,1952094900000.0,1596771300000.0,1595427500000.0,1761855500000.0,1904344300000.0,1549972100000.0,1702885900000.0
2064.0,1498977300000.0,1282041000000.0,1617682500000.0,1799806400000.0,1426953200000.0,1631483300000.0,1911853700000.0,1561127000000.0,1554485500000.0,1744572500000.0,1866338800000.0,1505512900000.0,1659759600000.0
2065.0,1471786000000.0,1258250200000.0,1567902000000.0,1775794500000.0,1382449700000.0,1603337800000.0,1877898600000.0,1523299500000.0,1520113300000.0,1700117500000.0,1836276500000.0,1461657100000.0,1628713000000.0
2066.0,1436848200000.0,1232000600000.0,1524173000000.0,1754946600000.0,1356231300000.0,1571809300000.0,1835392200000.0,1493364000000.0,1494575000000.0,1660786700000.0,1797783000000.0,1416831700000.0,1594537500000.0
2067.0,1405178000000.0,1199427800000.0,1494227700000.0,1718311200000.0,1327848000000.0,1537219400000.0,1797612400000.0,1472080400000.0,1457061200000.0,1635671700000.0,1760214100000.0,1376967700000.0,1557608800000.0
2068.0,1380800800000.0,1168682900000.0,1458619700000.0,1695907300000.0,1297435200000.0,1510796800000.0,1769092500000.0,1447219800000.0,1426200900000.0,1611258100000.0,1726061700000.0,1329846000000.0,1515697300000.0
2069.0,1353490500000.0,1141267100000.0,1429380800000.0,1685998700000.0,1267193200000.0,1477029900000.0,1733823300000.0,1424622500000.0,1400639000000.0,1580954600000.0,1718534500000.0,1285407100000.0,1482678600000.0
2070.0,1319554900000.0,1112240400000.0,1395228000000.0,1654845700000.0,1232045100000.0,1439372700000.0,1691544000000.0,1397356900000.0,1370038000000.0,1535846000000.0,1692550000000.0,1243238200000.0,1458898700000.0
2071.0,1275637800000.0,1080722650000.0,1363384900000.0,1611895700000.0,1197912800000.0,1411636500000.0,1656757400000.0,1372819700000.0,1338222400000.0,1498745800000.0,1663439200000.0,1199193300000.0,1423964400000.0
2072.0,1249019700000.0,1055079140000.0,1330488100000.0,1582266700000.0,1167326700000.0,1380241500000.0,1603864200000.0,1347258700000.0,1304436000000.0,1464196400000.0,1632423600000.0,1156221100000.0,1387789800000.0
2073.0,1219524000000.0,1029004800000.0,1297374200000.0,1553702700000.0,1142969200000.0,1358714100000.0,1568729500000.0,1319602700000.0,1275680400000.0,1443521200000.0,1599318000000.0,1109900100000.0,1357236400000.0
2074.0,1194390300000.0,1005333450000.0,1262221800000.0,1521852400000.0,1114510500000.0,1326063200000.0,1530050100000.0,1293224100000.0,1247043400000.0,1410932700000.0,1583753500000.0,1067025200000.0,1327623000000.0
2075.0,1171795300000.0,983160060000.0,1236540300000.0,1486456500000.0,1090574800000.0,1295793900000.0,1501070000000.0,1266113000000.0,1217645900000.0,1392449600000.0,1581426700000.0,1035917260000.0,1302164900000.0
2076.0,1138965900000.0,960956800000.0,1209785100000.0,1467298200000.0,1061045670000.0,1273406800000.0,1469900100000.0,1228176400000.0,1191461900000.0,1356419000000.0,1550940000000.0,995039250000.0,1275558100000.0
2077.0,1109448700000.0,935752400000.0,1176599700000.0,1436297600000.0,1032080300000.0,1241999200000.0,1433503300000.0,1194598900000.0,1167865000000.0,1320385600000.0,1523923300000.0,957364000000.0,1233365900000.0
2078.0,1083018840000.0,914673700000.0,1159083500000.0,1405345500000.0,1003011800000.0,1210268100000.0,1379795300000.0,1169486900000.0,1141615100000.0,1275934000000.0,1491391600000.0,923476000000.0,1206478000000.0
2079.0,1058045950000.0,892848400000.0,1128296200000.0,1376284600000.0,984379800000.0,1177667800000.0,1342536000000.0,1158165800000.0,1113742800000.0,1239276500000.0,1461180800000.0,892106440000.0,1183021800000.0
2080.0,1032797200000.0,866790100000.0,1097596860000.0,1336821000000.0,959175400000.0,1163153200000.0,1312508000000.0,1134018400000.0,1075665500000.0,1209755200000.0,1439294800000.0,861648300000.0,1157644700000.0
2081.0,1008460500000.0,837632000000.0,1076703400000.0,1307646900000.0,935367150000.0,1145288700000.0,1275801200000.0,1108150600000.0,1041230270000.0,1175564300000.0,1404291000000.0,827305600000.0,1137638100000.0
2082.0,990376760000.0,811675300000.0,1052564300000.0,1287028900000.0,912301600000.0,1128718700000.0,1234775800000.0,1088768440000.0,1020023800000.0,1140464500000.0,1371416000000.0,795776900000.0,1119098600000.0
2083.0,967047900000.0,790155400000.0,1024787000000.0,1258078500000.0,892358900000.0,1111121300000.0,1189995100000.0,1068936100000.0,991465800000.0,1118144000000.0,1337265900000.0,758025800000.0,1096919550000.0
2084.0,942859160000.0,770046030000.0,997071700000.0,1242494400000.0,867396200000.0,1091512700000.0,1161040500000.0,1035211800000.0,960532400000.0,1101992800000.0,1308139000000.0,730549200000.0,1064787440000.0
2085.0,911831470000.0,745134160000.0,976741660000.0,1210366800000.0,841742300000.0,1061321500000.0,1127990800000.0,1015345100000.0,929376240000.0,1073044800000.0,1278157100000.0,699688300000.0,1042341560000.0
2086.0,893162500000.0,716068200000.0,955459760000.0,1193748000000.0,822827200000.0,1033816500000.0,1089883870000.0,995961900000.0,906917700000.0,1047105400000.0,1253809200000.0,671370100000.0,1022266970000.0
2087.0,869636900000.0,693145960000.0,928072500000.0,1170484400000.0,803963500000.0,1002211000000.0,1053137500000.0,971091740000.0,885771500000.0,1023506060000.0,1225824100000.0,643256350000.0,1003398200000.0
2088.0,848903140000.0,672015100000.0,908739900000.0,1147603300000.0,782938870000.0,983474400000.0,1023452640000.0,955929400000.0,865596340000.0,987596700000.0,1187867100000.0,618667250000.0,982877400000.0
2089.0,825702500000.0,651481300000.0,884507740000.0,1130026200000.0,759766700000.0,961797900000.0,998374600000.0,935072200000.0,837726960000.0,965308800000.0,1173157800000.0,592622650000.0,968239200000.0
2090.0,807326400000.0,633345400000.0,861263800000.0,1104120300000.0,734626600000.0,936959540000.0,965635600000.0,923099400000.0,815868100000.0,944910100000.0,1141486100000.0,567837000000.0,946607100000.0
2091.0,788971060000.0,611060940000.0,843014140000.0,1081052500000.0,720464050000.0,907653700000.0,932591440000.0,902007900000.0,794496900000.0,914938000000.0,1119426800000.0,545238780000.0,929483700000.0
2092.0,769586200000.0,590505050000.0,817493970000.0,1053859050000.0,703161600000.0,877418200000.0,891271100000.0,881538760000.0,775052300000.0,887575740000.0,1094761050000.0,524052500000.0,913208500000.0
2093.0,750909800000.0,567647400000.0,793926300000.0,1033143500000.0,682814200000.0,852736500000.0,868458300000.0,859924140000.0,751774300000.0,864445300000.0,1069595750000.0,504752960000.0,884867200000.0
2094.0,732049050000.0,548984460000.0,778075000000.0,1006580000000.0,666923040000.0,833023800000.0,837943000000.0,832631870000.0,726651400000.0,838331200000.0,1050434100000.0,487044740000.0,862661640000.0
2095.0,709592740000.0,529696850000.0,753272500000.0,986898200000.0,645794230000.0,813694450000.0,806092100000.0,810132640000.0,708118300000.0,814836150000.0,1029900000000.0,467606500000.0,844828000000.0
2096.0,694421550000.0,506050600000.0,734583600000.0,954634670000.0,625246540000.0,788813050000.0,781104640000.0,786370300000.0,684854100000.0,789968850000.0,1010508700000.0,449076820000.0,825710740000.0
2097.0,678200600000.0,486505350000.0,713862940000.0,939915800000.0,606034500000.0,765367500000.0,754403200000.0,771654200000.0,660162800000.0,763017040000.0,981942100000.0,430621260000.0,808686060000.0
2098.0,663045600000.0,470423760000.0,696602700000.0,918872650000.0,586496600000.0,743695600000.0,728082400000.0,753462400000.0,641241200000.0,737432000000.0,956776050000.0,415116500000.0,791638400000.0
2099.0,648057500000.0,453716050000.0,678236600000.0,899097800000.0,565921400000.0,730562360000.0,699154960000.0,736101000000.0,620156350000.0,719699900000.0,924707900000.0,396714740000.0,775225340000.0
2100.0,628000560000.0,437537300000.0,653211700000.0,877250100000.0,548725130000.0,715322500000.0,675237200000.0,716817600000.0,605537900000.0,694769700000.0,912897300000.0,378934900000.0,757297800000.0
