time,ACCESS-ESM1-5,MRI-ESM2-0,IPSL-CM6A-LR,CESM2-WACCM,CANESM5,INM-CM4-8,EC-EARTH3,EC-EARTH3-VEG,INM-CM5-0,ACCESS-CM2,FGOALS-F3-L,NORESM2-MM,BCC-CSM2-MR,GFDL-ESM4,MPI-ESM1-2-HR,CESM2,CAMS-CSM1-0
2010.0,3167242200000.0,3167242200000.0,3167242200000.0,3167242200000.0,3167242200000.0,3167242200000.0,3167242200000.0,3167242200000.0,3167242200000.0,3167242200000.0,3167242200000.0,3167242200000.0,3167242200000.0,3167242200000.0,3167242200000.0,3167242200000.0,3167242200000.0
2011.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0,3165112000000.0
2012.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0,3145556000000.0
2013.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0,3121788000000.0
2014.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0,3109638600000.0
2015.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0,3099394600000.0
2016.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0,3087599700000.0
2017.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0,3078583000000.0
2018.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0,3071971700000.0
2019.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0,3058857000000.0
2020.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0,3046471600000.0
2021.0,3029668700000.0,3026218400000.0,3044832700000.0,3015465000000.0,3005049700000.0,3008282800000.0,3007630500000.0,3022877400000.0,3016080500000.0,3021751500000.0,3021622200000.0,3042168000000.0,3029045000000.0,3037678500000.0,3031737800000.0,3015156400000.0,3044544000000.0
2022.0,3011583400000.0,2997197000000.0,3037292100000.0,3002921400000.0,2972267000000.0,2978723000000.0,2978941000000.0,3005026400000.0,2997486600000.0,3000077000000.0,2980116400000.0,3021371600000.0,3014436300000.0,3012946800000.0,3009710000000.0,2991932000000.0,3012471600000.0
2023.0,2987444000000.0,2963163800000.0,3025825400000.0,2977308900000.0,2913533400000.0,2967405300000.0,2937805300000.0,2996748700000.0,2960184300000.0,2976355000000.0,2959420000000.0,2990944000000.0,3000456400000.0,2972988200000.0,2983584600000.0,2958893800000.0,2995631400000.0
2024.0,2961787800000.0,2922618800000.0,3001039700000.0,2935019500000.0,2875153700000.0,2924272700000.0,2900498800000.0,2973265000000.0,2931249000000.0,2948213500000.0,2923284400000.0,2956886000000.0,2960492900000.0,2946875500000.0,2948979800000.0,2919056300000.0,2984164200000.0
2025.0,2924954800000.0,2897021800000.0,2975536000000.0,2919456800000.0,2818516700000.0,2902511800000.0,2867930900000.0,2956133400000.0,2902700000000.0,2925735700000.0,2906615000000.0,2918580500000.0,2942985000000.0,2919294800000.0,2941584100000.0,2884831300000.0,2956713000000.0
2026.0,2872318600000.0,2873907500000.0,2969070000000.0,2887539800000.0,2768252400000.0,2873796300000.0,2833800500000.0,2938430000000.0,2861221300000.0,2877374600000.0,2876796300000.0,2896824400000.0,2936119800000.0,2890789300000.0,2908292400000.0,2867774000000.0,2925445500000.0
2027.0,2834268400000.0,2826189100000.0,2950838000000.0,2855448000000.0,2725501700000.0,2838821900000.0,2795966000000.0,2918104700000.0,2833961700000.0,2838615000000.0,2856596800000.0,2868744300000.0,2919172000000.0,2850760400000.0,2884886000000.0,2836492200000.0,2890498800000.0
2028.0,2795186400000.0,2795503400000.0,2935155000000.0,2825442600000.0,2687349000000.0,2805747200000.0,2749485800000.0,2894931200000.0,2797038200000.0,2782812700000.0,2840892500000.0,2841663500000.0,2899391000000.0,2823726800000.0,2860168200000.0,2810845000000.0,2876960000000.0
2029.0,2777828800000.0,2750383400000.0,2927946400000.0,2791667100000.0,2634019000000.0,2777815000000.0,2710865000000.0,2870870800000.0,2754534400000.0,2744449800000.0,2827538000000.0,2812512000000.0,2880130500000.0,2801121600000.0,2838537200000.0,2766112300000.0,2890575600000.0
2030.0,2739654000000.0,2722838600000.0,2911212100000.0,2767759900000.0,2591495600000.0,2761457400000.0,2655546000000.0,2834387000000.0,2710896000000.0,2706438600000.0,2810327300000.0,2775464500000.0,2857926000000.0,2763292700000.0,2816320700000.0,2733844000000.0,2900900400000.0
2031.0,2704152700000.0,2686348000000.0,2882047000000.0,2747396300000.0,2544021500000.0,2752773400000.0,2605099500000.0,2813442700000.0,2667464000000.0,2665778000000.0,2785481300000.0,2740691700000.0,2833786600000.0,2749999000000.0,2785753000000.0,2691148800000.0,2880464200000.0
2032.0,2657875400000.0,2641988200000.0,2852117300000.0,2689581000000.0,2509699500000.0,2726297900000.0,2561649000000.0,2780168700000.0,2629774600000.0,2620475800000.0,2750111000000.0,2732233000000.0,2811488400000.0,2729144000000.0,2766124600000.0,2671034200000.0,2858572800000.0
2033.0,2622641100000.0,2605881500000.0,2820608600000.0,2672693000000.0,2453045000000.0,2723944000000.0,2524427800000.0,2748865300000.0,2582931600000.0,2575934000000.0,2725597700000.0,2712654000000.0,2789952500000.0,2696319900000.0,2748891500000.0,2642901700000.0,2836083200000.0
2034.0,2585131000000.0,2574205800000.0,2791543400000.0,2632390000000.0,2402610300000.0,2703386000000.0,2488673000000.0,2718497800000.0,2566937600000.0,2529248100000.0,2710419500000.0,2680701600000.0,2766892000000.0,2680896600000.0,2739525600000.0,2616417300000.0,2804733200000.0
2035.0,2552745700000.0,2536064000000.0,2748804200000.0,2604902400000.0,2352100700000.0,2685245300000.0,2442166500000.0,2696600000000.0,2549427200000.0,2488245200000.0,2678161000000.0,2648890100000.0,2733619000000.0,2645756200000.0,2727730500000.0,2579466600000.0,2783951200000.0
2036.0,2516229600000.0,2495205900000.0,2700857000000.0,2571118600000.0,2301452400000.0,2655132600000.0,2393424800000.0,2674154500000.0,2515698000000.0,2443475000000.0,2640164000000.0,2624248000000.0,2717922400000.0,2624917000000.0,2745266600000.0,2539507700000.0,2768101700000.0
2037.0,2476494300000.0,2461978300000.0,2680997300000.0,2554175000000.0,2264960300000.0,2639486000000.0,2356698400000.0,2651394400000.0,2479564500000.0,2393563000000.0,2614970800000.0,2598768700000.0,2714946200000.0,2608625000000.0,2723208500000.0,2487783000000.0,2761905100000.0
2038.0,2437071200000.0,2419574200000.0,2653648600000.0,2529556000000.0,2219686500000.0,2616415700000.0,2316261400000.0,2634053800000.0,2450521000000.0,2359512000000.0,2589480700000.0,2590912500000.0,2690885600000.0,2598163400000.0,2707256000000.0,2459332500000.0,2742338700000.0
2039.0,2418837300000.0,2387373000000.0,2628981600000.0,2491238600000.0,2183641600000.0,2589488800000.0,2271319000000.0,2606988800000.0,2400365000000.0,2326258300000.0,2578467500000.0,2563798000000.0,2671030800000.0,2572761000000.0,2673633700000.0,2409278000000.0,2718595500000.0
2040.0,2380202000000.0,2345751500000.0,2587279200000.0,2451254300000.0,2136685500000.0,2572613600000.0,2227924000000.0,2570091000000.0,2368066800000.0,2283547700000.0,2549615000000.0,2526783000000.0,2636671600000.0,2544192200000.0,2661986300000.0,2355023000000.0,2717160000000.0
2041.0,2329992000000.0,2306583800000.0,2553873000000.0,2420116300000.0,2083302700000.0,2545278800000.0,2184914700000.0,2547832800000.0,2343153000000.0,2249162500000.0,2522601200000.0,2510748000000.0,2602168000000.0,2542708500000.0,2643073400000.0,2318483800000.0,2702159000000.0
2042.0,2300644000000.0,2271519400000.0,2532410400000.0,2394481500000.0,2036312200000.0,2528985200000.0,2144855000000.0,2544462000000.0,2306145300000.0,2213342000000.0,2483585800000.0,2481515700000.0,2584938300000.0,2533262400000.0,2625708500000.0,2277144000000.0,2682761500000.0
2043.0,2256274500000.0,2239385800000.0,2511571500000.0,2346365200000.0,1988604700000.0,2492219000000.0,2098885700000.0,2526287200000.0,2275330200000.0,2180246800000.0,2452591700000.0,2458387500000.0,2560517200000.0,2526118000000.0,2603907500000.0,2234892000000.0,2678714000000.0
2044.0,2210241700000.0,2211904000000.0,2493455000000.0,2333348700000.0,1946651200000.0,2474232800000.0,2067364800000.0,2508866500000.0,2230956900000.0,2136626200000.0,2417515300000.0,2431577000000.0,2533055800000.0,2507246100000.0,2571597000000.0,2200668000000.0,2646125000000.0
2045.0,2170101600000.0,2184704200000.0,2460907200000.0,2296499000000.0,1883006000000.0,2441943400000.0,2031431700000.0,2491710400000.0,2199382400000.0,2099335700000.0,2408910400000.0,2390380000000.0,2520473700000.0,2491351600000.0,2533067000000.0,2166532700000.0,2646827300000.0
2046.0,2142058600000.0,2149557700000.0,2429059600000.0,2263411600000.0,1833871700000.0,2416290300000.0,1990246800000.0,2479787000000.0,2176228300000.0,2068885100000.0,2389563700000.0,2352886600000.0,2490292800000.0,2473466000000.0,2508048300000.0,2143715900000.0,2610749000000.0
2047.0,2108187500000.0,2119807100000.0,2397765600000.0,2236205500000.0,1785645600000.0,2381036000000.0,1951844800000.0,2456794000000.0,2153040600000.0,2017676800000.0,2351534200000.0,2320800200000.0,2471850100000.0,2453452600000.0,2519013000000.0,2104333400000.0,2591640500000.0
2048.0,2074205500000.0,2086811600000.0,2372074200000.0,2212796600000.0,1742020500000.0,2355205000000.0,1915179400000.0,2439220300000.0,2128551300000.0,1991777000000.0,2333760800000.0,2305452000000.0,2437109300000.0,2438535800000.0,2487213000000.0,2053062800000.0,2582326500000.0
2049.0,2028469700000.0,2055752500000.0,2336600600000.0,2185100500000.0,1705948500000.0,2305080400000.0,1882922700000.0,2433240800000.0,2109268600000.0,1961780200000.0,2308156000000.0,2280641500000.0,2397166600000.0,2428318500000.0,2454503600000.0,2024767400000.0,2577905500000.0
2050.0,1995067900000.0,2020269100000.0,2297559300000.0,2167588900000.0,1669407400000.0,2270556300000.0,1858267300000.0,2407510600000.0,2075877600000.0,1919226500000.0,2263540800000.0,2249571400000.0,2364479000000.0,2419792000000.0,2438884200000.0,1997183400000.0,2597567600000.0
2051.0,1967996700000.0,1988832900000.0,2258761400000.0,2148241200000.0,1630766500000.0,2270791700000.0,1836438000000.0,2395856700000.0,2060735600000.0,1878414700000.0,2233429000000.0,2218763500000.0,2331036600000.0,2386792000000.0,2419798600000.0,1975730000000.0,2563500400000.0
2052.0,1928963700000.0,1956709800000.0,2241506600000.0,2129757200000.0,1603127900000.0,2246756000000.0,1811989700000.0,2362879000000.0,2032117900000.0,1858122700000.0,2210213700000.0,2185921300000.0,2290742200000.0,2374581000000.0,2394658700000.0,1952894700000.0,2537486800000.0
2053.0,1882816900000.0,1932297500000.0,2223616300000.0,2097783000000.0,1574496500000.0,2211545600000.0,1784437500000.0,2351346000000.0,1983924000000.0,1828306300000.0,2194375000000.0,2157560700000.0,2257284200000.0,2357768700000.0,2398687300000.0,1920857300000.0,2528358400000.0
2054.0,1853018500000.0,1907753600000.0,2194365200000.0,2077354400000.0,1540931300000.0,2204325400000.0,1750238200000.0,2321004400000.0,1956747700000.0,1796250400000.0,2176022900000.0,2121014300000.0,2231404300000.0,2320995000000.0,2394939700000.0,1890434000000.0,2533128000000.0
2055.0,1827527000000.0,1877067600000.0,2166457000000.0,2058430300000.0,1500970100000.0,2171786400000.0,1722746100000.0,2294731800000.0,1936731900000.0,1758001900000.0,2154712300000.0,2104368300000.0,2209823300000.0,2300709400000.0,2359939800000.0,1850096400000.0,2530386600000.0
2056.0,1790658700000.0,1855168400000.0,2116741200000.0,2033028600000.0,1471952700000.0,2144039000000.0,1698757300000.0,2291171600000.0,1907778500000.0,1719980400000.0,2124805700000.0,2069627700000.0,2201495800000.0,2290881400000.0,2350917400000.0,1819809000000.0,2497007300000.0
2057.0,1771004800000.0,1822621400000.0,2068143900000.0,1995548100000.0,1451107500000.0,2133680500000.0,1670077500000.0,2288583000000.0,1892256300000.0,1689113500000.0,2100037800000.0,2038635000000.0,2174544000000.0,2271260000000.0,2330085300000.0,1779779000000.0,2485659000000.0
2058.0,1743328100000.0,1795096700000.0,2011908700000.0,1978495900000.0,1422792600000.0,2113240700000.0,1652664600000.0,2279628900000.0,1872044100000.0,1653140900000.0,2072654900000.0,2024557900000.0,2136899300000.0,2244318900000.0,2304820600000.0,1759778300000.0,2458672700000.0
2059.0,1724141100000.0,1770666000000.0,1969890900000.0,1950006800000.0,1394841000000.0,2075053800000.0,1626018700000.0,2266332700000.0,1847603800000.0,1619989000000.0,2051027800000.0,1999237000000.0,2098644100000.0,2213980100000.0,2254219200000.0,1730713500000.0,2438768400000.0
2060.0,1696988000000.0,1744680400000.0,1928093600000.0,1913791800000.0,1358666500000.0,2059905500000.0,1600548200000.0,2249192600000.0,1831084100000.0,1594731100000.0,2029127700000.0,1977925600000.0,2071835000000.0,2208231000000.0,2244156900000.0,1704198900000.0,2430181600000.0
2061.0,1664323600000.0,1723276000000.0,1881407800000.0,1901251500000.0,1337183700000.0,2041525700000.0,1585932900000.0,2247844000000.0,1807110500000.0,1571854700000.0,1997110400000.0,1954512100000.0,2042821500000.0,2186166100000.0,2227043000000.0,1678784600000.0,2405382500000.0
2062.0,1647482900000.0,1700862100000.0,1830406700000.0,1867640700000.0,1320815700000.0,2020942300000.0,1563708000000.0,2221073000000.0,1779398200000.0,1545924600000.0,1978345000000.0,1924361700000.0,2024791500000.0,2166500900000.0,2212494600000.0,1647219400000.0,2371376600000.0
2063.0,1619662300000.0,1671299600000.0,1796097000000.0,1844670100000.0,1298907400000.0,2009573000000.0,1543565900000.0,2205222000000.0,1763924600000.0,1517531300000.0,1963904500000.0,1900019400000.0,2008205400000.0,2129261100000.0,2185615900000.0,1626592400000.0,2354708200000.0
2064.0,1600395700000.0,1653706600000.0,1755037800000.0,1834901000000.0,1275408400000.0,1992633600000.0,1525473000000.0,2187062000000.0,1748476000000.0,1494411400000.0,1949134700000.0,1883569300000.0,1989751100000.0,2099126200000.0,2192476700000.0,1600785000000.0,2338713200000.0
2065.0,1571072400000.0,1632999700000.0,1717545900000.0,1821017600000.0,1249086000000.0,1960421600000.0,1509382600000.0,2176059800000.0,1732757200000.0,1468063400000.0,1923717700000.0,1852179300000.0,1978127000000.0,2069154100000.0,2172725600000.0,1586753600000.0,2330126200000.0
2066.0,1547628200000.0,1607996900000.0,1686129300000.0,1809053900000.0,1236070600000.0,1942991500000.0,1488025200000.0,2177347900000.0,1718368600000.0,1443546100000.0,1903126400000.0,1834430600000.0,1948094000000.0,2051970700000.0,2166138600000.0,1558917800000.0,2306386000000.0
2067.0,1536826100000.0,1593313900000.0,1644122100000.0,1780997400000.0,1218634800000.0,1928635200000.0,1467756800000.0,2166385800000.0,1707750300000.0,1415855500000.0,1894034800000.0,1811708400000.0,1917892300000.0,2034168900000.0,2156375000000.0,1544420000000.0,2322801000000.0
2068.0,1521549200000.0,1584181800000.0,1611254200000.0,1772786200000.0,1194341000000.0,1902134400000.0,1448790200000.0,2142008200000.0,1691811600000.0,1396078400000.0,1860891200000.0,1794509900000.0,1882507700000.0,2024910900000.0,2130276300000.0,1526783100000.0,2299081000000.0
2069.0,1499048600000.0,1570905500000.0,1581644400000.0,1762490000000.0,1179609600000.0,1900536400000.0,1423118800000.0,2124135400000.0,1681227300000.0,1368959500000.0,1846116100000.0,1761055200000.0,1849482300000.0,2009670900000.0,2114992600000.0,1512654500000.0,2290460000000.0
2070.0,1477142100000.0,1559281100000.0,1553848100000.0,1740393200000.0,1166982400000.0,1872697400000.0,1404004200000.0,2088634200000.0,1665025300000.0,1340912800000.0,1831655000000.0,1727979800000.0,1833420600000.0,1996681400000.0,2111476200000.0,1496301200000.0,2297453600000.0
2071.0,1446740200000.0,1540507000000.0,1526230200000.0,1712024200000.0,1157548600000.0,1855634900000.0,1386004900000.0,2065636700000.0,1654051800000.0,1327108500000.0,1819102800000.0,1713251800000.0,1820384600000.0,1984778000000.0,2093870600000.0,1483602100000.0,2283186700000.0
2072.0,1426806900000.0,1532068900000.0,1496330300000.0,1682118300000.0,1135667400000.0,1833922900000.0,1365568500000.0,2057736200000.0,1654733900000.0,1305265200000.0,1800575500000.0,1694580100000.0,1807620200000.0,1964519800000.0,2085515600000.0,1468832700000.0,2288804400000.0
2073.0,1410665700000.0,1520562200000.0,1473371400000.0,1669963700000.0,1117415400000.0,1821556600000.0,1343761300000.0,2046806000000.0,1651497200000.0,1282757100000.0,1780949300000.0,1668194500000.0,1801712800000.0,1934389300000.0,2080790300000.0,1450805700000.0,2266313800000.0
2074.0,1394423600000.0,1507278300000.0,1445161900000.0,1644715700000.0,1097244150000.0,1810813000000.0,1327529200000.0,2027424400000.0,1635417200000.0,1263967400000.0,1756817700000.0,1645701600000.0,1781815600000.0,1918923200000.0,2062496400000.0,1429468500000.0,2247209000000.0
2075.0,1381929800000.0,1491541600000.0,1419826800000.0,1621853700000.0,1080154500000.0,1797130700000.0,1321556900000.0,2009633100000.0,1620690200000.0,1245532700000.0,1759699800000.0,1615705900000.0,1770687000000.0,1904420600000.0,2071120300000.0,1415750100000.0,2225007200000.0
2076.0,1358095000000.0,1473796800000.0,1405458400000.0,1612001300000.0,1068142300000.0,1781587200000.0,1309656400000.0,1997479900000.0,1609800200000.0,1233925700000.0,1754361800000.0,1599586300000.0,1742046000000.0,1885979400000.0,2055400800000.0,1412850400000.0,2206728700000.0
2077.0,1340475400000.0,1467589600000.0,1384974600000.0,1599262700000.0,1057407100000.0,1765860400000.0,1295891200000.0,1989860700000.0,1605865000000.0,1220487500000.0,1758637500000.0,1588959000000.0,1729653100000.0,1874723200000.0,2040826300000.0,1399312100000.0,2191187600000.0
2078.0,1324171400000.0,1450150200000.0,1363671400000.0,1586308800000.0,1042971900000.0,1750993200000.0,1281400200000.0,1978612800000.0,1588732900000.0,1204867000000.0,1756966200000.0,1573505100000.0,1705902700000.0,1867370500000.0,2022041800000.0,1388560900000.0,2174559600000.0
2079.0,1310321500000.0,1444132400000.0,1347548700000.0,1577845700000.0,1029950300000.0,1733803800000.0,1270949600000.0,1961137900000.0,1571873400000.0,1193646800000.0,1749982800000.0,1559243800000.0,1689355600000.0,1860708600000.0,2003441800000.0,1370798400000.0,2145322800000.0
2080.0,1292440800000.0,1429909900000.0,1327039000000.0,1568055900000.0,1007923700000.0,1713477600000.0,1263782500000.0,1933329800000.0,1555648100000.0,1180676100000.0,1742857300000.0,1544050400000.0,1680518500000.0,1856914700000.0,1992522000000.0,1358862000000.0,2136636400000.0
2081.0,1277510500000.0,1425912100000.0,1313164500000.0,1551898200000.0,999596000000.0,1698858400000.0,1247429000000.0,1920627800000.0,1541245000000.0,1159478100000.0,1736895500000.0,1531346200000.0,1678515000000.0,1857228600000.0,1976137800000.0,1352207600000.0,2120310200000.0
2082.0,1268568200000.0,1418637600000.0,1293465300000.0,1538106700000.0,991939000000.0,1687893000000.0,1240856900000.0,1911400000000.0,1524865300000.0,1146153100000.0,1728278200000.0,1512869200000.0,1665736800000.0,1851419400000.0,1973561000000.0,1345835900000.0,2112443600000.0
2083.0,1259709500000.0,1406231900000.0,1279830500000.0,1525209200000.0,979026700000.0,1686851800000.0,1233297200000.0,1900775900000.0,1507927000000.0,1138750400000.0,1714677700000.0,1507406900000.0,1656368900000.0,1849854700000.0,1946754600000.0,1331014700000.0,2095754600000.0
2084.0,1250630800000.0,1402084800000.0,1264841100000.0,1523007000000.0,962439900000.0,1676296200000.0,1223167200000.0,1883241400000.0,1494382500000.0,1120055600000.0,1709825000000.0,1487134700000.0,1648815800000.0,1839438000000.0,1929457600000.0,1319782400000.0,2092835500000.0
2085.0,1238241800000.0,1398216600000.0,1248342600000.0,1510716600000.0,950943150000.0,1667967500000.0,1212069400000.0,1857246700000.0,1492886700000.0,1105495200000.0,1704070900000.0,1483756800000.0,1632032000000.0,1825874000000.0,1926816700000.0,1307270000000.0,2076572300000.0
2086.0,1229598000000.0,1391947200000.0,1232162800000.0,1509135400000.0,949075500000.0,1660061900000.0,1202613900000.0,1834012200000.0,1487423500000.0,1086347700000.0,1701091900000.0,1474136500000.0,1625659000000.0,1819697900000.0,1933679400000.0,1295454000000.0,2064228000000.0
2087.0,1214535200000.0,1387021900000.0,1217326200000.0,1500793900000.0,947219100000.0,1654442000000.0,1191525600000.0,1812324800000.0,1471894800000.0,1068355350000.0,1689957200000.0,1458834200000.0,1619868400000.0,1815395800000.0,1927891400000.0,1289858400000.0,2045269200000.0
2088.0,1201105900000.0,1372655600000.0,1206982800000.0,1487172100000.0,932295930000.0,1644636000000.0,1185477800000.0,1795683500000.0,1461558700000.0,1048961500000.0,1674771300000.0,1442149000000.0,1606051400000.0,1814533100000.0,1919966800000.0,1284046300000.0,2036222800000.0
2089.0,1179245900000.0,1365530200000.0,1196921200000.0,1476394900000.0,922345600000.0,1639190600000.0,1181186300000.0,1788945900000.0,1451241100000.0,1040688900000.0,1662295900000.0,1435174800000.0,1601819900000.0,1808538100000.0,1906852100000.0,1279978100000.0,2024554100000.0
2090.0,1164325400000.0,1370399800000.0,1186764600000.0,1475532700000.0,921022230000.0,1627733900000.0,1178708000000.0,1768050400000.0,1445746600000.0,1027560100000.0,1657900000000.0,1426309500000.0,1591354700000.0,1807598700000.0,1890325100000.0,1273264000000.0,2013791800000.0
2091.0,1150503400000.0,1363993600000.0,1181231100000.0,1457198200000.0,911154150000.0,1621844700000.0,1177838200000.0,1751517000000.0,1434214700000.0,1007021900000.0,1643463700000.0,1414844500000.0,1580484700000.0,1806063600000.0,1892174300000.0,1272064600000.0,2004701300000.0
2092.0,1139259700000.0,1368227400000.0,1166278500000.0,1454389600000.0,898503400000.0,1612071200000.0,1175715300000.0,1734079700000.0,1432447700000.0,997757900000.0,1634199900000.0,1407378400000.0,1582761900000.0,1791938000000.0,1885660100000.0,1269296500000.0,1993530300000.0
2093.0,1130457600000.0,1357767900000.0,1158403600000.0,1450018900000.0,892342300000.0,1594891200000.0,1171006600000.0,1714071000000.0,1427898400000.0,992598500000.0,1633346300000.0,1393427300000.0,1578149600000.0,1783489800000.0,1878782500000.0,1256329600000.0,1981613200000.0
2094.0,1119429600000.0,1356825400000.0,1146258600000.0,1443974600000.0,888239200000.0,1591067100000.0,1162928000000.0,1687929200000.0,1426632700000.0,983194900000.0,1630240400000.0,1384977800000.0,1566834300000.0,1782947000000.0,1859083400000.0,1250890000000.0,1979418800000.0
2095.0,1112593300000.0,1352576300000.0,1142299300000.0,1430487000000.0,877475400000.0,1577965800000.0,1153657000000.0,1665541300000.0,1415868000000.0,971586800000.0,1622977400000.0,1377931800000.0,1557372700000.0,1767930200000.0,1881822200000.0,1246862100000.0,1980912400000.0
