time,CESM1-CAM5,CCSM4
2000.0,8724201600000.0,8724201600000.0
2001.0,8694935000000.0,8694935000000.0
2002.0,8667855000000.0,8667855000000.0
2003.0,8648248000000.0,8648248000000.0
2004.0,8617599000000.0,8617599000000.0
2005.0,8600365000000.0,8600365000000.0
2006.0,8598285500000.0,8598285500000.0
2007.0,8570997000000.0,8570997000000.0
2008.0,8530454600000.0,8530454600000.0
2009.0,8494298700000.0,8494298700000.0
2010.0,8455708000000.0,8455708000000.0
2011.0,8412712700000.0,8412712700000.0
2012.0,8379728700000.0,8379728700000.0
2013.0,8353865000000.0,8353865000000.0
2014.0,8331370400000.0,8331370400000.0
2015.0,8291520300000.0,8291520300000.0
2016.0,8254025400000.0,8254025400000.0
2017.0,8214647000000.0,8214647000000.0
2018.0,8195910700000.0,8195910700000.0
2019.0,8169581000000.0,8169581000000.0
2020.0,8132580300000.0,8132580300000.0
2021.0,8076465300000.0,8117745600000.0
2022.0,8019338000000.0,8101989000000.0
2023.0,7959256000000.0,8067538000000.0
2024.0,7894550000000.0,8033234000000.0
2025.0,7815804500000.0,7998241000000.0
2026.0,7737097300000.0,7960753300000.0
2027.0,7688205000000.0,7931007000000.0
2028.0,7623887000000.0,7890156000000.0
2029.0,7544946000000.0,7850781000000.0
2030.0,7475796000000.0,7807645000000.0
2031.0,7390159700000.0,7787064000000.0
2032.0,7326062000000.0,7752675500000.0
2033.0,7253689000000.0,7732111300000.0
2034.0,7177951500000.0,7692002300000.0
2035.0,7095965000000.0,7654097000000.0
2036.0,7027218700000.0,7620805500000.0
2037.0,6940654000000.0,7579811000000.0
2038.0,6859787300000.0,7565119300000.0
2039.0,6770593000000.0,7519930400000.0
2040.0,6689499000000.0,7488483600000.0
2041.0,6608780000000.0,7463871400000.0
2042.0,6535513600000.0,7414320000000.0
2043.0,6450492000000.0,7378225000000.0
2044.0,6372430700000.0,7336035000000.0
2045.0,6287301500000.0,7283712000000.0
2046.0,6200179600000.0,7230921400000.0
2047.0,6092320400000.0,7203469700000.0
2048.0,5992554000000.0,7157246300000.0
2049.0,5911348000000.0,7101135500000.0
2050.0,5825344000000.0,7043038000000.0
2051.0,5718063000000.0,7005401500000.0
2052.0,5615249000000.0,6947250600000.0
2053.0,5517071000000.0,6879271000000.0
2054.0,5438556000000.0,6802805600000.0
2055.0,5353840000000.0,6758198700000.0
2056.0,5256512500000.0,6699990600000.0
2057.0,5159344700000.0,6638963000000.0
2058.0,5095775300000.0,6589963000000.0
2059.0,5007202600000.0,6533524500000.0
2060.0,4914637400000.0,6470979000000.0
2061.0,4827458000000.0,6419703000000.0
2062.0,4730158300000.0,6348493000000.0
2063.0,4644216500000.0,6281464000000.0
2064.0,4558840000000.0,6237531000000.0
2065.0,4471620000000.0,6184579000000.0
2066.0,4376558300000.0,6110999000000.0
2067.0,4271603400000.0,6051185300000.0
2068.0,4174292200000.0,6001233000000.0
2069.0,4087573600000.0,5953242000000.0
2070.0,3989336500000.0,5900819500000.0
2071.0,3893360900000.0,5853150000000.0
2072.0,3806236500000.0,5794829400000.0
2073.0,3729792700000.0,5754414700000.0
2074.0,3648800700000.0,5712268000000.0
2075.0,3558220500000.0,5664439500000.0
2076.0,3480178000000.0,5606275500000.0
2077.0,3414795200000.0,5530854600000.0
2078.0,3330986000000.0,5462471700000.0
2079.0,3247100000000.0,5407461300000.0
2080.0,3162273200000.0,5362909400000.0
2081.0,3085366200000.0,5308441000000.0
2082.0,3014436000000.0,5261269000000.0
2083.0,2933955000000.0,5204158700000.0
2084.0,2858273700000.0,5137271600000.0
2085.0,2785178800000.0,5068031000000.0
2086.0,2709296800000.0,5011347600000.0
2087.0,2639560400000.0,4955919000000.0
2088.0,2559191500000.0,4905033000000.0
2089.0,2485322800000.0,4858900000000.0
2090.0,2409498700000.0,4809595300000.0
2091.0,2331419300000.0,4742379500000.0
2092.0,2266134200000.0,4675433000000.0
2093.0,2192923200000.0,4617893000000.0
2094.0,2123254100000.0,4564528000000.0
2095.0,2055875300000.0,4499953000000.0
2096.0,1993724700000.0,4440093400000.0
2097.0,1931194100000.0,4372197800000.0
2098.0,1863153200000.0,4332387000000.0
2099.0,1798587300000.0,4269711600000.0
2100.0,1733796400000.0,4213784000000.0
2101.0,1672630800000.0,4150774700000.0
2102.0,1614667200000.0,4091063800000.0
2103.0,1557481800000.0,4044930400000.0
2104.0,1507388600000.0,4005075000000.0
2105.0,1460079700000.0,3947615500000.0
2106.0,1404995500000.0,3893618000000.0
2107.0,1347508900000.0,3850124400000.0
2108.0,1299661200000.0,3796013000000.0
2109.0,1250873700000.0,3737212200000.0
2110.0,1207007300000.0,3670739800000.0
2111.0,1161267500000.0,3615549300000.0
2112.0,1116081400000.0,3561874500000.0
2113.0,1077134200000.0,3512952400000.0
2114.0,1037421600000.0,3467476000000.0
2115.0,1000833100000.0,3424834800000.0
2116.0,962914550000.0,3384375800000.0
2117.0,926546200000.0,3349628800000.0
2118.0,895275040000.0,3321379200000.0
2119.0,865352200000.0,3274952700000.0
2120.0,830359860000.0,3236005000000.0
2121.0,794673500000.0,3180877600000.0
2122.0,763978650000.0,3123497100000.0
2123.0,733213100000.0,3078234300000.0
2124.0,701364400000.0,3034731500000.0
2125.0,674853300000.0,3000560800000.0
2126.0,647447600000.0,2959934200000.0
2127.0,617997800000.0,2907717500000.0
2128.0,587909600000.0,2868441000000.0
2129.0,561776750000.0,2820878000000.0
2130.0,533954130000.0,2766511800000.0
2131.0,507690650000.0,2707648200000.0
2132.0,485060900000.0,2659357300000.0
2133.0,461280380000.0,2612785600000.0
2134.0,435166870000.0,2558913200000.0
2135.0,413241480000.0,2512597500000.0
2136.0,390061160000.0,2463762700000.0
2137.0,366825440000.0,2404586600000.0
2138.0,345156220000.0,2353912300000.0
2139.0,326294200000.0,2307433700000.0
2140.0,305897540000.0,2267485300000.0
2141.0,288144460000.0,2236824400000.0
2142.0,272777000000.0,2204732500000.0
2143.0,257072450000.0,2158757500000.0
2144.0,242346790000.0,2128145300000.0
2145.0,230169280000.0,2091256900000.0
2146.0,218931270000.0,2055631800000.0
2147.0,207232840000.0,2015938900000.0
2148.0,194630730000.0,1974152700000.0
2149.0,183236210000.0,1942013700000.0
2150.0,173886520000.0,1918941000000.0
2151.0,164859360000.0,1893255600000.0
2152.0,155415400000.0,1866539600000.0
2153.0,146693870000.0,1843478100000.0
2154.0,138732000000.0,1819843400000.0
2155.0,130428305000.0,1789908500000.0
2156.0,124389330000.0,1755921600000.0
2157.0,118306780000.0,1726992200000.0
2158.0,112725300000.0,1694037400000.0
2159.0,106640515000.0,1664562600000.0
2160.0,101064280000.0,1636155900000.0
2161.0,95829170000.0,1605937900000.0
2162.0,91538964000.0,1577424400000.0
2163.0,87374390000.0,1547956100000.0
2164.0,83189780000.0,1513424400000.0
2165.0,79593390000.0,1481800500000.0
2166.0,75571350000.0,1450682200000.0
2167.0,71784600000.0,1419177100000.0
2168.0,68414410000.0,1389481700000.0
2169.0,64995525000.0,1358889000000.0
2170.0,62381290000.0,1336996000000.0
2171.0,59688580000.0,1309759900000.0
2172.0,57331760000.0,1283541200000.0
2173.0,54743527000.0,1254266400000.0
2174.0,52195550000.0,1233163300000.0
2175.0,49869390000.0,1203694600000.0
2176.0,47816032000.0,1171445800000.0
2177.0,45640364000.0,1148246400000.0
2178.0,43543495000.0,1131654500000.0
2179.0,41673396000.0,1113627400000.0
2180.0,40026810000.0,1092183700000.0
2181.0,38261760000.0,1074839550000.0
2182.0,36291640000.0,1058997670000.0
2183.0,34517557000.0,1041039950000.0
2184.0,32711330000.0,1024650600000.0
2185.0,30936693000.0,999829300000.0
2186.0,28735240000.0,978615800000.0
2187.0,27063490000.0,956855100000.0
2188.0,25171036000.0,938451200000.0
2189.0,23833008000.0,919625800000.0
2190.0,22123438000.0,898434860000.0
2191.0,20825369000.0,878959900000.0
2192.0,19259521000.0,860813800000.0
2193.0,17692891000.0,844021400000.0
2194.0,16302198000.0,826175060000.0
2195.0,15020118000.0,810396100000.0
2196.0,13900568000.0,788062540000.0
2197.0,12820777000.0,774940660000.0
2198.0,11678268000.0,760867100000.0
2199.0,10594810000.0,744466400000.0
2200.0,9774939000.0,729109500000.0
2201.0,8874397000.0,718050700000.0
2202.0,7900836000.0,703212500000.0
2203.0,7129927000.0,689015550000.0
2204.0,6346904600.0,679047460000.0
2205.0,5592878600.0,666927600000.0
2206.0,4890380000.0,656046200000.0
2207.0,4416413700.0,648486900000.0
2208.0,3859036000.0,640274000000.0
2209.0,3304971800.0,628411330000.0
2210.0,2749246700.0,619944900000.0
2211.0,2233450000.0,609923100000.0
2212.0,1844596700.0,598083500000.0
2213.0,1537132200.0,587107900000.0
2214.0,1338729600.0,578138100000.0
2215.0,1180811400.0,566378900000.0
2216.0,1084385800.0,556751700000.0
2217.0,1005690200.0,548259500000.0
2218.0,904514500.0,538040340000.0
2219.0,843633500.0,528920000000.0
2220.0,792596900.0,520254160000.0
2221.0,754333700.0,510442800000.0
2222.0,721834300.0,499638240000.0
2223.0,694796500.0,490075000000.0
2224.0,666010100.0,482656750000.0
2225.0,644278460.0,473949770000.0
2226.0,621009700.0,465072650000.0
2227.0,599736060.0,454803800000.0
2228.0,579512900.0,446476600000.0
2229.0,556907100.0,437238300000.0
2230.0,544611100.0,426665570000.0
2231.0,531197820.0,415355300000.0
2232.0,522100830.0,408485760000.0
2233.0,518148450.0,400106420000.0
2234.0,512502370.0,392294370000.0
2235.0,507403520.0,387694360000.0
2236.0,503293630.0,378391430000.0
2237.0,500479360.0,371325700000.0
2238.0,497695700.0,364459300000.0
2239.0,493185470.0,355872640000.0
2240.0,491420160.0,347439760000.0
2241.0,487585100.0,341951580000.0
2242.0,481345440.0,337712800000.0
2243.0,478869120.0,333168280000.0
2244.0,476487520.0,327997100000.0
2245.0,476636600.0,324241600000.0
2246.0,471021660.0,318020500000.0
2247.0,468232260.0,315344000000.0
2248.0,465991500.0,310427250000.0
2249.0,458239500.0,306738300000.0
2250.0,453719600.0,305013000000.0
2251.0,447263700.0,300692600000.0
2252.0,438605630.0,294780700000.0
2253.0,434784060.0,290378500000.0
2254.0,432254560.0,286308400000.0
2255.0,428202240.0,283123740000.0
2256.0,427381500.0,280116170000.0
2257.0,421938660.0,276300760000.0
2258.0,418004500.0,271461470000.0
2259.0,414529200.0,267364190000.0
2260.0,413755300.0,263390380000.0
2261.0,411811870.0,259388390000.0
2262.0,410975650.0,253919770000.0
2263.0,409442700.0,247462720000.0
2264.0,408014240.0,243237620000.0
2265.0,404310820.0,239562260000.0
2266.0,402732600.0,236399790000.0
2267.0,400722900.0,232931620000.0
2268.0,394576770.0,229717570000.0
2269.0,393440300.0,227518610000.0
2270.0,390790430.0,223430120000.0
2271.0,388426500.0,220233730000.0
2272.0,388008500.0,215930520000.0
2273.0,390412000.0,213276750000.0
2274.0,387727700.0,210544840000.0
2275.0,386325400.0,207412000000.0
2276.0,382300830.0,203816830000.0
2277.0,380763300.0,200362980000.0
2278.0,376686400.0,198083540000.0
2279.0,372034850.0,195693220000.0
2280.0,371525220.0,194084650000.0
2281.0,370005380.0,190390030000.0
2282.0,367207400.0,187836890000.0
2283.0,366478720.0,184859740000.0
2284.0,364955000.0,183316610000.0
2285.0,364325570.0,180328710000.0
2286.0,360385340.0,177692210000.0
2287.0,358038200.0,175339620000.0
2288.0,356047040.0,173423920000.0
2289.0,357190660.0,170932200000.0
2290.0,355346080.0,168364000000.0
2291.0,352243680.0,165630530000.0
2292.0,349791650.0,163250700000.0
2293.0,350446700.0,160020790000.0
2294.0,348728000.0,157861640000.0
2295.0,347440960.0,155863220000.0
2296.0,346691100.0,154044420000.0
2297.0,344200640.0,151892250000.0
2298.0,339426600.0,149716060000.0
2299.0,338211800.0,148721830000.0
2300.0,336226180.0,147513490000.0
