time,CSIRO-MK3-6-0,CESM1-CAM5,NORESM1-M,MPI-ESM-LR
2000.0,8724201600000.0,8724201600000.0,8724201600000.0,8724201600000.0
2001.0,8694935000000.0,8694935000000.0,8694935000000.0,8694935000000.0
2002.0,8667855000000.0,8667855000000.0,8667855000000.0,8667855000000.0
2003.0,8648248000000.0,8648248000000.0,8648248000000.0,8648248000000.0
2004.0,8617599000000.0,8617599000000.0,8617599000000.0,8617599000000.0
2005.0,8600365000000.0,8600365000000.0,8600365000000.0,8600365000000.0
2006.0,8598285500000.0,8598285500000.0,8598285500000.0,8598285500000.0
2007.0,8570997000000.0,8570997000000.0,8570997000000.0,8570997000000.0
2008.0,8530454600000.0,8530454600000.0,8530454600000.0,8530454600000.0
2009.0,8494298700000.0,8494298700000.0,8494298700000.0,8494298700000.0
2010.0,8455708000000.0,8455708000000.0,8455708000000.0,8455708000000.0
2011.0,8412712700000.0,8412712700000.0,8412712700000.0,8412712700000.0
2012.0,8379728700000.0,8379728700000.0,8379728700000.0,8379728700000.0
2013.0,8353865000000.0,8353865000000.0,8353865000000.0,8353865000000.0
2014.0,8331370400000.0,8331370400000.0,8331370400000.0,8331370400000.0
2015.0,8291520300000.0,8291520300000.0,8291520300000.0,8291520300000.0
2016.0,8254025400000.0,8254025400000.0,8254025400000.0,8254025400000.0
2017.0,8214647000000.0,8214647000000.0,8214647000000.0,8214647000000.0
2018.0,8195910700000.0,8195910700000.0,8195910700000.0,8195910700000.0
2019.0,8169581000000.0,8169581000000.0,8169581000000.0,8169581000000.0
2020.0,8132580300000.0,8132580300000.0,8132580300000.0,8132580300000.0
2021.0,8101559300000.0,8077067000000.0,8084744300000.0,8103325600000.0
2022.0,8059321000000.0,8015424500000.0,8058096000000.0,8056487300000.0
2023.0,8030823400000.0,7942538000000.0,8010157000000.0,8010205000000.0
2024.0,8002107000000.0,7854507400000.0,7961097000000.0,7981630500000.0
2025.0,7977098500000.0,7756241000000.0,7905678000000.0,7943311300000.0
2026.0,7938713000000.0,7693582000000.0,7865831500000.0,7895200000000.0
2027.0,7892985400000.0,7610882000000.0,7822923000000.0,7833534300000.0
2028.0,7878421000000.0,7523177300000.0,7794305500000.0,7803885000000.0
2029.0,7837585000000.0,7433847000000.0,7746702000000.0,7759320000000.0
2030.0,7806554000000.0,7327362600000.0,7718942000000.0,7701067700000.0
2031.0,7755041600000.0,7232259000000.0,7678488000000.0,7663921400000.0
2032.0,7725369500000.0,7130773000000.0,7642698000000.0,7616241000000.0
2033.0,7681823000000.0,7014787000000.0,7603708000000.0,7560548600000.0
2034.0,7635434700000.0,6926175000000.0,7576502000000.0,7522546600000.0
2035.0,7610228000000.0,6853210000000.0,7535874500000.0,7482055300000.0
2036.0,7565243600000.0,6754607300000.0,7499853300000.0,7435852400000.0
2037.0,7534545500000.0,6655650000000.0,7454259000000.0,7384957000000.0
2038.0,7491771400000.0,6536827000000.0,7410863300000.0,7336471600000.0
2039.0,7446024700000.0,6433365600000.0,7370972000000.0,7304352600000.0
2040.0,7415453000000.0,6325436700000.0,7316650000000.0,7254673000000.0
2041.0,7369898600000.0,6216976700000.0,7267793500000.0,7215688000000.0
2042.0,7326311400000.0,6132012700000.0,7212945600000.0,7166500500000.0
2043.0,7286119000000.0,6023536400000.0,7170503000000.0,7125587700000.0
2044.0,7252248400000.0,5917731500000.0,7123460000000.0,7103646300000.0
2045.0,7201152000000.0,5816394000000.0,7080013000000.0,7064005400000.0
2046.0,7157126000000.0,5719374000000.0,7016338000000.0,7019809500000.0
2047.0,7096920700000.0,5616288000000.0,6948044000000.0,6988821000000.0
2048.0,7041839500000.0,5519951500000.0,6890210000000.0,6938967400000.0
2049.0,7000917000000.0,5434098300000.0,6839882000000.0,6913776000000.0
2050.0,6958303000000.0,5328274500000.0,6781267000000.0,6870773000000.0
2051.0,6915762000000.0,5234658600000.0,6717757700000.0,6830911700000.0
2052.0,6864114300000.0,5133851000000.0,6669197000000.0,6796592300000.0
2053.0,6840976000000.0,5023669000000.0,6614698400000.0,6755443000000.0
2054.0,6804905000000.0,4925715600000.0,6554657500000.0,6723221300000.0
2055.0,6754466000000.0,4827113300000.0,6497502000000.0,6681832500000.0
2056.0,6709278000000.0,4721264000000.0,6443148000000.0,6645547500000.0
2057.0,6658013500000.0,4611855400000.0,6385237500000.0,6589041000000.0
2058.0,6623942000000.0,4518811500000.0,6316884500000.0,6553221500000.0
2059.0,6575078500000.0,4424313000000.0,6257601700000.0,6520273600000.0
2060.0,6529049000000.0,4334336300000.0,6195805400000.0,6488463000000.0
2061.0,6486238400000.0,4224594700000.0,6121246000000.0,6455209500000.0
2062.0,6440416700000.0,4134841600000.0,6053169700000.0,6413166300000.0
2063.0,6393496600000.0,4046088800000.0,5987500600000.0,6369555500000.0
2064.0,6346179000000.0,3946858400000.0,5898372600000.0,6324414300000.0
2065.0,6301760000000.0,3846038000000.0,5839197000000.0,6281008500000.0
2066.0,6265380500000.0,3749354000000.0,5752927300000.0,6240853300000.0
2067.0,6223801400000.0,3654075500000.0,5654803000000.0,6187752000000.0
2068.0,6176438000000.0,3566886200000.0,5587761000000.0,6136428000000.0
2069.0,6129521300000.0,3470810000000.0,5513202400000.0,6094201000000.0
2070.0,6091861700000.0,3382266000000.0,5439597000000.0,6062160000000.0
2071.0,6055200300000.0,3297180000000.0,5362159700000.0,6012673000000.0
2072.0,6016982000000.0,3223974600000.0,5279050600000.0,5967994400000.0
2073.0,5966219700000.0,3133986800000.0,5221653000000.0,5927060000000.0
2074.0,5924648400000.0,3047256200000.0,5151881400000.0,5878989700000.0
2075.0,5878519400000.0,2969607900000.0,5082082400000.0,5824162300000.0
2076.0,5828127500000.0,2879534400000.0,5003052000000.0,5776671000000.0
2077.0,5792260000000.0,2796955400000.0,4920489500000.0,5735053000000.0
2078.0,5729006600000.0,2701574500000.0,4857900000000.0,5681264500000.0
2079.0,5671453500000.0,2619568300000.0,4795954000000.0,5635234600000.0
2080.0,5614552000000.0,2550234600000.0,4740675000000.0,5604825000000.0
