time,CCSM4,CSIRO-MK3-6-0,MPI-ESM-LR
2000.0,8724201600000.0,8724201600000.0,8724201600000.0
2001.0,8694935000000.0,8694935000000.0,8694935000000.0
2002.0,8667855000000.0,8667855000000.0,8667855000000.0
2003.0,8648248000000.0,8648248000000.0,8648248000000.0
2004.0,8617599000000.0,8617599000000.0,8617599000000.0
2005.0,8600365000000.0,8600365000000.0,8600365000000.0
2006.0,8598285500000.0,8598285500000.0,8598285500000.0
2007.0,8570997000000.0,8570997000000.0,8570997000000.0
2008.0,8530454600000.0,8530454600000.0,8530454600000.0
2009.0,8494298700000.0,8494298700000.0,8494298700000.0
2010.0,8455708000000.0,8455708000000.0,8455708000000.0
2011.0,8412712700000.0,8412712700000.0,8412712700000.0
2012.0,8379728700000.0,8379728700000.0,8379728700000.0
2013.0,8353865000000.0,8353865000000.0,8353865000000.0
2014.0,8331370400000.0,8331370400000.0,8331370400000.0
2015.0,8291520300000.0,8291520300000.0,8291520300000.0
2016.0,8254025400000.0,8254025400000.0,8254025400000.0
2017.0,8214647000000.0,8214647000000.0,8214647000000.0
2018.0,8195910700000.0,8195910700000.0,8195910700000.0
2019.0,8169581000000.0,8169581000000.0,8169581000000.0
2020.0,8132580300000.0,8132580300000.0,8132580300000.0
2021.0,8113337400000.0,8102973000000.0,8111239000000.0
2022.0,8088714000000.0,8073414400000.0,8084683500000.0
2023.0,8064560000000.0,8043505400000.0,8057977300000.0
2024.0,8052664000000.0,8012374700000.0,8033428600000.0
2025.0,8036816500000.0,7976941000000.0,7995712000000.0
2026.0,8022367700000.0,7936039000000.0,7967305400000.0
2027.0,7987556500000.0,7905884500000.0,7928916500000.0
2028.0,7949996000000.0,7868253000000.0,7913355000000.0
2029.0,7901821000000.0,7846707600000.0,7874827000000.0
2030.0,7883315000000.0,7815904000000.0,7856298400000.0
2031.0,7842402000000.0,7775207000000.0,7819660600000.0
2032.0,7807248000000.0,7735787700000.0,7793632300000.0
2033.0,7770039400000.0,7688933000000.0,7753192000000.0
2034.0,7729470500000.0,7652401000000.0,7719200000000.0
2035.0,7675747000000.0,7608406600000.0,7685427000000.0
2036.0,7657910400000.0,7576062300000.0,7652555000000.0
2037.0,7602874000000.0,7536458600000.0,7615540000000.0
2038.0,7538672000000.0,7499581000000.0,7569211000000.0
2039.0,7480586000000.0,7452883400000.0,7516593000000.0
2040.0,7415517400000.0,7402747300000.0,7470886400000.0
2041.0,7368504000000.0,7371055000000.0,7426125300000.0
2042.0,7319638000000.0,7335562400000.0,7391768000000.0
2043.0,7261034400000.0,7284720000000.0,7343453500000.0
2044.0,7208289400000.0,7234592000000.0,7297688400000.0
2045.0,7146713000000.0,7185774400000.0,7248604600000.0
2046.0,7098860000000.0,7139363000000.0,7193199000000.0
2047.0,7053250700000.0,7097480000000.0,7135476300000.0
2048.0,6989149600000.0,7057251500000.0,7098432000000.0
2049.0,6934783000000.0,7015568000000.0,7039198700000.0
2050.0,6886508000000.0,6975427000000.0,6977644700000.0
2051.0,6825487400000.0,6938087000000.0,6920137600000.0
2052.0,6768557600000.0,6900888000000.0,6866178000000.0
2053.0,6686806400000.0,6846751000000.0,6809206700000.0
2054.0,6616346300000.0,6802417000000.0,6752088000000.0
2055.0,6570249300000.0,6750545000000.0,6694019500000.0
2056.0,6494869000000.0,6713388000000.0,6647063000000.0
2057.0,6437795000000.0,6665482000000.0,6596401300000.0
2058.0,6368883400000.0,6599251000000.0,6532603300000.0
2059.0,6300089500000.0,6554796400000.0,6470763000000.0
2060.0,6252930000000.0,6498803000000.0,6416051500000.0
2061.0,6170845600000.0,6437270000000.0,6374935000000.0
2062.0,6079196000000.0,6377275000000.0,6306684500000.0
2063.0,6006433600000.0,6314946000000.0,6237968000000.0
2064.0,5923351000000.0,6265971400000.0,6181162000000.0
2065.0,5845292000000.0,6216177000000.0,6109433700000.0
2066.0,5772685000000.0,6156558300000.0,6045894000000.0
2067.0,5727947000000.0,6094806000000.0,5982225000000.0
2068.0,5657738600000.0,6014013000000.0,5905037400000.0
2069.0,5583610000000.0,5945020600000.0,5848066000000.0
2070.0,5520143000000.0,5869749700000.0,5796778700000.0
2071.0,5446387000000.0,5809139000000.0,5739080000000.0
2072.0,5375842000000.0,5737533700000.0,5667063000000.0
2073.0,5308363000000.0,5670574000000.0,5589364600000.0
2074.0,5234755600000.0,5584095500000.0,5524740000000.0
2075.0,5178282000000.0,5503022300000.0,5450925000000.0
2076.0,5108996000000.0,5400543000000.0,5381647000000.0
2077.0,5048560500000.0,5321506000000.0,5313249400000.0
2078.0,4990294300000.0,5224580000000.0,5243133000000.0
2079.0,4921840600000.0,5137076600000.0,5178810400000.0
2080.0,4852963000000.0,5045082000000.0,5087955000000.0
2081.0,4780855400000.0,4961608400000.0,5017462000000.0
2082.0,4707408400000.0,4874784000000.0,4946794600000.0
2083.0,4645273500000.0,4780466400000.0,4879223400000.0
2084.0,4590066000000.0,4681802700000.0,4824810700000.0
2085.0,4500526500000.0,4592437300000.0,4741013700000.0
2086.0,4414080300000.0,4490241000000.0,4672849400000.0
2087.0,4340445300000.0,4403037700000.0,4613245000000.0
2088.0,4264713500000.0,4307253500000.0,4543475600000.0
2089.0,4184518200000.0,4206775800000.0,4472166000000.0
2090.0,4100349500000.0,4115164800000.0,4396927200000.0
2091.0,4009027700000.0,4020155400000.0,4331900500000.0
2092.0,3930691200000.0,3923067800000.0,4261213600000.0
2093.0,3866108600000.0,3821245000000.0,4198985600000.0
2094.0,3762910100000.0,3707002700000.0,4139718500000.0
2095.0,3686808400000.0,3604956000000.0,4057999600000.0
2096.0,3606631700000.0,3510260200000.0,3986044000000.0
2097.0,3536354000000.0,3418140700000.0,3922372000000.0
2098.0,3456135300000.0,3314185700000.0,3858806900000.0
2099.0,3377757700000.0,3219794400000.0,3785201300000.0
2100.0,3287253000000.0,3126320000000.0,3706982200000.0
2101.0,3199542000000.0,3016583300000.0,3636861600000.0
2102.0,3110212700000.0,2935813800000.0,3580996000000.0
2103.0,3048125000000.0,2840228800000.0,3523506900000.0
2104.0,2976683400000.0,2748108200000.0,3468476300000.0
2105.0,2911002200000.0,2660860200000.0,3406378000000.0
2106.0,2845573400000.0,2565727000000.0,3341882000000.0
2107.0,2778550000000.0,2475817400000.0,3284197000000.0
2108.0,2708136300000.0,2391076200000.0,3210927400000.0
2109.0,2643620800000.0,2306595000000.0,3151300100000.0
2110.0,2590520400000.0,2231025800000.0,3088733700000.0
2111.0,2533328400000.0,2145535300000.0,3020126700000.0
2112.0,2474325800000.0,2063666200000.0,2959690000000.0
2113.0,2428447200000.0,1975139700000.0,2885822200000.0
2114.0,2376042800000.0,1890605900000.0,2820278000000.0
2115.0,2332425500000.0,1818378200000.0,2754188100000.0
2116.0,2277795000000.0,1747240700000.0,2689158000000.0
2117.0,2230334800000.0,1673001300000.0,2619318000000.0
2118.0,2176527800000.0,1604500000000.0,2559244200000.0
2119.0,2136114300000.0,1537981800000.0,2500927400000.0
2120.0,2087809200000.0,1472187100000.0,2435406400000.0
2121.0,2035912400000.0,1401715400000.0,2378735600000.0
2122.0,1989285900000.0,1333716600000.0,2320728000000.0
2123.0,1935864800000.0,1266934100000.0,2269258000000.0
2124.0,1876751800000.0,1205273500000.0,2222097400000.0
2125.0,1828265900000.0,1142113300000.0,2163894100000.0
2126.0,1773287500000.0,1081143800000.0,2115901600000.0
2127.0,1715002900000.0,1017485600000.0,2066560300000.0
2128.0,1657328100000.0,955083700000.0,2011756800000.0
2129.0,1599973600000.0,885845260000.0,1959652100000.0
2130.0,1548015900000.0,826433200000.0,1913199700000.0
2131.0,1493291900000.0,768449250000.0,1858389900000.0
2132.0,1439488100000.0,714573740000.0,1806919900000.0
2133.0,1376459000000.0,666628300000.0,1760717000000.0
2134.0,1324349500000.0,621124260000.0,1706534900000.0
2135.0,1275184000000.0,583584060000.0,1661448400000.0
2136.0,1228681400000.0,540890500000.0,1622156400000.0
2137.0,1178659200000.0,497880600000.0,1582732300000.0
2138.0,1129516500000.0,458343740000.0,1537768200000.0
2139.0,1085947840000.0,421892160000.0,1493779600000.0
2140.0,1040462600000.0,386268270000.0,1451128900000.0
2141.0,999708500000.0,353364440000.0,1410220400000.0
2142.0,961572960000.0,318377500000.0,1374836800000.0
2143.0,925875630000.0,287758020000.0,1336476200000.0
2144.0,879562260000.0,260024610000.0,1297183300000.0
2145.0,836465660000.0,233462280000.0,1264172700000.0
2146.0,794556000000.0,209332860000.0,1228207600000.0
2147.0,753309250000.0,185822950000.0,1190845100000.0
2148.0,720743400000.0,163141060000.0,1162570600000.0
2149.0,686599050000.0,142499270000.0,1135424200000.0
2150.0,652835600000.0,122184810000.0,1107447100000.0
2151.0,617895950000.0,104937144000.0,1081167400000.0
2152.0,586225300000.0,87250590000.0,1054360860000.0
2153.0,559583850000.0,72385040000.0,1028818800000.0
2154.0,522942100000.0,60174980000.0,1009150460000.0
