time,CESM2-WACCM,CANESM5,MRI-ESM2-0,IPSL-CM6A-LR,ACCESS-ESM1-5,ACCESS-CM2
2069.0,409598400.0,359308000.0,490304580.0,403416320.0,418667260.0,373443620.0
2070.0,398062080.0,361603000.0,488979070.0,404487970.0,411688160.0,369595070.0
2071.0,390566620.0,366357020.0,481337280.0,414496700.0,439271140.0,362429900.0
2072.0,383739970.0,383190240.0,481382560.0,391620800.0,431938430.0,357543460.0
2073.0,381263650.0,345486980.0,472193730.0,387964030.0,411801730.0,352730780.0
2074.0,380538000.0,341083040.0,482325800.0,386963100.0,402751460.0,347823600.0
2075.0,375955680.0,335749700.0,509104640.0,377398560.0,395790880.0,345233180.0
2076.0,492764960.0,329579620.0,628789600.0,375417630.0,397023740.0,337424580.0
2077.0,404427200.0,324545660.0,476002660.0,368538180.0,387431800.0,332799140.0
2078.0,392183550.0,322348400.0,466006560.0,394835000.0,381873730.0,328418400.0
2079.0,369493630.0,336589400.0,500934600.0,363517100.0,386406850.0,321904670.0
2080.0,367540640.0,313835400.0,497107550.0,353447260.0,377156900.0,313578560.0
2081.0,443904540.0,342369950.0,463167600.0,352555360.0,386804670.0,310646980.0
2082.0,379981980.0,313511300.0,463127040.0,344808420.0,374060540.0,309776030.0
2083.0,369782400.0,354115780.0,472815580.0,341830600.0,379868540.0,304368860.0
2084.0,376921950.0,337731550.0,460904480.0,336275650.0,368372100.0,301244960.0
2085.0,365255550.0,316819400.0,484583330.0,331493700.0,377331840.0,299887680.0
2086.0,369354240.0,366710700.0,477242700.0,342033400.0,365741020.0,304496580.0
2087.0,360670140.0,457041600.0,462973920.0,349365470.0,361296770.0,315122240.0
2088.0,357793820.0,352981600.0,491920860.0,337761060.0,357220640.0,298565250.0
2089.0,388306560.0,338521180.0,467748480.0,373126600.0,353513340.0,293175500.0
2090.0,358700100.0,457712770.0,589313150.0,336520640.0,359866020.0,294211400.0
2091.0,359162750.0,402712960.0,553971460.0,337037100.0,350465100.0,289668830.0
2092.0,358791970.0,346019200.0,580254900.0,330882300.0,347991840.0,284855400.0
2093.0,352658460.0,347325700.0,538876000.0,325989500.0,353999360.0,283930020.0
2094.0,412714340.0,354488350.0,500204900.0,321709280.0,342156770.0,282097500.0
2095.0,373190240.0,351642530.0,494232260.0,326425540.0,343490900.0,401393600.0
2096.0,356588960.0,349707800.0,487254460.0,322738370.0,344453980.0,288813760.0
2097.0,350781150.0,345225020.0,498151580.0,318292500.0,334836540.0,282198460.0
2098.0,355984160.0,340832260.0,525821120.0,315161570.0,334329660.0,280927170.0
2099.0,391474430.0,334816830.0,530640640.0,390312400.0,329590660.0,278473470.0
2100.0,376376930.0,342699100.0,501111040.0,329003550.0,325036400.0,275967550.0
2101.0,356985100.0,348277220.0,501288100.0,323767500.0,319645150.0,276350800.0
2102.0,351688420.0,349472740.0,493366080.0,314981500.0,315363100.0,273511260.0
2103.0,361865020.0,332824100.0,535441300.0,314667870.0,314417340.0,271483200.0
2104.0,365875780.0,402538080.0,499989300.0,318701920.0,321738800.0,270336450.0
2105.0,362872220.0,440243100.0,497275230.0,315338560.0,332232830.0,269796000.0
2106.0,356280450.0,474961860.0,494053380.0,316750660.0,328068900.0,269963680.0
2107.0,379292960.0,397672540.0,570803300.0,319325300.0,324653120.0,269293820.0
2108.0,377210020.0,365691070.0,500346880.0,313994270.0,313063360.0,284588380.0
2109.0,363747070.0,371059300.0,508623460.0,324138800.0,313704480.0,267411140.0
2110.0,364358430.0,415802430.0,498175230.0,394076500.0,309028900.0,263923230.0
2111.0,376677120.0,361786080.0,501213660.0,382971420.0,316211500.0,270707460.0
2112.0,363020830.0,360087550.0,556610000.0,375692500.0,351706000.0,262909540.0
2113.0,387437700.0,417326720.0,504253900.0,349238050.0,373073200.0,261264300.0
2114.0,364688300.0,512780500.0,507718100.0,336454980.0,335514700.0,272988260.0
2115.0,361238050.0,411495300.0,514751300.0,333888320.0,324314270.0,267117980.0
2116.0,374876960.0,372291900.0,534644100.0,337892350.0,333955300.0,260726940.0
2117.0,369372220.0,370569470.0,519858780.0,340825760.0,343304100.0,366800830.0
2118.0,375648030.0,407633540.0,511581440.0,340012960.0,332154340.0,276241470.0
2119.0,380194940.0,437069820.0,509493600.0,339335970.0,451250660.0,268807800.0
2120.0,377474850.0,378628600.0,622128200.0,341129900.0,373889340.0,259901760.0
2121.0,370179460.0,478801600.0,616900300.0,339321500.0,437503360.0,297826050.0
2122.0,429344600.0,487007200.0,683686500.0,359019200.0,346895360.0,261121280.0
2123.0,397849440.0,401972770.0,574809600.0,357503040.0,344275650.0,269750080.0
2124.0,375518400.0,455341400.0,547671550.0,374928260.0,343550400.0,262562860.0
2125.0,369038620.0,431017470.0,546699200.0,365275620.0,347242620.0,257238430.0
2126.0,385037400.0,400964160.0,710412000.0,364740930.0,354637700.0,264191150.0
2127.0,562826300.0,470660960.0,628962300.0,362272420.0,346382820.0,255952940.0
2128.0,470267870.0,409175040.0,636605700.0,417907650.0,342729630.0,255840160.0
2129.0,408521500.0,398029570.0,592843970.0,448875740.0,353645950.0,253752030.0
2130.0,413641950.0,390050780.0,695549100.0,402895580.0,502004800.0,255306240.0
2131.0,409303870.0,468494430.0,608160640.0,382132500.0,419920000.0,253583360.0
2132.0,402759360.0,401247040.0,605151740.0,402448830.0,368348740.0,256926300.0
2133.0,413830430.0,611460030.0,584611650.0,396318100.0,354409280.0,250640560.0
2134.0,394459740.0,442029600.0,580688400.0,413469380.0,352327400.0,253813500.0
2135.0,392674140.0,439307520.0,572008400.0,384054820.0,371533120.0,248417500.0
2136.0,392891070.0,403431230.0,575054300.0,384522850.0,361627650.0,291228600.0
2137.0,391578700.0,409625760.0,601461100.0,445689570.0,360853060.0,252190220.0
2138.0,395625630.0,433220200.0,584210940.0,393967400.0,374761060.0,263064160.0
2139.0,401682850.0,399511580.0,576910200.0,412432000.0,353861540.0,266372020.0
2140.0,443103550.0,399400800.0,575743360.0,394931330.0,394156640.0,261289920.0
2141.0,394677500.0,557686400.0,573450750.0,398561060.0,395121950.0,252767220.0
2142.0,399649060.0,440798100.0,571664200.0,389876600.0,456985440.0,313827100.0
2143.0,476944540.0,405515700.0,631610500.0,389659650.0,432696800.0,255566820.0
2144.0,399211550.0,493505500.0,578221800.0,391376540.0,482378500.0,277584860.0
2145.0,446837380.0,414211040.0,633220540.0,448747040.0,422644200.0,259434620.0
2146.0,553777400.0,478723260.0,579519000.0,419942140.0,397596770.0,257248340.0
2147.0,491964260.0,470441730.0,601474050.0,412551420.0,449750460.0,258004640.0
2148.0,418891200.0,591573600.0,579162600.0,396491650.0,425272900.0,293778050.0
2149.0,422759680.0,480391900.0,578615900.0,452167200.0,439571970.0,280778530.0
2150.0,403993950.0,471669760.0,569256500.0,462201860.0,412196640.0,277397400.0
2151.0,497751550.0,457782400.0,589968200.0,481758050.0,401628600.0,313640770.0
2152.0,405040130.0,485282300.0,573718100.0,450214100.0,402175970.0,291981820.0
2153.0,419194600.0,459868960.0,573342850.0,434103520.0,548660100.0,277306340.0
2154.0,432209060.0,451387700.0,568636000.0,536870180.0,627260800.0,274778800.0
2155.0,410258200.0,444766850.0,595977150.0,426243500.0,546624260.0,273790880.0
2156.0,412862430.0,465665150.0,575827140.0,459827500.0,479462720.0,271690940.0
2157.0,422211600.0,549632500.0,565290600.0,436389920.0,433131070.0,287031780.0
2158.0,414655200.0,468459740.0,772355200.0,438132400.0,422372580.0,274743500.0
2159.0,412406850.0,499325470.0,725024200.0,426855400.0,462831140.0,359071580.0
2160.0,441354140.0,489927600.0,652713600.0,621870460.0,426305280.0,379674700.0
2161.0,442719140.0,704487360.0,664661060.0,438084830.0,421345440.0,300611600.0
2162.0,511386850.0,608965800.0,595800600.0,431040800.0,478549440.0,288988130.0
2163.0,451229860.0,556140700.0,587994400.0,452398240.0,466953630.0,292799500.0
2164.0,631282200.0,498447420.0,598052740.0,445417700.0,467402370.0,291190560.0
2165.0,447967550.0,581003800.0,721678700.0,463226940.0,436799260.0,290648420.0
2166.0,444079780.0,732277700.0,723311740.0,549898400.0,439283740.0,287854370.0
2167.0,438338980.0,664801150.0,720328000.0,498732450.0,431932740.0,305925400.0
2168.0,476129540.0,716980160.0,700875800.0,479634700.0,429163970.0,342668130.0
2169.0,542980030.0,638699900.0,693950660.0,491123650.0,429697760.0,290136930.0
2170.0,480577600.0,595216200.0,692094000.0,482544400.0,464087520.0,290551070.0
2171.0,461248930.0,587241600.0,668639940.0,492681380.0,449164740.0,285590460.0
2172.0,466060100.0,565381100.0,661859260.0,472501470.0,441147620.0,285671840.0
2173.0,493066370.0,594556000.0,666687400.0,466389950.0,447785730.0,282444000.0
2174.0,605974340.0,558683500.0,676572500.0,492686300.0,440494140.0,303247840.0
2175.0,534111840.0,563345150.0,685951170.0,533417150.0,611284000.0,288308100.0
2176.0,473365380.0,549371650.0,753218050.0,471272960.0,472090560.0,286725860.0
2177.0,469167360.0,566596350.0,668208960.0,472504220.0,453478850.0,283463200.0
2178.0,469733250.0,544870600.0,671707650.0,601277630.0,464785200.0,295228540.0
2179.0,470970530.0,574464300.0,664389440.0,522052130.0,450891230.0,307161340.0
2180.0,460365540.0,551739800.0,671427300.0,500734240.0,444890720.0,285515070.0
2181.0,506797540.0,555033860.0,651251500.0,484128220.0,468582980.0,319604380.0
2182.0,487896130.0,544970050.0,749612200.0,477444300.0,451088260.0,297103970.0
2183.0,464781920.0,535791170.0,788526200.0,475539140.0,451606600.0,343601250.0
2184.0,511240450.0,532757700.0,705713900.0,508691400.0,445702100.0,292495870.0
2185.0,485679140.0,791060400.0,744602300.0,487149920.0,455700640.0,287629400.0
2186.0,469252000.0,562930900.0,686501300.0,476432700.0,456467200.0,288299360.0
2187.0,496881730.0,602481000.0,746509700.0,470979600.0,447487580.0,295131600.0
2188.0,516054560.0,621435650.0,689528900.0,476140500.0,530391600.0,292689950.0
2189.0,535970850.0,673178400.0,717605900.0,472573060.0,488866100.0,296307800.0
2190.0,481980400.0,676310900.0,703003460.0,502554900.0,476014720.0,290672640.0
2191.0,478810600.0,603342800.0,685667000.0,485320400.0,468466240.0,290235740.0
2192.0,470032480.0,553220900.0,836422000.0,480883460.0,455901250.0,286234600.0
2193.0,463772600.0,617205300.0,693870800.0,500089630.0,449965120.0,285419780.0
2194.0,461717950.0,556252000.0,704719940.0,487059800.0,453351420.0,299176800.0
2195.0,459495400.0,549357600.0,697716300.0,467437500.0,446313440.0,287144100.0
2196.0,479197900.0,567322700.0,873088400.0,465167040.0,448782400.0,286482980.0
2197.0,459768130.0,566858100.0,783791550.0,462314100.0,521870620.0,287218370.0
2198.0,470031300.0,547932600.0,813799200.0,477309340.0,445216130.0,282274370.0
2199.0,463675400.0,541264000.0,786250700.0,468044100.0,481931140.0,281664100.0
2200.0,474087000.0,539683200.0,760456300.0,461469730.0,495162140.0,279680160.0
2201.0,468532300.0,539064100.0,887876500.0,457938270.0,465713200.0,278359550.0
2202.0,457828030.0,547951500.0,776164800.0,461795500.0,452353120.0,280463740.0
2203.0,482024350.0,612169500.0,869404900.0,454623460.0,443836200.0,278916640.0
2204.0,473011650.0,630801660.0,781800770.0,454851330.0,443020900.0,276682750.0
2205.0,521684450.0,544869100.0,771894300.0,474791870.0,440621470.0,274071070.0
2206.0,514080200.0,537985150.0,926383940.0,508158700.0,437492930.0,320881100.0
2207.0,474222180.0,605666300.0,854772900.0,499179140.0,441290800.0,317658400.0
2208.0,651090800.0,558770100.0,861465900.0,457982200.0,437613800.0,285042240.0
2209.0,616445060.0,543269250.0,850299650.0,493151360.0,436659140.0,277229800.0
2210.0,524919870.0,552401000.0,835040640.0,469878660.0,441398080.0,316054300.0
2211.0,540931140.0,590859200.0,831538240.0,502067040.0,434078270.0,272059840.0
2212.0,535930080.0,547677060.0,831991000.0,465054600.0,454387520.0,269761440.0
2213.0,532226370.0,596000260.0,825784800.0,462797860.0,428139170.0,266272580.0
2214.0,511410620.0,549053250.0,834873540.0,513736740.0,442341020.0,264485220.0
2215.0,542040700.0,627497540.0,826610900.0,466672300.0,459583230.0,263296830.0
2216.0,527818560.0,861743170.0,841489200.0,463704450.0,440198340.0,264607550.0
2217.0,722226240.0,737022850.0,817934500.0,461557820.0,431865900.0,260431890.0
2218.0,563357100.0,700941760.0,857193540.0,459564830.0,424536000.0,271819870.0
2219.0,552899900.0,628908860.0,838093060.0,459923840.0,418408420.0,260229630.0
2220.0,560394500.0,598416300.0,823424600.0,461402850.0,416959140.0,267505470.0
2221.0,664994900.0,610988540.0,817947650.0,481431170.0,413525540.0,265995020.0
2222.0,585971650.0,673704450.0,812485700.0,458168900.0,413107140.0,258472060.0
2223.0,608172100.0,625003260.0,806138200.0,460829000.0,416896200.0,318014300.0
2224.0,638064260.0,621637600.0,803544450.0,454663400.0,409993250.0,257805280.0
2225.0,609857150.0,598088060.0,896179840.0,453878660.0,411591680.0,257014130.0
2226.0,604544500.0,594525000.0,825928060.0,458333340.0,414195200.0,258027310.0
2227.0,600605300.0,586950660.0,803465400.0,653626900.0,406610400.0,270963740.0
2228.0,594400700.0,582230340.0,804525500.0,466090300.0,418148160.0,258610340.0
2229.0,600503000.0,652504600.0,799789300.0,459480770.0,403819360.0,270623100.0
2230.0,579253600.0,668970300.0,914537000.0,453735200.0,414948100.0,258062220.0
2231.0,586817000.0,632189400.0,809268030.0,460245060.0,402900960.0,272507000.0
2232.0,594491300.0,616024770.0,930067260.0,454755870.0,401642800.0,259072340.0
2233.0,603752000.0,590560060.0,823519170.0,461543870.0,425212770.0,257888620.0
2234.0,596012350.0,595824640.0,809464450.0,447157900.0,419985820.0,300328350.0
2235.0,589015300.0,586749300.0,818660100.0,453222270.0,430737120.0,272786660.0
2236.0,596228900.0,583622340.0,797445760.0,443905380.0,407349340.0,270364830.0
2237.0,591302140.0,613323140.0,862485060.0,445299100.0,404910240.0,270291940.0
2238.0,580779800.0,601607600.0,863670000.0,440542500.0,404180300.0,264759890.0
2239.0,594731000.0,587375500.0,810537200.0,461981700.0,404453340.0,272577700.0
2240.0,583386100.0,585117700.0,794836000.0,472352400.0,470977200.0,269595650.0
2241.0,601225000.0,734736400.0,789768800.0,509686080.0,487910530.0,261193020.0
2242.0,595685500.0,708923140.0,786022000.0,452069020.0,472196540.0,297555780.0
2243.0,580870700.0,627493760.0,791441660.0,446585150.0,431466750.0,286442340.0
2244.0,578633300.0,777543230.0,780637950.0,439729340.0,426910850.0,274396700.0
2245.0,583064640.0,659286100.0,776510500.0,473552350.0,427649730.0,263426880.0
2246.0,691161340.0,689291100.0,943285700.0,465151740.0,420301380.0,267365980.0
2247.0,608297900.0,714268400.0,858656300.0,442257200.0,524624030.0,261954780.0
2248.0,579921000.0,755416960.0,791059800.0,441943500.0,498493920.0,316256700.0
2249.0,590040960.0,699653440.0,793957760.0,442496830.0,464505100.0,295599680.0
2250.0,572490400.0,653992600.0,790224200.0,437336160.0,442129600.0,294962180.0
2251.0,577688260.0,642822660.0,792041900.0,436345020.0,450528670.0,269244500.0
2252.0,567273150.0,645267650.0,776644800.0,442581400.0,456057250.0,270423070.0
2253.0,627847200.0,676228200.0,773525800.0,433219420.0,437766660.0,265864750.0
2254.0,571859400.0,664077700.0,775213630.0,538557250.0,474892200.0,266761060.0
2255.0,626767360.0,636848500.0,764468900.0,696543550.0,458343300.0,263725840.0
2256.0,594996900.0,633620400.0,881007900.0,459930780.0,451507740.0,265916980.0
2257.0,574595260.0,637811460.0,950002940.0,449238620.0,537563650.0,263315840.0
2258.0,572884540.0,633456100.0,828900160.0,439807420.0,493266020.0,264094830.0
2259.0,564952000.0,631226050.0,819915460.0,433915620.0,475485060.0,263592560.0
2260.0,564274600.0,686711000.0,806624700.0,520007500.0,494924500.0,366835040.0
2261.0,590323140.0,645818400.0,795691000.0,450820220.0,478450200.0,323417440.0
2262.0,602784800.0,649600800.0,773080500.0,438808300.0,528821730.0,297506100.0
2263.0,574691800.0,628248060.0,825467700.0,511111000.0,469506850.0,278323970.0
2264.0,614025100.0,628163500.0,782268160.0,444146020.0,574077500.0,296206530.0
2265.0,563750100.0,641228700.0,790403500.0,449141400.0,503127900.0,283115360.0
2266.0,557289200.0,638250100.0,811786050.0,500442980.0,490823200.0,273132030.0
2267.0,562110700.0,768805300.0,782604160.0,473182240.0,506771420.0,348272420.0
2268.0,635746240.0,633882900.0,937639300.0,457859460.0,588091650.0,274676770.0
2269.0,555251140.0,637079230.0,919385400.0,457862660.0,634360100.0,273444030.0
2270.0,565827800.0,637661800.0,875419140.0,464251140.0,501989120.0,277797340.0
2271.0,555641200.0,738145540.0,816538900.0,566016700.0,547000960.0,272631460.0
2272.0,559031900.0,627878340.0,811520400.0,500511970.0,516446140.0,271682500.0
2273.0,559580800.0,625483700.0,903572500.0,468561900.0,502597300.0,288499840.0
2274.0,613996300.0,831001000.0,855446200.0,488854050.0,501698940.0,286458530.0
2275.0,590025600.0,638550900.0,831235500.0,463823100.0,522396480.0,275399230.0
2276.0,563275200.0,627124300.0,810665100.0,461045400.0,502968400.0,270794600.0
2277.0,576760200.0,819588540.0,812070660.0,469042800.0,503442600.0,275705440.0
2278.0,567998000.0,843382340.0,833285400.0,459304480.0,503081660.0,270707400.0
2279.0,584416500.0,825341630.0,809339400.0,465839420.0,501888030.0,270250560.0
2280.0,577671400.0,759309400.0,811956300.0,462563260.0,504423230.0,266722110.0
2281.0,576676200.0,737811300.0,833632900.0,484086430.0,496699800.0,272032480.0
2282.0,573771100.0,707434100.0,856770600.0,470624640.0,497386780.0,274033020.0
2283.0,561415500.0,708471700.0,993923400.0,474135260.0,513027330.0,266527200.0
2284.0,557299700.0,678091300.0,878063000.0,470460100.0,499213860.0,266838500.0
2285.0,557832500.0,665092540.0,844912200.0,465588770.0,493905920.0,296081120.0
2286.0,556279230.0,718663300.0,833574140.0,582178000.0,492764640.0,305145440.0
2287.0,584683100.0,660508540.0,828527040.0,503572220.0,490390100.0,303208670.0
2288.0,554908800.0,665616400.0,822054660.0,525976130.0,487930980.0,276822140.0
2289.0,558501800.0,708539840.0,821533440.0,496915780.0,485870620.0,289655140.0
2290.0,598132540.0,906571970.0,882480100.0,476981150.0,497891330.0,284538270.0
2291.0,564029800.0,838204860.0,827708160.0,499342700.0,482321000.0,274311000.0
2292.0,560979100.0,696191700.0,820754940.0,499347620.0,497675680.0,275266660.0
2293.0,557026940.0,709163000.0,821688060.0,633397570.0,478519170.0,269571260.0
2294.0,552625300.0,684721540.0,823576770.0,546903800.0,486474270.0,322734940.0
2295.0,548613950.0,688055800.0,899009300.0,498333820.0,544250000.0,277419680.0
2296.0,550270400.0,740318460.0,846072200.0,492121440.0,484370400.0,271355460.0
2297.0,545740700.0,684640800.0,839629060.0,527609500.0,482373000.0,271030600.0
2298.0,630162300.0,674871500.0,831200500.0,492345500.0,496887870.0,267695710.0
2299.0,560198700.0,744393400.0,833216960.0,493507200.0,492414000.0,288906720.0
2300.0,554288000.0,765357630.0,830315700.0,546228030.0,473036700.0,264894720.0
