time,MRI-ESM2-0,CANESM5,IPSL-CM6A-LR,CESM2-WACCM
2043.0,570995900.0,600825860.0,722990340.0,673594240.0
2044.0,547487100.0,564953100.0,701813000.0,654002200.0
2045.0,533121340.0,538517000.0,677067840.0,631438460.0
2046.0,520740200.0,512457570.0,650921000.0,602881540.0
2047.0,502106020.0,482514140.0,628953000.0,578273800.0
2048.0,492795360.0,465260700.0,603789800.0,556522560.0
2049.0,487212130.0,451856640.0,577201000.0,537444740.0
2050.0,472105020.0,423726270.0,555822200.0,522977570.0
2051.0,452552100.0,404940300.0,541763700.0,502606600.0
2052.0,440571100.0,390163500.0,528398370.0,485184860.0
2053.0,429810140.0,372736350.0,513083600.0,467281280.0
2054.0,417693150.0,347315360.0,505171330.0,448942460.0
2055.0,406170000.0,335737900.0,482555780.0,416715800.0
2056.0,403505630.0,332651100.0,466136480.0,403227840.0
2057.0,384934300.0,324559140.0,445928580.0,383513180.0
2058.0,379354700.0,314657280.0,435687600.0,367068260.0
2059.0,368524450.0,343752500.0,424911460.0,350911400.0
2060.0,360976900.0,311612500.0,406177150.0,336650240.0
2061.0,363515970.0,321506020.0,399178780.0,323018980.0
2062.0,348133020.0,291623870.0,388247260.0,320997600.0
2063.0,336027170.0,279153950.0,380372380.0,309633200.0
2064.0,329880860.0,276882370.0,364648220.0,294853860.0
2065.0,322934370.0,270219170.0,349210530.0,289527700.0
2066.0,310464500.0,265529490.0,341850980.0,282886400.0
2067.0,301549570.0,262132580.0,340954400.0,271983780.0
2068.0,293083100.0,253393800.0,332215070.0,265629550.0
2069.0,292789340.0,243258140.0,320870180.0,269510050.0
2070.0,280039360.0,239633760.0,310641200.0,249627420.0
2071.0,277518180.0,250004210.0,301699230.0,270787140.0
2072.0,273282850.0,230565950.0,289795040.0,256787980.0
2073.0,276746370.0,224806370.0,285236770.0,295028100.0
2074.0,269287200.0,219065980.0,278434780.0,263279230.0
2075.0,338415780.0,226384400.0,271942800.0,251641650.0
2076.0,309347260.0,289291100.0,268818430.0,258181520.0
2077.0,371308160.0,226629390.0,262589580.0,294377950.0
2078.0,299660540.0,223327600.0,257962800.0,250849500.0
2079.0,288172130.0,236614130.0,262011980.0,246437200.0
2080.0,281643360.0,214773360.0,255613360.0,287974600.0
2081.0,284244600.0,224123090.0,256092640.0,246435780.0
2082.0,286686880.0,229396450.0,262846720.0,244686800.0
2083.0,288268160.0,236951780.0,249831570.0,273788160.0
2084.0,311696000.0,227532400.0,246239890.0,274896160.0
2085.0,290324060.0,212662820.0,242541730.0,238027230.0
2086.0,299664700.0,210410400.0,240615800.0,252426180.0
2087.0,301856450.0,233276100.0,237624700.0,248191120.0
2088.0,283545100.0,215613940.0,295818850.0,241994430.0
2089.0,285712540.0,354966560.0,238951650.0,258075140.0
2090.0,294574400.0,213047020.0,237435090.0,243476290.0
2091.0,285353630.0,286454850.0,278324300.0,244472850.0
2092.0,281957220.0,234802740.0,253561460.0,238016720.0
2093.0,328842660.0,303237730.0,254214400.0,271019870.0
2094.0,358884260.0,262273600.0,245804050.0,242969650.0
2095.0,322173570.0,261559520.0,245242060.0,252022700.0
2096.0,329401950.0,237486320.0,238563340.0,253000900.0
2097.0,510694300.0,315034270.0,244697970.0,238766910.0
2098.0,333906140.0,319156320.0,244098770.0,274316260.0
2099.0,321869200.0,362521470.0,248627660.0,250702100.0
2100.0,397039740.0,301143300.0,244205660.0,240889120.0
2101.0,351188670.0,276228740.0,240462690.0,247910180.0
2102.0,317128400.0,525400130.0,246146720.0,299761600.0
2103.0,313362460.0,413585020.0,245951660.0,256558530.0
2104.0,343105380.0,373224030.0,243406640.0,257200100.0
2105.0,323521800.0,334048860.0,255811440.0,316881570.0
2106.0,320133760.0,324453900.0,255290670.0,283321280.0
2107.0,404235300.0,293299330.0,273518530.0,276662300.0
2108.0,337491070.0,301436060.0,295709700.0,279789250.0
2109.0,342408640.0,295325700.0,305756130.0,263586160.0
2110.0,341605200.0,319556740.0,278495070.0,299512830.0
2111.0,338471580.0,300061600.0,293979970.0,285550750.0
2112.0,592557760.0,318189440.0,294746880.0,289315260.0
2113.0,335848640.0,303703900.0,320451100.0,287211870.0
2114.0,404928350.0,346319360.0,330864300.0,266892500.0
2115.0,448404300.0,344870880.0,311826180.0,345742600.0
2116.0,423070000.0,350858720.0,385316500.0,284863460.0
2117.0,372520450.0,339420100.0,329938560.0,294598300.0
2118.0,356243400.0,390378080.0,303289600.0,332868450.0
2119.0,440568540.0,426713380.0,304986530.0,304507070.0
2120.0,392914020.0,348946020.0,308161920.0,298814660.0
2121.0,380757540.0,340868130.0,321241200.0,278464100.0
2122.0,446605220.0,326734370.0,329424540.0,306104500.0
2123.0,407027400.0,350850180.0,314431840.0,294053100.0
2124.0,385142240.0,426995070.0,308180960.0,290168160.0
2125.0,534230880.0,412670900.0,326002850.0,313800860.0
2126.0,460211420.0,430899200.0,304944600.0,294233700.0
2127.0,409170620.0,464989730.0,303527680.0,328025440.0
2128.0,649428200.0,526884060.0,308060100.0,376077340.0
2129.0,545469440.0,472025860.0,315510180.0,321260580.0
2130.0,628440060.0,413797440.0,305492830.0,320971140.0
2131.0,506465500.0,392693150.0,330472480.0,422739400.0
2132.0,479461600.0,383660000.0,303126720.0,362495300.0
2133.0,539348700.0,386541250.0,306352960.0,334713900.0
2134.0,518078660.0,379699100.0,306864220.0,599730560.0
2135.0,486725900.0,381933500.0,307153180.0,375292200.0
2136.0,487953060.0,524389380.0,361406370.0,440661660.0
2137.0,465774800.0,488561470.0,318300800.0,472148500.0
2138.0,494330180.0,399965800.0,318327600.0,420157760.0
2139.0,469334500.0,395268350.0,390418200.0,460027100.0
2140.0,636213100.0,409899680.0,327719900.0,524840300.0
2141.0,493248830.0,400844540.0,518362600.0,556617500.0
2142.0,599238900.0,447896480.0,420667140.0,430992060.0
2143.0,512138880.0,394307140.0,361258900.0,432899300.0
2144.0,499366140.0,667697660.0,346234800.0,455086980.0
2145.0,496007550.0,503741860.0,357622270.0,424982080.0
2146.0,539035800.0,475243100.0,342100160.0,416386340.0
2147.0,675810370.0,457598720.0,341501980.0,491699780.0
2148.0,514540030.0,437788830.0,344589600.0,437019040.0
2149.0,559163000.0,448310460.0,401416800.0,445913950.0
2150.0,697701440.0,426593150.0,420254850.0,426037020.0
2151.0,609499600.0,514365020.0,400227400.0,436499870.0
2152.0,552764900.0,452491300.0,371075620.0,466632930.0
2153.0,580924100.0,456723840.0,367133380.0,504124830.0
2154.0,612247360.0,508222240.0,377575780.0,427378400.0
2155.0,589214660.0,527581200.0,448955500.0,433378240.0
2156.0,560796400.0,494028260.0,380879200.0,432378980.0
2157.0,549147600.0,660307500.0,373287420.0,426482050.0
2158.0,574092200.0,586116800.0,396828030.0,432709440.0
2159.0,644102600.0,504954080.0,378977950.0,425182980.0
2160.0,563238140.0,492832700.0,415397540.0,471344400.0
2161.0,597231400.0,508422460.0,485700860.0,469488640.0
2162.0,564736640.0,479181300.0,405466270.0,568758400.0
2163.0,565360400.0,482895500.0,409847140.0,512816540.0
2164.0,648589200.0,481005950.0,426885100.0,508462530.0
2165.0,570148540.0,478316900.0,474495300.0,494547000.0
2166.0,587963900.0,478607230.0,423858370.0,475810240.0
2167.0,727650200.0,478787740.0,443359140.0,534667040.0
2168.0,633213700.0,531435870.0,407154270.0,486678140.0
2169.0,621920450.0,507973860.0,423613980.0,473817150.0
2170.0,608423600.0,515792450.0,476761400.0,554175550.0
2171.0,602379600.0,601636600.0,414260300.0,485491420.0
2172.0,642331400.0,532922050.0,411648160.0,485463260.0
2173.0,668725570.0,485404000.0,410198200.0,480424060.0
2174.0,701920800.0,483436260.0,417919230.0,485364960.0
2175.0,618513600.0,571701060.0,424156580.0,473517980.0
2176.0,644386100.0,501341760.0,429915520.0,677793340.0
2177.0,610055800.0,488170780.0,422746000.0,619294500.0
2178.0,609309630.0,523580900.0,424129000.0,482862000.0
2179.0,600783940.0,636608300.0,428224700.0,566064600.0
2180.0,652256800.0,522898900.0,433798750.0,530663140.0
2181.0,598606140.0,505747170.0,427986240.0,515022000.0
2182.0,797215300.0,504047400.0,443666460.0,503661100.0
2183.0,704214500.0,488259600.0,431823900.0,511326880.0
2184.0,863805060.0,486329120.0,499064130.0,539577700.0
2185.0,720017800.0,688617400.0,572358700.0,519136860.0
2186.0,675099600.0,498343520.0,456897400.0,498370140.0
2187.0,662732500.0,659324700.0,449895400.0,500286100.0
2188.0,662610200.0,688957400.0,499211840.0,493987620.0
2189.0,640286460.0,590592500.0,486899840.0,495647600.0
2190.0,624207600.0,529775300.0,473498100.0,494169100.0
2191.0,622253900.0,557748000.0,549111600.0,490199520.0
2192.0,770763500.0,521560700.0,476932800.0,493932740.0
2193.0,984471740.0,511010020.0,466072220.0,490183040.0
2194.0,837614100.0,509078400.0,515483400.0,484927900.0
2195.0,771533760.0,541186600.0,465694270.0,497109150.0
2196.0,870346300.0,521328770.0,467782660.0,517669400.0
2197.0,742769860.0,645716100.0,461125800.0,572384100.0
2198.0,726521300.0,556924160.0,462841700.0,664381200.0
2199.0,721689200.0,528001300.0,511993280.0,550798340.0
2200.0,816140350.0,577560770.0,481146940.0,537899800.0
2201.0,721004160.0,522989200.0,473588500.0,617565500.0
2202.0,691203800.0,516507420.0,473661900.0,508722000.0
2203.0,689194800.0,693954500.0,491719230.0,508656000.0
2204.0,764281000.0,702264060.0,502971970.0,504054880.0
2205.0,686771100.0,584006900.0,501345630.0,518025200.0
2206.0,676125700.0,571405760.0,479028960.0,509098080.0
2207.0,686259140.0,686267460.0,489119100.0,663437600.0
2208.0,709508900.0,596840900.0,485742340.0,581861440.0
2209.0,873029900.0,563581700.0,484248260.0,548696260.0
2210.0,786973100.0,554969100.0,571147840.0,530720700.0
2211.0,692180860.0,560400260.0,497895500.0,548679000.0
2212.0,820620160.0,554566600.0,496855200.0,524251520.0
2213.0,752490300.0,627814900.0,558588600.0,516261920.0
2214.0,740578940.0,566937200.0,588523300.0,604957630.0
2215.0,784101600.0,658739600.0,514878900.0,551312300.0
2216.0,725291970.0,618302600.0,503370400.0,523163800.0
2217.0,714473700.0,724564740.0,535803260.0,520322370.0
2218.0,872810600.0,636968800.0,548689400.0,520721950.0
2219.0,748710300.0,604746800.0,514649950.0,514431000.0
2220.0,742107800.0,672395260.0,509160670.0,514880600.0
2221.0,716779600.0,712317100.0,504400400.0,525513860.0
2222.0,760340600.0,681539400.0,533338460.0,533071170.0
2223.0,717090900.0,651475200.0,518263070.0,511310460.0
2224.0,727640600.0,652021800.0,509373860.0,513141020.0
2225.0,716965800.0,631318600.0,574080300.0,510056740.0
2226.0,823047400.0,608494000.0,515498660.0,508460770.0
2227.0,888379000.0,605008060.0,510958180.0,512516160.0
2228.0,833102400.0,712243140.0,505276830.0,507591580.0
2229.0,807849900.0,653200060.0,504412450.0,507179780.0
2230.0,761810200.0,611333570.0,522233200.0,524277630.0
2231.0,752902340.0,628705500.0,509443300.0,502784400.0
2232.0,865943740.0,620018300.0,526174000.0,497255000.0
2233.0,779535900.0,624048800.0,524251520.0,496551200.0
2234.0,758187650.0,607319500.0,528840830.0,503659500.0
2235.0,745164300.0,639669570.0,524140580.0,492398500.0
2236.0,839021440.0,782286900.0,518553760.0,500436900.0
2237.0,803359700.0,763256300.0,506188500.0,489554340.0
2238.0,824560260.0,674590200.0,501916500.0,484653980.0
2239.0,771061400.0,638879360.0,500078000.0,480940700.0
2240.0,759674430.0,612641400.0,506008480.0,513580060.0
2241.0,747018000.0,615124500.0,497295840.0,481564860.0
2242.0,741957760.0,663656400.0,505607550.0,472888480.0
2243.0,735754300.0,658411460.0,498621900.0,467242020.0
2244.0,740718800.0,654416060.0,495591840.0,486499520.0
2245.0,738053060.0,877096800.0,490852540.0,501116600.0
2246.0,871633600.0,739681400.0,489818400.0,461769470.0
2247.0,729989250.0,791642000.0,616794100.0,483527300.0
2248.0,769319550.0,695632450.0,511526800.0,558698000.0
2249.0,739037250.0,693097200.0,499909730.0,489533300.0
2250.0,852182900.0,680211500.0,496143580.0,485965020.0
2251.0,811623700.0,742994240.0,482995870.0,465472400.0
2252.0,768384700.0,694727500.0,479722780.0,459891170.0
2253.0,763672060.0,732660030.0,493656670.0,459312600.0
2254.0,754534000.0,714541900.0,479976600.0,464981000.0
2255.0,769024300.0,754383700.0,478102000.0,454295260.0
2256.0,751573700.0,696671600.0,474159040.0,449003230.0
2257.0,737069060.0,678453500.0,670330200.0,446270270.0
2258.0,730203600.0,684404540.0,523363400.0,528714940.0
2259.0,745190100.0,679921200.0,506073920.0,482277060.0
2260.0,754337660.0,676177700.0,486677100.0,501778270.0
2261.0,745688600.0,684228300.0,609791500.0,450826600.0
2262.0,733836100.0,669167940.0,483929600.0,448091700.0
2263.0,729124500.0,733731260.0,521494370.0,443301280.0
2264.0,719062400.0,775721300.0,496116960.0,444164030.0
2265.0,717704200.0,706546240.0,488368450.0,438888130.0
2266.0,722011000.0,975644100.0,543726660.0,437093300.0
2267.0,712652800.0,856158340.0,503170750.0,431251620.0
2268.0,719296060.0,762592800.0,486554500.0,438927420.0
2269.0,711721400.0,828842200.0,485244320.0,444262530.0
2270.0,705154000.0,753514200.0,502150180.0,430996580.0
2271.0,710255550.0,729126850.0,496184350.0,431567700.0
2272.0,704013250.0,821362500.0,561626700.0,454243700.0
2273.0,699275200.0,748968640.0,522753060.0,431406400.0
2274.0,696769340.0,759806300.0,488734180.0,428774340.0
2275.0,693798900.0,731824450.0,485156130.0,424837380.0
2276.0,761005700.0,720296060.0,480862530.0,428650300.0
2277.0,720176300.0,719314700.0,501485700.0,419013280.0
2278.0,700020860.0,722375600.0,481124060.0,426146400.0
2279.0,729356860.0,724888500.0,485192800.0,417928400.0
2280.0,744237760.0,713894400.0,482457380.0,490729570.0
2281.0,723929400.0,710877060.0,485886820.0,430699500.0
2282.0,945356500.0,718779650.0,484275600.0,429290780.0
2283.0,777948000.0,721738300.0,476366720.0,414346300.0
2284.0,721828540.0,709144200.0,583905100.0,428322800.0
2285.0,775297700.0,701110200.0,535253800.0,409819140.0
2286.0,737867970.0,695105200.0,484735650.0,415860960.0
2287.0,714408060.0,691784640.0,481588580.0,423495140.0
2288.0,749810900.0,873990500.0,474126240.0,409525980.0
2289.0,716681800.0,802624600.0,472710820.0,405038850.0
2290.0,712711040.0,790760300.0,472357400.0,409339680.0
2291.0,839693500.0,835125760.0,466901200.0,420296400.0
2292.0,743963600.0,776569900.0,483482940.0,516023420.0
2293.0,711454100.0,817041100.0,539250900.0,477772670.0
2294.0,710433150.0,744387140.0,526568930.0,453935680.0
2295.0,839214140.0,749790600.0,488428320.0,435338340.0
2296.0,748396200.0,732645100.0,515881470.0,418692600.0
2297.0,712300500.0,727963900.0,476771970.0,441279940.0
2298.0,737671600.0,727750600.0,475963840.0,419454140.0
2299.0,712628350.0,732744640.0,482726140.0,409845660.0
2300.0,720716740.0,725711800.0,472940400.0,418930500.0
